sample_role,scene,object_hypothesis_id,sar_gt_id,sar_frame,vehicle_research_eligibility,azimuth_prior_contains_gt,vehicle_size_shell_contains_gt,range_shell_contains_gt,local_visualization_path,repo_sample_visualization_path
仅审阅车辆后验样本,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,95,302,review_only_vehicle,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000302_95_20260702_190435.png,D:\profile\research\optical-sar-visual-diagnosis\reports\oty2\samples\gt_correspondence_mechanism_visualizations\gt_mechanism_20260702_190435\oty2_gt_mechanism_review_only_gm_rm017_0008_sar000302_95_20260702_190435.png
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,98,310,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000310_98_20260702_190435.png,
弱车覆盖样本,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,99,315,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000315_99_20260702_190435.png,D:\profile\research\optical-sar-visual-diagnosis\reports\oty2\samples\gt_correspondence_mechanism_visualizations\gt_mechanism_20260702_190435\oty2_gt_mechanism_weak_vehicle_covered_gm_rm017_0010_sar000315_99_20260702_190435.png
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,100,315,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000315_100_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,101,317,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000317_101_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,102,317,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000317_102_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,103,319,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000319_103_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,104,319,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000319_104_20260702_190435.png,
范围壳失败样本,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,105,321,review_only_vehicle,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000321_105_20260702_190435.png,D:\profile\research\optical-sar-visual-diagnosis\reports\oty2\samples\gt_correspondence_mechanism_visualizations\gt_mechanism_20260702_190435\oty2_gt_mechanism_range_shell_fail_gm_rm017_0008_sar000321_105_20260702_190435.png
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,106,321,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000321_106_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,107,323,review_only_vehicle,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000323_107_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,108,323,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000323_108_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,109,325,review_only_vehicle,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000325_109_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,110,325,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000325_110_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,111,327,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000327_111_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,112,327,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000327_112_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,113,329,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000329_113_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,114,329,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000329_114_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,115,330,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000330_115_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,116,330,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000330_116_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,117,331,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000331_117_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,118,331,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000331_118_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,119,332,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000332_119_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,120,332,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000332_120_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,121,333,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000333_121_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,122,333,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000333_122_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,123,334,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000334_123_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,124,334,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000334_124_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,125,335,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000335_125_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,126,335,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000335_126_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,127,335,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000335_127_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,128,336,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000336_128_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,129,336,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000336_129_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,130,336,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000336_130_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,334,337,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000337_334_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,335,337,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000337_335_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,135,337,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000337_135_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,131,338,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000338_131_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,132,338,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000338_132_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,133,338,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000338_133_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,134,339,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000339_134_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,136,339,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000339_136_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,137,339,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000339_137_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,138,340,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000340_138_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,139,340,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000340_139_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,140,340,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000340_140_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,141,341,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000341_141_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,142,341,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000341_142_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,143,341,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000341_143_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,144,342,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000342_144_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,145,342,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000342_145_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,146,342,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000342_146_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,147,343,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000343_147_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,148,343,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000343_148_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,149,343,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000343_149_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,150,344,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000344_150_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,151,344,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000344_151_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,152,344,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000344_152_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,153,345,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000345_153_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,154,345,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000345_154_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,155,345,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000345_155_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,156,346,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000346_156_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,157,346,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000346_157_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,158,346,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000346_158_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,159,347,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000347_159_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,160,347,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000347_160_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,161,347,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000347_161_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,162,348,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000348_162_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,163,348,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000348_163_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,164,348,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000348_164_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,165,349,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000349_165_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,166,349,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000349_166_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,167,349,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000349_167_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,168,350,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000350_168_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,169,350,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000350_169_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,170,350,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000350_170_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,171,351,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000351_171_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,172,351,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000351_172_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,173,351,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000351_173_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,174,352,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000352_174_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,175,352,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000352_175_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,176,352,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000352_176_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,177,353,review_only_vehicle,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0008_sar000353_177_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,178,353,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0012_sar000353_178_20260702_190435.png,
,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,179,353,weak_vehicle_layer,true,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm017_0010_sar000353_179_20260702_190435.png,
