sample_role,scene,object_hypothesis_id,sar_gt_id,sar_frame,vehicle_research_eligibility,azimuth_prior_contains_gt,vehicle_size_shell_contains_gt,range_shell_contains_gt,local_visualization_path,repo_sample_visualization_path
GM_RM019 方位失败样本,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,319,77,weak_vehicle_layer,false,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm019_0005_sar000077_319_20260702_190435.png,D:\profile\research\optical-sar-visual-diagnosis\reports\oty2\samples\gt_correspondence_mechanism_visualizations\gt_mechanism_20260702_190435\oty2_gt_mechanism_gmrm019_azimuth_fail_gm_rm019_0005_sar000077_319_20260702_190435.png
,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,320,81,weak_vehicle_layer,false,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm019_0005_sar000081_320_20260702_190435.png,
,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,323,212,weak_vehicle_layer,false,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm019_0080_sar000212_323_20260702_190435.png,
,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,324,238,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm019_0080_sar000238_324_20260702_190435.png,
,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,325,269,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm019_0080_sar000269_325_20260702_190435.png,
,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,326,273,weak_vehicle_layer,true,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm019_0080_sar000273_326_20260702_190435.png,
,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,327,288,weak_vehicle_layer,false,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm019_0080_sar000288_327_20260702_190435.png,
,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,328,290,weak_vehicle_layer,false,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm019_0080_sar000290_328_20260702_190435.png,
,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,330,315,weak_vehicle_layer,false,true,true,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm019_0098_sar000315_330_20260702_190435.png,
,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,331,317,weak_vehicle_layer,false,true,false,D:\profile\research\optical-sar-visual-diagnosis\outputs\oty2_gt_correspondence_mechanism_audit_20260702_190435\gt_mechanism_pages\oty2_gt_mechanism_gm_rm019_0098_sar000317_331_20260702_190435.png,
