probe_id,relationship_type,sample_pool,clean_morphology_inclusion,scene,object_hypothesis_id,state_condition,optical_frame,tau0_sar_frame,sar_window_start,sar_window_end,sar_window_frames,n_sar_frames_observed,support_region_mode,range_prior_mode,best_peak_frame,best_peak_to_background_ratio,median_peak_to_background_ratio,peak_frame_to_frame_step_mean_px,centroid_frame_to_frame_step_mean_px,centroid_drift_x,centroid_drift_y,short_window_stability_label,gt_frame_in_window_posthoc,single_frame_peak_to_background_ratio,window_vs_single_observation,notes,provenance_labels
W0147,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,163,339.5833,338,341,338;339;340;341,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,338,1.977,1.8242,435.721,4.573,-1.30259,-0.73928,short_window_peak_or_centroid_stable,true,1.8291,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0148,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,163,339.5833,338,341,338;339;340;341,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,338,1.977,1.8242,435.721,4.573,-1.30259,-0.73928,short_window_peak_or_centroid_stable,true,1.7883,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0149,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,164,341.6667,340,343,340;341;342;343,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,341,1.8106,1.8021,867.172,6.61,-1.69965,-2.30863,short_window_peak_or_centroid_stable,true,1.8106,single_frame_peak_observation_stronger_than_window_best,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0150,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,164,341.6667,340,343,340;341;342;343,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,341,1.8106,1.8021,867.172,6.61,-1.69965,-2.30863,short_window_peak_or_centroid_stable,true,1.8016,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0151,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,165,343.75,342,345,342;343;344;345,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,344,1.8313,1.7959,867.57,7.683,-1.73785,-2.60165,short_window_peak_or_centroid_stable,true,1.795,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0152,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,165,343.75,342,345,342;343;344;345,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,344,1.8313,1.7959,867.57,7.683,-1.73785,-2.60165,short_window_peak_or_centroid_stable,true,1.8313,single_frame_peak_observation_stronger_than_window_best,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0153,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,166,345.8333,344,347,344;345;346;347,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,344,1.8225,1.808,867.671,4.207,0.53289,-1.48405,short_window_peak_or_centroid_stable,true,1.7884,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0154,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,166,345.8333,344,347,344;345;346;347,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,344,1.8225,1.808,867.671,4.207,0.53289,-1.48405,short_window_peak_or_centroid_stable,true,1.7939,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0155,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,167,347.9167,346,349,346;347;348;349,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,348,1.8363,1.8222,867.772,3.221,-0.80207,-1.34822,short_window_peak_or_centroid_stable,true,1.8132,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0156,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,167,347.9167,346,349,346;347;348;349,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,348,1.8363,1.8222,867.772,3.221,-0.80207,-1.34822,short_window_peak_or_centroid_stable,true,1.8363,single_frame_peak_observation_stronger_than_window_best,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0157,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,168,350,349,351,349;350;351,3,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,350,1.8516,1.841,650.996,2.724,-2.02347,-0.87529,short_window_peak_or_centroid_stable,true,1.8229,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0158,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,168,350,349,351,349;350;351,3,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,350,1.8516,1.841,650.996,2.724,-2.02347,-0.87529,short_window_peak_or_centroid_stable,true,1.8516,single_frame_peak_observation_stronger_than_window_best,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0159,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,edge_or_truncated,168,350,349,351,349;350;351,3,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,350,1.8516,1.841,650.996,2.724,-2.02347,-0.87529,short_window_peak_or_centroid_stable,true,1.841,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0160,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,edge_or_truncated,151,314.5833,313,316,313;314;315;316,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,313,2.2374,2.2128,0,5.643,0.76606,2.95538,short_window_peak_or_centroid_stable,true,2.216,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0161,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,edge_or_truncated,152,316.6667,315,318,315;316;317;318,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,315,2.1816,2.1268,0,4.565,-0.29788,1.96194,short_window_peak_or_centroid_stable,true,2.0897,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0162,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,duplicate_or_handoff,149,310.4167,309,312,309;310;311;312,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,309,1.9357,1.9203,0,11.045,0.86488,-2.68874,short_window_peak_or_centroid_stable,true,1.9007,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0163,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,duplicate_or_handoff,152,316.6667,315,318,315;316;317;318,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,315,1.892,1.8462,0,6.082,-3.86706,-4.24333,short_window_peak_or_centroid_stable,true,1.823,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0164,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,duplicate_or_handoff,170,354.1667,353,356,353;354;355;356,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,356,1.7437,1.7258,149.97,8.574,-0.68093,-7.63986,short_window_peak_or_centroid_stable,true,1.7339,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0165,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,duplicate_or_handoff,170,354.1667,353,356,353;354;355;356,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,356,1.7437,1.7258,149.97,8.574,-0.68093,-7.63986,short_window_peak_or_centroid_stable,true,1.6904,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0166,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,152,316.6667,315,318,315;316;317;318,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,315,2.0345,1.9776,0,5.804,-2.5302,-1.05634,short_window_peak_or_centroid_stable,true,1.9487,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0167,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,161,335.4167,334,337,334;335;336;337,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,334,1.9569,1.9185,872.666,9.872,2.29883,2.0915,short_window_peak_or_centroid_stable,true,1.9127,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0168,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,161,335.4167,334,337,334;335;336;337,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,334,1.9569,1.9185,872.666,9.872,2.29883,2.0915,short_window_peak_or_centroid_stable,true,1.9127,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0169,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,161,335.4167,334,337,334;335;336;337,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,334,1.9569,1.9185,872.666,9.872,2.29883,2.0915,short_window_peak_or_centroid_stable,true,1.9243,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0170,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,161,335.4167,334,337,334;335;336;337,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,334,1.9569,1.9185,872.666,9.872,2.29883,2.0915,short_window_peak_or_centroid_stable,true,1.9243,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0171,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,170,354.1667,353,356,353;354;355;356,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,356,1.7994,1.7788,149.97,5.73,-1.83616,-5.07092,short_window_peak_or_centroid_stable,true,1.788,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0172,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,170,354.1667,353,356,353;354;355;356,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,356,1.7994,1.7788,149.97,5.73,-1.83616,-5.07092,short_window_peak_or_centroid_stable,true,1.7402,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0173,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,183,381.25,380,383,380;381;382;383,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,380,1.8939,1.8709,0,8.078,-1.48796,4.40899,short_window_peak_or_centroid_stable,true,1.8637,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0174,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,183,381.25,380,383,380;381;382;383,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,380,1.8939,1.8709,0,8.078,-1.48796,4.40899,short_window_peak_or_centroid_stable,true,1.8595,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0175,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,185,385.4167,384,387,384;385;386;387,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,387,1.9134,1.9008,0,13.641,-1.00575,9.67423,short_window_peak_or_centroid_stable,true,1.913,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0176,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,duplicate_or_handoff,185,385.4167,384,387,384;385;386;387,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,387,1.9134,1.9008,0,13.641,-1.00575,9.67423,short_window_peak_or_centroid_stable,true,1.8498,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0177,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,duplicate_or_handoff,170,354.1667,353,356,353;354;355;356,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,356,1.8316,1.8101,0,4.925,-1.76068,-2.14301,short_window_peak_or_centroid_stable,true,1.8198,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0178,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,duplicate_or_handoff,170,354.1667,353,356,353;354;355;356,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,356,1.8316,1.8101,0,4.925,-1.76068,-2.14301,short_window_peak_or_centroid_stable,true,1.7687,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0179,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,145,302.0833,301,304,301;302;303;304,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,302,2.1756,2.1507,0.745,18.469,-0.94123,-0.93545,short_window_peak_or_centroid_stable,true,2.1756,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0180,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,156,325,324,326,324;325;326,3,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,326,1.8191,1.7642,0,6.834,-0.25581,2.12306,short_window_peak_or_centroid_stable,true,1.6917,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0181,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,157,327.0833,326,329,326;327;328;329,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,329,1.9029,1.8285,432.981,8.253,-0.7311,-0.99607,short_window_peak_or_centroid_stable,true,1.7489,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0182,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,158,329.1667,328,331,328;329;330;331,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,331,2.0274,1.9414,110.667,3.864,-1.02943,-2.89281,short_window_peak_or_centroid_stable,true,1.9013,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0183,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,158,329.1667,328,331,328;329;330;331,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,331,2.0274,1.9414,110.667,3.864,-1.02943,-2.89281,short_window_peak_or_centroid_stable,true,1.9816,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0184,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,159,331.25,330,333,330;331;332;333,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,332,2.0499,2.0254,1.333,10.614,-1.1803,-2.94992,short_window_peak_or_centroid_stable,true,2.0284,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0185,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,159,331.25,330,333,330;331;332;333,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,332,2.0499,2.0254,1.333,10.614,-1.1803,-2.94992,short_window_peak_or_centroid_stable,true,2.0499,single_frame_peak_observation_stronger_than_window_best,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0186,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,160,333.3333,332,335,332;333;334;335,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,332,2.0575,2.0045,0,11.985,-4.02407,-4.06534,short_window_peak_or_centroid_stable,true,2.0298,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0187,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,160,333.3333,332,335,332;333;334;335,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,332,2.0575,2.0045,0,11.985,-4.02407,-4.06534,short_window_peak_or_centroid_stable,true,1.9792,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0188,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,161,335.4167,334,337,334;335;336;337,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,334,1.9802,1.9404,0,6.524,-4.69395,0.83946,short_window_peak_or_centroid_stable,true,1.9346,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0189,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,161,335.4167,334,337,334;335;336;337,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,334,1.9802,1.9404,0,6.524,-4.69395,0.83946,short_window_peak_or_centroid_stable,true,1.9463,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0190,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,162,337.5,336,339,336;337;338;339,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,336,1.9444,1.8681,463.151,11.059,-8.59115,-6.60388,short_window_peak_or_centroid_stable,true,1.8932,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0191,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,162,337.5,336,339,336;337;338;339,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,336,1.9444,1.8681,463.151,11.059,-8.59115,-6.60388,short_window_peak_or_centroid_stable,true,1.8431,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0192,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,163,339.5833,338,341,338;339;340;341,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,338,1.8415,1.7242,1116.974,9.236,-3.10438,4.70579,short_window_peak_or_centroid_stable,true,1.7281,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0193,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,163,339.5833,338,341,338;339;340;341,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,338,1.8415,1.7242,1116.974,9.236,-3.10438,4.70579,short_window_peak_or_centroid_stable,true,1.6944,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
