probe_id,relationship_type,sample_pool,clean_morphology_inclusion,scene,object_hypothesis_id,state_condition,optical_frame,tau0_sar_frame,sar_window_start,sar_window_end,sar_window_frames,n_sar_frames_observed,support_region_mode,range_prior_mode,best_peak_frame,best_peak_to_background_ratio,median_peak_to_background_ratio,peak_frame_to_frame_step_mean_px,centroid_frame_to_frame_step_mean_px,centroid_drift_x,centroid_drift_y,short_window_stability_label,gt_frame_in_window_posthoc,single_frame_peak_to_background_ratio,window_vs_single_observation,notes,provenance_labels
W0194,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,164,341.6667,340,343,340;341;342;343,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,341,1.7188,1.7117,679.437,3.924,-1.32388,-2.50789,short_window_peak_or_centroid_stable,true,1.7188,single_frame_peak_observation_stronger_than_window_best,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0195,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,164,341.6667,340,343,340;341;342;343,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,341,1.7188,1.7117,679.437,3.924,-1.32388,-2.50789,short_window_peak_or_centroid_stable,true,1.7112,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0196,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,165,343.75,342,345,342;343;344;345,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,344,1.7421,1.7121,638.566,10.742,-1.81363,2.29258,short_window_peak_or_centroid_stable,true,1.7113,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0197,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,165,343.75,342,345,342;343;344;345,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,344,1.7421,1.7121,638.566,10.742,-1.81363,2.29258,short_window_peak_or_centroid_stable,true,1.7421,single_frame_peak_observation_stronger_than_window_best,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0198,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,166,345.8333,344,347,344;345;346;347,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,344,1.7407,1.7254,232.58,5.198,-1.57118,-4.16019,short_window_peak_or_centroid_stable,true,1.7114,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0199,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,166,345.8333,344,347,344;345;346;347,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,344,1.7407,1.7254,232.58,5.198,-1.57118,-4.16019,short_window_peak_or_centroid_stable,true,1.7093,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0200,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,167,347.9167,346,349,346;347;348;349,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,348,1.7585,1.7461,146.245,9.405,-0.5003,-8.64091,short_window_peak_or_centroid_stable,true,1.7385,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0201,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,167,347.9167,346,349,346;347;348;349,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,348,1.7585,1.7461,146.245,9.405,-0.5003,-8.64091,short_window_peak_or_centroid_stable,true,1.7585,single_frame_peak_observation_stronger_than_window_best,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0202,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,168,350,349,351,349;350;351,3,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,350,1.775,1.7649,364.757,6.918,-3.27457,-6.07058,short_window_peak_or_centroid_stable,true,1.751,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0203,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,168,350,349,351,349;350;351,3,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,350,1.775,1.7649,364.757,6.918,-3.27457,-6.07058,short_window_peak_or_centroid_stable,true,1.775,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0204,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,168,350,349,351,349;350;351,3,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,350,1.775,1.7649,364.757,6.918,-3.27457,-6.07058,short_window_peak_or_centroid_stable,true,1.7649,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0205,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,169,352.0833,351,354,351;352;353;354,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,354,1.7849,1.7646,0,5.521,-1.64172,-1.58797,short_window_peak_or_centroid_stable,true,1.7595,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0206,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,169,352.0833,351,354,351;352;353;354,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,354,1.7849,1.7646,0,5.521,-1.64172,-1.58797,short_window_peak_or_centroid_stable,true,1.7668,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0207,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,171,356.25,355,358,355;356;357;358,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,356,1.7884,1.7613,74.985,11.789,-0.65435,-1.5183,short_window_peak_or_centroid_stable,true,1.7884,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0208,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,171,356.25,355,358,355;356;357;358,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,356,1.7884,1.7613,74.985,11.789,-0.65435,-1.5183,short_window_peak_or_centroid_stable,true,1.7617,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0209,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,172,358.3333,357,360,357;358;359;360,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,360,1.8009,1.7593,264.336,10.853,-0.59207,-3.21092,short_window_peak_or_centroid_stable,true,1.7587,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0210,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,172,358.3333,357,360,357;358;359;360,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,360,1.8009,1.7593,264.336,10.853,-0.59207,-3.21092,short_window_peak_or_centroid_stable,true,1.7309,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0211,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,173,360.4167,359,362,359;360;361;362,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,361,1.8424,1.8173,687.47,8.203,1.72631,-7.64274,short_window_peak_or_centroid_stable,true,1.7966,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0212,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008,ambiguous_or_review_only,173,360.4167,359,362,359;360;361;362,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,361,1.8424,1.8173,687.47,8.203,1.72631,-7.64274,short_window_peak_or_centroid_stable,true,1.8424,single_frame_peak_observation_stronger_than_window_best,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0213,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0001,ambiguous_or_review_only,0,0,0,1,0;1,2,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,1,1.7475,1.7455,0,14.183,-11.81674,-7.84358,short_window_peak_or_centroid_stable,true,1.7434,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0214,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0001,ambiguous_or_review_only,2,4.1667,3,6,3;4;5;6,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,3,1.7935,1.7325,10.713,9.818,-2.76701,3.04864,short_window_peak_or_centroid_stable,true,1.7657,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0215,optical_single_frame_to_sar_temporal_short_window,paired_optical_object_sar_gt,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0001,ambiguous_or_review_only,4,8.3333,7,10,7;8;9;10,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,10,1.8231,1.7087,146.402,6.918,-0.98714,-3.92862,short_window_peak_or_centroid_stable,true,1.6939,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0216,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008;oty1t_obj_GM_RM017_bytetrack_bt_0010,dropout_or_no_match,149,310.4167,309,312,309;310;311;312,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,309,1.9421,1.926,0,12.446,-2.90651,-4.15115,short_window_peak_or_centroid_stable,true,1.9066,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0217,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008;oty1t_obj_GM_RM017_bytetrack_bt_0010,dropout_or_no_match,183,381.25,380,383,380;381;382;383,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,380,1.9766,1.9497,0,5.217,0.72325,-2.46781,short_window_peak_or_centroid_stable,true,1.9419,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0218,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008;oty1t_obj_GM_RM017_bytetrack_bt_0010,dropout_or_no_match,183,381.25,380,383,380;381;382;383,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,380,1.9766,1.9497,0,5.217,0.72325,-2.46781,short_window_peak_or_centroid_stable,true,1.9366,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0219,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008;oty1t_obj_GM_RM017_bytetrack_bt_0010,dropout_or_no_match,185,385.4167,384,387,384;385;386;387,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,387,1.9822,1.9679,0,16.863,-1.90352,4.98512,short_window_peak_or_centroid_stable,true,1.9815,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0220,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0008;oty1t_obj_GM_RM017_bytetrack_bt_0010,dropout_or_no_match,185,385.4167,384,387,384;385;386;387,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,387,1.9822,1.9679,0,16.863,-1.90352,4.98512,short_window_peak_or_centroid_stable,true,1.9108,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0221,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012;oty1t_obj_GM_RM017_bytetrack_bt_0014,dropout_or_no_match,214,445.8333,444,447,444;445;446;447,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,444,1.9852,1.894,302.694,5.769,-0.53362,2.23116,short_window_peak_or_centroid_stable,true,1.8779,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0222,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,dropout_or_no_match,4,8.3333,7,10,7;8;9;10,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,10,2.1263,1.9335,434.059,3.694,-0.11686,-3.14513,short_window_peak_or_centroid_stable,true,1.9105,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0223,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0005,dropout_or_no_match,42,87.5,86,89,86;87;88;89,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,87,1.9329,1.9042,0,5.917,-1.44224,-5.39746,short_window_peak_or_centroid_stable,true,1.8303,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0224,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0080,dropout_or_no_match,97,202.0833,201,204,201;202;203;204,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,202,1.9365,1.9265,74.839,2.526,-0.59367,1.24661,short_window_peak_or_centroid_stable,true,1.9365,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0225,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,dropout_or_no_match,147,306.25,305,308,305;306;307;308,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,306,2.2015,2.1918,53.234,5.94,3.84996,4.08124,short_window_peak_or_centroid_stable,true,2.2015,single_frame_peak_observation_stronger_than_window_best,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0226,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098;oty1t_obj_GM_RM019_bytetrack_bt_0111,dropout_or_no_match,168,350,349,351,349;350;351,3,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,349,1.8673,1.8309,0,10.549,6.22652,3.02603,short_window_peak_or_centroid_stable,true,1.8162,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
W0227,optical_single_frame_to_sar_temporal_short_window,detection_dropout_temporal_continuation,false,GM_RM019,oty1t_obj_GM_RM019_bytetrack_bt_0098,dropout_or_no_match,170,354.1667,353,356,353;354;355;356,4,coarse_optical_azimuth_sector_broad_range,broad_unknown_range_prior,353,2.0016,1.9991,0.471,8.619,2.44593,-5.26844,short_window_peak_or_centroid_stable,true,1.9806,window_contains_equal_or_stronger_peak_observation,Short-window extraction reuses the optical-derived support region across tau in W_sar.,runtime_safe_temporal_evidence;SAR_image_observation;SAR_temporal_observation;SAR_GT_posthoc_evidence
