peak_audit_id,mode_name,relationship_type,sample_pool,clean_morphology_inclusion,scene,object_hypothesis_id,state_condition,optical_frame,sar_frame,support_azimuth_start_deg,support_azimuth_end_deg,support_radius_min_px,support_radius_max_px,radius_band_width_px,range_band_source,support_area_px,area_ratio_vs_broad,gt_radius_px_posthoc,gt_azimuth_deg_posthoc,gt_inside_support_posthoc,gt_radius_inside_posthoc,top1_peak_value,top2_peak_value,top1_top2_ratio,top1_background_ratio,top2_background_ratio,top1_x,top1_y,top2_x,top2_y,top1_top2_distance_px,local_peak_count_above_bg_p95,scatter_centroid_x,scatter_centroid_y,centroid_residual_px,short_window_frames,short_window_observed_frames,short_window_top1_persistence_rate,short_window_peak_persistence_label,tube_peak_continuity_label,peak_competition_label,sar_image_path,notes,provenance_labels
P00001,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,343,-39.2014,-10.0864,0,1332.7,1332.7,previous_broad_unknown_range_prior,451287,1,430.919,-25.256,true,true,0.9961,0.9961,1,1.8146,1.8146,852,33,693,81,166.087,4,1105.862,1175.036,505.324,342;343;344;345,4,0.25,top1_peak_not_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000343.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00002,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,343,-39.2014,-10.0864,362.555,447.325,84.77,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,17442,0.0386,430.919,-25.256,true,true,0.8078,0.7686,1.051,1.588,1.5109,1020,969,1002,960,20.125,25,1020,969,35.444,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000343.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00003,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,343,-39.2014,-10.0864,330.611,460.611,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,26154,0.058,430.919,-25.256,true,true,0.8078,0.7686,1.051,1.5858,1.5088,1020,969,1002,960,20.125,34,1020,969,31.027,342;343;344;345,4,0.75,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000343.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00004,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,343,-39.2014,-10.0864,376.321,506.321,130,posthoc_object_smoothed_range_trend_plus_local_median,29160,0.0646,430.919,-25.256,true,true,0.8078,0.7686,1.051,1.5853,1.5083,1020,969,1002,960,20.125,35,1020,969,63.752,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000343.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00005,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,343,-39.2014,-10.0864,322.984,475.548,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,30942,0.0686,430.919,-25.256,true,true,0.8078,0.7804,1.0352,1.5846,1.5308,1020,969,1074,1017,72.25,39,1020,969,32.511,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000343.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00006,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,344,-39.2014,-10.0864,0,1332.7,1332.7,previous_broad_unknown_range_prior,451287,1,427.999,-24.415,true,true,0.9961,0.9922,1.004,1.8529,1.8456,1146,1299,1152,1326,27.659,3,1110.714,1247.306,572.612,342;343;344;345,4,0.75,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000344.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00007,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,344,-39.2014,-10.0864,362.555,447.325,84.77,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,17442,0.0386,427.999,-24.415,true,true,0.8353,0.7569,1.1036,1.6827,1.5247,1041,966,969,972,72.25,27,1041,966,55.957,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000344.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00008,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,344,-39.2014,-10.0864,330.611,460.611,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,26154,0.058,427.999,-24.415,true,true,0.8353,0.7569,1.1036,1.6803,1.5225,1041,966,969,972,72.25,33,1041,966,52.203,342;343;344;345,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000344.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00009,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,344,-39.2014,-10.0864,374.499,504.499,130,posthoc_object_smoothed_range_trend_plus_local_median,29034,0.0643,427.999,-24.415,true,true,0.8353,0.7569,1.1036,1.6796,1.5219,1041,966,1008,969,33.136,33,1041,966,78.437,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000344.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00010,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,165,344,-39.2014,-10.0864,322.984,475.548,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,30942,0.0686,427.999,-24.415,true,true,0.8353,0.7569,1.1036,1.6789,1.5213,1041,966,1008,969,33.136,37,1041,966,53.512,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000344.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00011,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,345,-37.8158,-8.5516,0,1332.7,1332.7,previous_broad_unknown_range_prior,453609,1,427.422,-23.995,true,true,0.9961,0.9922,1.004,1.8162,1.809,1146,1299,1152,1326,27.659,2,1148.117,1313.467,648.286,344;345;346;347,4,1,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000345.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00012,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,345,-37.8158,-8.5516,362.555,447.325,84.77,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,17532,0.0387,427.422,-23.995,true,true,0.8353,0.7961,1.0493,1.6436,1.5664,1050,963,1014,969,36.497,21,1050,963,55.611,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000345.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00013,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,345,-37.8158,-8.5516,330.611,460.611,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,26289,0.058,427.422,-23.995,true,true,0.8353,0.7961,1.0493,1.6413,1.5643,1050,963,1014,969,36.497,35,1050,963,51.894,344;345;346;347,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000345.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00014,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,345,-37.8158,-8.5516,371.993,501.993,130,posthoc_object_smoothed_range_trend_plus_local_median,29007,0.0639,427.422,-23.995,true,true,0.8353,0.7961,1.0493,1.6408,1.5638,1050,963,1014,969,36.497,30,1050,963,76.105,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000345.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00015,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,345,-37.8158,-8.5516,322.984,475.548,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,31113,0.0686,427.422,-23.995,true,true,0.8353,0.7961,1.0493,1.6401,1.5631,1050,963,1014,969,36.497,39,1050,963,53.186,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000345.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00016,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,346,-37.8158,-8.5516,0,1332.7,1332.7,previous_broad_unknown_range_prior,453609,1,423.692,-22.85,true,true,0.9961,0.9922,1.004,1.8224,1.8153,1146,1299,1152,1326,27.659,2,1148.117,1313.467,648.286,344;345;346;347,4,1,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000346.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00017,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,346,-37.8158,-8.5516,362.555,449.19,86.635,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,17973,0.0396,423.692,-22.85,true,true,0.8353,0.7961,1.0493,1.6503,1.5728,1047,969,1056,945,25.632,22,1047,969,54.021,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000346.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00018,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,346,-37.8158,-8.5516,330.611,460.611,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,26289,0.058,423.692,-22.85,true,true,0.8353,0.7961,1.0493,1.6481,1.5707,1047,969,1056,945,25.632,32,1047,969,48.788,344;345;346;347,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000346.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00019,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,346,-37.8158,-8.5516,370.419,500.419,130,posthoc_object_smoothed_range_trend_plus_local_median,28890,0.0637,423.692,-22.85,true,true,0.8353,0.7961,1.0493,1.6476,1.5702,1047,969,1056,945,25.632,33,1047,969,75.125,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000346.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00020,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,166,346,-37.8158,-8.5516,322.984,475.548,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,31113,0.0686,423.692,-22.85,true,true,0.8353,0.7961,1.0493,1.6469,1.5695,1047,969,1056,945,25.632,33,1047,969,50.475,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000346.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00021,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,167,347,-36.1246,-6.9626,0,1332.7,1332.7,previous_broad_unknown_range_prior,452007,1,420.957,-22.057,true,true,0.9961,0.9922,1.004,1.8531,1.8458,1146,1299,1152,1326,27.659,3,1113.507,1249.178,575.799,346;347;348;349,4,1,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000347.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00022,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,167,347,-36.1246,-6.9626,362.555,450.557,88.002,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,18216,0.0403,420.957,-22.057,true,true,0.8314,0.7804,1.0653,1.6742,1.5715,1053,966,1065,948,21.633,22,1053,966,50.157,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000347.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00023,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,167,347,-36.1246,-6.9626,330.611,460.611,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,26190,0.0579,420.957,-22.057,true,true,0.8314,0.7804,1.0653,1.6719,1.5694,1053,966,1065,948,21.633,30,1053,966,44.4,346;347;348;349,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000347.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00024,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,167,347,-36.1246,-6.9626,367.308,497.308,130,posthoc_object_smoothed_range_trend_plus_local_median,28566,0.0632,420.957,-22.057,true,true,0.8314,0.7804,1.0653,1.6715,1.569,1053,966,1065,948,21.633,27,1053,966,68.859,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000347.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00025,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,167,347,-36.1246,-6.9626,322.984,475.548,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,30987,0.0686,420.957,-22.057,true,true,0.8314,0.7804,1.0653,1.6706,1.5682,1053,969,1065,948,24.187,32,1053,969,46.649,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000347.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00026,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,167,348,-36.1246,-6.9626,0,1332.7,1332.7,previous_broad_unknown_range_prior,452007,1,416.516,-21.662,true,true,0.9961,0.9922,1.004,1.8782,1.8708,1146,1299,1152,1326,27.659,2,1148.47,1313.291,648.221,346;347;348;349,4,1,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000348.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00027,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,167,348,-36.1246,-6.9626,362.555,450.557,88.002,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,18216,0.0403,416.516,-21.662,true,true,0.851,0.7843,1.085,1.7413,1.6049,1062,969,1071,948,22.847,25,1062,969,59.634,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000348.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00028,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,167,348,-36.1246,-6.9626,330.611,460.611,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,26190,0.0579,416.516,-21.662,true,true,0.851,0.7843,1.085,1.7389,1.6027,1062,969,1071,948,22.847,28,1062,969,53.652,346;347;348;349,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000348.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00029,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,167,348,-36.1246,-6.9626,365.638,495.638,130,posthoc_object_smoothed_range_trend_plus_local_median,28476,0.063,416.516,-21.662,true,true,0.851,0.7843,1.085,1.7384,1.6022,1062,969,1071,948,22.847,32,1062,969,76.754,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000348.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00030,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,167,348,-36.1246,-6.9626,322.984,475.548,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,30987,0.0686,416.516,-21.662,true,true,0.851,0.7843,1.085,1.7375,1.6014,1062,969,1071,948,22.847,33,1062,969,55.482,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000348.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00031,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,168,349,-34.6862,-5.3929,0,1332.7,1332.7,previous_broad_unknown_range_prior,454050,1,413.397,-20.85,true,true,0.9961,0.9922,1.004,1.8717,1.8644,1146,1299,1152,1323,24.739,2,1148.666,1313.33,648.299,349;350;351,3,1,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000349.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00032,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,168,349,-34.6862,-5.3929,362.555,450.557,88.002,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,18306,0.0403,413.397,-20.85,true,true,0.898,0.7608,1.1804,1.8312,1.5513,1068,969,1035,969,33,23,1068,969,57.063,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000349.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00033,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,168,349,-34.6862,-5.3929,330.611,460.611,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,26307,0.0579,413.397,-20.85,true,true,0.898,0.7608,1.1804,1.8287,1.5492,1068,969,1035,969,33,30,1068,969,50.574,349;350;351,3,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000349.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
