peak_audit_id,mode_name,relationship_type,sample_pool,clean_morphology_inclusion,scene,object_hypothesis_id,state_condition,optical_frame,sar_frame,support_azimuth_start_deg,support_azimuth_end_deg,support_radius_min_px,support_radius_max_px,radius_band_width_px,range_band_source,support_area_px,area_ratio_vs_broad,gt_radius_px_posthoc,gt_azimuth_deg_posthoc,gt_inside_support_posthoc,gt_radius_inside_posthoc,top1_peak_value,top2_peak_value,top1_top2_ratio,top1_background_ratio,top2_background_ratio,top1_x,top1_y,top2_x,top2_y,top1_top2_distance_px,local_peak_count_above_bg_p95,scatter_centroid_x,scatter_centroid_y,centroid_residual_px,short_window_frames,short_window_observed_frames,short_window_top1_persistence_rate,short_window_peak_persistence_label,tube_peak_continuity_label,peak_competition_label,sar_image_path,notes,provenance_labels
P00162,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,181,377,-12.6254,18.4576,361.772,422.429,60.657,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,12924,0.0268,389.583,7.406,true,true,0.7333,0.6039,1.2143,1.7811,1.4668,1137,969,1248,966,111.041,21,1137,969,47.589,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000377.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00163,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,181,377,-12.6254,18.4576,326.072,456.072,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,27567,0.0572,389.583,7.406,true,true,0.7333,0.698,1.0506,1.7758,1.6904,1140,975,1098,906,80.777,21,1140,975,48.698,376;377;378;379,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000377.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00164,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,181,377,-12.6254,18.4576,329.365,459.365,130,posthoc_object_smoothed_range_trend_plus_local_median,27783,0.0577,389.583,7.406,true,true,0.7333,0.698,1.0506,1.7757,1.6903,1137,969,1098,906,74.095,21,1137,969,49.133,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000377.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00165,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,181,377,-12.6254,18.4576,318.446,471.01,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,32652,0.0678,389.583,7.406,true,true,0.7333,0.698,1.0506,1.7738,1.6884,1140,975,1098,906,80.777,23,1140,975,51.505,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000377.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00166,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,181,378,-12.6254,18.4576,0,1332.7,1332.7,previous_broad_unknown_range_prior,481563,1,387.387,6.131,true,true,0.9961,0.9922,1.004,2.0841,2.0759,1161,1299,1155,1326,27.659,3,1141.692,1233.016,569.78,376;377;378;379,4,1,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000378.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00167,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,181,378,-12.6254,18.4576,361.772,422.429,60.657,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,12924,0.0268,387.387,6.131,true,true,0.7529,0.6157,1.2229,1.7615,1.4404,1146,966,1221,966,75,22,1146,966,38.855,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000378.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00168,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,181,378,-12.6254,18.4576,326.072,456.072,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,27567,0.0572,387.387,6.131,true,true,0.8,0.6824,1.1724,1.8665,1.592,1143,969,1080,897,95.671,24,1143,969,42.35,376;377;378;379,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000378.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00169,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,181,378,-12.6254,18.4576,328.408,458.408,130,posthoc_object_smoothed_range_trend_plus_local_median,27792,0.0577,387.387,6.131,true,true,0.8,0.6824,1.1724,1.8664,1.5919,1143,969,1080,897,95.671,24,1143,969,44.062,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000378.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00170,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,181,378,-12.6254,18.4576,318.446,471.01,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,32652,0.0678,387.387,6.131,true,true,0.8,0.6824,1.1724,1.8645,1.5903,1143,969,1080,897,95.671,26,1143,969,45.054,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000378.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00171,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,182,379,-10.7481,20.5258,0,1332.7,1332.7,previous_broad_unknown_range_prior,484704,1,392.191,8.503,true,true,0.9961,0.9922,1.004,2.1088,2.1005,1161,1299,1155,1326,27.659,3,1144.004,1241.179,578.374,378;379;380;381,4,1,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000379.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00172,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,182,379,-10.7481,20.5258,361.772,437.025,75.253,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,16434,0.0339,392.191,8.503,true,true,0.7725,0.6627,1.1657,1.8347,1.5739,1152,966,1089,906,87,20,1152,966,49.098,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000379.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00173,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,182,379,-10.7481,20.5258,325.109,455.109,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,27711,0.0572,392.191,8.503,true,true,0.7882,0.7098,1.1105,1.8677,1.6819,1152,975,1086,897,102.176,23,1152,975,48.345,378;379;380;381,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000379.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00174,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,182,379,-10.7481,20.5258,327.452,457.452,130,posthoc_object_smoothed_range_trend_plus_local_median,27792,0.0573,392.191,8.503,true,true,0.7882,0.7098,1.1105,1.8677,1.6819,1152,975,1086,897,102.176,22,1152,975,50.113,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000379.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00175,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,182,379,-10.7481,20.5258,317.482,470.046,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,32814,0.0677,392.191,8.503,true,true,0.7882,0.7098,1.1105,1.8657,1.68,1152,975,1086,897,102.176,24,1152,975,51.123,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000379.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00176,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,182,380,-10.7481,20.5258,0,1332.7,1332.7,previous_broad_unknown_range_prior,484704,1,391.526,8.121,true,true,0.9961,0.9922,1.004,2.0705,2.0623,1161,1299,1155,1326,27.659,3,1144.004,1241.179,578.374,378;379;380;381,4,1,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000380.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00177,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,182,380,-10.7481,20.5258,361.772,437.025,75.253,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,16434,0.0339,391.526,8.121,true,true,0.7137,0.702,1.0168,1.6569,1.6295,1149,960,1095,906,76.368,25,1149,960,47.663,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000380.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00178,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,182,380,-10.7481,20.5258,325.109,455.109,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,27711,0.0572,391.526,8.121,true,true,0.8157,0.702,1.162,1.8894,1.626,1158,969,1095,906,89.095,24,1158,969,39.864,378;379;380;381,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000380.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00179,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,182,380,-10.7481,20.5258,326.484,456.484,130,posthoc_object_smoothed_range_trend_plus_local_median,27765,0.0573,391.526,8.121,true,true,0.8157,0.702,1.162,1.8894,1.626,1158,969,1095,906,89.095,24,1158,969,40.892,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000380.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00180,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,182,380,-10.7481,20.5258,317.482,470.046,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,32814,0.0677,391.526,8.121,true,true,0.8157,0.702,1.162,1.8874,1.6243,1158,969,1095,906,89.095,26,1158,969,42.639,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000380.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00181,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,184,383,-7.1036,24.6549,0,1332.7,1332.7,previous_broad_unknown_range_prior,492228,1,398.373,12.717,true,true,0.9961,0.9922,1.004,2.0445,2.0365,1161,1299,1155,1326,27.659,3,1171.164,1241.513,575.697,382;383;384;385,4,1,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000383.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00182,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,184,383,-7.1036,24.6549,361.772,437.025,75.253,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,16677,0.0339,398.373,12.717,true,true,0.7255,0.7176,1.0109,1.6624,1.6444,1125,906,1176,969,81.056,23,1125,906,94.767,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000383.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00183,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,184,383,-7.1036,24.6549,326.072,456.072,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,28170,0.0572,398.373,12.717,true,true,0.7961,0.7255,1.0973,1.8201,1.6587,1176,975,1125,906,85.802,22,1176,975,48.714,382;383;384;385,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000383.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00184,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,184,383,-7.1036,24.6549,323.604,453.604,130,posthoc_object_smoothed_range_trend_plus_local_median,27945,0.0568,398.373,12.717,true,true,0.7961,0.7255,1.0973,1.8202,1.6588,1176,975,1125,906,85.802,22,1176,975,46.904,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000383.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00185,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,184,383,-7.1036,24.6549,318.446,471.01,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,33363,0.0678,398.373,12.717,true,true,0.7961,0.7255,1.0973,1.8182,1.657,1176,975,1125,906,85.802,26,1176,975,51.494,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000383.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00186,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,184,384,-7.1036,24.6549,0,1332.7,1332.7,previous_broad_unknown_range_prior,492228,1,396.485,11.28,true,true,0.9961,0.9922,1.004,2.0649,2.0568,1161,1299,1155,1326,27.659,2,1156.766,1313.114,648.647,382;383;384;385,4,1,top1_peak_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000384.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00187,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,184,384,-7.1036,24.6549,361.772,437.025,75.253,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,16677,0.0339,396.485,11.28,true,true,0.7176,0.698,1.0281,1.665,1.6195,1131,897,1179,969,86.533,24,1131,897,92.501,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000384.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00188,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,184,384,-7.1036,24.6549,326.072,456.072,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,28170,0.0572,396.485,11.28,true,true,0.7333,0.7176,1.0219,1.6974,1.6611,1179,975,1131,897,91.586,22,1179,975,46.434,382;383;384;385,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000384.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00189,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,184,384,-7.1036,24.6549,322.673,452.673,130,posthoc_object_smoothed_range_trend_plus_local_median,27972,0.0568,396.485,11.28,true,true,0.7333,0.7176,1.0219,1.6975,1.6612,1179,975,1131,897,91.586,21,1179,975,43.864,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000384.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00190,scene_residual_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,184,384,-7.1036,24.6549,318.446,471.01,152.564,posthoc_scene_residual_diagnostic;scene=GM_RM017;median_residual=3.655,33363,0.0678,396.485,11.28,true,true,0.7333,0.7176,1.0219,1.6956,1.6593,1179,975,1131,897,91.586,26,1179,975,49.308,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000384.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00191,broad_fan_baseline,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,186,387,-3.5116,28.8348,0,1332.7,1332.7,previous_broad_unknown_range_prior,501309,1,402.518,14.821,true,true,0.9961,0.9961,1,2.0914,2.0914,1617,81,1161,1299,1300.561,4,1207.722,1191.852,519.666,386;387;388;389,4,0.5,top1_peak_not_persistent_in_short_window,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000387.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00192,complete_shape_quantile_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,186,387,-3.5116,28.8348,361.772,437.025,75.253,posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,16983,0.0339,402.518,14.821,true,true,0.749,0.6824,1.0977,1.7721,1.6144,1137,909,1188,969,78.746,20,1137,909,109.308,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_or_centroid_continuity_observed,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000387.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00193,state_conditioned_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,186,387,-3.5116,28.8348,326.519,456.519,130,posthoc_state_conditioned_range_band;posthoc_complete_shape_quantile_neighborhood;feature=bbox_height_px;neighbors=26,28719,0.0573,402.518,14.821,true,true,0.749,0.6824,1.0977,1.7677,1.6103,1137,909,1188,969,78.746,23,1137,909,110.181,386;387;388;389,4,1,top1_peak_persistent_in_short_window,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000387.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
P00194,object_smoothed_range_band,support_region_range_band_peak_competition_diagnostic,paired_optical_object_sar_gt,true,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,complete,186,387,-3.5116,28.8348,319.545,449.545,130,posthoc_object_smoothed_range_trend_plus_local_median,28314,0.0565,402.518,14.821,true,true,0.749,0.6824,1.0977,1.7678,1.6104,1137,909,1188,969,78.746,23,1137,909,111.414,,,,not_recomputed_for_secondary_posthoc_mode,tube_peak_variable_or_competing,serious_peak_competition_or_clutter,D:\profile\research\data\GM_RM017\GM_RM017_SARframes\000387.png,SAR image observation diagnostic inside optical-derived support; not a selector score.,runtime_safe_optical_evidence;runtime_safe_temporal_evidence;SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate
