diagnosis_id,mode_name,scene,object_hypothesis_id,sample_pool,clean_morphology_inclusion,state_condition,optical_frame,sar_frame,gt_center_x_posthoc,gt_center_y_posthoc,gt_size_proxy_px_posthoc,near_gt_threshold_px_posthoc,extended_gt_threshold_px_posthoc,topk_peak_count,topk_peaks_xy_value_distance,top1_distance_to_gt_px_posthoc,top2_distance_to_gt_px_posthoc,top3_distance_to_gt_px_posthoc,best_topk_rank_to_gt_posthoc,best_topk_distance_to_gt_px_posthoc,top1_near_gt_posthoc,top2_or_top3_nearer_than_top1_posthoc,topk_contains_peak_near_gt_posthoc,multiple_topk_peaks_near_gt_posthoc,all_topk_far_from_gt_posthoc,topk_gt_relationship_label,provenance_labels,notes
K00269,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,173,361,925.484,882,166.226,124.669,249.339,5,"1:876,909,v=0.6078,d_gt=56.37;2:987,909,v=0.6078,d_gt=67.18;3:900,906,v=0.5725,d_gt=35.01;4:927,912,v=0.5373,d_gt=30.04;5:966,816,v=0.5333,d_gt=77.44",56.371,67.18,35.006,4,30.038,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00270,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,173,361,925.484,882,166.226,124.669,249.339,5,"1:987,909,v=0.6078,d_gt=67.18;2:876,909,v=0.6078,d_gt=56.37;3:900,906,v=0.5725,d_gt=35.01;4:927,912,v=0.5373,d_gt=30.04;5:966,816,v=0.5333,d_gt=77.44",67.18,56.371,35.006,4,30.038,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00271,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,174,362,933.436,882.062,141.706,106.279,212.559,3,"1:1146,1299,v=1,d_gt=468;2:1152,1326,v=0.9922,d_gt=494.82;3:351,267,v=0.9922,d_gt=847.07",467.997,494.824,847.073,1,467.997,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00272,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,174,362,933.436,882.062,141.706,106.279,212.559,5,"1:993,909,v=0.6706,d_gt=65.37;2:876,909,v=0.6471,d_gt=63.44;3:906,906,v=0.6118,d_gt=36.41;4:972,816,v=0.5882,d_gt=76.49;5:969,909,v=0.5725,d_gt=44.61",65.372,63.439,36.411,3,36.411,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00273,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,174,362,933.436,882.062,141.706,106.279,212.559,5,"1:993,909,v=0.6706,d_gt=65.37;2:876,909,v=0.6471,d_gt=63.44;3:906,906,v=0.6118,d_gt=36.41;4:972,816,v=0.5882,d_gt=76.49;5:969,909,v=0.5725,d_gt=44.61",65.372,63.439,36.411,3,36.411,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00274,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,174,362,933.436,882.062,141.706,106.279,212.559,5,"1:993,909,v=0.6706,d_gt=65.37;2:876,909,v=0.6471,d_gt=63.44;3:906,906,v=0.6118,d_gt=36.41;4:972,816,v=0.5882,d_gt=76.49;5:969,909,v=0.5725,d_gt=44.61",65.372,63.439,36.411,3,36.411,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00275,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,174,362,933.436,882.062,141.706,106.279,212.559,5,"1:993,909,v=0.6706,d_gt=65.37;2:876,909,v=0.6471,d_gt=63.44;3:906,906,v=0.6118,d_gt=36.41;4:972,816,v=0.5882,d_gt=76.49;5:969,909,v=0.5725,d_gt=44.61",65.372,63.439,36.411,3,36.411,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00276,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,174,363,939.425,877.429,164.044,123.033,246.066,4,"1:1146,1299,v=1,d_gt=469.46;2:660,93,v=0.9961,d_gt=832.71;3:351,267,v=0.9922,d_gt=847.86;4:1152,1326,v=0.9922,d_gt=496.39",469.463,832.711,847.861,1,469.463,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00277,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,174,363,939.425,877.429,164.044,123.033,246.066,5,"1:999,909,v=0.7255,d_gt=67.42;2:882,909,v=0.7216,d_gt=65.53;3:912,906,v=0.6078,d_gt=39.6;4:978,816,v=0.5804,d_gt=72.54;5:1038,816,v=0.5529,d_gt=116.15",67.423,65.531,39.603,3,39.603,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00278,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,174,363,939.425,877.429,164.044,123.033,246.066,5,"1:999,909,v=0.7255,d_gt=67.42;2:882,909,v=0.7216,d_gt=65.53;3:912,906,v=0.6078,d_gt=39.6;4:978,816,v=0.5804,d_gt=72.54;5:1038,816,v=0.5529,d_gt=116.15",67.423,65.531,39.603,3,39.603,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00279,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,174,363,939.425,877.429,164.044,123.033,246.066,5,"1:999,909,v=0.7255,d_gt=67.42;2:882,909,v=0.7216,d_gt=65.53;3:912,906,v=0.6078,d_gt=39.6;4:978,816,v=0.5804,d_gt=72.54;5:1038,816,v=0.5529,d_gt=116.15",67.423,65.531,39.603,3,39.603,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00280,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,174,363,939.425,877.429,164.044,123.033,246.066,5,"1:999,909,v=0.7255,d_gt=67.42;2:882,909,v=0.7216,d_gt=65.53;3:912,906,v=0.6078,d_gt=39.6;4:978,816,v=0.5804,d_gt=72.54;5:1038,816,v=0.5529,d_gt=116.15",67.423,65.531,39.603,3,39.603,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00281,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,175,364,948.521,878.634,181.081,135.811,271.621,2,"1:1146,1299,v=1,d_gt=464.44;2:1152,1326,v=0.9922,d_gt=491.47",464.441,491.467,,1,464.441,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00282,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,175,364,948.521,878.634,181.081,135.811,271.621,5,"1:1008,906,v=0.7333,d_gt=65.47;2:888,909,v=0.6784,d_gt=67.71;3:924,903,v=0.5529,d_gt=34.57;4:984,909,v=0.4902,d_gt=46.7;5:951,906,v=0.4706,d_gt=27.48",65.473,67.712,34.569,5,27.478,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00283,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,175,364,948.521,878.634,181.081,135.811,271.621,5,"1:1008,906,v=0.7333,d_gt=65.47;2:888,909,v=0.6784,d_gt=67.71;3:924,903,v=0.5529,d_gt=34.57;4:984,909,v=0.4902,d_gt=46.7;5:1038,858,v=0.4706,d_gt=91.83",65.473,67.712,34.569,3,34.569,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00284,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,175,364,948.521,878.634,181.081,135.811,271.621,5,"1:1008,906,v=0.7333,d_gt=65.47;2:888,909,v=0.6784,d_gt=67.71;3:924,903,v=0.5529,d_gt=34.57;4:984,909,v=0.4902,d_gt=46.7;5:987,816,v=0.4863,d_gt=73.51",65.473,67.712,34.569,3,34.569,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00285,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,175,364,948.521,878.634,181.081,135.811,271.621,5,"1:1008,906,v=0.7333,d_gt=65.47;2:888,909,v=0.6784,d_gt=67.71;3:924,903,v=0.5529,d_gt=34.57;4:984,909,v=0.4902,d_gt=46.7;5:987,816,v=0.4863,d_gt=73.51",65.473,67.712,34.569,3,34.569,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00286,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,175,365,954.519,878.16,165.112,123.834,247.668,2,"1:1146,1299,v=1,d_gt=462.35;2:1152,1326,v=0.9922,d_gt=489.45",462.354,489.448,,1,462.354,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00287,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,175,365,954.519,878.16,165.112,123.834,247.668,5,"1:1014,906,v=0.7529,d_gt=65.67;2:930,903,v=0.6627,d_gt=34.9;3:894,909,v=0.6078,d_gt=67.92;4:957,906,v=0.5608,d_gt=27.95;5:993,900,v=0.5137,d_gt=44.25",65.674,34.903,67.924,4,27.95,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00288,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,175,365,954.519,878.16,165.112,123.834,247.668,5,"1:1014,906,v=0.7529,d_gt=65.67;2:930,903,v=0.6627,d_gt=34.9;3:894,909,v=0.6078,d_gt=67.92;4:957,906,v=0.5608,d_gt=27.95;5:993,900,v=0.5137,d_gt=44.25",65.674,34.903,67.924,4,27.95,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00289,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,175,365,954.519,878.16,165.112,123.834,247.668,5,"1:1014,906,v=0.7529,d_gt=65.67;2:930,903,v=0.6627,d_gt=34.9;3:894,909,v=0.6078,d_gt=67.92;4:957,906,v=0.5608,d_gt=27.95;5:993,900,v=0.5137,d_gt=44.25",65.674,34.903,67.924,4,27.95,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00290,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,175,365,954.519,878.16,165.112,123.834,247.668,5,"1:1014,906,v=0.7529,d_gt=65.67;2:930,903,v=0.6627,d_gt=34.9;3:894,909,v=0.6078,d_gt=67.92;4:957,906,v=0.5608,d_gt=27.95;5:993,900,v=0.5137,d_gt=44.25",65.674,34.903,67.924,4,27.95,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00291,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,176,366,963.924,877.103,181.926,136.445,272.889,2,"1:1146,1299,v=1,d_gt=459.51;2:1152,1326,v=0.9922,d_gt=486.7",459.509,486.704,,1,459.509,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00292,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,176,366,963.924,877.103,181.926,136.445,272.889,5,"1:1023,906,v=0.7529,d_gt=65.76;2:936,903,v=0.7137,d_gt=38.08;3:912,903,v=0.6118,d_gt=58.02;4:999,906,v=0.4863,d_gt=45.45;5:963,906,v=0.4706,d_gt=28.91",65.765,38.084,58.024,5,28.912,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00293,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,176,366,963.924,877.103,181.926,136.445,272.889,5,"1:1023,906,v=0.7529,d_gt=65.76;2:936,903,v=0.7137,d_gt=38.08;3:912,903,v=0.6118,d_gt=58.02;4:999,906,v=0.4863,d_gt=45.45;5:963,906,v=0.4706,d_gt=28.91",65.765,38.084,58.024,5,28.912,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00294,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,176,366,963.924,877.103,181.926,136.445,272.889,5,"1:1023,906,v=0.7529,d_gt=65.76;2:936,903,v=0.7137,d_gt=38.08;3:912,903,v=0.6118,d_gt=58.02;4:999,906,v=0.4863,d_gt=45.45;5:963,906,v=0.4706,d_gt=28.91",65.765,38.084,58.024,5,28.912,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00295,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,176,366,963.924,877.103,181.926,136.445,272.889,5,"1:1023,906,v=0.7529,d_gt=65.76;2:936,903,v=0.7137,d_gt=38.08;3:912,903,v=0.6118,d_gt=58.02;4:999,906,v=0.4863,d_gt=45.45;5:963,906,v=0.4706,d_gt=28.91",65.765,38.084,58.024,5,28.912,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00296,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,176,367,968.249,878.722,167.542,125.656,251.313,2,"1:1146,1299,v=1,d_gt=456.32;2:1152,1326,v=0.9922,d_gt=483.55",456.321,483.551,,1,456.321,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00297,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,176,367,968.249,878.722,167.542,125.656,251.313,5,"1:945,903,v=0.7176,d_gt=33.61;2:1029,909,v=0.702,d_gt=67.88;3:921,906,v=0.6157,d_gt=54.56;4:1005,897,v=0.5255,d_gt=41.05;5:999,828,v=0.4784,d_gt=59.32",33.615,67.878,54.558,1,33.615,true,false,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00298,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,176,367,968.249,878.722,167.542,125.656,251.313,5,"1:945,903,v=0.7176,d_gt=33.61;2:1029,909,v=0.702,d_gt=67.88;3:921,906,v=0.6157,d_gt=54.56;4:1005,897,v=0.5255,d_gt=41.05;5:1005,801,v=0.4902,d_gt=85.97",33.615,67.878,54.558,1,33.615,true,false,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00299,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,176,367,968.249,878.722,167.542,125.656,251.313,5,"1:945,903,v=0.7176,d_gt=33.61;2:1029,909,v=0.702,d_gt=67.88;3:921,906,v=0.6157,d_gt=54.56;4:1005,897,v=0.5255,d_gt=41.05;5:1005,801,v=0.4902,d_gt=85.97",33.615,67.878,54.558,1,33.615,true,false,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00300,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,176,367,968.249,878.722,167.542,125.656,251.313,5,"1:945,903,v=0.7176,d_gt=33.61;2:1029,909,v=0.702,d_gt=67.88;3:921,906,v=0.6157,d_gt=54.56;4:1005,897,v=0.5255,d_gt=41.05;5:1005,801,v=0.4902,d_gt=85.97",33.615,67.878,54.558,1,33.615,true,false,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00301,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,177,368,977.177,878.369,174.077,130.558,261.115,3,"1:1146,1299,v=1,d_gt=453.25;2:1152,1326,v=0.9922,d_gt=480.56;3:942,15,v=0.9922,d_gt=864.09",453.246,480.559,864.085,1,453.246,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00302,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,177,368,977.177,878.369,174.077,130.558,261.115,5,"1:1047,906,v=0.749,d_gt=75.09;2:924,903,v=0.5961,d_gt=58.6;3:1014,906,v=0.5922,d_gt=46.04;4:978,906,v=0.5333,d_gt=27.64;5:903,888,v=0.5294,d_gt=74.8",75.091,58.604,46.037,4,27.643,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00303,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,177,368,977.177,878.369,174.077,130.558,261.115,5,"1:1047,906,v=0.749,d_gt=75.09;2:924,903,v=0.5961,d_gt=58.6;3:1014,906,v=0.5922,d_gt=46.04;4:978,906,v=0.5333,d_gt=27.64;5:903,888,v=0.5294,d_gt=74.8",75.091,58.604,46.037,4,27.643,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00304,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,177,368,977.177,878.369,174.077,130.558,261.115,5,"1:1047,906,v=0.749,d_gt=75.09;2:924,903,v=0.5961,d_gt=58.6;3:1014,906,v=0.5922,d_gt=46.04;4:978,906,v=0.5333,d_gt=27.64;5:903,888,v=0.5294,d_gt=74.8",75.091,58.604,46.037,4,27.643,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00305,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,177,368,977.177,878.369,174.077,130.558,261.115,5,"1:1047,906,v=0.749,d_gt=75.09;2:924,903,v=0.5961,d_gt=58.6;3:1014,906,v=0.5922,d_gt=46.04;4:978,906,v=0.5333,d_gt=27.64;5:903,888,v=0.5294,d_gt=74.8",75.091,58.604,46.037,4,27.643,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00306,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,177,369,980.082,879.107,163.673,122.755,245.51,3,"1:1146,1299,v=1,d_gt=451.49;2:1152,1326,v=0.9922,d_gt=478.82;3:942,15,v=0.9922,d_gt=864.95",451.485,478.821,864.946,1,451.485,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00307,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,177,369,980.082,879.107,163.673,122.755,245.51,5,"1:1053,906,v=0.8235,d_gt=77.72;2:1023,906,v=0.6275,d_gt=50.65;3:936,903,v=0.6118,d_gt=50.14;4:909,888,v=0.5804,d_gt=71.64;5:960,903,v=0.5569,d_gt=31.21",77.719,50.648,50.141,5,31.212,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00308,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,177,369,980.082,879.107,163.673,122.755,245.51,5,"1:1053,906,v=0.8235,d_gt=77.72;2:1023,906,v=0.6275,d_gt=50.65;3:936,903,v=0.6118,d_gt=50.14;4:909,888,v=0.5804,d_gt=71.64;5:960,903,v=0.5569,d_gt=31.21",77.719,50.648,50.141,5,31.212,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00309,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,177,369,980.082,879.107,163.673,122.755,245.51,5,"1:1053,906,v=0.8235,d_gt=77.72;2:1023,906,v=0.6275,d_gt=50.65;3:936,903,v=0.6118,d_gt=50.14;4:909,888,v=0.5804,d_gt=71.64;5:960,903,v=0.5569,d_gt=31.21",77.719,50.648,50.141,5,31.212,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00310,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,177,369,980.082,879.107,163.673,122.755,245.51,5,"1:1053,906,v=0.8235,d_gt=77.72;2:1023,906,v=0.6275,d_gt=50.65;3:936,903,v=0.6118,d_gt=50.14;4:909,888,v=0.5804,d_gt=71.64;5:960,903,v=0.5569,d_gt=31.21",77.719,50.648,50.141,5,31.212,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00311,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0012,paired_optical_object_sar_gt,true,complete,178,370,991.806,876.892,170.045,127.534,255.067,3,"1:1146,1299,v=1,d_gt=449.39;2:1152,1326,v=0.9922,d_gt=476.82;3:942,15,v=0.9922,d_gt=863.33",449.39,476.823,863.33,1,449.39,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
