diagnosis_id,mode_name,scene,object_hypothesis_id,sample_pool,clean_morphology_inclusion,state_condition,optical_frame,sar_frame,gt_center_x_posthoc,gt_center_y_posthoc,gt_size_proxy_px_posthoc,near_gt_threshold_px_posthoc,extended_gt_threshold_px_posthoc,topk_peak_count,topk_peaks_xy_value_distance,top1_distance_to_gt_px_posthoc,top2_distance_to_gt_px_posthoc,top3_distance_to_gt_px_posthoc,best_topk_rank_to_gt_posthoc,best_topk_distance_to_gt_px_posthoc,top1_near_gt_posthoc,top2_or_top3_nearer_than_top1_posthoc,topk_contains_peak_near_gt_posthoc,multiple_topk_peaks_near_gt_posthoc,all_topk_far_from_gt_posthoc,topk_gt_relationship_label,provenance_labels,notes
K00001,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,165,343,970.145,940.871,162.071,121.553,243.106,4,"1:852,33,v=0.9961,d_gt=915.53;2:693,81,v=0.9961,d_gt=903.43;3:1146,1299,v=0.9961,d_gt=398.98;4:1152,1323,v=0.9922,d_gt=423.19",915.526,903.431,398.975,3,398.975,false,true,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00002,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,165,343,970.145,940.871,162.071,121.553,243.106,5,"1:1020,969,v=0.8078,d_gt=57.24;2:1002,960,v=0.7686,d_gt=37.16;3:918,975,v=0.749,d_gt=62.32;4:1041,963,v=0.7098,d_gt=74.23;5:969,969,v=0.702,d_gt=28.15",57.243,37.157,62.321,5,28.152,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00003,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,165,343,970.145,940.871,162.071,121.553,243.106,5,"1:1020,969,v=0.8078,d_gt=57.24;2:1002,960,v=0.7686,d_gt=37.16;3:918,975,v=0.749,d_gt=62.32;4:1041,963,v=0.7098,d_gt=74.23;5:969,969,v=0.702,d_gt=28.15",57.243,37.157,62.321,5,28.152,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00004,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,165,343,970.145,940.871,162.071,121.553,243.106,5,"1:1020,969,v=0.8078,d_gt=57.24;2:1002,960,v=0.7686,d_gt=37.16;3:918,975,v=0.749,d_gt=62.32;4:1041,963,v=0.7098,d_gt=74.23;5:969,969,v=0.702,d_gt=28.15",57.243,37.157,62.321,5,28.152,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00005,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,165,343,970.145,940.871,162.071,121.553,243.106,5,"1:1020,969,v=0.8078,d_gt=57.24;2:1074,1017,v=0.7804,d_gt=128.77;3:1002,960,v=0.7686,d_gt=37.16;4:918,975,v=0.749,d_gt=62.32;5:1041,963,v=0.7098,d_gt=74.23",57.243,128.769,37.157,3,37.157,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00006,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,165,344,977.092,940.874,152.28,114.21,228.42,3,"1:1146,1299,v=0.9961,d_gt=395.96;2:1152,1326,v=0.9922,d_gt=422.98;3:519,159,v=0.9922,d_gt=906.19",395.96,422.983,906.187,1,395.96,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00007,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,165,344,977.092,940.874,152.28,114.21,228.42,5,"1:1041,966,v=0.8353,d_gt=68.67;2:1008,969,v=0.7569,d_gt=41.79;3:969,972,v=0.7569,d_gt=32.16;4:939,975,v=0.7412,d_gt=51.14;5:1062,960,v=0.6235,d_gt=87.04",68.67,41.79,32.161,3,32.161,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00008,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,165,344,977.092,940.874,152.28,114.21,228.42,5,"1:1041,966,v=0.8353,d_gt=68.67;2:1008,969,v=0.7569,d_gt=41.79;3:969,972,v=0.7569,d_gt=32.16;4:939,975,v=0.7412,d_gt=51.14;5:1062,960,v=0.6235,d_gt=87.04",68.67,41.79,32.161,3,32.161,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00009,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,165,344,977.092,940.874,152.28,114.21,228.42,5,"1:1041,966,v=0.8353,d_gt=68.67;2:969,972,v=0.7569,d_gt=32.16;3:1008,969,v=0.7569,d_gt=41.79;4:939,975,v=0.7412,d_gt=51.14;5:1062,960,v=0.6235,d_gt=87.04",68.67,32.161,41.79,2,32.161,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00010,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,165,344,977.092,940.874,152.28,114.21,228.42,5,"1:1041,966,v=0.8353,d_gt=68.67;2:1008,969,v=0.7569,d_gt=41.79;3:969,972,v=0.7569,d_gt=32.16;4:939,975,v=0.7412,d_gt=51.14;5:1062,960,v=0.6235,d_gt=87.04",68.67,41.79,32.161,3,32.161,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00011,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,166,345,980.185,940.116,163.126,122.345,244.689,2,"1:1146,1299,v=0.9961,d_gt=395.34;2:1152,1326,v=0.9922,d_gt=422.41",395.338,422.406,,1,395.338,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00012,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,166,345,980.185,940.116,163.126,122.345,244.689,5,"1:1050,963,v=0.8353,d_gt=73.47;2:1014,969,v=0.7961,d_gt=44.47;3:930,972,v=0.7569,d_gt=59.46;4:1050,942,v=0.7098,d_gt=69.84;5:975,972,v=0.6902,d_gt=32.3",73.47,44.472,59.457,5,32.303,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00013,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,166,345,980.185,940.116,163.126,122.345,244.689,5,"1:1050,963,v=0.8353,d_gt=73.47;2:1014,969,v=0.7961,d_gt=44.47;3:930,972,v=0.7569,d_gt=59.46;4:1050,942,v=0.7098,d_gt=69.84;5:975,972,v=0.6902,d_gt=32.3",73.47,44.472,59.457,5,32.303,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00014,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,166,345,980.185,940.116,163.126,122.345,244.689,5,"1:1050,963,v=0.8353,d_gt=73.47;2:1014,969,v=0.7961,d_gt=44.47;3:930,972,v=0.7569,d_gt=59.46;4:1050,942,v=0.7098,d_gt=69.84;5:975,972,v=0.6902,d_gt=32.3",73.47,44.472,59.457,5,32.303,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00015,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,166,345,980.185,940.116,163.126,122.345,244.689,5,"1:1050,963,v=0.8353,d_gt=73.47;2:1014,969,v=0.7961,d_gt=44.47;3:930,972,v=0.7569,d_gt=59.46;4:1050,942,v=0.7098,d_gt=69.84;5:975,972,v=0.6902,d_gt=32.3",73.47,44.472,59.457,5,32.303,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00016,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,166,346,989.475,940.156,160.875,120.656,241.312,2,"1:1146,1299,v=0.9961,d_gt=391.5;2:1152,1326,v=0.9922,d_gt=418.68",391.496,418.676,,1,391.496,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00017,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,166,346,989.475,940.156,160.875,120.656,241.312,5,"1:1047,969,v=0.8353,d_gt=64.35;2:1056,945,v=0.7961,d_gt=66.7;3:1014,969,v=0.7686,d_gt=37.86;4:936,972,v=0.7294,d_gt=62.24;5:987,963,v=0.6784,d_gt=22.98",64.351,66.701,37.861,5,22.978,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00018,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,166,346,989.475,940.156,160.875,120.656,241.312,5,"1:1047,969,v=0.8353,d_gt=64.35;2:1056,945,v=0.7961,d_gt=66.7;3:1014,969,v=0.7686,d_gt=37.86;4:936,972,v=0.7294,d_gt=62.24;5:987,963,v=0.6784,d_gt=22.98",64.351,66.701,37.861,5,22.978,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00019,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,166,346,989.475,940.156,160.875,120.656,241.312,5,"1:1047,969,v=0.8353,d_gt=64.35;2:1056,945,v=0.7961,d_gt=66.7;3:1014,969,v=0.7686,d_gt=37.86;4:936,972,v=0.7294,d_gt=62.24;5:987,963,v=0.6784,d_gt=22.98",64.351,66.701,37.861,5,22.978,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00020,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,166,346,989.475,940.156,160.875,120.656,241.312,5,"1:1047,969,v=0.8353,d_gt=64.35;2:1056,945,v=0.7961,d_gt=66.7;3:1014,969,v=0.7686,d_gt=37.86;4:936,972,v=0.7294,d_gt=62.24;5:987,963,v=0.6784,d_gt=22.98",64.351,66.701,37.861,5,22.978,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00021,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,167,347,995.919,940.452,167.084,125.313,250.626,3,"1:1146,1299,v=0.9961,d_gt=388.69;2:1152,1326,v=0.9922,d_gt=415.94;3:519,159,v=0.9922,d_gt=915.49",388.691,415.943,915.488,1,388.691,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00022,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,167,347,995.919,940.452,167.084,125.313,250.626,5,"1:1053,966,v=0.8314,d_gt=62.54;2:1065,948,v=0.7804,d_gt=69.49;3:960,975,v=0.7294,d_gt=49.84;4:1023,969,v=0.702,d_gt=39.35;5:999,966,v=0.6863,d_gt=25.73",62.538,69.492,49.837,5,25.733,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00023,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,167,347,995.919,940.452,167.084,125.313,250.626,5,"1:1053,966,v=0.8314,d_gt=62.54;2:1065,948,v=0.7804,d_gt=69.49;3:960,975,v=0.7294,d_gt=49.84;4:1023,969,v=0.702,d_gt=39.35;5:999,966,v=0.6863,d_gt=25.73",62.538,69.492,49.837,5,25.733,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00024,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,167,347,995.919,940.452,167.084,125.313,250.626,5,"1:1053,966,v=0.8314,d_gt=62.54;2:1065,948,v=0.7804,d_gt=69.49;3:960,975,v=0.7294,d_gt=49.84;4:1023,969,v=0.702,d_gt=39.35;5:939,972,v=0.6863,d_gt=65.08",62.538,69.492,49.837,4,39.349,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00025,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,167,347,995.919,940.452,167.084,125.313,250.626,5,"1:1053,966,v=0.8314,d_gt=62.54;2:1065,948,v=0.7804,d_gt=69.49;3:960,975,v=0.7294,d_gt=49.84;4:1023,969,v=0.702,d_gt=39.35;5:939,972,v=0.6863,d_gt=65.08",62.538,69.492,49.837,4,39.349,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00026,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,167,348,1000.25,943.5,158.8,119.1,238.2,2,"1:1146,1299,v=0.9961,d_gt=384.22;2:1152,1326,v=0.9922,d_gt=411.5",384.218,411.503,,1,384.218,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00027,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,167,348,1000.25,943.5,158.8,119.1,238.2,5,"1:1062,969,v=0.851,d_gt=66.81;2:1071,948,v=0.7843,d_gt=70.89;3:969,972,v=0.7529,d_gt=42.29;4:1041,966,v=0.7333,d_gt=46.55;5:1002,969,v=0.6745,d_gt=25.56",66.808,70.893,42.294,5,25.56,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00028,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,167,348,1000.25,943.5,158.8,119.1,238.2,5,"1:1062,969,v=0.851,d_gt=66.81;2:1071,948,v=0.7843,d_gt=70.89;3:969,972,v=0.7529,d_gt=42.29;4:1041,966,v=0.7333,d_gt=46.55;5:1002,969,v=0.6745,d_gt=25.56",66.808,70.893,42.294,5,25.56,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00029,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,167,348,1000.25,943.5,158.8,119.1,238.2,5,"1:1062,969,v=0.851,d_gt=66.81;2:1071,948,v=0.7843,d_gt=70.89;3:969,972,v=0.7529,d_gt=42.29;4:1041,966,v=0.7333,d_gt=46.55;5:1002,969,v=0.6745,d_gt=25.56",66.808,70.893,42.294,5,25.56,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00030,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,167,348,1000.25,943.5,158.8,119.1,238.2,5,"1:1062,969,v=0.851,d_gt=66.81;2:1071,948,v=0.7843,d_gt=70.89;3:969,972,v=0.7529,d_gt=42.29;4:1041,966,v=0.7333,d_gt=46.55;5:1002,969,v=0.6745,d_gt=25.56",66.808,70.893,42.294,5,25.56,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00031,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,349,1006.863,944.274,174.694,131.02,262.041,2,"1:1146,1299,v=0.9961,d_gt=381.04;2:1152,1323,v=0.9922,d_gt=405.58",381.038,405.584,,1,381.038,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00032,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,349,1006.863,944.274,174.694,131.02,262.041,5,"1:1068,969,v=0.898,d_gt=65.95;2:1035,969,v=0.7608,d_gt=37.46;3:1077,945,v=0.7529,d_gt=70.14;4:960,969,v=0.7333,d_gt=52.99;5:1014,966,v=0.7098,d_gt=22.87",65.948,37.458,70.141,5,22.868,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00033,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,349,1006.863,944.274,174.694,131.02,262.041,5,"1:1068,969,v=0.898,d_gt=65.95;2:1035,969,v=0.7608,d_gt=37.46;3:1077,945,v=0.7529,d_gt=70.14;4:960,969,v=0.7333,d_gt=52.99;5:1014,966,v=0.7098,d_gt=22.87",65.948,37.458,70.141,5,22.868,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00034,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,349,1006.863,944.274,174.694,131.02,262.041,5,"1:1068,969,v=0.898,d_gt=65.95;2:1035,969,v=0.7608,d_gt=37.46;3:1077,945,v=0.7529,d_gt=70.14;4:960,969,v=0.7333,d_gt=52.99;5:1014,966,v=0.7098,d_gt=22.87",65.948,37.458,70.141,5,22.868,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00035,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,349,1006.863,944.274,174.694,131.02,262.041,5,"1:1068,969,v=0.898,d_gt=65.95;2:1035,969,v=0.7608,d_gt=37.46;3:1077,945,v=0.7529,d_gt=70.14;4:960,969,v=0.7333,d_gt=52.99;5:1014,966,v=0.7098,d_gt=22.87",65.948,37.458,70.141,5,22.868,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00036,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,350,1018.893,940.828,173.75,130.312,260.625,4,"1:1146,1299,v=1,d_gt=380.06;2:645,99,v=0.9961,d_gt=921.12;3:1152,1326,v=0.9922,d_gt=407.52;4:942,15,v=0.9922,d_gt=929.02",380.057,921.125,407.523,1,380.057,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00037,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,350,1018.893,940.828,173.75,130.312,260.625,5,"1:1080,966,v=0.851,d_gt=66.09;2:1059,966,v=0.7373,d_gt=47.35;3:1086,945,v=0.7294,d_gt=67.24;4:1020,966,v=0.7255,d_gt=25.2;5:957,972,v=0.7216,d_gt=69.3",66.089,47.352,67.237,4,25.196,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00038,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,350,1018.893,940.828,173.75,130.312,260.625,5,"1:1080,966,v=0.851,d_gt=66.09;2:1059,966,v=0.7373,d_gt=47.35;3:1086,945,v=0.7294,d_gt=67.24;4:1020,966,v=0.7255,d_gt=25.2;5:957,972,v=0.7216,d_gt=69.3",66.089,47.352,67.237,4,25.196,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00039,object_smoothed_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,350,1018.893,940.828,173.75,130.312,260.625,5,"1:1080,966,v=0.851,d_gt=66.09;2:1059,966,v=0.7373,d_gt=47.35;3:1086,945,v=0.7294,d_gt=67.24;4:1020,966,v=0.7255,d_gt=25.2;5:957,972,v=0.7216,d_gt=69.3",66.089,47.352,67.237,4,25.196,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00040,scene_residual_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,350,1018.893,940.828,173.75,130.312,260.625,5,"1:1080,966,v=0.851,d_gt=66.09;2:1059,966,v=0.7373,d_gt=47.35;3:1086,945,v=0.7294,d_gt=67.24;4:1020,966,v=0.7255,d_gt=25.2;5:957,972,v=0.7216,d_gt=69.3",66.089,47.352,67.237,4,25.196,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00041,broad_fan_baseline,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,351,1017.529,941.494,171.226,128.419,256.839,3,"1:1146,1299,v=1,d_gt=379.89;2:1152,1326,v=0.9922,d_gt=407.34;3:942,15,v=0.9922,d_gt=929.57",379.889,407.342,929.568,1,379.889,false,false,false,false,true,all_topk_peaks_far_from_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00042,complete_shape_quantile_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,351,1017.529,941.494,171.226,128.419,256.839,5,"1:1077,969,v=0.8235,d_gt=65.52;2:972,969,v=0.7333,d_gt=53.19;3:1092,945,v=0.7098,d_gt=74.55;4:1050,960,v=0.6784,d_gt=37.37;5:1026,966,v=0.6745,d_gt=25.93",65.524,53.193,74.553,5,25.929,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
K00043,state_conditioned_range_band,GM_RM017,oty1t_obj_GM_RM017_bytetrack_bt_0010,paired_optical_object_sar_gt,true,complete,168,351,1017.529,941.494,171.226,128.419,256.839,5,"1:1077,969,v=0.8235,d_gt=65.52;2:972,969,v=0.7333,d_gt=53.19;3:1092,945,v=0.7098,d_gt=74.55;4:1050,960,v=0.6784,d_gt=37.37;5:1026,966,v=0.6745,d_gt=25.93",65.524,53.193,74.553,5,25.929,true,true,true,true,false,top1_peak_near_gt_posthoc,SAR_image_observation;SAR_GT_posthoc_evidence;hypothesis_to_validate,Top-k distances to GT are posthoc diagnostics only; no peak is promoted to a final target center.
