atom_id,physical_vehicle_id,window_id,window_polarity,sar_frame,pixel_centroid_x,pixel_centroid_y,azimuth,radial,ground_x,ground_y,pixel_area,integrated_energy,mean_energy,peak_energy,relative_energy_within_local_field,principal_axis_1,principal_axis_2,elongation,orientation,compactness,envelope,boundary_contact,local_arc_consistency,temporal_presence_hint,extraction_threshold,threshold_provenance,proposed_role,role_provenance,search_window
A8A_F213_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,213,982.9625,1093.2,-35.77544,292.704529,,,80,6985,87.3125,107,0.00242,32.259907,23.337798,1.382303,-47.646178,0.074074,"967.000,1086.000,1003.000,1116.000",true,0.736114,no_adjacent_sampled_neighbor,80,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"889.905,1086.359,1211.905,1291.276"
A8A_F213_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,213,1017.454545,1097,-30.307543,270.58493,,,22,1860,84.545455,90,0.000644,6.651048,5.192979,1.280777,-38.037613,0.152778,"1015.000,1092.000,1027.000,1104.000",false,0.828218,no_adjacent_sampled_neighbor,80,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"889.905,1086.359,1211.905,1291.276"
A8A_F213_003,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,213,1069.712745,1160.165191,-26.706263,196.504883,,,2597,235096,90.525992,159,0.081434,200.626596,144.06299,1.392631,-27.876167,0.079274,"967.000,1086.000,1177.000,1242.000",true,0.965293,short_window_neighbor=F212:A8A_F212_001:23.6px,80,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"889.905,1086.359,1211.905,1291.276"
A8A_F213_004,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,213,1172.923077,1137.769231,5.660058,194.035324,,,39,3322,85.179487,101,0.001151,44.705896,13.687899,3.266089,25.75042,0.045139,"1153.000,1122.000,1189.000,1146.000",false,0.552317,no_adjacent_sampled_neighbor,80,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"889.905,1086.359,1211.905,1291.276"
A8A_F213_005,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,213,1013.56,1225.6,-53.257881,175.589752,,,50,4285,85.7,103,0.001484,38.504992,15.853946,2.428732,-72.195128,0.069444,"1003.000,1212.000,1027.000,1242.000",false,0.57825,short_window_neighbor=F212:A8A_F212_003:2.7px,80,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,endpoint_hotspot,bottom_local_high_peak_support_candidate,"889.905,1086.359,1211.905,1291.276"
A8A_F213_006,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,213,1188.823529,1260.647059,26.266975,78.543716,,,17,1405,82.647059,95,0.000487,34.835354,10.71686,3.250519,6.252425,0.047222,"1177.000,1254.000,1207.000,1266.000",false,0.550837,no_adjacent_sampled_neighbor,80,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"889.905,1086.359,1211.905,1291.276"
A8A_F220_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,220,1216.27619,1100.230688,14.811004,241.796387,,,2835,164826,58.139683,129,0.064065,204.561839,159.650634,1.281309,-58.523843,0.076456,"1181.000,965.000,1361.000,1171.000",true,0,no_adjacent_sampled_neighbor,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,body_core,bottom_local_high_energy_core_candidate,"1181.959,965.749,1503.959,1170.666"
A8A_F220_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,220,1333.622222,989.466667,27.782393,385.637939,,,45,2321,51.577778,55,0.000902,52.906853,33.347516,1.586531,-82.529713,0.023148,"1313.000,965.000,1349.000,1019.000",true,0,no_adjacent_sampled_neighbor,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1181.959,965.749,1503.959,1170.666"
A8A_F220_003,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,220,1392.851064,976.297872,33.934341,427.564484,,,47,2435,51.808511,55,0.000946,80.936011,35.330505,2.290825,-12.221276,0.023737,"1361.000,965.000,1427.000,995.000",true,0,no_adjacent_sampled_neighbor,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1181.959,965.749,1503.959,1170.666"
A8A_F220_004,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,220,1353.184211,1030.394737,33.582775,360.602905,,,38,1956,51.473684,54,0.00076,64.943339,47.47234,1.368025,57.346576,0.01466,"1331.000,1001.000,1379.000,1055.000",false,0.471499,no_adjacent_sampled_neighbor,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1181.959,965.749,1503.959,1170.666"
A8A_F220_005,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,220,1439.129032,1071.827957,47.773659,385.564545,,,93,4829,51.924731,55,0.001877,86.531692,79.979595,1.081922,-41.956502,0.01656,"1397.000,1037.000,1475.000,1109.000",false,0,no_adjacent_sampled_neighbor,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1181.959,965.749,1503.959,1170.666"
A8A_F220_006,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,220,1472,1103.6,54.489265,390.729767,,,15,775,51.666667,55,0.000301,37.899614,10.516211,3.603923,-56.616157,0.027778,"1463.000,1091.000,1481.000,1121.000",false,0,no_adjacent_sampled_neighbor,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"1181.959,965.749,1503.959,1170.666"
A8A_F220_007,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,220,1383.875,1127.3125,48.522163,307.054901,,,16,836,52.25,57,0.000325,44.589811,19.354984,2.30379,58.774809,0.022222,"1373.000,1115.000,1397.000,1145.000",false,0.771947,no_adjacent_sampled_neighbor,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"1181.959,965.749,1503.959,1170.666"
A8A_F220_008,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,220,1408.484848,1159.666667,56.057354,306.667938,,,33,1711,51.848485,54,0.000665,68.422421,21.729247,3.148863,-11.50663,0.023504,"1385.000,1145.000,1439.000,1171.000",true,0,no_adjacent_sampled_neighbor,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"1181.959,965.749,1503.959,1170.666"
A8A_F227_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,227,1709.172005,946.808126,55.17255,676.321167,,,3372,189430,56.177343,93,0.122585,348.650328,151.958462,2.294379,-19.769693,0.051175,"1579.000,885.000,1902.000,1089.000",true,0,no_adjacent_sampled_neighbor,53,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,body_core,bottom_local_high_energy_core_candidate,"1579.966,885.060,1901.966,1089.977"
A8A_F238_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_212_238,negative_or_uncertain,238,1701.618142,949.364476,55.001656,668.65625,,,3682,174633,47.428843,74,0.132844,344.139194,154.961857,2.220799,-20.574324,0.055879,"1579.000,885.000,1902.000,1089.000",true,0,no_adjacent_sampled_neighbor,45,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,side_ridge,elongated_non_arc_local_ridge,"1579.966,885.060,1901.966,1089.977"
A8A_F239_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,239,1123.012195,1185.722997,-12.044373,150.491043,,,2296,230527,100.403746,249,0.090329,146.118468,107.307481,1.36168,80.901318,0.102208,"1049.000,1115.000,1205.000,1259.000",true,0,no_adjacent_sampled_neighbor,83,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"971.684,1115.186,1274.146,1306.771"
A8A_F239_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,239,1223.884615,1140.153846,20.15144,202.886871,,,26,2453,94.346154,117,0.000961,12.583652,3.261338,3.858433,23.523066,0.12037,"1217.000,1133.000,1235.000,1145.000",false,0.925059,no_adjacent_sampled_neighbor,83,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"971.684,1115.186,1274.146,1306.771"
A8A_F239_003,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,239,1243.333333,1158.708333,27.449244,193.857803,,,24,2224,92.666667,118,0.000871,30.383564,6.940631,4.377637,17.813298,0.055556,"1223.000,1151.000,1259.000,1163.000",false,0.785602,no_adjacent_sampled_neighbor,83,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"971.684,1115.186,1274.146,1306.771"
A8A_F239_004,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,239,1069.111111,1236.222222,-41.969921,126.959808,,,36,3366,93.5,124,0.001319,13.171275,9.616292,1.369683,48.023307,0.111111,"1061.000,1229.000,1079.000,1247.000",false,0,no_adjacent_sampled_neighbor,83,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,endpoint_hotspot,bottom_local_high_peak_support_candidate,"971.684,1115.186,1274.146,1306.771"
A8A_F243_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,243,1128.407342,1191.36046,-10.180669,143.86203,,,2261,230996,102.165414,245,0.109973,134.453015,103.476292,1.299361,72.30827,0.124614,"1052.000,1139.000,1196.000,1265.000",true,0,no_adjacent_sampled_neighbor,85,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"920.636,1139.400,1223.098,1330.984"
A8A_F243_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,243,1178.848485,1144.181818,7.588936,188.112061,,,66,6413,97.166667,122,0.003053,16.786005,11.287706,1.487105,-4.697478,0.229167,"1172.000,1139.000,1196.000,1151.000",true,0.726891,no_adjacent_sampled_neighbor,85,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,endpoint_hotspot,small_or_medium_high_peak_atom,"920.636,1139.400,1223.098,1330.984"
A8A_F243_003,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,243,978.785714,1171.714286,-47.788338,236.55925,,,14,1260,90,97,0.0006,19.626785,5.894518,3.329668,-13.099341,0.064815,"968.000,1163.000,986.000,1175.000",false,0.228919,no_adjacent_sampled_neighbor,85,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"920.636,1139.400,1223.098,1330.984"
A8A_F243_004,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,243,1075.73913,1236.043478,-39.465309,122.879562,,,46,4418,96.043478,131,0.002103,38.022954,8.318647,4.57081,13.180371,0.070988,"1052.000,1229.000,1088.000,1247.000",false,0,no_adjacent_sampled_neighbor,85,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,endpoint_hotspot,bottom_local_high_peak_support_candidate,"920.636,1139.400,1223.098,1330.984"
A8A_F250_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,250,1144.756793,1197.783062,-3.787487,135.339905,,,2208,221586,100.355978,239,0.110886,129.670638,97.849682,1.325202,74.308005,0.121693,"1076.000,1139.000,1220.000,1265.000",true,0,no_adjacent_sampled_neighbor,81,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"920.636,1139.400,1223.098,1330.984"
A8A_F250_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,250,1045,1167.12,-33.608479,196.661697,,,25,2249,89.96,109,0.001125,44.266989,4.106132,10.780703,6.32335,0.049603,"1022.000,1163.000,1064.000,1175.000",false,0.110741,no_adjacent_sampled_neighbor,81,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"920.636,1139.400,1223.098,1330.984"
A8A_F260_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,260,1155.355645,1190.629183,1.090677,143.189758,,,2241,157469,70.267291,185,0.106062,143.999093,113.515102,1.268546,58.898598,0.097826,"1058.000,1139.000,1224.000,1277.000",true,0,no_adjacent_sampled_neighbor,59,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"920.636,1139.400,1223.098,1330.984"
A8A_F260_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,260,1034.029412,1170.588235,-36.823067,200.10495,,,34,2161,63.558824,81,0.001456,32.211531,7.790951,4.13448,-4.615041,0.078704,"1010.000,1163.000,1046.000,1175.000",false,0.28342,no_adjacent_sampled_neighbor,59,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"920.636,1139.400,1223.098,1330.984"
A8A_F260_003,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,260,1204.153846,1218.402367,24.163393,123.050629,,,169,11755,69.556213,115,0.007917,36.97375,21.748625,1.70005,89.282546,0.143707,"1196.000,1193.000,1224.000,1235.000",true,0,no_adjacent_sampled_neighbor,59,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"920.636,1139.400,1223.098,1330.984"
A8A_F269_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,269,928.574468,1167.297872,-54.095608,278.562744,,,47,3128,66.553191,75,0.001865,44.30232,24.03309,1.843388,-69.14019,0.043519,"920.000,1145.000,950.000,1181.000",true,0.665324,no_adjacent_sampled_neighbor,64,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"920.636,1139.400,1223.098,1330.984"
A8A_F269_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,269,1171.53565,1191.626354,7.779922,143.524841,,,2216,170035,76.730596,175,0.101384,139.872356,120.342877,1.162282,61.321603,0.077202,"1040.000,1139.000,1224.000,1295.000",true,0,short_window_neighbor=F270:A8A_F270_002:20.0px,64,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"920.636,1139.400,1223.098,1330.984"
A8A_F269_003,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,269,981.238095,1171.428571,-47.32674,234.94664,,,21,1405,66.904762,75,0.000838,27.106895,10.600857,2.557047,9.828563,0.064815,"974.000,1163.000,992.000,1181.000",false,0,no_adjacent_sampled_neighbor,64,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"920.636,1139.400,1223.098,1330.984"
A8A_F269_004,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,269,1008.333333,1172.208333,-42.596149,215.223434,,,24,1618,67.416667,74,0.000965,17.088497,6.541778,2.61221,-15.763588,0.074074,"998.000,1163.000,1016.000,1181.000",false,0.403557,no_adjacent_sampled_neighbor,64,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"920.636,1139.400,1223.098,1330.984"
A8A_F269_005,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_239_269,negative_or_uncertain,269,1028.68,1171.32,-38.185169,202.707169,,,25,1773,70.92,90,0.001057,20.62052,12.989001,1.587537,17.905949,0.07716,"1022.000,1163.000,1040.000,1181.000",false,0,short_window_neighbor=F270:A8A_F270_003:29.2px,64,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"920.636,1139.400,1223.098,1330.984"
A8A_F270_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_270_273,positive,270,1060.019231,1124.173077,-24.490282,226.859879,,,52,3925,75.480769,108,0.001804,21.215534,7.592212,2.794381,-55.210086,0.090278,"1050.000,1113.000,1074.000,1137.000",true,0.317077,short_window_neighbor=F271:A8A_F271_001:4.1px,65,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,side_ridge,elongated_non_arc_local_ridge,"1020.059,1113.656,1335.440,1302.619"
A8A_F270_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_270_273,positive,270,1190.123576,1184.236196,13.646887,155.048447,,,2282,173772,76.148992,178,0.079856,153.535939,143.365117,1.070943,-28.368215,0.081268,"1104.000,1113.000,1284.000,1269.000",true,0.061508,short_window_neighbor=F269:A8A_F269_002:20.0px;F271:A8A_F271_002:3.2px,65,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1020.059,1113.656,1335.440,1302.619"
A8A_F270_003,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_270_273,positive,270,1057.890625,1170.53125,-30.70232,187.493896,,,64,4474,69.90625,86,0.002056,80.453132,12.177422,6.606746,-0.078875,0.049383,"1026.000,1161.000,1098.000,1179.000",false,0.313271,short_window_neighbor=F269:A8A_F269_005:29.2px,65,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,side_ridge,elongated_non_arc_local_ridge,"1020.059,1113.656,1335.440,1302.619"
A8A_F270_004,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_270_273,positive,270,1238.079365,1220.555556,37.484783,138.625397,,,126,9936,78.857143,133,0.004566,34.877179,9.212546,3.785835,84.076489,0.145833,"1230.000,1203.000,1254.000,1239.000",false,0,no_adjacent_sampled_neighbor,65,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,body_core,bottom_local_high_energy_core_candidate,"1020.059,1113.656,1335.440,1302.619"
A8A_F271_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_270_273,positive,271,1064,1123.2,-23.466862,226.119339,,,40,2664,66.6,96,0.001374,18.460396,8.044328,2.294834,-57.688477,0.123457,"1056.000,1113.000,1074.000,1131.000",true,0.239326,short_window_neighbor=F270:A8A_F270_001:4.1px,57,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1020.059,1113.656,1335.440,1302.619"
A8A_F271_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_270_273,positive,271,1186.923352,1183.808181,12.765284,156.716446,,,2518,167948,66.698967,143,0.086631,183.470331,146.069043,1.256052,7.177109,0.059782,"1038.000,1113.000,1308.000,1269.000",true,0.87857,short_window_neighbor=F270:A8A_F270_002:3.2px;F272:A8A_F272_001:15.7px,57,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1020.059,1113.656,1335.440,1302.619"
A8A_F272_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_270_273,positive,272,1200.297553,1191.963074,18.025393,149.651306,,,2329,155243,66.656505,159,0.120188,144.966413,126.839433,1.142913,-42.936747,0.1172,"1147.000,1134.000,1291.000,1272.000",true,0,short_window_neighbor=F271:A8A_F271_002:15.7px;F273:A8A_F273_001:3.8px,57,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1147.986,1134.773,1463.367,1323.735"
A8A_F273_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_270_273,positive,273,1203.58427,1190.153142,19.04611,152.469238,,,2403,130728,54.401998,116,0.122883,145.087062,127.539129,1.137589,-37.563176,0.12642,"1147.000,1134.000,1291.000,1266.000",true,0,short_window_neighbor=F272:A8A_F272_001:3.8px,46,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1147.986,1134.773,1463.367,1323.735"
A8A_F273_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_270_273,positive,273,1249.617834,1217.840764,40.421833,148.001343,,,157,8597,54.757962,87,0.008081,41.764996,11.901386,3.509255,-88.163369,0.181713,"1243.000,1194.000,1261.000,1242.000",false,0,no_adjacent_sampled_neighbor,46,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,side_ridge,elongated_non_arc_local_ridge,"1147.986,1134.773,1463.367,1323.735"
A8A_F276_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,276,1081.196078,1124.509804,-19.470175,218.611389,,,51,3797,74.45098,100,0.001696,21.045198,7.81221,2.693885,-59.176074,0.088542,"1071.000,1113.000,1095.000,1137.000",true,0.117341,no_adjacent_sampled_neighbor,66,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,side_ridge,elongated_non_arc_local_ridge,"1035.919,1113.385,1351.152,1301.631"
A8A_F276_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,276,1198.458299,1180.726901,16.449444,164.215485,,,2446,187795,76.77637,174,0.083889,207.157467,137.435422,1.507308,4.740313,0.05681,"1035.000,1113.000,1311.000,1269.000",true,0.738175,no_adjacent_sampled_neighbor,66,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"1035.919,1113.385,1351.152,1301.631"
A8A_F276_003,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,276,1153.764706,1280.882353,-0.394104,49.769699,,,17,1162,68.352941,74,0.000519,21.637783,8.03927,2.691511,-76.997595,0.078704,"1149.000,1275.000,1161.000,1293.000",false,0,no_adjacent_sampled_neighbor,66,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,isolated_small_atom,small_area_without_vehicle_scale_support,"1035.919,1113.385,1351.152,1301.631"
A8A_F280_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,280,1193.577958,1188.221432,15.756351,158.788055,,,1969,136414,69.280853,151,0.094379,237.091093,92.193451,2.57167,8.444686,0.088264,"1011.000,1161.000,1297.000,1239.000",true,0.842444,no_adjacent_sampled_neighbor,58,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"981.256,1161.816,1296.489,1334.000"
A8A_F280_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,280,1186.004149,1237.705394,18.354773,99.713036,,,482,33208,68.896266,151,0.022975,72.962389,45.286478,1.61113,-19.963101,0.070468,"1107.000,1209.000,1221.000,1269.000",false,0.133933,no_adjacent_sampled_neighbor,58,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"981.256,1161.816,1296.489,1334.000"
A8A_F284_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,284,1190.362069,1185.064532,14.435198,166.858154,,,2030,124398,61.279803,142,0.093199,298.530731,87.43353,3.414374,5.807686,0.08236,"981.000,1161.000,1297.000,1239.000",true,0.817323,no_adjacent_sampled_neighbor,52,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,background_arc,elongated_atom_aligned_with_fan_tangent,"981.256,1161.816,1296.489,1334.000"
A8A_F284_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,284,1192.9375,1239.573276,21.661501,100.648956,,,464,27429,59.114224,136,0.02055,96.576866,48.963688,1.972418,-33.812223,0.047737,"1125.000,1203.000,1233.000,1293.000",false,0,no_adjacent_sampled_neighbor,52,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,body_core,bottom_local_high_energy_core_candidate,"981.256,1161.816,1296.489,1334.000"
A8A_F288_001,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,288,1173.899602,1181.761928,8.184693,179.366333,,,2012,119362,59.32505,138,0.091582,398.590626,77.404108,5.149476,1.053961,0.088432,"981.000,1161.000,1297.000,1233.000",true,0.854193,no_adjacent_sampled_neighbor,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,background_arc,elongated_atom_aligned_with_fan_tangent,"981.256,1161.816,1296.489,1334.000"
A8A_F288_002,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,288,991.211382,1227,-57.566376,193.106171,,,123,6923,56.284553,80,0.005312,34.132283,13.928539,2.450529,-86.789523,0.162698,"981.000,1203.000,999.000,1245.000",true,0.349722,no_adjacent_sampled_neighbor,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,side_ridge,elongated_non_arc_local_ridge,"981.256,1161.816,1296.489,1334.000"
A8A_F288_003,PV_GM19_SILVER_MPV_NEAR_FIELD,silver_276_288,negative_or_uncertain,288,1215.810811,1227.037162,30.733009,121.342812,,,296,18079,61.077703,101,0.013871,55.833299,36.352863,1.535871,18.658213,0.114198,"1197.000,1197.000,1251.000,1245.000",false,0.729503,short_window_neighbor=F289:A8A_F289_006:2.7px,51,frame_level_source_shell_p96_2_or_mean_plus_0_85std; no hidden target; A1.7R source-derived search shell union,unresolved_atom,feature_combination_not_role_separable,"981.256,1161.816,1296.489,1334.000"
