experiment_id,experiment_type,method,physical_vehicle_id,source_pair_id,sar_frame,persistent_hypothesis_id,parent_hypothesis_ids,branch_status,association_event,support_frames,assembly_id,hypothesis_region,hypothesis_centroid,hypothesis_azimuth,hypothesis_radial,velocity_px,area_ratio_vs_source,single_search_ratio,total_hypothesis_area,total_search_area,total_search_ratio,hypothesis_count,hypothesis_budget_exceeded,notes
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,252,ADJ_0209_TO_0210_c1c_252_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_252_a003,"1245.000,1070.000,1301.000,1126.000","1260.718,1083.336",23.359371,269.67175,"76.218,-97.087",0.315398,0.014513,3456,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,253,ADJ_0209_TO_0210_c1c_253_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_253_a002,"1157.000,1070.000,1197.000,1078.000","1178.167,1071.667",5.322287,260.179108,"-6.333,-108.756",0.032184,0.014513,5696,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,253,ADJ_0209_TO_0210_c1c_253_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_253_a003,"1157.000,1094.000,1189.000,1118.000","1169.889,1098.500",3.911505,232.673096,"-14.611,-81.923",0.07724,0.014513,5696,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,253,ADJ_0209_TO_0210_c1c_253_03,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_253_a004,"1237.000,1070.000,1301.000,1126.000","1264.477,1085.422",24.297031,269.305298,"79.977,-95.001",0.360455,0.014513,5696,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,253,ADJ_0209_TO_0210_c1c_253_04,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_253_a005,"1269.000,1134.000,1301.000,1166.000","1278.125,1146.625",34.035366,222.262207,"93.625,-33.798",0.102987,0.014513,5696,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,254,ADJ_0209_TO_0210_c1c_254_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_254_a001,"1133.000,1070.000,1157.000,1086.000","1144.388,1075.939",-2.164095,254.859314,"-40.112,-104.484",0.03862,0.014513,5056,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,254,ADJ_0209_TO_0210_c1c_254_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_254_a002,"1165.000,1070.000,1197.000,1078.000","1181.130,1071.804",5.975622,260.304382,"-3.370,-108.619",0.025747,0.014513,5056,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,254,ADJ_0209_TO_0210_c1c_254_03,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_254_a003,"1237.000,1070.000,1293.000,1126.000","1267.343,1085.745",24.880606,270.153503,"82.843,-94.678",0.315398,0.014513,5056,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,254,ADJ_0209_TO_0210_c1c_254_04,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_254_a004,"1269.000,1134.000,1309.000,1166.000","1287.074,1146.741",35.897274,227.28801,"102.574,-33.682",0.128734,0.014513,5056,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,255,ADJ_0209_TO_0210_c1c_255_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_255_a001,"1125.000,1070.000,1157.000,1086.000","1145.875,1075.411",-1.816899,255.371231,"-38.625,-105.012",0.051494,0.014513,4160,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,255,ADJ_0209_TO_0210_c1c_255_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_255_a002,"1173.000,1070.000,1205.000,1086.000","1187.807,1072.140",7.44107,260.844421,"3.307,-108.283",0.051494,0.014513,4160,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,255,ADJ_0209_TO_0210_c1c_255_03,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_255_a003,"1237.000,1070.000,1293.000,1126.000","1267.152,1088.380",25.08696,267.68576,"82.652,-92.043",0.315398,0.014513,4160,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,256,ADJ_0209_TO_0210_c1c_256_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_256_a002,"1173.000,1070.000,1213.000,1086.000","1192.904,1071.942",8.543199,261.70871,"8.404,-108.481",0.064367,0.014513,3328,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,256,ADJ_0209_TO_0210_c1c_256_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_256_a003,"1245.000,1070.000,1293.000,1126.000","1267.843,1089.602",25.365217,266.947449,"83.343,-90.821",0.270341,0.014513,3328,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,257,ADJ_0209_TO_0210_c1c_257_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_257_a002,"1125.000,1070.000,1165.000,1102.000","1148.695,1080.147",-1.26749,250.665421,"-35.805,-100.276",0.128734,0.014513,20224,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,257,ADJ_0209_TO_0210_c1c_257_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_257_a003,"1181.000,1070.000,1213.000,1078.000","1196.941,1071.324",9.388488,262.948944,"12.441,-109.100",0.025747,0.014513,20224,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,257,ADJ_0209_TO_0210_c1c_257_03,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_257_a004,"1245.000,1070.000,1301.000,1126.000","1270.172,1088.250",25.703163,269.175018,"85.672,-92.173",0.315398,0.014513,20224,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,257,ADJ_0209_TO_0210_c1c_257_04,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_257_a005,"1101.000,1110.000,1245.000,1218.000","1160.587,1165.917",2.452298,167.867722,"-23.913,-14.506",1.564118,0.014513,20224,38144.959193,0.014513,4,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,258,ADJ_0209_TO_0210_c1c_258_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_258_a002,"1125.000,1070.000,1173.000,1086.000","1155.687,1075.776",0.380803,254.916214,"-28.813,-104.647",0.07724,0.014513,4096,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,258,ADJ_0209_TO_0210_c1c_258_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_258_a003,"1181.000,1070.000,1213.000,1078.000","1198.930,1071.977",9.841621,262.623413,"14.430,-108.446",0.025747,0.014513,4096,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,258,ADJ_0209_TO_0210_c1c_258_03,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_258_a004,"1253.000,1070.000,1317.000,1118.000","1276.459,1088.730",26.80953,271.41864,"91.959,-91.693",0.308962,0.014513,4096,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,259,ADJ_0209_TO_0210_c1c_259_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_259_a002,"1181.000,1070.000,1221.000,1118.000","1202.928,1084.290",11.245207,251.2444,"18.428,-96.133",0.193101,0.014513,4992,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,259,ADJ_0209_TO_0210_c1c_259_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_259_a003,"1253.000,1070.000,1317.000,1118.000","1280.647,1085.706",27.308813,275.952179,"96.147,-94.717",0.308962,0.014513,4992,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,260,ADJ_0209_TO_0210_c1c_260_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_260_a002,"1157.000,1070.000,1181.000,1086.000","1166.525,1075.644",2.801526,255.292725,"-17.975,-104.779",0.03862,0.014513,4032,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,260,ADJ_0209_TO_0210_c1c_260_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_260_a003,"1189.000,1070.000,1229.000,1094.000","1208.556,1078.944",12.252743,257.636169,"24.056,-101.479",0.096551,0.014513,4032,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,260,ADJ_0209_TO_0210_c1c_260_03,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_260_a004,"1269.000,1070.000,1325.000,1118.000","1288.914,1080.657",28.338169,284.317963,"104.414,-99.766",0.270341,0.014513,4032,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,261,ADJ_0209_TO_0210_c1c_261_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_261_a002,"1149.000,1070.000,1181.000,1086.000","1169.967,1075.361",3.569582,255.778824,"-14.533,-105.062",0.051494,0.014513,1472,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,261,ADJ_0209_TO_0210_c1c_261_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_261_a003,"1189.000,1070.000,1229.000,1094.000","1213.415,1079.659",13.335834,258.013611,"28.915,-100.765",0.096551,0.014513,1472,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,262,ADJ_0209_TO_0210_c1c_262_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_262_a001,"1109.000,1070.000,1189.000,1126.000","1143.744,1095.198",-2.731124,236.699341,"-40.756,-85.225",0.450569,0.014513,5824,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,262,ADJ_0209_TO_0210_c1c_262_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_262_a002,"1197.000,1070.000,1253.000,1094.000","1219.957,1077.979",14.613471,261.279205,"35.457,-102.444",0.135171,0.014513,5824,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,263,ADJ_0209_TO_0210_c1c_263_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_263_a002,"1157.000,1070.000,1189.000,1102.000","1178.224,1079.759",5.533859,252.082382,"-6.276,-100.664",0.102987,0.014513,2304,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,263,ADJ_0209_TO_0210_c1c_263_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_263_a003,"1205.000,1070.000,1237.000,1094.000","1221.306,1078.806",14.972465,260.724579,"36.806,-101.618",0.07724,0.014513,2304,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,263,ADJ_0209_TO_0210_c1c_263_03,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_263_a004,"1285.000,1070.000,1317.000,1086.000","1304.789,1073.263",30.348942,298.323212,"120.289,-107.160",0.051494,0.014513,2304,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,264,ADJ_0209_TO_0210_c1c_264_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_264_a002,"1173.000,1070.000,1189.000,1086.000","1180.731,1074.154",5.943141,257.867188,"-3.769,-106.269",0.025747,0.014513,576,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,264,ADJ_0209_TO_0210_c1c_264_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_264_a003,"1197.000,1070.000,1237.000,1078.000","1222.087,1071.478",14.702389,268.095123,"37.587,-108.945",0.032184,0.014513,576,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,265,ADJ_0209_TO_0210_c1c_265_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_265_a001,"1165.000,1070.000,1197.000,1094.000","1183.547,1075.266",6.588114,257.100861,"-0.953,-105.157",0.07724,0.014513,4672,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,265,ADJ_0209_TO_0210_c1c_265_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_265_a002,"1205.000,1070.000,1245.000,1078.000","1227.053,1071.684",15.734711,269.1539,"42.553,-108.739",0.032184,0.014513,4672,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,265,ADJ_0209_TO_0210_c1c_265_03,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_265_a003,"1277.000,1070.000,1341.000,1126.000","1308.204,1089.306",32.54732,286.611623,"123.704,-91.117",0.360455,0.014513,4672,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,266,ADJ_0209_TO_0210_c1c_266_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_266_a001,"1213.000,1070.000,1245.000,1078.000","1228.550,1071.450",16.028154,269.79184,"44.050,-108.973",0.025747,0.014513,1024,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,266,ADJ_0209_TO_0210_c1c_266_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_266_a002,"1301.000,1070.000,1333.000,1094.000","1316.381,1076.429",32.57238,301.715271,"131.881,-103.995",0.07724,0.014513,1024,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,267,ADJ_0209_TO_0210_c1c_267_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,branch_continue,9,C1C_ADJ_0209_TO_0210_267_a001,"1213.000,1070.000,1245.000,1094.000","1235.750,1074.167",17.682541,269.258759,"51.250,-106.256",0.07724,0.014513,768,38144.959193,0.014513,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,269,ADJ_0209_TO_0210_c1c_269_01,ADJ_0209_TO_0210_c1c_267_01,candidate_compact_branch,branch_continue,10,C1C_ADJ_0209_TO_0210_269_a002,"1253.000,894.000,1301.000,918.000","1273.846,900.154",15.562267,447.017273,"38.096,-174.013",0.115861,0.014513,1152,38144.959193,0.014513,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,239,ADJ_0209_TO_0210_c1d_239_01,ADJ_0209_TO_0210_C1D_h001,active,branch_continue,2,C1D_ADJ_0209_TO_0210_239_ADJ_0209_TO_0210_C1D_h001_a002,"1065.000,1225.000,1081.000,1249.000","1069.318,1235.727",-41.755409,127.175117,"-53.597,24.749",0.03862,0.014513,384,38144.959193,0.014513,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,240,ADJ_0209_TO_0210_c1d_240_01,ADJ_0209_TO_0210_c1d_239_01,active,branch_split,3,C1D_ADJ_0209_TO_0210_240_ADJ_0209_TO_0210_c1d_239_01_a001,"1054.000,1186.000,1078.000,1194.000","1065.564,1189.628",-32.069843,166.490326,"-3.754,-46.099",0.01931,0.014486,8904,38075.592183,0.014486,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,240,ADJ_0209_TO_0210_c1d_240_02,ADJ_0209_TO_0210_c1d_239_01,active,branch_split,3,C1D_ADJ_0209_TO_0210_240_ADJ_0209_TO_0210_c1d_239_01_a002,"1046.000,1186.000,1145.000,1274.000","1117.132,1217.117",-17.469801,121.373863,"47.813,-18.611",0.876196,0.014486,8904,38075.592183,0.014486,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,241,ADJ_0209_TO_0210_c1d_241_01,ADJ_0209_TO_0210_c1d_240_01,active,branch_continue,4,C1D_ADJ_0209_TO_0210_241_ADJ_0209_TO_0210_c1d_240_01_a001,"1068.000,1069.000,1156.000,1117.000","1106.593,1075.638",-10.487235,260.263385,"41.029,-113.990",0.424822,0.014513,4480,76289.918386,0.029025,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,241,ADJ_0209_TO_0210_c1d_241_02,ADJ_0209_TO_0210_c1d_240_02,active,branch_continue,4,C1D_ADJ_0209_TO_0210_241_ADJ_0209_TO_0210_c1d_240_02_a001,"1067.000,1228.000,1083.000,1244.000","1074.100,1237.300",-40.561733,122.867233,"-43.032,20.183",0.025747,0.014513,4480,76289.918386,0.029025,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,242,ADJ_0209_TO_0210_c1d_242_01,ADJ_0209_TO_0210_c1d_241_01,active,branch_continue,5,C1D_ADJ_0209_TO_0210_242_ADJ_0209_TO_0210_c1d_241_01_a001,"1018.000,887.000,1146.000,911.000","1064.363,891.902",-11.518091,448.596497,"-42.231,-183.736",0.308962,0.014513,14240,76289.918386,0.029025,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,242,ADJ_0209_TO_0210_c1d_242_02,ADJ_0209_TO_0210_c1d_241_02,active,branch_split,5,C1D_ADJ_0209_TO_0210_242_ADJ_0209_TO_0210_c1d_241_02_a001,"1061.000,1183.000,1161.000,1287.000","1127.636,1216.911",-12.476832,118.58326,"53.536,-20.389",1.045964,0.014513,14240,76289.918386,0.029025,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,242,ADJ_0209_TO_0210_c1d_242_03,ADJ_0209_TO_0210_c1d_241_02,active,branch_split,5,C1D_ADJ_0209_TO_0210_242_ADJ_0209_TO_0210_c1d_241_02_a002,"1053.000,1223.000,1085.000,1247.000","1072.984,1236.246",-40.520344,124.483467,"-1.116,-1.054",0.07724,0.014513,14240,76289.918386,0.029025,3,false,
ADJ_0210_TO_0211,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0210,271,ADJ_0210_TO_0211_c1c_271_01,ADJ_0210_TO_0211_C1C_h001,candidate_compact_branch,branch_continue,2,C1C_ADJ_0210_TO_0211_271_a001,"1234.000,1191.000,1250.000,1239.000","1241.713,1218.696",38.194527,142.318878,"63.964,10.558",0.074318,0.014967,768,39340.086417,0.014967,1,false,
ADJ_0210_TO_0211,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0210,271,ADJ_0210_TO_0211_c1d_271_01,ADJ_0210_TO_0211_C1D_h001,active,branch_continue,2,C1D_ADJ_0210_TO_0211_271_ADJ_0210_TO_0211_C1D_h001_a001,"1234.000,1191.000,1250.000,1239.000","1241.713,1218.696",38.194527,142.318878,"63.964,10.558",0.074318,0.014967,768,39340.086417,0.014967,1,false,
ADJ_0211_TO_0212,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0211,276,ADJ_0211_TO_0212_c1c_276_01,ADJ_0211_TO_0212_C1C_h001,candidate_compact_branch,branch_continue,2,C1C_ADJ_0211_TO_0212_276_a001,"1169.000,1255.000,1209.000,1271.000","1189.700,1261.800",27.262188,77.799019,"-3.836,54.292",0.062469,0.014885,640,39124.275318,0.014885,1,false,
ADJ_0211_TO_0212,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0211,277,ADJ_0211_TO_0212_c1c_277_01,ADJ_0211_TO_0212_c1c_276_01,candidate_compact_branch,branch_continue,3,C1C_ADJ_0211_TO_0212_277_a001,"1082.000,1243.000,1226.000,1291.000","1164.286,1258.870",7.182313,77.128227,"-25.414,-2.930",0.67467,0.009291,6912,24419.393372,0.009291,1,false,
ADJ_0211_TO_0212,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0211,276,ADJ_0211_TO_0212_c1d_276_01,ADJ_0211_TO_0212_C1D_h001,active,branch_continue,2,C1D_ADJ_0211_TO_0212_276_ADJ_0211_TO_0212_C1D_h001_a001,"1169.000,1255.000,1209.000,1271.000","1189.700,1261.800",27.262188,77.799019,"-3.836,54.292",0.062469,0.014885,640,39124.275318,0.014885,1,false,
ADJ_0211_TO_0212,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0211,277,ADJ_0211_TO_0212_c1d_277_01,ADJ_0211_TO_0212_c1d_276_01,active,branch_continue,3,C1D_ADJ_0211_TO_0212_277_ADJ_0211_TO_0212_c1d_276_01_a001,"1082.000,1243.000,1226.000,1291.000","1164.286,1258.870",7.182313,77.128227,"-25.414,-2.930",0.67467,0.009291,6912,24419.393372,0.009291,1,false,
