experiment_id,experiment_type,method,physical_vehicle_id,source_pair_id,sar_frame,persistent_hypothesis_id,parent_hypothesis_ids,branch_status,association_event,support_frames,assembly_id,hypothesis_region,hypothesis_centroid,hypothesis_azimuth,hypothesis_radial,velocity_px,area_ratio_vs_source,single_search_ratio,total_hypothesis_area,total_search_area,total_search_ratio,hypothesis_count,hypothesis_budget_exceeded,notes
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,45,ADJ_0205_TO_0206_c1c_45_02,ADJ_0205_TO_0206_c1c_42_01,candidate_compact_branch,ambiguous_parallel_branch,5,C1C_ADJ_0205_TO_0206_45_a002,"1311.000,1138.000,1342.000,1162.000","1322.654,1150.833",43.162064,246.552628,"193.241,-4.946",0.066112,0.015151,2536,39822.8328,0.015151,2,false,
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,46,ADJ_0205_TO_0206_c1c_46_01,ADJ_0205_TO_0206_c1c_42_01,candidate_compact_branch,branch_continue,5,C1C_ADJ_0205_TO_0206_46_a001,"1311.000,1138.000,1342.000,1154.000","1321.964,1147.054",42.450039,248.851776,"192.552,-8.725",0.044075,0.015151,496,39822.8328,0.015151,1,false,
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,56,ADJ_0205_TO_0206_c1c_56_01,ADJ_0205_TO_0206_c1c_46_01,candidate_compact_branch,branch_continue,6,C1C_ADJ_0205_TO_0206_56_a001,"1543.000,1066.000,1607.000,1106.000","1568.474,1080.018",58.829124,484.393677,"246.509,-67.036",0.227482,0.015151,2560,39822.8328,0.015151,1,false,
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,57,ADJ_0205_TO_0206_c1c_57_01,ADJ_0205_TO_0206_c1c_56_01,candidate_compact_branch,branch_continue,7,C1C_ADJ_0205_TO_0206_57_a001,"1675.000,941.000,1835.000,1037.000","1730.676,970.024",57.956661,680.374084,"162.202,-109.994",1.364891,0.015151,15360,39822.8328,0.015151,1,false,
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,58,ADJ_0205_TO_0206_c1c_58_01,ADJ_0205_TO_0206_c1c_57_01,candidate_compact_branch,branch_continue,8,C1C_ADJ_0205_TO_0206_58_a001,"1961.000,788.000,2032.000,844.000","1993.595,806.849",58.041225,989.687744,"262.919,-163.175",0.353308,0.015151,3976,39822.8328,0.015151,1,false,
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,32,ADJ_0205_TO_0206_c1d_32_01,ADJ_0205_TO_0206_C1D_h001,active,branch_split,2,C1D_ADJ_0205_TO_0206_32_ADJ_0205_TO_0206_C1D_h001_a001,"1082.000,1133.000,1122.000,1149.000","1103.274,1140.603",-14.947306,196.696365,"-13.962,-64.823",0.05687,0.015151,2688,39822.8328,0.015151,3,false,
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,32,ADJ_0205_TO_0206_c1d_32_02,ADJ_0205_TO_0206_C1D_h001,active,branch_split,2,C1D_ADJ_0205_TO_0206_32_ADJ_0205_TO_0206_C1D_h001_a003,"1226.000,1181.000,1242.000,1213.000","1231.439,1192.211",29.269951,158.645233,"114.202,-13.215",0.045496,0.015151,2688,39822.8328,0.015151,3,false,
ADJ_0205_TO_0206,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0205,32,ADJ_0205_TO_0206_c1d_32_03,ADJ_0205_TO_0206_C1D_h001,active,branch_split,2,C1D_ADJ_0205_TO_0206_32_ADJ_0205_TO_0206_C1D_h001_a004,"1026.000,1221.000,1090.000,1245.000","1060.816,1229.878",-42.388103,137.84845,"-56.420,24.452",0.136489,0.015151,2688,39822.8328,0.015151,3,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,78,ADJ_0206_TO_0207_c1c_78_01,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_78_a001,"1114.000,1131.000,1330.000,1195.000","1203.698,1151.448",14.943361,191.040283,"-25.533,-55.537",1.101917,0.015901,29056,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,78,ADJ_0206_TO_0207_c1c_78_02,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_78_a002,"1282.000,1131.000,1306.000,1147.000","1295.712,1138.119",36.364231,239.06134,"66.481,-68.866",0.030609,0.015901,29056,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,78,ADJ_0206_TO_0207_c1c_78_03,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_78_a003,"1098.000,1187.000,1250.000,1283.000","1204.419,1226.745",24.083828,118.18856,"-24.812,19.760",1.163135,0.015901,29056,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,78,ADJ_0206_TO_0207_c1c_78_04,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_78_a004,"1242.000,1195.000,1258.000,1211.000","1247.556,1201.556",35.927376,159.43779,"18.324,-5.430",0.020406,0.015901,29056,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,79,ADJ_0206_TO_0207_c1c_79_01,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_79_a001,"1114.000,1131.000,1290.000,1187.000","1199.208,1150.455",13.750873,189.801331,"-30.023,-56.531",0.785626,0.015901,24192,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,79,ADJ_0206_TO_0207_c1c_79_02,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_79_a002,"1290.000,1131.000,1314.000,1147.000","1299.879,1138.034",37.148602,241.618073,"70.648,-68.951",0.030609,0.015901,24192,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,79,ADJ_0206_TO_0207_c1c_79_03,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_79_a003,"1306.000,1171.000,1330.000,1195.000","1313.250,1184.450",47.44397,216.335785,"84.019,-22.535",0.045913,0.015901,24192,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,79,ADJ_0206_TO_0207_c1c_79_04,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_79_a004,"1106.000,1187.000,1258.000,1275.000","1208.299,1225.305",25.215899,121.525803,"-20.933,18.319",1.066207,0.015901,24192,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,80,ADJ_0206_TO_0207_c1c_80_01,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_80_a001,"1122.000,1131.000,1266.000,1163.000","1192.205,1147.767",11.383613,189.765244,"-37.026,-59.218",0.367306,0.015901,16768,41793.9084,0.015901,5,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,80,ADJ_0206_TO_0207_c1c_80_02,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_80_a002,"1234.000,1131.000,1322.000,1187.000","1266.267,1159.939",33.121698,205.252853,"37.036,-47.046",0.392813,0.015901,16768,41793.9084,0.015901,5,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,80,ADJ_0206_TO_0207_c1c_80_03,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_80_a003,"1306.000,1171.000,1330.000,1195.000","1316.300,1183.550",47.822701,219.146484,"87.069,-23.435",0.045913,0.015901,16768,41793.9084,0.015901,5,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,80,ADJ_0206_TO_0207_c1c_80_04,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_80_a004,"1194.000,1179.000,1258.000,1243.000","1223.705,1215.472",31.154684,135.713287,"-5.526,8.487",0.326494,0.015901,16768,41793.9084,0.015901,5,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,80,ADJ_0206_TO_0207_c1c_80_05,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_80_a005,"1130.000,1243.000,1210.000,1275.000","1173.716,1259.579",14.419065,76.376595,"-55.516,52.594",0.204059,0.015901,16768,41793.9084,0.015901,5,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,81,ADJ_0206_TO_0207_c1c_81_01,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_81_a001,"1122.000,1131.000,1298.000,1187.000","1202.964,1150.189",14.714119,191.395966,"-26.267,-56.796",0.785626,0.015901,25728,41793.9084,0.015901,3,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,81,ADJ_0206_TO_0207_c1c_81_02,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_81_a002,"1290.000,1131.000,1322.000,1147.000","1307.137,1138.824",38.608494,245.445679,"77.906,-68.162",0.040812,0.015901,25728,41793.9084,0.015901,3,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1C,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,81,ADJ_0206_TO_0207_c1c_81_03,ADJ_0206_TO_0207_C1C_h001,candidate_compact_branch,ambiguous_parallel_branch,2,C1C_ADJ_0206_TO_0207_81_a003,"1106.000,1179.000,1266.000,1275.000","1214.386,1224.389",27.638283,124.779823,"-14.845,17.404",1.224353,0.015901,25728,41793.9084,0.015901,3,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,78,ADJ_0206_TO_0207_c1d_78_01,ADJ_0206_TO_0207_C1D_h001,active,branch_split,2,C1D_ADJ_0206_TO_0207_78_ADJ_0206_TO_0207_C1D_h001_a001,"1114.000,1131.000,1330.000,1195.000","1203.698,1151.448",14.943361,191.040283,"-25.533,-55.537",1.101917,0.015901,29056,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,78,ADJ_0206_TO_0207_c1d_78_02,ADJ_0206_TO_0207_C1D_h001,active,branch_split,2,C1D_ADJ_0206_TO_0207_78_ADJ_0206_TO_0207_C1D_h001_a002,"1282.000,1131.000,1306.000,1147.000","1295.712,1138.119",36.364231,239.06134,"66.481,-68.866",0.030609,0.015901,29056,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,78,ADJ_0206_TO_0207_c1d_78_03,ADJ_0206_TO_0207_C1D_h001,active,branch_split,2,C1D_ADJ_0206_TO_0207_78_ADJ_0206_TO_0207_C1D_h001_a003,"1098.000,1187.000,1250.000,1283.000","1204.419,1226.745",24.083828,118.18856,"-24.812,19.760",1.163135,0.015901,29056,41793.9084,0.015901,4,false,
ADJ_0206_TO_0207,adjacent_hidden_anchor,C1D,PV_GM19_WHITE_SUV_NEAR_FIELD,WGV35A_PAIR_0206,78,ADJ_0206_TO_0207_c1d_78_04,ADJ_0206_TO_0207_C1D_h001,active,branch_split,2,C1D_ADJ_0206_TO_0207_78_ADJ_0206_TO_0207_C1D_h001_a004,"1242.000,1195.000,1258.000,1211.000","1247.556,1201.556",35.927376,159.43779,"18.324,-5.430",0.020406,0.015901,29056,41793.9084,0.015901,4,false,
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,213,ADJ_0208_TO_0209_c1c_213_01,ADJ_0208_TO_0209_C1C_h001,candidate_compact_branch,branch_continue,2,C1C_ADJ_0208_TO_0209_213_a001,"1007.000,1212.000,1023.000,1244.000","1013.488,1225.537",-53.255222,175.678467,"-37.417,36.719",0.039373,0.01702,512,44734.9816,0.01702,1,false,
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,214,ADJ_0208_TO_0209_c1c_214_01,ADJ_0208_TO_0209_c1c_213_01,candidate_compact_branch,branch_continue,3,C1C_ADJ_0208_TO_0209_214_a001,"965.000,1181.000,1116.000,1245.000","1054.567,1210.635",-39.096268,157.638535,"41.080,-14.902",0.743165,0.016098,9664,42312.517034,0.016098,1,false,
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,219,ADJ_0208_TO_0209_c1c_219_01,ADJ_0208_TO_0209_c1c_214_01,candidate_compact_branch,branch_continue,4,C1C_ADJ_0208_TO_0209_219_a001,"1188.000,1123.000,1212.000,1147.000","1198.763,1139.421",13.194038,196.39743,"144.196,-71.214",0.044295,0.01702,576,44734.9816,0.01702,1,false,
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,224,ADJ_0208_TO_0209_c1c_224_01,ADJ_0208_TO_0209_c1c_219_01,candidate_compact_branch,branch_continue,5,C1C_ADJ_0208_TO_0209_224_a001,"1427.000,1107.000,1482.000,1147.000","1450.425,1130.750",55.992664,357.664001,"251.662,-8.671",0.169181,0.01702,2200,44734.9816,0.01702,1,false,
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,225,ADJ_0208_TO_0209_c1c_225_01,ADJ_0208_TO_0209_c1c_224_01,candidate_compact_branch,branch_continue,6,C1C_ADJ_0208_TO_0209_225_a001,"1563.000,1041.000,1659.000,1097.000","1595.696,1059.134",58.407345,518.578918,"145.271,-71.616",0.413416,0.01702,5376,44734.9816,0.01702,1,false,
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,213,ADJ_0208_TO_0209_c1d_213_01,ADJ_0208_TO_0209_C1D_h001,active,branch_continue,2,C1D_ADJ_0208_TO_0209_213_ADJ_0208_TO_0209_C1D_h001_a001,"1007.000,1212.000,1023.000,1244.000","1013.488,1225.537",-53.255222,175.678467,"-37.417,36.719",0.039373,0.01702,512,44734.9816,0.01702,1,false,
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,214,ADJ_0208_TO_0209_c1d_214_01,ADJ_0208_TO_0209_c1d_213_01,active,branch_continue,3,C1D_ADJ_0208_TO_0209_214_ADJ_0208_TO_0209_c1d_213_01_a001,"965.000,1181.000,1116.000,1245.000","1054.567,1210.635",-39.096268,157.638535,"41.080,-14.902",0.743165,0.016098,9664,42312.517034,0.016098,1,false,
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,219,ADJ_0208_TO_0209_c1d_219_01,ADJ_0208_TO_0209_c1d_214_01,active,branch_continue,4,C1D_ADJ_0208_TO_0209_219_ADJ_0208_TO_0209_c1d_214_01_a001,"1188.000,1123.000,1212.000,1147.000","1198.763,1139.421",13.194038,196.39743,"144.196,-71.214",0.044295,0.01702,576,44734.9816,0.01702,1,false,
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,224,ADJ_0208_TO_0209_c1d_224_01,ADJ_0208_TO_0209_c1d_219_01,active,branch_continue,5,C1D_ADJ_0208_TO_0209_224_ADJ_0208_TO_0209_c1d_219_01_a001,"1427.000,1107.000,1482.000,1147.000","1450.425,1130.750",55.992664,357.664001,"251.662,-8.671",0.169181,0.01702,2200,44734.9816,0.01702,1,false,
ADJ_0208_TO_0209,adjacent_hidden_anchor,C1D,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0208,225,ADJ_0208_TO_0209_c1d_225_01,ADJ_0208_TO_0209_c1d_224_01,active,branch_continue,6,C1D_ADJ_0208_TO_0209_225_ADJ_0208_TO_0209_c1d_224_01_a001,"1563.000,1041.000,1659.000,1097.000","1595.696,1059.134",58.407345,518.578918,"145.271,-71.616",0.413416,0.01702,5376,44734.9816,0.01702,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,239,ADJ_0209_TO_0210_c1c_239_01,ADJ_0209_TO_0210_C1C_h001,candidate_compact_branch,branch_continue,2,C1C_ADJ_0209_TO_0210_239_a002,"1065.000,1225.000,1081.000,1249.000","1069.318,1235.727",-41.755409,127.175117,"-53.597,24.749",0.03862,0.014513,384,38144.959193,0.014513,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,240,ADJ_0209_TO_0210_c1c_240_01,ADJ_0209_TO_0210_c1c_239_01,candidate_compact_branch,ambiguous_parallel_branch,3,C1C_ADJ_0209_TO_0210_240_a001,"1054.000,1186.000,1078.000,1194.000","1065.564,1189.628",-32.069843,166.490326,"-3.754,-46.099",0.01931,0.014486,8904,38075.592183,0.014486,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,240,ADJ_0209_TO_0210_c1c_240_02,ADJ_0209_TO_0210_c1c_239_01,candidate_compact_branch,ambiguous_parallel_branch,3,C1C_ADJ_0209_TO_0210_240_a002,"1046.000,1186.000,1145.000,1274.000","1117.132,1217.117",-17.469801,121.373863,"47.813,-18.611",0.876196,0.014486,8904,38075.592183,0.014486,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,241,ADJ_0209_TO_0210_c1c_241_01,ADJ_0209_TO_0210_c1c_239_01,candidate_compact_branch,branch_continue,3,C1C_ADJ_0209_TO_0210_241_a001,"1046.000,1186.000,1145.000,1274.000","1116.522,1216.082",-17.652515,122.580948,"47.204,-19.645",0.876196,0.014486,8712,38075.592183,0.014486,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,243,ADJ_0209_TO_0210_c1c_243_01,ADJ_0209_TO_0210_c1c_241_01,candidate_compact_branch,branch_continue,4,C1C_ADJ_0209_TO_0210_243_a001,"1058.000,1226.000,1090.000,1242.000","1077.519,1236.185",-38.900276,121.612808,"-39.004,20.103",0.051494,0.014513,512,38144.959193,0.014513,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,244,ADJ_0209_TO_0210_c1c_244_01,ADJ_0209_TO_0210_c1c_243_01,candidate_compact_branch,branch_continue,5,C1C_ADJ_0209_TO_0210_244_a001,"1061.000,1182.000,1168.000,1270.000","1131.366,1216.657",-10.784083,117.93486,"53.847,-19.528",0.947,0.014513,9416,38144.959193,0.014513,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,246,ADJ_0209_TO_0210_c1c_246_01,ADJ_0209_TO_0210_c1c_244_01,candidate_compact_branch,branch_continue,6,C1C_ADJ_0209_TO_0210_246_a001,"1071.000,1227.000,1103.000,1243.000","1090.259,1236.296",-34.009834,113.899216,"-41.107,19.639",0.051494,0.014513,512,38144.959193,0.014513,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,247,ADJ_0209_TO_0210_c1c_247_01,ADJ_0209_TO_0210_c1c_246_01,candidate_compact_branch,branch_continue,7,C1C_ADJ_0209_TO_0210_247_a001,"1079.000,1182.000,1179.000,1270.000","1137.897,1216.862",-7.853619,116.492172,"47.638,-19.434",0.885046,0.014513,8800,38144.959193,0.014513,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,248,ADJ_0209_TO_0210_c1c_248_01,ADJ_0209_TO_0210_c1c_247_01,candidate_compact_branch,branch_continue,8,C1C_ADJ_0209_TO_0210_248_a001,"1168.000,1163.000,1200.000,1195.000","1184.500,1180.423",11.462035,153.381287,"46.603,-36.439",0.102987,0.014513,1024,38144.959193,0.014513,1,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,249,ADJ_0209_TO_0210_c1c_249_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_249_a002,"1141.000,1070.000,1165.000,1078.000","1154.278,1072.500",0.065122,258.133942,"-30.222,-107.923",0.01931,0.014513,2624,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,249,ADJ_0209_TO_0210_c1c_249_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_249_a003,"1173.000,1070.000,1189.000,1078.000","1176.833,1070.611",5.01886,261.000763,"-7.667,-109.812",0.012873,0.014513,2624,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,249,ADJ_0209_TO_0210_c1c_249_03,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_249_a004,"1229.000,1070.000,1277.000,1118.000","1249.679,1084.051",21.258231,264.83294,"65.179,-96.372",0.231721,0.014513,2624,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,250,ADJ_0209_TO_0210_c1c_250_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_250_a002,"1149.000,1070.000,1189.000,1078.000","1168.659,1071.488",3.226955,259.733551,"-15.841,-108.935",0.032184,0.014513,15968,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,250,ADJ_0209_TO_0210_c1c_250_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_250_a003,"1229.000,1070.000,1277.000,1126.000","1250.074,1083.148",21.252361,265.77686,"65.574,-97.275",0.270341,0.014513,15968,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,250,ADJ_0209_TO_0210_c1c_250_03,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_250_a004,"1101.000,1110.000,1221.000,1218.000","1146.099,1170.596",-2.846529,162.488022,"-38.401,-9.827",1.303432,0.014513,15968,38144.959193,0.014513,3,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,251,ADJ_0209_TO_0210_c1c_251_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_251_a001,"1157.000,1070.000,1189.000,1078.000","1169.882,1071.441",3.496347,259.843323,"-14.618,-108.982",0.025747,0.014513,3392,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,251,ADJ_0209_TO_0210_c1c_251_02,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_251_a002,"1237.000,1070.000,1293.000,1126.000","1255.651,1081.679",22.231079,269.268458,"71.151,-98.744",0.315398,0.014513,3392,38144.959193,0.014513,2,false,
ADJ_0209_TO_0210,adjacent_hidden_anchor,C1C,PV_GM19_SILVER_MPV_NEAR_FIELD,WGV35A_PAIR_0209,252,ADJ_0209_TO_0210_c1c_252_01,ADJ_0209_TO_0210_c1c_248_01,candidate_compact_branch,ambiguous_parallel_branch,9,C1C_ADJ_0209_TO_0210_252_a002,"1157.000,1070.000,1197.000,1078.000","1172.756,1071.585",4.134619,259.840973,"-11.744,-108.838",0.032184,0.014513,3456,38144.959193,0.014513,2,false,
