pair_id,scene,optical_frame,thread_id,bbox_center_x,bbox_center_y,bbox_bottom_center_x,bbox_bottom_center_y,bbox_width,bbox_height,bbox_area,normalized_center_x,normalized_bottom_y,edge_contact_left,edge_contact_right,edge_contact_bottom,occlusion_state,partial_vehicle_state,multi_box_competition,visible_unboxed_gap,depth_center,depth_q10,depth_q25,depth_q50,depth_q75,depth_q90,depth_valid_ratio,depth_D0,depth_D1,depth_D2,depth_D3,depth_D4,optical_velocity_x,optical_velocity_y,track_age,vehicle_class
WGV35A_PAIR_0139,GM_RM017,178,oty1t_obj_GM_RM017_bytetrack_bt_0012,238.707,342.313,238.707,375.921,181.662,67.216,12210.593,0.298384,0.626535,false,false,false,unknown,none,single_observation,unknown,10.747393,10.547855,10.672128,10.841245,11.123492,17.425198,1,10.841245,10.747393,10.744154,10.841245,10.845673,0.005,-0.001,27,unknown_vehicle
WGV35A_PAIR_0140,GM_RM017,179,oty1t_obj_GM_RM017_bytetrack_bt_0010,451.25,332.726,451.25,381.775,236.02,98.097,23152.854,0.564063,0.636292,false,false,false,unknown,none,single_observation,unknown,9.185542,9.052723,9.130867,9.242674,9.433019,18.07722,1,9.242674,9.185542,9.155087,9.242674,9.090525,21.631,2.303,50,unknown_vehicle
WGV35A_PAIR_0141,GM_RM017,179,oty1t_obj_GM_RM017_bytetrack_bt_0008,706.883,338.754,706.883,392.709,185.536,107.911,20021.375,0.883604,0.654515,false,true,false,unknown,none,single_observation,unknown,7.478395,7.300299,7.382262,7.513071,8.100999,14.439527,1,7.513071,7.478395,7.400663,7.513071,7.379666,12.63,2.566,53,unknown_vehicle
WGV35A_PAIR_0142,GM_RM017,179,oty1t_obj_GM_RM017_bytetrack_bt_0012,254.105,343.938,254.105,377.454,179.694,67.032,12045.248,0.317631,0.62909,false,false,false,unknown,none,single_observation,unknown,10.845673,10.622722,10.774896,10.909925,11.182287,16.414601,1,10.909925,10.845673,10.841716,10.909925,10.747393,15.398,1.625,28,unknown_vehicle
WGV35A_PAIR_0143,GM_RM017,179,oty1t_obj_GM_RM017_bytetrack_bt_0010,451.25,332.728,451.25,381.771,236.019,98.085,23149.924,0.564062,0.636285,false,false,false,unknown,none,single_observation,unknown,9.185542,9.052723,9.130867,9.242674,9.433019,18.07722,1,9.242674,9.185542,9.155087,9.242674,9.090525,0,0.002,51,unknown_vehicle
WGV35A_PAIR_0144,GM_RM017,179,oty1t_obj_GM_RM017_bytetrack_bt_0008,706.881,338.75,706.881,392.703,185.533,107.906,20020.124,0.883602,0.654505,false,true,false,unknown,none,single_observation,unknown,7.478395,7.300299,7.382262,7.513071,8.100999,14.439527,1,7.513071,7.478395,7.400663,7.513071,7.379666,-0.002,-0.004,54,unknown_vehicle
WGV35A_PAIR_0145,GM_RM017,179,oty1t_obj_GM_RM017_bytetrack_bt_0012,254.106,343.938,254.106,377.451,179.687,67.026,12043.701,0.317632,0.629085,false,false,false,unknown,none,single_observation,unknown,10.845673,10.622722,10.774896,10.909925,11.182287,16.414601,1,10.909925,10.845673,10.841716,10.909925,10.747393,0.001,0,29,unknown_vehicle
WGV35A_PAIR_0146,GM_RM017,180,oty1t_obj_GM_RM017_bytetrack_bt_0010,472.484,333.63,472.484,382.939,238.102,98.617,23480.905,0.590605,0.638232,false,false,false,unknown,none,single_observation,unknown,8.910687,8.850921,8.892635,8.962074,9.105824,15.922599,1,8.962074,8.910687,8.888063,8.962074,8.910687,21.234,0.902,52,unknown_vehicle
WGV35A_PAIR_0147,GM_RM017,180,oty1t_obj_GM_RM017_bytetrack_bt_0012,273.788,344.299,273.788,378.5,186.357,68.401,12747.005,0.342234,0.630833,false,false,false,unknown,none,single_observation,unknown,10.238585,10.074773,10.174933,10.292598,10.504227,15.721616,1,10.292598,10.238585,10.222469,10.292598,10.238585,19.682,0.361,30,unknown_vehicle
WGV35A_PAIR_0148,GM_RM017,180,oty1t_obj_GM_RM017_bytetrack_bt_0008,720.438,340.341,720.438,393.003,158.101,105.324,16651.83,0.900548,0.655005,false,true,false,unknown,none,single_observation,unknown,7.379666,7.187593,7.282148,7.45219,8.168004,14.334138,1,7.45219,7.379666,7.289052,7.45219,7.379666,13.557,1.591,55,unknown_vehicle
WGV35A_PAIR_0149,GM_RM017,180,oty1t_obj_GM_RM017_bytetrack_bt_0010,472.484,333.629,472.484,382.936,238.099,98.615,23480.133,0.590604,0.638227,false,false,false,unknown,none,single_observation,unknown,8.910687,8.850921,8.892635,8.962074,9.105824,15.922599,1,8.962074,8.910687,8.888063,8.962074,8.910687,0,-0.001,53,unknown_vehicle
WGV35A_PAIR_0150,GM_RM017,180,oty1t_obj_GM_RM017_bytetrack_bt_0012,273.791,344.299,273.791,378.497,186.362,68.396,12746.415,0.342239,0.630828,false,false,false,unknown,none,single_observation,unknown,10.238585,10.074773,10.174933,10.292598,10.504227,15.721616,1,10.292598,10.238585,10.222469,10.292598,10.238585,0.003,0,31,unknown_vehicle
WGV35A_PAIR_0151,GM_RM017,180,oty1t_obj_GM_RM017_bytetrack_bt_0008,720.438,340.341,720.438,393.004,158.108,105.325,16652.725,0.900547,0.655007,false,true,false,unknown,none,single_observation,unknown,7.379666,7.187593,7.282148,7.45219,8.168004,14.334138,1,7.45219,7.379666,7.289052,7.45219,7.379666,0,0,56,unknown_vehicle
WGV35A_PAIR_0152,GM_RM017,180,oty1t_obj_GM_RM017_bytetrack_bt_0010,472.484,333.63,472.484,382.939,238.102,98.617,23480.905,0.590605,0.638232,false,false,false,unknown,none,single_observation,unknown,8.910687,8.850921,8.892635,8.962074,9.105824,15.922599,1,8.962074,8.910687,8.888063,8.962074,8.910687,0,0.001,54,unknown_vehicle
WGV35A_PAIR_0153,GM_RM017,180,oty1t_obj_GM_RM017_bytetrack_bt_0012,273.788,344.299,273.788,378.5,186.357,68.401,12747.005,0.342234,0.630833,false,false,false,unknown,none,single_observation,unknown,10.238585,10.074773,10.174933,10.292598,10.504227,15.721616,1,10.292598,10.238585,10.222469,10.292598,10.238585,-0.003,0,32,unknown_vehicle
WGV35A_PAIR_0154,GM_RM017,180,oty1t_obj_GM_RM017_bytetrack_bt_0008,720.438,340.341,720.438,393.003,158.101,105.324,16651.83,0.900548,0.655005,false,true,false,unknown,none,single_observation,unknown,7.379666,7.187593,7.282148,7.45219,8.168004,14.334138,1,7.45219,7.379666,7.289052,7.45219,7.379666,0,0,57,unknown_vehicle
WGV35A_PAIR_0155,GM_RM017,181,oty1t_obj_GM_RM017_bytetrack_bt_0012,290.381,345.268,290.381,379.882,187.762,69.229,12998.575,0.362976,0.633137,false,false,false,unknown,none,single_observation,unknown,9.957709,9.672896,9.828738,10.048726,10.321256,15.163897,1,10.048726,9.957709,9.919168,10.048726,10.238585,16.593,0.969,33,unknown_vehicle
WGV35A_PAIR_0156,GM_RM017,181,oty1t_obj_GM_RM017_bytetrack_bt_0010,494.352,332.473,494.352,382.529,241.251,100.112,24152.12,0.617941,0.637548,false,false,false,unknown,none,single_observation,unknown,8.53239,8.46378,8.506878,8.575418,8.7693,15.49112,1,8.575418,8.53239,8.496252,8.575418,8.910687,21.868,-1.157,55,unknown_vehicle
WGV35A_PAIR_0157,GM_RM017,181,oty1t_obj_GM_RM017_bytetrack_bt_0008,733.886,341.57,733.886,392.028,131.813,100.917,13302.173,0.917357,0.65338,false,true,false,unknown,none,single_observation,unknown,7.117096,6.904142,6.996884,7.242996,8.335478,13.884822,1,7.242996,7.117096,7.012327,7.242996,7.379666,13.448,1.229,58,unknown_vehicle
WGV35A_PAIR_0158,GM_RM017,181,oty1t_obj_GM_RM017_bytetrack_bt_0012,290.387,345.265,290.387,379.885,187.776,69.239,13001.422,0.362984,0.633142,false,false,false,unknown,none,single_observation,unknown,9.957709,9.672896,9.828738,10.048726,10.321256,15.163897,1,10.048726,9.957709,9.919168,10.048726,10.238585,0.006,-0.003,34,unknown_vehicle
WGV35A_PAIR_0159,GM_RM017,181,oty1t_obj_GM_RM017_bytetrack_bt_0010,494.349,332.476,494.349,382.533,241.254,100.115,24153.144,0.617936,0.637555,false,false,false,unknown,none,single_observation,unknown,8.53239,8.46378,8.506878,8.575418,8.7693,15.49112,1,8.575418,8.53239,8.496252,8.575418,8.910687,-0.003,0.003,56,unknown_vehicle
WGV35A_PAIR_0160,GM_RM017,181,oty1t_obj_GM_RM017_bytetrack_bt_0008,733.885,341.57,733.885,392.031,131.805,100.923,13302.156,0.917356,0.653385,false,true,false,unknown,none,single_observation,unknown,7.117096,6.904142,6.996884,7.242996,8.335478,13.884822,1,7.242996,7.117096,7.012327,7.242996,7.379666,-0.001,0,59,unknown_vehicle
WGV35A_PAIR_0161,GM_RM017,182,oty1t_obj_GM_RM017_bytetrack_bt_0012,307.899,347.335,307.899,381.018,193.197,67.366,13014.909,0.384874,0.63503,false,false,false,unknown,none,single_observation,unknown,11.098938,10.807846,10.972059,11.20491,11.608356,16.06423,1,11.20491,11.098938,11.09331,11.20491,10.347963,17.512,2.07,35,unknown_vehicle
WGV35A_PAIR_0162,GM_RM017,182,oty1t_obj_GM_RM017_bytetrack_bt_0010,515.95,333.946,515.95,384.68,245.498,101.468,24910.191,0.644938,0.641133,false,false,false,unknown,none,single_observation,unknown,9.574137,9.486437,9.538777,9.625134,9.859224,17.307526,1,9.625134,9.574137,9.538345,9.625134,8.994186,21.601,1.47,57,unknown_vehicle
WGV35A_PAIR_0163,GM_RM017,182,oty1t_obj_GM_RM017_bytetrack_bt_0008,747.631,346.801,747.631,394.018,104.085,94.434,9829.163,0.934539,0.656697,false,true,false,unknown,none,single_observation,unknown,7.917269,7.685091,7.79001,8.10433,8.907296,14.524221,1,8.10433,7.917269,7.881339,8.10433,7.517183,13.746,5.231,60,unknown_vehicle
WGV35A_PAIR_0164,GM_RM017,182,oty1t_obj_GM_RM017_bytetrack_bt_0012,307.902,347.336,307.902,381.022,193.196,67.373,13016.194,0.384877,0.635037,false,false,false,unknown,none,single_observation,unknown,11.098938,10.807846,10.972059,11.20491,11.608356,16.06423,1,11.20491,11.098938,11.09331,11.20491,10.347963,0.003,0.001,36,unknown_vehicle
WGV35A_PAIR_0165,GM_RM017,182,oty1t_obj_GM_RM017_bytetrack_bt_0010,515.946,333.947,515.946,384.681,245.497,101.468,24910.09,0.644932,0.641135,false,false,false,unknown,none,single_observation,unknown,9.574137,9.486437,9.538777,9.625134,9.859224,17.307526,1,9.625134,9.574137,9.538345,9.625134,8.994186,-0.004,0.001,58,unknown_vehicle
WGV35A_PAIR_0166,GM_RM017,182,oty1t_obj_GM_RM017_bytetrack_bt_0008,747.632,346.798,747.632,394.017,104.084,94.438,9829.485,0.93454,0.656695,false,true,false,unknown,none,single_observation,unknown,7.917269,7.685091,7.79001,8.10433,8.907296,14.524221,1,8.10433,7.917269,7.881339,8.10433,7.917269,0.001,-0.003,61,unknown_vehicle
WGV35A_PAIR_0167,GM_RM017,183,oty1t_obj_GM_RM017_bytetrack_bt_0012,325.972,347.154,325.972,380.575,195.002,66.842,13034.324,0.407465,0.634292,false,false,false,unknown,none,single_observation,unknown,10.347963,10.142563,10.273984,10.450281,10.657627,14.735991,1,10.450281,10.347963,10.316234,10.450281,10.347963,18.07,-0.182,37,unknown_vehicle
WGV35A_PAIR_0168,GM_RM017,183,oty1t_obj_GM_RM017_bytetrack_bt_0010,539.374,333.471,539.374,384.129,246.683,101.317,24993.182,0.674217,0.640215,false,false,false,unknown,none,multiple_observations,unknown,8.994186,8.903384,8.962627,9.038992,9.243927,16.11648,1,9.038992,8.994186,8.966927,9.038992,8.994186,23.428,-0.476,59,unknown_vehicle
WGV35A_PAIR_0169,GM_RM017,183,oty1t_obj_GM_RM017_bytetrack_bt_0012,325.971,347.154,325.971,380.577,194.999,66.847,13035.098,0.407463,0.634295,false,false,false,unknown,none,single_observation,unknown,10.347963,10.142563,10.273984,10.450281,10.657627,14.735991,1,10.450281,10.347963,10.316234,10.450281,10.347963,-0.001,0,38,unknown_vehicle
WGV35A_PAIR_0170,GM_RM017,183,oty1t_obj_GM_RM017_bytetrack_bt_0010,539.376,333.471,539.376,384.134,246.689,101.325,24995.763,0.674221,0.640223,false,false,false,unknown,none,multiple_observations,unknown,8.994186,8.903384,8.962627,9.038992,9.243927,16.11648,1,9.038992,8.994186,8.966927,9.038992,8.994186,0.002,0,60,unknown_vehicle
WGV35A_PAIR_0171,GM_RM017,184,oty1t_obj_GM_RM017_bytetrack_bt_0012,343.778,346.969,343.778,380.821,197.267,67.705,13355.962,0.429722,0.634702,false,false,false,unknown,none,single_observation,unknown,9.935489,9.749209,9.852098,10.007036,10.196702,14.245432,1,10.007036,9.935489,9.915725,10.007036,10.079718,17.807,-0.185,39,unknown_vehicle
WGV35A_PAIR_0172,GM_RM017,184,oty1t_obj_GM_RM017_bytetrack_bt_0010,560.559,332.299,560.559,384.19,249.981,103.782,25943.528,0.700699,0.640317,false,false,false,unknown,none,single_observation,unknown,8.507697,8.394516,8.46996,8.564312,8.798641,16.015222,1,8.564312,8.507697,8.491682,8.564312,8.507697,21.183,-1.172,61,unknown_vehicle
WGV35A_PAIR_0173,GM_RM017,184,oty1t_obj_GM_RM017_bytetrack_bt_0014,775.321,346.801,775.321,374.945,48.603,56.288,2735.766,0.969151,0.624908,false,true,false,unknown,none,single_observation,unknown,7.31741,7.121931,7.195573,7.371705,7.640406,10.472761,1,7.371705,7.31741,7.260595,7.371705,7.31741,0,0,1,unknown_vehicle
WGV35A_PAIR_0174,GM_RM017,184,oty1t_obj_GM_RM017_bytetrack_bt_0012,343.778,346.969,343.778,380.824,197.26,67.71,13356.475,0.429723,0.634707,false,false,false,unknown,none,single_observation,unknown,9.935489,9.749209,9.852098,10.007036,10.196702,14.245432,1,10.007036,9.935489,9.915725,10.007036,10.079718,0,0,40,unknown_vehicle
WGV35A_PAIR_0175,GM_RM017,184,oty1t_obj_GM_RM017_bytetrack_bt_0010,560.557,332.302,560.557,384.194,249.981,103.785,25944.278,0.700696,0.640323,false,false,false,unknown,none,single_observation,unknown,8.507697,8.394516,8.46996,8.564312,8.798641,16.015222,1,8.564312,8.507697,8.491682,8.564312,8.507697,-0.002,0.003,62,unknown_vehicle
WGV35A_PAIR_0176,GM_RM017,184,oty1t_obj_GM_RM017_bytetrack_bt_0014,775.322,346.801,775.322,374.943,48.6,56.284,2735.402,0.969152,0.624905,false,true,false,unknown,none,single_observation,unknown,7.31741,7.121931,7.195573,7.371705,7.640406,10.472761,1,7.371705,7.31741,7.260595,7.371705,7.31741,0.001,0,2,unknown_vehicle
WGV35A_PAIR_0177,GM_RM017,185,oty1t_obj_GM_RM017_bytetrack_bt_0012,363.062,345.697,363.062,380.249,198.883,69.103,13743.412,0.453828,0.633748,false,false,false,unknown,none,single_observation,unknown,10.079718,9.772272,9.928372,10.143754,10.334007,13.426638,1,10.143754,10.079718,10.051874,10.143754,10.079718,19.284,-1.272,41,unknown_vehicle
WGV35A_PAIR_0178,GM_RM017,185,oty1t_obj_GM_RM017_bytetrack_bt_0010,583.388,328.611,583.388,380.985,250.692,104.749,26259.736,0.729235,0.634975,false,false,false,unknown,none,multiple_observations,unknown,8.373477,8.262191,8.320655,8.427002,8.653837,16.358918,1,8.427002,8.373477,8.37144,8.427002,8.507697,22.831,-3.691,63,unknown_vehicle
WGV35A_PAIR_0179,GM_RM017,185,oty1t_obj_GM_RM017_bytetrack_bt_0012,363.062,345.698,363.062,380.254,198.879,69.112,13744.925,0.453827,0.633757,false,false,false,unknown,none,single_observation,unknown,10.079718,9.772272,9.928372,10.143754,10.334007,13.426638,1,10.143754,10.079718,10.051874,10.143754,10.079718,0,0.001,42,unknown_vehicle
WGV35A_PAIR_0180,GM_RM017,185,oty1t_obj_GM_RM017_bytetrack_bt_0010,583.388,328.613,583.388,380.992,250.69,104.758,26261.783,0.729235,0.634987,false,false,false,unknown,none,multiple_observations,unknown,8.373477,8.262191,8.320655,8.427002,8.653837,16.358918,1,8.427002,8.373477,8.37144,8.427002,8.507697,0,0.002,64,unknown_vehicle
WGV35A_PAIR_0181,GM_RM017,186,oty1t_obj_GM_RM017_bytetrack_bt_0010,605.541,330.673,605.541,383.483,256.032,105.621,27042.356,0.756926,0.639138,false,false,false,unknown,none,single_observation,unknown,8.934863,8.777521,8.871322,8.99389,9.280955,16.902348,1,8.99389,8.934863,8.914275,8.99389,8.934863,22.153,2.06,65,unknown_vehicle
WGV35A_PAIR_0182,GM_RM017,186,oty1t_obj_GM_RM017_bytetrack_bt_0012,397.592,344.836,397.592,377.626,169.009,65.58,11083.61,0.496991,0.629377,false,false,false,unknown,none,single_observation,unknown,10.84735,10.539658,10.708628,10.899431,11.033552,14.495785,1,10.899431,10.84735,10.812041,10.899431,10.807003,34.53,-0.862,43,unknown_vehicle
WGV35A_PAIR_0183,GM_RM017,186,oty1t_obj_GM_RM017_bytetrack_bt_0010,605.543,330.668,605.543,383.475,256.035,105.613,27040.624,0.756928,0.639125,false,false,false,unknown,none,single_observation,unknown,8.934863,8.777521,8.871322,8.99389,9.280955,16.902348,1,8.99389,8.934863,8.914275,8.99389,8.934863,0.002,-0.005,66,unknown_vehicle
WGV35A_PAIR_0184,GM_RM017,186,oty1t_obj_GM_RM017_bytetrack_bt_0012,366.818,342.273,366.818,379.091,215.454,73.636,15865.171,0.458522,0.631818,false,false,false,unknown,none,single_observation,unknown,10.911363,5.894618,10.663835,10.926305,13.763858,18.638397,1,10.926305,10.911363,10.881446,10.926305,10.807003,-30.774,-2.563,44,unknown_vehicle
WGV35A_PAIR_0185,GM_RM017,187,oty1t_obj_GM_RM017_bytetrack_bt_0010,629.644,330.404,629.644,383.499,259.083,106.19,27512.024,0.787056,0.639165,false,false,false,unknown,none,single_observation,unknown,9.151752,8.970848,9.06286,9.231385,9.529408,17.272681,1,9.231385,9.151752,9.131042,9.231385,9.141234,24.101,-0.264,67,unknown_vehicle
WGV35A_PAIR_0186,GM_RM017,187,oty1t_obj_GM_RM017_bytetrack_bt_0012,397.358,347.548,397.358,382.432,206.93,69.769,14437.299,0.496697,0.637387,false,false,false,unknown,none,single_observation,unknown,10.807003,5.102702,10.712992,10.906066,11.308274,14.291626,1,10.906066,10.807003,10.736257,10.906066,10.828796,30.54,5.275,45,unknown_vehicle
WGV35A_PAIR_0187,GM_RM017,187,oty1t_obj_GM_RM017_bytetrack_bt_0012,397.362,347.548,397.362,382.434,206.936,69.772,14438.339,0.496702,0.63739,false,false,false,unknown,none,single_observation,unknown,10.807003,5.102702,10.712992,10.906066,11.308274,14.291626,1,10.906066,10.807003,10.736257,10.906066,10.828796,0.004,0,46,unknown_vehicle
WGV35A_PAIR_0188,GM_RM017,187,oty1t_obj_GM_RM017_bytetrack_bt_0010,634.091,334.091,634.091,390,286.364,111.818,32020.65,0.792614,0.65,false,false,false,unknown,none,single_observation,unknown,9.141234,8.924242,9.046554,9.235684,9.689728,17.096903,1,9.235684,9.141234,9.08009,9.235684,9.151752,4.447,3.687,68,unknown_vehicle
WGV35A_PAIR_0189,GM_RM017,188,oty1t_obj_GM_RM017_bytetrack_bt_0010,654.056,329.93,654.056,383.55,262.129,107.241,28110.976,0.817571,0.63925,false,false,false,unknown,none,single_observation,unknown,9.204121,8.956446,9.08691,9.284945,9.599846,17.4077,1,9.284945,9.204121,9.180635,9.284945,9.151752,19.965,-4.161,69,unknown_vehicle
WGV35A_PAIR_0190,GM_RM017,188,oty1t_obj_GM_RM017_bytetrack_bt_0012,415.325,346.377,415.325,380.181,209.408,67.607,14157.447,0.519156,0.633635,false,false,false,unknown,none,single_observation,unknown,10.828796,4.911835,10.703692,10.928202,11.172581,14.809905,1,10.928202,10.828796,10.722752,10.928202,10.807003,17.963,-1.171,47,unknown_vehicle
WGV35A_PAIR_0191,GM_RM017,188,oty1t_obj_GM_RM017_bytetrack_bt_0012,415.329,346.376,415.329,380.178,209.412,67.603,14156.879,0.519161,0.63363,false,false,false,unknown,none,single_observation,unknown,10.828796,4.911835,10.703692,10.928202,11.172581,14.809905,1,10.928202,10.828796,10.722752,10.928202,10.807003,0.004,-0.001,48,unknown_vehicle
WGV35A_PAIR_0192,GM_RM017,188,oty1t_obj_GM_RM017_bytetrack_bt_0010,645,331.363,645,381.818,270,100.909,27245.43,0.80625,0.636363,false,false,false,unknown,none,single_observation,unknown,9.232902,8.972146,9.09656,9.291111,9.615993,17.348012,1,9.291111,9.232902,9.226799,9.291111,9.141234,-9.056,1.433,70,unknown_vehicle
WGV35A_PAIR_0193,GM_RM017,189,oty1t_obj_GM_RM017_bytetrack_bt_0010,671.636,327.755,671.636,380.533,255.995,105.556,27021.808,0.839544,0.634222,false,true,false,unknown,none,single_observation,unknown,8.998843,8.852283,8.93537,9.069789,9.361426,16.902208,1,9.069789,8.998843,8.980423,9.069789,9.101482,26.636,-3.608,71,unknown_vehicle
WGV35A_PAIR_0194,GM_RM017,189,oty1t_obj_GM_RM017_bytetrack_bt_0012,433.3,345.025,433.3,379.81,210.351,69.569,14633.909,0.541626,0.633017,false,false,false,unknown,none,single_observation,unknown,10.787678,4.41799,10.553643,10.833714,11.107285,15.446413,1,10.833714,10.787678,10.647424,10.833714,10.787678,17.971,-1.351,49,unknown_vehicle
WGV35A_PAIR_0195,GM_RM017,189,oty1t_obj_GM_RM017_bytetrack_bt_0010,671.632,327.754,671.632,380.531,256.001,105.554,27021.93,0.839541,0.634218,false,true,false,unknown,none,single_observation,unknown,8.998843,8.852283,8.93537,9.069789,9.361426,16.902208,1,9.069789,8.998843,8.980423,9.069789,8.998843,-0.004,-0.001,72,unknown_vehicle
WGV35A_PAIR_0196,GM_RM017,189,oty1t_obj_GM_RM017_bytetrack_bt_0012,433.303,345.023,433.303,379.806,210.353,69.566,14633.417,0.541628,0.63301,false,false,false,unknown,none,single_observation,unknown,10.787678,4.41799,10.553643,10.833714,11.107285,15.446413,1,10.833714,10.787678,10.647424,10.833714,10.787678,0.003,-0.002,50,unknown_vehicle
WGV35A_PAIR_0197,GM_RM017,206,oty1t_obj_GM_RM017_bytetrack_bt_0012,715.268,327.244,715.268,365.208,168.874,75.928,12822.265,0.894085,0.60868,false,true,false,unknown,none,single_observation,unknown,8.066356,7.950648,8.001001,8.114172,8.379764,11.148424,1,8.114172,8.066356,8.062563,8.114172,9.621261,16.586176,-1.045824,51,unknown_vehicle
WGV35A_PAIR_0198,GM_RM017,210,oty1t_obj_GM_RM017_bytetrack_bt_0012,751.363,326.541,751.363,361.804,96.612,70.526,6813.658,0.939204,0.603007,false,true,false,unknown,none,single_observation,unknown,8.454845,8.318707,8.364265,8.586452,11.488489,13.793801,1,8.586452,8.454845,8.387604,8.586452,8.454845,9.02375,-0.17575,52,unknown_vehicle
WGV35A_PAIR_0199,GM_RM017,212,oty1t_obj_GM_RM017_bytetrack_bt_0014,770.612,331.39,770.612,355.96,57.884,49.14,2844.42,0.963265,0.593267,false,true,false,unknown,none,single_observation,unknown,7.505392,7.357255,7.425714,7.588146,8.05504,10.633054,1,7.588146,7.505392,7.441449,7.588146,7.31741,-0.168214,-0.550393,3,unknown_vehicle
WGV35A_PAIR_0200,GM_RM019,0,oty1t_obj_GM_RM019_bytetrack_bt_0001,454.663,471.131,454.663,599.445,689.067,256.628,176833.886,0.568328,0.999075,false,true,true,unknown,none,single_observation,unknown,3.611281,3.40517,3.510995,3.69331,3.899092,7.091305,1,3.69331,3.611281,3.634297,3.69331,2.989592,0,0,1,unknown_vehicle
WGV35A_PAIR_0201,GM_RM019,2,oty1t_obj_GM_RM019_bytetrack_bt_0001,497.702,478.053,497.702,599.645,603.136,243.183,146672.422,0.622127,0.999408,false,true,true,unknown,none,single_observation,unknown,2.989592,2.836643,2.906756,3.014368,3.263995,5.689445,1,3.014368,2.989592,2.96495,3.014368,2.989592,21.5195,3.461,2,unknown_vehicle
WGV35A_PAIR_0202,GM_RM019,4,oty1t_obj_GM_RM019_bytetrack_bt_0001,541.458,485.562,541.458,599.643,517.033,228.163,117967.8,0.676823,0.999405,false,true,true,unknown,none,single_observation,unknown,2.912795,2.805111,2.852756,2.943348,3.18415,5.285093,1,2.943348,2.912795,2.868628,2.943348,2.989592,21.878,3.7545,3,unknown_vehicle
WGV35A_PAIR_0203,GM_RM019,13,oty1t_obj_GM_RM019_bytetrack_bt_0009,732.361,517.281,732.361,597.002,134.289,159.442,21411.307,0.915451,0.995003,false,true,false,unknown,none,single_observation,unknown,2.638388,2.481283,2.561938,2.725268,2.978934,3.528676,1,2.725268,2.638388,2.624326,2.725268,2.638388,0,0,1,unknown_vehicle
WGV35A_PAIR_0204,GM_RM019,13,oty1t_obj_GM_RM019_bytetrack_bt_0005,178.216,458.735,178.216,599.5,355.337,281.531,100038.381,0.222771,0.999167,true,false,true,unknown,none,single_observation,unknown,2.567564,2.537623,2.568051,2.629279,2.803007,3.285293,1,2.629279,2.567564,2.551901,2.629279,2.567564,0,0,1,unknown_vehicle
WGV35A_PAIR_0205,GM_RM019,15,oty1t_obj_GM_RM019_bytetrack_bt_0005,229.118,476.68,229.118,599.755,456.181,246.15,112288.953,0.286397,0.999592,true,false,true,unknown,none,single_observation,unknown,2.829986,2.768146,2.81189,2.870991,2.944503,3.580401,1,2.870991,2.829986,2.811068,2.870991,2.61297,25.451,8.9725,2,unknown_vehicle
WGV35A_PAIR_0206,GM_RM019,37,oty1t_obj_GM_RM019_bytetrack_bt_0005,675.308,466.722,675.308,599.66,248.558,265.876,66085.607,0.844135,0.999433,false,true,true,unknown,none,single_observation,unknown,2.417665,2.256356,2.316787,2.53957,3.186252,5.317091,1,2.53957,2.417665,2.32556,2.53957,2.61297,20.281364,-0.452636,3,unknown_vehicle
WGV35A_PAIR_0207,GM_RM019,39,oty1t_obj_GM_RM019_bytetrack_bt_0005,713.686,484.226,713.686,598.888,171.775,229.324,39392.13,0.892107,0.998147,false,true,true,unknown,none,single_observation,unknown,2.658375,2.445213,2.554857,2.805159,3.2443,4.580274,1,2.805159,2.658375,2.606464,2.805159,2.658375,19.189,8.752,4,unknown_vehicle
WGV35A_PAIR_0208,GM_RM019,102,oty1t_obj_GM_RM019_bytetrack_bt_0080,80.383,420.493,80.383,541.447,160.554,241.909,38839.458,0.100479,0.902412,true,false,false,unknown,none,single_observation,unknown,3.433669,3.118311,3.244308,3.535865,3.948512,5.158394,1,3.535865,3.433669,3.389213,3.535865,3.350803,0,0,1,unknown_vehicle
WGV35A_PAIR_0209,GM_RM019,114,oty1t_obj_GM_RM019_bytetrack_bt_0080,251.046,446.58,251.046,599.389,498.401,305.618,152320.317,0.313807,0.998982,true,false,true,unknown,none,single_observation,unknown,3.350803,3.249039,3.316361,3.394559,3.48681,3.782223,1,3.394559,3.350803,3.325128,3.394559,2.983375,14.221917,2.173917,2,unknown_vehicle
WGV35A_PAIR_0210,GM_RM019,129,oty1t_obj_GM_RM019_bytetrack_bt_0080,542.499,425.238,542.499,599.336,513.402,348.196,178764.523,0.678124,0.998893,false,true,true,unknown,none,single_observation,unknown,2.615946,2.561125,2.58787,2.63305,4.384768,13.913283,1,2.63305,2.615946,2.592726,2.63305,2.615946,19.4302,-1.4228,3,unknown_vehicle
WGV35A_PAIR_0211,GM_RM019,131,oty1t_obj_GM_RM019_bytetrack_bt_0080,582.43,429.638,582.43,599.39,432.083,339.504,146693.907,0.728038,0.998983,false,true,true,unknown,none,single_observation,unknown,2.574646,2.518485,2.542551,2.595165,4.491515,13.772859,1,2.595165,2.574646,2.542262,2.595165,2.574646,19.9655,2.2,4,unknown_vehicle
