pair_plan_id,pair_type,frame_a,frame_b,aspect_difference_deg,range_difference_m,time_difference_frames,energy_centroid_difference_m,peak_position_difference_m,support_width_difference_m,near_far_ratio_difference,component_layout_difference_deg,response_structure_distance,pair_result_scope
E0R3_PAIR_0152,time_distant_control,319,361,33.097068,3.749497,42,0.985835,1.839585,1.023446,0.205787,4.359601,0.792955,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0153,time_distant_control,319,362,33.250384,3.757408,43,1.043204,1.89635,1.015381,0.203774,4.796653,0.819925,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0154,time_distant_control,319,363,35.173544,3.73211,44,1.01189,2.925156,1.300292,0.230251,5.573296,1.14695,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0155,time_distant_control,319,364,36.115068,3.807724,45,1.016837,2.959121,1.530855,0.315601,8.470817,1.177772,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0156,time_distant_control,319,365,35.640462,3.834043,46,0.288124,1.510377,1.619078,0.304636,4.178781,0.688211,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0157,time_distant_control,319,366,38.032804,3.872107,47,0.412411,1.750831,2.008045,0.287772,3.63764,0.826183,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0158,time_distant_control,319,367,37.190323,3.919227,48,0.364747,1.783286,1.635433,0.291143,4.854405,0.771285,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0159,time_distant_control,319,368,37.868434,3.91059,49,0.446712,2.109413,2.466905,0.19318,88.305015,1.236211,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0160,time_distant_control,319,369,37.780058,3.890179,50,0.455518,1.87977,2.388811,0.174348,84.683362,1.155674,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0161,time_distant_control,319,370,38.689823,3.952503,51,0.544567,2.317167,1.493935,0.272685,11.833595,0.93042,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0162,time_distant_control,319,371,38.945299,3.9473,52,0.518648,2.165706,1.446796,0.279844,5.550678,0.873332,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0163,time_distant_control,319,372,41.30562,3.871758,53,0.703776,2.78737,1.278004,0.240089,6.904404,1.070816,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0164,time_distant_control,319,373,40.199116,3.923325,54,0.783537,2.760249,1.317857,0.280054,6.051403,1.072407,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0165,time_distant_control,319,374,38.424561,3.929517,55,0.864412,3.057999,1.16518,0.257376,6.25878,1.167476,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0166,time_distant_control,319,375,37.815891,4.010014,56,0.712205,2.957817,1.917459,0.107881,80.582213,1.351055,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0167,time_distant_control,319,376,38.06588,3.972516,57,0.694305,3.011532,1.919308,0.102076,9.902064,1.211305,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0168,time_distant_control,319,377,34.189779,3.865573,58,0.755469,2.763007,1.769968,0.037499,62.490179,1.23338,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0169,time_distant_control,319,378,34.642944,3.931438,59,0.682904,3.052345,1.720241,0.020641,81.232068,1.368101,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0170,time_distant_control,319,379,32.375008,3.787329,60,0.759514,1.80744,1.73503,0.028125,51.739042,0.941173,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0171,time_distant_control,319,380,32.072803,3.80728,61,0.748049,3.05894,1.501284,0.027724,84.784303,1.378838,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0172,time_nearby_control,321,323,1.920575,0.161942,2,0.120834,0.071279,0.634451,0.014278,0.753641,0.167393,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0173,time_nearby_control,321,325,5.610785,0.382259,4,1.01289,4.04353,1.698701,0.019422,1.529437,1.566774,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0174,time_nearby_control,323,325,3.69021,0.220317,2,1.131136,4.110427,1.204992,0.005144,0.775796,1.559957,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0175,time_nearby_control,323,327,3.33535,0.473537,4,0.137046,0.040388,0.175796,0.01798,0.472487,0.072959,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0176,same_aspect_similar_range,323,332,3.304674,1.141234,9,0.157188,0.510474,1.396775,0.004235,5.93849,0.498559,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0177,same_aspect_similar_range,323,333,4.763156,1.101916,10,0.140483,0.490345,1.732478,0.000301,35.916735,0.573941,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0178,time_nearby_control,325,327,0.35486,0.25322,2,1.262808,4.150815,1.380788,0.012836,0.303309,1.590233,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0179,same_aspect_similar_range,325,331,2.020897,0.693208,6,1.15717,4.117843,1.599064,0.021077,0.907734,1.590118,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0180,same_aspect_similar_range,325,332,0.385536,0.920917,7,0.980862,3.656267,0.191783,0.009379,5.162694,1.34025,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0181,same_aspect_similar_range,325,333,1.072946,0.881599,8,1.015044,3.747129,0.527486,0.004843,35.140939,1.409375,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0182,same_aspect_similar_range,325,334,3.459153,1.021904,9,1.093248,3.803048,0.239173,0.001146,0.268588,1.40065,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0183,time_nearby_control,327,331,2.375757,0.439988,4,0.172639,0.13236,0.218276,0.008241,0.604425,0.105791,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0184,same_aspect_similar_range,327,332,0.030676,0.667697,5,0.294218,0.547132,1.572571,0.022215,5.466003,0.526851,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0185,same_aspect_similar_range,327,333,1.427806,0.628379,6,0.275097,0.521888,1.908274,0.017679,35.444248,0.60785,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0186,same_aspect_similar_range,327,334,3.814013,0.768684,7,0.234635,0.44308,1.619961,0.013982,0.571897,0.488313,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0187,different_aspect_similar_range,327,347,15.060316,1.924992,20,0.126463,0.302546,0.407306,0.087354,0.833122,0.169337,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0188,time_nearby_control,331,332,2.406433,0.227709,1,0.180764,0.475165,1.790847,0.030456,6.070428,0.579641,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0189,time_nearby_control,331,333,0.947951,0.188391,2,0.14235,0.424942,2.12655,0.02592,36.048673,0.651796,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0190,time_nearby_control,331,334,1.438256,0.328696,3,0.069889,0.34905,1.838237,0.022223,1.176322,0.540515,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0191,time_nearby_control,331,335,4.156957,0.461847,4,0.072617,0.272895,1.65788,0.010955,6.070428,0.561787,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0192,same_aspect_similar_range,331,336,4.366249,0.495756,5,0.626123,3.095027,3.796063,0.114973,6.070428,1.510849,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0193,different_aspect_similar_range,331,353,15.441879,1.968491,22,0.160873,0.245439,0.240928,0.139165,2.511854,0.134584,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0194,different_aspect_similar_range,331,388,16.669983,1.810862,57,0.767773,3.152152,2.775562,0.043735,67.85391,1.444353,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0195,different_aspect_similar_range,331,389,15.851175,1.932048,58,0.710542,2.891972,2.908808,0.06047,61.445133,1.367833,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0196,different_aspect_similar_range,331,390,16.327822,1.837685,59,0.692723,3.122919,2.67166,0.052413,60.181985,1.399131,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0197,different_aspect_similar_range,331,391,15.970937,1.87039,60,0.70654,3.109025,2.62358,0.049246,53.013422,1.369445,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0198,different_aspect_similar_range,331,392,16.000368,1.658196,61,0.72242,3.581372,0.350303,0.041839,7.575691,1.296513,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0199,different_aspect_similar_range,331,393,16.684695,1.609057,62,0.555214,1.500212,2.634298,0.044124,51.077572,0.960851,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0200,different_aspect_similar_range,331,394,17.665881,1.695095,63,0.733743,3.855349,0.119869,0.023408,4.312351,1.388359,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0201,time_nearby_control,332,333,1.458482,0.039318,1,0.045481,0.126573,0.502943,0.004536,29.978245,0.283887,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0202,time_nearby_control,332,334,3.844689,0.100987,2,0.129719,0.150593,0.250608,0.008233,4.894106,0.102425,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0203,time_nearby_control,332,335,6.56339,0.234138,3,0.22331,0.269772,0.180643,0.019501,0,0.136098,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0204,time_nearby_control,332,336,6.772682,0.268047,4,0.446925,2.753108,2.721852,0.084517,0,1.299095,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0205,different_aspect_similar_range,332,347,15.090992,1.257295,15,0.268249,0.308635,1.979877,0.109569,4.632881,0.615658,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0206,different_aspect_similar_range,332,348,15.226678,1.390539,16,0.219564,0.370558,1.840296,0.141544,3.933552,0.57654,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0207,different_aspect_similar_range,332,349,15.720688,1.484105,17,0.265452,0.322128,1.740135,0.144,5.129685,0.550851,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0208,different_aspect_similar_range,332,350,17.329296,1.510293,18,0.134619,0.198762,0.152785,0.030596,51.077199,0.412195,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0209,different_aspect_similar_range,332,351,16.577845,1.5157,19,0.175547,0.208254,0.048824,0.023201,60.876629,0.488202,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0210,different_aspect_similar_range,332,352,17.344892,1.755201,20,0.13313,1.630907,0.166311,0.016502,84.143846,0.879758,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0211,different_aspect_similar_range,332,353,17.848312,1.740782,21,0.308211,0.244739,1.670217,0.169621,3.558574,0.514107,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0212,different_aspect_similar_range,332,354,18.966086,1.821205,22,0.213811,0.200738,1.709728,0.136574,3.524924,0.514536,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0213,different_aspect_similar_range,332,355,20.796311,1.786739,23,0.242939,0.225996,1.805861,0.144102,2.956056,0.533927,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0214,different_aspect_similar_range,332,356,22.289854,1.847368,24,0.202927,0.154686,1.686745,0.156537,3.715309,0.490638,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0215,different_aspect_similar_range,332,357,24.535583,1.866901,25,0.959191,3.282781,1.78262,0.171751,3.614794,1.31123,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0216,different_aspect_similar_range,332,383,21.036931,1.93484,51,0.647853,2.657431,0.52948,0.023613,72.013075,1.134285,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0217,different_aspect_similar_range,332,384,22.964469,1.991453,52,0.544442,2.082074,0.712999,0.005595,79.670076,1.015171,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0218,different_aspect_similar_range,332,385,20.535762,1.832792,53,0.625321,1.591357,1.953634,0.093992,3.059515,0.832312,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0219,different_aspect_similar_range,332,386,20.958405,1.82092,54,0.611427,1.622419,1.998219,0.100103,0.94296,0.855917,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0220,different_aspect_similar_range,332,387,21.549073,1.810473,55,0.609414,1.603718,2.014651,0.101088,1.136212,0.853939,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0221,different_aspect_similar_range,332,388,19.076416,1.583153,56,0.588007,2.71557,1.000863,0.013279,73.924338,1.193975,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0222,different_aspect_similar_range,332,389,18.257608,1.704339,57,0.529803,2.45957,1.233245,0.030014,67.515561,1.116215,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0223,different_aspect_similar_range,332,390,18.734255,1.609976,58,0.511981,2.6768,0.901833,0.021957,66.252413,1.139629,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0224,different_aspect_similar_range,332,391,18.37737,1.642681,59,0.525783,2.668434,1.161295,0.01879,59.08385,1.125959,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0225,different_aspect_similar_range,332,392,18.406801,1.430487,60,0.614229,3.117333,1.664402,0.072295,1.505263,1.264889,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0226,different_aspect_similar_range,332,393,19.091128,1.381348,61,0.412457,1.038236,0.904379,0.013668,57.148,0.673209,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0227,different_aspect_similar_range,332,394,20.072314,1.467386,62,0.620541,3.394153,1.670978,0.053864,1.758077,1.325164,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0228,time_nearby_control,333,334,2.386207,0.140305,1,0.085368,0.078987,0.288313,0.003697,34.872351,0.293145,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0229,time_nearby_control,333,335,5.104908,0.273456,2,0.178959,0.172792,0.683586,0.014965,29.978245,0.325841,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0230,time_nearby_control,333,336,5.3142,0.307365,3,0.483926,2.876997,2.218909,0.089053,29.978245,1.265822,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0231,time_nearby_control,333,337,6.580635,0.471975,4,1.08716,3.773964,2.03089,0.05319,34.334015,1.507416,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0232,different_aspect_similar_range,333,350,15.870814,1.549611,17,0.115226,0.174566,0.655728,0.02606,21.098954,0.261852,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0233,different_aspect_similar_range,333,351,15.119363,1.555018,18,0.146779,0.250021,0.551767,0.018665,30.898384,0.311802,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0234,different_aspect_similar_range,333,352,15.88641,1.794519,19,0.141069,1.67812,0.669254,0.011966,54.165601,0.758119,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0235,different_aspect_similar_range,333,353,16.38983,1.7801,20,0.282685,0.241799,2.00592,0.165085,33.536819,0.599106,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0236,different_aspect_similar_range,333,354,17.507604,1.860523,21,0.186613,0.213484,2.045431,0.132038,33.503169,0.601116,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0237,different_aspect_similar_range,333,355,19.337829,1.826057,22,0.203991,0.17074,2.141564,0.139566,32.934301,0.617456,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0238,different_aspect_similar_range,333,356,20.831372,1.886686,23,0.16372,0.087451,2.022448,0.152001,33.693554,0.585551,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0239,different_aspect_similar_range,333,357,23.077101,1.906219,24,0.997333,3.379471,2.118323,0.167215,33.593039,1.384552,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0240,different_aspect_similar_range,333,383,19.578449,1.974158,50,0.691732,2.767809,0.132261,0.019077,78.00868,1.180775,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0241,different_aspect_similar_range,333,385,19.07728,1.87211,52,0.670649,1.703007,2.289337,0.089456,33.03776,0.918357,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0242,different_aspect_similar_range,333,386,19.499923,1.860238,53,0.656846,1.711474,2.333922,0.095567,30.921205,0.927687,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0243,different_aspect_similar_range,333,387,20.090591,1.849791,54,0.654875,1.698732,2.350354,0.096552,31.114457,0.927687,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0244,different_aspect_similar_range,333,388,17.617934,1.622471,55,0.630572,2.821095,0.649012,0.017815,76.097417,1.201601,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0245,different_aspect_similar_range,333,389,16.799126,1.743657,56,0.569879,2.566987,0.782258,0.03455,82.506194,1.164561,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0246,different_aspect_similar_range,333,390,17.275773,1.649294,57,0.552095,2.77818,0.54511,0.026493,83.769342,1.21023,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0247,different_aspect_similar_range,333,391,16.918888,1.681999,58,0.566449,2.772364,0.658352,0.023326,89.062095,1.23818,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0248,different_aspect_similar_range,333,392,16.948319,1.469805,59,0.617487,3.157219,2.000105,0.067759,28.472982,1.293201,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0249,different_aspect_similar_range,333,393,17.632646,1.420666,60,0.427778,1.076468,0.507748,0.018204,87.126245,0.813958,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0250,different_aspect_similar_range,333,394,18.613832,1.506704,61,0.625559,3.430643,2.006681,0.049328,31.736322,1.366108,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0251,time_nearby_control,334,335,2.718701,0.133151,1,0.093647,0.119265,0.431251,0.011268,4.894106,0.134258,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0252,time_nearby_control,334,336,2.927993,0.16706,2,0.56568,2.895466,2.471244,0.09275,4.894106,1.308349,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0253,time_nearby_control,334,337,4.194428,0.33167,3,1.165942,3.831103,1.742577,0.049493,0.538336,1.492163,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0254,time_nearby_control,334,338,5.222075,0.451343,4,1.11795,3.759908,1.746035,0.047901,1.18275,1.464831,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0255,same_aspect_similar_range,334,339,4.938344,0.569443,5,0.082307,0.294798,1.801299,0.074265,0.105653,0.514302,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0256,same_aspect_similar_range,334,340,4.898332,0.735324,6,0.155749,0.576194,0.342622,0.015131,10.208034,0.255158,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0257,same_aspect_similar_range,334,341,4.950263,0.657843,7,0.069621,0.07409,0.292613,0.016355,4.894106,0.114165,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0258,different_aspect_similar_range,334,354,15.121397,1.720218,20,0.136953,0.145274,1.757118,0.128341,1.369182,0.489413,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0259,different_aspect_similar_range,334,355,16.951622,1.685752,21,0.125917,0.092736,1.853251,0.135869,1.93805,0.506707,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0260,different_aspect_similar_range,334,356,18.445165,1.746381,22,0.087032,0.008498,1.734135,0.148304,1.178797,0.467187,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0261,different_aspect_similar_range,334,357,20.690894,1.765914,23,1.079475,3.431493,1.83001,0.163518,1.279312,1.363528,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0262,different_aspect_similar_range,334,358,21.422689,1.912305,24,1.041232,3.307512,1.720504,0.153415,1.254401,1.309327,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0263,different_aspect_similar_range,334,359,21.784557,1.926574,25,1.081528,3.366128,1.660066,0.167583,1.590259,1.325687,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0264,different_aspect_similar_range,334,360,23.656419,1.9211,26,1.046782,1.759747,1.649572,0.209549,1.426485,0.846361,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0265,different_aspect_similar_range,334,361,24.960368,1.981469,27,0.986261,1.732092,1.474437,0.191315,0.78289,0.803651,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0266,different_aspect_similar_range,334,362,25.113684,1.98938,28,1.038495,1.766281,1.530686,0.189302,1.219942,0.827605,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0267,different_aspect_similar_range,334,363,27.036844,1.964082,29,1.017897,2.660505,1.273813,0.215779,1.996585,1.059422,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0268,different_aspect_similar_range,334,381,22.016829,1.994318,47,0.778425,1.629078,0.369169,0.010131,75.131723,0.874833,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0269,different_aspect_similar_range,334,382,21.18547,1.97211,48,0.699965,1.579427,0.570668,0.017062,72.712333,0.855088,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0270,different_aspect_similar_range,334,383,17.192242,1.833853,49,0.777087,2.807964,0.420574,0.01538,67.118969,1.164085,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0271,different_aspect_similar_range,334,384,19.11978,1.890466,50,0.674041,2.230758,0.665609,0.013828,74.77597,1.030865,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0272,different_aspect_similar_range,334,385,16.691073,1.731805,51,0.751262,1.670037,2.001024,0.085759,1.834591,0.851232,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0273,different_aspect_similar_range,334,386,17.113716,1.719933,52,0.738211,1.659072,2.045609,0.09187,3.951146,0.863042,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0274,different_aspect_similar_range,334,387,17.704384,1.709486,53,0.737937,1.650474,2.062041,0.092855,3.757894,0.863494,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0275,different_aspect_similar_range,334,388,15.231727,1.482166,54,0.715752,2.866013,0.937325,0.021512,69.030232,1.214532,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0276,different_aspect_similar_range,334,393,15.246439,1.280361,59,0.485448,1.151173,0.796061,0.021901,52.253894,0.655771,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0277,different_aspect_similar_range,334,394,16.227625,1.366399,60,0.665178,3.506422,1.718368,0.045631,3.136029,1.355056,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0278,time_nearby_control,335,336,0.209292,0.033909,1,0.655242,3.010496,2.902495,0.104018,0,1.414275,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0279,time_nearby_control,335,337,1.475727,0.198519,2,1.251624,3.945407,1.56222,0.038225,4.35577,1.541893,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0280,time_nearby_control,335,338,2.503374,0.318192,3,1.205092,3.874577,1.565678,0.036633,3.711356,1.514483,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0281,time_nearby_control,335,339,2.219643,0.436292,4,0.090754,0.250398,1.620942,0.062997,4.999759,0.532863,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0282,same_aspect_similar_range,335,340,2.179631,0.602173,5,0.239867,0.674422,0.148905,0.003863,15.10214,0.282851,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0283,same_aspect_similar_range,335,341,2.231562,0.524692,6,0.140611,0.190785,0.138638,0.005087,0,0.094014,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0284,same_aspect_similar_range,335,342,3.632016,0.621146,7,0.169767,0.256715,1.306957,0.072988,4.979791,0.432079,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0285,same_aspect_similar_range,335,343,4.21019,0.724301,8,0.218514,0.170034,0.986182,0.059208,4.395121,0.322519,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0286,different_aspect_similar_range,335,356,15.726464,1.61323,21,0.061227,0.116004,1.553778,0.137036,3.715309,0.479061,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0287,different_aspect_similar_range,335,357,17.972193,1.632763,22,1.168872,3.548328,1.649653,0.15225,3.614794,1.412653,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0288,different_aspect_similar_range,335,358,18.703988,1.779154,23,1.129744,3.423915,1.540147,0.142147,3.639705,1.358086,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0289,different_aspect_similar_range,335,359,19.065856,1.793423,24,1.170642,3.482322,1.479709,0.156315,3.303847,1.374044,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0290,different_aspect_similar_range,335,360,20.937718,1.787949,25,1.138446,1.857173,1.469215,0.198281,3.467621,0.888646,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0291,different_aspect_similar_range,335,361,22.241667,1.848318,26,1.078817,1.827024,1.29408,0.180047,4.111216,0.844431,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0292,different_aspect_similar_range,335,362,22.394983,1.856229,27,1.130197,1.866477,1.350329,0.178034,3.674164,0.869068,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0293,different_aspect_similar_range,335,363,24.318143,1.830931,28,1.111057,2.779771,1.093456,0.204511,2.897521,1.103698,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0294,different_aspect_similar_range,335,364,25.259667,1.906545,29,1.115474,2.807547,0.842815,0.289861,0,1.096031,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0295,different_aspect_similar_range,335,365,24.785061,1.932864,30,0.164622,1.274801,0.690214,0.278896,4.292036,0.499919,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0296,different_aspect_similar_range,335,366,27.177403,1.970928,31,0.318776,1.516533,0.360291,0.262032,4.833177,0.565972,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0297,different_aspect_similar_range,335,369,26.924657,1.989,34,0.358161,1.644216,0.559689,0.148608,86.845821,0.918508,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0298,different_aspect_similar_range,335,372,30.450219,1.970579,37,0.634369,2.551948,0.995238,0.214349,1.566413,0.975265,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0299,different_aspect_similar_range,335,377,23.334378,1.964394,42,0.858516,2.610712,0.118658,0.011759,54.019362,1.060827,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0300,different_aspect_similar_range,335,379,21.519607,1.88615,44,0.862562,1.763164,0.094092,0.002385,60.209859,0.840336,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0301,different_aspect_similar_range,335,380,21.217402,1.906101,45,0.856047,2.8919,0.71975,0.001984,86.74488,1.288566,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0302,different_aspect_similar_range,335,381,19.298128,1.861167,46,0.872069,1.735866,0.549838,0.001137,80.025829,0.951211,posthoc_structural_comparison_no_selector_no_ranking
