pair_plan_id,pair_type,frame_a,frame_b,aspect_difference_deg,range_difference_m,time_difference_frames,energy_centroid_difference_m,peak_position_difference_m,support_width_difference_m,near_far_ratio_difference,component_layout_difference_deg,response_structure_distance,pair_result_scope
E0R3_PAIR_0453,time_nearby_control,347,350,2.238304,0.252998,3,0.302694,0.410243,1.943346,0.078973,55.71008,0.773326,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0454,time_nearby_control,347,351,1.486853,0.258405,4,0.294924,0.485612,1.942287,0.086368,65.50951,0.812736,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0455,same_aspect_similar_range,347,352,2.2539,0.497906,5,0.363009,1.916184,1.893606,0.093067,88.776727,1.151866,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0456,same_aspect_similar_range,347,353,2.75732,0.483487,6,0.092501,0.147165,0.30966,0.060052,1.074307,0.126051,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0457,same_aspect_similar_range,347,354,3.875094,0.56391,7,0.07572,0.174787,0.283939,0.027005,1.107957,0.119593,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0458,same_aspect_similar_range,347,388,3.985424,0.325858,41,0.850603,3.018656,2.964592,0.122848,69.291457,1.44352,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0459,same_aspect_similar_range,347,389,3.166616,0.447044,42,0.796995,2.761144,3.097838,0.139583,62.88268,1.370864,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0460,same_aspect_similar_range,347,390,3.643263,0.352681,43,0.779164,2.982641,2.86069,0.131526,61.619532,1.395457,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0461,same_aspect_similar_range,347,391,3.286378,0.385386,44,0.792343,2.972732,2.81261,0.128359,54.450969,1.365419,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0462,same_aspect_similar_range,347,392,3.315809,0.173192,45,0.806393,3.39521,0.315475,0.037274,6.138144,1.239461,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0463,same_aspect_similar_range,347,393,4.000136,0.124053,46,0.645949,1.314625,2.823328,0.123237,52.515119,0.974559,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0464,same_aspect_similar_range,347,394,4.981322,0.210091,47,0.818756,3.668256,0.308899,0.055705,2.874804,1.331699,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0465,time_nearby_control,348,349,0.49401,0.093566,1,0.04724,0.077412,0.100161,0.002456,1.196133,0.042888,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0466,time_nearby_control,348,350,2.102618,0.119754,2,0.27972,0.5028,1.803765,0.110948,55.010751,0.742994,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0467,time_nearby_control,348,351,1.351167,0.125161,3,0.282895,0.56548,1.802706,0.118343,64.810181,0.784751,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0468,time_nearby_control,348,352,2.118214,0.364662,4,0.329161,1.997552,1.754025,0.125042,88.077398,1.143129,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0469,same_aspect_similar_range,348,353,2.621634,0.350243,5,0.093117,0.142419,0.197617,0.028077,0.374978,0.089304,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0470,same_aspect_similar_range,348,354,3.739408,0.430666,6,0.010164,0.187745,0.182306,0.00497,0.408628,0.087035,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0471,same_aspect_similar_range,348,388,3.849738,0.192614,40,0.792917,3.05124,2.825011,0.154823,69.990786,1.431684,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0472,same_aspect_similar_range,348,389,3.03093,0.3138,41,0.742835,2.791609,2.958257,0.171558,63.582009,1.35768,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0473,same_aspect_similar_range,348,390,3.507577,0.219437,42,0.725028,3.020613,2.721109,0.163501,62.318861,1.385162,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0474,same_aspect_similar_range,348,391,3.150692,0.252142,43,0.737467,3.00751,2.673029,0.160334,55.150298,1.355146,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0475,same_aspect_similar_range,348,392,3.180123,0.039948,44,0.791147,3.480868,0.393614,0.069249,5.438815,1.267611,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0476,same_aspect_similar_range,348,393,3.86445,0.009191,45,0.615899,1.399702,2.683747,0.155212,53.214448,0.962695,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0477,same_aspect_similar_range,348,394,4.845636,0.076847,46,0.801743,3.755677,0.169318,0.08768,2.175475,1.358873,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0478,time_nearby_control,349,350,1.608608,0.026188,1,0.325922,0.476889,1.703604,0.113404,56.206884,0.729418,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0479,time_nearby_control,349,351,0.857157,0.031595,2,0.326838,0.525665,1.702545,0.120799,66.006314,0.771628,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0480,time_nearby_control,349,352,1.624204,0.271096,3,0.376394,1.953009,1.653864,0.127498,89.273531,1.128737,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0481,time_nearby_control,349,353,2.127624,0.256677,4,0.046418,0.078507,0.158568,0.025621,1.571111,0.056135,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0482,same_aspect_similar_range,349,354,3.245398,0.3371,5,0.051675,0.125137,0.143257,0.007426,1.604761,0.061624,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0483,same_aspect_similar_range,349,385,4.815074,0.348687,36,0.811646,1.567261,0.213499,0.050008,2.07017,0.626749,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0484,same_aspect_similar_range,349,388,3.355728,0.099048,39,0.832883,2.980076,2.72485,0.157279,68.794653,1.399389,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0485,same_aspect_similar_range,349,389,2.53692,0.220234,40,0.785249,2.719895,2.858096,0.174014,62.385876,1.325334,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0486,same_aspect_similar_range,349,390,3.013567,0.125871,41,0.767474,2.95116,2.620948,0.165957,61.122728,1.353072,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0487,same_aspect_similar_range,349,391,2.656682,0.158576,42,0.779467,2.937023,2.572868,0.16279,53.954165,1.323249,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0488,same_aspect_similar_range,349,392,2.686113,0.053618,43,0.836621,3.439319,0.432663,0.071705,6.634948,1.257587,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0489,same_aspect_similar_range,349,393,3.37044,0.102757,44,0.663089,1.359511,2.583586,0.157668,52.018315,0.937197,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0490,same_aspect_similar_range,349,394,4.351626,0.016719,45,0.847554,3.715788,0.069157,0.090136,3.371608,1.348241,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0491,time_nearby_control,350,351,0.751451,0.005407,1,0.050245,0.116828,0.103961,0.007395,9.79943,0.092907,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0492,time_nearby_control,350,352,0.015596,0.244908,2,0.080274,1.510025,0.04974,0.014094,33.066647,0.594569,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0493,time_nearby_control,350,353,0.519016,0.230489,3,0.372332,0.408305,1.633686,0.139025,54.635773,0.692088,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0494,time_nearby_control,350,354,1.63679,0.310912,4,0.278584,0.372883,1.673197,0.105978,54.602123,0.690727,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0495,same_aspect_similar_range,350,355,3.467015,0.276446,5,0.264773,0.345285,1.76933,0.113506,54.033255,0.697392,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0496,same_aspect_similar_range,350,356,4.960558,0.337075,6,0.228712,0.261386,1.650214,0.125941,54.792508,0.664923,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0497,same_aspect_similar_range,350,383,3.707635,0.424547,33,0.70248,2.66451,0.682265,0.006983,56.909726,1.092732,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0498,same_aspect_similar_range,350,385,3.206466,0.322499,35,0.718109,1.764738,1.917103,0.063396,54.136714,0.987906,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0499,same_aspect_similar_range,350,386,3.629109,0.310627,36,0.701502,1.816436,1.961688,0.069507,52.020159,1.007175,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0500,same_aspect_similar_range,350,387,4.219777,0.30018,37,0.691317,1.79445,1.97812,0.070492,52.213411,1.004162,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0501,same_aspect_similar_range,350,388,1.74712,0.07286,38,0.632013,2.707636,1.153648,0.043875,54.998463,1.140906,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0502,same_aspect_similar_range,350,389,0.928312,0.194046,39,0.557931,2.457745,1.38603,0.06061,61.40724,1.109312,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0503,same_aspect_similar_range,350,390,1.404959,0.099683,40,0.540793,2.657416,1.054618,0.052553,62.670388,1.133219,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0504,same_aspect_similar_range,350,391,1.048074,0.132388,41,0.557709,2.656037,1.31408,0.049386,69.838951,1.173555,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0505,same_aspect_similar_range,350,392,1.077505,0.079806,42,0.512092,2.985666,1.773303,0.041699,49.571936,1.288846,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0506,same_aspect_similar_range,350,393,1.761832,0.128945,43,0.344278,0.906239,1.057164,0.044264,71.774801,0.744291,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0507,same_aspect_similar_range,350,394,2.743018,0.042907,44,0.522179,3.25818,1.634447,0.023268,52.835276,1.348319,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0508,time_nearby_control,351,352,0.767047,0.239501,1,0.12623,1.432403,0.117487,0.006699,23.267217,0.541201,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0509,time_nearby_control,351,353,1.270467,0.225082,2,0.372895,0.450115,1.632627,0.14642,64.435203,0.735468,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0510,time_nearby_control,351,354,2.388241,0.305505,3,0.283569,0.407784,1.672138,0.113373,64.401553,0.733446,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0511,time_nearby_control,351,355,4.218466,0.271039,4,0.254598,0.410443,1.768271,0.120901,63.832685,0.740698,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0512,same_aspect_similar_range,351,383,4.459086,0.41914,32,0.749981,2.548866,0.578304,0.000412,47.110296,1.027752,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0513,same_aspect_similar_range,351,385,3.957917,0.317092,34,0.768344,1.692308,1.916044,0.070791,63.936144,1.004309,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0514,same_aspect_similar_range,351,386,4.38056,0.30522,35,0.751701,1.77212,1.960629,0.076902,61.819589,1.026717,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0515,same_aspect_similar_range,351,387,4.971228,0.294773,36,0.741242,1.743425,1.977061,0.077887,62.012841,1.022464,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0516,same_aspect_similar_range,351,388,2.498571,0.067453,37,0.678293,2.593633,1.049687,0.03648,45.199033,1.076492,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0517,same_aspect_similar_range,351,389,1.679763,0.188639,38,0.602041,2.342921,1.282069,0.053215,51.60781,1.040391,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0518,same_aspect_similar_range,351,390,2.15641,0.094276,39,0.585124,2.545103,0.950657,0.045158,52.870958,1.065128,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0519,same_aspect_similar_range,351,391,1.799525,0.126981,40,0.60246,2.542634,1.210119,0.041991,60.039521,1.102313,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0520,same_aspect_similar_range,351,392,1.828956,0.085213,41,0.51157,2.915583,1.669342,0.049094,59.371366,1.285597,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0521,same_aspect_similar_range,351,393,2.513283,0.134352,42,0.364601,0.834658,0.953203,0.036869,61.975371,0.668031,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0522,same_aspect_similar_range,351,394,3.494469,0.048314,43,0.523841,3.191023,1.633388,0.030663,62.634706,1.347805,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0523,time_nearby_control,352,353,0.50342,0.014419,1,0.421994,1.875251,1.583946,0.153119,87.70242,1.088901,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0524,time_nearby_control,352,354,1.621194,0.066004,2,0.325924,1.830053,1.623457,0.120072,87.66877,1.079129,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0525,time_nearby_control,352,355,3.451419,0.031538,3,0.328355,1.842792,1.71959,0.1276,87.099902,1.086412,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0526,time_nearby_control,352,356,4.944962,0.092167,4,0.289621,1.758808,1.600474,0.140035,87.859155,1.052395,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0527,same_aspect_similar_range,352,383,3.692039,0.179639,31,0.623753,1.760577,0.695791,0.007111,23.843079,0.721555,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0528,same_aspect_similar_range,352,385,3.19087,0.077591,33,0.649176,2.455944,1.867363,0.07749,87.203361,1.268106,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0529,same_aspect_similar_range,352,386,3.613513,0.065719,34,0.631583,2.773899,1.911948,0.083601,85.086806,1.35007,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0530,same_aspect_similar_range,352,387,4.204181,0.055272,35,0.618586,2.696901,1.92838,0.084586,85.280058,1.332041,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0531,same_aspect_similar_range,352,388,1.731524,0.172048,36,0.55233,1.690857,1.167174,0.029781,21.931816,0.762983,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0532,same_aspect_similar_range,352,389,0.912716,0.050862,37,0.47766,1.529562,1.399556,0.046516,28.340593,0.764116,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0533,same_aspect_similar_range,352,390,1.389363,0.145225,38,0.460533,1.570562,1.068144,0.038459,29.603741,0.720339,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0534,same_aspect_similar_range,352,391,1.032478,0.11252,39,0.477497,1.616697,1.327606,0.035292,36.772304,0.775747,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0535,same_aspect_similar_range,352,392,1.061909,0.324714,40,0.481156,1.489903,1.786829,0.055793,82.638583,1.040942,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0536,same_aspect_similar_range,352,393,1.746236,0.373853,41,0.28705,0.606025,1.07069,0.03017,38.708154,0.523912,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0537,same_aspect_similar_range,352,394,2.727422,0.287815,42,0.487771,1.771329,1.584707,0.037362,85.901923,1.074461,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0538,time_nearby_control,353,354,1.117774,0.080423,1,0.096141,0.046848,0.039511,0.033047,0.03365,0.04097,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0539,time_nearby_control,353,355,2.947999,0.045957,2,0.131512,0.104248,0.135644,0.025519,0.602518,0.06919,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0540,time_nearby_control,353,356,4.441542,0.106586,3,0.151808,0.158629,0.127262,0.013084,0.156735,0.084133,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0541,time_nearby_control,353,357,6.687271,0.126119,4,1.255232,3.491144,0.112403,0.00213,0.05622,1.312197,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0542,same_aspect_similar_range,353,383,3.188619,0.194058,30,0.914161,2.839473,2.138181,0.146008,68.454501,1.305973,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0543,same_aspect_similar_range,353,385,2.68745,0.09201,32,0.833696,1.555558,0.283417,0.075629,0.499059,0.629706,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0544,same_aspect_similar_range,353,386,3.110093,0.080138,33,0.826433,1.513007,0.328002,0.069518,2.615614,0.619618,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0545,same_aspect_similar_range,353,387,3.700761,0.069691,34,0.839801,1.510627,0.344434,0.068533,2.422362,0.62168,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0546,same_aspect_similar_range,353,388,1.228104,0.157629,35,0.86706,2.90886,2.654932,0.1829,70.365764,1.379155,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0547,same_aspect_similar_range,353,389,0.409296,0.036443,36,0.822481,2.649319,2.788178,0.199635,63.956987,1.306856,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0548,same_aspect_similar_range,353,390,0.885943,0.130806,37,0.804767,2.878259,2.55103,0.191578,62.693839,1.330964,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0549,same_aspect_similar_range,353,391,0.529058,0.098101,38,0.816185,2.865091,2.50295,0.188411,55.525276,1.302593,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0550,same_aspect_similar_range,353,392,0.558489,0.310295,39,0.88298,3.362044,0.591231,0.097326,5.063837,1.238947,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0551,same_aspect_similar_range,353,393,1.242816,0.359434,40,0.708877,1.282845,2.513668,0.183289,53.589426,0.919718,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0552,same_aspect_similar_range,353,394,2.224002,0.273396,41,0.893959,3.638879,0.189427,0.115757,1.800497,1.326346,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0553,time_nearby_control,354,355,1.830225,0.034466,1,0.084406,0.110811,0.096133,0.007528,0.568868,0.055549,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0554,time_nearby_control,354,356,3.323768,0.026163,2,0.077384,0.138136,0.142573,0.019963,0.190385,0.067002,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0555,time_nearby_control,354,357,5.569497,0.045696,3,1.167435,3.445416,0.113924,0.035177,0.08987,1.286671,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0556,time_nearby_control,354,358,6.301292,0.192087,4,1.132537,3.324105,0.18323,0.025074,0.114781,1.242498,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0557,same_aspect_similar_range,354,383,2.070845,0.113635,29,0.836196,2.796143,2.177692,0.112961,68.488151,1.29183,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0558,same_aspect_similar_range,354,384,3.998383,0.170248,30,0.72032,2.201651,2.422727,0.142169,76.145152,1.186095,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0559,same_aspect_similar_range,354,385,1.569676,0.011587,31,0.772859,1.544793,0.243906,0.042582,0.465409,0.614877,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0560,same_aspect_similar_range,354,386,1.992319,0.000285,32,0.763544,1.517304,0.288491,0.036471,2.581964,0.608749,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0561,same_aspect_similar_range,354,387,2.582987,0.010732,33,0.772438,1.511374,0.304923,0.035486,2.388712,0.608801,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0562,same_aspect_similar_range,354,388,0.11033,0.238052,34,0.784764,2.864402,2.694443,0.149853,70.399414,1.36572,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0563,same_aspect_similar_range,354,389,0.708478,0.116866,35,0.735391,2.605168,2.827689,0.166588,63.990637,1.293893,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0564,same_aspect_similar_range,354,390,0.231831,0.211229,36,0.717593,2.833053,2.590541,0.158531,62.727489,1.316956,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0565,same_aspect_similar_range,354,391,0.588716,0.178524,37,0.729884,2.820311,2.542461,0.155364,55.558926,1.28813,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0566,same_aspect_similar_range,354,392,0.559285,0.390718,38,0.790455,3.317334,0.57592,0.064279,5.030187,1.215166,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0567,same_aspect_similar_range,354,393,0.125042,0.439857,39,0.612884,1.238864,2.553179,0.150242,53.623076,0.909817,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0568,same_aspect_similar_range,354,394,1.106228,0.353819,40,0.800761,3.59453,0.174116,0.08271,1.766847,1.303177,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0569,time_nearby_control,355,356,1.493543,0.060629,1,0.040271,0.084682,0.119116,0.012435,0.759253,0.053248,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0570,time_nearby_control,355,357,3.739272,0.080162,2,1.201225,3.50694,0.084101,0.027649,0.658738,1.310837,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0571,time_nearby_control,355,358,4.471067,0.226553,3,1.163912,3.383908,0.153407,0.017546,0.683649,1.266227,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0572,time_nearby_control,355,359,4.832935,0.240822,4,1.203587,3.44293,0.213163,0.031714,0.347791,1.291551,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0573,same_aspect_similar_range,355,382,4.233848,0.286358,27,0.802216,1.591244,2.423919,0.152931,74.650383,1.057458,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0574,same_aspect_similar_range,355,383,0.24062,0.148101,28,0.886643,2.872655,2.273825,0.120489,69.057019,1.328095,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0575,same_aspect_similar_range,355,384,2.168158,0.204714,29,0.776568,2.286897,2.51886,0.149697,76.71402,1.224404,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0576,same_aspect_similar_range,355,385,0.260549,0.046053,30,0.839424,1.654626,0.165655,0.05011,0.103459,0.658557,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0577,same_aspect_similar_range,355,386,0.162094,0.034181,31,0.828689,1.617254,0.28735,0.043999,2.013096,0.648649,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0578,same_aspect_similar_range,355,387,0.752762,0.023734,32,0.834001,1.614564,0.289164,0.043014,1.819844,0.648986,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0579,same_aspect_similar_range,355,388,1.719895,0.203586,33,0.829733,2.935179,2.790576,0.157381,70.968282,1.401313,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0580,same_aspect_similar_range,355,389,2.538703,0.0824,34,0.772707,2.677786,2.923822,0.174116,64.559505,1.33015,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0581,same_aspect_similar_range,355,390,2.062056,0.176763,35,0.754889,2.899052,2.686674,0.166059,63.296357,1.350736,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0582,same_aspect_similar_range,355,391,2.418941,0.144058,36,0.768716,2.889182,2.638594,0.162892,56.127794,1.32346,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0583,same_aspect_similar_range,355,392,2.38951,0.356252,37,0.76576,3.324641,0.605743,0.071807,4.461319,1.216967,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0584,same_aspect_similar_range,355,393,1.705183,0.405391,38,0.608843,1.243439,2.649312,0.15777,54.191944,0.929213,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0585,same_aspect_similar_range,355,394,0.723997,0.319353,39,0.778377,3.598949,0.203939,0.090238,1.197979,1.303699,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0586,time_nearby_control,356,357,2.245729,0.019533,1,1.160968,3.436524,0.095875,0.015214,0.100515,1.282711,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0587,time_nearby_control,356,358,2.977524,0.165924,2,1.123641,3.312664,0.040657,0.005111,0.075604,1.236793,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0588,time_nearby_control,356,359,3.339392,0.180193,3,1.163322,3.371334,0.100413,0.019279,0.411462,1.261321,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0589,time_nearby_control,356,360,5.211254,0.174719,4,1.124973,1.758019,0.136265,0.061245,0.247688,0.739327,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0590,same_aspect_similar_range,356,381,3.571664,0.247937,25,0.847905,1.628671,2.103304,0.138173,76.31052,1.038039,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0591,same_aspect_similar_range,356,382,2.740305,0.225729,26,0.764629,1.577668,2.304803,0.165366,73.89113,1.029484,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0592,same_aspect_similar_range,356,383,1.252923,0.087472,27,0.847806,2.811674,2.154709,0.132924,68.297766,1.291135,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0593,same_aspect_similar_range,356,384,0.674615,0.144085,28,0.73891,2.233478,2.399744,0.162132,75.954767,1.189325,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0594,same_aspect_similar_range,356,385,1.754092,0.014576,29,0.804775,1.665948,0.278405,0.062545,0.655794,0.661583,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0595,same_aspect_similar_range,356,386,1.331449,0.026448,30,0.793522,1.65297,0.4001,0.056434,2.772349,0.661203,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0596,same_aspect_similar_range,356,387,0.740781,0.036895,31,0.797661,1.644797,0.401914,0.055449,2.579097,0.659783,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0597,time_nearby_control,357,358,0.731795,0.146391,1,0.051113,0.137635,0.109506,0.010103,0.024911,0.061294,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0598,time_nearby_control,357,359,1.093663,0.16066,2,0.011389,0.109162,0.169944,0.004065,0.310947,0.06603,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0599,time_nearby_control,357,360,2.965525,0.155186,3,0.11115,2.609356,0.180438,0.046031,0.147173,0.925547,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0600,time_nearby_control,357,361,4.269474,0.215555,4,0.185179,2.677411,0.355573,0.027797,0.496422,0.956141,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0601,time_nearby_control,358,359,0.361868,0.014269,1,0.046369,0.064387,0.060438,0.014168,0.335858,0.035644,posthoc_structural_comparison_no_selector_no_ranking
E0R3_PAIR_0602,time_nearby_control,358,360,2.23373,0.008795,2,0.137785,2.533677,0.095608,0.056134,0.172084,0.897828,posthoc_structural_comparison_no_selector_no_ranking
