hypothesis_id,source_auto_node_id,path_id,extraction_profile,intersection_component_count,path_start,path_end,path_status,path_duration_frames,path_radial_band,path_physical_consistency,target_spatial_empirical_percentile,target_temporal_empirical_percentile
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000001,strict_physical_path,3,0,2,physically_possible_ambiguous_path,3,R1,0.79930894,87.5,65
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000002,strict_physical_path,4,2,5,recurrent_background_path,4,R1,0.84168084,100,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000003,strict_physical_path,2,2,3,insufficient_length,2,R0,0.83063325,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000004,strict_physical_path,7,2,8,recurrent_background_path,7,R2,0.84320888,0,75
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000005,strict_physical_path,3,3,5,recurrent_background_path,3,R1,0.87096802,55,25
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000006,strict_physical_path,5,3,7,static_structure_path,5,R1,0.84104485,65,65
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000007,strict_physical_path,4,4,7,recurrent_background_path,4,R1,0.79588308,25,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000008,strict_physical_path,2,5,6,insufficient_length,2,R1,0.88325082,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000009,strict_physical_path,2,7,8,insufficient_length,2,R1,0.85332689,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000010,strict_physical_path,2,8,9,insufficient_length,2,R1,0.83375115,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000011,strict_physical_path,2,10,11,insufficient_length,2,R1,0.8820783,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000012,strict_physical_path,2,10,11,insufficient_length,2,R1,0.88399733,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000013,strict_physical_path,2,12,13,insufficient_length,2,R1,0.95609579,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000014,strict_physical_path,2,14,15,insufficient_length,2,R1,0.87035455,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000015,strict_physical_path,10,14,23,recurrent_background_path,10,R1,0.83431768,85,95
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000016,strict_physical_path,4,23,26,recurrent_background_path,4,R1,0.89507339,100,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000017,strict_physical_path,2,14,15,insufficient_length,2,R1,0.83075251,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000018,strict_physical_path,2,14,15,insufficient_length,2,R0,0.82579661,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000022,strict_physical_path,2,17,18,insufficient_length,2,R1,0.88062301,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000023,strict_physical_path,2,19,20,insufficient_length,2,R0,0.82422318,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000024,strict_physical_path,2,19,20,insufficient_length,2,R0,0.86765296,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000025,strict_physical_path,9,20,28,recurrent_background_path,9,R0,0.81961362,100,80
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000026,strict_physical_path,3,20,22,recurrent_background_path,3,R1,0.88235599,78.94736842,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000027,strict_physical_path,2,21,22,insufficient_length,2,R0,0.85257369,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000028,strict_physical_path,3,22,24,recurrent_background_path,3,R1,0.80882975,15,25
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000029,strict_physical_path,2,22,23,insufficient_length,2,R1,0.84119896,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000030,strict_physical_path,4,23,26,recurrent_background_path,4,R1,0.76947705,30,25
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000031,strict_physical_path,2,24,25,insufficient_length,2,R1,0.88313992,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000032,strict_physical_path,10,24,33,recurrent_background_path,10,R1,0.84930374,65,70
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000033,strict_physical_path,2,33,34,insufficient_length,2,R1,0.85312745,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000034,strict_physical_path,9,27,35,recurrent_background_path,9,R1,0.8412367,61.11111111,25
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000035,strict_physical_path,4,27,30,recurrent_background_path,4,R1,0.82588053,10,30
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000036,strict_physical_path,2,28,29,insufficient_length,2,R0,0.88121954,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000037,strict_physical_path,2,29,30,insufficient_length,2,R1,0.9546618,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000038,strict_physical_path,5,30,34,recurrent_background_path,5,R2,0.85181405,0,90
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000039,strict_physical_path,6,30,35,recurrent_background_path,6,R0,0.86745397,100,95
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000040,strict_physical_path,2,31,32,insufficient_length,2,R1,0.8081954,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000041,strict_physical_path,2,32,33,insufficient_length,2,R1,0.80861096,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000042,strict_physical_path,2,33,34,insufficient_length,2,R0,0.87917972,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000043,strict_physical_path,2,33,34,insufficient_length,2,R0,0.82466922,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000044,strict_physical_path,2,33,34,insufficient_length,2,R1,0.95690288,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000045,strict_physical_path,2,34,35,insufficient_length,2,R1,0.88247705,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000046,strict_physical_path,2,35,36,insufficient_length,2,R0,0.84821369,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000047,strict_physical_path,2,35,36,insufficient_length,2,R0,0.8820885,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000048,strict_physical_path,6,39,48,recurrent_background_path,10,R0,0.83882394,20,40
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000049,strict_physical_path,5,40,47,recurrent_background_path,8,R1,0.84878987,85,70
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000050,strict_physical_path,3,40,42,recurrent_background_path,3,R1,0.82715562,45,75
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000052,strict_physical_path,3,42,45,static_structure_path,4,R0,0.8371059,100,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000054,strict_physical_path,2,43,44,insufficient_length,2,R1,0.87496595,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0000055,strict_physical_path,1,44,47,recurrent_background_path,4,R1,0.85990725,25,35
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001452,balanced_physical_path,3,0,2,physically_possible_ambiguous_path,3,R1,0.79930894,87.5,65
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001453,balanced_physical_path,4,0,5,static_structure_path,6,R0,0.81331358,12.5,15
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001454,balanced_physical_path,4,2,7,recurrent_background_path,6,R1,0.87288697,100,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001455,balanced_physical_path,6,2,8,recurrent_background_path,7,R2,0.84320892,0,90
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001456,balanced_physical_path,4,3,7,recurrent_background_path,5,R1,0.86401287,60,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001457,balanced_physical_path,2,3,5,insufficient_length,3,R0,0.75219896,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001458,balanced_physical_path,2,3,5,insufficient_length,3,R1,0.87937078,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001459,balanced_physical_path,5,3,7,static_structure_path,5,R1,0.84104485,65,65
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001460,balanced_physical_path,2,4,6,insufficient_length,3,R1,0.80757858,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001461,balanced_physical_path,4,4,7,recurrent_background_path,4,R1,0.79588308,25,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001462,balanced_physical_path,3,5,8,recurrent_background_path,4,R1,0.86813927,35.29411765,70
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001463,balanced_physical_path,3,8,11,static_structure_path,4,R1,0.82835505,35.71428571,35
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001464,balanced_physical_path,3,8,11,static_structure_path,4,R0,0.78008614,7.14285714,15
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001465,balanced_physical_path,4,9,15,static_structure_path,7,R1,0.86180782,41.17647059,25
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001466,balanced_physical_path,2,9,10,insufficient_length,2,R0,0.84439266,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001467,balanced_physical_path,3,10,13,recurrent_background_path,4,R1,0.88205292,77.77777778,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001468,balanced_physical_path,2,10,11,insufficient_length,2,R1,0.88399733,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001469,balanced_physical_path,3,12,15,recurrent_background_path,4,R1,0.86891599,20,30
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001470,balanced_physical_path,3,12,14,static_structure_path,3,R0,0.82597822,41.66666667,35
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001471,balanced_physical_path,2,12,13,insufficient_length,2,R1,0.95609579,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001472,balanced_physical_path,9,14,22,recurrent_background_path,9,R1,0.83431768,85,95
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001473,balanced_physical_path,4,22,26,recurrent_background_path,5,R1,0.89507339,100,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001474,balanced_physical_path,5,14,18,static_structure_path,5,R1,0.78029718,25,45
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001475,balanced_physical_path,2,14,15,insufficient_length,2,R0,0.82579661,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001476,balanced_physical_path,2,15,20,recurrent_background_path,6,R1,0.81683467,95,70
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001477,balanced_physical_path,3,15,18,static_structure_path,4,R1,0.84535282,10,5
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001480,balanced_physical_path,4,18,23,recurrent_background_path,6,R0,0.82320816,90,75
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001481,balanced_physical_path,2,18,20,insufficient_length,3,R0,0.69779785,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001482,balanced_physical_path,2,19,20,insufficient_length,2,R0,0.86765296,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001483,balanced_physical_path,4,19,22,recurrent_background_path,4,R1,0.88235602,90,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001484,balanced_physical_path,3,19,23,static_structure_path,5,R0,0.78958086,85,55
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001485,balanced_physical_path,3,21,23,static_structure_path,3,R0,0.82707805,45,35
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001486,balanced_physical_path,2,22,24,insufficient_length,3,R1,0.88052328,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001487,balanced_physical_path,3,22,24,static_structure_path,3,R1,0.84313463,55,60
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001489,balanced_physical_path,9,23,32,static_structure_path,10,R2,0.79397743,0,90
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001490,balanced_physical_path,4,32,35,recurrent_background_path,4,R2,0.79849216,0,80
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001491,balanced_physical_path,5,23,31,recurrent_background_path,9,R0,0.82087421,15,10
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001492,balanced_physical_path,4,31,36,recurrent_background_path,6,R0,0.78499093,22.22222222,0
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001493,balanced_physical_path,2,23,25,insufficient_length,3,R1,0.8262144,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001494,balanced_physical_path,4,24,29,recurrent_background_path,6,R0,0.88074494,55,50
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001495,balanced_physical_path,3,24,26,recurrent_background_path,3,R0,0.8507797,100,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001496,balanced_physical_path,2,24,25,insufficient_length,2,R1,0.88313992,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001497,balanced_physical_path,3,24,28,recurrent_background_path,5,R1,0.78340351,15,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001498,balanced_physical_path,2,24,25,insufficient_length,2,R0,0.74932856,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001499,balanced_physical_path,3,24,27,recurrent_background_path,4,R1,0.82866358,35,25
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001500,balanced_physical_path,3,24,26,recurrent_background_path,3,R1,0.83851418,35,35
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001501,balanced_physical_path,2,25,27,insufficient_length,3,R1,0.65525613,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001503,balanced_physical_path,2,27,28,insufficient_length,2,R0,0.86230996,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001504,balanced_physical_path,2,27,28,insufficient_length,2,R1,0.84511072,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001505,balanced_physical_path,3,27,29,recurrent_background_path,3,R1,0.85276902,35,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001506,balanced_physical_path,6,27,33,recurrent_background_path,7,R1,0.8219974,15,15
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001507,balanced_physical_path,2,27,28,insufficient_length,2,R1,0.92018114,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001508,balanced_physical_path,4,27,30,recurrent_background_path,4,R1,0.91636068,70,75
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001509,balanced_physical_path,2,29,30,insufficient_length,2,R0,0.84716867,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001510,balanced_physical_path,2,29,30,insufficient_length,2,R1,0.9546618,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001511,balanced_physical_path,2,30,31,insufficient_length,2,R1,0.83600744,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001512,balanced_physical_path,6,31,36,recurrent_background_path,6,R0,0.85245397,100,95
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001513,balanced_physical_path,2,31,32,insufficient_length,2,R1,0.8081954,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001514,balanced_physical_path,2,31,32,insufficient_length,2,R1,0.80182242,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001515,balanced_physical_path,2,32,33,insufficient_length,2,R1,0.88124447,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001516,balanced_physical_path,3,32,35,static_structure_path,4,R1,0.76599987,10.52631579,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001517,balanced_physical_path,4,33,36,recurrent_background_path,4,R0,0.82466922,35.29411765,5
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001518,balanced_physical_path,2,33,34,insufficient_length,2,R1,0.95690288,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001519,balanced_physical_path,2,33,34,insufficient_length,2,R1,0.85312745,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001520,balanced_physical_path,2,34,35,insufficient_length,2,R1,0.88130453,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001521,balanced_physical_path,2,34,35,insufficient_length,2,R1,0.88247705,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001522,balanced_physical_path,2,35,36,insufficient_length,2,R0,0.8820885,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001523,balanced_physical_path,6,38,46,static_structure_path,9,R0,0.77310602,55,80
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001524,balanced_physical_path,4,38,42,static_structure_path,5,R0,0.81018764,90,95
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001525,balanced_physical_path,4,38,42,static_structure_path,5,R1,0.76371007,47.05882353,70
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001526,balanced_physical_path,3,39,41,recurrent_background_path,3,R0,0.80558267,40,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001527,balanced_physical_path,4,40,44,recurrent_background_path,5,R1,0.88222211,80,60
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001528,balanced_physical_path,2,40,41,insufficient_length,2,R0,0.72304047,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001530,balanced_physical_path,3,42,51,recurrent_background_path,10,R0,0.82104391,12.5,25
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001532,balanced_physical_path,1,43,47,recurrent_background_path,5,R1,0.81086311,80,50
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001533,balanced_physical_path,2,43,46,static_structure_path,4,R0,0.86946174,100,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001534,balanced_physical_path,2,43,44,insufficient_length,2,R1,0.87496595,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001535,balanced_physical_path,1,44,51,recurrent_background_path,8,R1,0.83177302,5,5
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001536,balanced_physical_path,1,44,45,insufficient_length,2,R1,0.82556194,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0001537,balanced_physical_path,1,44,46,insufficient_length,3,R1,0.79021831,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003445,relaxed_physical_path,3,0,2,physically_possible_ambiguous_path,3,R1,0.79930894,87.5,65
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003446,relaxed_physical_path,5,0,4,static_structure_path,5,R0,0.70849152,46.15384615,40
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003447,relaxed_physical_path,2,0,1,insufficient_length,2,R1,0.58162628,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003448,relaxed_physical_path,4,0,5,static_structure_path,6,R0,0.81331358,12.5,15
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003449,relaxed_physical_path,7,0,7,static_structure_path,8,R0,0.76298493,52.63157895,40
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003450,relaxed_physical_path,4,0,4,static_structure_path,5,R0,0.78385799,86.66666667,75
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003451,relaxed_physical_path,5,0,7,static_structure_path,8,R0,0.74096406,70,40
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003452,relaxed_physical_path,3,1,4,static_structure_path,4,R1,0.73164736,8.33333333,25
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003453,relaxed_physical_path,4,2,7,recurrent_background_path,6,R1,0.87288697,100,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003454,relaxed_physical_path,5,2,8,static_structure_path,7,R0,0.79015661,66.66666667,45
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003455,relaxed_physical_path,6,2,8,recurrent_background_path,7,R2,0.84320892,0,90
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003456,relaxed_physical_path,3,2,5,static_structure_path,4,R0,0.75535227,15,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003457,relaxed_physical_path,4,3,7,recurrent_background_path,5,R1,0.86401287,60,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003458,relaxed_physical_path,7,3,10,static_structure_path,8,R0,0.77939138,94.11764706,55
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003459,relaxed_physical_path,2,3,5,insufficient_length,3,R1,0.7125,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003460,relaxed_physical_path,2,3,5,insufficient_length,3,R0,0.75219896,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003461,relaxed_physical_path,2,3,5,insufficient_length,3,R1,0.87937078,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003462,relaxed_physical_path,2,3,5,insufficient_length,3,R1,0.825,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003463,relaxed_physical_path,5,3,7,static_structure_path,5,R1,0.84104485,65,65
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003464,relaxed_physical_path,2,3,4,insufficient_length,2,R0,0.72143802,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003465,relaxed_physical_path,2,4,6,insufficient_length,3,R1,0.80757858,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003466,relaxed_physical_path,6,4,11,static_structure_path,8,R1,0.74047242,70,55
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003467,relaxed_physical_path,2,4,5,insufficient_length,2,R0,0.79765403,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003468,relaxed_physical_path,4,4,7,recurrent_background_path,4,R1,0.79588308,25,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003469,relaxed_physical_path,2,4,5,insufficient_length,2,R0,0.69412628,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003470,relaxed_physical_path,2,5,6,insufficient_length,2,R1,0.82787706,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003471,relaxed_physical_path,8,5,13,static_structure_path,9,R0,0.82496946,76.92307692,50
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003472,relaxed_physical_path,6,13,22,static_structure_path,10,R0,0.75287712,55,10
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003473,relaxed_physical_path,4,5,10,static_structure_path,6,R1,0.825,40,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003474,relaxed_physical_path,3,5,8,recurrent_background_path,4,R1,0.86813927,35.29411765,70
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003475,relaxed_physical_path,8,5,14,static_structure_path,10,R0,0.78321699,28.57142857,45
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003476,relaxed_physical_path,6,14,19,static_structure_path,6,R0,0.80678241,85,60
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003477,relaxed_physical_path,2,6,8,insufficient_length,3,R0,0.70546037,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003478,relaxed_physical_path,8,8,17,static_structure_path,10,R1,0.75287706,36.36363636,50
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003479,relaxed_physical_path,3,17,19,static_structure_path,3,R1,0.74570201,80,55
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003480,relaxed_physical_path,3,8,11,static_structure_path,4,R0,0.78008614,7.14285714,15
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003481,relaxed_physical_path,4,9,15,static_structure_path,7,R1,0.86180782,41.17647059,25
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003482,relaxed_physical_path,3,9,11,static_structure_path,3,R0,0.83469633,46.15384615,55
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003483,relaxed_physical_path,3,10,13,recurrent_background_path,4,R1,0.88205292,77.77777778,20
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003484,relaxed_physical_path,2,10,11,insufficient_length,2,R1,0.88399733,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003485,relaxed_physical_path,2,10,12,insufficient_length,3,R1,0.64037712,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003486,relaxed_physical_path,7,10,18,static_structure_path,9,R0,0.77814791,40,10
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003487,relaxed_physical_path,5,11,17,static_structure_path,7,R1,0.81644745,65,60
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003488,relaxed_physical_path,4,11,16,static_structure_path,6,R0,0.78887245,15,5
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003489,relaxed_physical_path,3,12,15,recurrent_background_path,4,R1,0.86891599,20,30
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003490,relaxed_physical_path,2,12,13,insufficient_length,2,R1,0.95609579,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003491,relaxed_physical_path,2,12,13,insufficient_length,2,R0,0.83737383,,
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003492,relaxed_physical_path,3,13,17,static_structure_path,5,R0,0.78340066,45,35
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003493,relaxed_physical_path,3,14,16,static_structure_path,3,R1,0.77992588,50,80
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003494,relaxed_physical_path,7,14,20,static_structure_path,7,R1,0.76914732,20,45
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003495,relaxed_physical_path,9,14,22,recurrent_background_path,9,R1,0.83431768,85,95
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003496,relaxed_physical_path,4,22,26,recurrent_background_path,5,R1,0.89507339,100,100
WGV33B_H001,AUTO_GM_RM011_0001,WGV34A_PATH_0003497,relaxed_physical_path,5,14,21,static_structure_path,8,R0,0.7890572,30,15
