sar_frame,min,max,mean,std,p50,p90,p95,p99,nonzero_ratio,saturated_255_ratio,unique_value_count,color_luma_sampled,color_luma_max,color_luma_mean,color_luma_p99
309,0,250,32.77046626,27.87269239,45,62,67,87,0.60706518,0,182,false,,,
310,0,255,34.17554091,29.16461289,46,66,71,89,0.60700802,0.0000003248,192,false,,,
311,0,244,34.32260451,29.23905122,47,66,71,90,0.60715808,0,187,false,,,
312,0,251,35.5911821,30.41778356,48,68,73,94,0.60706226,0,194,false,,,
313,0,255,32.63217893,28.29012747,44,64,68,91,0.60706583,0.0000003248,200,false,,,
314,0,250,34.97599673,29.90468677,47,67,72,93,0.60699211,0,187,false,,,
315,0,255,35.28970513,29.97061949,48,67,72,93,0.60726428,0.0000003248,194,false,,,
316,0,246,33.07714026,28.22290315,45,64,68,87,0.60700705,0,182,false,,,
317,0,244,34.17992921,29.0961076,47,65,69,89,0.60724512,0,192,false,,,
318,0,248,33.51824467,28.63493435,46,64,68,88,0.60702199,0,188,false,,,
319,0,251,34.93055768,29.78851895,47,67,72,91,0.60727305,0,189,false,,,
320,0,250,34.94450857,29.84931253,47,67,72,91,0.60709442,0,188,false,,,
321,0,251,33.74336932,28.72599398,46,65,69,88,0.60717172,0,185,false,,,
322,0,255,35.46026824,30.28902881,48,68,73,93,0.60710513,0.0000003248,198,false,,,
323,0,244,30.26054899,25.79262047,41,58,62,79,0.60700737,0,173,false,,,
324,0,250,33.7069417,28.81386487,46,65,69,88,0.60709247,0,199,false,,,
325,0,246,30.91365604,26.31715427,43,59,64,81,0.60717594,0,180,true,255,146.05745643,253
326,0,250,29.64001621,25.32843002,40,57,61,79,0.60705154,0,171,false,,,
327,0,255,28.84785304,24.53912374,40,54,59,76,0.60724317,0.0000003248,165,false,,,
328,0,253,30.86368871,26.37168675,43,59,64,82,0.60720939,0,177,false,,,
329,0,255,31.2967249,26.70444294,43,60,64,83,0.60731105,0.0000003248,180,false,,,
330,0,248,33.90118459,29.01208843,46,65,69,90,0.60735977,0,200,false,,,
331,0,249,33.07342559,28.22631099,45,64,68,87,0.60741044,0,193,false,,,
332,0,252,34.38236796,29.43117456,46,66,71,90,0.60730813,0,199,false,,,
333,0,255,30.78810649,26.16877478,43,58,62,81,0.60732502,0.0000003248,182,false,,,
334,0,253,32.62758796,27.8493337,45,62,67,86,0.60723018,0,197,false,,,
335,0,244,30.87880464,26.29977661,43,59,62,81,0.60732794,0,186,false,,,
336,0,250,32.40999236,27.70435891,44,62,66,86,0.60721459,0,192,false,,,
337,0,248,33.65091371,28.71487154,46,65,69,88,0.607402,0,193,false,,,
338,0,253,34.0773254,29.14150237,46,66,69,89,0.60727045,0,198,false,,,
339,0,251,35.28905814,30.09810446,48,67,72,93,0.6075186,0,199,false,,,
340,0,250,31.93131738,27.81280814,43,62,67,90,0.60718146,0,203,false,,,
341,0,250,30.42768845,26.40981325,40,59,64,86,0.60733736,0,202,false,,,
342,0,248,33.31199706,28.4921442,45,64,68,87,0.60737536,0,199,false,,,
343,0,245,33.30556808,28.37652,46,64,68,86,0.60749099,0,199,false,,,
344,0,255,33.31695049,28.5034569,45,64,68,87,0.60733996,0.0000003248,203,false,,,
345,0,255,31.57096235,26.87190691,44,60,65,82,0.60748709,0.0000003248,192,false,,,
346,0,252,29.87672466,25.52988458,41,57,61,79,0.60728085,0,192,false,,,
347,0,248,24.43757454,20.84665506,33,46,50,65,0.60741596,0,165,false,,,
348,0,252,23.97004812,20.49820159,33,46,50,62,0.6073562,0,172,false,,,
349,0,250,25.30462975,21.66848188,34,48,52,67,0.60738576,0,184,false,,,
350,0,251,26.53189512,22.74536154,36,51,54,71,0.60629217,0,181,true,255,135.76375634,253
351,0,248,30.34294313,25.80211825,43,57,61,80,0.60683978,0,196,false,,,
352,0,252,30.42346061,25.99178108,41,58,62,80,0.60670856,0,199,false,,,
353,0,245,29.15247889,24.83427295,40,55,59,76,0.60691058,0,191,false,,,
354,0,253,27.87715988,23.8655741,38,53,57,74,0.60659261,0,186,false,,,
355,0,253,28.98495715,24.80126755,39,55,59,78,0.6069239,0,196,false,,,
356,0,253,25.98778286,22.27717119,36,50,53,69,0.60654746,0,179,false,,,
357,0,250,27.79265198,23.70506948,38,53,57,73,0.60696872,0,187,false,,,
358,0,255,27.73382882,23.75362071,38,53,57,73,0.60675923,0.0000003248,196,false,,,
359,0,248,24.29182084,20.73651207,33,46,50,65,0.60690896,0,181,false,,,
360,0,252,22.81554413,19.56784052,31,44,46,61,0.60671181,0,177,false,,,
361,0,246,21.34415234,18.19754828,30,40,43,57,0.60686706,0,183,false,,,
362,0,252,20.60653707,17.68850996,29,39,43,55,0.60673519,0,179,false,,,
363,0,252,19.78197665,16.8421201,27,37,40,52,0.60690798,0,177,false,,,
364,0,255,19.69765486,16.87091852,27,37,40,52,0.60678554,0.0000003248,171,false,,,
365,0,251,21.85691968,18.67235776,31,41,44,58,0.60714801,0,187,false,,,
366,0,255,22.14532368,19.00016189,30,43,45,59,0.60706616,0.0000003248,191,false,,,
367,0,251,21.7495716,18.59712196,30,41,44,58,0.60718633,0,187,false,,,
368,0,248,20.19139672,17.33393612,27,38,41,54,0.60692033,0,173,false,,,
369,0,249,19.75913094,16.82513205,27,37,40,52,0.6070457,0,159,false,,,
370,0,255,22.09744868,18.91576843,31,41,45,59,0.60710643,0.0000003248,176,false,,,
371,0,248,20.60346159,17.57416151,29,39,41,54,0.60717269,0,166,false,,,
372,0,255,22.04313983,18.887353,30,41,45,58,0.60715808,0.0000003248,178,false,,,
373,0,244,21.85726428,18.68756554,30,41,45,58,0.6071951,0,179,false,,,
374,0,251,19.56618528,16.77770368,26,38,40,52,0.60697554,0,161,false,,,
375,0,252,19.8948865,16.90119606,27,37,40,52,0.6071675,0,163,true,255,121.55574087,253
376,0,249,20.43036216,17.47111759,29,39,41,54,0.60709182,0,167,false,,,
377,0,248,20.26104918,17.28787076,29,38,41,53,0.60727468,0,165,false,,,
378,0,251,20.47298004,17.54966242,27,39,41,54,0.60710936,0,174,false,,,
379,0,246,20.84971184,17.78127662,29,39,43,54,0.60735782,0,175,false,,,
380,0,251,19.51737357,16.71320067,26,37,40,52,0.60708792,0,153,false,,,
381,0,253,21.6370437,18.4191686,30,40,44,58,0.60742863,0,159,false,,,
382,0,252,22.61131447,19.34631867,31,43,46,60,0.60733931,0,170,false,,,
383,0,249,25.33898843,21.65641502,34,48,52,67,0.60745786,0,175,false,,,
384,0,255,27.96147063,23.97925801,38,53,58,74,0.60736822,0.0000003248,192,false,,,
385,0,251,26.35957584,22.58157515,36,51,54,71,0.60724122,0,179,false,,,
386,0,252,27.92625124,23.9924982,38,53,58,75,0.60710546,0,193,false,,,
387,0,251,28.06934001,23.95320604,39,53,57,75,0.60732437,0,195,false,,,
388,0,253,28.36532828,24.30633113,39,54,58,76,0.60718016,0,200,false,,,
389,0,251,27.4110382,23.41887858,38,52,55,73,0.60736919,0,193,false,,,
390,0,246,26.46433954,22.69788811,36,51,54,71,0.60711455,0,188,false,,,
391,0,251,24.73711639,21.17261026,33,47,51,66,0.60730228,0,182,false,,,
392,0,255,21.53335247,18.50475639,30,41,44,58,0.60700217,0.0000003248,174,false,,,
393,0,253,18.35290392,15.63776021,26,34,37,50,0.60734711,0,148,false,,,
394,0,249,16.02255047,13.72283535,22,30,32,44,0.60720062,0,136,false,,,
395,0,251,17.35934167,14.84145741,24,33,36,47,0.60737277,0,149,false,,,
396,0,252,20.38092652,17.51593627,27,39,41,55,0.60744909,0,173,false,,,
397,0,246,20.9277716,17.91799615,29,40,43,57,0.6074689,0,175,false,,,
398,0,255,22.00751834,18.92283805,30,43,45,60,0.60736302,0.0000003248,178,false,,,
399,0,251,19.70235495,16.92622265,26,38,40,53,0.60726558,0,165,false,,,
400,0,252,18.62846945,16.02858451,25,36,38,51,0.60634154,0,156,true,255,119.72621759,253
401,0,253,21.52072512,18.47460722,30,41,44,59,0.60665529,0,182,false,,,
402,0,252,21.23609978,18.25614469,29,40,44,58,0.60641072,0,180,false,,,
403,0,253,20.12816934,17.27209065,27,38,41,54,0.60650004,0,167,false,,,
404,0,251,20.808056,17.89946867,29,40,43,57,0.6063646,0,171,false,,,
405,0,253,20.0489767,17.10446581,29,38,40,54,0.60659911,0,166,false,,,
406,0,255,21.51733589,18.47865761,30,41,44,59,0.60654746,0.0000003248,180,false,,,
407,0,255,21.91976185,18.79579152,30,41,45,60,0.60678878,0.0000003248,185,false,,,
408,0,250,19.02810867,16.35631376,26,37,39,52,0.60647861,0,159,false,,,
409,0,250,17.82920758,15.30507173,24,34,37,48,0.60655071,0,151,false,,,
410,0,252,18.97626306,16.32286125,25,37,39,52,0.60649225,0,151,false,,,
411,0,255,17.89431422,15.29101889,25,33,37,48,0.60653869,0.0000003248,147,false,,,
412,0,255,20.50020884,17.59942181,27,39,43,55,0.60669622,0.0000003248,173,false,,,
413,0,255,18.9059805,16.19284501,26,36,39,52,0.60671895,0.0000003248,162,false,,,
414,0,253,19.03990228,16.37470443,26,37,39,52,0.60658969,0,158,false,,,
415,0,250,18.1616238,15.57346779,25,34,38,50,0.6066907,0,154,false,,,
416,0,251,19.1579546,16.47896442,26,37,39,52,0.60660658,0,167,false,,,
417,0,253,20.38980835,17.46910255,27,39,41,55,0.60682744,0,180,false,,,
418,0,249,20.23463041,17.40424096,27,39,41,55,0.60671051,0,170,false,,,
419,0,255,19.89976816,17.07519584,27,38,41,54,0.60683133,0.0000003248,171,false,,,
420,0,249,18.88100707,16.25235132,25,37,39,51,0.60651141,0,165,false,,,
421,0,245,20.50589047,17.59398883,27,39,43,55,0.60686576,0,184,false,,,
422,0,252,18.98894985,16.34691013,25,37,39,52,0.60656143,0,172,false,,,
423,0,242,19.09996388,16.30625643,26,36,39,52,0.60685894,0,171,false,,,
424,0,255,21.56096096,18.51504775,30,41,44,59,0.60688525,0.0000003248,190,false,,,
425,0,255,20.20265539,17.28662827,27,38,41,54,0.60701549,0.0000003248,188,true,255,122.14617886,253
426,0,250,18.74476139,16.13858151,25,36,39,51,0.60671863,0,179,false,,,
427,0,252,19.95470874,17.15609914,27,38,41,54,0.60697717,0,186,false,,,
428,0,253,19.54995206,16.85790828,26,38,40,53,0.60676605,0,186,false,,,
429,0,253,19.72510549,16.89865376,27,37,40,53,0.60701322,0,178,false,,,
430,0,249,19.03890223,16.37405607,26,37,39,52,0.60683231,0,169,false,,,
431,0,255,21.69964519,18.63784715,30,41,45,59,0.60713144,0.0000003248,186,false,,,
432,0,255,20.69139704,17.80956103,29,39,43,57,0.60688817,0.0000003248,181,false,,,
433,0,248,20.76733882,17.82862441,29,39,43,57,0.60702296,0,173,false,,,
434,0,252,20.50544583,17.67238118,27,39,43,55,0.60678424,0,174,false,,,
435,0,252,23.73122624,20.39096052,32,45,48,65,0.60712332,0,191,false,,,
436,0,249,22.63188629,19.47745015,31,44,46,61,0.60688103,0,186,false,,,
437,0,253,20.57155575,17.65806125,29,39,43,55,0.60705024,0,180,false,,,
438,0,255,19.1845559,16.51252965,26,37,39,52,0.60671895,0.0000003248,169,false,,,
439,0,255,18.51255265,15.87200121,25,36,38,50,0.60694826,0.0000003248,166,false,,,
440,0,250,18.0213497,15.49919155,24,34,37,48,0.60677514,0,158,false,,,
441,0,251,17.90408987,15.25820688,25,33,37,48,0.60696677,0,152,false,,,
442,0,251,20.45814636,17.54020167,29,39,41,55,0.60706583,0,170,false,,,
443,0,252,20.94051718,17.87737315,29,39,43,55,0.60729611,0,176,false,,,
444,0,251,21.39390303,18.35117033,30,40,44,57,0.60709474,0,171,false,,,
445,0,248,20.96571049,17.94014513,29,40,43,55,0.60718016,0,167,false,,,
446,0,253,19.66669482,16.88142292,26,38,40,52,0.60688038,0,163,false,,,
447,0,250,21.44079195,18.32731668,30,40,44,57,0.60717399,0,183,false,,,
448,0,251,20.55937012,17.63695833,27,39,43,54,0.6069684,0,180,false,,,
449,0,251,19.08103033,16.40371809,26,37,39,51,0.60680178,0,165,false,,,
450,0,250,18.49721391,15.93643689,25,36,38,50,0.60603429,0,161,true,255,119.55575029,253
451,0,255,19.0164518,16.30869037,26,37,39,51,0.60627041,0.0000003248,162,false,,,
452,0,253,19.56439696,16.83534912,26,38,40,52,0.60612718,0,164,false,,,
453,0,248,20.84574123,17.84050654,29,39,43,55,0.60648023,0,175,false,,,
454,0,252,21.0169364,18.0407882,29,40,43,55,0.60626262,0,172,false,,,
455,0,251,21.78116628,18.6262587,30,41,45,58,0.60646821,0,173,false,,,
456,0,251,22.71064695,19.45812104,31,44,46,59,0.60632043,0,175,false,,,
457,0,255,20.35420505,17.3759669,27,39,41,53,0.60638442,0.0000003248,169,false,,,
458,0,255,19.98391132,17.10450497,27,38,41,52,0.60623956,0.0000003248,165,false,,,
459,0,253,19.850327,16.8539241,27,37,40,51,0.60649225,0,167,false,,,
460,0,252,20.80783936,17.76055881,29,39,43,54,0.60646789,0,165,false,,,
461,0,253,21.92884927,18.67557304,30,41,45,57,0.60671376,0,167,false,,,
462,0,252,26.21374614,22.39472349,36,51,53,67,0.60680373,0,191,false,,,
463,0,252,28.57888766,24.37584927,39,54,59,73,0.60686154,0,207,false,,,
464,0,251,27.4828736,23.49942857,38,53,57,71,0.60659066,0,202,false,,,
465,0,255,23.73665258,20.23500762,32,45,48,60,0.60661015,0.0000003248,179,false,,,
466,0,250,24.10997437,20.57875639,33,46,50,61,0.60646984,0,183,false,,,
467,0,249,24.73568144,21.07326811,34,47,51,62,0.60672285,0,187,false,,,
468,0,252,23.71740527,20.27089378,32,45,48,60,0.60646724,0,179,false,,,
469,0,252,24.2531976,20.69084909,33,46,50,61,0.60672253,0,187,false,,,
470,0,251,21.3018297,18.22751949,29,41,44,54,0.60636948,0,174,false,,,
471,0,253,19.22863763,16.3923853,26,37,39,48,0.60648575,0,162,false,,,
472,0,255,20.33914628,17.39330693,27,39,41,52,0.60646367,0.0000003248,172,false,,,
473,0,252,24.03301274,20.51974372,33,46,50,61,0.60685212,0,201,false,,,
474,0,251,23.15836612,19.80424286,31,44,47,59,0.60664165,0,186,false,,,
475,0,248,23.41342674,19.95254744,32,45,47,60,0.60688622,0,185,true,255,128.73100636,253
476,0,255,23.49811197,20.07171322,32,45,48,60,0.60664263,0.0000003248,181,false,,,
477,0,249,23.87181799,20.26511529,33,45,48,60,0.60687551,0,185,false,,,
478,0,252,24.89860865,21.24720779,34,47,51,64,0.60682029,0,193,false,,,
479,0,253,24.92679234,21.2310915,34,47,51,64,0.60695086,0,199,false,,,
480,0,252,23.53593167,20.10767956,32,45,48,60,0.60673422,0,191,false,,,
481,0,252,22.66978361,19.32934713,31,44,46,58,0.60701257,0,183,false,,,
482,0,253,18.88879629,16.14544966,25,37,39,48,0.60657994,0,150,false,,,
483,0,253,18.36200758,15.60319041,25,34,37,46,0.60672805,0,157,false,,,
484,0,252,18.55172479,15.84052635,25,36,38,47,0.60663938,0,163,false,,,
485,0,251,18.70000377,15.93124114,26,36,38,47,0.60680892,0,155,false,,,
486,0,252,19.84948189,16.96728616,27,38,40,51,0.60676118,0,167,false,,,
487,0,255,22.65820242,19.29034112,31,43,46,58,0.60707266,0.0000003248,180,false,,,
488,0,255,24.48383304,20.90717932,33,47,50,62,0.60695833,0.0000003248,188,false,,,
489,0,249,26.08151427,22.15810987,36,50,53,65,0.60708532,0,194,false,,,
490,0,255,26.48826681,22.58570257,37,51,54,67,0.60697262,0.0000003248,193,false,,,
491,0,253,26.98877641,22.97943657,37,52,55,68,0.60705219,0,191,false,,,
492,0,251,25.84042987,22.07184708,36,50,53,66,0.60674299,0,189,false,,,
493,0,252,25.70221919,21.87093138,36,50,52,65,0.60688265,0,187,false,,,
494,0,252,26.67926241,22.76050648,37,51,54,67,0.60676118,0,197,false,,,
495,0,245,27.59780465,23.47040708,38,52,57,71,0.60701939,0,192,false,,,
496,0,253,22.17413683,18.89586687,31,43,45,57,0.6068492,0,165,false,,,
497,0,251,21.5439765,18.30789145,30,41,44,55,0.60699503,0,166,false,,,
498,0,255,19.8071456,16.90001636,27,38,40,51,0.60674299,0.0000003248,152,false,,,
499,0,251,18.74797945,16.01074944,25,36,38,47,0.6066462,0,147,false,,,
500,0,253,20.46346941,17.50397274,27,39,43,52,0.60606904,0,156,true,255,122.71524279,253
501,0,255,24.40661288,20.75208094,33,46,50,62,0.60653545,0.0000003248,177,false,,,
502,0,252,25.79417624,22.00211112,36,50,53,66,0.6064523,0,184,false,,,
503,0,252,25.60491407,21.79380616,36,48,52,65,0.60653837,0,176,false,,,
504,0,253,24.00592717,20.49193395,33,46,50,61,0.60627171,0,168,false,,,
505,0,255,24.07316218,20.49355977,33,46,50,61,0.60646594,0.0000003248,176,false,,,
506,0,251,26.14326156,22.30694624,36,50,53,66,0.60634284,0,195,false,,,
507,0,249,25.14407062,21.35116204,34,47,51,62,0.60661957,0,192,false,,,
508,0,255,22.50218359,19.18959918,31,43,46,57,0.60635648,0.0000003248,181,false,,,
509,0,252,21.55345464,18.33938452,30,41,44,54,0.60656305,0,182,false,,,
510,0,253,18.91714076,16.15762522,26,37,39,48,0.60625158,0,161,false,,,
511,0,251,17.09884756,14.52188691,24,32,34,43,0.60641137,0,147,false,,,
512,0,250,17.71877071,15.0915794,24,33,37,44,0.60636071,0,150,false,,,
513,0,250,19.14373771,16.19187667,27,36,38,48,0.60667965,0,155,false,,,
514,0,255,18.06256837,15.36175289,25,34,37,45,0.60652083,0.0000003248,147,false,,,
515,0,246,17.13975833,14.54111816,24,32,34,43,0.60661145,0,143,false,,,
516,0,255,16.9546938,14.45762979,23,32,34,43,0.60649062,0.0000003248,139,false,,,
517,0,249,18.63424429,15.87228302,25,36,38,47,0.60673844,0,158,false,,,
518,0,255,22.40022807,19.13953382,31,43,46,58,0.60679918,0.0000003248,177,false,,,
519,0,251,24.44588213,20.78719872,33,46,50,61,0.60698171,0,192,false,,,
520,0,249,24.10477961,20.55927556,33,46,50,61,0.60679755,0,186,false,,,
521,0,252,22.755604,19.3511564,31,44,46,58,0.60691968,0,176,false,,,
522,0,250,20.47042943,17.4787821,27,39,41,52,0.60659781,0,156,false,,,
523,0,250,20.60354864,17.52743976,29,39,41,52,0.60680892,0,156,false,,,
524,0,255,21.683487,18.50239035,30,41,44,55,0.60665367,0.0000003248,166,false,,,
525,0,245,20.5599515,17.47251098,29,39,41,52,0.60673097,0,154,true,255,122.84275118,253
526,0,249,22.61930246,19.27311713,31,44,46,57,0.60676475,0,177,false,,,
527,0,252,21.04543092,17.91051718,29,40,43,52,0.60676605,0,169,false,,,
528,0,251,22.7775575,19.4447643,31,44,46,58,0.60666082,0,192,false,,,
529,0,255,18.71445971,15.91121972,26,36,38,47,0.60667283,0.0000003248,158,false,,,
530,0,252,19.2884066,16.43288932,26,37,39,48,0.60663158,0,160,false,,,
531,0,252,18.5568403,15.74547348,26,36,38,46,0.60683458,0,154,false,,,
532,0,248,19.92840527,16.97367978,27,38,40,50,0.6067982,0,163,false,,,
533,0,248,20.16433551,17.14544049,27,38,41,51,0.60692585,0,159,false,,,
534,0,252,22.3558498,19.05992077,31,43,45,57,0.60682386,0,177,false,,,
535,0,255,23.68821341,20.13817672,32,45,48,59,0.60699373,0.0000003248,186,false,,,
536,0,255,22.8599682,19.49554773,31,44,46,57,0.60673747,0.0000003248,182,false,,,
537,0,249,22.42377403,19.01387676,31,43,45,55,0.60685374,0,176,false,,,
538,0,250,22.33750932,19.01049607,31,43,45,55,0.60679366,0,178,false,,,
539,0,246,21.1114184,17.91057539,30,40,43,52,0.60685277,0,176,false,,,
540,0,248,21.05653239,17.92178795,29,40,43,52,0.60671701,0,182,false,,,
541,0,253,20.55676397,17.44134966,29,39,41,51,0.60687096,0,173,false,,,
542,0,251,19.61867398,16.70688049,27,38,40,48,0.60668225,0,166,false,,,
543,0,255,18.60302247,15.7884738,26,36,38,46,0.60676215,0.0000003248,161,false,,,
544,0,252,22.02733209,18.75192937,30,43,45,54,0.60691513,0,178,false,,,
545,0,255,23.63488999,20.07227718,32,45,48,59,0.60709572,0.0000003248,184,false,,,
546,0,253,24.36271661,20.75207728,33,46,50,60,0.60689012,0,186,false,,,
547,0,255,26.1435974,22.18259959,36,50,53,65,0.60711228,0.0000003248,200,false,,,
548,0,252,24.32320473,20.6920389,33,46,50,60,0.60682224,0,190,false,,,
549,0,252,24.34746004,20.70534877,33,46,50,60,0.60685472,0,184,false,,,
550,0,255,25.85502028,22.01955151,36,50,53,64,0.60634804,0.0000003248,192,true,255,134.1792309,253
551,0,252,25.52071928,21.67160289,36,48,52,62,0.60662866,0,194,false,,,
552,0,251,20.84617906,17.73673741,29,40,43,51,0.60628665,0,159,false,,,
553,0,249,17.8178924,15.12045823,25,34,37,44,0.6064091,0,142,false,,,
554,0,252,18.05479669,15.36515968,25,34,37,44,0.60622851,0,143,false,,,
555,0,252,20.4411947,17.30589948,29,39,41,50,0.60662931,0,161,false,,,
556,0,251,22.76781724,19.35792907,31,44,46,57,0.60669557,0,170,false,,,
557,0,251,23.98161534,20.34189094,33,46,48,59,0.60681574,0,178,false,,,
558,0,253,26.74843677,22.74594675,37,51,54,65,0.60672513,0,198,false,,,
559,0,250,26.39100911,22.37484755,37,51,53,65,0.60686381,0,197,false,,,
560,0,250,25.85287112,21.98575079,36,50,53,64,0.60658644,0,191,false,,,
561,0,245,22.3567222,18.95999982,31,43,45,54,0.60657117,0,172,false,,,
562,0,252,23.59593059,20.05813085,32,45,48,58,0.6066004,0,182,false,,,
563,0,253,22.96996562,19.4890619,32,44,46,57,0.60675663,0,181,false,,,
564,0,252,21.85855372,18.62381256,30,41,45,54,0.60647633,0,178,false,,,
565,0,250,19.18025238,16.27629782,26,37,39,47,0.60663321,0,164,false,,,
566,0,255,19.16974691,16.31540481,26,37,39,47,0.6065322,0.0000003248,170,false,,,
567,0,253,18.42226634,15.58445753,26,34,37,45,0.6067183,0,162,false,,,
568,0,251,17.85692617,15.17580693,25,34,37,44,0.60657247,0,152,false,,,
569,0,255,18.4088624,15.61243981,25,36,38,45,0.60679723,0.0000003248,157,false,,,
570,0,251,19.64880515,16.72127023,27,38,40,48,0.60676865,0,156,false,,,
571,0,252,22.87595782,19.39885315,32,44,46,55,0.6070483,0,175,false,,,
572,0,252,25.43440227,21.66396122,34,48,52,62,0.60697652,0,193,false,,,
573,0,255,25.74948553,21.84179382,36,48,52,64,0.60707136,0.0000003248,198,false,,,
574,0,251,24.47031868,20.8307901,33,47,50,60,0.6068872,0,193,false,,,
575,0,252,24.28087494,20.62915159,33,46,50,60,0.60707818,0,188,true,255,130.65064543,253
576,0,249,20.80019338,17.71140288,29,40,43,51,0.60676508,0,171,false,,,
577,0,250,20.4434741,17.34894138,29,39,41,50,0.60698009,0,168,false,,,
578,0,253,18.82603012,16.04082232,26,36,38,46,0.60670271,0,169,false,,,
579,0,255,18.36168376,15.56755812,25,34,37,45,0.6068401,0.0000003248,157,false,,,
580,0,252,19.22412916,16.36791082,26,37,39,47,0.60680405,0,165,false,,,
581,0,251,22.58594739,19.18889455,31,43,46,55,0.60713696,0,193,false,,,
582,0,255,22.56233744,19.21886873,31,44,46,55,0.60689304,0.0000003248,190,false,,,
583,0,255,22.93332493,19.43750318,32,44,46,55,0.60704407,0.0000003248,200,false,,,
584,0,253,22.06603295,18.77396647,31,43,45,53,0.60690441,0,183,false,,,
585,0,249,21.18223492,17.93280827,30,40,43,51,0.60706713,0,175,false,,,
586,0,250,20.67641136,17.58595686,29,39,41,51,0.6068846,0,177,false,,,
587,0,251,21.98099596,18.65259808,31,41,45,53,0.60711553,0,185,false,,,
588,0,251,21.83713256,18.59756959,30,41,44,53,0.60691318,0,180,false,,,
589,0,250,22.52446383,19.12470122,31,43,46,54,0.60703271,0,186,false,,,
590,0,249,21.82086102,18.58878106,30,41,44,53,0.6068034,0,173,false,,,
591,0,250,23.83635403,20.20798956,33,45,48,58,0.60706681,0,186,false,,,
592,0,255,25.90175233,22.03833295,36,50,52,62,0.60708695,0.0000003248,185,false,,,
593,0,251,30.27541905,25.71687531,41,58,61,73,0.60727857,0,200,false,,,
594,0,250,27.20587085,23.12995835,38,52,55,65,0.60698821,0,178,false,,,
595,0,248,28.85750885,24.46979821,40,55,59,69,0.60716425,0,184,false,,,
596,0,250,28.69946299,24.39376705,39,55,58,68,0.60697229,0,186,false,,,
597,0,251,29.24408874,24.76699418,40,55,59,69,0.60714963,0,188,false,,,
598,0,248,25.85117569,21.93145977,36,50,52,61,0.60690928,0,163,false,,,
599,0,251,29.10972915,24.71765666,40,57,59,68,0.60696547,0,187,false,,,
600,0,252,24.40639884,20.75162957,33,47,50,58,0.60605215,0,155,true,255,130.93620521,253
601,0,252,26.49519304,22.40112405,37,51,53,62,0.6064078,0,177,false,,,
602,0,249,27.96440352,23.71693763,39,53,57,66,0.60631621,0,184,false,,,
603,0,250,28.28026595,23.88660563,39,54,57,66,0.6066108,0,177,false,,,
604,0,252,29.34257351,24.86111397,40,57,59,68,0.60640488,0,189,false,,,
605,0,250,29.62454431,25.0652301,41,57,60,69,0.60660235,0,193,false,,,
606,0,252,24.8785984,21.07691028,34,47,51,58,0.60627399,0,167,false,,,
607,0,255,24.02993434,20.2964989,33,46,48,55,0.60650816,0.0000003248,164,false,,,
608,0,250,24.80318474,21.01479774,34,47,51,58,0.60629607,0,177,false,,,
609,0,252,21.38939034,18.03651023,30,40,43,50,0.60648803,0,163,false,,,
610,0,248,19.97301966,16.90146531,27,38,40,46,0.60633635,0,159,false,,,
611,0,246,22.56006778,19.04348265,31,43,46,52,0.60673747,0,182,false,,,
612,0,252,22.61738682,19.1596093,31,44,46,52,0.60658352,0,178,false,,,
613,0,252,22.94195407,19.36948619,32,44,46,53,0.60672967,0,191,false,,,
614,0,255,22.76856751,19.30668257,31,44,46,53,0.60662022,0.0000003248,191,false,,,
615,0,255,20.42010353,17.24714823,29,39,41,47,0.60677514,0.0000003248,185,false,,,
616,0,252,20.01924049,16.98695167,27,38,40,47,0.60656987,0,187,false,,,
617,0,252,19.3073119,16.34665167,27,37,39,45,0.60668518,0,191,false,,,
618,0,252,19.09566556,16.22473476,26,37,39,45,0.60655396,0,191,false,,,
619,0,255,19.49585433,16.46229842,27,37,39,45,0.60684985,0.0000003248,186,false,,,
620,0,251,20.83522992,17.66768344,29,40,43,48,0.60680373,0,193,false,,,
621,0,253,20.52382463,17.30989391,29,39,41,47,0.60700835,0,183,false,,,
622,0,251,20.25072462,17.14876853,29,39,41,46,0.60679755,0,182,false,,,
623,0,251,19.64807339,16.60459359,27,38,39,45,0.60685764,0,170,false,,,
624,0,251,21.30733821,18.05906441,30,40,43,48,0.60678586,0,173,false,,,
625,0,255,23.05950426,19.47769043,32,44,46,53,0.60695151,0.0000003248,177,true,255,127.86897539,253
626,0,252,23.75354903,20.13509842,33,45,48,54,0.60683588,0,175,false,,,
627,0,255,23.91619821,20.17613198,33,45,48,54,0.60706908,0.0000003248,188,false,,,
628,0,253,23.27227147,19.71298907,32,45,47,53,0.60684985,0,180,false,,,
629,0,252,20.0508329,16.94212185,27,38,40,46,0.60706518,0,156,false,,,
630,0,252,17.37790334,14.73745082,24,33,36,40,0.6067576,0,134,false,,,
631,0,251,19.76716798,16.68157612,27,38,39,45,0.60711845,0,157,false,,,
632,0,255,22.51021835,19.07027445,31,43,45,51,0.60710481,0.0000003248,174,false,,,
633,0,249,23.82296958,20.08775938,33,45,47,54,0.60726396,0,171,false,,,
634,0,249,25.82101659,21.84734342,36,50,52,58,0.60714866,0,177,false,,,
635,0,249,26.70980281,22.54794582,37,51,54,60,0.60720939,0,171,false,,,
636,0,251,29.9245688,25.33513515,41,58,60,67,0.60706713,0,186,false,,,
637,0,255,26.26939184,22.15798676,37,50,53,59,0.60714768,0.0000003248,165,false,,,
