subject_frame_id,subject_name,pair_id,sar_frame,split,source_region_id,posthoc_evaluation_label,subject_motion_model,persistent_subject_status,relative_aspect_angle_deg,aspect_angle_ci_width_deg,aspect_observability_status,absolute_range_m_grid,center_x,center_y,total_energy,mean_energy,local_background_normalized_energy,high_energy_pixel_fraction,response_occupancy_ratio,inside_vs_ring_contrast,energy_entropy_proxy,range_energy90_width_m,azimuth_energy90_width_m,body_long_energy90_width_m,body_short_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,body_long_second_moment_width_m,body_short_second_moment_width_m,energy_centroid_range_offset_m,energy_centroid_azimuth_offset_m,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,response_principal_axis_deg,principal_minus_body_axial_deg,principal_minus_range_axial_deg,response_compactness,response_linearity,response_fragment_count,response_fragmentation_index,radar_near_half_energy,radar_far_half_energy,near_far_energy_ratio,counterfactual_role
fixed_strong_scatterer_sar000358,fixed_strong_scatterer,WGV35A_PAIR_0100,358,calibration,E0_R1_REG_000358_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,77.934703,0.756761,OBSERVABLE_HIGH,42.797695,1132.158395,1164.457828,518979,47.119938,0.947044,0.040585,0.040585,0,0.850669,1.954685,4.102931,4.273212,1.833082,0,0,5.732123,2.263339,-6.859784,0.432975,1.767182,6.642377,-178.868036,2.152148,81.378689,0.137876,2.510512,247,24.917781,0,518979,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000359,fixed_strong_scatterer,WGV35A_PAIR_0103,359,calibration,E0_R1_REG_000359_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,78.296571,1.075786,OBSERVABLE_HIGH,42.859872,1132.158395,1164.457828,541846,49.196114,0.95052,0.045578,0.045578,0,0.844893,1.775547,3.862798,4.212821,1.797359,0,0,5.655555,2.156826,-6.847977,0.415594,1.687058,6.649913,-175.397536,5.735303,77.908189,0.129795,2.657454,216,21.790449,0,541846,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000360,fixed_strong_scatterer,WGV35A_PAIR_0106,360,calibration,E0_R1_REG_000360_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.168433,0.821327,OBSERVABLE_HIGH,43.02475,1132.158395,1164.457828,501193,45.356834,0.968832,0.051765,0.051765,0,0.818648,1.579942,3.788945,4.034668,1.558867,0,0,5.20768,1.751246,-6.851262,0.305828,1.403742,6.712885,-176.066992,5.232743,78.577645,0.103744,3.017069,199,20.010055,0,501193,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000361,fixed_strong_scatterer,WGV35A_PAIR_0109,361,guard,E0_R1_REG_000361_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,81.472382,0.500225,OBSERVABLE_HIGH,43.243708,1132.158395,1164.457828,473219,42.372761,0.954866,0.0488,0.0488,0,0.832045,2.010414,4.26111,4.435737,1.835022,0,0,6.131442,2.227426,-6.779114,0.180044,1.185925,6.677004,-175.430484,5.254566,77.941137,0.112007,2.684491,255,25.370105,0,473219,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000362,fixed_strong_scatterer,WGV35A_PAIR_0112,362,guard,E0_R1_REG_000362_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,81.625698,0.496847,OBSERVABLE_MEDIUM,43.273365,1132.158395,1164.457828,473263,42.251854,0.983384,0.037318,0.037318,0,0.856473,1.971152,4.166114,4.437502,1.865899,0,0,5.847291,2.29632,-6.749294,0.143206,1.191891,6.644763,-175.341436,4.761976,77.852089,0.138262,2.54337,232,23.013818,0,473263,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000363,fixed_strong_scatterer,WGV35A_PAIR_0115,363,guard,E0_R1_REG_000363_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,83.548858,0.591604,OBSERVABLE_MEDIUM,43.57028,1132.158395,1164.457828,468174,42.530342,0.988866,0.029251,0.029251,0,0.87134,1.91667,4.24939,4.32984,1.886361,0,0,5.561141,2.375992,-6.786041,-0.070133,0.794011,6.739794,178.405677,2.158822,84.104976,0.126389,2.345637,249,25.133236,0,468174,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000364,fixed_strong_scatterer,WGV35A_PAIR_0118,364,guard,E0_R1_REG_000364_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,84.490382,0.750823,OBSERVABLE_MEDIUM,43.726661,1132.158395,1164.457828,452152,40.94838,0.962035,0.025629,0.025629,0,0.861673,2.05785,4.198634,4.261293,1.910262,0,0,5.412153,2.492124,-6.706764,-0.146117,0.603127,6.681188,-179.113004,0.509061,81.623657,0.170709,2.179183,215,21.634567,0,452152,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000365,fixed_strong_scatterer,WGV35A_PAIR_0121,365,guard,E0_R1_REG_000365_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,84.015776,0.717491,OBSERVABLE_MEDIUM,43.761633,1132.158395,1164.457828,463369,42.093842,0.98965,0.02371,0.02371,0,0.876268,1.844202,4.014986,4.285479,1.858755,0,0,5.408792,2.422109,-6.685196,-0.145321,0.612616,6.658653,-179.797684,0.383881,82.308337,0.147897,2.238621,213,21.499516,0,463369,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000366,fixed_strong_scatterer,WGV35A_PAIR_0123,366,guard,E0_R1_REG_000366_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,86.408118,0.693537,OBSERVABLE_MEDIUM,44.129754,1132.158395,1164.457828,457667,41.575855,0.987581,0.021802,0.021802,0,0.862711,1.930951,4.083677,4.193126,1.893068,0,0,5.316642,2.421259,-6.656729,-0.355183,0.112486,6.665249,176.970467,3.489173,85.540186,0.148302,2.205376,195,19.682655,0,457667,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000367,fixed_strong_scatterer,WGV35A_PAIR_0126,367,guard,E0_R1_REG_000367_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,85.565637,1.102981,OBSERVABLE_MEDIUM,44.219914,1132.158395,1164.457828,473068,42.193008,0.990528,0.025419,0.025419,0,0.870457,1.960208,4.087276,4.258578,1.910984,0,0,5.337487,2.488491,-6.611887,-0.393277,0.138074,6.622134,-177.203254,1.369422,79.713907,0.166329,2.155221,224,22.198438,0,473068,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000368,fixed_strong_scatterer,WGV35A_PAIR_0130,368,guard,E0_R1_REG_000368_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,86.243748,0.639295,OBSERVABLE_MEDIUM,44.369756,1132.158395,1164.457828,477458,42.813667,1.004205,0.052367,0.052367,0,0.856855,4.372493,1.816433,4.458147,1.808814,0,0,5.793328,2.320044,-6.665507,-0.484274,-6.665507,-0.484274,90.4505,88.282289,7.939847,0.130135,2.504972,329,32.779372,0,477458,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000369,fixed_strong_scatterer,WGV35A_PAIR_0133,369,guard,E0_R1_REG_000369_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,86.155372,0.756779,OBSERVABLE_MEDIUM,44.268762,1132.158395,1164.457828,500617,44.866196,1.009579,0.0544,0.0544,0,0.864466,4.429194,1.763606,4.406631,1.813752,0,0,5.6024,2.237184,-6.687529,-0.433394,-6.687529,-0.433394,89.250234,87.069807,6.739581,0.12623,2.504088,324,32.263847,0,500617,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000370,fixed_strong_scatterer,WGV35A_PAIR_0135,370,guard,E0_R1_REG_000370_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,87.065137,0.748661,OBSERVABLE_MEDIUM,44.655267,1132.158395,1164.457828,486111,44.039772,0.986095,0.042399,0.042399,0,0.857475,1.864691,4.46606,4.332949,1.840082,0,0,5.370198,2.414119,-6.601545,-0.629198,-0.286585,6.625267,-174.112848,3.37312,76.623501,0.135457,2.229986,283,28.487447,0,486111,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000371,fixed_strong_scatterer,WGV35A_PAIR_0138,371,posthoc_diagnosis,E0_R1_REG_000371_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,87.320613,0.671717,OBSERVABLE_MEDIUM,44.697448,1132.158395,1164.457828,495996,44.963829,1.002112,0.045145,0.045145,0,0.869674,1.773466,4.288288,4.286567,1.827325,0,0,5.373397,2.385455,-6.61424,-0.660379,-0.376817,6.636436,-176.953626,0.756319,79.464279,0.150173,2.248792,303,30.52005,0,495996,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000372,fixed_strong_scatterer,WGV35A_PAIR_0140,372,posthoc_diagnosis,E0_R1_REG_000372_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,89.680934,0.492632,OBSERVABLE_MEDIUM,44.984506,1132.158395,1164.457828,533792,47.94252,1.003834,0.044548,0.044548,0,0.855992,1.68076,4.306754,4.305925,1.84196,0,0,5.628775,2.359172,-6.71131,-0.844974,-0.894828,6.704844,-177.606218,0.890871,80.116871,0.136169,2.368705,240,23.950662,0,533792,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000373,fixed_strong_scatterer,WGV35A_PAIR_0143,373,posthoc_diagnosis,E0_R1_REG_000373_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,88.57443,0.449312,OBSERVABLE_MEDIUM,45.136793,1132.158395,1164.457828,480687,43.643272,1.018372,0.07091,0.07091,0,0.847657,1.630389,3.926904,4.18692,1.763783,0,0,5.703284,2.283212,-6.686842,-0.912271,-1.103606,6.657939,-176.983975,1.986156,79.494628,0.156971,2.463652,271,27.338942,0,480687,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000374,fixed_strong_scatterer,WGV35A_PAIR_0146,374,posthoc_diagnosis,E0_R1_REG_000374_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,86.799875,0.643103,OBSERVABLE_MEDIUM,45.32713,1132.158395,1164.457828,474171,43.075127,1.045225,0.0873,0.0873,0,0.799315,1.53658,3.921345,3.869866,1.284716,0,0,6.25981,1.683492,-6.718017,-1.034896,-1.423003,6.64664,-179.07341,0.450098,81.584063,0.143553,3.480804,236,23.821059,0,474171,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000375,fixed_strong_scatterer,WGV35A_PAIR_0149,375,posthoc_diagnosis,E0_R1_REG_000375_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,86.191205,0.502137,OBSERVABLE_MEDIUM,45.441844,1132.158395,1164.457828,457525,40.86504,1.019379,0.073687,0.073687,0,0.862888,4.006906,1.856905,4.119962,1.85982,0,0,5.108633,2.380697,-6.666367,-1.032025,-6.666367,-1.032025,87.018347,87.134626,4.507694,0.168786,2.198682,323,32.055099,0,457525,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000376,fixed_strong_scatterer,WGV35A_PAIR_0152,376,posthoc_diagnosis,E0_R1_REG_000376_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,86.441194,0.7266,OBSERVABLE_MEDIUM,45.362344,1132.158395,1164.457828,437222,38.802094,1.019156,0.086706,0.086706,0,0.849009,3.769369,1.883254,4.083688,1.88772,0,0,4.963306,2.431768,-6.695836,-0.993558,-6.695836,-0.993558,86.080006,86.535379,3.569353,0.149555,2.106646,337,33.230781,0,437222,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000377,fixed_strong_scatterer,WGV35A_PAIR_0156,377,posthoc_diagnosis,E0_R1_REG_000377_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,82.565093,0.59154,OBSERVABLE_MEDIUM,45.908567,1132.158395,1164.457828,412588,37.150009,1.022247,0.085269,0.085269,0,0.852701,3.679738,1.943213,3.78327,1.929803,0,0,4.652146,2.604956,-6.895879,-1.29831,-6.895879,-1.29831,88.460179,89.371903,5.949526,0.15902,1.850627,304,30.41399,0,412588,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000378,fixed_strong_scatterer,WGV35A_PAIR_0159,378,posthoc_diagnosis,E0_R1_REG_000378_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,83.018258,0.631028,OBSERVABLE_MEDIUM,45.721752,1132.158395,1164.457828,448865,40.066502,1.044822,0.100152,0.100152,0,0.845547,3.696281,1.92008,3.696281,1.92008,0,0,4.349872,2.590617,-6.797595,-1.184517,-6.797595,-1.184517,89.168713,89.296367,6.65806,0.142282,1.746235,335,33.225227,0,448865,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000379,fixed_strong_scatterer,WGV35A_PAIR_0162,379,posthoc_diagnosis,E0_R1_REG_000379_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.750322,0.784061,OBSERVABLE_MEDIUM,46.063913,1132.158395,1164.457828,442323,39.556698,1.061246,0.128868,0.128868,0,0.846825,3.620054,1.9402,2.88354,1.951322,0,0,3.79543,2.744479,-6.996614,-1.399822,-6.996614,-1.399822,92.263806,86.006959,9.753153,0.184104,1.474884,363,36.069874,0,442323,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000380,fixed_strong_scatterer,WGV35A_PAIR_0165,380,posthoc_diagnosis,E0_R1_REG_000380_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,80.448117,1.051576,OBSERVABLE_MEDIUM,46.005467,1132.158395,1164.457828,464600,41.593555,1.068142,0.13966,0.13966,0,0.824769,3.164924,1.959971,3.041855,1.972719,0,0,3.676721,2.708774,-6.975006,-1.376748,-6.975006,-1.376748,92.878426,84.563021,10.367773,0.192877,1.456576,348,34.616532,0,464600,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000381,fixed_strong_scatterer,WGV35A_PAIR_0168,381,posthoc_diagnosis,E0_R1_REG_000381_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,78.528843,1.155841,OBSERVABLE_MEDIUM,46.264984,1132.158395,1164.457828,495772,44.583813,1.072399,0.143975,0.143975,0,0.778865,3.001165,1.929383,1.834199,1.858015,0,0,2.104075,2.433733,-7.074076,-1.530901,-7.074076,-1.530901,89.788705,87.401077,7.278052,0.192519,1.388377,332,33.173461,0,495772,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000382,fixed_strong_scatterer,WGV35A_PAIR_0170,382,posthoc_diagnosis,E0_R1_REG_000382_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,77.697484,0.802232,OBSERVABLE_MEDIUM,46.171023,1132.158395,1164.457828,505586,45.125492,1.07714,0.147894,0.147894,0,0.773812,2.673665,1.87744,1.759747,1.770399,0,0,2.017702,2.138937,-7.084275,-1.485946,-7.084275,-1.485946,82.86474,85.794018,0.354087,0.244683,1.507148,285,28.263715,0,505586,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000383,fixed_strong_scatterer,WGV35A_PAIR_0172,383,posthoc_diagnosis,E0_R1_REG_000383_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,73.704256,0.630282,OBSERVABLE_MEDIUM,46.757425,1132.158395,1164.457828,498620,44.377003,1.110209,0.17168,0.17168,0,0.776627,2.450669,1.866296,1.667931,1.667931,0,0,1.926585,1.942469,-7.333243,-1.776974,-7.333243,-1.776974,83.134438,85.948988,0.623785,0.284688,1.57502,265,26.205451,0,498620,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000384,fixed_strong_scatterer,WGV35A_PAIR_0175,384,posthoc_diagnosis,E0_R1_REG_000384_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,75.631794,0.549801,OBSERVABLE_MEDIUM,46.511181,1132.158395,1164.457828,483434,43.117554,1.103085,0.185159,0.185159,0,0.774938,3.265031,1.823264,2.030583,1.581303,0,0,2.395012,1.718279,-7.228308,-1.653941,-7.228308,-1.653941,85.698021,88.272372,3.187368,0.236845,2.220599,340,33.694058,0,483434,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000385,fixed_strong_scatterer,WGV35A_PAIR_0178,385,posthoc_diagnosis,E0_R1_REG_000385_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,73.203087,0.534549,OBSERVABLE_MEDIUM,47.035306,1132.158395,1164.457828,463916,41.47662,1.023067,0.149307,0.149307,0,0.7682,1.703345,2.798739,1.711044,1.142602,0,0,1.991457,1.385634,-7.436956,-1.896039,-3.937016,6.588109,-179.305418,2.87872,81.816071,0.39636,1.484083,255,25.331545,0,463916,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000386,fixed_strong_scatterer,WGV35A_PAIR_0180,386,posthoc_diagnosis,E0_R1_REG_000386_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,73.62573,0.781584,OBSERVABLE_MEDIUM,47.040883,1132.158395,1164.457828,499358,45.166245,1.016681,0.14508,0.14508,0,0.766173,1.732508,3.051632,1.825024,1.197539,0,0,2.255335,1.432503,-7.444014,-1.893404,-3.877524,6.630469,-174.997365,6.623761,77.508018,0.373501,1.641456,262,26.3306,0,499358,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000387,fixed_strong_scatterer,WGV35A_PAIR_0181,387,posthoc_diagnosis,E0_R1_REG_000387_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,74.216398,0.629758,OBSERVABLE_MEDIUM,47.113588,1132.158395,1164.457828,453438,41.169239,1.03125,0.146087,0.146087,0,0.773694,1.647131,3.006727,1.616623,1.205669,0,0,1.960271,1.451662,-7.46255,-1.906989,-3.888105,6.648977,-170.885875,10.276628,73.396528,0.390639,1.437247,264,26.63277,0,453438,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000388,fixed_strong_scatterer,WGV35A_PAIR_0183,388,posthoc_diagnosis,E0_R1_REG_000388_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,71.743741,0.764837,OBSERVABLE_MEDIUM,47.392113,1132.158395,1164.457828,601653,53.776634,1.090244,0.169914,0.169914,0,0.78134,3.755898,1.589572,2.431389,1.303592,0,0,2.628246,1.501498,-7.768518,-2.038042,-7.768518,-2.038042,96.821933,82.090626,14.31128,0.26436,1.947259,312,30.98558,0,601653,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000389,fixed_strong_scatterer,WGV35A_PAIR_0185,389,posthoc_diagnosis,E0_R1_REG_000389_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,70.924933,1.721997,OBSERVABLE_MEDIUM,47.533665,1132.158395,1164.457828,510278,45.797703,1.070746,0.153832,0.153832,0,0.789114,3.698092,1.579359,2.67505,1.166469,0,0,2.882499,1.389701,-7.666601,-2.078851,-7.666601,-2.078851,98.064676,81.026908,15.554023,0.229589,2.226344,343,34.20491,0,510278,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000390,fixed_strong_scatterer,WGV35A_PAIR_0188,390,posthoc_diagnosis,E0_R1_REG_000390_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,71.40158,1.003509,OBSERVABLE_MEDIUM,47.669834,1132.158395,1164.457828,445426,39.884132,1.06148,0.131537,0.131537,0,0.782211,3.772397,1.632787,2.852824,1.014185,0,0,3.147351,1.333469,-7.783003,-2.13949,-7.783003,-2.13949,103.818001,75.674195,21.307348,0.26005,2.502864,341,33.926297,0,445426,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000391,fixed_strong_scatterer,WGV35A_PAIR_0189,391,posthoc_diagnosis,E0_R1_REG_000391_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,71.044695,1.332495,OBSERVABLE_MEDIUM,47.649661,1132.158395,1164.457828,588392,52.685532,1.038197,0.108345,0.108345,0,0.801007,3.931268,1.672913,3.734061,1.392489,0,0,4.159106,1.742819,-7.732171,-2.130796,-7.732171,-2.130796,106.828299,72.794506,24.317646,0.151453,2.456254,343,34.125279,0,588392,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000392,fixed_strong_scatterer,WGV35A_PAIR_0192,392,posthoc_diagnosis,E0_R1_REG_000392_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,71.074126,1.57694,OBSERVABLE_MEDIUM,47.922857,1132.158395,1164.457828,550261,48.438469,1.02368,0.124032,0.124032,0,0.7777,1.805569,3.529348,1.529876,1.53002,0,0,2.381294,1.794157,-7.982739,-2.224524,-4.76005,6.783402,-167.014669,13.024659,69.525322,0.301058,1.700252,267,26.115023,0,550261,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000393,fixed_strong_scatterer,WGV35A_PAIR_0193,393,posthoc_diagnosis,E0_R1_REG_000393_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,71.758453,3.612792,OBSERVABLE_MEDIUM,48.187447,1132.158395,1164.457828,467688,41.765316,1.00221,0.076799,0.076799,0,0.860195,4.274236,1.757541,4.28485,1.784562,0,0,5.367383,2.288908,-8.096995,-2.385666,-8.096995,-2.385666,109.994658,70.427683,27.484005,0.135119,2.354107,343,34.033855,0,467688,0,persistent_world_fixed_strong_scatterer
fixed_strong_scatterer_sar000394,fixed_strong_scatterer,WGV35A_PAIR_0195,394,posthoc_diagnosis,E0_R1_REG_000394_0045,negative,WORLD_FIXED_SUBJECT,PERSISTENT_WORLD_FIXED,72.739639,3.239803,OBSERVABLE_MEDIUM,48.110032,1132.158395,1164.457828,525768,47.593735,1.037794,0.135602,0.135602,0,0.769916,1.602258,2.913899,1.487524,1.291708,0,0,1.902135,1.628747,-7.963671,-2.231539,-4.750789,6.769772,-169.448023,9.662283,71.958676,0.399074,1.291378,240,24.139284,0,525768,0,persistent_world_fixed_strong_scatterer
