response_unit_id,sar_frame,threshold_setting,threshold_value,component_count,largest_component_pixels,core_component_persistent,principal_axis_angle_to_range_deg,range_p80_width_m,azimuth_p80_width_m,scale_yaw_feasible,threshold_stability_count,principal_axis_angle_std_deg,range_p80_width_std_m,azimuth_p80_width_std_m,scale_yaw_feasible_fraction
R21B00147,259,positive_weight_q70,17,364,1556,true,14.609946,2.613195,2.185383,true,3,0.517962,0.044252,0.121272,1
R21B00147,259,positive_weight_q85,24,282,500,true,15.386533,2.554367,2.037551,true,3,0.517962,0.044252,0.121272,1
R21B00148,259,positive_weight_q50,9,109,260,true,21.083059,2.20616,0.844245,false,3,0.180618,0.109595,0.029089,0
R21B00148,259,positive_weight_q70,14,109,194,true,21.308196,2.146522,0.830445,false,3,0.180618,0.109595,0.029089,0
R21B00148,259,positive_weight_q85,19,69,72,true,20.865796,1.949665,0.776806,false,3,0.180618,0.109595,0.029089,0
R21B00149,259,positive_weight_q50,12,404,5151,true,14.129353,2.662627,2.334604,true,3,0.517962,0.044252,0.121272,1
R21B00149,259,positive_weight_q70,17,364,1556,true,14.609946,2.613195,2.185383,true,3,0.517962,0.044252,0.121272,1
R21B00149,259,positive_weight_q85,24,282,500,true,15.386533,2.554367,2.037551,true,3,0.517962,0.044252,0.121272,1
R21B00150,260,positive_weight_q50,12,238,2356,true,82.613056,1.17966,2.607219,true,3,1.4942,0.064186,0.206488,0.666667
R21B00150,260,positive_weight_q70,18,239,718,true,80.842828,1.130472,2.469805,true,3,1.4942,0.064186,0.206488,0.666667
R21B00150,260,positive_weight_q85,26,203,162,true,78.953673,1.025742,2.116961,false,3,1.4942,0.064186,0.206488,0.666667
R21B00151,260,positive_weight_q50,13,153,1346,true,72.445778,0.809084,1.325493,false,3,2.628882,0.124309,0.076443,0
R21B00151,260,positive_weight_q70,19,103,846,true,69.918344,0.670787,1.268712,false,3,2.628882,0.124309,0.076443,0
R21B00151,260,positive_weight_q85,30,50,266,true,66.052866,0.505005,1.142577,false,3,2.628882,0.124309,0.076443,0
R21B00152,260,positive_weight_q50,11,21,322,true,25.283209,0.657858,0.461413,false,3,0.629181,0.022818,0.033911,0
R21B00152,260,positive_weight_q70,18,16,178,true,25.422496,0.632317,0.421496,false,3,0.629181,0.022818,0.033911,0
R21B00152,260,positive_weight_q85,28,13,31,true,26.682085,0.602033,0.378369,false,3,0.629181,0.022818,0.033911,0
R21B00153,260,positive_weight_q50,13,466,2905,true,14.989553,2.68965,2.424768,true,3,2.369682,0.063231,0.171008,1
R21B00153,260,positive_weight_q70,19,420,1382,true,18.320577,2.606547,2.328675,true,3,2.369682,0.063231,0.171008,1
R21B00153,260,positive_weight_q85,27,288,468,true,20.771796,2.534909,2.023633,true,3,2.369682,0.063231,0.171008,1
R21B00154,260,positive_weight_q50,12,370,2905,true,45.600508,2.476464,2.459805,true,3,3.854496,0.021292,0.081112,1
R21B00154,260,positive_weight_q70,19,346,1257,true,40.990422,2.449798,2.357495,true,3,3.854496,0.021292,0.081112,1
R21B00154,260,positive_weight_q85,27,261,202,true,36.159819,2.424314,2.261152,true,3,3.854496,0.021292,0.081112,1
R21B00155,260,positive_weight_q50,13,211,1508,true,83.920417,1.085642,1.943511,false,3,1.74682,0.089483,0.19108,0
R21B00155,260,positive_weight_q70,19,150,907,true,81.501864,1.009718,1.850367,false,3,1.74682,0.089483,0.19108,0
R21B00155,260,positive_weight_q85,28,72,417,true,79.654318,0.86961,1.499705,false,3,1.74682,0.089483,0.19108,0
R21B00156,260,positive_weight_q50,13,466,2905,true,14.989553,2.68965,2.424768,true,3,2.369682,0.063231,0.171008,1
R21B00156,260,positive_weight_q70,19,420,1382,true,18.320577,2.606547,2.328675,true,3,2.369682,0.063231,0.171008,1
R21B00156,260,positive_weight_q85,27,288,468,true,20.771796,2.534909,2.023633,true,3,2.369682,0.063231,0.171008,1
R21B00157,262,positive_weight_q50,14,552,3231,true,9.357019,2.79872,2.422475,true,3,5.207009,0.111509,0.101667,1
R21B00157,262,positive_weight_q70,21,488,1428,true,15.827451,2.644257,2.35689,true,3,5.207009,0.111509,0.101667,1
R21B00157,262,positive_weight_q85,29,302,506,true,22.111079,2.526398,2.181628,true,3,5.207009,0.111509,0.101667,1
R21B00158,263,positive_weight_q50,11,418,5718,true,16.321699,2.693334,2.373904,true,3,2.910667,0.09337,0.105033,1
R21B00158,263,positive_weight_q70,18,399,1541,true,19.49526,2.571949,2.305227,true,3,2.910667,0.09337,0.105033,1
R21B00158,263,positive_weight_q85,28,275,267,true,23.437522,2.464773,2.124842,true,3,2.910667,0.09337,0.105033,1
R21B00159,269,positive_weight_q50,12,396,3297,true,59.009689,2.550451,2.558917,true,3,6.73961,0.083947,0.115777,1
R21B00159,269,positive_weight_q70,19,376,1375,true,47.76257,2.473322,2.383964,true,3,6.73961,0.083947,0.115777,1
R21B00159,269,positive_weight_q85,28,249,322,true,42.9206,2.34681,2.278146,true,3,6.73961,0.083947,0.115777,1
R21B00160,269,positive_weight_q50,11,84,571,true,60.302214,0.695419,0.797077,false,3,11.701322,0.168391,0.055119,0
R21B00160,269,positive_weight_q70,18,50,399,true,77.200537,0.465731,0.743251,false,3,11.701322,0.168391,0.055119,0
R21B00160,269,positive_weight_q85,29.5,22,103,true,88.800795,0.283874,0.662932,false,3,11.701322,0.168391,0.055119,0
R21B00161,269,positive_weight_q50,12,31,270,true,35.741991,0.616881,0.55842,false,3,0.566818,0.045777,0.03918,0
R21B00161,269,positive_weight_q70,18,25,182,true,36.724492,0.571662,0.527082,false,3,0.566818,0.045777,0.03918,0
R21B00161,269,positive_weight_q85,28,15,32,true,37.082823,0.505409,0.464193,false,3,0.566818,0.045777,0.03918,0
R21B00162,269,positive_weight_q50,16,5,60,true,64.311572,0.208491,0.230689,false,3,7.70981,0.007379,0.047878,0
R21B00162,269,positive_weight_q70,19.4,6,31,true,77.820207,0.208491,0.173337,false,3,7.70981,0.007379,0.047878,0
R21B00162,269,positive_weight_q85,28,5,7,true,82.494924,0.192838,0.113421,false,3,7.70981,0.007379,0.047878,0
R21B00163,269,positive_weight_q50,9.5,9,56,true,60.053881,0.241626,0.266981,false,3,3.081334,0.003164,0.039742,0
R21B00163,269,positive_weight_q70,15.5,10,14,true,65.115471,0.234913,0.21627,false,3,3.081334,0.003164,0.039742,0
R21B00163,269,positive_weight_q85,23.25,9,9,true,67.433492,0.234913,0.169663,false,3,3.081334,0.003164,0.039742,0
R21B00164,269,positive_weight_q50,12,9,74,true,31.421668,0.269763,0.218215,false,3,0.835112,0.017267,0.018565,0
R21B00164,269,positive_weight_q70,16.9,8,25,true,32.388226,0.252744,0.182183,false,3,0.835112,0.017267,0.018565,0
R21B00164,269,positive_weight_q85,23,5,13,true,33.466254,0.227721,0.176173,false,3,0.835112,0.017267,0.018565,0
R21B00165,269,positive_weight_q50,13,489,3308,true,24.013878,2.688542,2.510835,true,3,6.893867,0.12397,0.092854,1
R21B00165,269,positive_weight_q70,19,462,1871,true,32.094824,2.573731,2.381294,true,3,6.893867,0.12397,0.092854,1
R21B00165,269,positive_weight_q85,28,262,345,true,40.895224,2.387677,2.28416,true,3,6.893867,0.12397,0.092854,1
R21B00166,269,positive_weight_q50,12,396,3297,true,59.009689,2.550451,2.558917,true,3,6.73961,0.083947,0.115777,1
R21B00166,269,positive_weight_q70,19,376,1375,true,47.76257,2.473322,2.383964,true,3,6.73961,0.083947,0.115777,1
R21B00166,269,positive_weight_q85,28,249,322,true,42.9206,2.34681,2.278146,true,3,6.73961,0.083947,0.115777,1
R21B00167,270,positive_weight_q50,12,527,3337,true,89.26042,2.491872,2.882038,true,3,7.241526,0.055504,0.12798,1
R21B00167,270,positive_weight_q70,19,417,1463,true,84.658985,2.491169,2.764815,true,3,7.241526,0.055504,0.12798,1
R21B00167,270,positive_weight_q85,27,288,250,true,72.123977,2.37378,2.571636,true,3,7.241526,0.055504,0.12798,1
R21B00168,270,positive_weight_q50,11,109,764,true,72.065835,0.758671,0.919779,false,3,5.652242,0.175646,0.063678,0
R21B00168,270,positive_weight_q70,18,77,272,true,76.064731,0.55712,0.858966,false,3,5.652242,0.175646,0.063678,0
R21B00168,270,positive_weight_q85,26,34,154,true,85.544477,0.328707,0.764981,false,3,5.652242,0.175646,0.063678,0
R21B00169,270,positive_weight_q50,14,13,202,true,38.167553,0.545738,0.508192,false,3,1.978106,0.032605,0.028763,0
R21B00169,270,positive_weight_q70,22,14,48,true,38.090758,0.510591,0.477138,false,3,1.978106,0.032605,0.028763,0
R21B00169,270,positive_weight_q85,30.35,10,18,true,42.324825,0.466056,0.437897,false,3,1.978106,0.032605,0.028763,0
R21B00170,270,positive_weight_q50,9.5,38,113,true,67.407483,0.415078,0.589745,false,3,4.006557,0.053927,0.082474,0
R21B00170,270,positive_weight_q70,14.5,31,71,true,64.535473,0.366152,0.521719,false,3,4.006557,0.053927,0.082474,0
R21B00170,270,positive_weight_q85,20.5,21,47,true,57.844368,0.284354,0.390995,false,3,4.006557,0.053927,0.082474,0
R21B00171,270,positive_weight_q50,12,6,56,true,75.107023,0.249701,0.29097,false,3,8.514178,0.006647,0.08111,0
R21B00171,270,positive_weight_q70,15,11,13,true,81.055529,0.24164,0.266145,false,3,8.514178,0.006647,0.08111,0
R21B00171,270,positive_weight_q85,23.25,4,12,true,60.77024,0.257923,0.107845,false,3,8.514178,0.006647,0.08111,0
R21B00172,270,positive_weight_q50,11,663,4010,true,89.643225,2.743313,2.85298,true,3,10.103832,0.113201,0.129485,1
R21B00172,270,positive_weight_q70,18,530,1641,true,86.712257,2.657571,2.676165,true,3,10.103832,0.113201,0.129485,1
R21B00172,270,positive_weight_q85,27,326,271,true,66.895109,2.472075,2.536536,true,3,10.103832,0.113201,0.129485,1
R21B00173,270,positive_weight_q50,12,527,3337,true,89.26042,2.491872,2.882038,true,3,7.241526,0.055504,0.12798,1
R21B00173,270,positive_weight_q70,19,417,1463,true,84.658985,2.491169,2.764815,true,3,7.241526,0.055504,0.12798,1
R21B00173,270,positive_weight_q85,27,288,250,true,72.123977,2.37378,2.571636,true,3,7.241526,0.055504,0.12798,1
R21B00174,270,positive_weight_q50,12,560,3337,true,78.154977,2.516606,3.02447,true,3,4.813389,0.032313,0.120653,1
R21B00174,270,positive_weight_q70,19,450,1463,true,80.165575,2.516606,2.948627,true,3,4.813389,0.032313,0.120653,1
R21B00174,270,positive_weight_q85,27,298,250,true,89.221456,2.448061,2.739176,true,3,4.813389,0.032313,0.120653,1
R21B00175,271,positive_weight_q50,11,554,3493,true,74.123743,2.573734,3.207528,true,3,4.419196,0.02141,0.1997,1
R21B00175,271,positive_weight_q70,15,499,1916,true,75.694541,2.548799,3.101706,true,3,4.419196,0.02141,0.1997,1
R21B00175,271,positive_weight_q85,24,303,325,true,84.184447,2.52131,2.741021,true,3,4.419196,0.02141,0.1997,1
R21B00176,271,positive_weight_q50,10,70,547,true,87.765902,0.476065,0.952606,false,3,0.986458,0.085543,0.046441,0
R21B00176,271,positive_weight_q70,15,49,188,true,86.46345,0.358655,0.893366,false,3,0.986458,0.085543,0.046441,0
R21B00176,271,positive_weight_q85,25,25,108,true,85.352103,0.267058,0.838883,false,3,0.986458,0.085543,0.046441,0
R21B00177,271,positive_weight_q50,13,27,290,true,43.744331,0.528224,0.541395,false,3,0.714066,0.02747,0.029914,0
R21B00177,271,positive_weight_q70,19,16,190,true,45.292262,0.489721,0.52282,false,3,0.714066,0.02747,0.029914,0
R21B00177,271,positive_weight_q85,28,14,63,true,43.813005,0.461182,0.470724,false,3,0.714066,0.02747,0.029914,0
R21B00178,271,positive_weight_q50,8,23,114,true,54.703637,0.336256,0.478035,false,3,1.754745,0.023403,0.020166,0
R21B00178,271,positive_weight_q70,13,22,57,true,55.696795,0.313671,0.453007,false,3,1.754745,0.023403,0.020166,0
R21B00178,271,positive_weight_q85,18,13,14,true,58.821861,0.279333,0.42864,false,3,1.754745,0.023403,0.020166,0
R21B00179,271,positive_weight_q50,11,610,5017,true,80.127431,2.779482,3.194513,true,3,3.13035,0.072267,0.19186,1
R21B00179,271,positive_weight_q70,16,565,1916,true,78.283526,2.704194,3.058489,true,3,3.13035,0.072267,0.19186,1
R21B00179,271,positive_weight_q85,23,349,339,true,72.759865,2.603094,2.736925,true,3,3.13035,0.072267,0.19186,1
R21B00180,271,positive_weight_q50,11,554,3493,true,74.123743,2.573734,3.207528,true,3,4.419196,0.02141,0.1997,1
R21B00180,271,positive_weight_q70,15,499,1916,true,75.694541,2.548799,3.101706,true,3,4.419196,0.02141,0.1997,1
R21B00180,271,positive_weight_q85,24,303,325,true,84.184447,2.52131,2.741021,true,3,4.419196,0.02141,0.1997,1
R21B00181,271,positive_weight_q50,12,172,1927,true,80.79214,1.602889,2.041605,false,3,0.348055,0.042049,0.064924,0
R21B00181,271,positive_weight_q70,17,179,600,true,81.388794,1.574946,1.974722,false,3,0.348055,0.042049,0.064924,0
R21B00181,271,positive_weight_q85,26,95,168,true,81.617858,1.503064,1.88321,false,3,0.348055,0.042049,0.064924,0
R21B00182,271,positive_weight_q50,11,610,5017,true,80.127431,2.779482,3.194513,true,3,3.13035,0.072267,0.19186,1
R21B00182,271,positive_weight_q70,16,565,1916,true,78.283526,2.704194,3.058489,true,3,3.13035,0.072267,0.19186,1
R21B00182,271,positive_weight_q85,23,349,339,true,72.759865,2.603094,2.736925,true,3,3.13035,0.072267,0.19186,1
R21B00183,272,positive_weight_q50,11,455,3157,true,70.806686,2.469518,2.662467,true,3,4.693042,0.063378,0.071375,1
R21B00183,272,positive_weight_q70,17,348,1009,true,64.951944,2.424494,2.54951,true,3,4.693042,0.063378,0.071375,1
R21B00183,272,positive_weight_q85,25,276,195,true,59.311794,2.31834,2.490424,true,3,4.693042,0.063378,0.071375,1
R21B00184,272,positive_weight_q50,15,142,919,true,72.874824,1.039217,1.157388,false,3,6.544915,0.254068,0.064011,0
R21B00184,272,positive_weight_q70,21,149,587,true,78.279008,0.877547,1.08976,false,3,6.544915,0.254068,0.064011,0
R21B00184,272,positive_weight_q85,27,84,202,true,88.648171,0.437925,1.001066,false,3,6.544915,0.254068,0.064011,0
R21B00185,272,positive_weight_q50,12,25,259,true,44.646754,0.504794,0.554386,false,3,0.766385,0.036002,0.039179,0
R21B00185,272,positive_weight_q70,19,21,96,true,45.895564,0.458904,0.515733,false,3,0.766385,0.036002,0.039179,0
R21B00185,272,positive_weight_q85,28.2,9,52,true,46.485003,0.416632,0.458986,false,3,0.766385,0.036002,0.039179,0
R21B00186,272,positive_weight_q50,9,20,133,true,81.038686,0.338144,0.496372,false,3,2.560852,0.020817,0.024525,0
R21B00186,272,positive_weight_q70,14,18,49,true,83.673705,0.302585,0.456918,false,3,2.560852,0.020817,0.024525,0
R21B00186,272,positive_weight_q85,19,21,19,true,87.286039,0.288716,0.437412,false,3,2.560852,0.020817,0.024525,0
R21B00187,272,positive_weight_q50,10,24,82,true,67.491298,0.504688,0.576825,false,3,0.848195,0.012347,0.008613,0
R21B00187,272,positive_weight_q70,13,24,25,true,67.368277,0.502873,0.573251,false,3,0.848195,0.012347,0.008613,0
R21B00187,272,positive_weight_q85,19,17,10,true,69.225924,0.477636,0.557032,false,3,0.848195,0.012347,0.008613,0
R21B00188,272,positive_weight_q50,9,13,97,true,66.876116,0.29221,0.405565,false,3,2.944392,0.052002,0.005974,0
R21B00188,272,positive_weight_q70,13.1,13,32,true,64.811626,0.265066,0.391197,false,3,2.944392,0.052002,0.005974,0
R21B00188,272,positive_weight_q85,18,9,10,true,71.82851,0.170859,0.395976,false,3,2.944392,0.052002,0.005974,0
R21B00189,272,positive_weight_q50,12,673,3764,true,25.924783,2.877977,2.635875,true,3,12.560546,0.171333,0.068239,1
R21B00189,272,positive_weight_q70,16,590,2402,true,11.320874,2.757786,2.545581,true,3,12.560546,0.171333,0.068239,1
R21B00189,272,positive_weight_q85,23,387,258,true,42.074851,2.469654,2.46891,true,3,12.560546,0.171333,0.068239,1
R21B00190,272,positive_weight_q50,11,479,3157,true,77.078359,2.465647,2.771588,true,3,5.856028,0.048725,0.095508,1
R21B00190,272,positive_weight_q70,17,383,1009,true,70.215659,2.441704,2.627264,true,3,5.856028,0.048725,0.095508,1
R21B00190,272,positive_weight_q85,24,290,205,true,62.738467,2.352416,2.539971,true,3,5.856028,0.048725,0.095508,1
R21B00191,273,positive_weight_q50,10,585,5432,true,47.160928,2.85136,2.73368,true,3,13.823575,0.147821,0.053851,1
R21B00191,273,positive_weight_q70,14,599,1215,true,24.023168,2.708641,2.646046,true,3,13.823575,0.147821,0.053851,1
R21B00191,273,positive_weight_q85,20,352,292,true,57.002175,2.49181,2.604482,true,3,13.823575,0.147821,0.053851,1
R21B00192,273,positive_weight_q50,10,26,256,true,39.833935,0.58481,0.540168,false,3,0.892181,0.05725,0.020129,0
R21B00192,273,positive_weight_q70,15,12,169,true,39.716386,0.534738,0.517089,false,3,0.892181,0.05725,0.020129,0
R21B00192,273,positive_weight_q85,22,15,27,true,41.665022,0.446334,0.490895,false,3,0.892181,0.05725,0.020129,0
R21B00193,273,positive_weight_q50,9,11,43,true,82.74512,0.273458,0.464556,false,3,3.207762,0.018444,0.004407,0
R21B00193,273,positive_weight_q70,13,20,19,true,82.788376,0.252853,0.45475,false,3,3.207762,0.018444,0.004407,0
R21B00193,273,positive_weight_q85,16,18,8,true,89.571336,0.228337,0.463563,false,3,3.207762,0.018444,0.004407,0
R21B00194,273,positive_weight_q50,7,15,42,true,61.360266,0.454029,0.611213,false,3,0.467584,0.003888,0.00743,0
R21B00194,273,positive_weight_q70,11,15,23,true,62.042338,0.455283,0.612467,false,3,0.467584,0.003888,0.00743,0
R21B00194,273,positive_weight_q85,17,13,12,true,62.498132,0.446481,0.596116,false,3,0.467584,0.003888,0.00743,0
R21B00195,273,positive_weight_q50,10,585,5432,true,47.160928,2.85136,2.73368,true,3,13.823575,0.147821,0.053851,1
R21B00195,273,positive_weight_q70,14,599,1215,true,24.023168,2.708641,2.646046,true,3,13.823575,0.147821,0.053851,1
R21B00195,273,positive_weight_q85,20,352,292,true,57.002175,2.49181,2.604482,true,3,13.823575,0.147821,0.053851,1
R21B00196,276,positive_weight_q50,12,486,3452,true,87.362595,2.292326,3.071998,true,3,1.276779,0.02852,0.054974,1
R21B00196,276,positive_weight_q70,19,375,1407,true,88.965251,2.232055,3.005312,true,3,1.276779,0.02852,0.054974,1
R21B00196,276,positive_weight_q85,27,279,239,true,85.838119,2.231599,2.937341,true,3,1.276779,0.02852,0.054974,1
R21B00197,276,positive_weight_q50,11,47,314,true,85.889585,0.448264,1.110924,false,3,1.417529,0.042302,0.003163,0
R21B00197,276,positive_weight_q70,19,38,86,true,87.798416,0.389074,1.11326,false,3,1.417529,0.042302,0.003163,0
R21B00197,276,positive_weight_q85,29,18,59,true,89.355876,0.345015,1.118489,false,3,1.417529,0.042302,0.003163,0
R21B00198,276,positive_weight_q50,13,41,228,true,43.493322,0.640049,0.583538,false,3,1.129326,0.075179,0.027748,0
R21B00198,276,positive_weight_q70,19,24,135,true,43.071785,0.596206,0.558734,false,3,1.129326,0.075179,0.027748,0
R21B00198,276,positive_weight_q85,27.85,11,41,true,45.650238,0.463235,0.516333,false,3,1.129326,0.075179,0.027748,0
R21B00199,276,positive_weight_q50,11,6,33,true,83.734863,0.124801,0.266264,false,3,2.320476,0.017076,0.003927,0
R21B00199,276,positive_weight_q70,18,8,19,true,81.786875,0.108221,0.257933,false,3,2.320476,0.017076,0.003927,0
R21B00199,276,positive_weight_q85,25,3,14,true,87.385233,0.083255,0.257933,false,3,2.320476,0.017076,0.003927,0
R21B00200,276,positive_weight_q50,14,34,114,true,63.145274,0.386903,0.641987,false,3,3.613614,0.040451,0.031342,0
R21B00200,276,positive_weight_q70,19,46,18,true,66.108015,0.330887,0.60323,false,3,3.613614,0.040451,0.031342,0
R21B00200,276,positive_weight_q85,22,35,9,true,71.850116,0.288113,0.565217,false,3,3.613614,0.040451,0.031342,0
R21B00201,276,positive_weight_q50,12,486,3452,true,87.362595,2.292326,3.071998,true,3,1.276779,0.02852,0.054974,1
R21B00201,276,positive_weight_q70,19,375,1407,true,88.965251,2.232055,3.005312,true,3,1.276779,0.02852,0.054974,1
R21B00201,276,positive_weight_q85,27,279,239,true,85.838119,2.231599,2.937341,true,3,1.276779,0.02852,0.054974,1
R21B00202,276,positive_weight_q50,12,486,3452,true,87.362595,2.292326,3.071998,true,3,1.276779,0.02852,0.054974,1
R21B00202,276,positive_weight_q70,19,375,1407,true,88.965251,2.232055,3.005312,true,3,1.276779,0.02852,0.054974,1
R21B00202,276,positive_weight_q85,27,279,239,true,85.838119,2.231599,2.937341,true,3,1.276779,0.02852,0.054974,1
R21B00203,276,positive_weight_q50,12,207,685,true,75.057447,1.849073,2.100476,false,3,1.064074,0.007008,0.076751,0
R21B00203,276,positive_weight_q70,19,136,287,true,76.779973,1.862993,1.980465,false,3,1.064074,0.007008,0.076751,0
R21B00203,276,positive_weight_q85,28,92,140,true,77.612762,1.864733,1.915145,false,3,1.064074,0.007008,0.076751,0
R21B00204,278,positive_weight_q50,13,493,3692,true,84.874294,1.939213,3.13025,true,3,1.519914,0.132019,0.026961,1
R21B00204,278,positive_weight_q70,20,388,1434,true,87.463222,1.788663,3.086514,true,3,1.519914,0.132019,0.026961,1
R21B00204,278,positive_weight_q85,29,279,236,true,88.485807,1.616084,3.151236,true,3,1.519914,0.132019,0.026961,1
R21B00205,278,positive_weight_q50,15,145,888,true,47.34634,1.038078,1.127938,false,3,16.435872,0.097184,0.019086,0
R21B00205,278,positive_weight_q70,22,144,271,true,49.504565,0.978213,1.087946,false,3,16.435872,0.097184,0.019086,0
R21B00205,278,positive_weight_q85,29,105,176,true,83.241068,0.808613,1.086971,false,3,16.435872,0.097184,0.019086,0
R21B00206,278,positive_weight_q50,9.5,15,32,true,43.434468,0.338525,0.258069,false,3,4.443822,0.003339,0.028372,0
R21B00206,278,positive_weight_q70,14,11,26,true,47.157395,0.338525,0.240696,false,3,4.443822,0.003339,0.028372,0
R21B00206,278,positive_weight_q85,20,6,9,true,54.154196,0.345609,0.191107,false,3,4.443822,0.003339,0.028372,0
R21B00207,278,positive_weight_q50,13,654,4715,true,86.94923,2.89334,3.03888,true,3,2.820818,0.242927,0.040429,1
R21B00207,278,positive_weight_q70,20,608,2257,true,82.796122,2.694452,2.942252,true,3,2.820818,0.242927,0.040429,1
R21B00207,278,positive_weight_q85,30,361,267,true,80.090383,2.308206,2.971786,true,3,2.820818,0.242927,0.040429,1
R21B00208,279,positive_weight_q50,11,528,4344,true,80.12501,2.002771,3.298736,true,3,1.937902,0.135178,0.05114,1
R21B00208,279,positive_weight_q70,18,405,1529,true,82.077314,1.838498,3.18125,true,3,1.937902,0.135178,0.05114,1
R21B00208,279,positive_weight_q85,26,305,230,true,84.848291,1.671658,3.202356,true,3,1.937902,0.135178,0.05114,1
R21B00209,279,positive_weight_q50,14,144,941,true,44.682686,1.030275,1.076119,false,3,14.169458,0.104067,0.015381,0
R21B00209,279,positive_weight_q70,20,130,394,true,56.453003,0.955291,1.064049,false,3,14.169458,0.104067,0.015381,0
R21B00209,279,positive_weight_q85,27,93,181,true,78.844614,0.78179,1.039176,false,3,14.169458,0.104067,0.015381,0
R21B00210,279,positive_weight_q50,9,29,47,true,65.923926,0.531897,0.549759,false,3,2.299642,0.013942,0.011696,0
R21B00210,279,positive_weight_q70,13,31,28,true,67.653273,0.539505,0.549318,false,3,2.299642,0.013942,0.011696,0
R21B00210,279,positive_weight_q85,17,19,16,true,71.431294,0.564534,0.52473,false,3,2.299642,0.013942,0.011696,0
R21B00211,279,positive_weight_q50,9,29,163,true,72.422707,0.362346,0.722459,false,3,1.770962,0.026927,0.009671,0
R21B00211,279,positive_weight_q70,13,28,39,true,74.225418,0.319108,0.743367,false,3,1.770962,0.026927,0.009671,0
R21B00211,279,positive_weight_q85,18,21,14,true,76.741086,0.29759,0.742555,false,3,1.770962,0.026927,0.009671,0
R21B00212,279,positive_weight_q50,11,711,4952,true,86.17232,2.998437,3.196039,true,3,5.855911,0.140559,0.100215,1
R21B00212,279,positive_weight_q70,17,609,2606,true,88.657894,2.827177,3.014136,true,3,5.855911,0.140559,0.100215,1
R21B00212,279,positive_weight_q85,24,446,273,true,75.180768,2.654142,2.962341,true,3,5.855911,0.140559,0.100215,1
R21B00213,280,positive_weight_q50,9,456,3914,true,81.985205,1.954909,3.346897,true,3,1.146521,0.11582,0.027856,1
R21B00213,280,positive_weight_q70,16,375,1579,true,83.947084,1.782243,3.280865,true,3,1.146521,0.11582,0.027856,1
R21B00213,280,positive_weight_q85,23,274,237,true,84.706422,1.67363,3.328774,true,3,1.146521,0.11582,0.027856,1
R21B00214,280,positive_weight_q50,13,164,851,true,72.113533,1.042862,1.087158,false,3,0.843045,0.19115,0.042964,0
R21B00214,280,positive_weight_q70,18,159,462,true,72.042687,0.973735,1.036052,false,3,0.843045,0.19115,0.042964,0
R21B00214,280,positive_weight_q85,25,82,221,true,73.865426,0.607251,0.981932,false,3,0.843045,0.19115,0.042964,0
R21B00215,280,positive_weight_q50,10,13,15,true,80.306543,0.174792,0.25786,false,3,3.803461,0.033403,0.014207,0
R21B00215,280,positive_weight_q70,16,7,9,true,83.741709,0.126345,0.233637,false,3,3.803461,0.033403,0.014207,0
R21B00215,280,positive_weight_q85,24,4,6,true,89.524001,0.093466,0.22411,false,3,3.803461,0.033403,0.014207,0
R21B00216,280,positive_weight_q50,11,691,4799,true,86.838553,2.950277,3.203346,true,3,6.962062,0.15056,0.058849,1
R21B00216,280,positive_weight_q70,17,608,2530,true,87.817933,2.820035,3.093025,true,3,6.962062,0.15056,0.058849,1
R21B00216,280,positive_weight_q85,24,425,274,true,72.583855,2.586349,3.067834,true,3,6.962062,0.15056,0.058849,1
R21B00217,281,positive_weight_q50,10,472,3752,true,80.234145,1.963488,3.469469,true,3,0.931635,0.120539,0.049662,1
R21B00217,281,positive_weight_q70,16,368,1241,true,81.680711,1.805315,3.348813,true,3,0.931635,0.120539,0.049662,1
R21B00217,281,positive_weight_q85,23,244,243,true,82.485935,1.668488,3.422563,true,3,0.931635,0.120539,0.049662,1
R21B00218,281,positive_weight_q50,13,105,960,true,66.340252,1.074845,1.042098,false,3,11.261723,0.213093,0.017558,0
R21B00218,281,positive_weight_q70,17,123,426,true,89.940336,1.005658,1.013637,false,3,11.261723,0.213093,0.017558,0
R21B00218,281,positive_weight_q85,24,78,198,true,65.771147,0.592201,0.999942,false,3,11.261723,0.213093,0.017558,0
R21B00219,281,positive_weight_q50,12,14,120,true,50.204732,0.376393,0.497533,false,3,1.334878,0.038323,0.044423,0
R21B00219,281,positive_weight_q70,18.1,5,79,true,50.910879,0.305551,0.455127,false,3,1.334878,0.038323,0.044423,0
R21B00219,281,positive_weight_q85,26,6,19,true,47.792925,0.287636,0.389545,false,3,1.334878,0.038323,0.044423,0
R21B00220,281,positive_weight_q50,7,31,95,true,61.031718,0.55409,0.61852,false,3,1.745863,0.011733,0.021398,0
R21B00220,281,positive_weight_q70,12,31,31,true,63.943778,0.574669,0.597267,false,3,1.745863,0.011733,0.021398,0
R21B00220,281,positive_weight_q85,15,21,22,true,65.199962,0.547006,0.566399,false,3,1.745863,0.011733,0.021398,0
R21B00221,281,positive_weight_q50,9,651,4575,true,87.868202,2.957019,3.294884,true,3,6.379554,0.144344,0.086273,1
R21B00221,281,positive_weight_q70,15,579,2356,true,81.166438,2.797377,3.121717,true,3,6.379554,0.144344,0.086273,1
R21B00221,281,positive_weight_q85,21,388,577,true,72.29198,2.603988,3.103402,true,3,6.379554,0.144344,0.086273,1
R21B00222,281,positive_weight_q50,10,472,3752,true,80.234145,1.963488,3.469469,true,3,0.931635,0.120539,0.049662,1
