response_unit_id,sar_frame,threshold_setting,threshold_value,component_count,largest_component_pixels,core_component_persistent,principal_axis_angle_to_range_deg,range_p80_width_m,azimuth_p80_width_m,scale_yaw_feasible,threshold_stability_count,principal_axis_angle_std_deg,range_p80_width_std_m,azimuth_p80_width_std_m,scale_yaw_feasible_fraction
R21B00072,77,positive_weight_q70,14,46,89,true,38.064524,0.628017,0.569965,false,3,1.424989,0.014121,0.031951,0
R21B00072,77,positive_weight_q85,19,38,15,true,37.595179,0.60187,0.520729,false,3,1.424989,0.014121,0.031951,0
R21B00073,77,positive_weight_q50,12,7,87,true,76.273304,0.176165,0.260445,false,3,6.330863,0.027833,0.039033,0
R21B00073,77,positive_weight_q70,19,5,58,true,86.554449,0.139031,0.23378,false,3,6.330863,0.027833,0.039033,0
R21B00073,77,positive_weight_q85,34,1,29,true,71.359884,0.108082,0.167598,false,3,6.330863,0.027833,0.039033,0
R21B00074,77,positive_weight_q50,8,28,241,true,42.654248,0.615432,0.621739,false,3,1.848633,0.006175,0.032777,0
R21B00074,77,positive_weight_q70,12,44,53,true,44.045486,0.618278,0.585681,false,3,1.848633,0.006175,0.032777,0
R21B00074,77,positive_weight_q85,16,31,11,true,47.081734,0.629721,0.541586,false,3,1.848633,0.006175,0.032777,0
R21B00075,77,positive_weight_q50,9,639,2004,true,27.328609,3.12333,2.63058,true,3,5.62219,0.339854,0.032587,1
R21B00075,77,positive_weight_q70,15,468,1407,true,22.223007,2.597924,2.663713,true,3,5.62219,0.339854,0.032587,1
R21B00075,77,positive_weight_q85,22,285,556,true,35.85237,2.301417,2.584255,true,3,5.62219,0.339854,0.032587,1
R21B00076,77,positive_weight_q50,10,171,1648,true,80.148248,0.869643,2.612765,true,3,0.936648,0.028346,0.188659,0.333333
R21B00076,77,positive_weight_q70,17,106,966,true,79.876814,0.823453,2.415724,false,3,0.936648,0.028346,0.188659,0.333333
R21B00076,77,positive_weight_q85,28,56,302,true,78.039555,0.801653,2.152241,false,3,0.936648,0.028346,0.188659,0.333333
R21B00077,78,positive_weight_q50,9,284,1328,true,66.42067,1.870968,1.353811,false,3,4.720757,0.420206,0.012804,0
R21B00077,78,positive_weight_q70,15,237,632,true,67.163521,1.798157,1.326649,false,3,4.720757,0.420206,0.012804,0
R21B00077,78,positive_weight_q85,22,161,226,true,76.785647,0.945403,1.32665,false,3,4.720757,0.420206,0.012804,0
R21B00078,78,positive_weight_q50,11,19,105,true,63.989945,0.290523,0.543019,false,3,0.695719,0.040384,0.068374,0
R21B00078,78,positive_weight_q70,17,7,71,true,64.259949,0.257059,0.480655,false,3,0.695719,0.040384,0.068374,0
R21B00078,78,positive_weight_q85,25,7,42,true,65.582147,0.193175,0.377223,false,3,0.695719,0.040384,0.068374,0
R21B00079,78,positive_weight_q50,11,9,115,true,84.478587,0.18835,0.331051,false,3,4.155199,0.03213,0.051175,0
R21B00079,78,positive_weight_q70,18,10,53,true,87.261216,0.15178,0.299979,false,3,4.155199,0.03213,0.051175,0
R21B00079,78,positive_weight_q85,31.35,2,31,true,77.391206,0.109711,0.210343,false,3,4.155199,0.03213,0.051175,0
R21B00080,78,positive_weight_q50,8,24,67,true,83.778554,0.416781,0.55074,false,3,1.575374,0.034763,0.012191,0
R21B00080,78,positive_weight_q70,12,31,40,true,81.428848,0.385859,0.541586,false,3,1.575374,0.034763,0.012191,0
R21B00080,78,positive_weight_q85,15,27,20,true,79.9528,0.33261,0.521548,false,3,1.575374,0.034763,0.012191,0
R21B00081,78,positive_weight_q50,9,28,36,true,14.278086,0.482467,0.396665,false,3,6.330017,0.025921,0.012797,0
R21B00081,78,positive_weight_q70,13,39,8,true,21.725956,0.480791,0.41954,false,3,6.330017,0.025921,0.012797,0
R21B00081,78,positive_weight_q85,15,33,5,true,29.779454,0.426662,0.426662,false,3,6.330017,0.025921,0.012797,0
R21B00082,78,positive_weight_q50,9,4,27,true,63.136296,0.205758,0.289457,false,3,1.755644,0.027361,0.003288,0
R21B00082,78,positive_weight_q70,17,4,17,true,65.063172,0.181346,0.296431,false,3,1.755644,0.027361,0.003288,0
R21B00082,78,positive_weight_q85,23.8,5,7,true,67.429246,0.139497,0.289457,false,3,1.755644,0.027361,0.003288,0
R21B00083,78,positive_weight_q50,8,388,1387,true,67.810462,2.218321,1.432716,false,3,0.887526,0.152727,0.044213,0
R21B00083,78,positive_weight_q70,14,285,632,true,68.08202,2.098503,1.349668,false,3,0.887526,0.152727,0.044213,0
R21B00083,78,positive_weight_q85,20,187,297,true,69.814223,1.851495,1.330992,false,3,0.887526,0.152727,0.044213,0
R21B00084,79,positive_weight_q50,11,111,1154,true,88.756195,0.787156,1.476679,false,3,0.626172,0.079875,0.040805,0
R21B00084,79,positive_weight_q70,18,77,448,true,89.746561,0.684582,1.507562,false,3,0.626172,0.079875,0.040805,0
R21B00084,79,positive_weight_q85,25,62,103,true,88.237083,0.591581,1.574445,false,3,0.626172,0.079875,0.040805,0
R21B00085,79,positive_weight_q50,15,5,84,true,88.772562,0.160986,0.276075,false,3,6.409003,0.024437,0.041062,0
R21B00085,79,positive_weight_q70,22,5,52,true,82.825039,0.125428,0.270257,false,3,6.409003,0.024437,0.041062,0
R21B00085,79,positive_weight_q85,30.2,5,12,true,73.216705,0.101506,0.186206,false,3,6.409003,0.024437,0.041062,0
R21B00086,79,positive_weight_q50,10,11,134,true,65.002221,0.265044,0.528203,false,3,0.261407,0.023846,0.041908,0
R21B00086,79,positive_weight_q70,17,6,54,true,64.535806,0.248391,0.472453,false,3,0.261407,0.023846,0.041908,0
R21B00086,79,positive_weight_q85,25,6,24,true,64.389088,0.208231,0.42568,false,3,0.261407,0.023846,0.041908,0
R21B00087,79,positive_weight_q50,13,37,170,true,70.685962,0.486434,0.767575,false,3,2.564147,0.05072,0.008503,0
R21B00087,79,positive_weight_q70,16,59,70,true,73.875121,0.442378,0.761519,false,3,2.564147,0.05072,0.008503,0
R21B00087,79,positive_weight_q85,21,54,16,true,76.96656,0.363803,0.747288,false,3,2.564147,0.05072,0.008503,0
R21B00088,79,positive_weight_q50,10,6,20,true,62.148327,0.180655,0.299589,false,3,2.133647,0.017209,0.002774,0
R21B00088,79,positive_weight_q70,17,3,14,true,64.550803,0.162589,0.293704,false,3,2.133647,0.017209,0.002774,0
R21B00088,79,positive_weight_q85,24.95,2,7,true,67.369155,0.138639,0.293704,false,3,2.133647,0.017209,0.002774,0
R21B00089,79,positive_weight_q50,8,26,101,true,17.32544,0.482048,0.359965,false,3,1.598148,0.036901,0.023639,0
R21B00089,79,positive_weight_q70,11,32,31,true,20.949545,0.421216,0.331644,false,3,1.598148,0.036901,0.023639,0
R21B00089,79,positive_weight_q85,15,27,9,true,20.419186,0.393733,0.302066,false,3,1.598148,0.036901,0.023639,0
R21B00090,79,positive_weight_q50,10,135,1014,true,61.339458,1.008441,1.48167,false,3,1.004062,0.093511,0.032374,0
R21B00090,79,positive_weight_q70,16,93,448,true,63.529909,0.892341,1.480493,false,3,1.004062,0.093511,0.032374,0
R21B00090,79,positive_weight_q85,23,71,103,true,63.403229,0.779395,1.549749,false,3,1.004062,0.093511,0.032374,0
R21B00091,79,positive_weight_q50,9,276,1330,true,73.951679,1.935352,1.355198,false,3,4.047594,0.454777,0.022574,0
R21B00091,79,positive_weight_q70,14,205,671,true,74.679349,1.890117,1.328324,false,3,4.047594,0.454777,0.022574,0
R21B00091,79,positive_weight_q85,21,137,342,true,82.878601,0.948803,1.383611,false,3,4.047594,0.454777,0.022574,0
R21B00092,80,positive_weight_q50,16,95,1301,true,75.640503,0.825862,2.271159,false,3,0.50052,0.0064,0.022951,0
R21B00092,80,positive_weight_q70,24,64,511,true,76.451582,0.817835,2.229887,false,3,0.50052,0.0064,0.022951,0
R21B00092,80,positive_weight_q85,37,51,108,true,76.842256,0.810187,2.217467,false,3,0.50052,0.0064,0.022951,0
R21B00093,80,positive_weight_q50,12,139,876,true,84.464958,0.914156,1.408198,false,3,0.368619,0.116207,0.05322,0
R21B00093,80,positive_weight_q70,19,94,517,true,85.356527,0.748261,1.417175,false,3,0.368619,0.116207,0.05322,0
R21B00093,80,positive_weight_q85,28,67,127,true,85.034392,0.63089,1.525315,false,3,0.368619,0.116207,0.05322,0
R21B00094,80,positive_weight_q50,14,118,358,true,71.6503,0.722798,1.365523,false,2,1.004208,0.016129,0.05618,0
R21B00094,80,positive_weight_q70,19,155,35,true,72.022194,0.702513,1.32846,false,2,1.004208,0.016129,0.05618,0
R21B00094,80,positive_weight_q85,22,132,16,false,73.942007,0.683295,1.232219,false,2,1.004208,0.016129,0.05618,0
R21B00095,80,positive_weight_q50,11,26,88,true,39.810805,0.447739,0.406903,false,3,0.390242,0.076353,0.048115,0
R21B00095,80,positive_weight_q70,16,17,46,true,40.749837,0.415954,0.394595,false,3,0.390242,0.076353,0.048115,0
R21B00095,80,positive_weight_q85,23,10,30,true,40.435117,0.272234,0.29924,false,3,0.390242,0.076353,0.048115,0
R21B00096,80,positive_weight_q50,11,9,126,true,62.0476,0.295162,0.527227,false,3,0.646524,0.037218,0.088744,0
R21B00096,80,positive_weight_q70,18,8,58,true,62.706011,0.25976,0.518376,false,3,0.646524,0.037218,0.088744,0
R21B00096,80,positive_weight_q85,27,10,20,true,63.624138,0.204706,0.334703,false,3,0.646524,0.037218,0.088744,0
R21B00097,80,positive_weight_q50,10,11,89,true,89.395711,0.263165,0.513459,false,3,1.362647,0.028489,0.016192,0
R21B00097,80,positive_weight_q70,14.4,12,21,true,87.877312,0.23154,0.53329,false,3,1.362647,0.028489,0.016192,0
R21B00097,80,positive_weight_q85,19,11,13,true,86.062318,0.193479,0.553122,false,3,1.362647,0.028489,0.016192,0
R21B00098,80,positive_weight_q50,11,504,1903,true,58.87538,2.304297,2.94042,true,3,1.081615,0.038797,0.07266,1
R21B00098,80,positive_weight_q70,18,254,1301,true,59.985551,2.232796,2.897205,true,3,1.081615,0.038797,0.07266,1
R21B00098,80,positive_weight_q85,27,137,423,true,61.513767,2.214332,2.769289,true,3,1.081615,0.038797,0.07266,1
R21B00099,80,positive_weight_q50,11,713,2158,true,27.79166,3.252487,2.762851,true,3,6.972331,0.380802,0.031804,1
R21B00099,80,positive_weight_q70,18,460,1500,true,22.255824,2.636376,2.840622,true,3,6.972331,0.380802,0.031804,1
R21B00099,80,positive_weight_q85,26,267,909,true,39.015747,2.337924,2.797801,true,3,6.972331,0.380802,0.031804,1
R21B00100,81,positive_weight_q50,12,120,1107,true,89.614813,0.840312,1.357558,false,3,1.22146,0.103858,0.029974,0
R21B00100,81,positive_weight_q70,19,99,448,true,89.509132,0.69237,1.309034,false,3,1.22146,0.103858,0.029974,0
R21B00100,81,positive_weight_q85,28,58,152,true,86.972481,0.587109,1.381015,false,3,1.22146,0.103858,0.029974,0
R21B00101,81,positive_weight_q50,16,2,60,true,83.371175,0.140299,0.248476,false,3,2.824736,0.030782,0.033045,0
R21B00101,81,positive_weight_q70,26.2,6,19,true,84.172081,0.107738,0.196682,false,3,2.824736,0.030782,0.033045,0
R21B00101,81,positive_weight_q85,38.55,3,11,true,77.819737,0.065121,0.16871,false,3,2.824736,0.030782,0.033045,0
R21B00102,81,positive_weight_q50,12,67,230,true,69.332384,0.59123,0.764041,false,3,4.709716,0.075877,0.027561,0
R21B00102,81,positive_weight_q70,18,71,48,true,73.913323,0.496956,0.762127,false,3,4.709716,0.075877,0.027561,0
R21B00102,81,positive_weight_q85,21,73,35,true,80.79224,0.405376,0.704642,false,3,4.709716,0.075877,0.027561,0
R21B00103,81,positive_weight_q50,10,13,114,true,61.913986,0.287597,0.537535,false,3,1.405441,0.018142,0.025504,0
R21B00103,81,positive_weight_q70,16,11,25,true,63.492037,0.249112,0.5266,false,3,1.405441,0.018142,0.025504,0
R21B00103,81,positive_weight_q85,22,10,13,true,60.053295,0.249112,0.4788,false,3,1.405441,0.018142,0.025504,0
R21B00104,81,positive_weight_q50,10,289,1249,true,74.307558,2.047884,1.272943,false,3,1.701772,0.470489,0.049417,0
R21B00104,81,positive_weight_q70,15,212,617,true,75.873215,1.975322,1.196662,false,3,1.701772,0.470489,0.049417,0
R21B00104,81,positive_weight_q85,22,146,228,true,78.43608,1.015526,1.153409,false,3,1.701772,0.470489,0.049417,0
R21B00105,212,positive_weight_q50,15,474,4661,true,46.901999,2.497175,2.828267,true,2,3.316905,0.076856,0.148272,1
R21B00105,212,positive_weight_q70,22,460,620,true,44.747266,2.368822,2.638602,true,2,3.316905,0.076856,0.148272,1
R21B00105,212,positive_weight_q85,32,388,188,false,39.04037,2.313729,2.465197,true,2,3.316905,0.076856,0.148272,1
R21B00106,212,positive_weight_q50,15,13,114,true,37.028315,0.409214,0.647899,false,3,0.859212,0.02249,0.007523,0
R21B00106,212,positive_weight_q70,21.6,11,42,true,36.871716,0.407982,0.629833,false,3,0.859212,0.02249,0.007523,0
R21B00106,212,positive_weight_q85,29,12,16,true,35.132404,0.360902,0.635718,false,3,0.859212,0.02249,0.007523,0
R21B00107,212,positive_weight_q50,15,474,4661,true,46.901999,2.497175,2.828267,true,2,3.316905,0.076856,0.148272,1
R21B00107,212,positive_weight_q70,22,460,620,true,44.747266,2.368822,2.638602,true,2,3.316905,0.076856,0.148272,1
R21B00107,212,positive_weight_q85,32,388,188,false,39.04037,2.313729,2.465197,true,2,3.316905,0.076856,0.148272,1
R21B00108,213,positive_weight_q50,15,399,3881,true,39.331768,2.369772,2.682771,true,2,14.71174,0.031883,0.114952,1
R21B00108,213,positive_weight_q70,22,433,918,true,34.638414,2.314876,2.539245,true,2,14.71174,0.031883,0.114952,1
R21B00108,213,positive_weight_q85,32,358,169,false,6.042593,2.294219,2.401215,true,2,14.71174,0.031883,0.114952,1
R21B00109,213,positive_weight_q50,13,25,132,true,27.243185,0.503787,0.669477,false,3,2.496127,0.0858,0.02003,0
R21B00109,213,positive_weight_q70,18,23,95,true,24.916226,0.454798,0.66618,false,3,2.496127,0.0858,0.02003,0
R21B00109,213,positive_weight_q85,25,14,40,true,21.183088,0.302297,0.625434,false,3,2.496127,0.0858,0.02003,0
R21B00110,213,positive_weight_q50,56,10,322,true,41.172994,0.419311,0.645213,false,3,1.686291,0.012663,0.009693,0
R21B00110,213,positive_weight_q70,64,12,83,true,38.933167,0.399918,0.650018,false,3,1.686291,0.012663,0.009693,0
R21B00110,213,positive_weight_q85,71,13,40,true,37.047506,0.388649,0.667751,false,3,1.686291,0.012663,0.009693,0
R21B00111,213,positive_weight_q50,15,410,3881,true,38.235603,2.368123,2.682813,true,2,14.4183,0.032791,0.113225,1
R21B00111,213,positive_weight_q70,22,434,918,true,33.26367,2.310996,2.541518,true,2,14.4183,0.032791,0.113225,1
R21B00111,213,positive_weight_q85,32,358,169,false,5.468404,2.290663,2.405486,true,2,14.4183,0.032791,0.113225,1
R21B00112,216,positive_weight_q50,16,489,2819,true,49.738836,2.582824,2.739224,true,3,5.981857,0.067688,0.130911,1
R21B00112,216,positive_weight_q70,23,463,727,true,48.647384,2.507207,2.581549,true,3,5.981857,0.067688,0.130911,1
R21B00112,216,positive_weight_q85,33,313,187,true,36.538928,2.417231,2.418573,true,3,5.981857,0.067688,0.130911,1
R21B00113,216,positive_weight_q50,19,12,84,true,20.577041,0.327898,0.548045,false,3,0.616552,0.064255,0.003868,0
R21B00113,216,positive_weight_q70,26,13,47,true,22.071467,0.295017,0.552873,false,3,0.616552,0.064255,0.003868,0
R21B00113,216,positive_weight_q85,34,10,17,true,21.135483,0.178158,0.5434,false,3,0.616552,0.064255,0.003868,0
R21B00114,216,positive_weight_q50,16,489,2819,true,49.738836,2.582824,2.739224,true,3,5.981857,0.067688,0.130911,1
R21B00114,216,positive_weight_q70,23,463,727,true,48.647384,2.507207,2.581549,true,3,5.981857,0.067688,0.130911,1
R21B00114,216,positive_weight_q85,33,313,187,true,36.538928,2.417231,2.418573,true,3,5.981857,0.067688,0.130911,1
R21B00115,220,positive_weight_q50,15,367,2912,true,26.81813,2.372476,2.423945,true,2,10.888964,0.022462,0.07955,1
R21B00115,220,positive_weight_q70,24,363,601,true,0.180071,2.33394,2.310734,true,2,10.888964,0.022462,0.07955,1
R21B00115,220,positive_weight_q85,33,280,124,false,12.327217,2.319197,2.229991,true,2,10.888964,0.022462,0.07955,1
R21B00116,220,positive_weight_q50,16.5,14,132,true,24.006622,0.316638,0.47722,false,3,3.461979,0.030603,0.026656,0
R21B00116,220,positive_weight_q70,23,14,87,true,23.894961,0.267564,0.437088,false,3,3.461979,0.030603,0.026656,0
R21B00116,220,positive_weight_q85,31,13,23,true,31.294121,0.243027,0.412551,false,3,3.461979,0.030603,0.026656,0
R21B00117,224,positive_weight_q50,18,363,3346,true,42.909296,2.564911,2.509043,true,3,8.858659,0.058003,0.079291,1
R21B00117,224,positive_weight_q70,26,385,464,true,34.209212,2.525881,2.426411,true,3,8.858659,0.058003,0.079291,1
R21B00117,224,positive_weight_q85,35,300,215,true,21.343777,2.427087,2.315508,true,3,8.858659,0.058003,0.079291,1
R21B00118,224,positive_weight_q50,19,15,237,true,5.382036,0.341216,0.63435,false,3,0.225488,0.033332,0.018214,0
R21B00118,224,positive_weight_q70,28,18,78,true,4.852543,0.292189,0.63435,false,3,0.225488,0.033332,0.018214,0
R21B00118,224,positive_weight_q85,40,15,40,true,5.253411,0.260162,0.595711,false,3,0.225488,0.033332,0.018214,0
R21B00119,224,positive_weight_q50,21,8,63,true,25.553761,0.351451,0.244483,false,3,3.797328,0.072352,0.024928,0
R21B00119,224,positive_weight_q70,29,6,22,true,21.589454,0.344659,0.202604,false,3,3.797328,0.072352,0.024928,0
R21B00119,224,positive_weight_q85,40,6,9,true,30.858709,0.194686,0.18506,false,3,3.797328,0.072352,0.024928,0
R21B00120,224,positive_weight_q50,18,357,3641,true,53.936016,2.570117,2.55223,true,3,21.146384,0.06272,0.083915,1
R21B00120,224,positive_weight_q70,26,403,662,true,58.959045,2.514716,2.467863,true,3,21.146384,0.06272,0.083915,1
R21B00120,224,positive_weight_q85,36,303,215,true,11.800695,2.418319,2.347722,true,3,21.146384,0.06272,0.083915,1
R21B00121,224,positive_weight_q50,18,357,3641,true,53.936016,2.570117,2.55223,true,3,21.146384,0.06272,0.083915,1
R21B00121,224,positive_weight_q70,26,403,662,true,58.959045,2.514716,2.467863,true,3,21.146384,0.06272,0.083915,1
R21B00121,224,positive_weight_q85,36,303,215,true,11.800695,2.418319,2.347722,true,3,21.146384,0.06272,0.083915,1
R21B00122,224,positive_weight_q50,14,50,399,true,25.854481,0.782725,1.211113,false,3,1.57138,0.078984,0.014281,0
R21B00122,224,positive_weight_q70,22,30,216,true,23.567003,0.742334,1.241559,false,3,1.57138,0.078984,0.014281,0
R21B00122,224,positive_weight_q85,32,30,52,true,22.029857,0.598671,1.241253,false,3,1.57138,0.078984,0.014281,0
R21B00123,224,positive_weight_q50,18,357,3641,true,53.936016,2.570117,2.55223,true,3,21.146384,0.06272,0.083915,1
R21B00123,224,positive_weight_q70,26,403,662,true,58.959045,2.514716,2.467863,true,3,21.146384,0.06272,0.083915,1
R21B00123,224,positive_weight_q85,36,303,215,true,11.800695,2.418319,2.347722,true,3,21.146384,0.06272,0.083915,1
R21B00124,227,positive_weight_q50,19.5,333,2414,true,10.580239,2.558856,2.370289,true,3,4.246551,0.005763,0.019452,1
R21B00124,227,positive_weight_q70,28,336,422,true,1.164446,2.572966,2.363366,true,3,4.246551,0.005763,0.019452,1
R21B00124,227,positive_weight_q85,40,253,132,true,9.700722,2.566255,2.326002,true,3,4.246551,0.005763,0.019452,1
R21B00125,227,positive_weight_q50,18,27,409,true,6.215802,0.405029,0.697504,false,3,2.422964,0.048553,0.028689,0
R21B00125,227,positive_weight_q70,28,18,97,true,3.042951,0.332859,0.662514,false,3,2.422964,0.048553,0.028689,0
R21B00125,227,positive_weight_q85,40,23,33,true,0.285626,0.287078,0.62723,false,3,2.422964,0.048553,0.028689,0
R21B00126,227,positive_weight_q50,21,3,89,true,19.449651,0.323417,0.187195,false,3,3.50875,0.034479,0.019209,0
R21B00126,227,positive_weight_q70,28.8,5,23,true,16.027858,0.305758,0.162711,false,3,3.50875,0.034479,0.019209,0
R21B00126,227,positive_weight_q85,38,5,12,true,10.910909,0.243064,0.140155,false,3,3.50875,0.034479,0.019209,0
R21B00127,227,positive_weight_q50,20,332,3329,true,5.373064,2.568231,2.409649,true,3,3.703739,0.005032,0.017705,1
R21B00127,227,positive_weight_q70,29,344,422,true,7.345943,2.580363,2.39553,true,3,3.703739,0.005032,0.017705,1
R21B00127,227,positive_weight_q85,39,259,136,true,14.028297,2.572418,2.367078,true,3,3.703739,0.005032,0.017705,1
R21B00128,228,positive_weight_q50,18,323,3942,true,0.583181,2.535856,2.365164,true,2,6.307754,0.008652,0.005115,1
R21B00128,228,positive_weight_q70,26,390,792,true,7.136609,2.529034,2.376857,true,2,6.307754,0.008652,0.005115,1
R21B00128,228,positive_weight_q85,37,276,109,false,15.977417,2.515067,2.374908,true,2,6.307754,0.008652,0.005115,1
R21B00129,228,positive_weight_q50,16,32,430,true,1.221591,0.388947,0.724317,false,3,0.599761,0.034705,0.044209,0
R21B00129,228,positive_weight_q70,27,28,101,true,1.324187,0.332251,0.655666,false,3,0.599761,0.034705,0.044209,0
R21B00129,228,positive_weight_q85,38,21,43,true,0.00371,0.305744,0.617464,false,3,0.599761,0.034705,0.044209,0
R21B00130,228,positive_weight_q50,14,6,84,true,16.184447,0.343004,0.192091,false,3,1.918402,0.035949,0.035512,0
R21B00130,228,positive_weight_q70,25,6,38,true,18.622028,0.319484,0.168572,false,3,1.918402,0.035949,0.035512,0
R21B00130,228,positive_weight_q85,33.3,4,12,true,13.924034,0.257754,0.107806,false,3,1.918402,0.035949,0.035512,0
R21B00131,228,positive_weight_q50,18,323,3942,true,0.583181,2.535856,2.365164,true,2,6.307754,0.008652,0.005115,1
R21B00131,228,positive_weight_q70,26,390,792,true,7.136609,2.529034,2.376857,true,2,6.307754,0.008652,0.005115,1
R21B00131,228,positive_weight_q85,37,276,109,false,15.977417,2.515067,2.374908,true,2,6.307754,0.008652,0.005115,1
R21B00132,238,positive_weight_q50,17,395,5137,true,16.271397,2.724042,2.332153,true,3,4.41641,0.042291,0.175056,1
R21B00132,238,positive_weight_q70,27,386,868,true,11.083908,2.67668,2.167826,true,3,4.41641,0.042291,0.175056,1
R21B00132,238,positive_weight_q85,37,315,546,true,5.456429,2.620574,1.906991,true,3,4.41641,0.042291,0.175056,1
R21B00133,238,positive_weight_q50,17,8,57,true,13.889694,0.258345,0.127132,false,3,0.752131,0.010469,0.009065,0
R21B00133,238,positive_weight_q70,31,3,29,true,14.101712,0.258345,0.109004,false,3,0.752131,0.010469,0.009065,0
R21B00133,238,positive_weight_q85,41,5,11,true,12.410794,0.280554,0.106964,false,3,0.752131,0.010469,0.009065,0
R21B00134,239,positive_weight_q50,19,343,5025,true,11.185251,2.707066,2.239634,true,3,3.948358,0.035686,0.201108,1
R21B00134,239,positive_weight_q70,28,372,971,true,6.048444,2.682027,2.039913,true,3,3.948358,0.035686,0.201108,1
R21B00134,239,positive_weight_q85,40,280,593,true,1.520173,2.622017,1.749794,true,3,3.948358,0.035686,0.201108,1
R21B00135,239,positive_weight_q50,18,16,204,true,3.511635,0.540505,0.630252,false,3,1.798898,0.045814,0.010366,0
R21B00135,239,positive_weight_q70,28,22,107,true,1.582858,0.460163,0.641971,false,3,1.798898,0.045814,0.010366,0
R21B00135,239,positive_weight_q85,40,22,23,true,5.978284,0.432481,0.616604,false,3,1.798898,0.045814,0.010366,0
R21B00136,239,positive_weight_q50,20,6,55,true,0.490156,0.238177,0.165428,false,3,3.84332,0.029741,0.031328,0
R21B00136,239,positive_weight_q70,32,5,23,true,3.476637,0.218008,0.131213,false,3,3.84332,0.029741,0.031328,0
R21B00136,239,positive_weight_q85,41.5,5,14,true,9.715193,0.167469,0.088836,false,3,3.84332,0.029741,0.031328,0
R21B00137,243,positive_weight_q50,20,366,5197,true,9.471757,2.608256,2.299941,true,3,1.576309,0.048903,0.227587,1
R21B00137,243,positive_weight_q70,29,373,1214,true,6.846648,2.569487,2.056936,true,3,1.576309,0.048903,0.227587,1
R21B00137,243,positive_weight_q85,41,286,565,true,5.707067,2.490715,1.743935,true,3,1.576309,0.048903,0.227587,1
R21B00138,243,positive_weight_q50,24,5,60,true,43.918475,0.171254,0.234185,false,3,1.256052,0.017233,0.006243,0
R21B00138,243,positive_weight_q70,31,5,19,true,40.875143,0.152804,0.234185,false,3,1.256052,0.017233,0.006243,0
R21B00138,243,positive_weight_q85,44,5,11,true,42.788085,0.129148,0.220941,false,3,1.256052,0.017233,0.006243,0
R21B00139,243,positive_weight_q50,20,8,83,true,79.321258,0.182533,0.364697,false,3,1.350827,0.014764,0.015411,0
R21B00139,243,positive_weight_q70,29,10,24,true,81.91452,0.158942,0.335356,false,3,1.350827,0.014764,0.015411,0
R21B00139,243,positive_weight_q85,35.95,9,8,true,82.397649,0.146999,0.329458,false,3,1.350827,0.014764,0.015411,0
R21B00140,250,positive_weight_q50,20,423,4303,true,11.2637,2.580636,1.972768,true,3,0.53901,0.215489,0.214027,0.666667
R21B00140,250,positive_weight_q70,28,361,1246,true,12.029535,2.343595,1.834595,true,3,0.53901,0.215489,0.214027,0.666667
R21B00140,250,positive_weight_q85,40,239,682,true,12.578022,2.053681,1.465713,false,3,0.53901,0.215489,0.214027,0.666667
R21B00141,250,positive_weight_q50,12.5,23,43,true,19.432326,0.422118,0.384881,false,3,2.105096,0.011889,0.012271,0
R21B00141,250,positive_weight_q70,19,19,27,true,21.827149,0.407405,0.363874,false,3,2.105096,0.011889,0.012271,0
R21B00141,250,positive_weight_q85,26.15,16,10,true,16.674988,0.392996,0.355759,false,3,2.105096,0.011889,0.012271,0
R21B00142,250,positive_weight_q50,14,9,142,true,73.009456,0.280663,0.411546,false,3,2.187925,0.010311,0.055089,0
R21B00142,250,positive_weight_q70,24,7,58,true,72.876933,0.255405,0.374542,false,3,2.187925,0.010311,0.055089,0
R21B00142,250,positive_weight_q85,30,10,13,true,68.303324,0.268034,0.280663,false,3,2.187925,0.010311,0.055089,0
R21B00143,259,positive_weight_q50,12,296,4439,true,2.834649,2.710644,1.656115,true,3,0.531461,0.040339,0.099081,1
R21B00143,259,positive_weight_q70,17,244,1556,true,2.95942,2.664649,1.520481,true,3,0.531461,0.040339,0.099081,1
R21B00143,259,positive_weight_q85,26,210,469,true,4.019244,2.61191,1.414001,true,3,0.531461,0.040339,0.099081,1
R21B00144,259,positive_weight_q50,10,37,404,true,26.349444,0.728602,0.52832,false,3,1.174442,0.024024,0.046259,0
R21B00144,259,positive_weight_q70,15,22,206,true,26.444387,0.700413,0.474536,false,3,1.174442,0.024024,0.046259,0
R21B00144,259,positive_weight_q85,25,15,68,true,23.906906,0.669772,0.415057,false,3,1.174442,0.024024,0.046259,0
R21B00145,259,positive_weight_q50,7,74,77,true,27.327298,1.132239,0.617826,false,3,1.304885,0.002433,0.035366,0
R21B00145,259,positive_weight_q70,11,75,30,true,28.890668,1.13755,0.624075,false,3,1.304885,0.002433,0.035366,0
R21B00145,259,positive_weight_q85,15,51,23,true,30.523351,1.132551,0.546124,false,3,1.304885,0.002433,0.035366,0
R21B00146,259,positive_weight_q50,12,404,5151,true,14.129353,2.662627,2.334604,true,3,0.517962,0.044252,0.121272,1
R21B00146,259,positive_weight_q70,17,364,1556,true,14.609946,2.613195,2.185383,true,3,0.517962,0.044252,0.121272,1
R21B00146,259,positive_weight_q85,24,282,500,true,15.386533,2.554367,2.037551,true,3,0.517962,0.044252,0.121272,1
R21B00147,259,positive_weight_q50,12,404,5151,true,14.129353,2.662627,2.334604,true,3,0.517962,0.044252,0.121272,1
