template_id,independent_geometry_id,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,rotation_deg,measurement_source,proxy_formula_used,background_mode,sensitivity_background_mode,counterfactual_background_sensitivity_status,base_background_subtracted_energy,measured_background_subtracted_energy,energy_delta_measured,base_inner_energy_density,measured_inner_energy_density,inner_density_delta_measured,base_outer_band_energy_density,measured_outer_band_energy_density,outer_density_delta_measured,measured_inner_outer_density_ratio,base_component_count,measured_component_count,component_count_delta_measured,measured_largest_component_pixels,measured_range_p50_width_m,measured_range_p80_width_m,measured_range_p90_width_m,range_p80_delta_m_measured,measured_azimuth_p50_width_m,measured_azimuth_p80_width_m,measured_azimuth_p90_width_m,azimuth_p80_delta_m_measured,measured_response_axis_image_deg,measured_response_axis_to_range_signed_deg,measured_response_axis_to_range_acute_deg,axis_angle_delta_deg_measured,measured_principal_axis_ratio,measured_axis_orientation_status,measured_vehicle_projection_envelope_status,measured_aspect_angle_candidate_deg
GM019IG0051_T07,GM019IG0051,228,center_shift,azimuth,shift,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,25488,-4427,13.926909,11.871449,-2.05546,10.984406,9.111977,-1.872429,1.30284,39,52,13,1400,0.345981,0.753682,1.022177,-0.207727,0.493894,0.885006,1.131888,-0.089051,161.927714,-69.696694,69.696694,15.325753,1.356229,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T08,GM019IG0051,228,center_shift,azimuth,shift,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,37070,7155,13.926909,17.265952,3.339044,10.984406,12.812074,1.827668,1.347631,39,27,-12,1667,0.479341,0.911514,1.150642,-0.049896,0.60564,0.998659,1.216304,0.024602,173.886774,-57.737633,57.737633,3.366693,1.303625,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T09,GM019IG0051,228,center_shift,range,shift,-0.45,-15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,26680,-3235,13.926909,12.403533,-1.523376,10.984406,9.060429,-1.923977,1.368979,39,79,40,1195,0.333204,0.82125,0.97514,-0.14016,0.525295,0.970116,1.106464,-0.003941,177.559003,-54.065405,54.065405,0.305536,1.446538,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T10,GM019IG0051,228,center_shift,range,shift,0.45,15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,33239,3324,13.926909,15.452813,1.525904,10.984406,11.180312,0.195907,1.382145,39,16,-23,1703,0.474446,1.131888,1.247576,0.170478,0.506801,0.969422,1.121277,-0.004635,83.409501,31.785094,31.785094,86.156034,1.547471,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T11,GM019IG0051,228,center_shift,azimuth,shift,-0.45,-15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,22895,-7020,13.926909,10.663717,-3.263192,10.984406,8.595331,-2.389074,1.240641,39,59,20,1319,0.3559,0.684079,0.898606,-0.277331,0.520401,1.017283,1.221199,0.043226,162.192751,-69.431656,69.431656,15.060716,1.629057,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T12,GM019IG0051,228,center_shift,azimuth,shift,0.45,15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,37616,7701,13.926909,17.520261,3.593352,10.984406,14.118677,3.134272,1.240928,39,26,-13,1726,0.526248,0.943738,1.19088,-0.017672,0.577227,0.976223,1.150643,0.002166,2.563,-49.061408,49.061408,5.309533,1.174775,AXIS_NEAR_ISOTROPIC,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T13,GM019IG0051,228,single_boundary_shift,range_min,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,31484,1569,13.926909,13.245267,-0.681642,10.984406,9.952646,-1.031759,1.330829,39,59,20,1613,0.429444,1.039026,1.267283,0.077616,0.517412,0.965481,1.112441,-0.008576,7.598113,-44.026294,44.026294,10.344646,1.267458,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T14,GM019IG0051,228,single_boundary_shift,range_min,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,26664,-3251,13.926909,13.894737,-0.032172,10.984406,12.928279,1.943873,1.074755,39,30,-9,1423,0.333074,0.787943,1.015377,-0.173467,0.575191,0.994717,1.135007,0.02066,147.196458,-84.427949,84.427949,30.057009,1.253812,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T15,GM019IG0051,228,single_boundary_shift,range_max,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,27990,-1925,13.926909,14.585722,0.658813,10.984406,10.265368,-0.719037,1.420867,39,35,-4,1397,0.357805,0.874265,1.039026,-0.087145,0.540931,0.973104,1.114346,-0.000953,171.05795,-60.566458,60.566458,6.195517,1.394244,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T16,GM019IG0051,228,single_boundary_shift,range_max,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,32565,2650,13.926909,13.700042,-0.226867,10.984406,12.401114,1.416709,1.104743,39,42,3,1710,0.455692,1.089875,1.362441,0.128465,0.513471,0.973104,1.123052,-0.000953,25.747041,-25.877367,25.877367,28.493574,1.116628,AXIS_NEAR_ISOTROPIC,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T17,GM019IG0051,228,single_boundary_shift,azimuth_min,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,31288,1373,13.926909,13.135181,-0.791728,10.984406,10.996283,0.011877,1.194511,39,47,8,1659,0.409737,0.978128,1.172126,0.016719,0.554661,1.014294,1.19768,0.040237,170.068002,-61.556405,61.556405,7.185465,1.304248,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T18,GM019IG0051,228,single_boundary_shift,azimuth_min,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,28450,-1465,13.926909,14.871929,0.94502,10.984406,11.406346,0.421941,1.303829,39,33,-6,1382,0.394924,0.949715,1.147654,-0.011694,0.506671,0.926067,1.036037,-0.04799,9.215018,-42.40939,42.40939,11.961551,1.1921,AXIS_NEAR_ISOTROPIC,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T19,GM019IG0051,228,single_boundary_shift,azimuth_max,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,25627,-4288,13.926909,13.396236,-0.530672,10.984406,10.335722,-0.648684,1.29611,39,39,0,1338,0.337015,0.847627,1.125088,-0.113782,0.45175,0.845722,0.994717,-0.128335,1.536267,-50.088141,50.088141,4.2828,1.114897,AXIS_NEAR_ISOTROPIC,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T20,GM019IG0051,228,single_boundary_shift,azimuth_max,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,34733,4818,13.926909,14.581444,0.654535,10.984406,12.315056,1.33065,1.184034,39,44,5,1714,0.443174,0.94768,1.158525,-0.01373,0.604557,1.083898,1.236835,0.109841,169.491839,-62.132568,62.132568,7.761628,1.343218,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T21,GM019IG0051,228,single_boundary_shift,range_min,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,32224,2309,13.926909,12.360568,-1.566341,10.984406,9.686779,-1.297626,1.276025,39,77,38,1655,0.446986,1.072203,1.329827,0.110794,0.516459,0.966434,1.115429,-0.007623,12.914591,-38.709817,38.709817,15.661124,1.266393,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T22,GM019IG0051,228,single_boundary_shift,range_min,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,24742,-5173,13.926909,14.631579,0.70467,10.984406,11.687568,0.703162,1.251893,39,21,-18,1311,0.303838,0.658655,0.870323,-0.302755,0.573286,0.977176,1.144795,0.003119,131.104911,79.480503,79.480503,46.148557,1.386197,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T23,GM019IG0051,228,single_boundary_shift,range_max,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,26215,-3700,13.926909,15.502661,1.575752,10.984406,10.037838,-0.946568,1.544422,39,37,-2,1231,0.326404,0.795003,0.941832,-0.166407,0.545955,0.973234,1.111358,-0.000823,168.21749,-63.406917,63.406917,9.035977,1.551975,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T24,GM019IG0051,228,single_boundary_shift,range_max,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,36370,6455,13.926909,13.950901,0.023993,10.984406,12.299024,1.314618,1.13431,39,46,7,1877,0.563627,1.219293,1.535778,0.257883,0.480163,0.952704,1.109452,-0.021353,57.099264,5.474856,5.474856,59.845797,1.261183,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T25,GM019IG0051,228,single_boundary_shift,azimuth_min,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,33060,3145,13.926909,12.637615,-1.289294,10.984406,11.13588,0.151474,1.134856,39,53,14,1801,0.419396,0.966304,1.17702,0.004894,0.58511,1.087016,1.356594,0.112959,164.756593,-66.867815,66.867815,12.496874,1.456174,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T26,GM019IG0051,228,single_boundary_shift,azimuth_min,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,26276,-3639,13.926909,15.649792,1.722883,10.984406,12.67206,1.687654,1.234984,39,22,-17,1268,0.41056,0.949715,1.146701,-0.011694,0.468339,0.836886,0.962363,-0.137171,26.155695,-25.468713,25.468713,28.902228,1.245822,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T27,GM019IG0051,228,single_boundary_shift,azimuth_max,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,22343,-7572,13.926909,13.307326,-0.619583,10.984406,8.725998,-2.258408,1.525021,39,38,-1,1139,0.309685,0.737094,1.053449,-0.224316,0.389077,0.727175,0.867335,-0.246882,8.43522,-43.189188,43.189188,11.181752,1.077022,AXIS_NEAR_ISOTROPIC,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T28,GM019IG0051,228,single_boundary_shift,azimuth_max,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,40709,10794,13.926909,15.561544,1.634636,10.984406,11.26199,0.277584,1.381776,39,44,5,1939,0.460716,0.925244,1.159478,-0.036166,0.663679,1.176197,1.349534,0.20214,163.726296,-67.898111,67.898111,13.527171,1.452606,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T29,GM019IG0051,228,scale_resize,range,resize,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,27555,-2360,13.926909,14.366528,0.439619,10.984406,11.453988,0.469583,1.254282,39,36,-3,1408,0.349793,0.851569,1.020272,-0.109841,0.555614,0.980987,1.124958,0.00693,163.815533,-67.808874,67.808874,13.437934,1.304285,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T30,GM019IG0051,228,scale_resize,range,resize,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,32086,2171,13.926909,13.492851,-0.434058,10.984406,10.546382,-0.438024,1.279382,39,52,13,1657,0.443868,1.06432,1.319215,0.102911,0.514424,0.967387,1.117465,-0.00667,13.25707,-38.367337,38.367337,16.003603,1.191487,AXIS_NEAR_ISOTROPIC,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T31,GM019IG0051,228,scale_resize,azimuth,resize,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,26992,-2923,13.926909,14.102403,0.175495,10.984406,10.652351,-0.332054,1.323877,39,39,0,1338,0.3627,0.938844,1.137995,-0.022566,0.480164,0.893712,1.0162,-0.080345,8.185131,-43.439277,43.439277,10.931664,1.161997,AXIS_NEAR_ISOTROPIC,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T32,GM019IG0051,228,scale_resize,azimuth,resize,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,32760,2845,13.926909,13.753149,-0.17376,10.984406,11.683333,0.698928,1.17716,39,47,8,1682,0.428232,0.965481,1.166278,0.004071,0.579133,1.053449,1.219163,0.079392,170.748172,-60.876235,60.876235,6.505295,1.319082,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T33,GM019IG0051,228,scale_resize,range,resize,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,24739,-5176,13.926909,14.638462,0.711553,10.984406,12.275378,1.290973,1.192506,39,26,-13,1280,0.303838,0.658655,0.888818,-0.302755,0.584157,0.989823,1.129982,0.015766,151.60178,-80.022627,80.022627,25.651687,1.467144,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T34,GM019IG0051,228,scale_resize,range,resize,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,34134,4219,13.926909,13.098235,-0.828674,10.984406,11.351951,0.367545,1.153831,39,62,23,1783,0.498788,1.177973,1.44742,0.216563,0.497705,0.964268,1.115429,-0.009789,28.805804,-22.818603,22.818603,31.552337,1.202462,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T35,GM019IG0051,228,scale_resize,azimuth,resize,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,24162,-5753,13.926909,14.399285,0.472376,10.984406,10.745689,-0.238716,1.340006,39,33,-6,1180,0.334157,0.854558,1.114346,-0.106852,0.419396,0.79379,0.910431,-0.180267,28.113571,-23.510837,23.510837,30.860104,1.113984,AXIS_NEAR_ISOTROPIC,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T36,GM019IG0051,228,scale_resize,azimuth,resize,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,36106,6191,13.926909,13.801988,-0.124921,10.984406,12.267318,1.282912,1.125102,39,52,13,1833,0.452833,0.962363,1.174291,0.000953,0.62643,1.130935,1.318262,0.156878,166.028864,-65.595543,65.595543,11.224603,1.427605,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T37,GM019IG0051,228,local_region_rotation,local_region,rotate,0,0,-30,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,30348,433,13.926909,14.128492,0.201583,10.984406,14.534047,3.549642,0.972096,39,43,4,1542,0.341217,0.736141,1.034954,-0.225269,0.608629,1.158395,1.346545,0.184338,156.369613,-75.254795,75.254795,20.883854,1.468888,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T38,GM019IG0051,228,local_region_rotation,local_region,rotate,0,0,-15,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,30892,977,13.926909,14.38175,0.454842,10.984406,13.79572,2.811315,1.042479,39,51,12,1523,0.404843,0.919267,1.119241,-0.042143,0.574368,1.05059,1.232893,0.076533,167.844861,-63.779546,63.779546,9.408606,1.260306,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T39,GM019IG0051,228,local_region_rotation,local_region,rotate,0,0,-10,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,30739,824,13.926909,14.323858,0.39695,10.984406,13.123781,2.139376,1.091443,39,47,8,1526,0.408654,0.931091,1.134877,-0.030319,0.559555,1.022177,1.200409,0.04812,171.607176,-60.017232,60.017232,5.646291,1.251219,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T40,GM019IG0051,228,local_region_rotation,local_region,rotate,0,0,-5,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,30259,344,13.926909,14.087058,0.160149,10.984406,12.210832,1.226426,1.153653,39,45,6,1529,0.401854,0.939927,1.138948,-0.021483,0.541061,0.990776,1.154454,0.016719,174.035099,-57.589308,57.589308,3.218368,1.223969,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T41,GM019IG0051,228,local_region_rotation,local_region,rotate,0,0,5,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,29296,-619,13.926909,13.638734,-0.288175,10.984406,10.287938,-0.696467,1.325701,39,44,5,1530,0.385136,0.973234,1.175114,0.011824,0.517412,0.956515,1.113264,-0.017542,179.792575,-51.831832,51.831832,2.539108,1.221134,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T42,GM019IG0051,228,local_region_rotation,local_region,rotate,0,0,10,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,28739,-1176,13.926909,13.379423,-0.547486,10.984406,9.797271,-1.187135,1.365628,39,47,8,1509,0.372488,0.972281,1.193738,0.010871,0.503682,0.937761,1.102522,-0.036296,1.629423,-49.994984,49.994984,4.375956,1.205993,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0051_T43,GM019IG0051,228,local_region_rotation,local_region,rotate,0,0,15,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,27809,-2106,13.926909,12.946462,-0.980447,10.984406,9.932039,-1.052366,1.303505,39,47,8,1484,0.351698,0.897654,1.159478,-0.063756,0.499741,0.920219,1.084981,-0.053838,178.568725,-53.055682,53.055682,1.315258,1.178768,AXIS_NEAR_ISOTROPIC,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T44,GM019IG0051,228,local_region_rotation,local_region,rotate,0,0,30,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,29915,26591,-3324,13.926909,12.379423,-1.547486,10.984406,10.116505,-0.867901,1.223686,39,44,5,1446,0.311591,0.720375,1.055615,-0.241035,0.504765,0.915455,1.137865,-0.058602,147.050173,-84.574234,84.574234,30.203294,1.192043,AXIS_NEAR_ISOTROPIC,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0051_T45,GM019IG0051,228,local_region_rotation,local_region,rotate,0,0,90,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,29915,30024,109,13.926909,13.977654,0.050745,10.984406,11.077972,0.093567,1.261752,39,42,3,1539,0.393841,0.942785,1.125218,-0.018624,0.545825,0.992681,1.140724,0.018624,172.894993,-58.729414,58.729414,4.358474,1.25839,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0052_T01,GM019IG0052,40,center_shift,range,shift,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,23959,24456,497,7.071724,7.222682,0.150958,5.674051,5.87056,0.196509,1.230322,140,132,-8,1844,0.71924,1.261307,1.455125,0.025723,0.622859,1.152637,1.366171,0.006511,14.501266,-41.590074,41.590074,0.415944,1.538954,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0052_T02,GM019IG0052,40,center_shift,range,shift,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,23959,22215,-1744,7.071724,6.560839,-0.510885,5.674051,5.684294,0.010243,1.154205,140,148,8,1556,0.650645,1.164925,1.337972,-0.070658,0.614697,1.113892,1.361632,-0.032234,13.838701,-42.252639,42.252639,1.078509,1.413329,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0052_T03,GM019IG0052,40,center_shift,azimuth,shift,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,23959,22905,-1054,7.071724,6.762622,-0.309102,5.674051,3.845972,-1.828079,1.758365,140,153,13,1576,0.701679,1.233108,1.415555,-0.002476,0.597961,1.072258,1.287351,-0.073868,13.604513,-42.486827,42.486827,1.312697,1.534175,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0052_T04,GM019IG0052,40,center_shift,azimuth,shift,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,23959,26005,2046,7.071724,7.677886,0.606162,5.674051,6.396524,0.722474,1.200322,140,124,-16,1832,0.643721,1.211099,1.42743,-0.024485,0.68939,1.247781,1.448201,0.101655,11.676739,-44.414602,44.414602,3.240472,1.573551,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0052_T05,GM019IG0052,40,center_shift,range,shift,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,23959,24205,246,7.071724,7.148553,0.076829,5.674051,5.656917,-0.017134,1.263684,140,123,-17,1912,0.710666,1.229394,1.435179,-0.00619,0.613872,1.090232,1.346959,-0.055894,12.826961,-43.264379,43.264379,2.090249,1.355915,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
