template_id,independent_geometry_id,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,rotation_deg,measurement_source,proxy_formula_used,background_mode,sensitivity_background_mode,counterfactual_background_sensitivity_status,base_background_subtracted_energy,measured_background_subtracted_energy,energy_delta_measured,base_inner_energy_density,measured_inner_energy_density,inner_density_delta_measured,base_outer_band_energy_density,measured_outer_band_energy_density,outer_density_delta_measured,measured_inner_outer_density_ratio,base_component_count,measured_component_count,component_count_delta_measured,measured_largest_component_pixels,measured_range_p50_width_m,measured_range_p80_width_m,measured_range_p90_width_m,range_p80_delta_m_measured,measured_azimuth_p50_width_m,measured_azimuth_p80_width_m,measured_azimuth_p90_width_m,azimuth_p80_delta_m_measured,measured_response_axis_image_deg,measured_response_axis_to_range_signed_deg,measured_response_axis_to_range_acute_deg,axis_angle_delta_deg_measured,measured_principal_axis_ratio,measured_axis_orientation_status,measured_vehicle_projection_envelope_status,measured_aspect_angle_candidate_deg
GM019IG0001_T01,GM019IG0001,34,center_shift,range,shift,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,13508,-1028,9.983516,9.277473,-0.706044,3.003496,3.821138,0.817642,2.427934,32,40,8,828,0.32447,0.60266,0.735372,-0.077463,0.43302,0.768406,0.921288,-0.022215,168.510887,-53.988277,53.988277,3.120188,1.918748,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T02,GM019IG0001,34,center_shift,range,shift,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,14503,-33,9.983516,9.960852,-0.022665,3.003496,3.224158,0.220662,3.089443,32,36,4,930,0.355749,0.678272,0.82024,-0.001851,0.453191,0.78497,0.917682,-0.00565,171.527433,-50.971732,50.971732,0.103642,1.961169,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T03,GM019IG0001,34,center_shift,azimuth,shift,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,14536,14288,-248,9.983516,9.826685,-0.156831,3.003496,3.029002,0.025506,3.244198,32,34,2,885,0.355749,0.680123,0.807281,0,0.44432,0.773959,0.915831,-0.016661,170.33372,-52.165445,52.165445,1.297355,1.979511,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T04,GM019IG0001,34,center_shift,azimuth,shift,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,14536,13911,-625,9.983516,9.5674,-0.416116,3.003496,2.866589,-0.136907,3.337555,32,31,-1,940,0.350099,0.658005,0.833102,-0.022119,0.431169,0.744436,0.878902,-0.046185,172.195662,-50.303503,50.303503,0.564587,1.8547,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T05,GM019IG0001,34,center_shift,range,shift,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,11795,-2741,9.983516,8.095402,-1.888115,3.003496,4.443539,1.440043,1.821836,32,48,16,694,0.281988,0.512527,0.635982,-0.167597,0.394433,0.709455,0.864189,-0.081166,169.740961,-52.758203,52.758203,1.890114,1.57076,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T06,GM019IG0001,34,center_shift,range,shift,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,13808,-728,9.983516,9.477008,-0.506509,3.003496,3.461001,0.457505,2.738227,32,39,7,894,0.333727,0.62663,0.763044,-0.053493,0.444031,0.77581,0.912128,-0.01481,170.466151,-52.033013,52.033013,1.164924,1.843479,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T07,GM019IG0001,34,center_shift,azimuth,shift,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,12678,-1858,9.983516,8.725396,-1.258121,3.003496,3.847045,0.843549,2.268077,32,41,9,779,0.33363,0.610161,0.75749,-0.069962,0.386932,0.690942,0.836516,-0.099678,169.68324,-52.815925,52.815925,1.947835,1.73653,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T08,GM019IG0001,34,center_shift,azimuth,shift,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,12451,-2085,9.983516,8.569167,-1.414349,3.003496,3.216686,0.21319,2.663974,32,43,11,868,0.331779,0.635886,0.836805,-0.044237,0.379719,0.652259,0.790524,-0.138362,172.958437,-49.540728,49.540728,1.327362,1.621502,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T09,GM019IG0001,34,center_shift,range,shift,-0.45,-15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,9272,-5264,9.983516,6.368132,-3.615385,3.003496,4.890697,1.887201,1.302091,32,60,28,525,0.21758,0.43867,0.617566,-0.241454,0.348248,0.637545,0.781268,-0.153075,175.943577,-46.555588,46.555588,4.312502,1.294422,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T10,GM019IG0001,34,center_shift,range,shift,0.45,15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,12106,-2430,9.983516,8.31456,-1.668956,3.003496,4.319767,1.316271,1.92477,32,44,12,786,0.287638,0.528996,0.652451,-0.151128,0.416551,0.738978,0.875296,-0.051642,166.718627,-55.780538,55.780538,4.912448,1.627394,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T11,GM019IG0001,34,center_shift,azimuth,shift,-0.45,-15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,10591,-3945,9.983516,7.274038,-2.709478,3.003496,4.372822,1.369326,1.663465,32,55,23,651,0.313363,0.549263,0.705752,-0.130861,0.326129,0.606266,0.738978,-0.184354,167.007791,-55.491374,55.491374,4.623284,1.408016,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T12,GM019IG0001,34,center_shift,azimuth,shift,0.45,15,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,10556,-3980,9.983516,7.25,-2.733516,3.003496,3.400697,0.3972,2.131916,32,47,15,749,0.304107,0.615619,0.8294,-0.064505,0.326129,0.571189,0.733424,-0.219431,171.326974,-51.172191,51.172191,0.304101,1.382251,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0001_T13,GM019IG0001,34,single_boundary_shift,range_min,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,14632,96,9.983516,8.90566,-1.077856,3.003496,3.136114,0.132618,2.839712,32,44,12,932,0.359355,0.687528,0.833102,0.007405,0.453384,0.792375,0.937949,0.001755,172.488147,-50.011017,50.011017,0.857072,1.980973,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T14,GM019IG0001,34,single_boundary_shift,range_min,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,14028,-508,9.983516,11.054374,1.070857,3.003496,3.540842,0.537345,3.121962,32,26,-6,875,0.340939,0.643195,0.779705,-0.036928,0.444031,0.773959,0.915831,-0.016661,168.673844,-53.82532,53.82532,2.957231,2.012753,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T15,GM019IG0001,34,single_boundary_shift,range_max,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,13412,-1124,9.983516,10.568952,0.585435,3.003496,3.725248,0.721751,2.837114,32,28,-4,825,0.320864,0.593596,0.724361,-0.086527,0.43302,0.768405,0.919533,-0.022215,167.546044,-54.95312,54.95312,4.085031,1.95944,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T16,GM019IG0001,34,single_boundary_shift,range_max,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,15011,475,9.983516,9.136336,-0.847181,3.003496,2.735456,-0.268041,3.339969,32,42,10,984,0.368708,0.718807,0.880946,0.038684,0.462447,0.801632,0.939705,0.011011,174.154998,-48.344167,48.344167,2.523923,1.980701,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T17,GM019IG0001,34,single_boundary_shift,azimuth_min,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,15493,957,9.983516,9.401092,-0.582424,3.003496,2.436264,-0.567233,3.858815,32,41,9,1007,0.368612,0.698539,0.829496,0.018416,0.484758,0.864189,1.033829,0.073568,168.412571,-54.086594,54.086594,3.218504,2.06487,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T18,GM019IG0001,34,single_boundary_shift,azimuth_min,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,13206,-1330,9.983516,10.464342,0.480826,3.003496,3.348148,0.344652,3.125412,32,28,-4,831,0.344642,0.652451,0.818389,-0.027672,0.403593,0.694645,0.816249,-0.095976,176.358421,-46.140743,46.140743,4.727346,1.894541,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T19,GM019IG0001,34,single_boundary_shift,azimuth_max,move,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,13331,-1205,9.983516,10.563391,0.579875,3.003496,3.667901,0.664405,2.879955,32,25,-7,807,0.340939,0.65625,0.79627,-0.023874,0.410805,0.703901,0.825601,-0.086719,174.382406,-48.116758,48.116758,2.751331,1.945388,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T20,GM019IG0001,34,single_boundary_shift,azimuth_max,move,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,15241,705,9.983516,9.24818,-0.735337,3.003496,2.567033,-0.436463,3.602673,32,35,3,1038,0.362962,0.68938,0.833102,0.009256,0.477257,0.845773,1.00255,0.055152,168.497751,-54.001414,54.001414,3.133324,1.998427,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T21,GM019IG0001,34,single_boundary_shift,range_min,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,14931,395,9.983516,8.150109,-1.833407,3.003496,3.083595,0.080098,2.643055,32,57,25,932,0.366856,0.713349,0.86818,0.033226,0.453287,0.792279,0.937853,0.001659,177.04583,-45.453334,45.453334,5.414755,1.819072,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T22,GM019IG0001,34,single_boundary_shift,range_min,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,13000,-1536,9.983516,12.025902,2.042385,3.003496,4.239474,1.235977,2.83665,32,17,-15,810,0.309757,0.564073,0.687528,-0.116051,0.423764,0.766554,0.908426,-0.024066,163.965582,-58.533582,58.533582,7.665493,1.98777,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T23,GM019IG0001,34,single_boundary_shift,range_max,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,11400,-3136,9.983516,10.545791,0.562274,3.003496,4.530263,1.526767,2.327854,32,23,-9,691,0.272828,0.492067,0.591649,-0.188056,0.396188,0.705752,0.862434,-0.084868,162.417029,-60.082135,60.082135,9.214046,1.880644,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T24,GM019IG0001,34,single_boundary_shift,range_max,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,15344,808,9.983516,8.375546,-1.607971,3.003496,2.432602,-0.570894,3.44304,32,54,22,1013,0.377868,0.741022,0.945547,0.060898,0.468001,0.810791,0.943407,0.020171,176.500944,-45.998221,45.998221,4.869869,1.957193,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T25,GM019IG0001,34,single_boundary_shift,azimuth_min,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,15868,1332,9.983516,8.619229,-1.364288,3.003496,2.2875,-0.715997,3.767969,32,50,18,1041,0.368515,0.698539,0.831251,0.018416,0.495866,0.895563,1.079821,0.104943,166.196914,-56.30225,56.30225,5.434161,2.053982,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T26,GM019IG0001,34,single_boundary_shift,azimuth_min,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,11404,-3132,9.983516,10.677903,0.694386,3.003496,3.965834,0.962338,2.692473,32,25,-7,726,0.328077,0.624875,0.810984,-0.055248,0.348344,0.580541,0.679931,-0.210079,3.118726,-39.380438,39.380438,11.487651,1.763395,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0001_T27,GM019IG0001,34,single_boundary_shift,azimuth_max,move,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,11346,-3190,9.983516,10.623596,0.640079,3.003496,4.863338,1.859841,2.184425,32,23,-9,667,0.316969,0.60831,0.74833,-0.071813,0.344738,0.589701,0.696496,-0.200919,179.394601,-43.104563,43.104563,7.763526,1.761157,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0001_T28,GM019IG0001,34,single_boundary_shift,azimuth_max,move,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,15583,1047,9.983516,8.464422,-1.519095,3.003496,2.432292,-0.571205,3.480019,32,50,18,1071,0.365005,0.691135,0.834954,0.011011,0.488268,0.873349,1.04484,0.082728,166.025066,-56.474098,56.474098,5.606009,1.972687,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T29,GM019IG0001,34,scale_resize,range,resize,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,13931,-605,9.983516,11.021361,1.037844,3.003496,3.369779,0.366282,3.270648,32,27,-5,863,0.337333,0.635886,0.770449,-0.044237,0.445882,0.77581,0.921385,-0.01481,168.592556,-53.906609,53.906609,3.038519,2.004187,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T30,GM019IG0001,34,scale_resize,range,resize,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,14809,273,9.983516,9.018879,-0.964637,3.003496,2.941886,-0.06161,3.065679,32,42,10,965,0.363154,0.704093,0.851519,0.02397,0.45699,0.796078,0.936194,0.005458,173.22702,-49.272144,49.272144,1.595945,2.012289,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T31,GM019IG0001,34,scale_resize,azimuth,resize,-0.15,-5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,13412,-1124,9.983516,10.644444,0.660928,3.003496,3.495098,0.491602,3.045535,32,27,-5,820,0.344642,0.656154,0.812835,-0.02397,0.412753,0.709358,0.834761,-0.081262,175.449291,-47.049874,47.049874,3.818216,1.94451,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T32,GM019IG0001,34,scale_resize,azimuth,resize,0.15,5,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,15534,998,9.983516,9.391778,-0.591739,3.003496,2.403548,-0.599949,3.907464,32,37,5,1032,0.36676,0.700295,0.836805,0.020171,0.486417,0.867891,1.039383,0.077271,168.4404,-54.058765,54.058765,3.190676,2.060121,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T33,GM019IG0001,34,scale_resize,range,resize,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,12904,-1632,9.983516,11.926063,1.942546,3.003496,4.345646,1.34215,2.74437,32,22,-10,771,0.307906,0.560274,0.680123,-0.119849,0.421913,0.751841,0.904723,-0.03878,163.895771,-58.603394,58.603394,7.735304,1.994823,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T34,GM019IG0001,34,scale_resize,range,resize,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,15107,571,9.983516,8.255191,-1.728325,3.003496,2.875519,-0.127978,2.870853,32,54,22,987,0.372314,0.726212,0.893905,0.046088,0.462447,0.803387,0.941556,0.012766,174.964485,-47.53468,47.53468,3.333409,1.958478,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T35,GM019IG0001,34,scale_resize,azimuth,resize,-0.3,-10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,12001,-2535,9.983516,11.236891,1.253375,3.003496,4.076116,1.072619,2.756765,32,21,-11,709,0.32447,0.635886,0.790716,-0.044237,0.364909,0.62098,0.714912,-0.16964,0.512256,-41.986908,41.986908,8.881181,1.861264,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,0
GM019IG0001_T36,GM019IG0001,34,scale_resize,azimuth,resize,0.3,10,0,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,16198,1662,9.983516,8.803261,-1.180256,3.003496,2.054054,-0.949442,4.285798,32,44,12,1116,0.374165,0.704093,0.840411,0.02397,0.508536,0.921385,1.113047,0.130764,165.907204,-56.591961,56.591961,5.723871,2.072954,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T37,GM019IG0001,34,local_region_rotation,local_region,rotate,0,0,-30,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,14536,14054,-482,9.983516,9.705801,-0.277715,3.003496,2.93418,-0.069316,3.307841,32,36,4,915,0.32447,0.591649,0.733617,-0.088474,0.43302,0.766554,0.941652,-0.024066,164.749959,-57.749205,57.749205,6.881116,1.846128,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T38,GM019IG0001,34,local_region_rotation,local_region,rotate,0,0,-15,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,14420,-116,9.983516,9.890261,-0.093256,3.003496,2.925754,-0.077742,3.380414,32,32,0,925,0.344738,0.641536,0.777854,-0.038587,0.451436,0.792375,0.948961,0.001755,167.758432,-54.740733,54.740733,3.872643,1.994215,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T39,GM019IG0001,34,local_region_rotation,local_region,rotate,0,0,-10,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,14603,67,9.983516,10.002055,0.018538,3.003496,2.867133,-0.136364,3.488522,32,32,0,931,0.353994,0.663558,0.794419,-0.016565,0.456894,0.803483,0.958217,0.012862,169.103393,-53.395772,53.395772,2.527683,2.05599,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T40,GM019IG0001,34,local_region_rotation,local_region,rotate,0,0,-5,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,14602,66,9.983516,10.056474,0.072957,3.003496,3.03588,0.032383,3.31254,32,30,-2,929,0.3576,0.676421,0.810984,-0.003702,0.455331,0.801535,0.948961,0.010915,170.482258,-52.016906,52.016906,1.148817,2.072588,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T41,GM019IG0001,34,local_region_rotation,local_region,rotate,0,0,5,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_STABLE,14536,14362,-174,9.983516,9.864011,-0.119505,3.003496,3.088578,0.085082,3.193706,32,32,0,916,0.350292,0.670963,0.82024,-0.00916,0.446075,0.775714,0.915735,-0.014906,172.024137,-50.475028,50.475028,0.393062,1.919659,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T42,GM019IG0001,34,local_region_rotation,local_region,rotate,0,0,10,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,14536,14198,-338,9.983516,9.778237,-0.20528,3.003496,3.046296,0.0428,3.209877,32,34,2,903,0.344642,0.661707,0.814686,-0.018416,0.440329,0.759149,0.893712,-0.031471,172.066187,-50.432978,50.432978,0.435112,1.846246,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T43,GM019IG0001,34,local_region_rotation,local_region,rotate,0,0,15,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,14536,14090,-446,9.983516,9.650685,-0.332832,3.003496,2.874126,-0.12937,3.357781,32,36,4,908,0.339184,0.650696,0.810984,-0.029427,0.432924,0.744436,0.873541,-0.046185,171.921654,-50.577511,50.577511,0.290579,1.781107,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
GM019IG0001_T44,GM019IG0001,34,local_region_rotation,local_region,rotate,0,0,30,REAL_SAR_GRAY_REMEASURED,false,BASE_REGION_FROZEN_BACKGROUND,PERTURBED_LOCAL_RING,COUNTERFACTUAL_BACKGROUND_SENSITIVE,14536,13760,-776,9.983516,9.450549,-0.532967,3.003496,2.830626,-0.17287,3.338678,32,36,4,901,0.318821,0.611724,0.766747,-0.068399,0.416359,0.720466,0.87169,-0.070154,168.038329,-54.460836,54.460836,3.592746,1.632131,AXIS_MULTI_COMPONENT_AMBIGUOUS,PARTIAL_SUPPORT_BELOW_ENVELOPE,90
