component_id,scene,sar_frame,extraction_profile,azimuth_center,radial_pixel_center,radial_band,component_cell_box_count,persistent_static_overlap_ratio,recurrent_background_overlap_ratio,static_peak_overlap_ratio,stable_gradient_overlap_ratio,background_structure_pressure
WGV33D_MAIN_F0154_C005481,GM_RM011,154,main,4.9925,198,R1,4,0,0,0,1,0.45760784
WGV33D_MAIN_F0154_C005482,GM_RM011,154,main,9.4517,186,R1,3,0,1,0,1,1
WGV33D_MAIN_F0154_C005483,GM_RM011,154,main,11.5713,48.6123,R0,3,0.33333333,0.66666667,0.31666667,1,1
WGV33D_MAIN_F0154_C005484,GM_RM011,154,main,11.2985,165.0317,R1,6,0,1,0.375,1,1
WGV33D_MAIN_F0154_C005485,GM_RM011,154,main,15.4804,48.6974,R0,3,0,1,0.08333333,1,1
WGV33D_MAIN_F0154_C005486,GM_RM011,154,main,17.4297,171.5224,R1,15,0,1,0.18,1,1
WGV33D_MAIN_F0154_C005487,GM_RM011,154,main,18.0468,62,R0,2,0,1,0,1,1
WGV33D_MAIN_F0154_C005488,GM_RM011,154,main,25.2542,63.2416,R0,16,0,1,0,1,1
WGV33D_MAIN_F0154_C005489,GM_RM011,154,main,21.9741,184.1036,R1,4,0,1,0,1,1
WGV33D_MAIN_F0154_C005490,GM_RM011,154,main,29.969,158,R1,2,0,0,0,1,0.45559862
WGV33D_MAIN_F0154_C005491,GM_RM011,154,main,30.9911,54,R0,2,0,1,0,1,1
WGV33D_MAIN_F0154_C005492,GM_RM011,154,main,35.1942,164.2574,R1,12,0,0,0,1,0.43345527
WGV33D_MAIN_F0154_C005493,GM_RM011,154,main,35.4374,90,R0,3,0,0,0,1,0.45027016
WGV33D_MAIN_F0154_C005494,GM_RM011,154,main,41.7817,63.484,R0,33,0,0.75757576,0.0030303,0.99994668,0.9794522
WGV33D_MAIN_F0154_C005495,GM_RM011,154,main,51.3909,63.8677,R0,15,0,0,0,0.98169896,0.41690929
WGV33D_MAIN_F0155_C005513,GM_RM011,155,main,-35.961,198,R1,4,0,1,0.0625,1,1
WGV33D_MAIN_F0155_C005514,GM_RM011,155,main,-30.2665,195.2041,R1,12,0,1,0.0375,1,1
WGV33D_MAIN_F0155_C005515,GM_RM011,155,main,-25.0305,215.9418,R1,8,0,0.25,0,1,0.61843179
WGV33D_MAIN_F0155_C005516,GM_RM011,155,main,-20.9844,171.9374,R1,4,0.5,0.5,0.525,1,1
WGV33D_MAIN_F0155_C005517,GM_RM011,155,main,-9.7593,143.2342,R1,12,0,0.33333333,0,1,0.68339702
WGV33D_MAIN_F0155_C005518,GM_RM011,155,main,-2.0242,170,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0155_C005519,GM_RM011,155,main,2.7572,60.1169,R0,8,0,1,0,1,1
WGV33D_MAIN_F0155_C005520,GM_RM011,155,main,3.6578,206.6846,R1,8,0,0,0,1,0.44366569
WGV33D_MAIN_F0155_C005521,GM_RM011,155,main,5.9482,198,R1,4,0,0,0,1,0.45742766
WGV33D_MAIN_F0155_C005522,GM_RM011,155,main,8.6023,57.5649,R0,16,0.1875,0.8125,0.178125,1,1
WGV33D_MAIN_F0155_C005523,GM_RM011,155,main,13.0183,163.353,R1,18,0,1,0.225,1,1
WGV33D_MAIN_F0155_C005524,GM_RM011,155,main,15.2697,50.7521,R0,6,0.5,0.5,0.39166667,1,1
WGV33D_MAIN_F0155_C005525,GM_RM011,155,main,18.2848,171.9283,R1,10,0,1,0.27,1,1
WGV33D_MAIN_F0155_C005526,GM_RM011,155,main,20.9907,50,R0,2,0,1,0,1,1
WGV33D_MAIN_F0155_C005527,GM_RM011,155,main,23.6256,62,R0,7,0,1,0,1,1
WGV33D_MAIN_F0155_C005528,GM_RM011,155,main,21.9944,222,R1,2,0,0,0,1,0.43169196
WGV33D_MAIN_F0155_C005529,GM_RM011,155,main,26.9698,118,R0,2,0,0,0,1,0.44066716
WGV33D_MAIN_F0155_C005530,GM_RM011,155,main,29.454,168.7684,R1,6,0,0,0,1,0.445395
WGV33D_MAIN_F0155_C005531,GM_RM011,155,main,32.3851,62,R0,3,0,1,0,1,1
WGV33D_MAIN_F0155_C005532,GM_RM011,155,main,35.4993,164.098,R1,27,0,0,0,1,0.42644661
WGV33D_MAIN_F0155_C005533,GM_RM011,155,main,39.4838,126,R0,3,0,0,0,1,0.43981723
WGV33D_MAIN_F0155_C005534,GM_RM011,155,main,44.3859,65.3507,R0,22,0,0.59090909,0,1,0.86153844
WGV33D_MAIN_F0155_C005535,GM_RM011,155,main,53.8956,66,R0,8,0,0,0,0.97586946,0.4106555
WGV33D_MAIN_F0156_C005555,GM_RM011,156,main,-30.8206,194.4239,R1,16,0,1,0.05625,1,1
WGV33D_MAIN_F0156_C005556,GM_RM011,156,main,-24.8334,215.282,R1,4,0,0.25,0,1,0.61880575
WGV33D_MAIN_F0156_C005557,GM_RM011,156,main,-22.0397,218,R1,2,0,0,0,1,0.4201398
WGV33D_MAIN_F0156_C005558,GM_RM011,156,main,-20.0014,167.9944,R1,4,0.5,0.5,0.35,1,1
WGV33D_MAIN_F0156_C005559,GM_RM011,156,main,-17.8574,192.6883,R1,4,0.5,0.5,0.35,1,1
WGV33D_MAIN_F0156_C005560,GM_RM011,156,main,-13.9887,186,R1,2,1,0,0.7,1,1
WGV33D_MAIN_F0156_C005561,GM_RM011,156,main,-7.902,142.4732,R1,12,0,0.5,0,1,0.80081207
WGV33D_MAIN_F0156_C005562,GM_RM011,156,main,-1.0139,170,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0156_C005563,GM_RM011,156,main,1.5,143.85,R1,2,0,0.5,0,1,0.80447808
WGV33D_MAIN_F0156_C005564,GM_RM011,156,main,6.0562,60.8402,R0,17,0,0.64705882,0,1,0.91542694
WGV33D_MAIN_F0156_C005565,GM_RM011,156,main,4.9424,206,R1,4,0,0,0,1,0.43525144
WGV33D_MAIN_F0156_C005566,GM_RM011,156,main,6.4769,198,R1,3,0,0,0,1,0.45370612
WGV33D_MAIN_F0156_C005567,GM_RM011,156,main,11.1835,187.332,R1,4,0,1,0.3375,1,1
WGV33D_MAIN_F0156_C005568,GM_RM011,156,main,14.0303,165.0219,R1,8,0,1,0.28125,1,1
WGV33D_MAIN_F0156_C005569,GM_RM011,156,main,17.355,52.2641,R0,6,0.5,0.5,0.39166667,1,1
WGV33D_MAIN_F0156_C005570,GM_RM011,156,main,21.0345,50,R0,2,0,1,0,1,1
WGV33D_MAIN_F0156_C005571,GM_RM011,156,main,21.4402,134,R1,3,0,0,0,1,0.42685306
WGV33D_MAIN_F0156_C005572,GM_RM011,156,main,26.4847,185.071,R1,6,0,1,0.075,1,1
WGV33D_MAIN_F0156_C005573,GM_RM011,156,main,28.0183,118,R0,2,0,0,0,1,0.44066716
WGV33D_MAIN_F0156_C005574,GM_RM011,156,main,34.4859,65.0099,R0,6,0,1,0,1,1
WGV33D_MAIN_F0156_C005575,GM_RM011,156,main,37.2232,167.1334,R1,12,0,0,0,1,0.43351533
WGV33D_MAIN_F0156_C005576,GM_RM011,156,main,41.1521,127.2888,R0,4,0,0,0,1,0.43451711
WGV33D_MAIN_F0156_C005577,GM_RM011,156,main,43.9019,66.6135,R0,9,0,0.88888889,0,1,1
WGV33D_MAIN_F0156_C005578,GM_RM011,156,main,52.0435,69.3423,R0,35,0,0,0,0.97698104,0.42099153
WGV33D_MAIN_F0157_C005605,GM_RM011,157,main,-30.5502,194,R1,7,0,1,0.06428571,1,1
WGV33D_MAIN_F0157_C005606,GM_RM011,157,main,-22.9305,214.7825,R1,12,0,0.16666667,0.0375,1,0.55264836
WGV33D_MAIN_F0157_C005607,GM_RM011,157,main,-17.0165,194,R1,2,0,1,0,1,1
WGV33D_MAIN_F0157_C005608,GM_RM011,157,main,-6.6899,141.4491,R1,10,0,0.9,0,1,1
WGV33D_MAIN_F0157_C005609,GM_RM011,157,main,2.9985,142,R1,2,0,0,0,1,0.45113822
WGV33D_MAIN_F0157_C005610,GM_RM011,157,main,5.9278,206,R1,4,0,0,0,1,0.43580559
WGV33D_MAIN_F0157_C005611,GM_RM011,157,main,6.5,175.87,R1,2,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0157_C005612,GM_RM011,157,main,7.5277,198,R1,3,0,0,0,1,0.4502339
WGV33D_MAIN_F0157_C005613,GM_RM011,157,main,10.3424,62.4043,R0,17,0,0.76470588,0,1,1
WGV33D_MAIN_F0157_C005614,GM_RM011,157,main,9.0076,162,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0157_C005615,GM_RM011,157,main,14.5768,166,R1,3,0,1,0.45,1,1
WGV33D_MAIN_F0157_C005616,GM_RM011,157,main,21.5707,52.1737,R0,12,0.16666667,0.83333333,0.1375,1,1
WGV33D_MAIN_F0157_C005617,GM_RM011,157,main,22.4732,135.4526,R1,6,0,0,0,1,0.42660375
WGV33D_MAIN_F0157_C005618,GM_RM011,157,main,27.9099,186.858,R1,8,0,0.875,0,1,1
WGV33D_MAIN_F0157_C005619,GM_RM011,157,main,30.4927,63.3282,R0,10,0,0.7,0,1,0.96596334
WGV33D_MAIN_F0157_C005620,GM_RM011,157,main,29.9672,110,R0,2,0,1,0,1,1
WGV33D_MAIN_F0157_C005621,GM_RM011,157,main,33.9742,162,R1,2,0,0,0,1,0.44216302
WGV33D_MAIN_F0157_C005622,GM_RM011,157,main,37.5664,57.241,R0,9,0,0.44444444,0,1,0.76263206
WGV33D_MAIN_F0157_C005623,GM_RM011,157,main,35.9863,68.0546,R0,4,0,1,0,1,1
WGV33D_MAIN_F0157_C005624,GM_RM011,157,main,39.0394,169.0004,R1,8,0,0,0,1,0.42797269
WGV33D_MAIN_F0157_C005625,GM_RM011,157,main,51.4196,70.5184,R0,40,0,0.075,0,0.97985841,0.47628418
WGV33D_MAIN_F0158_C005640,GM_RM011,158,main,-27.8341,192.7444,R1,10,0,1,0.09,1,1
WGV33D_MAIN_F0158_C005641,GM_RM011,158,main,-21.3329,212.4025,R1,6,0,0,0,1,0.43678924
WGV33D_MAIN_F0158_C005642,GM_RM011,158,main,-16.9915,166,R1,4,0.5,0.5,0.575,1,1
WGV33D_MAIN_F0158_C005643,GM_RM011,158,main,-18.0438,179.8247,R1,4,0,1,0,1,1
WGV33D_MAIN_F0158_C005644,GM_RM011,158,main,-11.2953,162.8455,R1,9,0.44444444,0.55555556,0.36666667,1,1
WGV33D_MAIN_F0158_C005645,GM_RM011,158,main,-6.0882,141.193,R1,8,0,1,0,1,1
WGV33D_MAIN_F0158_C005646,GM_RM011,158,main,5.8238,71.3707,R0,4,0,0.5,0,1,0.80097299
WGV33D_MAIN_F0158_C005647,GM_RM011,158,main,7.0261,206,R1,2,0,0,0,1,0.44027959
WGV33D_MAIN_F0158_C005648,GM_RM011,158,main,12.915,64.2442,R0,9,0,0.66666667,0,1,0.92699116
WGV33D_MAIN_F0158_C005649,GM_RM011,158,main,17.8428,168.8885,R1,12,0,1,0.2625,1,1
WGV33D_MAIN_F0158_C005650,GM_RM011,158,main,22.3976,53.4072,R0,17,0.11764706,0.88235294,0.10882353,1,1
WGV33D_MAIN_F0158_C005651,GM_RM011,158,main,23.538,135.6927,R1,10,0,0,0,1,0.42536445
WGV33D_MAIN_F0158_C005652,GM_RM011,158,main,24.9737,226,R1,2,0,0,0,1,0.42349189
WGV33D_MAIN_F0158_C005653,GM_RM011,158,main,28.4338,190.7982,R1,10,0,0.8,0,1,1
WGV33D_MAIN_F0158_C005654,GM_RM011,158,main,29.8772,54.7577,R0,7,0,1,0,1,1
WGV33D_MAIN_F0158_C005655,GM_RM011,158,main,30.85,111.2585,R0,4,0,0.25,0,1,0.62223945
WGV33D_MAIN_F0158_C005656,GM_RM011,158,main,34.2502,68.4902,R0,20,0,0.75,0,1,0.97967526
WGV33D_MAIN_F0158_C005657,GM_RM011,158,main,39.9645,170,R1,4,0,0,0,1,0.42815967
WGV33D_MAIN_F0158_C005658,GM_RM011,158,main,42.989,98,R0,2,0,0,0,1,0.45412995
WGV33D_MAIN_F0158_C005659,GM_RM011,158,main,50.4966,71.54,R0,30,0,0,0,0.99424263,0.44215739
WGV33D_MAIN_F0158_C005660,GM_RM011,158,main,57.0411,74,R0,4,0,0,0,0.95644906,0.3989135
WGV33D_MAIN_F0159_C005676,GM_RM011,159,main,-31.5377,190,R1,3,0,1,0.3,1,1
WGV33D_MAIN_F0159_C005677,GM_RM011,159,main,-26.5067,190.6681,R1,10,0.1,0.9,0.16,1,1
WGV33D_MAIN_F0159_C005678,GM_RM011,159,main,-20.7988,211.7281,R1,8,0,0,0,1,0.4334649
WGV33D_MAIN_F0159_C005679,GM_RM011,159,main,-18.4447,178,R1,3,0,1,0,1,1
WGV33D_MAIN_F0159_C005680,GM_RM011,159,main,-15.9564,166,R1,2,1,0,0.7,1,1
WGV33D_MAIN_F0159_C005681,GM_RM011,159,main,-5.501,141.052,R1,6,0,1,0,1,1
WGV33D_MAIN_F0159_C005682,GM_RM011,159,main,-5.5485,170,R1,3,0,1,0.3,1,1
WGV33D_MAIN_F0159_C005683,GM_RM011,159,main,3.5,200.0293,R1,2,0,0,0,1,0.44102753
WGV33D_MAIN_F0159_C005684,GM_RM011,159,main,7.5382,206,R1,3,0,0,0,1,0.43778648
WGV33D_MAIN_F0159_C005685,GM_RM011,159,main,8.0857,178.9826,R1,9,0.66666667,0.33333333,0.56666667,1,1
WGV33D_MAIN_F0159_C005686,GM_RM011,159,main,8.5423,198,R1,3,0,0,0,1,0.44973528
WGV33D_MAIN_F0159_C005687,GM_RM011,159,main,11.4995,230,R1,3,0,0,0,1,0.43976284
WGV33D_MAIN_F0159_C005688,GM_RM011,159,main,16.5513,64.0832,R0,18,0,1,0,1,1
WGV33D_MAIN_F0159_C005689,GM_RM011,159,main,15.4835,190,R1,3,0,1,0,1,1
WGV33D_MAIN_F0159_C005690,GM_RM011,159,main,17.4544,168.4074,R1,10,0,1,0.27,1,1
WGV33D_MAIN_F0159_C005691,GM_RM011,159,main,23.6619,56.2162,R0,8,0,1,0.05625,1,1
WGV33D_MAIN_F0159_C005692,GM_RM011,159,main,27.9534,193.1831,R1,12,0,0.91666667,0,1,1
WGV33D_MAIN_F0159_C005693,GM_RM011,159,main,31.7366,112.8678,R0,12,0,0.16666667,0,1,0.56352512
WGV33D_MAIN_F0159_C005694,GM_RM011,159,main,37.1413,172.0033,R1,16,0,0,0,1,0.43568065
WGV33D_MAIN_F0159_C005695,GM_RM011,159,main,37.117,75.2146,R0,4,0,0.25,0,1,0.63532827
WGV33D_MAIN_F0159_C005696,GM_RM011,159,main,44.1663,100.6324,R0,4,0,0,0,1,0.44703819
WGV33D_MAIN_F0159_C005697,GM_RM011,159,main,51.409,72.9455,R0,21,0,0,0,0.99189426,0.43517353
WGV33D_MAIN_F0159_C005698,GM_RM011,159,main,57.0185,74,R0,2,0,0,0,0.96740921,0.40610165
WGV33D_MAIN_F0160_C005714,GM_RM011,160,main,-47.5,255.9507,R1,6,0,0.66666667,0,1,0.92702214
WGV33D_MAIN_F0160_C005715,GM_RM011,160,main,-28.4666,189.6474,R1,18,0.11111111,0.88888889,0.15277778,1,1
WGV33D_MAIN_F0160_C005716,GM_RM011,160,main,-20.9311,210.009,R1,18,0,0.22222222,0.05,1,0.60009595
WGV33D_MAIN_F0160_C005717,GM_RM011,160,main,-17.9652,178,R1,4,0,1,0,1,1
WGV33D_MAIN_F0160_C005718,GM_RM011,160,main,-15.4546,166,R1,3,1,0,0.7,1,1
WGV33D_MAIN_F0160_C005719,GM_RM011,160,main,-14.0039,150,R1,2,0,1,0,1,1
WGV33D_MAIN_F0160_C005720,GM_RM011,160,main,-3.6244,140.6987,R1,14,0,0.85714286,0,1,1
WGV33D_MAIN_F0160_C005721,GM_RM011,160,main,-6.015,170,R1,2,0,1,0.225,1,1
WGV33D_MAIN_F0160_C005722,GM_RM011,160,main,4.0001,202,R1,2,0,0,0,1,0.43207953
WGV33D_MAIN_F0160_C005723,GM_RM011,160,main,6.0195,146,R1,2,0,1,0,1,1
WGV33D_MAIN_F0160_C005724,GM_RM011,160,main,20.4562,171.8224,R1,30,0,0.96666667,0.135,1,1
WGV33D_MAIN_F0160_C005725,GM_RM011,160,main,19.2058,64.815,R0,19,0,1,0,1,1
WGV33D_MAIN_F0160_C005726,GM_RM011,160,main,24.3491,59.4644,R0,6,0,1,0.075,1,1
WGV33D_MAIN_F0160_C005727,GM_RM011,160,main,29.1946,56.4612,R0,7,0,1,0,1,1
WGV33D_MAIN_F0160_C005728,GM_RM011,160,main,28.7049,192.3218,R1,6,0,0.83333333,0,1,1
WGV33D_MAIN_F0160_C005729,GM_RM011,160,main,31.7027,141.9653,R1,9,0,0,0,1,0.42510486
WGV33D_MAIN_F0160_C005730,GM_RM011,160,main,34.0085,58,R0,2,0,1,0,1,1
WGV33D_MAIN_F0160_C005731,GM_RM011,160,main,33.9679,70,R0,2,0,0.5,0,1,0.8030638
WGV33D_MAIN_F0160_C005732,GM_RM011,160,main,37.7639,173.0271,R1,9,0,0,0,1,0.43333515
WGV33D_MAIN_F0160_C005733,GM_RM011,160,main,39.754,74.5361,R0,11,0,0.36363636,0,1,0.70724543
WGV33D_MAIN_F0160_C005734,GM_RM011,160,main,45.0004,102,R0,2,0,0,0,1,0.44629025
WGV33D_MAIN_F0160_C005735,GM_RM011,160,main,53.0817,76.3129,R0,15,0,0,0.01333333,0.99694822,0.42647575
WGV33D_MAIN_F0161_C005756,GM_RM011,161,main,-47.5025,254,R1,3,0,0.66666667,0,1,0.90997607
WGV33D_MAIN_F0161_C005757,GM_RM011,161,main,-47.5155,366,R2,3,0,0,0,1,0.41366677
WGV33D_MAIN_F0161_C005758,GM_RM011,161,main,-28.3123,187.4455,R1,24,0.125,0.875,0.18125,1,1
WGV33D_MAIN_F0161_C005759,GM_RM011,161,main,-20.5188,209.9372,R1,15,0,0.13333333,0.03,1,0.53549717
WGV33D_MAIN_F0161_C005760,GM_RM011,161,main,-8.9832,164.0673,R1,4,0.5,0.5,0.35,1,1
WGV33D_MAIN_F0161_C005761,GM_RM011,161,main,-5.0691,170,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0161_C005762,GM_RM011,161,main,-3.2338,140.4607,R1,8,0,0.875,0,1,1
WGV33D_MAIN_F0161_C005763,GM_RM011,161,main,4.5031,210,R1,3,0,0,0,1,0.45350214
WGV33D_MAIN_F0161_C005764,GM_RM011,161,main,6.9888,146,R1,2,0,1,0,1,1
WGV33D_MAIN_F0161_C005765,GM_RM011,161,main,10.0301,198,R1,2,0,0,0,1,0.42983573
WGV33D_MAIN_F0161_C005766,GM_RM011,161,main,11.5,76.0821,R0,2,0,0.5,0,1,0.78882588
WGV33D_MAIN_F0161_C005767,GM_RM011,161,main,21.2111,172.3751,R1,36,0,0.97222222,0.1125,1,1
WGV33D_MAIN_F0161_C005768,GM_RM011,161,main,30.0575,57.9737,R0,21,0,0.95238095,0,1,1
WGV33D_MAIN_F0161_C005769,GM_RM011,161,main,29.6055,194.8327,R1,8,0,0.75,0,1,0.98997872
WGV33D_MAIN_F0161_C005770,GM_RM011,161,main,32.6847,142.6273,R1,9,0,0,0,1,0.42402149
WGV33D_MAIN_F0161_C005771,GM_RM011,161,main,37.4898,58,R0,3,0,1,0,1,1
WGV33D_MAIN_F0161_C005772,GM_RM011,161,main,38.0236,173.041,R1,8,0,0,0,1,0.43311133
WGV33D_MAIN_F0161_C005773,GM_RM011,161,main,41.9557,78,R0,4,0,0,0,1,0.45975304
WGV33D_MAIN_F0161_C005774,GM_RM011,161,main,53.5729,78,R0,5,0,0,0,0.99522121,0.42517686
WGV33D_MAIN_F0162_C005791,GM_RM011,162,main,-28.9061,186.0386,R1,33,0.09090909,0.81818182,0.15909091,1,1
WGV33D_MAIN_F0162_C005792,GM_RM011,162,main,-19.7057,209.9038,R1,15,0,0.06666667,0,1,0.4831143
WGV33D_MAIN_F0162_C005793,GM_RM011,162,main,-15.0002,162,R1,2,0,1,0.225,1,1
WGV33D_MAIN_F0162_C005794,GM_RM011,162,main,-13.4589,170,R1,3,0,1,0,1,1
WGV33D_MAIN_F0162_C005795,GM_RM011,162,main,-9.0062,181.0408,R1,8,1,0,0.7,1,1
WGV33D_MAIN_F0162_C005796,GM_RM011,162,main,-6.2649,193.0502,R1,6,0,0.83333333,0.225,1,1
WGV33D_MAIN_F0162_C005797,GM_RM011,162,main,-4.9794,170,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0162_C005798,GM_RM011,162,main,0.4488,142,R1,3,0,0,0,1,0.46670656
WGV33D_MAIN_F0162_C005799,GM_RM011,162,main,5.9796,210,R1,4,0,0,0,1,0.45260689
WGV33D_MAIN_F0162_C005800,GM_RM011,162,main,7.9661,146,R1,2,0,1,0,1,1
WGV33D_MAIN_F0162_C005801,GM_RM011,162,main,9.974,180.1518,R1,4,1,0,0.7,1,1
WGV33D_MAIN_F0162_C005802,GM_RM011,162,main,10.8285,199.2275,R1,4,0,0,0,1,0.43133159
WGV33D_MAIN_F0162_C005803,GM_RM011,162,main,13.8193,75.4449,R0,4,0,0.5,0,1,0.79590405
WGV33D_MAIN_F0162_C005804,GM_RM011,162,main,19.9148,169.9799,R1,12,0,1,0.1875,1,1
WGV33D_MAIN_F0162_C005805,GM_RM011,162,main,24.7227,176.436,R1,15,0,1,0.09,1,1
WGV33D_MAIN_F0162_C005806,GM_RM011,162,main,24.9098,66.5081,R0,15,0,1,0,1,1
WGV33D_MAIN_F0162_C005807,GM_RM011,162,main,28.2695,144.3746,R1,6,0,0,0,1,0.42474752
WGV33D_MAIN_F0162_C005808,GM_RM011,162,main,29.1713,60.802,R0,4,0,1,0,1,1
WGV33D_MAIN_F0162_C005809,GM_RM011,162,main,29.9832,196.9053,R1,15,0,0.73333333,0,1,0.98496102
WGV33D_MAIN_F0162_C005810,GM_RM011,162,main,35.6632,59.9879,R0,25,0,0.72,0,1,0.96423042
WGV33D_MAIN_F0162_C005811,GM_RM011,162,main,33.7008,143.546,R1,6,0,0,0,1,0.42062029
WGV33D_MAIN_F0162_C005812,GM_RM011,162,main,38.5082,172.734,R1,6,0,0,0,1,0.43332608
WGV33D_MAIN_F0162_C005813,GM_RM011,162,main,42.9475,78,R0,4,0,0,0,1,0.45750925
WGV33D_MAIN_F0162_C005814,GM_RM011,162,main,46.4769,138,R1,3,0,0,0,1,0.41715713
WGV33D_MAIN_F0162_C005815,GM_RM011,162,main,47.9917,106,R0,4,0,0,0,1,0.43451711
WGV33D_MAIN_F0163_C005839,GM_RM011,163,main,-47.534,250,R1,3,0,0.66666667,0,1,0.92168462
WGV33D_MAIN_F0163_C005840,GM_RM011,163,main,-48.0088,350,R2,2,0,0,0,0.99774882,0.40741216
WGV33D_MAIN_F0163_C005841,GM_RM011,163,main,-27.5635,185.6104,R1,14,0.21428571,0.78571429,0.24642857,1,1
WGV33D_MAIN_F0163_C005842,GM_RM011,163,main,-27.4871,170,R1,3,0,1,0,1,1
WGV33D_MAIN_F0163_C005843,GM_RM011,163,main,-20.5,172.1185,R1,2,0.5,0.5,0.475,1,1
WGV33D_MAIN_F0163_C005844,GM_RM011,163,main,-18.8598,210.3951,R1,15,0,0,0,1,0.43590622
WGV33D_MAIN_F0163_C005845,GM_RM011,163,main,-13.4666,162,R1,3,0.33333333,0.66666667,0.53333333,1,1
WGV33D_MAIN_F0163_C005846,GM_RM011,163,main,-9.7224,175.5134,R1,28,0.46428571,0.53571429,0.38928571,1,1
WGV33D_MAIN_F0163_C005847,GM_RM011,163,main,-7.9897,154,R1,2,0,1,0,1,1
WGV33D_MAIN_F0163_C005848,GM_RM011,163,main,-5.5267,194,R1,3,0,0.33333333,0,1,0.68808294
WGV33D_MAIN_F0163_C005849,GM_RM011,163,main,-3.6938,171.2809,R1,10,0,1,0.45,1,1
WGV33D_MAIN_F0163_C005850,GM_RM011,163,main,-2.033,190,R1,2,0,1,0.45,1,1
WGV33D_MAIN_F0163_C005851,GM_RM011,163,main,1.4558,142,R1,3,0,0,0,1,0.46022447
WGV33D_MAIN_F0163_C005852,GM_RM011,163,main,6.5145,210,R1,3,0,0,0,1,0.45123115
WGV33D_MAIN_F0163_C005853,GM_RM011,163,main,11.8272,200.6076,R1,4,0,0.25,0,1,0.61210156
WGV33D_MAIN_F0163_C005854,GM_RM011,163,main,16.4492,76.7302,R0,6,0,0.16666667,0,1,0.57340577
WGV33D_MAIN_F0163_C005855,GM_RM011,163,main,27.9694,66,R0,2,0,1,0,1,1
WGV33D_MAIN_F0163_C005856,GM_RM011,163,main,29.029,146,R1,4,0,0,0,1,0.42760553
WGV33D_MAIN_F0163_C005857,GM_RM011,163,main,31.1006,197.203,R1,12,0,0.66666667,0,1,0.93331157
WGV33D_MAIN_F0163_C005858,GM_RM011,163,main,35.2055,60.9243,R0,22,0,0.90909091,0,1,1
WGV33D_MAIN_F0163_C005859,GM_RM011,163,main,33.9697,170,R1,2,0,0,0,1,0.43435052
WGV33D_MAIN_F0163_C005860,GM_RM011,163,main,34.5,143.9259,R1,2,0,0,0,1,0.41825636
WGV33D_MAIN_F0163_C005861,GM_RM011,163,main,40.0323,74,R0,2,0,0.5,0,1,0.79893657
WGV33D_MAIN_F0163_C005862,GM_RM011,163,main,41.4346,62,R0,3,0,1,0,1,1
WGV33D_MAIN_F0163_C005863,GM_RM011,163,main,43.5112,180.6745,R1,6,0,0,0.03333333,0.99593283,0.41746973
WGV33D_MAIN_F0163_C005864,GM_RM011,163,main,44.5283,82,R0,3,0,0,0,1,0.44330758
WGV33D_MAIN_F0163_C005865,GM_RM011,163,main,47.4219,142,R1,3,0,0,0,1,0.42062935
WGV33D_MAIN_F0163_C005866,GM_RM011,163,main,59.5,83.9336,R0,2,0,0,0,0.95611961,0.39469816
WGV33D_MAIN_F0164_C005884,GM_RM011,164,main,-51.562,126,R0,3,0,0,0,1,0.44303108
WGV33D_MAIN_F0164_C005885,GM_RM011,164,main,-46.8412,247.3599,R1,4,0,0.5,0,1,0.81195741
WGV33D_MAIN_F0164_C005886,GM_RM011,164,main,-47.0535,358,R2,2,0,0,0,1,0.41155217
WGV33D_MAIN_F0164_C005887,GM_RM011,164,main,-42.5017,311.2689,R2,6,0,0,0,1,0.41739738
WGV33D_MAIN_F0164_C005888,GM_RM011,164,main,-32.5237,182,R1,3,0,0.33333333,0,1,0.69107467
WGV33D_MAIN_F0164_C005889,GM_RM011,164,main,-27.4039,184.4345,R1,12,0.16666667,0.83333333,0.22916667,1,1
WGV33D_MAIN_F0164_C005890,GM_RM011,164,main,-26.0185,170,R1,4,0,1,0,1,1
WGV33D_MAIN_F0164_C005891,GM_RM011,164,main,-18.1584,208.0907,R1,15,0,0,0,1,0.43590622
WGV33D_MAIN_F0164_C005892,GM_RM011,164,main,-18.7431,170.994,R1,6,0.5,0.5,0.425,1,1
WGV33D_MAIN_F0164_C005893,GM_RM011,164,main,-12.9199,162.9127,R1,8,0.625,0.375,0.58125,1,1
WGV33D_MAIN_F0164_C005894,GM_RM011,164,main,-10.0624,171.8777,R1,8,0,1,0.05625,1,1
WGV33D_MAIN_F0164_C005895,GM_RM011,164,main,-7.4953,182,R1,3,1,0,0.7,1,1
WGV33D_MAIN_F0164_C005896,GM_RM011,164,main,-6.9711,154,R1,2,0,1,0,1,1
WGV33D_MAIN_F0164_C005897,GM_RM011,164,main,-4.4788,194,R1,3,0,0.33333333,0,1,0.69057604
WGV33D_MAIN_F0164_C005898,GM_RM011,164,main,-2.3034,171.456,R1,6,0,1,0.45,1,1
WGV33D_MAIN_F0164_C005899,GM_RM011,164,main,2.9157,142,R1,4,0,0,0,1,0.45525185
WGV33D_MAIN_F0164_C005900,GM_RM011,164,main,7.9993,180.0027,R1,4,1,0,0.7,1,1
