association_id,sar_frame,response_track_id,component_id,previous_response_x,previous_response_y,predicted_response_x,predicted_response_y,observed_response_x,observed_response_y,target_displacement_x,target_displacement_y,response_self_displacement_x,response_self_displacement_y,relative_to_target_x,relative_to_target_y,response_residual_px,motion_residual_px,relative_position_residual_px,shape_change_px,orientation_change_deg,energy_change,background_conflict,background_track_id,consecutive_support_frames,missing_frames,evidence_state,same_motion_supported
ASSOC_000369_RT_D1_0011,369,RT_D1_0011,D1OBS_000369_0011,1157.271973,918.185738,1161.020524,928.974245,1135.965304,933.569703,8.461615,0.30278,-21.30667,15.383965,-31.036982,-20.612067,31.064839,33.37054,31.064839,26,5.959741,2022,false,,6,0,same_motion_supported,true
ASSOC_000369_RT_D1_0012,369,RT_D1_0012,D1OBS_000369_0013,1131.779906,932.823636,1144.614665,933.024495,1137.210021,947.378174,8.461615,0.30278,5.430115,14.554539,-29.792265,-6.803596,19.69642,14.570608,19.69642,18,2.740972,-1310,false,,4,0,same_motion_supported,true
ASSOC_000369_RT_D1_0013,369,RT_D1_0013,D1OBS_000369_0010,1107.962665,926.995608,1142.120295,920.636563,1117.136719,919.813802,8.461615,0.30278,9.174054,-7.181806,-49.865567,-34.367968,30.484293,7.518417,30.484293,9,339.639811,-598,false,,1,0,temporally_supported_response,false
ASSOC_000370_RT_D1_0001,370,RT_D1_0001,D1OBS_000370_0020,1225.820175,971.062865,1228.010095,971.008652,1222.584062,976.050534,8.044673,0.323854,-3.236113,4.987669,49.026182,21.469646,9.032825,12.206855,9.032825,5,239.884736,345,false,,11,0,same_motion_supported,true
ASSOC_000370_RT_D1_0002,370,RT_D1_0002,D1OBS_000370_0015,1140.163809,967.578193,1150.792412,970.492894,1143.675272,968.025936,8.044673,0.323854,3.511462,0.447743,-29.882609,13.445047,9.186058,4.534904,9.186058,15,0.090828,1054,false,,11,0,same_motion_supported,true
ASSOC_000370_RT_D1_0003,370,RT_D1_0003,D1OBS_000370_0019,1233.04749,971.036635,1239.363741,974.880219,1239.093878,969.382313,8.044673,0.323854,6.046388,-1.654322,65.535997,14.801424,6.712836,2.811819,6.712836,0,7.958274,-2,false,,11,0,same_motion_supported,true
ASSOC_000370_RT_D1_0004,370,RT_D1_0004,D1OBS_000370_0010,1165.675378,918.277854,1169.36864,929.782554,1173.576058,921.767777,8.044673,0.323854,7.900679,3.489923,0.018177,-32.813112,11.039046,3.169341,11.039046,4,353.593555,384,false,,11,0,same_motion_supported,true
ASSOC_000370_RT_D1_0005,370,RT_D1_0005,D1OBS_000370_0025,1238.31129,997.635484,1245.395621,995.397812,1244.319215,996.953857,8.044673,0.323854,6.007925,-0.681627,70.761335,42.372968,2.307402,2.271418,2.307402,14,239.666759,1044,false,,11,0,same_motion_supported,true
ASSOC_000370_RT_D1_0006,370,RT_D1_0006,D1OBS_000370_0012,1137.921769,943.586735,1137.340027,941.585278,1136.73064,940.072952,8.044673,0.323854,-1.191129,-3.513783,-36.827241,-14.507937,1.988397,10.001375,1.988397,4,356.890818,-285,false,,11,0,same_motion_supported,true
ASSOC_000370_RT_D1_0007,370,RT_D1_0007,D1OBS_000370_0016,1215.034642,975.687452,1193.981369,977.721426,1184.89309,954.818774,8.044673,0.323854,-30.141552,-20.868677,11.33521,0.237886,30.048748,43.672774,30.048748,8,18.831159,-532,false,,2,0,temporally_supported_response,false
ASSOC_000370_RT_D1_0008,370,RT_D1_0008,D1OBS_000370_0014,1182.579653,918.146402,1189.773739,928.320302,1199.149336,949.988938,8.044673,0.323854,16.569684,31.842536,25.591456,-4.591951,28.79267,32.651234,28.79267,13,293.939994,-1111,false,,7,0,same_motion_supported,true
ASSOC_000370_RT_D1_0009,370,RT_D1_0009,D1OBS_000370_0027,1236.148741,1009.905034,1246.181808,1003.064127,1243.916071,1010.475893,8.044673,0.323854,7.76733,0.570859,70.358191,55.895004,9.45164,0.37139,9.45164,3,32.875348,246,false,,8,0,same_motion_supported,true
ASSOC_000370_RT_D1_0011,370,RT_D1_0011,D1OBS_000370_0011,1135.965304,933.569703,1162.246999,929.912631,1137.969902,932.369293,8.044673,0.323854,2.004598,-1.200409,-35.587978,-22.211596,29.757413,6.229437,29.757413,3,23.498314,-271,false,,7,0,same_motion_supported,true
ASSOC_000370_RT_D1_0012,370,RT_D1_0012,D1OBS_000370_0013,1137.210021,947.378174,1148.417563,935.527954,1135.877502,945.114395,8.044673,0.323854,-1.332518,-2.26378,-37.680378,-9.466494,19.249488,9.72767,19.249488,9,19.733664,641,false,,5,0,same_motion_supported,true
ASSOC_000370_RT_D1_0013,370,RT_D1_0013,D1OBS_000370_0009,1117.136719,919.813802,1144.878354,920.693209,1127.578469,919.133055,8.044673,0.323854,10.44175,-0.680747,-45.979412,-35.447833,21.183039,2.599076,21.183039,24,336.774946,1870,false,,2,0,temporally_supported_response,false
ASSOC_000370_RT_D1_0014,370,RT_D1_0014,D1OBS_000370_0017,1207.476005,955.922179,1216.839285,957.044718,1229.629851,960.340299,8.044673,0.323854,22.153846,4.41812,56.07197,5.75941,16.107694,14.691213,16.107694,19,6.713547,1473,false,,2,0,temporally_supported_response,false
ASSOC_000371_RT_D1_0001,371,RT_D1_0001,D1OBS_000371_0020,1222.584062,976.050534,1232.997602,969.959809,1235.195211,960.979994,7.270393,0.454772,12.611148,-15.070541,57.132226,5.476769,11.274162,16.418252,11.274162,29,9.345778,2270,false,,12,0,same_motion_supported,true
ASSOC_000371_RT_D1_0002,371,RT_D1_0002,D1OBS_000371_0016,1143.675272,968.025936,1154.367605,970.870257,1150.131337,968.387601,7.270393,0.454772,6.456066,0.361665,-27.931648,12.884377,5.987984,0.819632,5.987984,156,2.321792,-7514,false,,12,0,same_motion_supported,true
ASSOC_000371_RT_D1_0003,371,RT_D1_0003,D1OBS_000371_0026,1239.093878,969.382313,1244.987677,979.563771,1250.084576,996.698201,7.270393,0.454772,10.990698,27.315888,72.021591,41.194976,21.800534,27.117526,21.800534,43,206.143335,3155,false,,12,0,same_motion_supported,true
ASSOC_000371_RT_D1_0004,371,RT_D1_0004,D1OBS_000371_0012,1173.576058,921.767777,1175.123651,928.966411,1180.817673,921.046671,7.270393,0.454772,7.241615,-0.721106,2.754688,-34.456554,11.89535,1.17623,11.89535,7,328.782396,496,false,,12,0,same_motion_supported,true
ASSOC_000371_RT_D1_0005,371,RT_D1_0005,D1OBS_000371_0029,1244.319215,996.953857,1249.580983,998.487785,1248.124375,1008.362576,7.270393,0.454772,3.80516,11.40872,70.06139,52.859352,12.172736,11.488986,12.172736,16,92.983462,-1103,false,,12,0,same_motion_supported,true
ASSOC_000371_RT_D1_0006,371,RT_D1_0006,D1OBS_000371_0015,1136.73064,940.072952,1141.517404,942.758414,1140.024423,943.90095,7.270393,0.454772,3.293784,3.827998,-38.038562,-11.602275,2.292676,5.214602,2.292676,3,177.914782,-154,false,,12,0,same_motion_supported,true
ASSOC_000371_RT_D1_0007,371,RT_D1_0007,D1OBS_000371_0021,1184.89309,954.818774,1200.925496,977.680943,1212.0366,973.294766,7.270393,0.454772,27.14351,18.475991,33.973615,17.791541,14.567693,26.827321,14.567693,25,27.055047,1774,false,,3,0,same_motion_supported,true
ASSOC_000371_RT_D1_0008,371,RT_D1_0008,D1OBS_000371_0017,1199.149336,949.988938,1196.350144,932.990247,1205.78607,950.062687,7.270393,0.454772,6.636733,0.073749,27.723085,-5.440538,23.788457,0.739394,23.788457,0,8.25034,101,false,,8,0,same_motion_supported,true
ASSOC_000371_RT_D1_0009,371,RT_D1_0009,D1OBS_000371_0031,1243.916071,1010.475893,1253.217545,1008.836397,1264.745981,1030.930541,7.270393,0.454772,20.829909,20.454648,86.682996,75.427317,30.391459,24.163103,30.391459,556,255.557938,45656,false,,9,0,same_motion_supported,true
ASSOC_000371_RT_D1_0011,371,RT_D1_0011,D1OBS_000371_0013,1137.969902,932.369293,1161.894925,930.176104,1139.767777,927.174617,7.270393,0.454772,1.797875,-5.194676,-38.295208,-28.328607,27.231454,7.865412,27.231454,25,274.939373,-1846,false,,8,0,same_motion_supported,true
ASSOC_000371_RT_D1_0012,371,RT_D1_0012,D1OBS_000371_0014,1135.877502,945.114395,1150.479869,936.181855,1139.351562,934.958984,7.270393,0.454772,3.47406,-10.15541,-38.711423,-20.54424,13.652798,11.2689,13.652798,15,81.11343,-1074,false,,6,0,same_motion_supported,true
ASSOC_000371_RT_D1_0013,371,RT_D1_0013,D1OBS_000371_0011,1127.578469,919.133055,1146.713858,921.242988,1134.552347,919.545783,7.270393,0.454772,6.973878,0.412727,-43.510638,-35.957442,14.974839,0.299481,14.974839,4,351.218732,409,false,,3,0,same_motion_supported,true
ASSOC_000372_RT_D1_0001,372,RT_D1_0001,D1OBS_000372_0016,1235.195211,960.979994,1240.061923,970.814956,1241.58025,960.37482,7.152407,1.043672,6.385039,-0.605174,56.786236,1.724711,12.865812,1.818666,12.865812,8,4.756029,863,false,,13,0,same_motion_supported,true
ASSOC_000372_RT_D1_0002,372,RT_D1_0002,D1OBS_000372_0015,1150.131337,968.387601,1159.338908,972.910848,1151.322381,967.871068,7.152407,1.043672,1.191043,-0.516533,-33.471634,9.220959,11.547699,6.16215,11.547699,295,1.61037,34115,false,,13,0,same_motion_supported,true
ASSOC_000372_RT_D1_0004,372,RT_D1_0004,D1OBS_000372_0011,1180.817673,921.046671,1182.651724,930.279611,1186.2827,921.92616,7.152407,1.043672,5.465028,0.87949,1.488686,-36.723949,11.107884,1.695348,11.107884,9,22.67425,-659,false,,13,0,same_motion_supported,true
ASSOC_000372_RT_D1_0005,372,RT_D1_0005,D1OBS_000372_0024,1248.124375,1008.362576,1259.088981,1006.757479,1271.739615,1030.094723,7.152407,1.043672,23.61524,21.732147,86.945601,71.444614,32.372606,26.439324,32.372606,567,331.351105,48440,false,,13,0,same_motion_supported,true
ASSOC_000372_RT_D1_0006,372,RT_D1_0006,D1OBS_000372_0012,1140.024423,943.90095,1146.92441,945.52208,1140.892748,943.776302,7.152407,1.043672,0.868324,-0.124647,-43.901267,-14.873807,7.657593,6.391765,7.657593,3,176.594804,242,false,,13,0,same_motion_supported,true
ASSOC_000372_RT_D1_0007,372,RT_D1_0007,D1OBS_000372_0014,1212.0366,973.294766,1208.513727,975.244914,1212.418755,949.811641,7.152407,1.043672,0.382155,-23.483125,27.624741,-8.838468,31.379653,25.444057,31.379653,20,292.70472,-1304,false,,4,0,same_motion_supported,true
ASSOC_000372_RT_D1_0008,372,RT_D1_0008,D1OBS_000372_0010,1205.78607,950.062687,1203.879649,933.05316,1207.51715,919.003958,7.152407,1.043672,1.731081,-31.058729,22.723136,-39.646152,17.698122,32.556948,17.698122,3,257.115336,-247,false,,9,0,same_motion_supported,true
ASSOC_000372_RT_D1_0011,372,RT_D1_0011,D1OBS_000372_0009,1139.767777,927.174617,1163.544851,930.884774,1140.397601,919.777355,7.152407,1.043672,0.629824,-7.397262,-44.396413,-38.872754,31.310128,10.667401,31.310128,26,291.038856,2307,false,,9,0,same_motion_supported,true
ASSOC_000372_RT_D1_0012,372,RT_D1_0012,D1OBS_000372_0013,1139.351562,934.958984,1154.018985,940.80826,1139.478046,947.548299,7.152407,1.043672,0.126484,12.589314,-45.315968,-11.101811,19.545209,13.515379,19.545209,9,258.449212,798,false,,7,0,same_motion_supported,true
ASSOC_000373_RT_D1_0001,373,RT_D1_0001,D1OBS_000373_0013,1241.58025,960.37482,1245.538111,966.558307,1248.016411,960.075219,6.66673,0.195533,6.436161,-0.299601,58.290226,4.258641,8.464189,0.546187,8.464189,1,346.882013,-506,false,,14,0,same_motion_supported,true
ASSOC_000373_RT_D1_0002,373,RT_D1_0002,D1OBS_000373_0012,1151.322381,967.871068,1162.772649,969.688674,1155.946467,967.918194,6.66673,0.195533,4.624087,0.047125,-33.779718,12.101616,8.600057,2.048028,8.600057,131,0.217379,-34195,false,,14,0,same_motion_supported,true
ASSOC_000373_RT_D1_0005,373,RT_D1_0005,D1OBS_000373_0020,1271.739615,1030.094723,1267.276233,1005.987451,1282.104938,1015.38786,6.66673,0.195533,10.365323,-14.706863,92.378753,59.571283,21.41132,15.354511,21.41132,577,30.08001,-49269,false,,14,0,same_motion_supported,true
ASSOC_000373_RT_D1_0006,373,RT_D1_0006,D1OBS_000373_0011,1140.892748,943.776302,1150.341736,943.579005,1143.440774,947.635535,6.66673,0.195533,2.548027,3.859233,-46.285411,-8.181042,9.762094,5.512387,9.762094,0,2.196215,-101,false,,14,0,same_motion_supported,true
ASSOC_000373_RT_D1_0009,373,RT_D1_0009,D1OBS_000373_0022,1264.745981,1030.930541,1270.854904,1012.874141,1298.070513,1029.840812,6.66673,0.195533,33.324532,-1.089729,108.344327,74.024235,39.111133,26.688767,39.111133,533,325.264308,-43968,false,,1,0,temporally_supported_response,false
ASSOC_000374_RT_D1_0001,374,RT_D1_0001,D1OBS_000374_0015,1248.016411,960.075219,1255.684119,967.810011,1254.671928,960.482122,7.476426,0.778443,6.655517,0.406904,54.577547,1.805281,9.021298,0.901073,9.021298,27,345.372644,1602,false,,15,0,same_motion_supported,true
ASSOC_000374_RT_D1_0002,374,RT_D1_0002,D1OBS_000374_0014,1155.946467,967.918194,1170.541243,971.712148,1158.698611,967.900101,7.476426,0.778443,2.752144,-0.018093,-41.39577,9.223259,15.172008,4.790961,15.172008,23,0.190002,-6689,false,,15,0,same_motion_supported,true
ASSOC_000374_RT_D1_0003,374,RT_D1_0003,D1OBS_000374_0023,1250.084576,996.698201,1269.05171,988.642779,1278.311496,1015.545117,7.476426,0.778443,28.22692,18.846917,78.217114,56.868276,34.696771,27.514591,34.696771,41,299.034859,-3081,false,,1,0,temporally_supported_response,false
ASSOC_000374_RT_D1_0004,374,RT_D1_0004,D1OBS_000374_0011,1186.2827,921.92616,1198.4934,928.366818,1200.959361,919.531205,7.476426,0.778443,14.676661,-2.394956,0.86498,-39.145637,11.186925,7.868535,11.186925,2,318.691212,-259,false,,1,0,temporally_supported_response,false
ASSOC_000374_RT_D1_0006,374,RT_D1_0006,D1OBS_000374_0013,1143.440774,947.635535,1157.607878,946.556704,1143.476301,947.091686,7.476426,0.778443,0.035527,-0.543849,-56.61808,-11.585155,17.245975,7.557475,17.245975,6,8.758728,409,false,,15,0,same_motion_supported,true
ASSOC_000374_RT_D1_0011,374,RT_D1_0011,D1OBS_000374_0012,1140.397601,919.777355,1172.380121,931.00152,1142.928013,931.411581,7.476426,0.778443,2.530412,11.634225,-57.166369,-27.265261,35.920686,11.92942,35.920686,21,335.609997,-2140,false,,1,0,temporally_supported_response,false
ASSOC_000375_RT_D1_0001,375,RT_D1_0001,D1OBS_000375_0017,1254.671928,960.482122,1258.922161,967.877623,1261.341057,960.814265,6.433128,0.962119,6.669129,0.332143,58.539611,0.519318,9.104954,0.672731,9.104954,8,2.461122,266,false,,16,0,same_motion_supported,true
ASSOC_000375_RT_D1_0002,375,RT_D1_0002,D1OBS_000375_0015,1158.698611,967.900101,1171.650569,972.367263,1164.371979,967.980309,6.433128,0.962119,5.673367,0.080209,-38.429468,7.685363,10.363934,1.164046,10.363934,122,0.281257,-17976,false,,16,0,same_motion_supported,true
ASSOC_000375_RT_D1_0003,375,RT_D1_0003,D1OBS_000375_0021,1278.311496,1015.545117,1272.302178,992.508342,1274.777685,1002.746761,6.433128,0.962119,-3.533811,-12.798356,71.976239,42.451815,12.845658,16.990896,12.845658,99,52.018286,6370,false,,2,0,temporally_supported_response,false
ASSOC_000375_RT_D1_0004,375,RT_D1_0004,D1OBS_000375_0011,1200.959361,919.531205,1202.440308,928.095383,1208.088481,919.487479,6.433128,0.962119,7.129119,-0.043726,5.287035,-40.807468,12.555521,1.223163,12.555521,1,271.351386,-90,false,,2,0,temporally_supported_response,false
ASSOC_000375_RT_D1_0005,375,RT_D1_0005,D1OBS_000375_0023,1282.104938,1015.38786,1282.792094,1010.691276,1293.910384,1011.71835,6.433128,0.962119,11.805446,-3.66951,91.108938,51.423403,13.61662,7.093221,13.61662,3,228.575171,-269,false,,1,0,temporally_supported_response,false
ASSOC_000375_RT_D1_0006,375,RT_D1_0006,D1OBS_000375_0016,1143.476301,947.091686,1158.106494,948.764295,1148.045781,951.449731,6.433128,0.962119,4.569479,4.358045,-54.755665,-8.845216,12.698718,3.873693,12.698718,1,7.706864,-173,false,,16,0,same_motion_supported,true
ASSOC_000375_RT_D1_0007,375,RT_D1_0007,D1OBS_000375_0019,1212.418755,949.811641,1219.389645,976.545465,1186.901639,974.977049,6.433128,0.962119,-25.517116,25.165408,-15.899807,14.682103,39.665662,40.082631,39.665662,6,281.788651,-627,false,,1,0,temporally_supported_response,false
ASSOC_000375_RT_D1_0008,375,RT_D1_0008,D1OBS_000375_0012,1207.51715,919.003958,1222.811263,931.935288,1227.021422,919.349614,6.433128,0.962119,19.504272,0.345657,24.219976,-40.945332,16.184385,13.085673,16.184385,9,280.766051,409,false,,1,0,temporally_supported_response,false
ASSOC_000375_RT_D1_0011,375,RT_D1_0011,D1OBS_000375_0013,1142.928013,931.411581,1172.610101,931.100152,1161.325603,924.178108,6.433128,0.962119,18.39759,-7.233473,-41.475843,-36.116839,16.14436,14.502279,16.14436,4,338.452601,-200,false,,2,0,temporally_supported_response,false
ASSOC_000375_RT_D1_0012,375,RT_D1_0012,D1OBS_000375_0014,1139.478046,947.548299,1166.87311,943.13447,1143.396934,946.238501,6.433128,0.962119,3.918887,-1.309798,-59.404513,-14.056446,28.878653,3.38866,28.878653,14,260.992764,-1235,false,,1,0,temporally_supported_response,false
ASSOC_000375_RT_D1_0014,375,RT_D1_0014,D1OBS_000375_0018,1229.629851,960.340299,1252.546866,962.1655,1281.994048,959.462798,6.433128,0.962119,52.364197,-0.877501,79.192601,-0.832149,36.062134,45.967894,36.062134,30,26.21329,-2343,false,,1,0,temporally_supported_response,false
ASSOC_000376_RT_D1_0001,376,RT_D1_0001,D1OBS_000376_0016,1261.341057,960.814265,1263.759308,965.661622,1266.61193,960.446338,5.947029,0.517335,5.270873,-0.367927,59.599522,1.222573,7.249345,1.113946,7.249345,14,7.965706,-1182,false,,17,0,same_motion_supported,true
ASSOC_000376_RT_D1_0002,376,RT_D1_0002,D1OBS_000376_0013,1164.371979,967.980309,1174.620917,970.708995,1168.969236,968.034493,5.947029,0.517335,4.597258,0.054184,-38.043171,8.810728,7.625069,1.427022,7.625069,141,0.327446,-18232,false,,17,0,same_motion_supported,true
ASSOC_000376_RT_D1_0003,376,RT_D1_0003,D1OBS_000376_0027,1274.777685,1002.746761,1277.414573,992.37251,1281.5211,996.633547,5.947029,0.517335,6.743416,-6.113214,74.508693,37.409782,7.216793,6.678204,7.216793,51,267.251536,-3435,false,,3,0,same_motion_supported,true
ASSOC_000376_RT_D1_0004,376,RT_D1_0004,D1OBS_000376_0010,1208.088481,919.487479,1211.398346,925.56816,1233.023918,918.93508,5.947029,0.517335,24.935437,-0.552399,26.01151,-40.288685,27.585331,19.018516,27.585331,5,34.07473,279,false,,3,0,same_motion_supported,true
ASSOC_000376_RT_D1_0005,376,RT_D1_0005,D1OBS_000376_0028,1293.910384,1011.71835,1285.567822,1009.324329,1279.029537,1007.976952,5.947029,0.517335,-14.880847,-3.741398,72.017129,48.753188,8.141064,21.258816,8.141064,62,255.185447,3766,false,,2,0,temporally_supported_response,false
ASSOC_000376_RT_D1_0006,376,RT_D1_0006,D1OBS_000376_0015,1148.045781,951.449731,1162.319132,949.279416,1162.326772,956.505906,5.947029,0.517335,14.280991,5.056175,-44.685636,-2.717859,8.812797,9.489783,8.812797,0,16.096256,-98,false,,17,0,same_motion_supported,true
ASSOC_000376_RT_D1_0007,376,RT_D1_0007,D1OBS_000376_0019,1186.901639,974.977049,1219.861558,975.533646,1202.828114,975.804079,5.947029,0.517335,15.926474,0.827029,-4.184294,16.580314,20.775111,9.984249,20.775111,12,11.920471,763,false,,2,0,temporally_supported_response,false
ASSOC_000376_RT_D1_0008,376,RT_D1_0008,D1OBS_000376_0014,1227.021422,919.349614,1231.354752,935.481704,1251.091823,956.517426,5.947029,0.517335,24.070401,37.167812,44.079415,-2.706338,35.177243,40.8866,35.177243,6,26.06936,325,false,,2,0,temporally_supported_response,false
ASSOC_000376_RT_D1_0009,376,RT_D1_0009,D1OBS_000376_0029,1298.070513,1029.840812,1289.001624,1018.546723,1292.921668,1028.866854,5.947029,0.517335,-5.148845,-0.973958,85.90926,69.643089,13.462876,11.195641,13.462876,546,321.4018,36014,false,,1,0,temporally_supported_response,false
ASSOC_000376_RT_D1_0011,376,RT_D1_0011,D1OBS_000376_0011,1161.325603,924.178108,1175.272799,928.949582,1168.219598,924.032371,5.947029,0.517335,6.893995,-0.145737,-38.79281,-35.191394,10.485437,1.156031,10.485437,1,174.332341,65,false,,3,0,same_motion_supported,true
ASSOC_000376_RT_D1_0014,376,RT_D1_0014,D1OBS_000376_0017,1281.994048,959.462798,1261.007394,962.176006,1280.36653,967.103696,5.947029,0.517335,-1.627518,7.640898,73.354122,7.879931,24.361515,10.398025,24.361515,6,27.689897,302,false,,2,0,temporally_supported_response,false
ASSOC_000377_RT_D1_0001,377,RT_D1_0001,D1OBS_000377_0019,1266.61193,960.446338,1272.638162,966.874988,1273.774378,960.619747,6.533807,0.969957,7.162448,0.173409,58.132529,-1.190484,7.753165,1.014731,7.753165,10,11.835288,560,false,,18,0,same_motion_supported,true
ASSOC_000377_RT_D1_0002,377,RT_D1_0002,D1OBS_000377_0015,1168.969236,968.034493,1182.59835,972.028968,1179.62809,966.259386,6.533807,0.969957,10.658854,-1.775107,-36.013759,4.449154,7.913735,4.954936,7.913735,97,0.087894,-18186,false,,18,0,same_motion_supported,true
ASSOC_000377_RT_D1_0003,377,RT_D1_0003,D1OBS_000377_0022,1281.5211,996.633547,1286.453688,995.375703,1288.31998,997.274124,6.533807,0.969957,6.798879,0.640577,72.678131,35.463893,3.246526,0.422794,3.246526,8,8.042652,225,false,,4,0,same_motion_supported,true
ASSOC_000377_RT_D1_0004,377,RT_D1_0004,D1OBS_000377_0009,1233.023918,918.93508,1223.376316,926.543751,1238.630724,919.205318,6.533807,0.969957,5.606806,0.270238,22.988875,-42.604914,20.643628,1.161438,20.643628,2,53.457792,-201,false,,4,0,same_motion_supported,true
ASSOC_000377_RT_D1_0005,377,RT_D1_0005,D1OBS_000377_0023,1279.029537,1007.976952,1292.610753,1011.301053,1285.38332,1008.523336,6.533807,0.969957,6.353783,0.546384,69.741471,46.713105,9.442483,0.460243,9.442483,11,2.676351,-848,false,,3,0,same_motion_supported,true
ASSOC_000377_RT_D1_0006,377,RT_D1_0006,D1OBS_000377_0017,1162.326772,956.505906,1170.418719,952.728062,1168.004935,956.655768,6.533807,0.969957,5.678164,0.149863,-47.636914,-5.154463,5.6221,1.185192,5.6221,11,331.048618,605,false,,18,0,same_motion_supported,true
ASSOC_000377_RT_D1_0008,377,RT_D1_0008,D1OBS_000377_0014,1251.091823,956.517426,1245.799857,938.995977,1272.293436,943.222651,6.533807,0.969957,21.201613,-13.294775,56.651588,-18.58758,32.717822,20.46038,32.717822,10,264.351946,-715,false,,3,0,same_motion_supported,true
ASSOC_000377_RT_D1_0009,377,RT_D1_0009,D1OBS_000377_0024,1292.921668,1028.866854,1297.597022,1022.523014,1297.441938,1028.854435,6.533807,0.969957,4.52027,-0.012419,81.800089,67.044203,7.723561,2.2404,7.723561,27,3.230739,-3532,false,,2,0,temporally_supported_response,false
ASSOC_000377_RT_D1_0011,377,RT_D1_0011,D1OBS_000377_0011,1168.219598,924.032371,1183.859076,930.35956,1183.662441,925,6.533807,0.969957,15.442843,0.967629,-31.979408,-36.810232,6.540446,8.909037,6.540446,6,155.15705,-512,false,,4,0,same_motion_supported,true
ASSOC_000377_RT_D1_0012,377,RT_D1_0012,D1OBS_000377_0010,1143.396934,946.238501,1178.662878,940.975322,1173.876655,924.236237,6.533807,0.969957,30.479721,-22.002264,-41.765194,-37.573995,21.231595,33.183276,21.231595,14,96.65564,848,false,,1,0,temporally_supported_response,false
ASSOC_000377_RT_D1_0013,377,RT_D1_0013,D1OBS_000377_0016,1134.552347,919.545783,1179.940226,932.686529,1160.11219,956.0863,6.533807,0.969957,25.559843,36.540517,-55.529659,-5.723932,37.403461,40.339246,37.403461,22,350.029497,-2120,false,,1,0,temporally_supported_response,false
ASSOC_000377_RT_D1_0014,377,RT_D1_0014,D1OBS_000377_0012,1280.36653,967.103696,1271.616162,958.883681,1280.633094,932.102518,6.533807,0.969957,0.266564,-35.001178,64.991245,-29.707714,34.461433,36.513024,34.461433,7,245.225099,-418,false,,3,0,same_motion_supported,true
ASSOC_000378_RT_D1_0001,378,RT_D1_0001,D1OBS_000378_0016,1273.774378,960.619747,1280.35016,964.775033,1280.440742,960.970758,6.787186,0.481089,6.666364,0.351011,57.10678,0.425396,4.640675,0.177534,4.640675,31,344.063722,2211,false,,19,0,same_motion_supported,true
ASSOC_000378_RT_D1_0002,378,RT_D1_0002,D1OBS_000378_0015,1179.62809,966.259386,1189.029183,969.908066,1183.283351,966.008364,6.787186,0.481089,3.655261,-0.251022,-40.050612,5.463002,8.468568,3.216356,8.468568,111,0.781768,16542,false,,19,0,same_motion_supported,true
ASSOC_000378_RT_D1_0003,378,RT_D1_0003,D1OBS_000378_0022,1288.31998,997.274124,1294.437658,994.703331,1295.767227,997.402484,6.787186,0.481089,7.447247,0.128359,72.433264,36.857122,3.66933,0.748397,3.66933,2,6.961099,138,false,,5,0,same_motion_supported,true
ASSOC_000378_RT_D1_0004,378,RT_D1_0004,D1OBS_000378_0012,1238.630724,919.205318,1233.682425,924.197435,1245.590627,919.270848,6.787186,0.481089,6.959903,0.06553,22.256665,-41.274514,15.715938,0.450022,15.715938,13,22.04138,774,false,,5,0,same_motion_supported,true
ASSOC_000378_RT_D1_0005,378,RT_D1_0005,D1OBS_000378_0024,1285.38332,1008.523336,1299.047532,1009.87289,1293.328782,1009.128997,6.787186,0.481089,7.945462,0.605661,69.994819,48.583636,7.032841,1.164956,7.032841,18,207.646554,-838,false,,4,0,same_motion_supported,true
ASSOC_000378_RT_D1_0006,378,RT_D1_0006,D1OBS_000378_0018,1168.004935,956.655768,1177.28323,952.430774,1173.513043,956.838647,6.787186,0.481089,5.508108,0.182879,-49.820919,-3.706714,7.073555,1.313381,7.073555,12,99.618758,-586,false,,19,0,same_motion_supported,true
ASSOC_000378_RT_D1_0007,378,RT_D1_0007,D1OBS_000378_0019,1202.828114,975.804079,1231.979011,973.227424,1212.82699,956.700692,6.787186,0.481089,9.998876,-19.103387,-10.506973,-3.84467,30.849869,19.846073,30.849869,12,246.705166,-795,false,,1,0,temporally_supported_response,false
ASSOC_000378_RT_D1_0008,378,RT_D1_0008,D1OBS_000378_0014,1272.293436,943.222651,1258.768833,938.992273,1282.807873,944.737582,6.787186,0.481089,10.514436,1.514931,59.47391,-15.80778,30.141546,3.867974,30.141546,4,272.012356,290,false,,4,0,same_motion_supported,true
ASSOC_000378_RT_D1_0009,378,RT_D1_0009,D1OBS_000378_0023,1297.441938,1028.854435,1301.806864,1018.684519,1285.943182,1006.960227,6.787186,0.481089,-11.498756,-21.894207,62.609219,46.414866,24.056108,28.896879,24.056108,543,220.981243,-34410,false,,3,0,same_motion_supported,true
ASSOC_000378_RT_D1_0011,378,RT_D1_0011,D1OBS_000378_0013,1183.662441,925,1189.474703,928.225568,1180.015152,924.266234,6.787186,0.481089,-3.647289,-0.733766,-43.318811,-36.279128,12.505765,10.504958,12.505765,3,155.15705,293,false,,5,0,same_motion_supported,true
ASSOC_000378_RT_D1_0012,378,RT_D1_0012,D1OBS_000378_0017,1173.876655,924.236237,1182.630183,942.80312,1165.661611,956.891943,6.787186,0.481089,-8.215044,32.655706,-57.672351,-3.653419,26.896461,35.500323,26.896461,7,37.663175,-380,false,,2,0,temporally_supported_response,false
