source_family_id,target_family_id,source_frame,target_frame,source_geometry_type,target_geometry_type,center_shift_min_px,center_shift_max_px,bbox_iou_min,bbox_iou_max,shared_core_track_ids,temporal_edge_state,geometry_uncertainty
R21R1F00025,R21R1F00033,32,34,single_conservative_bbox,single_conservative_bbox,93.193347,93.193347,0,0,,single_geometry_possible_correspondence,false
R21R1F00026,R21R1F00027,32,34,single_conservative_bbox,common_core_bbox,95.342803,95.342803,0,0,,single_geometry_possible_correspondence,true
R21R1F00026,R21R1F00028,32,34,single_conservative_bbox,single_conservative_bbox,60.299254,60.299254,0,0,,single_geometry_possible_correspondence,false
R21R1F00026,R21R1F00029,32,34,single_conservative_bbox,single_conservative_bbox,90.448881,90.448881,0,0,,single_geometry_possible_correspondence,false
R21R1F00026,R21R1F00030,32,34,single_conservative_bbox,single_conservative_bbox,59.169249,59.169249,0,0,,single_geometry_possible_correspondence,false
R21R1F00026,R21R1F00031,32,34,single_conservative_bbox,single_conservative_bbox,64.412732,64.412732,0,0,,single_geometry_possible_correspondence,false
R21R1F00026,R21R1F00032,32,34,single_conservative_bbox,single_conservative_bbox,27.658633,27.658633,0,0,,single_geometry_possible_correspondence,false
R21R1F00026,R21R1F00033,32,34,single_conservative_bbox,single_conservative_bbox,36.619667,36.619667,0,0,,single_geometry_possible_correspondence,false
R21R1F00027,R21R1F00034,34,39,common_core_bbox,common_core_bbox,19.506409,19.506409,0.715431,0.715431,R21PT0004,shared_core_track_diagnostic,true
R21R1F00027,R21R1F00036,34,39,common_core_bbox,common_core_bbox,61.214786,61.214786,0,0,R21PT0004,shared_core_track_diagnostic,true
R21R1F00027,R21R1F00037,34,39,common_core_bbox,single_conservative_bbox,88.776405,88.776405,0,0,R21PT0004,shared_core_track_diagnostic,true
R21R1F00027,R21R1F00038,34,39,common_core_bbox,single_conservative_bbox,56.817691,56.817691,0.006257,0.006257,,single_geometry_possible_correspondence,true
R21R1F00028,R21R1F00034,34,39,single_conservative_bbox,common_core_bbox,96.572512,96.572512,0,0,R21PT0004,shared_core_track_diagnostic,true
R21R1F00028,R21R1F00035,34,39,single_conservative_bbox,single_conservative_bbox,96.747093,96.747093,0,0,,single_geometry_possible_correspondence,false
R21R1F00028,R21R1F00036,34,39,single_conservative_bbox,common_core_bbox,40.024992,40.024992,0,0,R21PT0004,shared_core_track_diagnostic,true
R21R1F00028,R21R1F00037,34,39,single_conservative_bbox,single_conservative_bbox,17.492856,17.492856,0.114286,0.114286,R21PT0004,shared_core_track_diagnostic,false
R21R1F00028,R21R1F00038,34,39,single_conservative_bbox,single_conservative_bbox,70.292247,70.292247,0,0,,single_geometry_possible_correspondence,false
R21R1F00029,R21R1F00035,34,39,single_conservative_bbox,single_conservative_bbox,39,39,0,0,,single_geometry_possible_correspondence,false
R21R1F00029,R21R1F00036,34,39,single_conservative_bbox,common_core_bbox,136.853937,136.853937,0,0,,single_geometry_possible_correspondence,true
R21R1F00029,R21R1F00037,34,39,single_conservative_bbox,single_conservative_bbox,107.54069,107.54069,0,0,,single_geometry_possible_correspondence,false
R21R1F00029,R21R1F00038,34,39,single_conservative_bbox,single_conservative_bbox,129.869165,129.869165,0,0,,single_geometry_possible_correspondence,false
R21R1F00030,R21R1F00034,34,39,single_conservative_bbox,common_core_bbox,88.550833,88.550833,0,0,,single_geometry_possible_correspondence,true
R21R1F00030,R21R1F00035,34,39,single_conservative_bbox,single_conservative_bbox,105.171289,105.171289,0,0,,single_geometry_possible_correspondence,false
R21R1F00030,R21R1F00036,34,39,single_conservative_bbox,common_core_bbox,82.9759,82.9759,0,0,,single_geometry_possible_correspondence,true
R21R1F00030,R21R1F00037,34,39,single_conservative_bbox,single_conservative_bbox,89.044932,89.044932,0,0,,single_geometry_possible_correspondence,false
R21R1F00030,R21R1F00038,34,39,single_conservative_bbox,single_conservative_bbox,37.947332,37.947332,0,0,,single_geometry_possible_correspondence,false
R21R1F00031,R21R1F00034,34,39,single_conservative_bbox,common_core_bbox,60.466933,60.466933,0,0,R21PT0003,shared_core_track_diagnostic,true
R21R1F00031,R21R1F00035,34,39,single_conservative_bbox,single_conservative_bbox,116.691902,116.691902,0,0,,single_geometry_possible_correspondence,false
R21R1F00031,R21R1F00036,34,39,single_conservative_bbox,common_core_bbox,6.708204,6.708204,0.4,0.4,R21PT0003,shared_core_track_diagnostic,true
R21R1F00031,R21R1F00037,34,39,single_conservative_bbox,single_conservative_bbox,29.546573,29.546573,0,0,,single_geometry_possible_correspondence,false
R21R1F00031,R21R1F00038,34,39,single_conservative_bbox,single_conservative_bbox,51.78803,51.78803,0,0,,single_geometry_possible_correspondence,false
