response_unit_id,sar_frame,measurement_region_type,matched_gt_pair_id,matched_gt_instance_id,response_region_bbox,physical_vehicle_id,mask_class,gt_pair_linked_mask_context,frame_only_mask_context,mask_state,actual_fan_pixel_censored,gt_bbox_intersects_invalid_mask,sar_response_touches_mask,sar_response_truncation_direction,multiple_boundary_variant_uncertainty,response_center_radial_px,response_center_azimuth_deg,range_p50_width_px,range_p80_width_px,range_p90_width_px,azimuth_p50_width_px,azimuth_p80_width_px,azimuth_p90_width_px,sar_azimuth_p50_width_deg_approx,sar_azimuth_p80_width_deg_approx,sar_azimuth_p90_width_deg_approx,sar_range_p80_interval_m,sar_cross_range_p80_width_m,absolute_scale_status,scale_blocked_reason
R21B00055,39,core_region,,,"1048,1207,1102,1231",,,false,false,no_mask_audit_row,false,,,,true,136.731708,-35.294116,16.691081,29.952087,35.93168,17.552622,30.813628,35.949233,7.355215,12.912081,15.064094,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00056,40,core_region,,,"1114,1171,1193,1261",,,false,false,no_mask_audit_row,false,,,,true,114.601091,-0.24998,20.340121,56.999457,69.213128,24.331357,54.051842,65.051737,12.164667,27.023673,32.523163,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00057,40,core_region,,,"994,1135,1090,1159",,,false,false,no_mask_audit_row,false,,,,false,215.065013,-31.384101,18.457674,36.684721,44.888752,33.857669,58.341428,68.338405,9.02007,15.542824,18.206133,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00058,40,core_region,,,"1138,1135,1168,1153",,,false,false,no_mask_audit_row,false,,,,false,186.60268,-0.307048,2.064279,4.091045,7.10172,7.983808,15.99977,19.983636,2.451404,4.91268,6.135914,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00059,40,core_region,,,"1054,1207,1108,1237",,,false,false,no_mask_audit_row,false,,,,false,130.854729,-33.90866,17.307743,32.518504,39.199195,16.395281,30.16322,36.000228,7.178804,13.207205,15.762985,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00060,40,core_region,,,"1090,1171,1114,1183",,,false,false,no_mask_audit_row,false,,,,false,162.163374,-18.703102,5.115828,10.142858,12.052043,9.136465,15.811215,18.652794,3.228108,5.58644,6.59043,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00061,40,core_region,,,"1114,1135,1193,1261",,,false,false,no_mask_audit_row,false,,,,true,132.600943,-0.216046,42.950675,92.052136,100.972887,25.210982,53.988304,65.090035,10.893458,23.327903,28.12487,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00062,46,core_region,,,"1030,1135,1193,1255",,,false,false,no_mask_audit_row,false,,,,false,142.104222,-17.40213,57.92298,104.038429,117.681936,42.470237,87.105082,114.393505,17.123807,35.120375,46.122944,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00063,52,core_region,,,"1024,1135,1193,1189",,,false,false,no_mask_audit_row,false,,,,false,174.631641,-15.102607,20.720758,53.532109,61.441328,56.24124,114.168887,137.002664,18.452473,37.458248,44.949898,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00064,52,core_region,,,"1180,1135,1193,1147",,,false,false,no_mask_audit_row,false,,,,false,192.365304,9.72674,2.956874,6.082698,7.941141,3.294773,5.94182,8.391846,0.981344,1.769764,2.499501,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00065,52,core_region,,,"1144,1201,1168,1207",,,false,false,no_mask_audit_row,false,,,,false,126.615797,0.905071,1.205221,3.17338,4.315417,4.015297,13.014174,17.981958,1.816989,5.889133,8.137139,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00066,52,core_region,,,"1024,1135,1193,1189",,,false,false,no_mask_audit_row,false,,,,false,174.631641,-15.102607,20.720758,53.532109,61.441328,56.24124,114.168887,137.002664,18.452473,37.458248,44.949898,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00067,60,core_region,,,"1126,1207,1186,1243",,,false,false,no_mask_audit_row,false,,,,false,105.618938,1.085018,9.54753,22.352052,27.99498,21.412827,38.182547,45.522139,11.615953,20.71313,24.694685,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00068,60,core_region,,,"1162,1249,1192,1267",,,false,false,no_mask_audit_row,false,,,,false,76.156155,17.578431,7.579164,14.299566,17.017666,12.090946,22.671838,25.993959,9.096575,17.057067,19.556451,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00069,77,core_region,WGV35A_PAIR_0206,319,"1146,1133,1266,1163",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,false,false,true,bottom_near_range_mask,true,189.859843,15.895653,12.477625,27.547689,35.503032,48.635877,78.304078,93.704913,14.677303,23.630554,28.278207,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00070,77,core_region,WGV35A_PAIR_0206,319,"1146,1187,1248,1271",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,false,false,true,bottom_near_range_mask,false,110.324793,22.939459,37.199254,67.158068,79.771733,32.908287,66.554396,80.01284,17.090501,34.56418,41.553652,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00071,77,core_region,WGV35A_PAIR_0206,319,"1224,1169,1254,1187",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,false,false,true,bottom_near_range_mask,false,174.676158,29.118323,7.111446,14.088929,18.667688,12.230633,19.717631,23.112485,4.011788,6.467609,7.58116,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00072,77,core_region,WGV35A_PAIR_0206,319,"1260,1151,1284,1187",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,false,false,true,bottom_near_range_mask,false,200.096377,36.136845,12.114162,21.895449,25.779577,11.050675,20.614066,25.023941,3.16426,5.902651,7.165378,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00073,77,core_region,WGV35A_PAIR_0206,319,"1284,1133,1302,1145",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,false,false,true,bottom_near_range_mask,false,236.709865,35.959749,3.237719,7.126023,9.252677,5.364373,9.776525,12.871453,1.29845,2.366414,3.115544,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00074,77,core_region,WGV35A_PAIR_0206,319,"1296,1175,1332,1199",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,false,false,true,bottom_near_range_mask,false,214.990604,48.092024,10.72419,21.353491,25.971368,10.41906,21.392563,26.086721,2.776717,5.701196,6.952206,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00075,77,core_region,WGV35A_PAIR_0206,319,"1146,1133,1266,1271",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,false,false,true,bottom_near_range_mask,true,138.715392,22.016172,57.523537,105.953635,125.256468,44.459378,88.092603,110.193972,18.36375,36.38626,45.515133,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00076,77,core_region,WGV35A_PAIR_0206,319,"1146,1133,1266,1187",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0206,false,false,true,bottom_near_range_mask,true,178.348984,16.951566,16.690872,31.474247,41.914452,54.022175,89.762216,103.808834,17.354978,28.8367,33.349268,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00077,78,core_region,,,"1170,1187,1248,1271",,,false,false,no_mask_audit_row,false,,,,true,115.531641,28.428393,26.236968,63.019965,73.678517,24.054017,47.950501,59.509239,11.929145,23.780164,29.512506,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00078,78,core_region,,,"1224,1175,1260,1187",,,false,false,no_mask_audit_row,false,,,,false,173.56313,30.465545,5.627923,11.357251,14.399372,11.357251,20.179401,23.829946,3.749198,6.661521,7.866621,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00079,78,core_region,,,"1290,1133,1308,1151",,,false,false,no_mask_audit_row,false,,,,false,237.896952,37.553908,3.473773,7.740326,10.365833,6.401932,11.94719,15.122514,1.54186,2.877395,3.642149,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00080,78,core_region,,,"1302,1175,1326,1199",,,false,false,no_mask_audit_row,false,,,,false,214.990604,48.092024,7.155662,14.713201,18.205447,9.217147,18.281729,21.92654,2.456403,4.872147,5.843503,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00081,78,core_region,,,"1146,1247,1164,1271",,,false,false,no_mask_audit_row,false,,,,false,71.606983,0.800168,9.152739,16.221882,19.067973,7.236724,13.250104,15.152154,5.790409,10.601969,12.12388,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00082,78,core_region,,,"1242,1193,1254,1205",,,false,false,no_mask_audit_row,false,,,,false,161.723715,35.537678,3.603677,7.788592,9.532306,5.696134,9.764802,10.81103,2.018037,3.459492,3.830152,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00083,78,core_region,,,"1170,1175,1260,1271",,,false,false,no_mask_audit_row,false,,,,true,123.688156,29.549529,31.241471,75.669331,95.273471,25.604715,51.215898,62.285673,11.860813,23.724622,28.852449,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00084,79,core_region,,,"1194,1187,1254,1241",,,false,false,no_mask_audit_row,false,,,,true,135.998382,30.978207,15.438419,29.678294,39.272526,25.892955,48.884405,58.141868,10.908637,20.594878,24.495024,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00085,79,core_region,,,"1290,1133,1308,1145",,,false,false,no_mask_audit_row,false,,,,false,240.282251,37.117888,3.211223,6.982621,8.986931,5.60341,10.603363,12.801611,1.336144,2.528393,3.05257,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00086,79,core_region,,,"1230,1175,1260,1187",,,false,false,no_mask_audit_row,false,,,,false,175.103284,31.31168,5.196933,10.059206,12.102571,10.067201,17.941411,20.839129,3.294102,5.870633,6.818799,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00087,79,core_region,,,"1170,1247,1206,1271",,,false,false,no_mask_audit_row,false,,,,false,79.262602,25.401189,8.987845,17.930272,22.421671,16.305294,26.014791,30.238725,11.786448,18.805057,21.858371,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00088,79,core_region,,,"1242,1199,1260,1205",,,false,false,no_mask_audit_row,false,,,,false,161.080601,37.026404,3.822931,6.820188,8.430562,6.792873,10.378655,11.989029,2.4162,3.69165,4.264454,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00089,79,core_region,,,"1146,1247,1164,1271",,,false,false,no_mask_audit_row,false,,,,false,71.606983,0.800168,9.152739,17.082133,20.02598,6.250787,12.138481,14.844921,5.001519,9.712513,11.87805,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00090,79,core_region,,,"1194,1175,1260,1241",,,false,false,no_mask_audit_row,false,,,,true,142.687631,30.770935,18.207605,40.757562,60.31637,25.920957,50.182346,58.965167,10.408481,20.150567,23.677282,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00091,79,core_region,,,"1170,1187,1254,1271",,,false,false,no_mask_audit_row,false,,,,true,116.989572,29.720583,26.296361,65.116915,75.299019,25.068901,48.400895,60.056635,12.277524,23.704395,29.412807,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00092,80,core_region,,,"1146,1133,1266,1163",,,false,false,no_mask_audit_row,false,,,,true,189.859843,15.895653,14.929961,28.795979,35.503032,50.158053,80.10646,96.577558,15.136664,24.174475,29.145112,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00093,80,core_region,,,"1200,1181,1260,1241",,,false,false,no_mask_audit_row,false,,,,false,141.704481,32.433979,18.506119,34.60441,47.027447,23.965368,47.634344,57.130162,9.689986,19.260131,23.099602,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00094,80,core_region,,,"1146,1241,1212,1271",,,false,false,no_mask_audit_row,false,,,,false,78.67757,18.527064,13.289683,25.67695,32.319249,29.075631,47.418851,54.076403,21.173899,34.532079,39.380343,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00095,80,core_region,,,"1272,1163,1290,1187",,,false,false,no_mask_audit_row,false,,,,false,200.849098,39.221164,7.872577,15.699349,19.145717,6.750342,14.480523,19.128789,1.925655,4.130827,5.456827,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00096,80,core_region,,,"1236,1175,1266,1187",,,false,false,no_mask_audit_row,false,,,,false,178.295149,32.959203,5.643451,10.585818,12.604942,9.72769,17.869247,20.930463,3.126028,5.742346,6.726079,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00097,80,core_region,,,"1308,1175,1326,1199",,,false,false,no_mask_audit_row,false,,,,false,217.232502,48.620542,5.199038,10.71939,14.381826,10.54078,17.115303,19.938085,2.780165,4.514217,5.258735,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00098,80,core_region,,,"1146,1133,1266,1241",,,false,false,no_mask_audit_row,false,,,,true,152.725113,19.906182,37.466006,79.127786,91.560581,48.426875,97.364472,112.473972,18.167645,36.52689,42.195313,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00099,80,core_region,,,"1146,1133,1266,1271",,,false,false,no_mask_audit_row,false,,,,true,138.715392,22.016172,58.168022,108.710358,127.76376,47.184382,92.474237,112.98674,19.4893,38.196075,46.668674,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00100,81,core_region,WGV35A_PAIR_0207,320,"1200,1181,1260,1241",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,true,false,SAR_MASK_S2_CENTER_CENSORED|pairs=WGV35A_PAIR_0207,false,false,false,no_local_bbox_boundary_hot_band,true,141.704481,32.433979,17.557666,32.608708,43.580838,23.457268,45.630173,56.681341,9.484544,18.449779,22.918129,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00101,81,core_region,WGV35A_PAIR_0207,320,"1302,1133,1314,1145",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,true,false,SAR_MASK_S2_CENTER_CENSORED|pairs=WGV35A_PAIR_0207,false,false,false,no_local_bbox_boundary_hot_band,false,245.818144,38.790853,2.505918,5.317752,6.876628,4.844232,8.741421,11.553256,1.129103,2.037468,2.692856,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00102,81,core_region,WGV35A_PAIR_0207,320,"1176,1241,1212,1271",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,true,false,SAR_MASK_S2_CENTER_CENSORED|pairs=WGV35A_PAIR_0207,false,false,false,no_local_bbox_boundary_hot_band,false,84.647268,28.199899,11.111995,21.661656,27.140864,15.211359,25.902785,31.074836,10.296217,17.532997,21.033838,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00103,81,core_region,WGV35A_PAIR_0207,320,"1242,1175,1272,1187",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,true,false,SAR_MASK_S2_CENTER_CENSORED|pairs=WGV35A_PAIR_0207,false,false,false,no_local_bbox_boundary_hot_band,false,181.629183,34.547515,5.927462,10.315523,13.097014,10.248353,18.120436,20.955884,3.232891,5.716177,6.610632,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00104,81,core_region,WGV35A_PAIR_0207,320,"1176,1181,1260,1271",PV_GM19_WHITE_SUV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,true,false,SAR_MASK_S2_CENTER_CENSORED|pairs=WGV35A_PAIR_0207,false,false,false,no_local_bbox_boundary_hot_band,true,122.626098,31.460575,25.921073,68.975529,80.333633,24.19224,46.567575,60.130756,11.303575,21.758219,28.095475,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00105,212,core_region,WGV35A_PAIR_0208,323,"957,1126,1132,1240",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,true,false,SAR_MASK_S2_CENTER_CENSORED|pairs=WGV35A_PAIR_0208,false,false,false,no_local_bbox_boundary_hot_band,false,183.782507,-36.570608,49.480226,88.908353,110.955065,56.3737,100.723405,128.00511,17.574987,31.401389,39.906696,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00106,212,core_region,WGV35A_PAIR_0208,323,"1005,1210,1023,1240",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,true,false,SAR_MASK_S2_CENTER_CENSORED|pairs=WGV35A_PAIR_0208,false,false,false,no_local_bbox_boundary_hot_band,false,175.360657,-52.973271,6.82023,14.621296,17.618547,9.607628,21.2043,25.392241,3.139111,6.928104,8.296435,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00107,212,core_region,WGV35A_PAIR_0208,323,"957,1126,1132,1240",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S2_CENTER_CENSORED,true,false,SAR_MASK_S2_CENTER_CENSORED|pairs=WGV35A_PAIR_0208,false,false,false,no_local_bbox_boundary_hot_band,false,183.782507,-36.570608,49.480226,88.908353,110.955065,56.3737,100.723405,128.00511,17.574987,31.401389,39.906696,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00108,213,core_region,,,"981,1126,1132,1240",,,false,false,no_mask_audit_row,false,,,,true,176.895478,-33.447519,46.802214,82.107808,101.459914,53.952199,94.142034,120.038682,17.474914,30.492251,38.880077,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00109,213,core_region,,,"963,1150,987,1180",,,false,false,no_mask_audit_row,false,,,,false,243.853153,-47.226863,7.81946,18.425843,23.014671,10.386579,22.096085,26.555326,2.440432,5.1917,6.239444,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00110,213,core_region,,,"1005,1210,1023,1246",,,false,false,no_mask_audit_row,false,,,,false,173.57062,-53.763909,9.944079,18.595313,23.595007,14.087638,23.551221,27.904492,4.650339,7.774274,9.211292,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00111,213,core_region,,,"981,1126,1132,1246",,,false,false,no_mask_audit_row,false,,,,true,174.400143,-33.990758,47.298126,82.902455,102.550374,53.963832,94.345106,120.445429,17.728769,30.995252,39.570006,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00112,216,core_region,,,"975,1126,1131,1240",,,false,false,no_mask_audit_row,false,,,,false,178.848427,-34.383128,48.172635,89.613312,109.507253,54.774874,96.649438,119.667812,17.547647,30.962558,38.336712,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00113,216,core_region,,,"1017,1216,1035,1240",,,false,false,no_mask_audit_row,false,,,,false,164.044994,-51.285645,5.616752,12.032065,14.992228,10.626353,17.803652,21.705021,3.711452,6.218258,7.580884,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00114,216,core_region,,,"975,1126,1131,1240",,,false,false,no_mask_audit_row,false,,,,false,178.848427,-34.383128,48.172635,89.613312,109.507253,54.774874,96.649438,119.667812,17.547647,30.962558,38.336712,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
