response_unit_id,sar_frame,measurement_region_type,matched_gt_pair_id,matched_gt_instance_id,response_region_bbox,physical_vehicle_id,mask_class,gt_pair_linked_mask_context,frame_only_mask_context,mask_state,actual_fan_pixel_censored,gt_bbox_intersects_invalid_mask,sar_response_touches_mask,sar_response_truncation_direction,multiple_boundary_variant_uncertainty,response_center_radial_px,response_center_azimuth_deg,range_p50_width_px,range_p80_width_px,range_p90_width_px,azimuth_p50_width_px,azimuth_p80_width_px,azimuth_p90_width_px,sar_azimuth_p50_width_deg_approx,sar_azimuth_p80_width_deg_approx,sar_azimuth_p90_width_deg_approx,sar_range_p80_interval_m,sar_cross_range_p80_width_m,absolute_scale_status,scale_blocked_reason
R21B00115,220,core_region,,,"1011,1126,1132,1240",,,false,false,no_mask_audit_row,false,,,,false,169.091721,-29.202706,43.598823,81.183159,98.618075,49.453634,83.397342,100.71871,16.757086,28.258721,34.127969,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00116,220,core_region,,,"993,1156,1017,1174",,,false,false,no_mask_audit_row,false,,,,false,222.765258,-41.979565,6.392379,12.561205,16.278122,8.398976,16.130882,19.920521,2.160238,4.148903,5.123608,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00117,224,core_region,,,"1005,1126,1132,1234",,,false,false,no_mask_audit_row,false,,,,true,173.177972,-29.584838,46.032991,86.7824,104.36027,50.673881,86.749486,102.766534,16.765409,28.700991,34.000217,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00118,224,core_region,,,"1041,1210,1065,1240",,,false,false,no_mask_audit_row,false,,,,true,146.124467,-43.724506,6.881804,13.41596,17.249678,12.945128,21.176467,25.512497,5.075818,8.303347,10.003516,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00119,224,core_region,,,"1011,1228,1029,1240",,,false,false,no_mask_audit_row,false,,,,false,165.189467,-54.212335,5.319952,11.941439,13.922195,4.810234,8.866183,11.073345,1.668424,3.075226,3.840777,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00120,224,core_region,,,"1005,1126,1132,1240",,,false,false,no_mask_audit_row,false,,,,true,170.575526,-30.082353,47.591822,87.22705,105.40375,51.306305,88.192605,105.182147,17.233626,29.623617,35.33035,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00121,224,core_region,,,"1005,1126,1132,1240",,,false,false,no_mask_audit_row,false,,,,true,170.575526,-30.082353,47.591822,87.22705,105.40375,51.306305,88.192605,105.182147,17.233626,29.623617,35.33035,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00122,224,core_region,,,"1011,1210,1065,1240",,,false,false,no_mask_audit_row,false,,,,true,156.867332,-47.687,13.6625,27.768688,33.087832,19.787421,39.365749,44.475799,7.227354,14.378336,16.244782,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00123,224,core_region,,,"1005,1126,1132,1240",,,false,false,no_mask_audit_row,false,,,,true,170.575526,-30.082353,47.591822,87.22705,105.40375,51.306305,88.192605,105.182147,17.233626,29.623617,35.33035,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00124,227,core_region,,,"1017,1126,1132,1234",,,false,false,no_mask_audit_row,false,,,,true,170.295655,-27.829056,43.461473,85.147211,104.431907,45.404564,80.38373,96.321307,15.276314,27.045015,32.407194,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00125,227,core_region,,,"1047,1204,1077,1240",,,false,false,no_mask_audit_row,false,,,,false,142.330461,-40.269453,8.16972,15.799851,20.961079,14.093961,23.779871,29.120962,5.673589,9.572696,11.722777,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00126,227,core_region,,,"1023,1228,1041,1240",,,false,false,no_mask_audit_row,false,,,,false,155.613496,-51.627703,7.023812,11.107006,12.806087,3.756744,7.61245,10.095525,1.383206,2.80285,3.7171,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00127,227,core_region,,,"1017,1126,1132,1240",,,false,false,no_mask_audit_row,false,,,,true,167.648472,-28.3077,45.04962,86.429061,105.996791,46.053507,81.882047,98.484644,15.739312,27.984125,33.658252,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00128,228,core_region,,,"1023,1126,1132,1240",,,false,false,no_mask_audit_row,false,,,,false,166.246835,-27.397377,44.213173,85.161922,103.367983,45.485377,79.753699,96.660487,15.676209,27.486541,33.313344,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00129,228,core_region,,,"1053,1204,1083,1240",,,false,false,no_mask_audit_row,false,,,,false,138.527831,-38.375593,7.970961,15.647397,20.645671,14.405769,24.501936,29.663353,5.958296,10.134119,12.268906,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00130,228,core_region,,,"1023,1228,1041,1240",,,false,false,no_mask_audit_row,false,,,,false,155.613496,-51.627703,6.403044,12.185318,14.406206,3.135975,7.807806,9.996562,1.154644,2.874778,3.680663,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00131,228,core_region,,,"1023,1126,1132,1240",,,false,false,no_mask_audit_row,false,,,,false,166.246835,-27.397377,44.213173,85.161922,103.367983,45.485377,79.753699,96.660487,15.676209,27.486541,33.313344,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00132,238,core_region,WGV35A_PAIR_0209,324,"1051,1135,1177,1255",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0209,false,false,true,bottom_near_range_mask,false,141.37666,-16.435282,53.007335,91.534204,103.912485,44.219463,82.913262,102.608167,17.920841,33.602293,41.584056,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00133,238,core_region,WGV35A_PAIR_0209,324,"1063,1231,1075,1243",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0209,false,false,true,bottom_near_range_mask,false,126.435596,-42.243206,5.378232,9.419816,11.232596,3.429414,6.662681,8.679518,1.554079,3.019272,3.933226,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00134,239,core_region,,,"1051,1135,1177,1255",,,false,false,no_mask_audit_row,false,,,,false,141.37666,-16.435282,54.354092,91.194685,103.403207,42.145571,81.396745,101.040723,17.080354,32.987694,40.948817,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00135,239,core_region,,,"1087,1201,1111,1237",,,false,false,no_mask_audit_row,false,,,,false,124.41688,-26.235532,12.557782,22.892392,27.767936,12.519202,21.399026,25.467605,5.765274,9.854562,11.728202,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00136,239,core_region,,,"1063,1231,1075,1243",,,false,false,no_mask_audit_row,false,,,,false,126.435596,-42.243206,4.373768,8.611499,10.764374,3.63347,7.871201,10.092095,1.64655,3.566927,4.573352,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00137,243,core_region,,,"1063,1135,1195,1249",,,false,false,no_mask_audit_row,false,,,,false,140.836643,-10.224794,52.173922,88.121953,98.330944,42.753078,85.746151,105.160132,17.392994,34.883624,42.781705,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00138,243,core_region,,,"1075,1231,1087,1243",,,false,false,no_mask_audit_row,false,,,,false,118.701137,-37.951186,3.516394,6.844079,9.036139,4.557665,8.247604,9.824674,2.199937,3.981031,4.742266,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00139,243,core_region,,,"1177,1165,1195,1177",,,false,false,no_mask_audit_row,false,,,,false,162.776411,11.337545,4.118533,7.453168,9.615644,7.450711,12.748776,14.712205,2.622581,4.48745,5.178559,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00140,250,core_region,,,"1099,1135,1201,1261",,,false,false,no_mask_audit_row,false,,,,false,132.660318,-1.727855,53.764382,90.346534,103.224538,37.379678,71.795395,86.0604,16.144223,31.008316,37.169349,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00141,250,core_region,,,"1183,1165,1201,1189",,,false,false,no_mask_audit_row,false,,,,false,158.230718,13.895727,9.497524,15.32193,18.454065,6.835588,13.079635,15.981726,2.475185,4.736172,5.787027,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00142,250,core_region,,,"1195,1135,1218,1153",,,false,false,no_mask_audit_row,false,,,,false,193.844809,15.713973,5.534324,10.167928,12.514134,7.159335,14.468791,18.802154,2.116124,4.27662,5.557456,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00143,259,core_region,,,"1069,1135,1189,1255",,,false,false,no_mask_audit_row,false,,,,true,137.885315,-10.446079,49.517964,91.639926,102.402493,33.150738,62.576642,80.575658,13.775197,26.002606,33.481775,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00144,259,core_region,,,"1189,1195,1218,1237",,,false,false,no_mask_audit_row,false,,,,true,124.833529,23.361311,14.813328,25.851228,31.630925,9.891573,19.093428,24.373259,4.540009,8.763454,11.186777,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00145,259,core_region,,,"1189,1141,1218,1189",,,false,false,no_mask_audit_row,false,,,,false,172.839839,16.642091,21.166995,37.861063,43.00571,11.684806,21.088888,25.759686,3.873471,6.99089,8.539242,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00146,259,core_region,,,"1069,1135,1218,1255",,,false,false,no_mask_audit_row,false,,,,true,136.005919,-4.427785,48.423628,90.523266,102.269078,43.445168,84.020608,103.22639,18.302327,35.395711,43.486611,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00147,259,core_region,,,"1069,1135,1218,1255",,,false,false,no_mask_audit_row,false,,,,true,136.005919,-4.427785,48.423628,90.523266,102.269078,43.445168,84.020608,103.22639,18.302327,35.395711,43.486611,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00148,259,core_region,,,"1189,1141,1218,1237",,,false,false,no_mask_audit_row,false,,,,true,150.0027,19.268415,43.661214,73.484677,82.456516,15.55572,28.579486,35.977352,5.94174,10.916363,13.742089,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00149,259,core_region,,,"1069,1135,1218,1255",,,false,false,no_mask_audit_row,false,,,,true,136.005919,-4.427785,48.423628,90.523266,102.269078,43.445168,84.020608,103.22639,18.302327,35.395711,43.486611,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00150,260,core_region,,,"1075,1135,1218,1195",,,false,false,no_mask_audit_row,false,,,,true,165.76975,-2.593146,21.657148,40.958016,48.497389,47.634143,90.182919,106.434377,16.464013,31.170347,36.787415,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00151,260,core_region,,,"1117,1201,1189,1255",,,false,false,no_mask_audit_row,false,,,,true,102.604873,-0.558421,14.931065,33.125132,41.524344,29.057099,47.338882,58.270137,16.225829,26.434594,32.538736,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00152,260,core_region,,,"1195,1201,1218,1237",,,false,false,no_mask_audit_row,false,,,,false,123.332113,25.193706,13.147427,22.833469,26.667021,8.620626,15.966645,20.330471,4.004841,7.417544,9.444825,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00153,260,core_region,,,"1075,1135,1218,1255",,,false,false,no_mask_audit_row,false,,,,true,135.807253,-3.165789,48.386223,91.371408,103.233809,45.704481,85.689827,102.235335,19.282283,36.151717,43.132109,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00154,260,core_region,,,"1075,1135,1218,1237",,,false,false,no_mask_audit_row,false,,,,true,144.794371,-2.969112,38.518762,82.488704,90.109166,46.358846,85.306493,101.019811,18.344402,33.75616,39.97399,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00155,260,core_region,,,"1117,1201,1218,1255",,,false,false,no_mask_audit_row,false,,,,true,103.484347,7.495858,19.724722,38.849354,46.102625,36.814263,68.175528,80.777434,20.382811,37.746482,44.723731,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00156,260,core_region,,,"1075,1135,1218,1255",,,false,false,no_mask_audit_row,false,,,,true,135.807253,-3.165789,48.386223,91.371408,103.233809,45.704481,85.689827,102.235335,19.282283,36.151717,43.132109,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00157,262,core_region,,,"1075,1135,1218,1267",,,false,false,no_mask_audit_row,false,,,,false,129.816832,-3.312034,55.957304,97.755428,115.212332,47.129481,85.733874,103.736162,20.801003,37.839385,45.78485,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00158,263,core_region,,,"1069,1135,1218,1261",,,false,false,no_mask_audit_row,false,,,,false,133.015074,-4.527549,52.033952,92.689494,107.613367,46.233106,83.293567,102.647013,19.914749,35.878414,44.214843,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00159,269,core_region,WGV35A_PAIR_0210,325,"1107,1138,1245,1246",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0210,false,false,true,bottom_near_range_mask,true,140.33517,9.019322,40.493057,85.971321,96.600161,51.701936,91.081943,107.338738,21.108769,37.186764,43.824058,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00160,269,core_region,WGV35A_PAIR_0210,325,"1143,1204,1185,1258",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0210,false,false,true,bottom_near_range_mask,false,100.100749,5.733375,10.549372,28.163625,38.2135,14.329563,28.159629,34.629111,8.201971,16.11804,19.82105,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00161,269,core_region,WGV35A_PAIR_0210,325,"1227,1192,1245,1240",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0210,false,false,true,bottom_near_range_mask,false,140.915436,35.584944,13.720285,23.584357,31.611867,11.518965,19.322227,23.73906,4.683575,7.856358,9.652228,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00162,269,core_region,WGV35A_PAIR_0210,325,"1251,1174,1263,1186",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0210,false,false,true,bottom_near_range_mask,false,182.45372,34.369432,4.255326,7.860623,9.729591,3.908936,8.643288,10.597756,1.22752,2.714244,3.328004,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00163,269,core_region,WGV35A_PAIR_0210,325,"1263,1138,1281,1150",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0210,false,false,true,bottom_near_range_mask,false,220.779437,32.30798,5.071124,8.364909,9.483673,4.44969,10.366002,12.814599,1.154765,2.690143,3.325592,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00164,269,core_region,WGV35A_PAIR_0210,325,"1245,1138,1257,1156",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0210,false,false,true,bottom_near_range_mask,false,207.648646,27.848499,4.420929,9.876298,12.845738,4.621268,8.208096,10.493688,1.275131,2.264832,2.895487,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00165,269,core_region,WGV35A_PAIR_0210,325,"1107,1138,1245,1258",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0210,false,false,true,bottom_near_range_mask,true,134.412648,9.420275,46.020967,91.882722,104.747583,51.298744,90.940846,108.494254,21.867001,38.765151,46.247603,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00166,269,core_region,WGV35A_PAIR_0210,325,"1107,1138,1245,1246",PV_GM19_SILVER_MPV_NEAR_FIELD,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE,true,false,SAR_MASK_S1_PARTIALLY_CENSORED_CENTER_INSIDE|pairs=WGV35A_PAIR_0210,false,false,true,bottom_near_range_mask,true,140.33517,9.019322,40.493057,85.971321,96.600161,51.701936,91.081943,107.338738,21.108769,37.186764,43.824058,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00167,270,core_region,,,"1107,1138,1263,1240",,,false,false,no_mask_audit_row,false,,,,true,144.953648,12.348741,38.929686,82.917541,96.63365,57.553571,99.46076,119.032534,22.749181,39.313821,47.04995,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00168,270,core_region,,,"1137,1204,1185,1258",,,false,false,no_mask_audit_row,false,,,,false,99.845681,4.020201,11.674015,29.888123,38.18693,17.589143,32.271802,37.890472,10.093413,18.518959,21.743195,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00169,270,core_region,,,"1233,1192,1245,1234",,,false,false,no_mask_audit_row,false,,,,false,145.102584,35.858993,13.866052,23.776282,29.313055,11.579394,19.331151,22.934119,4.572285,7.633175,9.055857,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00170,270,core_region,,,"1245,1162,1275,1186",,,false,false,no_mask_audit_row,false,,,,false,189.101983,34.093434,7.580037,16.497976,21.759687,9.593765,20.511683,25.798778,2.906803,6.21481,7.81674,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00171,270,core_region,,,"1269,1138,1287,1150",,,false,false,no_mask_audit_row,false,,,,false,224.043656,33.604954,4.169723,8.597432,10.257822,4.438421,10.816642,13.594672,1.135059,2.766193,3.476632,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00172,270,core_region,,,"1107,1138,1263,1258",,,false,false,no_mask_audit_row,false,,,,true,136.175475,13.158607,46.297617,92.809663,108.655395,55.883778,99.335067,119.125709,23.513078,41.795192,50.122097,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00173,270,core_region,,,"1107,1138,1263,1240",,,false,false,no_mask_audit_row,false,,,,true,144.953648,12.348741,38.929686,82.917541,96.63365,57.553571,99.46076,119.032534,22.749181,39.313821,47.04995,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00174,270,core_region,,,"1107,1138,1275,1240",,,false,false,no_mask_audit_row,false,,,,true,146.354228,14.643932,38.987599,84.086399,99.785296,60.49159,105.40044,126.84157,23.681672,41.262903,49.656827,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00175,271,core_region,,,"1107,1138,1287,1240",,,false,false,no_mask_audit_row,false,,,,true,147.984999,16.892084,40.668987,86.477684,103.515897,63.783492,112.588439,135.688077,24.695239,43.591191,52.534745,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00176,271,core_region,,,"1143,1210,1197,1252",,,false,false,no_mask_audit_row,false,,,,true,100.876955,9.126171,8.568855,19.834064,27.681248,16.907727,33.712358,40.005173,9.603198,19.14784,22.722014,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
R21B00177,271,core_region,,,"1233,1198,1251,1240",,,false,false,no_mask_audit_row,false,,,,false,142.121638,38.256856,12.065721,19.797126,24.38756,10.979327,18.952779,23.287094,4.426273,7.640738,9.3881,,,ABSOLUTE_SCALE_UNRESOLVED,"no reliable raw SAR physical coordinate axis, pulse-to-PNG calibration, chirp bandwidth, FFT/grid, or display resize/crop provenance recovered"
