background_track_id,first_frame,last_frame,fixed_coordinate_mean_x,fixed_coordinate_mean_y,position_variance,support_frames,missing_frames,shape_variation,energy_variation,conflicting_vehicle_motion_frames,background_state,threshold_source
BG_D1_0001,361,362,964.404679,818.96849,20.195982,3,32,6.182412,387.639867,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0002,361,361,1029.830586,814.783317,13.293669,2,33,4,244,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0003,361,361,1221.569187,814.355629,5.061676,2,33,1.5,98.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0004,361,361,1248.136416,812.978035,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0005,361,362,1193.590808,821.408037,20.472842,4,32,9.175375,572.712406,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0006,361,361,1136.89083,818.678311,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0007,361,361,951.902284,818.714467,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0008,361,361,937.986231,819.003442,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0009,361,362,1151.970025,824.945777,13.63651,2,32,0.5,13,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0010,361,361,1182.273913,822.008696,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0011,361,362,1255.44411,824.12058,9.527458,2,32,2,136,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0012,361,364,1167.030034,834.23201,46.39892,8,30,10.451525,682.833435,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0013,361,361,1022.190198,830.111466,14.262089,2,33,1,53.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0014,361,363,1172.530562,839.063543,32.490623,5,31,24.9992,1586.149123,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0015,361,362,1072.143486,833.352661,11.763653,2,32,2,120.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0016,361,364,1185.845527,834.939392,17.535179,6,30,21.934878,1360.317365,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0017,361,364,1205.827489,835.446876,35.063909,7,30,21.252611,1399.901061,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0018,361,361,1149.160242,839.146964,24.972483,2,33,7.5,480,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0019,361,364,1244.609954,839.403323,27.439759,4,30,48.817901,3561.544117,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0020,361,369,1229.612325,848.536159,36.481016,7,25,56.058279,3983.086902,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0021,361,362,1215.862383,853.636528,28.020627,3,32,72.522793,4851.648448,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0022,361,361,985.881471,842.47139,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0023,361,361,1160.121137,843.697157,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0024,361,363,1038.054359,854.44256,16.802211,2,31,6.5,454.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0025,361,364,1181.797839,854.054058,7.204376,2,30,8,461,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0026,361,363,1109.255704,850.865101,26.901097,3,31,1.699673,95.066059,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0027,361,361,1155.034803,853.62297,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0028,361,365,1230.668564,857.764388,22.614369,4,29,1.920286,124.785817,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0029,361,367,1244.555673,851.763743,15.483422,6,27,43.72801,3188.991782,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0030,361,362,1025.108969,857.189445,10.001542,2,32,2.5,137.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0031,361,361,1167.304214,857.213772,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0032,361,363,1252.542889,861.88376,28.122491,4,31,1.870829,96.831038,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0033,361,367,1209.669408,861.418296,31.184211,3,27,11.085526,736.798631,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0034,361,366,1224.277701,867.142895,23.022183,3,28,8.37987,569.240625,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0035,361,362,1190.18146,868.864679,5.953868,2,32,5.5,339,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0036,361,362,1211.982316,887.819936,25.051368,4,32,2.872281,142.302495,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0037,361,363,972.630144,887.114266,25.919117,3,31,6.847546,410.42011,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0038,361,363,1227.230808,891.033034,29.75868,4,31,8.124038,541.753403,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0039,361,362,978.452959,905.533769,16.838112,2,32,28,2111.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0040,361,361,1236.908629,900.318105,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0041,361,361,924.998191,907.686526,12.331064,2,33,9,639.5,,background_recurrence_candidate,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0042,361,362,938.777886,905.455103,11.437097,3,32,0.942809,77.362064,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0043,361,361,923.13118,980.068979,999999,1,33,0,0,,unresolved_response,P0 static_position_variance_threshold_px2 as recurrence reference only
BG_D1_0044,361,367,1257.95605,986.142279,24.858735,8,27,15.683889,1051.026373,,static_background_response,P0 static_position_variance_threshold_px2 as recurrence reference only
