edge_id,source_node_id,target_node_id,source_sar_frame,target_sar_frame,geometry_distance,radial_drift,azimuth_drift,extent_continuity_ratio,orientation_difference,energy_ratio,role_compatibility,background_conflict_consistency,edge_status,blocked_reason
R1E0141,R1N0066,R1N0070,77,78,78.765721,5.876862,23.93644,3.564395,88.874396,16.860812,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_orientation_jump;blocked_by_energy_jump
R1E0142,R1N0066,R1N0071,77,78,43.196184,43.110168,0.403362,2.142617,52.832236,1.026708,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump
R1E0143,R1N0066,R1N0072,77,78,2.736331,1.45076,0.681431,1.078394,4.550083,1.195946,true,true,unique_continuation,
R1E0144,R1N0066,R1N0073,77,78,31.045592,22.360901,6.765436,1.22886,84.122992,1.126862,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump
R1E0145,R1N0066,R1N0074,77,78,72.018778,67.100418,8.487511,2.168048,62.483815,6.946841,true,true,blocked_by_radial_azimuth_drift,blocked_by_radial_azimuth_drift;blocked_by_orientation_jump;blocked_by_energy_jump
R1E0146,R1N0066,R1N0075,77,78,35.727636,35.755035,0.101383,1.776268,70.868721,3.773256,false,true,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0147,R1N0066,R1N0076,77,78,117.740349,114.656311,11.615492,1.006085,62.13438,1.769196,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0148,R1N0067,R1N0070,77,78,53.371603,17.21492,16.610663,3.861702,5.793596,13.274565,true,true,blocked_by_energy_jump,blocked_by_energy_jump
R1E0149,R1N0067,R1N0071,77,78,71.675678,66.20195,7.729139,1.97766,32.499772,1.237119,true,true,blocked_by_radial_azimuth_drift,blocked_by_radial_azimuth_drift
R1E0150,R1N0067,R1N0072,77,78,35.424627,24.542542,8.007208,1.168343,89.882091,1.519042,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump
R1E0151,R1N0067,R1N0073,77,78,1.830671,0.730881,0.560341,1.134252,1.209016,1.127165,true,true,ambiguous_successors,
R1E0152,R1N0067,R1N0074,77,78,45.14998,44.008636,1.161734,2.348886,22.848193,5.469268,true,true,ambiguous_successors,
R1E0153,R1N0067,R1N0075,77,78,24.347413,12.663254,7.224394,1.639515,14.463287,4.792636,false,true,blocked_by_role_incompatibility,blocked_by_role_incompatibility
R1E0154,R1N0067,R1N0076,77,78,92.269474,91.564529,4.289715,1.090003,23.197628,2.24716,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility
R1E0155,R1N0068,R1N0070,77,78,125.465428,25.8564,35.669606,2.836845,8.803452,46.367232,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0156,R1N0068,R1N0071,77,78,50.583483,23.13063,11.329803,2.692122,47.09682,2.823446,false,true,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0157,R1N0068,R1N0072,77,78,44.047348,18.528778,11.051735,1.165126,75.520861,2.299435,false,true,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0158,R1N0068,R1N0073,77,78,75.195595,42.340439,18.498602,1.544019,15.806064,3.09887,false,true,blocked_by_role_incompatibility,blocked_by_role_incompatibility
R1E0159,R1N0068,R1N0074,77,78,105.616239,87.079956,20.220676,1.725515,37.445241,19.103814,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0160,R1N0068,R1N0075,77,78,67.618468,55.734573,11.834549,2.231818,29.060335,1.372093,true,true,unique_continuation,
R1E0161,R1N0068,R1N0076,77,78,145.129708,134.635849,23.348658,1.248865,37.794676,1.554379,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift
R1E0162,R1N0069,R1N0070,77,78,77.164399,69.683281,13.193883,1.407309,31.275739,1.940132,true,true,blocked_by_radial_azimuth_drift,blocked_by_radial_azimuth_drift
R1E0163,R1N0069,R1N0071,77,78,124.010655,118.670311,11.14592,5.426764,69.569108,8.464482,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_extent_jump;blocked_by_orientation_jump;blocked_by_energy_jump
R1E0164,R1N0069,R1N0072,77,78,83.511382,77.010902,11.423988,2.348654,53.048574,10.393428,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump;blocked_by_energy_jump
R1E0165,R1N0069,R1N0073,77,78,55.159086,53.199242,3.977121,3.112424,38.278352,7.71217,true,true,blocked_by_energy_jump,blocked_by_energy_jump
R1E0166,R1N0069,R1N0074,77,78,9.475805,8.459724,2.255047,1.168228,59.917528,1.251007,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump
R1E0167,R1N0069,R1N0075,77,78,47.818345,39.805107,10.641174,4.498885,51.532623,32.791667,false,true,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0168,R1N0069,R1N0076,77,78,38.223701,39.096169,0.872934,2.517455,60.266963,15.375284,false,true,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0169,R1N0070,R1N0077,78,79,9.361971,0.614899,2.877422,1.213568,8.751164,1.185132,false,false,blocked_by_role_incompatibility,blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0170,R1N0070,R1N0078,78,79,106.021664,51.493546,25.124379,7.982434,44.764656,17.851006,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_extent_jump;blocked_by_energy_jump
R1E0171,R1N0070,R1N0079,78,79,60.36575,13.279373,19.027991,4.282514,6.814322,21.512451,true,true,blocked_by_energy_jump,blocked_by_energy_jump
R1E0172,R1N0070,R1N0080,78,79,73.871315,58.528259,17.249637,1.522846,31.364456,2.371708,true,true,ambiguous_predecessors,
R1E0173,R1N0070,R1N0081,78,79,78.941165,28.563217,24.974904,6.069355,15.55562,65.459621,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_extent_jump;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0174,R1N0070,R1N0082,78,79,122.285321,121.590202,12.849262,4.920411,50.512435,65.853561,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_extent_jump;blocked_by_orientation_jump;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0175,R1N0070,R1N0083,78,79,111.961971,110.147705,13.148196,3.057396,20.138759,27.119372,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_energy_jump
R1E0176,R1N0071,R1N0077,78,79,93.300898,48.372131,21.46238,9.268179,29.542205,19.462481,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_extent_jump;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0177,R1N0071,R1N0078,78,79,4.132003,2.506516,0.784576,1.045213,6.471288,1.087004,true,true,ambiguous_successors,
R1E0178,R1N0071,R1N0079,78,79,65.143824,62.266403,5.311811,1.783329,31.479046,1.309961,true,true,ambiguous_successors,
R1E0179,R1N0071,R1N0080,78,79,110.978126,107.515289,7.090166,5.01504,6.928912,6.924212,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_extent_jump;blocked_by_energy_jump
R1E0180,R1N0071,R1N0081,78,79,77.609184,77.550247,0.635101,1.258311,22.737749,3.986042,false,true,blocked_by_radial_azimuth_drift,blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility
R1E0181,R1N0071,R1N0082,78,79,188.92182,170.577232,37.189065,1.552133,88.805804,4.01003,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0182,R1N0071,R1N0083,78,79,161.864718,159.134735,11.191607,2.497921,18.154609,1.651384,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift
R1E0183,R1N0072,R1N0077,78,79,72.058354,6.712723,21.740449,4.011183,86.924523,23.897727,false,false,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0184,R1N0072,R1N0078,78,79,44.265921,44.165924,0.506508,2.415055,50.911031,1.129607,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump
R1E0185,R1N0072,R1N0079,78,79,27.34805,20.606995,5.58988,1.295658,88.861365,1.066841,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump
R1E0186,R1N0072,R1N0080,78,79,70.154091,65.855881,7.368235,2.170463,64.311231,8.50215,true,true,blocked_by_radial_azimuth_drift,blocked_by_radial_azimuth_drift;blocked_by_orientation_jump;blocked_by_energy_jump
R1E0187,R1N0072,R1N0081,78,79,35.892341,35.890839,0.357033,1.83626,80.120067,3.246261,false,true,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0188,R1N0072,R1N0082,78,79,148.712057,128.917824,37.467134,1.488652,33.811878,3.265797,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility
R1E0189,R1N0072,R1N0083,78,79,120.512101,117.475327,11.469675,1.081077,75.536928,1.344899,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump
R1E0190,R1N0073,R1N0077,78,79,46.152314,17.098938,14.293582,5.315599,1.748552,17.73268,false,false,blocked_by_extent_jump,blocked_by_extent_jump;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0191,R1N0073,R1N0078,78,79,73.683386,67.977585,7.953375,1.822414,37.762044,1.19304,true,true,blocked_by_radial_azimuth_drift,blocked_by_radial_azimuth_drift
R1E0192,R1N0073,R1N0079,78,79,6.514453,3.204666,1.856987,1.022797,0.18829,1.437746,true,true,ambiguous_predecessors,
R1E0193,R1N0073,R1N0080,78,79,43.288068,42.04422,0.078632,2.876287,24.361844,6.308797,true,true,blocked_by_energy_jump,blocked_by_energy_jump
R1E0194,R1N0073,R1N0081,78,79,25.69021,12.079178,7.8039,1.385653,8.553007,4.374875,false,true,blocked_by_role_incompatibility,blocked_by_role_incompatibility
R1E0195,R1N0073,R1N0082,78,79,119.132532,105.106163,30.020267,1.123345,57.515047,4.401204,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0196,R1N0073,R1N0083,78,79,94.46268,93.663666,4.022808,1.432638,13.136147,1.812474,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift
R1E0197,R1N0074,R1N0077,78,79,68.290461,61.838455,12.571507,1.995175,19.890625,2.876456,false,false,blocked_by_role_incompatibility,blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0198,R1N0074,R1N0078,78,79,117.613468,112.717102,9.675449,4.855327,16.122867,7.354812,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_extent_jump;blocked_by_energy_jump
R1E0199,R1N0074,R1N0079,78,79,49.900202,47.944183,3.579062,2.604845,21.827467,8.863368,true,true,blocked_by_energy_jump,blocked_by_energy_jump
R1E0200,R1N0074,R1N0080,78,79,4.734301,2.695297,1.800707,1.079595,2.722667,1.023363,true,true,ambiguous_predecessors,
R1E0201,R1N0074,R1N0081,78,79,41.287202,32.660339,9.525974,3.691693,13.08617,26.97009,false,true,blocked_by_energy_jump,blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0202,R1N0074,R1N0082,78,79,74.676223,60.366646,28.298192,2.992847,79.154224,27.132397,false,true,blocked_by_radial_azimuth_drift,blocked_by_radial_azimuth_drift;blocked_by_orientation_jump;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0203,R1N0074,R1N0083,78,79,48.463173,48.924149,2.300734,1.859665,8.50303,11.173482,true,true,blocked_by_energy_jump,blocked_by_energy_jump
R1E0204,R1N0075,R1N0077,78,79,67.817974,30.493073,20.957635,7.683487,11.505719,75.398256,false,false,blocked_by_extent_jump,blocked_by_extent_jump;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0205,R1N0075,R1N0078,78,79,81.518999,81.371719,1.289322,1.260785,24.507773,3.563953,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility
R1E0206,R1N0075,R1N0079,78,79,21.694919,16.598801,4.807066,1.478412,13.442561,2.957364,false,true,blocked_by_role_incompatibility,blocked_by_role_incompatibility
R1E0207,R1N0075,R1N0080,78,79,34.200352,28.650085,6.585421,4.157558,11.107573,26.824612,false,true,blocked_by_energy_jump,blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0208,R1N0075,R1N0081,78,79,3.464838,1.314957,1.139847,1.043162,4.701264,1.028913,true,true,unique_continuation,
R1E0209,R1N0075,R1N0082,78,79,112.717371,91.712029,36.68432,1.286746,70.769318,1.035105,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump
R1E0210,R1N0075,R1N0083,78,79,83.409803,80.269531,10.686861,2.070821,0.118124,2.34593,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility
R1E0211,R1N0076,R1N0077,78,79,108.279435,109.394348,9.443526,4.299473,20.24006,35.352567,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0212,R1N0076,R1N0078,78,79,163.63771,160.272995,12.803431,2.253119,15.773432,1.671059,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility
R1E0213,R1N0076,R1N0079,78,79,96.826407,95.500076,6.707043,1.208781,22.176902,1.386642,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility
R1E0214,R1N0076,R1N0080,78,79,50.099146,50.25119,4.928688,2.326458,2.373232,12.577465,false,true,blocked_by_energy_jump,blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0215,R1N0076,R1N0081,78,79,84.404431,80.216232,12.653955,1.713134,13.435604,2.194417,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift
R1E0216,R1N0076,R1N0082,78,79,34.458468,12.810753,25.170211,1.388834,79.503659,2.207623,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump
R1E0217,R1N0076,R1N0083,78,79,1.956274,1.368256,0.827248,1.158776,8.852465,1.099955,false,true,blocked_by_role_incompatibility,blocked_by_role_incompatibility
R1E0218,R1N0077,R1N0084,79,80,7.047759,0.093063,2.238643,1.113063,9.1975,1.078148,false,false,blocked_by_role_incompatibility,blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0219,R1N0077,R1N0085,79,80,100.923746,53.021744,22.91565,9.090288,38.069794,20.300287,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_extent_jump;blocked_by_energy_jump
R1E0220,R1N0077,R1N0086,79,80,81.04936,7.390656,24.404214,5.818091,84.200019,19.674083,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_extent_jump;blocked_by_orientation_jump;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0221,R1N0077,R1N0087,79,80,54.508234,11.951096,17.18686,5.277725,0.877692,23.021006,false,false,blocked_by_extent_jump,blocked_by_extent_jump;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0222,R1N0077,R1N0088,79,80,116.948369,28.685928,32.55861,4.374929,40.15033,77.116947,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0223,R1N0077,R1N0089,79,80,69.785076,56.870956,16.048993,1.970532,20.564204,2.318357,false,false,blocked_by_role_incompatibility,blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0224,R1N0077,R1N0090,79,80,112.550797,113.790451,2.433372,1.973475,11.776033,17.1239,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0225,R1N0078,R1N0084,79,80,103.658123,50.785583,24.4856,8.703215,45.210993,19.622349,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_extent_jump;blocked_by_orientation_jump;blocked_by_energy_jump
R1E0226,R1N0078,R1N0085,79,80,3.544219,2.143097,0.668694,1.065668,2.056301,1.042142,false,false,blocked_by_role_incompatibility,blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0227,R1N0078,R1N0086,79,80,44.283754,43.487991,2.157257,1.665018,48.186526,1.075313,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump
R1E0228,R1N0078,R1N0087,79,80,65.483205,62.829742,5.060097,1.835493,36.891185,1.088166,true,true,ambiguous_predecessors,
R1E0229,R1N0078,R1N0088,79,80,46.948768,22.192719,10.311653,2.214259,4.136837,3.645193,false,true,blocked_by_role_incompatibility,blocked_by_role_incompatibility
R1E0230,R1N0078,R1N0089,79,80,110.558587,107.749603,6.197964,4.916045,15.449289,9.12534,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_extent_jump;blocked_by_energy_jump
R1E0231,R1N0078,R1N0090,79,80,172.250966,164.669098,19.813585,4.908716,47.789525,1.235454,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_extent_jump;blocked_by_orientation_jump
R1E0232,R1N0079,R1N0084,79,80,58.262017,13.987335,18.389212,4.669207,7.260658,23.647117,true,true,blocked_by_extent_jump,blocked_by_extent_jump;blocked_by_energy_jump
R1E0233,R1N0079,R1N0085,79,80,71.271589,66.916016,6.765081,1.749101,40.006636,1.255898,false,false,blocked_by_radial_azimuth_drift,blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0234,R1N0079,R1N0086,79,80,34.200418,21.284927,8.253645,1.119484,86.136861,1.295872,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump
R1E0235,R1N0079,R1N0087,79,80,3.747967,1.943176,1.036291,1.015509,1.05915,1.107471,true,true,ambiguous_predecessors,
R1E0236,R1N0079,R1N0088,79,80,70.313797,42.5802,16.408041,1.187933,42.087172,3.024777,false,true,blocked_by_role_incompatibility,blocked_by_role_incompatibility
R1E0237,R1N0079,R1N0089,79,80,44.036045,42.976685,0.101576,2.63742,22.501046,10.997051,true,true,blocked_by_energy_jump,blocked_by_energy_jump
R1E0238,R1N0079,R1N0090,79,80,104.857673,99.896179,13.717197,2.633488,9.839191,1.48886,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift
R1E0239,R1N0080,R1N0084,79,80,72.974192,59.236221,16.610857,1.660353,31.810792,2.607051,true,true,ambiguous_successors,
R1E0240,R1N0080,R1N0085,79,80,116.517223,112.164902,8.543436,4.918782,15.456502,7.22228,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_extent_jump;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0241,R1N0080,R1N0086,79,80,73.346629,66.533813,10.032,3.148187,61.586727,6.999494,true,true,blocked_by_radial_azimuth_drift,blocked_by_radial_azimuth_drift;blocked_by_orientation_jump;blocked_by_energy_jump
R1E0242,R1N0080,R1N0087,79,80,49.01735,47.192062,2.814646,2.855793,23.490984,8.190237,true,true,blocked_by_energy_jump,blocked_by_energy_jump
R1E0243,R1N0080,R1N0088,79,80,103.743963,87.829086,18.186396,2.367287,17.537038,27.436075,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0244,R1N0080,R1N0089,79,80,4.611531,2.272202,1.676779,1.066261,2.049088,1.212405,true,true,ambiguous_successors,
R1E0245,R1N0080,R1N0090,79,80,58.340848,54.647293,11.938843,1.067853,34.389325,6.09221,true,true,blocked_by_energy_jump,blocked_by_energy_jump
R1E0246,R1N0081,R1N0084,79,80,77.108319,29.271179,24.336124,6.617393,16.001956,71.955135,false,true,blocked_by_extent_jump,blocked_by_extent_jump;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0247,R1N0081,R1N0085,79,80,82.273193,82.19986,0.818169,1.234159,31.265338,3.821535,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0248,R1N0081,R1N0086,79,80,37.246846,36.568771,2.306732,1.265978,77.395563,3.94317,false,true,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0249,R1N0081,R1N0087,79,80,22.474834,17.22702,4.910622,1.395596,7.682148,3.36989,false,true,blocked_by_role_incompatibility,blocked_by_role_incompatibility
R1E0250,R1N0081,R1N0088,79,80,67.143807,57.864044,10.461128,1.683587,33.345874,1.005982,true,true,unique_continuation,
R1E0251,R1N0081,R1N0089,79,80,32.622145,27.692841,6.048489,3.73786,13.759748,33.462612,false,true,blocked_by_energy_jump,blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0252,R1N0081,R1N0090,79,80,93.535524,84.612335,19.66411,3.732287,18.580488,4.530409,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility
R1E0253,R1N0082,R1N0084,79,80,122.935828,122.298164,13.488042,5.364704,50.066099,72.388164,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_extent_jump;blocked_by_orientation_jump;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0254,R1N0082,R1N0086,79,80,151.998287,129.595757,40.130899,1.026325,36.536382,3.966901,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility
R1E0255,R1N0082,R1N0087,79,80,126.625334,110.254005,32.913545,1.131407,58.385907,3.390171,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0256,R1N0082,R1N0088,79,80,180.785272,150.891029,48.285295,1.36488,80.586071,1.012036,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump
R1E0257,R1N0082,R1N0089,79,80,82.586266,65.334145,31.775678,3.030274,79.827803,33.663992,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump;blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0258,R1N0082,R1N0090,79,80,24.428035,8.41465,18.160056,3.025756,47.487566,4.557673,false,true,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0259,R1N0083,R1N0084,79,80,111.943351,110.855667,12.509417,3.333466,20.585096,29.810409,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_energy_jump
R1E0260,R1N0083,R1N0085,79,80,167.094645,163.784348,12.644876,2.449976,26.682198,1.58323,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0261,R1N0083,R1N0086,79,80,122.527102,118.153259,14.13344,1.568068,72.812423,1.633622,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump
R1E0262,R1N0083,R1N0087,79,80,100.282213,98.811508,6.916086,1.422431,12.265288,1.396117,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift
R1E0263,R1N0083,R1N0088,79,80,148.77458,139.448532,22.287836,1.179113,28.762734,2.399405,false,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility
R1E0264,R1N0083,R1N0089,79,80,54.26537,53.891647,5.778219,1.882921,9.176608,13.86328,true,true,blocked_by_energy_jump,blocked_by_energy_jump
R1E0265,R1N0083,R1N0090,79,80,10.293213,3.027847,7.837402,1.880114,23.163628,1.87691,true,true,unique_continuation,
R1E0266,R1N0084,R1N0091,80,81,9.21609,1.08667,2.771391,1.191039,7.120618,1.071344,false,false,blocked_by_role_incompatibility,blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0267,R1N0084,R1N0092,80,81,110.123129,54.865463,25.669033,10.133068,48.185831,21.283102,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_extent_jump;blocked_by_orientation_jump;blocked_by_energy_jump
R1E0268,R1N0084,R1N0093,80,81,68.046616,8.323608,21.4594,4.405166,7.308605,41.382454,false,true,blocked_by_energy_jump,blocked_by_energy_jump;blocked_by_role_incompatibility
R1E0269,R1N0084,R1N0094,80,81,75.544844,55.462555,19.45118,1.747493,31.552181,2.170295,true,true,ambiguous_predecessors,
R1E0270,R1N0084,R1N0095,80,81,113.307996,111.678711,13.845854,3.575723,22.923193,24.673846,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_energy_jump
R1E0271,R1N0085,R1N0091,80,81,98.580519,51.84201,22.382902,9.727114,40.146676,20.172189,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_extent_jump;blocked_by_energy_jump
R1E0272,R1N0085,R1N0092,80,81,2.936937,1.936783,0.51474,1.240746,0.918537,1.130345,false,false,blocked_by_role_incompatibility,blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0273,R1N0085,R1N0093,80,81,62.782873,61.252289,3.694893,1.85394,39.958689,2.197821,false,false,blocked_by_role_incompatibility,blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0274,R1N0085,R1N0094,80,81,110.974033,108.391235,5.703114,4.673503,15.715113,8.675711,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_extent_jump;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0275,R1N0085,R1N0095,80,81,167.245347,164.607391,11.308439,2.283989,24.344101,1.310427,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0276,R1N0086,R1N0091,80,81,78.914716,6.210922,23.871466,6.225682,86.276901,19.549937,false,false,blocked_by_geometry,blocked_by_geometry;blocked_by_extent_jump;blocked_by_orientation_jump;blocked_by_energy_jump;blocked_by_role_incompatibility;blocked_by_background_conflict
R1E0277,R1N0086,R1N0092,80,81,47.752879,47.567871,0.973824,1.938564,45.211688,1.166323,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump
R1E0278,R1N0086,R1N0093,80,81,23.117024,15.621201,5.183456,1.186584,86.088913,2.267775,false,true,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_role_incompatibility
R1E0279,R1N0086,R1N0094,80,81,67.002266,62.760147,7.191677,2.9912,61.845338,8.408091,true,true,blocked_by_orientation_jump,blocked_by_orientation_jump;blocked_by_energy_jump
R1E0280,R1N0086,R1N0095,80,81,122.524253,118.976303,12.797003,1.46183,70.474326,1.352137,true,true,blocked_by_geometry,blocked_by_geometry;blocked_by_radial_azimuth_drift;blocked_by_orientation_jump
