edge_id,sar_frame,source_atom_id,target_atom_id,support_boundary_gap_px,centroid_distance_px,radial_delta,azimuth_delta,orientation_delta,energy_ratio,role_compatibility,background_arc_conflict
R2E00260,227,R1A0111,R1A0114,158.518138,179.328802,34.327041,62.416812,2.828606,1.262525,true,false
R2E00261,227,R1A0112,R1A0113,132.815662,157.538624,39.122192,57.662382,86.075669,5.725632,false,false
R2E00262,227,R1A0112,R1A0114,174.928557,192.036862,25.599792,70.037981,4.357772,1.11022,true,false
R2E00263,227,R1A0113,R1A0114,12,34.502233,13.5224,12.375599,89.566559,6.356713,false,false
R2E00264,228,R1A0115,R1A0116,24,109.025728,18.279663,35.852777,8.79843,53.052743,false,false
R2E00265,228,R1A0115,R1A0117,0,53.683342,28.569626,18.046032,81.124233,13.368953,true,false
R2E00266,228,R1A0115,R1A0118,0,82.323837,15.555832,29.947551,9.229996,88.173212,false,false
R2E00267,228,R1A0116,R1A0117,110.308658,151.899217,46.849289,53.898809,89.922663,3.968354,false,false
R2E00268,228,R1A0116,R1A0118,152.970585,184.589093,33.835495,65.800328,0.431566,1.661992,true,false
R2E00269,228,R1A0117,R1A0118,6,32.876686,13.013794,11.901519,89.645771,6.595372,false,false
R2E00270,238,R1A0119,R1A0120,0,68.983875,12.471389,29.692803,8.996936,61.919847,false,false
R2E00271,239,R1A0121,R1A0122,0,37.773786,22.028771,14.514989,48.784824,12.069707,true,false
R2E00272,239,R1A0121,R1A0123,0,68.528837,14.667313,29.551366,16.545739,84.994526,false,false
R2E00273,239,R1A0122,R1A0123,12,33.3646,7.361458,15.036377,65.330563,7.041971,false,false
R2E00274,243,R1A0124,R1A0125,0,62.041245,27.16658,20.88518,75.75337,80.80958,false,false
R2E00275,243,R1A0124,R1A0126,0,65.623355,19.049217,28.92403,85.805386,79.216812,false,false
R2E00276,243,R1A0125,R1A0126,104.957134,126.924098,46.215797,49.80921,10.052016,1.020106,true,false
R2E00277,250,R1A0127,R1A0128,0,86.887647,68.565956,18.78247,38.274366,87.049148,false,false
R2E00278,250,R1A0127,R1A0129,0,54.600252,31.129601,17.80049,3.860265,79.734094,false,false
R2E00279,250,R1A0128,R1A0129,12,37.566118,37.436355,0.98198,42.134631,1.091743,true,false
R2E00280,259,R1A0130,R1A0131,0,61.514662,44.356858,14.464577,45.345557,52.734162,false,false
R2E00281,259,R1A0130,R1A0132,18,96.518681,68.064454,22.613617,54.114411,43.618022,false,false
R2E00282,259,R1A0130,R1A0133,6,72.642511,30.811203,24.618738,8.422637,56.407853,false,false
R2E00283,259,R1A0130,R1A0134,0,52.698903,15.561088,22.588255,7.418744,10.408788,true,false
R2E00284,259,R1A0131,R1A0132,12,36.22772,23.707596,8.14904,80.540032,1.208999,true,false
R2E00285,259,R1A0131,R1A0133,0,33.358229,13.545655,10.154161,53.768194,1.069664,true,false
R2E00286,259,R1A0131,R1A0134,24,63.597926,59.917946,8.123678,52.764301,5.066311,false,false
R2E00287,259,R1A0132,R1A0133,18,37.918993,37.253251,2.005121,45.691774,1.293224,true,false
R2E00288,259,R1A0132,R1A0134,48,83.902385,83.625542,0.025362,46.695667,4.1905,false,false
R2E00289,259,R1A0133,R1A0134,0,46.742658,46.372291,2.030483,1.003893,5.419253,false,false
R2E00290,260,R1A0135,R1A0136,0,93.364915,66.769959,21.221618,39.009215,59.59116,false,false
R2E00291,260,R1A0135,R1A0137,0,52.741392,16.629555,22.576469,25.765772,11.810926,true,false
R2E00292,260,R1A0136,R1A0137,48,83.804209,83.399514,1.354851,64.774987,5.045427,false,false
R2E00293,262,R1A0138,R1A0139,12,96.723163,70.738647,21.28991,24.909818,91.502455,false,false
R2E00294,262,R1A0138,R1A0140,0,52.002924,14.641388,22.510535,12.601974,13.301927,true,false
R2E00295,262,R1A0139,R1A0140,48.373546,85.54838,85.380035,1.220625,12.307844,6.878887,false,false
R2E00296,263,R1A0141,R1A0142,0,49.653845,12.607742,21.904984,1.634024,12.512094,true,false
R2E00297,269,R1A0143,R1A0144,0,84.573731,63.375901,17.182748,29.624332,87.748059,false,false
R2E00298,269,R1A0143,R1A0145,18,102.141579,76.388184,20.571967,68.815654,76.294074,false,false
R2E00299,269,R1A0143,R1A0146,6,78.424459,38.665695,23.530301,86.003564,51.389591,false,false
R2E00300,269,R1A0143,R1A0147,0,47.066024,48.547119,6.058905,49.181442,4.50678,true,false
R2E00301,269,R1A0143,R1A0148,0,62.362112,7.475616,25.774488,27.909313,14.713542,true,false
R2E00302,269,R1A0144,R1A0145,6,18.142709,13.012283,3.389219,39.191322,1.150129,true,false
R2E00303,269,R1A0144,R1A0146,18,32.785559,24.710206,6.347553,64.372104,1.707506,true,false
R2E00304,269,R1A0144,R1A0147,76.837491,125.738154,111.92302,23.241653,78.805774,19.470233,false,false
R2E00305,269,R1A0144,R1A0148,42,75.192141,70.851517,8.59174,1.715019,5.963762,false,false
R2E00306,269,R1A0145,R1A0146,24,39.114169,37.722489,2.958334,25.180782,1.484621,true,false
R2E00307,269,R1A0145,R1A0147,94.86833,141.929239,124.935303,26.630872,62.002904,16.928732,false,false
R2E00308,269,R1A0145,R1A0148,51.264022,85.374709,83.8638,5.202521,40.906341,5.185296,false,false
R2E00309,269,R1A0146,R1A0147,68.410526,110.413439,87.212814,29.589206,36.822122,11.402729,false,false
R2E00310,269,R1A0146,R1A0148,13.416408,46.629612,46.141311,2.244187,66.087123,3.492673,false,false
R2E00311,269,R1A0147,R1A0148,42,74.60207,41.071503,31.833393,77.090755,3.264757,true,false
R2E00312,270,R1A0149,R1A0150,6,98.633108,74.278336,19.067461,84.882159,72.896813,false,false
R2E00313,270,R1A0149,R1A0151,0,74.54387,35.649353,22.10329,31.391337,36.699007,true,false
R2E00314,270,R1A0149,R1A0152,0,60.650424,9.397522,24.505363,58.350006,13.221137,true,false
R2E00315,270,R1A0149,R1A0153,0,51.753066,53.319183,6.798957,22.989984,4.522169,true,false
R2E00316,270,R1A0150,R1A0151,24,40.16208,38.628983,3.035829,63.726504,1.986343,false,false
R2E00317,270,R1A0150,R1A0152,48.373546,85.390699,83.675858,5.437902,26.532153,5.513657,false,false
R2E00318,270,R1A0150,R1A0153,99.859902,143.737053,127.597519,25.866418,72.127857,16.119879,false,false
R2E00319,270,R1A0151,R1A0152,6,45.573499,45.046875,2.402073,89.741343,2.775783,true,false
R2E00320,270,R1A0151,R1A0153,62.641839,111.189035,88.968536,28.902247,8.401353,8.115355,true,false
R2E00321,270,R1A0152,R1A0153,48,75.994552,43.921661,31.30432,81.33999,2.923627,true,false
R2E00322,271,R1A0154,R1A0155,0,74.435844,37.538818,21.655948,9.045346,48.348629,false,false
R2E00323,271,R1A0154,R1A0156,0,58.578477,6.507935,23.682166,68.483661,13.46408,true,false
R2E00324,271,R1A0154,R1A0157,0,50.921869,52.371407,7.098666,12.058221,4.362044,true,false
R2E00325,271,R1A0155,R1A0156,12,44.410445,44.046753,2.026218,77.529007,3.590935,false,false
R2E00326,271,R1A0155,R1A0157,53.665631,112.121306,89.910225,28.754614,3.012875,11.08394,false,false
R2E00327,271,R1A0156,R1A0157,36,77.088463,45.863472,30.780832,80.541882,3.086645,true,false
R2E00328,272,R1A0158,R1A0159,0,94.177276,74.727508,16.655345,53.044922,78.497046,false,false
R2E00329,272,R1A0158,R1A0160,6,81.323815,44.568359,22.690192,1.405118,45.75455,false,false
R2E00330,272,R1A0158,R1A0161,0,61.448453,2.189346,24.656589,38.461207,12.417434,true,false
R2E00331,272,R1A0158,R1A0162,0,47.669434,49.504349,5.153106,35.035751,4.369346,true,false
R2E00332,272,R1A0159,R1A0160,18,36.880206,30.159149,6.034847,51.639804,1.715612,true,false
R2E00333,272,R1A0159,R1A0161,48,80.655375,76.916854,8.001244,88.493871,6.321519,false,false
R2E00334,272,R1A0159,R1A0162,80.721744,136.501783,124.231857,21.808451,18.009171,17.965401,false,false
R2E00335,272,R1A0160,R1A0161,8.485281,47.122684,46.757705,1.966397,39.866325,3.684702,false,false
R2E00336,272,R1A0160,R1A0162,62.641839,114.868661,94.072708,27.843298,33.630633,10.471717,false,false
R2E00337,272,R1A0161,R1A0162,42,76.833114,47.315003,29.809695,73.496958,2.841944,true,false
R2E00338,273,R1A0163,R1A0164,0,92.096436,73.808869,15.831972,44.151605,58.105096,false,false
R2E00339,273,R1A0163,R1A0165,6,81.47438,45.227661,22.402032,6.99795,51.034965,false,false
R2E00340,273,R1A0163,R1A0166,0,61.273058,0.084732,24.190351,46.24224,14.654618,true,false
R2E00341,273,R1A0164,R1A0165,18,36.925989,28.581208,6.57006,37.153655,1.138535,true,false
R2E00342,273,R1A0164,R1A0166,42,78.099142,73.724137,8.358379,89.606155,3.964968,false,false
R2E00343,273,R1A0165,R1A0166,8.485281,45.464443,45.142929,1.788319,53.24019,3.482517,false,false
R2E00344,276,R1A0167,R1A0168,0,86.950676,69.854157,14.269453,9.851876,72.747253,false,false
R2E00345,276,R1A0167,R1A0169,0,63.688278,3.059998,23.965654,66.922415,17.904796,true,false
R2E00346,276,R1A0167,R1A0170,0,47.723474,50.276642,3.638152,6.394675,5.880263,true,false
R2E00347,276,R1A0168,R1A0169,42,73.851033,66.794159,9.696201,57.070539,4.063004,false,false
R2E00348,276,R1A0168,R1A0170,84.852814,129.957833,120.130799,17.907605,16.246551,12.371429,false,false
R2E00349,276,R1A0169,R1A0170,42,80.892385,53.33664,27.603806,73.31709,3.044897,true,false
R2E00350,278,R1A0171,R1A0172,0,80.952603,61.466797,14.431078,89.419568,77.187097,false,false
R2E00351,278,R1A0171,R1A0173,0,57.519639,60.830681,2.480044,3.306684,5.550309,true,false
R2E00352,278,R1A0172,R1A0173,80.721744,130.969305,122.297478,16.911122,86.112884,13.90681,false,false
R2E00353,279,R1A0174,R1A0175,0,73.3849,55.346344,13.226646,33.476193,43.346411,false,false
R2E00354,279,R1A0174,R1A0176,0,69.985238,0.726014,25.255024,74.71864,26.739669,true,false
R2E00355,279,R1A0174,R1A0177,0,57.616337,61.311805,0.745995,5.121131,4.748113,true,false
R2E00356,279,R1A0175,R1A0176,36,67.247971,54.62033,12.028378,71.805167,1.621053,false,false
R2E00357,279,R1A0175,R1A0177,68.410526,122.848101,116.658149,13.972641,38.597324,9.129187,false,false
R2E00358,279,R1A0176,R1A0177,48,85.190839,62.037819,26.001019,69.597509,5.631641,true,false
R2E00359,280,R1A0178,R1A0179,0,67.722943,51.695572,11.871088,28.872984,58.155423,false,false
R2E00360,280,R1A0178,R1A0180,0,56.059803,60.158126,0.299746,2.661621,4.425092,true,false
R2E00361,280,R1A0179,R1A0180,68.410526,116.772802,111.853698,12.170834,31.534605,13.142196,false,false
R2E00362,281,R1A0181,R1A0182,0,72.064686,60.203659,10.72855,8.562749,39.489583,false,false
R2E00363,281,R1A0181,R1A0183,0,65.844225,9.073151,23.152737,88.18838,25.174162,true,false
R2E00364,281,R1A0181,R1A0184,0,57.273004,59.258705,4.945181,80.477581,5.554949,true,false
R2E00365,281,R1A0181,R1A0185,0,49.554941,47.468345,9.862759,14.654297,19.815158,true,false
R2E00366,281,R1A0182,R1A0183,48,65.811816,51.130508,12.424187,83.248871,1.568655,false,false
R2E00367,281,R1A0182,R1A0184,85.276022,126.357092,119.462364,15.673731,89.04033,7.108902,false,false
R2E00368,281,R1A0182,R1A0185,83.354664,107.625021,107.672004,0.865791,6.091548,1.992898,false,false
R2E00369,281,R1A0183,R1A0184,72,93.363284,68.331856,28.097918,7.710799,4.531844,true,false
R2E00370,281,R1A0183,R1A0185,48,64.828643,56.541496,13.289978,77.157323,1.27045,true,false
R2E00371,281,R1A0184,R1A0185,6,30.160822,11.79036,14.80794,84.868122,3.567118,true,false
R2E00372,284,R1A0186,R1A0187,6,84.887185,68.192719,13.166819,75.532362,79.630482,false,false
R2E00373,284,R1A0186,R1A0188,24,100.816928,46.746735,26.517107,48.088947,77.838156,false,false
R2E00374,284,R1A0186,R1A0189,0,60.139862,63.092308,0.400213,25.86649,5.183285,true,false
R2E00375,284,R1A0186,R1A0190,0,67.932085,5.582505,22.737703,81.45255,43.305307,false,false
R2E00376,284,R1A0187,R1A0188,37.947332,57.529895,21.445984,13.350288,27.443415,1.023026,true,false
R2E00377,284,R1A0187,R1A0189,85.276022,136.611266,131.285027,12.766606,49.665872,15.362939,false,false
R2E00378,284,R1A0187,R1A0190,49.477268,71.469518,62.610214,9.570884,23.015088,1.838816,true,false
R2E00379,284,R1A0188,R1A0189,84,130.382708,109.839043,26.116894,22.222457,15.017149,false,false
R2E00380,284,R1A0188,R1A0190,30,43.336554,41.16423,3.779404,50.458503,1.797428,true,false
R2E00381,284,R1A0189,R1A0190,42,87.332091,68.674813,22.33749,72.68096,8.3548,false,false
R2E00382,288,R1A0191,R1A0192,0,59.689498,63.720817,0.003849,58.880605,6.274252,true,false
R2E00383,288,R1A0191,R1A0193,0,59.226142,52.556549,13.525532,15.90535,33.957311,false,false
R2E00384,288,R1A0191,R1A0194,18,99.436144,102.796112,4.690439,18.007478,56.127332,false,false
R2E00385,288,R1A0192,R1A0193,6,31.220033,11.164268,13.521683,74.785955,5.412169,false,false
R2E00386,288,R1A0192,R1A0194,6,39.908305,39.075295,4.694288,76.888083,8.945661,false,false
R2E00387,288,R1A0193,R1A0194,24.738634,59.406162,50.239563,18.215971,2.102128,1.652879,true,false
R2E00388,289,R1A0195,R1A0196,12,96.812603,78.155426,13.997277,26.312429,74.978923,false,false
R2E00389,289,R1A0195,R1A0197,0,61.093192,65.204888,1.184662,56.54649,6.602598,true,false
R2E00390,289,R1A0195,R1A0198,0,59.944365,51.614807,14.262452,55.436929,57.376344,false,false
R2E00391,289,R1A0195,R1A0199,18,103.12182,104.536316,8.685577,14.108176,27.24766,true,false
R2E00392,289,R1A0196,R1A0197,113.207774,148.723439,143.360314,12.812615,82.858919,11.355972,false,false
R2E00393,289,R1A0196,R1A0198,106.150836,129.736202,129.770233,0.265175,29.1245,1.306792,true,false
R2E00394,289,R1A0196,R1A0199,149.036908,191.831118,182.691742,22.682854,12.204253,2.751756,false,false
R2E00395,289,R1A0197,R1A0198,18,31.535927,13.590081,13.07779,68.016581,8.689964,false,false
R2E00396,289,R1A0197,R1A0199,6,43.327956,39.331428,9.870239,70.654666,4.126809,true,false
R2E00397,289,R1A0198,R1A0199,36.496575,66.766554,52.921509,22.948029,41.328753,2.105735,false,false
R2E00398,290,R1A0200,R1A0201,0,57.773382,61.592079,2.950082,66.214344,7.543504,true,false
R2E00399,290,R1A0200,R1A0202,18,108.345805,108.439286,12.558508,16.603492,17.387778,true,false
R2E00400,290,R1A0201,R1A0202,6,53.820574,46.847207,15.50859,82.817836,2.305,true,false
