interval_id,physical_vehicle_id,method,direction,source_pair_id,target_pair_id,sar_frame,propagation_status,propagated_region,search_window,local_response_center,visible_response_coverage,masked_overlap_coverage,local_search_ratio,stop_reason
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,37,PROPAGATED_CONFIDENT,"1015.454,1170.875,1180.077,1240.238","987.454,1150.875,1208.077,1260.238","1097.766,1205.557",,,0.00918,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,38,PROPAGATED_CONFIDENT,"1019.681,1170.841,1184.421,1240.323","991.681,1150.841,1212.421,1260.323","1102.051,1205.582",,,0.009195,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,39,PROPAGATED_CONFIDENT,"1023.908,1170.808,1188.764,1240.408","995.908,1150.808,1216.764,1260.408","1106.336,1205.608",,,0.009209,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,40,PROPAGATED_CONFIDENT,"1028.134,1170.774,1193.108,1240.493","1000.134,1150.774,1221.108,1260.493","1110.621,1205.633",,,0.009224,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,41,PROPAGATED_CONFIDENT,"1032.361,1170.740,1197.451,1240.578","1004.361,1150.740,1225.451,1260.578","1114.906,1205.659",,,0.009239,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,42,PROPAGATED_CONFIDENT,"1036.588,1170.707,1201.794,1240.663","1008.588,1150.707,1229.794,1260.663","1119.191,1205.685",,,0.009254,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,43,PROPAGATED_CONFIDENT,"1040.815,1170.673,1206.138,1240.748","1012.815,1150.673,1234.138,1260.748","1123.476,1205.710",,,0.009269,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,44,PROPAGATED_CONFIDENT,"1045.041,1170.639,1210.481,1240.833","1017.041,1150.639,1238.481,1260.833","1127.761,1205.736",,,0.009284,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,45,PROPAGATED_CONFIDENT,"1049.268,1170.606,1214.824,1240.917","1021.268,1150.606,1242.824,1260.917","1132.046,1205.762",,,0.009299,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,46,PROPAGATED_CONFIDENT,"1053.495,1170.572,1219.168,1241.002","1025.495,1150.572,1247.168,1261.002","1136.331,1205.787",,,0.009313,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,47,PROPAGATED_CONFIDENT,"1057.721,1170.538,1223.511,1241.087","1029.721,1150.538,1251.511,1261.087","1140.616,1205.813",,,0.009328,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,48,PROPAGATED_CONFIDENT,"1061.948,1170.505,1227.855,1241.172","1033.948,1150.505,1255.855,1261.172","1144.901,1205.838",,,0.009343,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,49,PROPAGATED_CONFIDENT,"1066.175,1170.471,1232.198,1241.257","1038.175,1150.471,1260.198,1261.257","1149.186,1205.864",,,0.009358,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,50,PROPAGATED_CONFIDENT,"1070.402,1170.437,1236.541,1241.342","1042.402,1150.437,1264.541,1261.342","1153.472,1205.890",,,0.009373,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,51,PROPAGATED_CONFIDENT,"1074.628,1170.404,1240.885,1241.427","1046.628,1150.404,1268.885,1261.427","1157.757,1205.915",,,0.009388,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,52,PROPAGATED_CONFIDENT,"1078.855,1170.370,1245.228,1241.512","1050.855,1150.370,1273.228,1261.512","1162.042,1205.941",,,0.009403,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,53,PROPAGATED_CONFIDENT,"1083.082,1170.336,1249.572,1241.597","1055.082,1150.336,1277.572,1261.597","1166.327,1205.966",,,0.009418,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,54,PROPAGATED_CONFIDENT,"1087.309,1170.303,1253.915,1241.682","1059.309,1150.303,1281.915,1261.682","1170.612,1205.992",,,0.009433,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,55,PROPAGATED_CONFIDENT,"1091.535,1170.269,1258.258,1241.766","1063.535,1150.269,1286.258,1261.766","1174.897,1206.018",,,0.009448,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,56,PROPAGATED_CONFIDENT,"1095.762,1170.235,1262.602,1241.851","1067.762,1150.235,1290.602,1261.851","1179.182,1206.043",,,0.009463,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,57,PROPAGATED_CONFIDENT,"1099.989,1170.201,1266.945,1241.936","1071.989,1150.201,1294.945,1261.936","1183.467,1206.069",,,0.009478,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,58,PROPAGATED_CONFIDENT,"1104.215,1170.168,1271.289,1242.021","1076.215,1150.168,1299.289,1262.021","1187.752,1206.094",,,0.009493,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,59,PROPAGATED_CONFIDENT,"1108.442,1170.134,1275.632,1242.106","1080.442,1150.134,1303.632,1262.106","1192.037,1206.120",,,0.009508,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,60,PROPAGATED_CONFIDENT,"1112.669,1170.100,1279.975,1242.191","1084.669,1150.100,1307.975,1262.191","1196.322,1206.146",,,0.009523,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,61,PROPAGATED_CONFIDENT,"1116.896,1170.067,1284.319,1242.276","1088.896,1150.067,1312.319,1262.276","1200.607,1206.171",,,0.009538,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,62,PROPAGATED_CONFIDENT,"1121.122,1170.033,1288.662,1242.361","1093.122,1150.033,1316.662,1262.361","1204.892,1206.197",,,0.009553,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,63,PROPAGATED_CONFIDENT,"1125.349,1169.999,1293.006,1242.446","1097.349,1149.999,1321.006,1262.446","1209.177,1206.222",,,0.009568,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,64,PROPAGATED_CONFIDENT,"1129.576,1169.966,1297.349,1242.530","1101.576,1149.966,1325.349,1262.530","1213.462,1206.248",,,0.009583,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,65,PROPAGATED_CONFIDENT,"1133.802,1169.932,1301.692,1242.615","1105.802,1149.932,1329.692,1262.615","1217.747,1206.274",,,0.009598,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,66,PROPAGATED_CONFIDENT,"1138.029,1169.898,1306.036,1242.700","1110.029,1149.898,1334.036,1262.700","1222.032,1206.299",,,0.009614,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,67,PROPAGATED_CONFIDENT,"1142.256,1169.865,1310.379,1242.785","1114.256,1149.865,1338.379,1262.785","1226.317,1206.325",,,0.009629,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,68,PROPAGATED_CONFIDENT,"1146.483,1169.831,1314.722,1242.870","1118.483,1149.831,1342.722,1262.870","1230.603,1206.351",,,0.009644,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,69,PROPAGATED_CONFIDENT,"1150.709,1169.797,1319.066,1242.955","1122.709,1149.797,1347.066,1262.955","1234.888,1206.376",,,0.009659,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,70,PROPAGATED_CONFIDENT,"1154.936,1169.764,1323.409,1243.040","1126.936,1149.764,1351.409,1263.040","1239.173,1206.402",,,0.009674,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,71,PROPAGATED_CONFIDENT,"1159.163,1169.730,1327.753,1243.125","1131.163,1149.730,1355.753,1263.125","1243.458,1206.427",,,0.009689,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,72,PROPAGATED_CONFIDENT,"1163.389,1169.696,1332.096,1243.210","1135.389,1149.696,1360.096,1263.210","1247.743,1206.453",,,0.009704,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,73,PROPAGATED_CONFIDENT,"1167.616,1169.663,1336.439,1243.294","1139.616,1149.663,1364.439,1263.294","1252.028,1206.479",,,0.00972,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,74,PROPAGATED_CONFIDENT,"1171.843,1169.629,1340.783,1243.379","1143.843,1149.629,1368.783,1263.379","1256.313,1206.504",,,0.009735,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,75,PROPAGATED_CONFIDENT,"1176.070,1169.595,1345.126,1243.464","1148.070,1149.595,1373.126,1263.464","1260.598,1206.530",,,0.00975,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,76,PROPAGATED_CONFIDENT,"1180.296,1169.562,1349.470,1243.549","1152.296,1149.562,1377.470,1263.549","1264.883,1206.555",,,0.009765,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,77,PROPAGATED_CONFIDENT,"1184.523,1169.528,1353.813,1243.634","1156.523,1149.528,1381.813,1263.634","1269.168,1206.581",1,1,0.00978,optical_trend_region
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,31,PROPAGATED_WEAK,"990.542,1171.198,1154.465,1239.850","890.721,1126.049,1253.390,1284.757","1073.176,1205.706",,,0.021899,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,32,PROPAGATED_WEAK,"992.999,1171.477,1156.998,1240.206","893.599,1126.042,1256.397,1284.882","1075.000,1206.412",,,0.021924,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,33,PROPAGATED_WEAK,"996.636,1171.764,1160.738,1240.597","897.170,1126.082,1260.142,1285.098","1078.733,1207.067",,,0.021959,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,34,PROPAGATED_WEAK,"997.373,1164.098,1161.586,1233.044","901.151,1126.121,1264.313,1285.330","1074.600,1187.840",,,0.021998,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,35,PROPAGATED_WEAK,"998.485,1170.172,1162.812,1239.236","904.116,1123.375,1267.474,1282.782","1072.929,1207.143",,,0.022037,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,36,PROPAGATED_WEAK,"1002.717,1171.136,1167.161,1240.317","907.212,1125.438,1270.767,1285.046","1078.864,1206.455",,,0.022077,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,37,PROPAGATED_WEAK,"1007.636,1170.770,1172.196,1240.070","911.400,1125.711,1275.153,1285.521","1084.875,1205.125",,,0.022116,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,38,PROPAGATED_WEAK,"1015.029,1169.235,1179.706,1238.653","915.828,1125.520,1279.779,1285.531","1096.714,1201.571",,,0.022156,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,39,REVIEW_REQUIRED,"1020.321,1168.683,1185.115,1238.220","921.123,1124.919,1285.272,1285.132","1102.000,1201.091",,,0.022196,manual_max_safe_distance_8_frames_before_target
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,31,PROPAGATED_WEAK,"990.542,1171.198,1154.465,1239.850","890.721,1126.049,1253.390,1284.757","1073.176,1205.706",,,0.021899,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,32,PROPAGATED_WEAK,"992.999,1171.477,1156.998,1240.206","893.599,1126.042,1256.397,1284.882","1075.000,1206.412",,,0.021924,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,33,PROPAGATED_WEAK,"996.636,1171.764,1160.738,1240.597","897.170,1126.082,1260.142,1285.098","1078.733,1207.067",,,0.021959,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,34,PROPAGATED_WEAK,"997.373,1164.098,1161.586,1233.044","901.151,1126.121,1264.313,1285.330","1074.600,1187.840",,,0.021998,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,35,PROPAGATED_WEAK,"998.485,1170.172,1162.812,1239.236","904.116,1123.375,1267.474,1282.782","1072.929,1207.143",,,0.022037,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,36,PROPAGATED_WEAK,"1002.717,1171.136,1167.161,1240.317","907.212,1125.438,1270.767,1285.046","1078.864,1206.455",,,0.022077,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,37,PROPAGATED_WEAK,"1007.636,1170.770,1172.196,1240.070","911.400,1125.711,1275.153,1285.521","1084.875,1205.125",,,0.022116,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,38,PROPAGATED_WEAK,"1015.029,1169.235,1179.706,1238.653","915.828,1125.520,1279.779,1285.531","1096.714,1201.571",,,0.022156,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,forward,WGV35A_PAIR_0205,WGV35A_PAIR_0206,39,REVIEW_REQUIRED,"1020.321,1168.683,1185.115,1238.220","921.123,1124.919,1285.272,1285.132","1102.000,1201.091",,,0.022196,manual_max_safe_distance_8_frames_before_target
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,backward,WGV35A_PAIR_0206,WGV35A_PAIR_0205,77,PROPAGATED_WEAK,"1184.601,1170.823,1353.891,1244.929","1083.271,1122.591,1455.065,1290.571","1269.364,1209.818",,,0.023761,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,backward,WGV35A_PAIR_0206,WGV35A_PAIR_0205,76,PROPAGATED_WEAK,"1181.539,1170.996,1350.753,1245.025","1080.578,1123.093,1452.242,1290.942","1265.750,1209.500",,,0.023734,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,backward,WGV35A_PAIR_0206,WGV35A_PAIR_0205,75,PROPAGATED_WEAK,"1177.835,1172.544,1346.946,1246.469","1076.795,1123.212,1448.285,1290.884","1262.167,1213.194",,,0.023698,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,backward,WGV35A_PAIR_0206,WGV35A_PAIR_0205,74,PROPAGATED_WEAK,"1173.979,1172.857,1342.979,1246.668","1072.790,1123.815,1444.090,1291.295","1258.537,1213.073",,,0.023659,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,backward,WGV35A_PAIR_0206,WGV35A_PAIR_0205,73,PROPAGATED_CONFIDENT,"1168.587,1176.403,1337.472,1250.097","1068.733,1123.987,1439.838,1291.268","1251.146,1221.684",,,0.023618,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,backward,WGV35A_PAIR_0206,WGV35A_PAIR_0205,72,PROPAGATED_WEAK,"1165.549,1172.600,1334.318,1246.176","1064.139,1125.292,1435.047,1292.372","1250.444,1210.222",,,0.023577,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,backward,WGV35A_PAIR_0206,WGV35A_PAIR_0205,71,PROPAGATED_WEAK,"1161.730,1171.927,1330.383,1245.385","1060.370,1124.024,1431.079,1290.903","1246.556,1210.444",,,0.023537,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,backward,WGV35A_PAIR_0206,WGV35A_PAIR_0205,70,PROPAGATED_WEAK,"1157.850,1172.045,1326.387,1245.384","1056.326,1123.852,1426.838,1290.530","1242.923,1211.000",,,0.023496,local_connected_response
WGV35A_PAIR_0205_TO_WGV35A_PAIR_0206,PV_GM19_WHITE_SUV_NEAR_FIELD,P3,backward,WGV35A_PAIR_0206,WGV35A_PAIR_0205,69,REVIEW_REQUIRED,"1154.175,1172.173,1322.594,1245.394","1052.262,1123.956,1422.575,1290.433","1239.833,1211.167",,,0.023455,manual_max_safe_distance_8_frames_before_target
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P0,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,77,PROPAGATED_WEAK,"1184.523,1169.528,1353.813,1243.634","1168.523,1157.528,1369.813,1255.634","1269.168,1206.581",,,0.007513,fixed_anchor_region
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P0,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,78,PROPAGATED_WEAK,"1184.523,1169.528,1353.813,1243.634","1168.523,1157.528,1369.813,1255.634","1269.168,1206.581",,,0.007513,fixed_anchor_region
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P0,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,79,PROPAGATED_WEAK,"1184.523,1169.528,1353.813,1243.634","1168.523,1157.528,1369.813,1255.634","1269.168,1206.581",,,0.007513,fixed_anchor_region
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P0,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,80,PROPAGATED_WEAK,"1184.523,1169.528,1353.813,1243.634","1168.523,1157.528,1369.813,1255.634","1269.168,1206.581",,,0.007513,fixed_anchor_region
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P0,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,81,PROPAGATED_WEAK,"1184.523,1169.528,1353.813,1243.634","1168.523,1157.528,1369.813,1255.634","1269.168,1206.581",0.898568,0.898568,0.007513,fixed_anchor_region
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,77,PROPAGATED_CONFIDENT,"1184.523,1169.528,1353.813,1243.634","1156.523,1149.528,1381.813,1263.634","1269.168,1206.581",,,0.00978,optical_trend_region
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,78,PROPAGATED_CONFIDENT,"1189.029,1171.410,1354.133,1245.357","1161.029,1151.410,1382.133,1265.357","1271.581,1208.384",,,0.009585,optical_trend_region
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,79,PROPAGATED_CONFIDENT,"1193.536,1173.293,1354.454,1247.081","1165.536,1153.293,1382.454,1267.081","1273.995,1210.187",,,0.009391,optical_trend_region
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,80,PROPAGATED_CONFIDENT,"1198.043,1175.176,1354.774,1248.804","1170.043,1155.176,1382.774,1268.804","1276.408,1211.990",,,0.009197,optical_trend_region
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P1,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,81,PROPAGATED_CONFIDENT,"1202.549,1177.058,1355.094,1250.527","1174.549,1157.058,1383.094,1270.527","1278.822,1213.793",1,1,0.009003,optical_trend_region
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,77,PROPAGATED_WEAK,"1184.601,1170.823,1353.891,1244.929","1083.271,1122.591,1455.065,1290.571","1269.364,1209.818",,,0.023761,local_connected_response
WGV35A_PAIR_0206_TO_WGV35A_PAIR_0207,PV_GM19_WHITE_SUV_NEAR_FIELD,P2,forward,WGV35A_PAIR_0206,WGV35A_PAIR_0207,78,PROPAGATED_WEAK,"1187.621,1176.887,1354.190,1250.890","1087.180,1124.304,1454.348,1292.108","1271.118,1222.412",,,0.023441,local_connected_response
