support_metric_id,object_id,object_type,sar_frame,support_bbox,support_bbox_width_px,support_bbox_height_px,support_projection_long_span_px,support_projection_short_span_px,support_covariance_long_axis_px,support_covariance_short_axis_px,support_pixel_count,support_bbox_occupancy,support_convex_hull_occupancy,largest_internal_gap_px
R21SM00378,R21C00194,core_subgraph,273,"1259,1140,1289,1152",30,12,28.368102,7.648694,38.925618,9.004449,31,0.086111,0.190769,3
R21SM00379,R21C00195,core_subgraph,273,"1115,1140,1259,1266",144,126,149.694309,148.712567,142.841702,115.288325,1459,0.080412,0.109898,4
R21SM00380,R21C00196,core_subgraph,276,"1115,1140,1271,1242",156,102,161.980146,117.191917,145.935769,106.947958,1307,0.082139,0.110253,8
R21SM00381,R21C00197,core_subgraph,276,"1157,1212,1211,1242",54,30,44.894794,36.240844,59.847039,24.960531,214,0.132099,0.188132,5
R21SM00382,R21C00198,core_subgraph,276,"1253,1194,1271,1236",18,42,34.154695,11.377307,36.932658,7.981585,78,0.103175,0.301158,4
R21SM00383,R21C00199,core_subgraph,276,"1271,1140,1283,1152",12,12,9.94397,4.12952,13.151574,4.714407,18,0.125,0.631579,3
R21SM00384,R21C00200,core_subgraph,276,"1175,1254,1211,1266",36,12,26.30588,8.211845,27.718514,9.553269,15,0.034722,0.132743,5
R21SM00385,R21C00201,core_subgraph,276,"1115,1140,1271,1242",156,102,159.437731,110.223986,137.529477,119.483839,1521,0.095588,0.128306,8
R21SM00386,R21C00202,core_subgraph,276,"1115,1140,1271,1242",156,102,162.208434,118.295553,153.438007,104.258716,1385,0.087041,0.116833,8
R21SM00387,R21C00203,core_subgraph,276,"1157,1194,1271,1242",114,48,109.157687,34.174898,151.684424,34.764895,292,0.053363,0.090123,50
R21SM00388,R21C00204,core_subgraph,278,"1121,1140,1277,1236",156,96,155.83709,108.404277,152.180547,96.317941,1196,0.079861,0.104159,3
R21SM00389,R21C00205,core_subgraph,278,"1163,1212,1217,1266",54,54,46.165751,59.836589,57.611945,35.204525,210,0.072016,0.11657,7
R21SM00390,R21C00206,core_subgraph,278,"1277,1140,1289,1158",12,18,13.590663,8.301733,19.672003,10.01531,17,0.078704,0.265625,3
R21SM00391,R21C00207,core_subgraph,278,"1121,1140,1277,1266",156,126,154.457107,127.468045,143.469898,120.053564,1406,0.07153,0.104264,7
R21SM00392,R21C00208,core_subgraph,279,"1115,1140,1283,1236",168,96,164.676279,113.666183,152.599668,99.143461,1196,0.074157,0.095193,6
R21SM00393,R21C00209,core_subgraph,279,"1163,1212,1217,1266",54,54,50.658047,59.589023,51.861958,38.317571,254,0.087106,0.12241,5
R21SM00394,R21C00210,core_subgraph,279,"1259,1140,1289,1158",30,18,26.222354,12.133844,38.976174,12.637839,29,0.053704,0.145,9
R21SM00395,R21C00211,core_subgraph,279,"1289,1170,1313,1200",24,30,25.251858,11.597982,39.876257,11.082411,19,0.026389,0.088372,6
R21SM00396,R21C00212,core_subgraph,279,"1115,1140,1283,1266",168,126,164.823059,124.884782,141.973163,125.132445,1450,0.0685,0.095593,6
R21SM00397,R21C00213,core_subgraph,280,"1115,1140,1277,1236",162,96,166.871081,105.65745,157.421324,98.624945,1178,0.075746,0.097015,3
R21SM00398,R21C00214,core_subgraph,280,"1163,1212,1223,1266",60,54,53.543472,50.783417,50.338888,30.904959,259,0.079938,0.153983,6
R21SM00399,R21C00215,core_subgraph,280,"1265,1146,1277,1158",12,12,11.272794,7.16566,13.727509,7.280323,21,0.145833,0.466667,3
R21SM00400,R21C00216,core_subgraph,280,"1115,1140,1277,1266",162,126,160.069921,123.702227,145.94379,122.663067,1437,0.0704,0.104115,3
R21SM00401,R21C00217,core_subgraph,281,"1115,1140,1283,1236",168,96,169.279033,105.334708,164.898218,98.995773,1221,0.075707,0.095086,3
R21SM00402,R21C00218,core_subgraph,281,"1169,1212,1223,1266",54,54,52.03427,53.720294,53.927879,30.746241,266,0.091221,0.138146,3
R21SM00403,R21C00219,core_subgraph,281,"1271,1200,1283,1230",12,30,23.977272,6.296298,27.34347,6.011147,51,0.141667,0.437768,4
R21SM00404,R21C00220,core_subgraph,281,"1265,1140,1301,1158",36,18,27.293136,13.831169,36.946882,13.031929,32,0.049383,0.120301,6
R21SM00405,R21C00221,core_subgraph,281,"1115,1140,1283,1266",168,126,164.811761,124.920447,152.317674,123.163538,1487,0.070248,0.100459,3
R21SM00406,R21C00222,core_subgraph,281,"1115,1140,1283,1236",168,96,170.209797,107.81617,170.866063,98.193108,1272,0.078869,0.099058,3
R21SM00407,R21C00223,core_subgraph,281,"1169,1200,1283,1266",114,66,110.948446,50.534044,136.352837,32.193579,317,0.042132,0.079698,50
R21SM00408,R21C00224,core_subgraph,281,"1115,1140,1283,1266",168,126,167.211396,128.263547,158.042304,121.886224,1538,0.072657,0.103905,3
R21SM00409,R21C00225,core_subgraph,284,"1115,1140,1301,1236",186,96,178.553367,104.0668,172.521454,94.036516,1290,0.072245,0.094209,5
R21SM00410,R21C00226,core_subgraph,284,"1175,1206,1235,1266",60,60,65.473145,55.082848,54.575645,41.527702,213,0.059167,0.091162,4
R21SM00411,R21C00227,core_subgraph,284,"1283,1200,1289,1218",6,18,15.130246,2.295655,14.87878,2.710297,21,0.194444,0.893617,5
R21SM00412,R21C00228,core_subgraph,284,"1301,1140,1307,1146",6,6,4.926828,3.126551,6.02738,3.632423,15,0.416667,1,1
R21SM00413,R21C00229,core_subgraph,284,"1319,1194,1331,1200",12,6,4.957086,2.342359,6.226494,3.023716,14,0.194444,1,5
R21SM00414,R21C00230,core_subgraph,284,"1115,1140,1301,1266",186,126,178.398681,128.727508,161.535063,117.246981,1503,0.064132,0.091091,5
R21SM00415,R21C00231,core_subgraph,288,"1146,1138,1308,1228",162,90,169.169734,100.585342,155.260747,78.783303,1110,0.076132,0.097407,4
R21SM00416,R21C00232,core_subgraph,288,"1200,1192,1224,1240",24,48,44.835693,18.182495,36.724321,13.60907,168,0.145833,0.341463,6
R21SM00417,R21C00233,core_subgraph,288,"1230,1228,1248,1240",18,12,14.051906,5.171143,12.031547,5.918593,33,0.152778,0.694737,5
R21SM00418,R21C00234,core_subgraph,288,"1170,1246,1206,1270",36,24,34.057983,15.083714,34.148758,16.39425,22,0.025463,0.081784,7
R21SM00419,R21C00235,core_subgraph,288,"1146,1138,1308,1240",162,102,162.063384,102.763659,147.477624,106.251785,1278,0.077342,0.103983,4
R21SM00420,R21C00236,core_subgraph,289,"1146,1138,1308,1228",162,90,169.892164,108.484676,156.311168,81.842895,1184,0.081207,0.095661,2
R21SM00421,R21C00237,core_subgraph,289,"1200,1210,1224,1240",24,30,29.80527,16.556536,24.60178,13.860993,170,0.236111,0.498534,5
R21SM00422,R21C00238,core_subgraph,289,"1146,1246,1206,1270",60,24,55.013064,20.166359,59.765209,21.43916,48,0.033333,0.070022,7
R21SM00423,R21C00239,core_subgraph,289,"1242,1228,1248,1240",6,12,5.567414,4.901604,6.515021,5.323105,21,0.291667,1,5
R21SM00424,R21C00240,core_subgraph,289,"1320,1138,1344,1150",24,12,20.172263,5.534654,33.413329,6.214185,16,0.055556,0.184971,7
R21SM00425,R21C00241,core_subgraph,289,"1146,1138,1308,1240",162,102,164.50117,106.515212,148.635061,108.574366,1354,0.081941,0.102607,2
R21SM00426,R21C00242,core_subgraph,289,"1146,1138,1308,1270",162,132,163.936051,136.708012,157.931455,107.261728,1232,0.057613,0.069204,18
R21SM00427,R21C00243,core_subgraph,289,"1146,1210,1224,1270",78,60,83.632784,37.664547,76.518095,28.641985,218,0.046581,0.105518,7
R21SM00428,R21C00244,core_subgraph,290,"1146,1138,1314,1228",168,90,171.381988,103.445702,159.897713,80.768374,1251,0.082738,0.100887,5
R21SM00429,R21C00245,core_subgraph,290,"1206,1192,1236,1240",30,48,41.730588,30.145488,33.131003,23.688794,161,0.111806,0.170641,5
R21SM00430,R21C00246,core_subgraph,290,"1146,1246,1206,1282",60,36,53.336233,28.27869,58.614446,24.503114,79,0.036574,0.071364,5
R21SM00431,R21C00247,core_subgraph,290,"1146,1138,1314,1240",168,102,167.148496,103.219785,152.444442,103.811019,1412,0.0824,0.107869,5
R21SM00432,R21C00248,core_subgraph,290,"1146,1138,1314,1282",168,144,172.833348,132.950057,167.543982,113.360651,1330,0.054977,0.073194,19
R21SM00433,R21C00249,core_subgraph,290,"1146,1192,1236,1282",90,90,112.183139,49.291065,107.698427,33.250929,240,0.02963,0.05985,10
R21SM00434,R21C00250,core_subgraph,290,"1146,1138,1314,1282",168,144,186.590109,127.896074,162.752771,119.520399,1491,0.061632,0.082054,10
