atom_id,sar_frame,candidate_role,role_rule_provenance,role_inputs,polarity_used,physical_vehicle_id_used,gt_used
R1A0052,52,background_arc_candidate,elongated_support_aligned_with_fan_tangent; nearest_a1_7r_source_shell_frame_31,area=197;peak=112;axis1=47.444052;axis2=13.103666;compactness=0.134563;arc=0.907573,false,false,false
R1A0053,52,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_31,area=14;peak=94;axis1=11.993056;axis2=3.09406;compactness=0.12963;arc=0.850645,false,false,false
R1A0054,52,body_core_candidate,bottom_local_high_energy_compact_support; nearest_a1_7r_source_shell_frame_31,area=413;peak=144;axis1=50.926357;axis2=19.156188;compactness=0.208586;arc=0.998555,false,false,false
R1A0055,60,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=370;peak=150;axis1=54.420201;axis2=26.61295;compactness=0.171296;arc=0.992689,false,false,false
R1A0056,60,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=63;peak=103;axis1=15.249886;axis2=8.087217;compactness=0.145833;arc=0.760208,false,false,false
R1A0057,60,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=222;peak=81;axis1=89.568837;axis2=57.955201;compactness=0.050964;arc=0,false,false,false
R1A0058,60,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_77,area=20;peak=67;axis1=14.594725;axis2=3.051196;compactness=0.092593;arc=0,false,false,false
R1A0059,60,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=251;peak=115;axis1=64.215506;axis2=34.394595;compactness=0.090548;arc=0.704343,false,false,false
R1A0060,60,body_core_candidate,bottom_local_high_energy_compact_support; nearest_a1_7r_source_shell_frame_77,area=334;peak=118;axis1=38.98898;axis2=23.277896;compactness=0.189342;arc=0.809623,false,false,false
R1A0061,60,endpoint_hotspot_candidate,bottom_local_peak_support; nearest_a1_7r_source_shell_frame_77,area=73;peak=90;axis1=20.899544;axis2=10.589931;compactness=0.126736;arc=0,false,false,false
R1A0062,60,endpoint_hotspot_candidate,bottom_local_peak_support; nearest_a1_7r_source_shell_frame_77,area=88;peak=105;axis1=32.458875;axis2=12.08734;compactness=0.101852;arc=0,false,false,false
R1A0063,60,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_77,area=23;peak=64;axis1=41.621988;axis2=15.30834;compactness=0.022817;arc=0.774739,false,false,false
R1A0064,77,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=824;peak=189;axis1=114.607794;axis2=21.976973;compactness=0.228889;arc=0.710495,false,false,false
R1A0065,77,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=47;peak=101;axis1=11.80318;axis2=7.526728;compactness=0.217593;arc=0.987177,false,false,false
R1A0066,77,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=60;peak=81;axis1=32.665078;axis2=16.345788;compactness=0.069444;arc=0,false,false,false
R1A0067,77,side_ridge_candidate,elongated_non_arc_local_ridge; nearest_a1_7r_source_shell_frame_77,area=67;peak=95;axis1=30.150236;axis2=6.923754;compactness=0.124074;arc=0.460747,false,false,false
R1A0068,77,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_77,area=22;peak=69;axis1=41.042512;axis2=20.631096;compactness=0.025463;arc=0,false,false,false
R1A0069,77,body_core_candidate,bottom_local_high_energy_compact_support; nearest_a1_7r_source_shell_frame_77,area=485;peak=137;axis1=82.733254;axis2=65.987544;compactness=0.056606;arc=0,false,false,false
R1A0070,78,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=805;peak=181;axis1=116.431233;axis2=21.512594;compactness=0.19615;arc=0.695349,false,false,false
R1A0071,78,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=52;peak=105;axis1=15.245412;axis2=7.732697;compactness=0.160494;arc=0.987942,false,false,false
R1A0072,78,side_ridge_candidate,elongated_non_arc_local_ridge; nearest_a1_7r_source_shell_frame_77,area=47;peak=79;axis1=35.225823;axis2=15.235914;compactness=0.072531;arc=0,false,false,false
R1A0073,78,side_ridge_candidate,elongated_non_arc_local_ridge; nearest_a1_7r_source_shell_frame_77,area=59;peak=100;axis1=26.581613;axis2=4.288674;compactness=0.136574;arc=0.47535,false,false,false
R1A0074,78,body_core_candidate,bottom_local_high_energy_compact_support; nearest_a1_7r_source_shell_frame_77,area=365;peak=130;axis1=70.819462;axis2=34.754606;compactness=0.112654;arc=0.994281,false,false,false
R1A0075,78,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_77,area=14;peak=95;axis1=18.389725;axis2=4.056524;compactness=0.097222;arc=0.622203,false,false,false
R1A0076,78,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_77,area=33;peak=73;axis1=32.863843;axis2=27.700748;compactness=0.025463;arc=0.927581,false,false,false
R1A0077,79,background_arc_candidate,elongated_support_aligned_with_fan_tangent; nearest_a1_7r_source_shell_frame_77,area=971;peak=192;axis1=141.297208;axis2=37.675408;compactness=0.124871;arc=0.826307,false,false,false
R1A0078,79,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=49;peak=112;axis1=14.585932;axis2=7.806259;compactness=0.226852;arc=0.861551,false,false,false
R1A0079,79,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=42;peak=83;axis1=27.187593;axis2=3.889705;compactness=0.116667;arc=0.429855,false,false,false
R1A0080,79,body_core_candidate,bottom_local_high_energy_compact_support; nearest_a1_7r_source_shell_frame_77,area=372;peak=136;axis1=76.456345;axis2=34.525365;compactness=0.114815;arc=0.984858,false,false,false
R1A0081,79,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_77,area=14;peak=87;axis1=19.183462;axis2=3.966238;compactness=0.12963;arc=0.492301,false,false,false
R1A0082,79,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_77,area=15;peak=69;axis1=23.662907;axis2=11.681086;compactness=0.034722;arc=0,false,false,false
R1A0083,79,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=36;peak=73;axis1=38.081834;axis2=20.357034;compactness=0.041667;arc=0.855866,false,false,false
R1A0084,80,side_ridge_candidate,elongated_non_arc_local_ridge; nearest_a1_7r_source_shell_frame_77,area=828;peak=216;axis1=126.944503;axis2=19.915633;compactness=0.23;arc=0.66937,false,false,false
R1A0085,80,background_arc_candidate,elongated_support_aligned_with_fan_tangent; nearest_a1_7r_source_shell_frame_77,area=47;peak=114;axis1=15.543756;axis2=5.137642;compactness=0.217593;arc=0.8307,false,false,false
R1A0086,80,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=53;peak=87;axis1=24.285835;axis2=16.735393;compactness=0.122685;arc=0,false,false,false
R1A0087,80,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=44;peak=91;axis1=26.772369;axis2=4.754579;compactness=0.122222;arc=0.430403,false,false,false
R1A0088,80,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_77,area=14;peak=76;axis1=32.297026;axis2=10.856754;compactness=0.032407;arc=0.998794,false,false,false
R1A0089,80,body_core_candidate,bottom_local_high_energy_compact_support; nearest_a1_7r_source_shell_frame_77,area=418;peak=149;axis1=71.705092;axis2=44.54725;compactness=0.116111;arc=0.93172,false,false,false
R1A0090,80,side_ridge_candidate,elongated_non_arc_local_ridge; nearest_a1_7r_source_shell_frame_77,area=63;peak=80;axis1=71.598193;axis2=23.653388;compactness=0.031818;arc=0.495566,false,false,false
R1A0091,81,background_arc_candidate,elongated_support_aligned_with_fan_tangent; nearest_a1_7r_source_shell_frame_77,area=920;peak=223;axis1=151.195885;axis2=35.698671;compactness=0.11358;arc=0.765167,false,false,false
R1A0092,81,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=42;peak=103;axis1=12.527746;axis2=6.163741;compactness=0.291667;arc=0.821743,false,false,false
R1A0093,81,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_77,area=23;peak=90;axis1=28.81719;axis2=2.887279;compactness=0.063889;arc=0.362608,false,false,false
R1A0094,81,body_core_candidate,bottom_local_high_energy_compact_support; nearest_a1_7r_source_shell_frame_77,area=420;peak=158;axis1=72.643783;axis2=39.84224;compactness=0.116667;arc=0.945658,false,false,false
R1A0095,81,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_77,area=41;peak=81;axis1=35.501767;axis2=19.704033;compactness=0.037963;arc=0.878155,false,false,false
R1A0096,212,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_212,area=181;peak=128;axis1=61.296897;axis2=58.487557;compactness=0.055864;arc=0,false,false,false
R1A0097,212,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_212,area=1333;peak=164;axis1=129.819275;axis2=108.696656;compactness=0.087917;arc=0.614671,false,false,false
R1A0098,212,endpoint_hotspot_candidate,bottom_local_peak_support; nearest_a1_7r_source_shell_frame_212,area=32;peak=98;axis1=35.496317;axis2=18.613087;compactness=0.059259;arc=0.537859,false,false,false
R1A0099,213,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_212,area=60;peak=108;axis1=46.352764;axis2=32.870501;compactness=0.047619;arc=0.832664,false,false,false
R1A0100,213,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_212,area=1359;peak=159;axis1=128.905299;axis2=113.855468;compactness=0.085763;arc=0.382586,false,false,false
R1A0101,213,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_212,area=38;peak=103;axis1=29.942149;axis2=19.966751;compactness=0.052778;arc=0.600652,false,false,false
R1A0102,213,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_212,area=32;peak=103;axis1=37.188248;axis2=16.671457;compactness=0.049383;arc=0.541087,false,false,false
R1A0103,216,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_212,area=1388;peak=149;axis1=128.260198;axis2=119.891116;compactness=0.078048;arc=0.73297,false,false,false
R1A0104,216,endpoint_hotspot_candidate,bottom_local_peak_support; nearest_a1_7r_source_shell_frame_212,area=39;peak=102;axis1=30.506994;axis2=13.36948;compactness=0.090278;arc=0.821476,false,false,false
R1A0105,220,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_212,area=1373;peak=154;axis1=125.092883;axis2=111.165525;compactness=0.099536;arc=0,false,false,false
R1A0106,220,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_212,area=39;peak=94;axis1=22.844031;axis2=12.367589;compactness=0.090278;arc=0.409831,false,false,false
R1A0107,224,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_212,area=1398;peak=171;axis1=127.762688;axis2=117.999424;compactness=0.101925;arc=0,false,false,false
R1A0108,224,endpoint_hotspot_candidate,bottom_local_peak_support; nearest_a1_7r_source_shell_frame_212,area=82;peak=146;axis1=33.668766;axis2=17.039139;compactness=0.113889;arc=0.763928,false,false,false
R1A0109,224,endpoint_hotspot_candidate,bottom_local_peak_support; nearest_a1_7r_source_shell_frame_212,area=28;peak=110;axis1=17.54266;axis2=8.202532;compactness=0.12963;arc=0,false,false,false
R1A0110,227,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_238,area=1216;peak=203;axis1=127.694571;axis2=124.207901;compactness=0.079477;arc=0,false,false,false
R1A0111,227,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_238,area=18;peak=122;axis1=21.497154;axis2=10.357805;compactness=0.055556;arc=0.226061,false,false,false
R1A0112,227,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_238,area=16;peak=111;axis1=25.591828;axis2=9.643218;compactness=0.052288;arc=0.36126,false,false,false
R1A0113,227,endpoint_hotspot_candidate,bottom_local_peak_support; nearest_a1_7r_source_shell_frame_238,area=83;peak=149;axis1=33.057492;axis2=15.840607;compactness=0.115278;arc=0.831988,false,false,false
R1A0114,227,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_238,area=14;peak=121;axis1=12.2872;axis2=4.703574;compactness=0.097222;arc=0,false,false,false
R1A0115,228,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_238,area=1228;peak=192;axis1=128.982644;axis2=124.410912;compactness=0.087241;arc=0,false,false,false
R1A0116,228,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_238,area=25;peak=110;axis1=55.97875;axis2=18.014241;compactness=0.02381;arc=0.43527,false,false,false
R1A0117,228,endpoint_hotspot_candidate,bottom_local_peak_support; nearest_a1_7r_source_shell_frame_238,area=90;peak=146;axis1=34.838113;axis2=16.518223;compactness=0.1;arc=0.761054,false,false,false
R1A0118,228,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_238,area=14;peak=121;axis1=12.767318;axis2=4.533875;compactness=0.064815;arc=0,false,false,false
R1A0119,238,unresolved_atom,feature_combination_not_separable_runtime; nearest_a1_7r_source_shell_frame_238,area=1228;peak=251;axis1=142.248431;axis2=98.627538;compactness=0.081217;arc=0,false,false,false
R1A0120,238,isolated_small_atom,small_area_without_vehicle_scale_support; nearest_a1_7r_source_shell_frame_238,area=22;peak=111;axis1=15.109116;axis2=4.970072;compactness=0.152778;arc=0,false,false,false
