component_id,scene,sar_frame,target_azimuth_min,target_azimuth_max,target_radial_pixel_min,target_radial_pixel_max,target_valid_pixel_count,target_mean_intensity,adjacent_control_status,adjacent_control_mean,adjacent_control_ratio,far_control_status,far_control_mean,far_control_ratio,temporal_control_status,temporal_control_frame,temporal_control_mean,temporal_control_ratio,matched_control_status
WGV33D_STRICT_F0097_C003347,GM_RM011,97,17,18,168,172,12,109.25,matched_background_control,53.909092,2.02656,matched_background_control,85.75,1.274052,temporal_background_control,217,71.833336,1.520882,matched_control_available
WGV33D_STRICT_F0097_C003348,GM_RM011,97,26,31,64,68,23,113.913042,matched_background_control,73.874999,1.54197,matched_background_control,108.208334,1.05272,temporal_background_control,217,58.782609,1.93787,matched_control_available
WGV33D_MAIN_F0098_C003349,GM_RM011,98,-54,-50,88,96,32,110.9375,matched_background_control,77.26,1.336714,matched_background_control,78.9375,1.308307,temporal_background_control,218,53.529412,1.929304,matched_control_available
WGV33D_MAIN_F0098_C003350,GM_RM011,98,-43,-31,64,80,103,132.951456,matched_background_control,63.395062,1.742351,matched_background_control,0,110456430680.524261,temporal_background_control,218,83.539419,1.322207,matched_control_available
WGV33D_MAIN_F0098_C003351,GM_RM011,98,-42,-40,160,164,22,104.77273,matched_background_control,61.083334,1.715242,matched_background_control,0,104772730047.052551,temporal_background_control,218,65.636364,1.59626,matched_control_available
WGV33D_MAIN_F0098_C003352,GM_RM011,98,-41,-38,152,156,32,118.46875,matched_background_control,67.967742,1.743014,matched_background_control,0,118468750476.837158,temporal_background_control,218,72.812499,1.627039,matched_control_available
WGV33D_MAIN_F0098_C003353,GM_RM011,98,-40,-35,132,136,46,120.760869,matched_background_control,62.413043,1.934866,matched_background_control,0,120760869233.504578,temporal_background_control,218,59.500001,2.029594,matched_control_available
WGV33D_MAIN_F0098_C003354,GM_RM011,98,-37,-30,156,168,81,122.481481,matched_background_control,74.188035,1.386479,matched_background_control,0,102860168909.622437,temporal_background_control,218,69.283898,1.484619,matched_control_available
WGV33D_MAIN_F0098_C003355,GM_RM011,98,-31,-26,108,112,37,117.297297,matched_background_control,71.076924,1.650287,matched_background_control,0,117297296678.697723,temporal_background_control,218,70.216216,1.670516,matched_control_available
WGV33D_MAIN_F0098_C003356,GM_RM011,98,-27,-13,60,72,104,138.480769,matched_background_control,104.461538,1.154225,matched_background_control,2.685567,44.896353,temporal_background_control,218,121.376288,0.993375,matched_control_available
WGV33D_MAIN_F0098_C003357,GM_RM011,98,-25,-17,144,152,94,117.414893,matched_background_control,73.849398,1.37249,matched_background_control,0,101357576173.724548,temporal_background_control,218,100.466667,1.008868,matched_control_available
WGV33D_MAIN_F0098_C003358,GM_RM011,98,-22,-15,104,112,62,106.048387,matched_background_control,89.457143,1.072622,matched_background_control,0,95953703986.273865,temporal_background_control,218,77.351852,1.240484,matched_control_available
WGV33D_MAIN_F0098_C003359,GM_RM011,98,-17,-14,172,180,61,133.557377,matched_background_control,80.369862,1.6436,matched_background_control,0,132095889992.909882,temporal_background_control,218,82.931507,1.592831,matched_control_available
WGV33D_MAIN_F0098_C003360,GM_RM011,98,-10,-7,184,188,40,106.549998,matched_background_control,81,1.315432,matched_background_control,43.641024,2.44151,temporal_background_control,218,55.025,1.936393,matched_control_available
WGV33D_MAIN_F0098_C003361,GM_RM011,98,-3,1,120,128,64,113.078125,matched_background_control,76.405798,1.46004,matched_background_control,53.013889,2.10427,temporal_background_control,218,65.013889,1.715873,matched_control_available
WGV33D_MAIN_F0098_C003362,GM_RM011,98,-1,11,80,96,121,121.958678,matched_background_control,73.087542,1.387888,matched_background_control,69.341216,1.462871,temporal_background_control,218,66.854237,1.51729,matched_control_available
WGV33D_MAIN_F0098_C003363,GM_RM011,98,5,10,136,144,79,111.164556,matched_background_control,79.752576,1.350827,matched_background_control,57.364583,1.878022,temporal_background_control,218,61.484536,1.75218,matched_control_available
WGV33D_MAIN_F0098_C003364,GM_RM011,98,10,15,184,188,64,110.625,matched_background_control,73.523076,1.50463,matched_background_control,77.062501,1.435523,temporal_background_control,218,79.828124,1.38579,matched_control_available
WGV33D_MAIN_F0098_C003365,GM_RM011,98,13,21,108,120,78,131.26923,matched_background_control,80.526316,1.315375,matched_background_control,84.626316,1.251647,temporal_background_control,218,63.683938,1.66325,matched_control_available
WGV33D_MAIN_F0098_C003366,GM_RM011,98,14,21,76,84,62,106.209677,matched_background_control,91.443039,1.12316,matched_background_control,102.820512,0.998878,temporal_background_control,218,80.051283,1.282992,matched_control_available
WGV33D_MAIN_F0098_C003367,GM_RM011,98,23,25,212,216,29,106.482758,matched_background_control,60.166664,1.769797,matched_background_control,46.862069,2.272259,temporal_background_control,218,86.827585,1.22637,matched_control_available
WGV33D_MAIN_F0098_C003368,GM_RM011,98,29,33,64,76,37,112.999999,matched_background_control,83.482759,1.25475,matched_background_control,95.894737,1.092344,temporal_background_control,218,70.2,1.492165,matched_control_available
WGV33D_MAIN_F0098_C003369,GM_RM011,98,29,31,172,176,23,112.26087,matched_background_control,66.791665,1.680762,matched_background_control,102.166668,1.098801,temporal_background_control,218,68.652175,1.635212,matched_control_available
WGV33D_MAIN_F0098_C003370,GM_RM011,98,32,33,172,180,24,108.5,matched_background_control,101.166664,1.072488,matched_background_control,134.52,0.806572,temporal_background_control,218,64.875,1.672447,matched_control_available
WGV33D_STRICT_F0098_C003371,GM_RM011,98,-54,-51,88,92,19,118.947369,matched_background_control,79.941177,1.487936,matched_background_control,78.699999,1.511402,temporal_background_control,218,55.578948,2.140151,matched_control_available
WGV33D_STRICT_F0098_C003372,GM_RM011,98,-42,-32,68,80,82,137.54878,matched_background_control,66.515923,1.811936,matched_background_control,0,120522579611.501373,temporal_background_control,218,88.458064,1.362483,matched_control_available
WGV33D_STRICT_F0098_C003373,GM_RM011,98,-40,-38,152,156,20,125.850002,matched_background_control,76.82353,1.63817,matched_background_control,0,125850002288.818344,temporal_background_control,218,73.5,1.712245,matched_control_available
WGV33D_STRICT_F0098_C003374,GM_RM011,98,-39,-36,132,136,28,133.857142,matched_background_control,69.448275,1.927437,matched_background_control,0,133857142039.707718,temporal_background_control,218,57.892857,2.312153,matched_control_available
WGV33D_STRICT_F0098_C003375,GM_RM011,98,-36,-30,160,168,69,124.434782,matched_background_control,77.19853,1.384513,matched_background_control,0,106882352380.191574,temporal_background_control,218,74.779411,1.429302,matched_control_available
WGV33D_STRICT_F0098_C003376,GM_RM011,98,-30,-27,108,112,23,127.869565,matched_background_control,75.458335,1.694572,matched_background_control,0,127869565217.391296,temporal_background_control,218,69.608695,1.836977,matched_control_available
WGV33D_STRICT_F0098_C003377,GM_RM011,98,-26,-17,60,68,60,153.883332,matched_background_control,105.05,1.390503,matched_background_control,0,146072288697.024414,temporal_background_control,218,131.409637,1.11158,matched_control_available
WGV33D_STRICT_F0098_C003378,GM_RM011,98,-25,-23,148,152,22,138.045456,matched_background_control,88.049999,1.567808,matched_background_control,0,138045455932.617188,temporal_background_control,218,119.818184,1.152124,matched_control_available
WGV33D_STRICT_F0098_C003379,GM_RM011,98,-21,-19,104,108,16,117.3125,matched_background_control,73.125,1.604274,matched_background_control,0,117312500000,temporal_background_control,218,79,1.484968,matched_control_available
WGV33D_STRICT_F0098_C003380,GM_RM011,98,-17,-15,172,180,38,140.868421,matched_background_control,83.999999,1.619048,matched_background_control,0,136000000305.175766,temporal_background_control,218,85.62,1.588414,matched_control_available
WGV33D_STRICT_F0098_C003381,GM_RM011,98,-1,1,120,128,20,126.1,matched_background_control,84.470587,1.403743,matched_background_control,51.447368,2.304783,temporal_background_control,218,66.25,1.789811,matched_control_available
WGV33D_STRICT_F0098_C003382,GM_RM011,98,0,4,84,92,32,134.499999,matched_background_control,71.893616,1.668875,matched_background_control,70.541666,1.70086,temporal_background_control,218,69.833333,1.718112,matched_control_available
WGV33D_STRICT_F0098_C003383,GM_RM011,98,5,11,80,88,47,124.000001,matched_background_control,78.902777,1.49189,matched_background_control,78.742857,1.49492,temporal_background_control,218,68.714284,1.713098,matched_control_available
WGV33D_STRICT_F0098_C003384,GM_RM011,98,6,10,136,144,50,117.539999,matched_background_control,79.5679,1.380081,matched_background_control,55.949367,1.96267,temporal_background_control,218,56.974684,1.927349,matched_control_available
WGV33D_STRICT_F0098_C003385,GM_RM011,98,10,12,184,188,25,122.079999,matched_background_control,72.719998,1.678768,matched_background_control,67.615385,1.805506,temporal_background_control,218,79.359998,1.538306,matched_control_available
WGV33D_STRICT_F0098_C003386,GM_RM011,98,13,20,112,116,54,143.222222,matched_background_control,85.781819,1.66961,matched_background_control,79.199999,1.808361,temporal_background_control,218,65.62963,2.18228,matched_control_available
WGV33D_STRICT_F0098_C003387,GM_RM011,98,15,18,76,84,17,117.176468,matched_background_control,85.60606,1.276814,matched_background_control,100.34375,1.089286,temporal_background_control,218,78.515152,1.392127,matched_control_available
WGV33D_STRICT_F0098_C003388,GM_RM011,98,31,33,64,72,14,129.857141,matched_background_control,92.45,1.339463,matched_background_control,92.166666,1.34358,temporal_background_control,218,61.222222,2.022686,matched_control_available
WGV33D_STRICT_F0098_C003389,GM_RM011,98,39,40,220,224,16,123.5625,matched_background_control,72.133331,1.712974,matched_background_control,44,2.808239,temporal_background_control,218,100.875,1.224907,matched_control_available
WGV33D_MAIN_F0099_C003390,GM_RM011,99,-58,-51,88,96,64,102.640624,matched_background_control,11.247191,8.437563,matched_background_control,61.9011,1.533073,temporal_background_control,219,52.629214,1.80316,matched_control_available
WGV33D_MAIN_F0099_C003391,GM_RM011,99,-50,-48,88,92,12,99.666668,matched_background_control,113.461538,0.878418,matched_background_control,66.666667,1.495,temporal_background_control,219,51.25,1.944715,matched_control_available
WGV33D_MAIN_F0099_C003392,GM_RM011,99,-43,-36,152,156,75,105.199999,matched_background_control,58.337838,1.803289,matched_background_control,0,105199999491.373703,temporal_background_control,219,71.053334,1.480578,matched_control_available
WGV33D_MAIN_F0099_C003393,GM_RM011,99,-42,-30,64,80,102,121.95098,matched_background_control,57.150406,1.822435,matched_background_control,0,104152892625.036316,temporal_background_control,219,81.194215,1.282762,matched_control_available
WGV33D_MAIN_F0099_C003394,GM_RM011,99,-38,-36,128,136,38,98.000001,matched_background_control,58.783783,1.667126,matched_background_control,0,98000000803.094162,temporal_background_control,219,59.631578,1.643425,matched_control_available
WGV33D_MAIN_F0099_C003395,GM_RM011,99,-31,-24,108,112,53,107.301887,matched_background_control,67.12963,1.598428,matched_background_control,0,107301886648.501984,temporal_background_control,219,64.18868,1.671664,matched_control_available
WGV33D_MAIN_F0099_C003396,GM_RM011,99,-28,-12,56,72,101,132.188119,matched_background_control,82.548276,1.281895,matched_background_control,5.547368,19.075384,temporal_background_control,219,113.531469,0.93206,matched_control_available
WGV33D_MAIN_F0099_C003397,GM_RM011,99,-28,-25,68,76,16,122.812501,matched_background_control,117.062499,0.945649,matched_background_control,0,110700000508.626297,temporal_background_control,219,97.900001,1.130746,matched_control_available
WGV33D_MAIN_F0099_C003398,GM_RM011,99,-26,-21,144,152,62,107.870968,matched_background_control,70.173078,1.453549,matched_background_control,0,101999999782.017288,temporal_background_control,219,110.923812,0.91955,matched_control_available
WGV33D_MAIN_F0099_C003399,GM_RM011,99,-21,-14,100,108,58,100.551724,matched_background_control,66.841585,1.333751,matched_background_control,0.019802,4502.074799,temporal_background_control,219,72.18,1.235107,matched_control_available
WGV33D_MAIN_F0099_C003400,GM_RM011,99,-18,-16,148,152,21,102.428568,matched_background_control,91.714288,1.116822,matched_background_control,0,102428568158.830902,temporal_background_control,219,67.52381,1.516925,matched_control_available
WGV33D_MAIN_F0099_C003401,GM_RM011,99,-17,-14,168,180,85,116.823529,matched_background_control,77.954545,1.419987,matched_background_control,0,110694444091.23172,temporal_background_control,219,89.898148,1.231332,matched_control_available
WGV33D_MAIN_F0099_C003402,GM_RM011,99,-14,-12,188,192,27,121.037039,matched_background_control,64.259258,1.883574,matched_background_control,13.037037,9.284091,temporal_background_control,219,66.370367,1.823661,matched_control_available
WGV33D_MAIN_F0099_C003403,GM_RM011,99,-2,2,120,128,52,105.903846,matched_background_control,65.985917,1.532103,matched_background_control,45.305556,2.231453,temporal_background_control,219,64.319445,1.571799,matched_control_available
WGV33D_MAIN_F0099_C003404,GM_RM011,99,1,13,80,96,130,109.569231,matched_background_control,67.303031,1.36315,matched_background_control,62.437288,1.46938,temporal_background_control,219,64.771044,1.416437,matched_control_available
WGV33D_MAIN_F0099_C003405,GM_RM011,99,9,11,136,140,19,106.894736,matched_background_control,70.526316,1.515672,matched_background_control,51.684212,2.068228,temporal_background_control,219,57.631578,1.854795,matched_control_available
WGV33D_MAIN_F0099_C003406,GM_RM011,99,10,16,184,188,76,104.105265,matched_background_control,68.038963,1.530083,matched_background_control,62.363637,1.669326,temporal_background_control,219,75.894736,1.371706,matched_control_available
WGV33D_MAIN_F0099_C003407,GM_RM011,99,14,24,108,120,96,125.697917,matched_background_control,76.037975,1.335407,matched_background_control,77.71308,1.306623,temporal_background_control,219,64.341667,1.578163,matched_control_available
WGV33D_MAIN_F0099_C003408,GM_RM011,99,17,22,76,84,33,98.666665,matched_background_control,76.290909,1.207852,matched_background_control,88.120689,1.045704,temporal_background_control,219,79.166666,1.163977,matched_control_available
WGV33D_MAIN_F0099_C003409,GM_RM011,99,29,34,172,180,100,95.840001,matched_background_control,56.435484,1.647323,matched_background_control,105.723578,0.879345,temporal_background_control,219,64.821137,1.434215,matched_control_available
WGV33D_MAIN_F0099_C003410,GM_RM011,99,31,37,64,76,37,95.783783,matched_background_control,70.202247,1.195248,matched_background_control,83.379311,1.006354,temporal_background_control,219,62.920455,1.333574,matched_control_available
WGV33D_MAIN_F0099_C003411,GM_RM011,99,34,36,232,236,33,97.727271,matched_background_control,57.147058,1.710102,matched_background_control,50.375002,1.939995,temporal_background_control,219,80.515152,1.213775,matched_control_available
WGV33D_STRICT_F0099_C003412,GM_RM011,99,-54,-51,88,92,19,110.36842,matched_background_control,77.294116,1.427902,matched_background_control,63.300002,1.743577,temporal_background_control,219,52.052631,2.120324,matched_control_available
WGV33D_STRICT_F0099_C003413,GM_RM011,99,-50,-49,88,92,6,110.333336,matched_background_control,122,0.904372,matched_background_control,62,1.77957,temporal_background_control,219,52.666668,2.094937,matched_control_available
WGV33D_STRICT_F0099_C003414,GM_RM011,99,-41,-40,68,72,4,118.75,matched_control_unavailable,0,118.75,matched_background_control,0,118750000000,temporal_background_control,219,62.75,1.89243,matched_control_available
WGV33D_STRICT_F0099_C003415,GM_RM011,99,-41,-36,152,156,54,110.555555,matched_background_control,64.72,1.708213,matched_background_control,0,110555554849.130127,temporal_background_control,219,71.277777,1.551052,matched_control_available
WGV33D_STRICT_F0099_C003416,GM_RM011,99,-39,-30,64,80,70,129.685714,matched_background_control,65.657608,1.658949,matched_background_control,0,108922652060.155701,temporal_background_control,219,88.220994,1.234657,matched_control_available
WGV33D_STRICT_F0099_C003417,GM_RM011,99,-30,-26,108,112,30,118.666666,matched_background_control,75.709677,1.567391,matched_background_control,0,118666666412.353516,temporal_background_control,219,66.766667,1.777334,matched_control_available
WGV33D_STRICT_F0099_C003418,GM_RM011,99,-28,-14,60,72,84,138.392857,matched_background_control,94.438145,1.229349,matched_background_control,0.165803,700.212664,temporal_background_control,219,108.528205,1.069744,matched_control_available
WGV33D_STRICT_F0099_C003419,GM_RM011,99,-26,-25,152,156,11,121,matched_background_control,81.36364,1.487151,matched_background_control,0,121000000000,temporal_background_control,219,70.090912,1.726329,matched_control_available
WGV33D_STRICT_F0099_C003420,GM_RM011,99,-24,-21,144,148,30,110.800001,matched_background_control,76.709678,1.444407,matched_background_control,0,110800000508.626297,temporal_background_control,219,130.400004,0.849693,matched_control_available
WGV33D_STRICT_F0099_C003421,GM_RM011,99,-20,-18,104,108,13,110.307693,matched_background_control,68.066668,1.620583,matched_background_control,48.214285,2.287863,temporal_background_control,219,71.615385,1.540279,matched_control_available
WGV33D_STRICT_F0099_C003422,GM_RM011,99,-17,-16,148,152,10,107.699997,matched_background_control,95.111115,1.13236,matched_background_control,0,107699996948.242188,temporal_background_control,219,63.700001,1.690738,matched_control_available
WGV33D_STRICT_F0099_C003423,GM_RM011,99,-17,-14,172,180,73,119.191781,matched_background_control,71.890411,1.657965,matched_background_control,0,119191780612.893295,temporal_background_control,219,78.917809,1.510328,matched_control_available
WGV33D_STRICT_F0099_C003424,GM_RM011,99,-16,-15,104,108,8,112.125,matched_control_unavailable,0,112.125,matched_background_control,0,112125000000,temporal_background_control,219,78.75,1.42381,matched_control_available
WGV33D_STRICT_F0099_C003425,GM_RM011,99,-1,2,120,124,28,113.392856,matched_background_control,66.916667,1.694538,matched_background_control,44.461539,2.550358,temporal_background_control,219,67.000001,1.692431,matched_control_available
WGV33D_STRICT_F0099_C003426,GM_RM011,99,2,12,80,96,90,114.822223,matched_background_control,64.338912,1.452956,matched_background_control,62.260331,1.501464,temporal_background_control,219,65.085714,1.436285,matched_control_available
WGV33D_STRICT_F0099_C003427,GM_RM011,99,9,11,136,140,19,106.894736,matched_background_control,70.526316,1.515672,matched_background_control,51.684212,2.068228,temporal_background_control,219,57.631578,1.854795,matched_control_available
WGV33D_STRICT_F0099_C003428,GM_RM011,99,11,13,184,188,26,116.46154,matched_background_control,67.962965,1.713603,matched_background_control,60.346155,1.929892,temporal_background_control,219,75.03846,1.552025,matched_control_available
WGV33D_STRICT_F0099_C003429,GM_RM011,99,14,21,112,120,62,138.467743,matched_background_control,84.0625,1.423898,matched_background_control,70.309734,1.702416,temporal_background_control,219,65.758929,1.820231,matched_control_available
WGV33D_STRICT_F0099_C003430,GM_RM011,99,14,15,184,188,13,111.615387,matched_background_control,126.307693,0.883678,matched_background_control,68,1.641403,temporal_background_control,219,81.692307,1.36629,matched_control_available
WGV33D_STRICT_F0099_C003431,GM_RM011,99,32,34,68,72,10,105.5,matched_background_control,81.222221,1.298906,matched_background_control,83.100002,1.269555,temporal_background_control,219,59.700001,1.767169,matched_control_available
WGV33D_MAIN_F0100_C003432,GM_RM011,100,-57,-50,84,96,92,89.239132,matched_background_control,17.167939,4.838178,matched_background_control,55.604651,1.493788,temporal_background_control,220,53.307693,1.558153,matched_control_available
WGV33D_MAIN_F0100_C003433,GM_RM011,100,-43,-34,64,76,74,94.527027,matched_background_control,52.609022,1.660569,matched_background_control,0,87360902485.094559,temporal_background_control,220,63.68421,1.371783,matched_control_available
WGV33D_MAIN_F0100_C003434,GM_RM011,100,-42,-34,148,160,116,90.137931,matched_background_control,51.026718,1.504743,matched_background_control,0,76782101167.31517,temporal_background_control,220,70.536965,1.088537,matched_control_available
WGV33D_MAIN_F0100_C003435,GM_RM011,100,-38,-36,128,132,19,94.94737,matched_background_control,54.555555,1.740379,matched_background_control,0,94947369625.693863,temporal_background_control,220,72.947366,1.301587,matched_control_available
WGV33D_MAIN_F0100_C003436,GM_RM011,100,-34,-32,168,172,25,106.199997,matched_background_control,52.958334,2.00535,matched_background_control,0,106199997253.417953,temporal_background_control,220,87.240001,1.217331,matched_control_available
WGV33D_MAIN_F0100_C003437,GM_RM011,100,-33,-29,64,76,30,118.6,matched_background_control,93.758621,1.151716,matched_background_control,0,107983333460.489899,temporal_background_control,220,97.933334,1.102621,matched_control_available
WGV33D_MAIN_F0100_C003438,GM_RM011,100,-27,-24,152,160,44,98.431817,matched_background_control,74.812501,1.249093,matched_background_control,0,93447761763.387634,temporal_background_control,220,59.417911,1.57272,matched_control_available
WGV33D_MAIN_F0100_C003439,GM_RM011,100,-26,-20,144,148,60,103.633334,matched_background_control,61.327868,1.689824,matched_background_control,0,103633333969.116196,temporal_background_control,220,99.416667,1.042414,matched_control_available
WGV33D_MAIN_F0100_C003440,GM_RM011,100,-24,-17,56,64,40,139.55,matched_background_control,84.051724,1.54465,matched_background_control,0.016667,7789.8304,temporal_background_control,220,117.186441,1.107897,matched_control_available
WGV33D_MAIN_F0100_C003441,GM_RM011,100,-22,-19,160,164,34,113.088234,matched_background_control,71.32353,1.585567,matched_background_control,0,113088234396.541809,temporal_background_control,220,68.17647,1.658758,matched_control_available
WGV33D_MAIN_F0100_C003442,GM_RM011,100,-21,-13,100,108,73,84.60274,matched_background_control,62.732759,1.252164,matched_background_control,0.077586,1012.444429,temporal_background_control,220,72.681034,1.080773,matched_control_available
WGV33D_MAIN_F0100_C003443,GM_RM011,100,-21,-13,168,180,133,95.586466,matched_background_control,61.271477,1.349075,matched_background_control,0.010381,7962.893435,temporal_background_control,220,84.491409,0.978322,matched_control_available
WGV33D_MAIN_F0100_C003444,GM_RM011,100,-14,-12,188,192,27,94.629628,matched_background_control,53.222222,1.77801,matched_background_control,10.259259,9.223827,temporal_background_control,220,67.444446,1.403075,matched_control_available
WGV33D_MAIN_F0100_C003445,GM_RM011,100,-12,-9,160,164,33,93.757575,matched_background_control,62.78788,1.493243,matched_background_control,39.529412,2.371843,temporal_background_control,220,60.515152,1.549324,matched_control_available
WGV33D_MAIN_F0100_C003446,GM_RM011,100,-10,-9,76,84,12,88.749999,matched_background_control,65.636365,1.352147,matched_background_control,36.399999,2.438187,temporal_background_control,220,87.083331,1.019139,matched_control_available
WGV33D_MAIN_F0100_C003447,GM_RM011,100,0,2,120,128,32,94.468751,matched_background_control,62.21875,1.452536,matched_background_control,47.361112,1.908211,temporal_background_control,220,65.299998,1.383997,matched_control_available
WGV33D_MAIN_F0100_C003448,GM_RM011,100,4,7,84,92,25,107.320002,matched_background_control,62.842105,1.59792,matched_background_control,56.5,1.777286,temporal_background_control,220,64.916668,1.546855,matched_control_available
WGV33D_MAIN_F0100_C003449,GM_RM011,100,8,14,80,92,72,93.430556,matched_background_control,73.210526,1.186056,matched_background_control,56.743119,1.530261,temporal_background_control,220,68.672897,1.264426,matched_control_available
WGV33D_MAIN_F0100_C003450,GM_RM011,100,11,14,184,188,39,98.153847,matched_background_control,60.487179,1.622722,matched_background_control,48.512821,2.023256,temporal_background_control,220,74.794874,1.312307,matched_control_available
WGV33D_MAIN_F0100_C003451,GM_RM011,100,18,27,108,120,121,108.512395,matched_background_control,77.116279,1.170355,matched_background_control,62.813084,1.436858,temporal_background_control,220,63.880184,1.412855,matched_control_available
WGV33D_MAIN_F0100_C003452,GM_RM011,100,30,32,176,180,25,88.119999,matched_background_control,52.32,1.684251,matched_background_control,78.26923,1.125857,temporal_background_control,220,64.28,1.370877,matched_control_available
WGV33D_MAIN_F0100_C003453,GM_RM011,100,33,37,64,72,23,99.652175,matched_background_control,60.500001,1.427142,matched_background_control,78.615385,1.098285,temporal_background_control,220,55.657895,1.5513,matched_control_available
WGV33D_MAIN_F0100_C003454,GM_RM011,100,39,41,196,200,28,90.642857,matched_background_control,63.413794,1.429387,matched_background_control,49.884615,1.81705,temporal_background_control,220,72,1.258929,matched_control_available
WGV33D_STRICT_F0100_C003455,GM_RM011,100,-56,-52,84,96,37,94.432433,matched_background_control,45.460526,1.92372,matched_background_control,53.973333,1.620306,temporal_background_control,220,53.133333,1.645922,matched_control_available
WGV33D_STRICT_F0100_C003456,GM_RM011,100,-39,-36,148,156,43,94.837208,matched_background_control,64.2,1.365277,matched_background_control,0,87650793166.387634,temporal_background_control,220,69.047618,1.269425,matched_control_available
WGV33D_STRICT_F0100_C003457,GM_RM011,100,-38,-35,68,76,24,104.708334,matched_background_control,82.066666,1.241631,matched_background_control,0,101896552250.30307,temporal_background_control,220,74.172412,1.37378,matched_control_available
WGV33D_STRICT_F0100_C003458,GM_RM011,100,-38,-36,128,132,19,94.94737,matched_background_control,54.555555,1.740379,matched_background_control,0,94947369625.693863,temporal_background_control,220,72.947366,1.301587,matched_control_available
WGV33D_STRICT_F0100_C003459,GM_RM011,100,-33,-32,64,68,5,137.800003,matched_background_control,90.599998,1.520971,matched_background_control,0,137800003051.757812,temporal_background_control,220,91,1.514286,matched_control_available
WGV33D_STRICT_F0100_C003460,GM_RM011,100,-33,-32,72,76,6,133.5,matched_background_control,99,1.348485,matched_background_control,0,133499999999.999985,temporal_background_control,220,78,1.711538,matched_control_available
WGV33D_STRICT_F0100_C003461,GM_RM011,100,-29,-28,176,180,12,96.083336,matched_background_control,52.666668,1.824367,matched_background_control,0,96083335876.464844,temporal_background_control,220,54.416668,1.765697,matched_control_available
WGV33D_STRICT_F0100_C003462,GM_RM011,100,-25,-20,144,148,49,104.816327,matched_background_control,67.179999,1.560231,matched_background_control,0,104816326530.612244,temporal_background_control,220,106.102042,0.987882,matched_control_available
WGV33D_STRICT_F0100_C003463,GM_RM011,100,-25,-24,152,156,10,121.099998,matched_background_control,88.545456,1.367659,matched_background_control,0,121099998474.121094,temporal_background_control,220,62.5,1.9376,matched_control_available
WGV33D_STRICT_F0100_C003464,GM_RM011,100,-23,-17,56,64,36,139.861111,matched_background_control,91.884616,1.415458,matched_background_control,0.019608,6632.999909,temporal_background_control,220,119.352942,1.089699,matched_control_available
WGV33D_STRICT_F0100_C003465,GM_RM011,100,-22,-19,160,164,34,113.088234,matched_background_control,71.32353,1.585567,matched_background_control,0,113088234396.541809,temporal_background_control,220,68.17647,1.658758,matched_control_available
WGV33D_STRICT_F0100_C003466,GM_RM011,100,-15,-14,100,108,13,97.000002,matched_background_control,60.399999,1.60596,matched_background_control,0.285714,339.5,temporal_background_control,220,94.384614,1.02771,matched_control_available
WGV33D_STRICT_F0100_C003467,GM_RM011,100,-14,-12,188,192,27,94.629628,matched_background_control,53.222222,1.77801,matched_background_control,10.259259,9.223827,temporal_background_control,220,67.444446,1.403075,matched_control_available
WGV33D_STRICT_F0100_C003468,GM_RM011,100,-12,-9,160,164,33,93.757575,matched_background_control,62.78788,1.493243,matched_background_control,39.529412,2.371843,temporal_background_control,220,60.515152,1.549324,matched_control_available
WGV33D_STRICT_F0100_C003469,GM_RM011,100,4,7,84,92,19,112.157897,matched_background_control,62.842105,1.59792,matched_background_control,56.5,1.777286,temporal_background_control,220,64.916668,1.546855,matched_control_available
WGV33D_STRICT_F0100_C003470,GM_RM011,100,9,14,80,92,41,97.341463,matched_background_control,81.12088,1.071643,matched_background_control,55.934782,1.554178,temporal_background_control,220,68.808989,1.26339,matched_control_available
WGV33D_STRICT_F0100_C003471,GM_RM011,100,12,14,184,188,26,103.384617,matched_background_control,62.555556,1.652685,matched_background_control,50.269232,2.056618,temporal_background_control,220,75.307693,1.372829,matched_control_available
WGV33D_STRICT_F0100_C003472,GM_RM011,100,18,25,112,120,80,118.049998,matched_background_control,88.570175,1.229969,matched_background_control,58.035398,1.877106,temporal_background_control,220,65.026316,1.6753,matched_control_available
WGV33D_STRICT_F0100_C003473,GM_RM011,100,33,36,64,72,18,103.777778,matched_background_control,63.413794,1.463742,matched_background_control,80.200001,1.157374,temporal_background_control,220,55.285714,1.678941,matched_control_available
WGV33D_MAIN_F0101_C003474,GM_RM011,101,-58,-48,80,96,99,103.050506,matched_background_control,7.139344,11.851895,matched_background_control,60.895398,1.38951,temporal_background_control,221,49.446721,1.711231,matched_control_available
WGV33D_MAIN_F0101_C003475,GM_RM011,101,-41,-33,148,160,95,101.610526,matched_background_control,53.096899,1.597343,matched_background_control,0,84813953813.656342,temporal_background_control,221,69.430233,1.221571,matched_control_available
WGV33D_MAIN_F0101_C003476,GM_RM011,101,-38,-27,64,80,129,114,matched_background_control,63.506666,1.594443,matched_background_control,0,101257777608.235657,temporal_background_control,221,81.315555,1.245245,matched_control_available
WGV33D_MAIN_F0101_C003477,GM_RM011,101,-34,-31,168,172,36,112.36111,matched_background_control,59.777777,1.879647,matched_background_control,0,112361110263.400604,temporal_background_control,221,94.722223,1.186217,matched_control_available
WGV33D_MAIN_F0101_C003478,GM_RM011,101,-29,-25,104,108,29,98.379312,matched_background_control,59.892856,1.642588,matched_background_control,0,98379311923.322998,temporal_background_control,221,66.551724,1.478238,matched_control_available
