component_id,scene,sar_frame,target_azimuth_min,target_azimuth_max,target_radial_pixel_min,target_radial_pixel_max,target_valid_pixel_count,target_mean_intensity,adjacent_control_status,adjacent_control_mean,adjacent_control_ratio,far_control_status,far_control_mean,far_control_ratio,temporal_control_status,temporal_control_frame,temporal_control_mean,temporal_control_ratio,matched_control_status
WGV33D_MAIN_F0000_C000001,GM_RM011,0,-55,-44,200,204,149,88.302013,matched_background_control,14.346154,6.1551,matched_background_control,38.058065,2.320192,temporal_background_control,120,38.100671,2.317597,matched_control_available
WGV33D_MAIN_F0000_C000002,GM_RM011,0,-48,-44,68,72,21,81.142857,matched_background_control,39.421053,2.058364,matched_background_control,89.952381,0.902065,temporal_background_control,120,109.238095,0.742807,matched_control_available
WGV33D_MAIN_F0000_C000003,GM_RM011,0,-40,-38,160,164,23,96.130435,matched_background_control,66.708332,1.441056,matched_background_control,0,96130435114.321487,temporal_background_control,120,40.434784,2.377419,matched_control_available
WGV33D_MAIN_F0000_C000004,GM_RM011,0,-40,-35,184,188,64,92.187501,matched_background_control,72.279413,1.275432,matched_background_control,0,92187501072.883606,temporal_background_control,120,52.78125,1.746596,matched_control_available
WGV33D_MAIN_F0000_C000005,GM_RM011,0,-36,-25,60,72,92,80.76087,matched_background_control,57.90196,1.298474,matched_background_control,0,75184210651.79924,temporal_background_control,120,100.44079,0.748543,matched_control_available
WGV33D_MAIN_F0000_C000006,GM_RM011,0,-35,-29,112,124,73,80,matched_background_control,48.821917,1.489319,matched_background_control,0,72711409242.361176,temporal_background_control,120,60.785235,1.196202,matched_control_available
WGV33D_MAIN_F0000_C000007,GM_RM011,0,-34,-31,184,188,39,89.051282,matched_background_control,91.94872,0.968489,matched_background_control,0,89051281660.031052,temporal_background_control,120,41.974359,2.121564,matched_control_available
WGV33D_MAIN_F0000_C000008,GM_RM011,0,-26,-20,176,180,75,91.92,matched_background_control,73.239998,1.255052,matched_background_control,0,91920000000,temporal_background_control,120,51.066667,1.8,matched_control_available
WGV33D_MAIN_F0000_C000009,GM_RM011,0,-21,-11,100,116,141,101.248227,matched_background_control,60.303333,1.502847,matched_background_control,6.561056,13.812817,temporal_background_control,120,69.94,1.295777,matched_control_available
WGV33D_MAIN_F0000_C000010,GM_RM011,0,-15,-12,52,68,28,142.071427,matched_background_control,67.326923,1.819917,matched_background_control,22.903846,5.349731,temporal_background_control,120,107.980393,1.134738,matched_control_available
WGV33D_MAIN_F0000_C000011,GM_RM011,0,-11,-5,56,68,52,129.903845,matched_background_control,94.448718,1.240939,matched_background_control,41.794872,2.804294,temporal_background_control,120,126.487179,0.926617,matched_control_available
WGV33D_MAIN_F0000_C000012,GM_RM011,0,-10,-2,100,112,105,95.838095,matched_background_control,98.179775,0.86276,matched_background_control,41.468927,2.042627,temporal_background_control,120,95.466666,0.887279,matched_control_available
WGV33D_MAIN_F0000_C000013,GM_RM011,0,-4,1,60,72,36,106.944444,matched_background_control,108.73913,0.865714,matched_background_control,49.1,1.91725,temporal_background_control,120,91.041096,1.034005,matched_control_available
WGV33D_MAIN_F0000_C000014,GM_RM011,0,0,6,56,64,31,122.354838,matched_background_control,104.520833,1.028242,matched_background_control,40.729167,2.638717,temporal_background_control,120,115.490909,0.930573,matched_control_available
WGV33D_MAIN_F0000_C000015,GM_RM011,0,6,9,56,72,26,100.692307,matched_background_control,101.346939,0.926949,matched_background_control,53.716981,1.748858,temporal_background_control,120,95.886793,0.979732,matched_control_available
WGV33D_MAIN_F0000_C000016,GM_RM011,0,13,20,272,280,249,81.835342,matched_background_control,42.940521,1.873383,matched_background_control,33.132842,2.427924,temporal_background_control,120,34.753731,2.314688,matched_control_available
WGV33D_MAIN_F0000_C000017,GM_RM011,0,15,25,68,76,69,80.913044,matched_background_control,74.480392,1.014421,matched_background_control,66.116505,1.142747,temporal_background_control,120,75.346535,1.00276,matched_control_available
WGV33D_STRICT_F0000_C000018,GM_RM011,0,-54,-52,200,204,27,91.111108,matched_background_control,49.533333,1.83939,matched_background_control,38.464285,2.36872,temporal_background_control,120,37.777779,2.411765,matched_control_available
WGV33D_STRICT_F0000_C000019,GM_RM011,0,-51,-45,200,204,82,91.634146,matched_background_control,61.835293,1.481907,matched_background_control,37.27381,2.458406,temporal_background_control,120,38.963415,2.3518,matched_control_available
WGV33D_STRICT_F0000_C000020,GM_RM011,0,-40,-38,160,164,23,96.130435,matched_background_control,66.708332,1.441056,matched_background_control,0,96130435114.321487,temporal_background_control,120,40.434784,2.377419,matched_control_available
WGV33D_STRICT_F0000_C000021,GM_RM011,0,-34,-32,184,188,25,93.319998,matched_background_control,90.69231,1.028974,matched_background_control,0,93319998168.945312,temporal_background_control,120,42.520001,2.194732,matched_control_available
WGV33D_STRICT_F0000_C000022,GM_RM011,0,-32,-31,68,72,4,97.5,matched_control_unavailable,0,97.5,matched_background_control,71.75,1.358885,temporal_background_control,120,68,1.433824,matched_control_available
WGV33D_STRICT_F0000_C000023,GM_RM011,0,-18,-12,100,112,75,106.4,matched_background_control,63.244444,1.58023,matched_background_control,5.410448,18.471806,temporal_background_control,120,69.459259,1.43884,matched_control_available
WGV33D_STRICT_F0000_C000024,GM_RM011,0,-15,-12,56,68,24,143.749998,matched_background_control,73.399999,1.802557,matched_background_control,22.682927,5.83292,temporal_background_control,120,111.153847,1.190311,matched_control_available
WGV33D_STRICT_F0000_C000025,GM_RM011,0,-11,-7,60,68,30,136.533332,matched_background_control,110,1.198961,matched_background_control,43.411765,3.038018,temporal_background_control,120,112.228571,1.175153,matched_control_available
WGV33D_STRICT_F0000_C000026,GM_RM011,0,-10,-2,100,112,75,101.506667,matched_background_control,98.179775,0.86276,matched_background_control,41.468927,2.042627,temporal_background_control,120,95.466666,0.887279,matched_control_available
WGV33D_STRICT_F0000_C000027,GM_RM011,0,0,6,56,64,31,122.354838,matched_background_control,104.520833,1.028242,matched_background_control,40.729167,2.638717,temporal_background_control,120,115.490909,0.930573,matched_control_available
WGV33D_STRICT_F0000_C000028,GM_RM011,0,7,9,56,60,8,100.375,matched_background_control,130.875,0.766953,matched_background_control,41.714285,2.40625,temporal_background_control,120,135.125,0.742831,matched_control_available
WGV33D_STRICT_F0000_C000029,GM_RM011,0,14,15,272,280,38,91.157894,matched_background_control,56.078947,1.625528,matched_background_control,33.026316,2.760159,temporal_background_control,120,32.078946,2.841674,matched_control_available
WGV33D_STRICT_F0000_C000030,GM_RM011,0,17,22,68,76,23,87.478261,matched_background_control,66.88,1.202751,matched_background_control,64.137254,1.254185,temporal_background_control,120,78.32,1.027068,matched_control_available
WGV33D_MAIN_F0001_C000031,GM_RM011,1,-52,-45,196,200,98,94.857143,matched_background_control,48.884211,1.940445,matched_background_control,47.958333,1.977907,temporal_background_control,121,41.326531,2.295309,matched_control_available
WGV33D_MAIN_F0001_C000032,GM_RM011,1,-29,-27,184,188,26,105.884613,matched_background_control,97.888889,1.081682,matched_background_control,0,105884613037.109375,temporal_background_control,121,41.115385,2.575304,matched_control_available
WGV33D_MAIN_F0001_C000033,GM_RM011,1,-28,-21,56,68,63,90.285714,matched_background_control,69.208791,1.218164,matched_background_control,0,84307692223.852798,temporal_background_control,121,127.285714,0.66235,matched_control_available
WGV33D_MAIN_F0001_C000034,GM_RM011,1,-20,-17,60,68,18,102,matched_background_control,89.74074,1.10079,matched_background_control,0,98785714830.671036,temporal_background_control,121,94.535714,1.044957,matched_control_available
WGV33D_MAIN_F0001_C000035,GM_RM011,1,-16,-13,176,180,36,99.611111,matched_background_control,96.868422,1.028314,matched_background_control,0.236842,420.580247,temporal_background_control,121,52.805554,1.886376,matched_control_available
WGV33D_MAIN_F0001_C000036,GM_RM011,1,-13,16,52,72,266,132.586466,matched_background_control,71.502385,1.535849,matched_background_control,56.768987,1.934452,temporal_background_control,121,103.089172,1.065261,matched_control_available
WGV33D_MAIN_F0001_C000037,GM_RM011,1,-12,5,100,112,163,107.858896,matched_background_control,78.559681,1.184687,matched_background_control,44.68883,2.082592,temporal_background_control,121,92.693931,1.004042,matched_control_available
WGV33D_MAIN_F0001_C000038,GM_RM011,1,20,25,68,76,36,90.277777,matched_background_control,78.12,1.102125,matched_background_control,66.960785,1.285798,temporal_background_control,121,81.764706,1.052998,matched_control_available
WGV33D_STRICT_F0001_C000039,GM_RM011,1,-49,-45,196,200,56,100.499999,matched_background_control,73.696428,1.363702,matched_background_control,44.142857,2.276699,temporal_background_control,121,43.785714,2.295269,matched_control_available
WGV33D_STRICT_F0001_C000040,GM_RM011,1,-29,-28,184,188,13,114.53846,matched_background_control,91.785713,1.24789,matched_background_control,0,114538459777.832031,temporal_background_control,121,38.923077,2.942688,matched_control_available
WGV33D_STRICT_F0001_C000041,GM_RM011,1,-12,0,56,68,103,153.427184,matched_background_control,88.713376,1.571202,matched_background_control,53.032051,2.628348,temporal_background_control,121,134.126667,1.039217,matched_control_available
WGV33D_STRICT_F0001_C000042,GM_RM011,1,-9,4,104,108,96,112.46875,matched_background_control,88.656249,1.268594,matched_background_control,44.928572,2.503279,temporal_background_control,121,100.75,1.116315,matched_control_available
WGV33D_STRICT_F0001_C000043,GM_RM011,1,1,3,64,68,8,125.625,matched_background_control,94.5,1.329365,matched_background_control,78.000003,1.610577,temporal_background_control,121,75.875,1.655684,matched_control_available
WGV33D_STRICT_F0001_C000044,GM_RM011,1,3,10,56,68,46,130.152174,matched_background_control,122.073684,0.962211,matched_background_control,65.1,1.804311,temporal_background_control,121,91.606741,1.282227,matched_control_available
WGV33D_STRICT_F0001_C000045,GM_RM011,1,13,15,56,64,8,127,matched_background_control,119.777777,0.928189,matched_background_control,61.941177,1.794872,temporal_background_control,121,108.882354,1.02107,matched_control_available
WGV33D_MAIN_F0002_C000046,GM_RM011,2,-52,-49,244,248,52,77.807691,matched_background_control,65.140001,1.194469,matched_background_control,38.584906,2.016532,temporal_background_control,122,45.403846,1.713681,matched_control_available
WGV33D_MAIN_F0002_C000047,GM_RM011,2,-48,-44,196,200,59,83.59322,matched_background_control,54.75,1.526817,matched_background_control,34.842857,2.399149,temporal_background_control,122,41.745763,2.002436,matched_control_available
WGV33D_MAIN_F0002_C000048,GM_RM011,2,-43,-38,196,200,67,87.58209,matched_background_control,76.25352,1.148565,matched_background_control,0,87582089666.110352,temporal_background_control,122,53.373134,1.64094,matched_control_available
WGV33D_MAIN_F0002_C000049,GM_RM011,2,-23,-16,108,120,78,83.96154,matched_background_control,62.401198,1.182822,matched_background_control,0,73809524354.48056,temporal_background_control,122,77.303571,0.954801,matched_control_available
WGV33D_MAIN_F0002_C000050,GM_RM011,2,-22,-14,56,72,81,82.753086,matched_background_control,58.041958,1.319832,matched_background_control,0.335664,228.220946,temporal_background_control,122,106.887323,0.716695,matched_control_available
WGV33D_MAIN_F0002_C000051,GM_RM011,2,-15,-12,172,180,48,90.312499,matched_background_control,71,1.215512,matched_background_control,7.657895,11.269595,temporal_background_control,122,59.520547,1.449942,matched_control_available
WGV33D_MAIN_F0002_C000052,GM_RM011,2,-14,8,100,112,200,94.195,matched_background_control,53.034765,1.50568,matched_background_control,35.152749,2.271611,temporal_background_control,122,91.674134,0.871057,matched_control_available
WGV33D_MAIN_F0002_C000053,GM_RM011,2,-7,0,56,68,55,142.6,matched_background_control,83.877778,1.544123,matched_background_control,44.626374,2.902267,temporal_background_control,122,142.941176,0.906091,matched_control_available
WGV33D_MAIN_F0002_C000054,GM_RM011,2,5,18,56,68,116,106.974138,matched_background_control,107.25731,0.955232,matched_background_control,54.514793,1.87941,temporal_background_control,122,101.485207,1.009562,matched_control_available
WGV33D_MAIN_F0002_C000055,GM_RM011,2,23,28,276,284,98,74.010204,matched_background_control,52.479798,1.303088,matched_background_control,31.902543,2.143584,temporal_background_control,122,37.817259,1.808322,matched_control_available
WGV33D_MAIN_F0002_C000056,GM_RM011,2,25,31,68,80,48,77.354167,matched_background_control,64.186813,1.111886,matched_background_control,53.362637,1.337423,temporal_background_control,122,68.536842,1.041315,matched_control_available
WGV33D_STRICT_F0002_C000057,GM_RM011,2,-48,-45,196,200,44,85.681817,matched_background_control,59.487805,1.440326,matched_background_control,44.545455,1.923469,temporal_background_control,122,40.863637,2.096774,matched_control_available
WGV33D_STRICT_F0002_C000058,GM_RM011,2,-42,-39,196,200,40,97.375,matched_background_control,83.977778,1.159533,matched_background_control,0,97375000381.469727,temporal_background_control,122,52.55,1.852997,matched_control_available
WGV33D_STRICT_F0002_C000059,GM_RM011,2,-23,-19,108,120,48,86.125002,matched_background_control,68.252632,1.131863,matched_background_control,0,77252632863.898026,temporal_background_control,122,78.410526,0.985233,matched_control_available
WGV33D_STRICT_F0002_C000060,GM_RM011,2,-21,-14,56,68,51,87.039216,matched_background_control,61.439561,1.350921,matched_background_control,0.406593,204.13513,temporal_background_control,122,117.351647,0.707276,matched_control_available
WGV33D_STRICT_F0002_C000061,GM_RM011,2,-13,-11,100,104,14,97.142857,matched_background_control,60.714287,1.6,matched_background_control,33.642857,2.887473,temporal_background_control,122,99.785713,0.973515,matched_control_available
WGV33D_STRICT_F0002_C000062,GM_RM011,2,-10,7,100,112,131,97.900764,matched_background_control,61.658731,1.312653,matched_background_control,37.103448,2.181374,temporal_background_control,122,93.526455,0.865386,matched_control_available
WGV33D_STRICT_F0002_C000063,GM_RM011,2,-7,0,60,68,41,148.512195,matched_background_control,88.548387,1.548899,matched_background_control,46.403226,2.955668,temporal_background_control,122,120.101694,1.14197,matched_control_available
WGV33D_STRICT_F0002_C000064,GM_RM011,2,8,15,56,68,54,111.925926,matched_background_control,85.821053,1.249597,matched_background_control,55.252747,1.940931,temporal_background_control,122,98.087912,1.093323,matched_control_available
WGV33D_STRICT_F0002_C000065,GM_RM011,2,14,18,56,68,27,109.629631,matched_background_control,107.634615,0.987136,matched_background_control,59.038461,1.799674,temporal_background_control,122,119.057692,0.892424,matched_control_available
WGV33D_STRICT_F0002_C000066,GM_RM011,2,27,30,72,76,16,82.4375,matched_background_control,68.933334,1.195902,matched_background_control,51.0625,1.614443,temporal_background_control,122,69,1.194746,matched_control_available
WGV33D_MAIN_F0003_C000067,GM_RM011,3,-51,-46,156,164,68,77.338235,matched_background_control,46.758928,1.50991,matched_background_control,51.803572,1.362875,temporal_background_control,123,35,2.017193,matched_control_available
WGV33D_MAIN_F0003_C000068,GM_RM011,3,-42,-38,192,200,84,85.035714,matched_background_control,44.555555,1.807564,matched_background_control,0,80537037037.037033,temporal_background_control,123,52.092593,1.546036,matched_control_available
WGV33D_MAIN_F0003_C000069,GM_RM011,3,-34,-30,64,72,34,82.382353,matched_background_control,53.710526,1.476099,matched_background_control,0,79282051771.115036,temporal_background_control,123,83.512822,0.94934,matched_control_available
WGV33D_MAIN_F0003_C000070,GM_RM011,3,-27,-25,172,176,24,104.208333,matched_background_control,65.913046,1.580997,matched_background_control,0,104208332697.550461,temporal_background_control,123,45.041667,2.313598,matched_control_available
WGV33D_MAIN_F0003_C000071,GM_RM011,3,-20,-7,56,72,93,88.236559,matched_background_control,59.922747,1.309229,matched_background_control,21.623932,3.628045,temporal_background_control,123,100.823276,0.77812,matched_control_available
WGV33D_MAIN_F0003_C000072,GM_RM011,3,-20,-13,108,120,86,86.976744,matched_background_control,56.587879,1.387328,matched_background_control,0.257485,304.895217,temporal_background_control,123,68.940476,1.13875,matched_control_available
WGV33D_MAIN_F0003_C000073,GM_RM011,3,-11,-6,96,112,66,95.863637,matched_background_control,60.060811,1.411417,matched_background_control,33.710345,2.514683,temporal_background_control,123,83.097223,1.02014,matched_control_available
WGV33D_MAIN_F0003_C000074,GM_RM011,3,-11,-9,216,220,30,78.999998,matched_background_control,47.533333,1.661992,matched_background_control,34.733334,2.274472,temporal_background_control,123,46.366667,1.70381,matched_control_available
WGV33D_MAIN_F0003_C000075,GM_RM011,3,-9,-7,180,184,24,87.25,matched_background_control,64.423077,1.354328,matched_background_control,40.666667,2.145492,temporal_background_control,123,49.708334,1.755239,matched_control_available
WGV33D_MAIN_F0003_C000076,GM_RM011,3,-6,4,56,68,88,138.863636,matched_background_control,84.384615,1.449741,matched_background_control,45.375,2.696108,temporal_background_control,123,113.916031,1.073913,matched_control_available
WGV33D_MAIN_F0003_C000077,GM_RM011,3,-6,-2,192,200,84,78.857143,matched_background_control,60.19091,1.249892,matched_background_control,38.225226,1.968128,temporal_background_control,123,42.910714,1.753225,matched_control_available
WGV33D_MAIN_F0003_C000078,GM_RM011,3,-5,10,104,112,170,89.988236,matched_background_control,73.311403,1.172354,matched_background_control,39.84375,2.157099,temporal_background_control,123,83.318584,1.031545,matched_control_available
WGV33D_MAIN_F0003_C000079,GM_RM011,3,8,17,56,72,64,100.374999,matched_background_control,102.300614,0.865978,matched_background_control,57.556962,1.539172,temporal_background_control,123,77.58385,1.141862,matched_control_available
WGV33D_MAIN_F0003_C000080,GM_RM011,3,17,25,56,76,46,99.565217,matched_background_control,80.423913,0.985454,matched_background_control,57.470588,1.379037,temporal_background_control,123,95.118919,0.83321,matched_control_available
WGV33D_MAIN_F0003_C000081,GM_RM011,3,26,29,276,284,99,79.080809,matched_background_control,50.487179,1.531183,matched_background_control,34.404255,2.246963,temporal_background_control,123,33.68644,2.294843,matched_control_available
WGV33D_MAIN_F0003_C000082,GM_RM011,3,29,35,68,80,46,77.391304,matched_background_control,65.252747,1.057427,matched_background_control,56.62766,1.218486,temporal_background_control,123,64.494624,1.069857,matched_control_available
WGV33D_MAIN_F0003_C000083,GM_RM011,3,32,34,208,212,29,79.275862,matched_background_control,47.793104,1.65873,matched_background_control,47.862068,1.65634,temporal_background_control,123,71.379309,1.110628,matched_control_available
WGV33D_STRICT_F0003_C000084,GM_RM011,3,-41,-39,192,200,56,90.5,matched_background_control,49.517241,1.827646,matched_background_control,0,90500000000,temporal_background_control,123,53.589286,1.68877,matched_control_available
WGV33D_STRICT_F0003_C000085,GM_RM011,3,-33,-31,64,72,18,87.666667,matched_background_control,59.315789,1.477965,matched_background_control,0,87666666666.666672,temporal_background_control,123,84.944445,1.032047,matched_control_available
WGV33D_STRICT_F0003_C000086,GM_RM011,3,-20,-18,108,116,23,96.26087,matched_background_control,63.354839,1.476801,matched_background_control,0,93562499284.744263,temporal_background_control,123,75.187499,1.244389,matched_control_available
WGV33D_STRICT_F0003_C000087,GM_RM011,3,-19,-11,56,68,58,90.706896,matched_background_control,56.423077,1.488236,matched_background_control,15.019048,5.590959,temporal_background_control,123,108.262136,0.775626,matched_control_available
WGV33D_STRICT_F0003_C000088,GM_RM011,3,-9,-6,100,108,29,101.827586,matched_background_control,60.181818,1.637085,matched_background_control,33.795455,2.915266,temporal_background_control,123,80.863637,1.218381,matched_control_available
WGV33D_STRICT_F0003_C000089,GM_RM011,3,-6,3,60,68,56,154.553571,matched_background_control,87.65,1.582191,matched_background_control,47.197531,2.938268,temporal_background_control,123,103.530864,1.339494,matched_control_available
WGV33D_STRICT_F0003_C000090,GM_RM011,3,-5,1,104,108,44,99.227273,matched_background_control,77,1.288666,matched_background_control,37.454545,2.649272,temporal_background_control,123,88.5,1.121212,matched_control_available
WGV33D_STRICT_F0003_C000091,GM_RM011,3,-3,-2,192,196,16,90.875,matched_background_control,77.066666,1.179174,matched_background_control,38,2.391447,temporal_background_control,123,43.8125,2.07418,matched_control_available
WGV33D_STRICT_F0003_C000092,GM_RM011,3,3,10,104,112,76,88.934211,matched_background_control,88.264706,0.960768,matched_background_control,42.25,2.007145,temporal_background_control,123,86.669811,0.978448,matched_control_available
WGV33D_STRICT_F0003_C000093,GM_RM011,3,10,15,56,68,37,103.891891,matched_background_control,76.285714,1.227571,matched_background_control,52.846154,1.772052,temporal_background_control,123,79.753846,1.17419,matched_control_available
WGV33D_STRICT_F0003_C000094,GM_RM011,3,17,18,68,72,4,122.25,matched_background_control,76.25,1.603279,matched_background_control,79.25,1.542587,temporal_background_control,123,55.25,2.21267,matched_control_available
WGV33D_STRICT_F0003_C000095,GM_RM011,3,18,19,56,64,8,126.625,matched_background_control,99.111111,1.277607,matched_background_control,56.125,2.256125,temporal_background_control,123,116.25,1.089247,matched_control_available
WGV33D_STRICT_F0003_C000096,GM_RM011,3,27,28,280,284,20,88.900002,matched_background_control,60.263157,1.475197,matched_background_control,34.208332,2.598782,temporal_background_control,123,33.299999,2.66967,matched_control_available
WGV33D_STRICT_F0003_C000097,GM_RM011,3,30,32,72,76,11,88.363636,matched_background_control,70.454543,1.254194,matched_background_control,54.727273,1.614618,temporal_background_control,123,62.090909,1.423133,matched_control_available
WGV33D_MAIN_F0004_C000098,GM_RM011,4,-51,-46,152,160,64,83.546876,matched_background_control,47.990909,1.559709,matched_background_control,50.648648,1.477865,temporal_background_control,124,35.120371,2.131294,matched_control_available
WGV33D_MAIN_F0004_C000099,GM_RM011,4,-46,-43,132,136,24,88.000002,matched_background_control,47.535713,1.85124,matched_background_control,44.5,1.977528,temporal_background_control,124,36.083333,2.438799,matched_control_available
WGV33D_MAIN_F0004_C000100,GM_RM011,4,-42,-38,188,196,69,95.10145,matched_background_control,49.485981,1.640756,matched_background_control,0,81194445009.584778,temporal_background_control,124,51.675926,1.571224,matched_control_available
WGV33D_MAIN_F0004_C000101,GM_RM011,4,-31,-27,60,72,42,82.023809,matched_background_control,54.345454,1.44478,matched_background_control,0,78517240458.521332,temporal_background_control,124,86.62069,0.906449,matched_control_available
WGV33D_MAIN_F0004_C000102,GM_RM011,4,-25,-22,156,160,34,97.470587,matched_background_control,61.562498,1.583279,matched_background_control,0,97470587337.718277,temporal_background_control,124,42.82353,2.276099,matched_control_available
WGV33D_MAIN_F0004_C000103,GM_RM011,4,-17,-8,56,68,77,94.38961,matched_background_control,59.677966,1.492212,matched_background_control,27.661017,3.219411,temporal_background_control,124,116.73913,0.762831,matched_control_available
WGV33D_MAIN_F0004_C000104,GM_RM011,4,-17,-15,184,192,39,93.487179,matched_background_control,59.981133,1.510411,matched_background_control,0,90596154139.592102,temporal_background_control,124,41.153846,2.201402,matched_control_available
WGV33D_MAIN_F0004_C000105,GM_RM011,4,-11,-9,172,176,23,101.173911,matched_background_control,83.199999,1.216033,matched_background_control,40.6,2.491968,temporal_background_control,124,57.130436,1.770928,matched_control_available
WGV33D_MAIN_F0004_C000106,GM_RM011,4,-8,-6,180,188,39,94.589746,matched_background_control,63.254902,1.383447,matched_background_control,39.057693,2.240527,temporal_background_control,124,46.117647,1.897534,matched_control_available
WGV33D_MAIN_F0004_C000107,GM_RM011,4,-6,6,56,68,88,148.693182,matched_background_control,82.335484,1.545584,matched_background_control,45.74359,2.781951,temporal_background_control,124,112.596154,1.130202,matched_control_available
WGV33D_MAIN_F0004_C000108,GM_RM011,4,-4,0,192,196,52,88.596153,matched_background_control,61.115384,1.449654,matched_background_control,46.927272,1.887946,temporal_background_control,124,43.134616,2.053946,matched_control_available
WGV33D_MAIN_F0004_C000109,GM_RM011,4,-1,2,104,112,28,101.357143,matched_background_control,76.826087,1.245671,matched_background_control,36.511628,2.621083,temporal_background_control,124,79.4,1.20529,matched_control_available
WGV33D_MAIN_F0004_C000110,GM_RM011,4,-1,5,220,232,155,79.954839,matched_background_control,52.273684,1.407797,matched_background_control,38.385159,1.917167,temporal_background_control,124,38.042705,1.934425,matched_control_available
WGV33D_MAIN_F0004_C000111,GM_RM011,4,3,13,104,112,129,89.108527,matched_background_control,81.567568,1.067818,matched_background_control,41.805369,2.083449,temporal_background_control,124,83.629139,1.041495,matched_control_available
WGV33D_MAIN_F0004_C000112,GM_RM011,4,11,20,60,76,70,105.742857,matched_background_control,91.49162,0.977433,matched_background_control,62.649123,1.427425,temporal_background_control,124,71.994152,1.242141,matched_control_available
WGV33D_MAIN_F0004_C000113,GM_RM011,4,20,25,56,68,28,105.571429,matched_background_control,96.469696,0.926078,matched_background_control,60.723077,1.471244,temporal_background_control,124,105.692308,0.845269,matched_control_available
WGV33D_MAIN_F0004_C000114,GM_RM011,4,26,30,72,76,22,81.136363,matched_background_control,82.545457,0.982929,matched_background_control,48.590909,1.669785,temporal_background_control,124,78.5,1.033584,matched_control_available
WGV33D_MAIN_F0004_C000115,GM_RM011,4,26,31,280,288,118,83.855931,matched_background_control,46.570707,1.646785,matched_background_control,35.954081,2.133052,temporal_background_control,124,34.308081,2.235389,matched_control_available
WGV33D_MAIN_F0004_C000116,GM_RM011,4,31,34,72,80,21,80.999999,matched_background_control,73.294118,1.065966,matched_background_control,53.6875,1.455256,temporal_background_control,124,63.096774,1.238241,matched_control_available
WGV33D_STRICT_F0004_C000117,GM_RM011,4,-50,-47,152,156,31,90.16129,matched_background_control,57.46875,1.568875,matched_background_control,49.78125,1.81115,temporal_background_control,124,34.096775,2.644276,matched_control_available
WGV33D_STRICT_F0004_C000118,GM_RM011,4,-46,-44,132,136,15,91.533334,matched_control_unavailable,0,91.533334,matched_background_control,39.666666,2.307563,temporal_background_control,124,35.933334,2.54731,matched_control_available
WGV33D_STRICT_F0004_C000119,GM_RM011,4,-41,-38,192,196,40,108.150001,matched_background_control,55.395349,1.95233,matched_background_control,0,108150000762.939453,temporal_background_control,124,55.3,1.955696,matched_control_available
WGV33D_STRICT_F0004_C000120,GM_RM011,4,-31,-28,60,68,13,91.769231,matched_background_control,57.222222,1.433657,matched_background_control,0,82037036189.326523,temporal_background_control,124,99.555555,0.824033,matched_control_available
WGV33D_STRICT_F0004_C000121,GM_RM011,4,-25,-22,156,160,34,97.470587,matched_background_control,61.562498,1.583279,matched_background_control,0,97470587337.718277,temporal_background_control,124,42.82353,2.276099,matched_control_available
WGV33D_STRICT_F0004_C000122,GM_RM011,4,-17,-11,56,68,37,98.864864,matched_background_control,58.371795,1.516819,matched_background_control,19.974683,4.432585,temporal_background_control,124,111.157894,0.79652,matched_control_available
WGV33D_STRICT_F0004_C000123,GM_RM011,4,-10,-9,172,176,11,107.181816,matched_background_control,80.75,1.327329,matched_background_control,42.76923,2.50605,temporal_background_control,124,58.18182,1.842187,matched_control_available
WGV33D_STRICT_F0004_C000124,GM_RM011,4,-8,-6,180,184,26,98.500002,matched_background_control,63.076923,1.561585,matched_background_control,40,2.4625,temporal_background_control,124,47.192308,2.087205,matched_control_available
WGV33D_STRICT_F0004_C000125,GM_RM011,4,-6,6,60,68,68,153.632353,matched_background_control,84.916667,1.616124,matched_background_control,47.560748,2.885486,temporal_background_control,124,94.216981,1.456594,matched_control_available
WGV33D_STRICT_F0004_C000126,GM_RM011,4,-4,-1,192,196,40,92.299999,matched_background_control,61.425,1.502645,matched_background_control,46.951219,1.96587,temporal_background_control,124,43.35,2.129181,matched_control_available
WGV33D_STRICT_F0004_C000127,GM_RM011,4,-1,2,104,112,28,101.357143,matched_background_control,76.826087,1.245671,matched_background_control,36.511628,2.621083,temporal_background_control,124,79.4,1.20529,matched_control_available
WGV33D_STRICT_F0004_C000128,GM_RM011,4,7,8,60,64,4,101.75,matched_background_control,107,0.950935,matched_background_control,44.25,2.299435,temporal_background_control,124,90.25,1.127424,matched_control_available
WGV33D_STRICT_F0004_C000129,GM_RM011,4,7,12,104,112,62,93.5,matched_background_control,87.6875,1.027873,matched_background_control,40.644737,2.217546,temporal_background_control,124,86.578947,1.041033,matched_control_available
WGV33D_STRICT_F0004_C000130,GM_RM011,4,11,19,60,76,51,107.313725,matched_background_control,84.578231,1.051967,matched_background_control,61.157895,1.454816,temporal_background_control,124,69.913908,1.272615,matched_control_available
WGV33D_STRICT_F0004_C000131,GM_RM011,4,18,20,68,72,10,112.799999,matched_background_control,77.400002,1.457364,matched_background_control,78.999998,1.427848,temporal_background_control,124,70.200001,1.606838,matched_control_available
WGV33D_STRICT_F0004_C000132,GM_RM011,4,20,25,56,68,28,105.571429,matched_background_control,96.469696,0.926078,matched_background_control,60.723077,1.471244,temporal_background_control,124,105.692308,0.845269,matched_control_available
