core_subgraph_id,sar_frame,atom_id,candidate_role,membership_decision,boundary_distance_to_core_px,centroid_distance_to_core_px,shares_persistent_track,compatible_part_relation,background_arc_conflict,bbox_blank_ratio_if_included,decision_reason
R2C0024,77,R1A0066,unresolved_atom,include_in_bbox,12,91.667349,false,true,false,0.605072,near_core_compatible_optional_response
R2C0024,77,R1A0067,side_ridge_candidate,include_in_bbox,0,63.720996,false,true,false,0.398693,near_core_compatible_optional_response
R2C0024,77,R1A0068,isolated_small_atom,uncertain_bbox_membership,48,124.56186,false,true,false,0.659274,near_but_not_decisive_optional_response
R2C0025,77,R1A0064,unresolved_atom,include_in_bbox,0,67.824566,false,true,false,0.095148,near_core_compatible_optional_response
R2C0025,77,R1A0065,unresolved_atom,include_in_bbox,6,105.620416,false,true,false,0.632664,near_core_compatible_optional_response
R2C0025,77,R1A0068,isolated_small_atom,include_in_bbox,12,102.030399,false,true,false,0.65914,near_core_compatible_optional_response
R2C0026,78,R1A0070,unresolved_atom,include_in_bbox,18,70.581938,false,true,false,0,near_core_compatible_optional_response
R2C0026,78,R1A0071,unresolved_atom,uncertain_bbox_membership,55.317267,108.465659,false,true,false,0.613889,near_but_not_decisive_optional_response
R2C0026,78,R1A0072,side_ridge_candidate,include_in_bbox,18,67.91314,false,true,false,0.427778,near_core_compatible_optional_response
R2C0026,78,R1A0073,side_ridge_candidate,include_in_bbox,0,40.225628,false,true,false,0,near_core_compatible_optional_response
R2C0026,78,R1A0075,isolated_small_atom,include_in_bbox,0,32.621047,false,true,false,0,near_core_compatible_optional_response
R2C0026,78,R1A0076,isolated_small_atom,include_in_bbox,0,52.967478,false,true,false,0.271062,near_core_compatible_optional_response
R2C0027,78,R1A0071,unresolved_atom,uncertain_bbox_membership,30,104.890378,false,true,false,0.121399,near_but_not_decisive_optional_response
R2C0027,78,R1A0072,side_ridge_candidate,include_in_bbox,6,70.427743,false,true,false,0,near_core_compatible_optional_response
R2C0027,78,R1A0075,isolated_small_atom,include_in_bbox,0,47.302867,false,true,false,0,near_core_compatible_optional_response
R2C0027,78,R1A0076,isolated_small_atom,include_in_bbox,0,71.971643,false,true,false,0.037376,near_core_compatible_optional_response
R2C0028,79,R1A0077,background_arc_candidate,exclude_from_bbox,0,66.999544,false,false,true,0,background_arc_conflict
R2C0028,79,R1A0078,unresolved_atom,uncertain_bbox_membership,55.317267,107.150851,false,true,false,0.589669,near_but_not_decisive_optional_response
R2C0028,79,R1A0079,unresolved_atom,include_in_bbox,0,40.413965,false,true,false,0,near_core_compatible_optional_response
R2C0028,79,R1A0081,isolated_small_atom,include_in_bbox,0,29.853468,false,true,false,0,near_core_compatible_optional_response
R2C0028,79,R1A0082,isolated_small_atom,uncertain_bbox_membership,30.594117,85.672892,false,true,false,0.488095,near_but_not_decisive_optional_response
R2C0028,79,R1A0083,unresolved_atom,include_in_bbox,6,57.793001,false,true,false,0.306122,near_core_compatible_optional_response
R2C0029,79,R1A0077,background_arc_candidate,exclude_from_bbox,0,73.697713,false,false,true,0.141908,background_arc_conflict
R2C0029,79,R1A0078,unresolved_atom,uncertain_bbox_membership,42.426407,119.878505,false,true,false,0.68557,near_but_not_decisive_optional_response
R2C0029,79,R1A0081,isolated_small_atom,include_in_bbox,0,41.941467,false,true,false,0.355556,near_core_compatible_optional_response
R2C0029,79,R1A0082,isolated_small_atom,include_in_bbox,6,73.194565,false,true,false,0.490132,near_core_compatible_optional_response
