pair_id,sar_frame,split,selected_center_x,selected_center_y,body_axis_proxy_deg,body_axis_axial_ci_low_deg,body_axis_axial_ci_high_deg,body_axis_axial_ci_width_deg,method_consensus_axial_mad_deg,speed_px_per_sar_frame,along_track_residual_px,cross_track_residual_px,total_residual_px,support_frame_count,support_frames,trajectory_gap_size,local_displacement_sign_stability,duplicate_conflict_status,identity_consistency_status,heading_observability_status,observability_thresholds,threshold_source,diagnostic_scope
WGV35A_PAIR_0121,365,guard,1113.7395,942.0465,0.068554,0.167184,0.884675,0.717491,0.517643,6.776145,3.619708,1.24685,3.828436,17,357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373,1,0.9375,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0123,366,guard,1129.813,941.987,0.030427,0.066154,0.759692,0.693537,0.429213,6.843342,3.621636,1.196466,3.814155,17,358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374,1,0.9375,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0126,367,guard,1132.548,943.3995,1.263257,0.864611,1.967592,1.102981,0.595851,6.805871,3.66113,1.359717,3.905471,17,359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375,1,0.9375,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0130,368,guard,1139.548,942.787,1.62209,1.784477,2.423773,0.639295,0.836105,6.512041,4.249889,1.223244,4.42243,17,360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376,1,0.875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0133,369,guard,1135.602,942.273,1.13212,1.669848,2.426627,0.756779,1.048307,6.625737,4.646278,1.220119,4.80381,17,361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377,1,0.875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0135,370,guard,1150.939,943.927,2.481305,2.147157,2.895818,0.748661,0.407457,6.471811,4.949269,1.185127,5.089184,17,362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378,1,0.8125,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0138,371,posthoc_diagnosis,1152.9075,943.743,2.517582,1.997647,2.669365,0.671717,0.259154,6.412588,4.774867,1.307479,4.950642,17,363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379,1,0.8125,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0140,372,posthoc_diagnosis,1167.105,941.444,1.609666,1.284287,1.77692,0.492632,0.106756,6.349223,4.907499,1.249256,5.06401,17,364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380,1,0.75,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0143,373,posthoc_diagnosis,1172.077,943.364,1.247178,0.848202,1.297514,0.449312,0.448693,6.364779,4.906749,1.264232,5.066998,17,365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381,1,0.75,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0146,374,posthoc_diagnosis,1179.7,944.002,0.603149,0.185845,0.828949,0.643103,0.387206,6.078036,5.101917,1.352666,5.278188,17,366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0149,375,posthoc_diagnosis,1182.299,946.874,0.409015,179.718087,0.220223,0.502137,0.737546,6.374853,5.577039,1.368464,5.742478,17,367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0152,376,posthoc_diagnosis,1180.0355,945.461,0.30852,179.298179,0.024779,0.7266,0.963755,6.259236,5.817688,1.409143,5.985915,17,368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384,1,0.625,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0156,377,posthoc_diagnosis,1204.215,944.267,179.970796,178.924314,179.515853,0.59154,0.88252,6.491079,6.137447,1.408269,6.296942,17,369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0159,378,posthoc_diagnosis,1195.374,945.4285,179.149295,178.254281,178.885309,0.631028,1.470412,6.365673,5.863864,1.303005,6.006889,17,370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0162,379,posthoc_diagnosis,1211.993,942.7205,179.253793,178.023414,178.807475,0.784061,0.983027,6.341135,5.876025,1.286974,6.015312,17,371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0165,380,posthoc_diagnosis,1209.306,943,178.568741,177.081549,178.133125,1.051576,1.127295,6.385459,5.989566,1.429161,6.15771,17,372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0168,381,posthoc_diagnosis,1220.1195,943.178,178.213934,176.762365,177.918207,1.155841,1.024152,6.494603,5.909087,1.242248,6.038252,17,373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0170,382,posthoc_diagnosis,1217.126,941.929,176.922625,176.659155,177.461387,0.802232,1.155762,6.5801,5.845799,1.188095,5.965311,17,374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0172,383,posthoc_diagnosis,1241.6965,942,176.421332,176.776392,177.406674,0.630282,0.791251,6.540769,5.962773,1.2348,6.089285,17,375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391,1,0.625,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0175,384,posthoc_diagnosis,1231.5515,941.773,176.911416,177.092007,177.641808,0.549801,0.514233,6.578706,5.950157,1.153314,6.0609,17,376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0178,385,posthoc_diagnosis,1253.75,941.4055,177.578478,177.527742,178.062291,0.534549,0.849263,6.484964,5.702824,1.183678,5.824371,17,377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0180,386,posthoc_diagnosis,1254.202,941.113,178.053154,177.955162,178.736746,0.781584,0.656092,6.542528,5.447346,1.28184,5.596132,17,378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,1,0.6875,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0181,387,posthoc_diagnosis,1256.961,941.473,179.036933,178.548029,179.177787,0.629758,1.226901,6.428171,5.461217,1.199227,5.591336,16,379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,1,0.666667,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0183,388,posthoc_diagnosis,1271.3645,937.6575,178.373632,178.444127,179.208964,0.764837,0.876994,6.554486,5.488146,1.237784,5.625998,15,380;381;382;383;384;385;386;387;388;389;390;391;392;393;394,1,0.714286,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0185,389,posthoc_diagnosis,1273.609,942.56,178.056263,178.063614,179.785611,1.721997,1.529042,6.438481,5.575845,1.273051,5.719327,14,381;382;383;384;385;386;387;388;389;390;391;392;393;394,1,0.692308,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0188,390,posthoc_diagnosis,1280.156,941.331,179.358279,178.959686,179.963195,1.003509,0.764167,6.428327,5.782573,1.280586,5.922673,13,382;383;384;385;386;387;388;389;390;391;392;393;394,1,0.75,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0189,391,posthoc_diagnosis,1278.8,942.039,178.850939,178.812158,0.144653,1.332495,1.77674,5.984682,5.026594,1.333439,5.200452,12,383;384;385;386;387;388;389;390;391;392;393;394,1,0.727273,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0192,392,posthoc_diagnosis,1292.232,939.103,0.521525,179.252965,0.829905,1.57694,1.189486,6.264506,4.912571,1.385786,5.104288,11,384;385;386;387;388;389;390;391;392;393;394,1,0.8,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0193,393,posthoc_diagnosis,1301.839,940.8765,2.532359,178.980664,2.593455,3.612792,2.857862,5.655942,3.777653,1.446024,4.044953,10,385;386;387;388;389;390;391;392;393;394,1,0.777778,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
WGV35A_PAIR_0195,394,posthoc_diagnosis,1297.5875,942.3465,3.035507,179.682073,2.921876,3.239803,2.610324,5.91908,3.755868,1.525135,4.053712,9,386;387;388;389;390;391;392;393;394,1,0.75,UNIQUE_GT_CENTER,single_pair_single_gt,OBSERVABLE_MEDIUM,max_ci_high=6;max_mad_high=2.5;max_cross_high=2.308516;max_total_high=3.738784;min_support_high=7;min_sign_high=0.7;max_ci_medium=30;max_mad_medium=16;max_total_medium=11;min_support_medium=4;min_speed_medium=3.063465;max_gap_medium=4;min_sign_medium=0.58,calibration_sar_le_360,posthoc_two_sided_tangent_audit_not_runtime_state
