frame_a,frame_b,pair_type,time_delta_frames,aspect_delta_deg,corrected_range_delta_m,axis_pair_reliable,registration_pair_reliable,frame_a_axis_reliability,frame_b_axis_reliability,used_for_identifiability
359,386,non_adjacent_similar_aspect,27,4.670841,0.20664,true,true,HIGH,MEDIUM,true
359,387,non_adjacent_similar_aspect,28,4.080173,0.217087,true,true,HIGH,MEDIUM,true
360,377,non_adjacent_similar_aspect,17,2.39666,0.176445,true,true,HIGH,MEDIUM,true
360,378,non_adjacent_similar_aspect,18,2.849825,0.242311,true,true,HIGH,MEDIUM,true
360,379,non_adjacent_similar_aspect,19,0.581889,0.098202,true,true,HIGH,MEDIUM,true
360,380,non_adjacent_similar_aspect,20,0.279684,0.118152,true,true,HIGH,MEDIUM,true
360,381,non_adjacent_similar_aspect,21,1.63959,0.073219,true,true,HIGH,MEDIUM,true
360,382,non_adjacent_similar_aspect,22,2.470949,0.05101,true,true,HIGH,MEDIUM,true
360,384,non_adjacent_similar_aspect,24,4.536639,0.030633,true,true,HIGH,MEDIUM,true
361,375,non_adjacent_similar_aspect,14,4.718823,0.260516,true,true,HIGH,MEDIUM,true
361,376,non_adjacent_similar_aspect,15,4.968812,0.223019,true,true,HIGH,MEDIUM,true
361,377,non_adjacent_similar_aspect,16,1.092711,0.116076,true,true,HIGH,MEDIUM,true
361,378,non_adjacent_similar_aspect,17,1.545876,0.181941,true,true,HIGH,MEDIUM,true
361,379,non_adjacent_similar_aspect,18,0.72206,0.037832,true,true,HIGH,MEDIUM,true
361,380,non_adjacent_similar_aspect,19,1.024265,0.057782,true,true,HIGH,MEDIUM,true
361,381,non_adjacent_similar_aspect,20,2.943539,0.012849,true,true,HIGH,MEDIUM,true
361,382,non_adjacent_similar_aspect,21,3.774898,0.009359,true,true,HIGH,MEDIUM,true
361,389,different_aspect_similar_range,28,10.547449,0.378117,true,true,HIGH,MEDIUM,true
361,390,different_aspect_similar_range,29,10.070802,0.47248,true,true,HIGH,MEDIUM,true
361,391,different_aspect_similar_range,30,10.427687,0.439775,true,true,HIGH,MEDIUM,true
361,392,different_aspect_similar_range,31,10.398256,0.65197,true,true,HIGH,MEDIUM,true
362,375,non_adjacent_similar_aspect,13,4.565507,0.252605,true,true,HIGH,MEDIUM,true
362,376,non_adjacent_similar_aspect,14,4.815496,0.215108,true,true,HIGH,MEDIUM,true
362,377,non_adjacent_similar_aspect,15,0.939395,0.108165,true,true,HIGH,MEDIUM,true
362,378,non_adjacent_similar_aspect,16,1.39256,0.17403,true,true,HIGH,MEDIUM,true
362,379,non_adjacent_similar_aspect,17,0.875376,0.029921,true,true,HIGH,MEDIUM,true
362,380,non_adjacent_similar_aspect,18,1.177581,0.049871,true,true,HIGH,MEDIUM,true
362,381,non_adjacent_similar_aspect,19,3.096855,0.004938,true,true,HIGH,MEDIUM,true
362,382,non_adjacent_similar_aspect,20,3.928214,0.01727,true,true,HIGH,MEDIUM,true
362,389,different_aspect_similar_range,27,10.700765,0.386028,true,true,HIGH,MEDIUM,true
362,390,different_aspect_similar_range,28,10.224118,0.480391,true,true,HIGH,MEDIUM,true
362,391,different_aspect_similar_range,29,10.581003,0.447686,true,true,HIGH,MEDIUM,true
362,392,different_aspect_similar_range,30,10.551572,0.659881,true,true,HIGH,MEDIUM,true
363,374,non_adjacent_similar_aspect,11,3.251017,0.197407,true,true,HIGH,MEDIUM,true
363,375,non_adjacent_similar_aspect,12,2.642347,0.277904,true,true,HIGH,MEDIUM,true
363,376,non_adjacent_similar_aspect,13,2.892336,0.240406,true,true,HIGH,MEDIUM,true
363,377,non_adjacent_similar_aspect,14,0.983765,0.133463,true,true,HIGH,MEDIUM,true
363,378,non_adjacent_similar_aspect,15,0.5306,0.199328,true,true,HIGH,MEDIUM,true
363,379,non_adjacent_similar_aspect,16,2.798536,0.055219,true,true,HIGH,MEDIUM,true
363,380,non_adjacent_similar_aspect,17,3.100741,0.07517,true,true,HIGH,MEDIUM,true
363,385,different_aspect_similar_range,22,10.345771,0.232277,true,true,HIGH,MEDIUM,true
363,389,different_aspect_similar_range,26,12.623925,0.36073,true,true,HIGH,MEDIUM,true
363,390,different_aspect_similar_range,27,12.147278,0.455093,true,true,HIGH,MEDIUM,true
363,391,different_aspect_similar_range,28,12.504163,0.422388,true,true,HIGH,MEDIUM,true
363,392,different_aspect_similar_range,29,12.474732,0.634582,true,true,HIGH,MEDIUM,true
363,393,different_aspect_similar_range,30,11.790405,0.683721,true,true,HIGH,MEDIUM,true
363,394,different_aspect_similar_range,31,10.809219,0.597683,true,true,HIGH,MEDIUM,true
364,374,non_adjacent_similar_aspect,10,2.309493,0.121793,true,true,HIGH,MEDIUM,true
364,375,non_adjacent_similar_aspect,11,1.700823,0.20229,true,true,HIGH,MEDIUM,true
364,376,non_adjacent_similar_aspect,12,1.950812,0.164792,true,true,HIGH,MEDIUM,true
364,377,non_adjacent_similar_aspect,13,1.925289,0.057849,true,true,HIGH,MEDIUM,true
364,378,non_adjacent_similar_aspect,14,1.472124,0.123714,true,true,HIGH,MEDIUM,true
364,379,non_adjacent_similar_aspect,15,3.74006,0.020395,true,true,HIGH,MEDIUM,true
364,380,non_adjacent_similar_aspect,16,4.042265,0.000444,true,true,HIGH,MEDIUM,true
364,383,different_aspect_similar_range,19,10.786126,0.205843,true,true,HIGH,MEDIUM,true
364,385,different_aspect_similar_range,21,11.287295,0.307891,true,true,HIGH,MEDIUM,true
364,386,different_aspect_similar_range,22,10.864652,0.319763,true,true,HIGH,MEDIUM,true
364,387,different_aspect_similar_range,23,10.273984,0.33021,true,true,HIGH,MEDIUM,true
364,389,different_aspect_similar_range,25,13.565449,0.436344,true,true,HIGH,MEDIUM,true
364,390,different_aspect_similar_range,26,13.088802,0.530707,true,true,HIGH,MEDIUM,true
364,391,different_aspect_similar_range,27,13.445687,0.498002,true,true,HIGH,MEDIUM,true
364,392,different_aspect_similar_range,28,13.416256,0.710196,true,true,HIGH,MEDIUM,true
364,394,different_aspect_similar_range,30,11.750743,0.673297,true,true,HIGH,MEDIUM,true
365,375,non_adjacent_similar_aspect,10,2.175429,0.17597,true,true,HIGH,MEDIUM,true
365,376,non_adjacent_similar_aspect,11,2.425418,0.138473,true,true,HIGH,MEDIUM,true
365,377,non_adjacent_similar_aspect,12,1.450683,0.03153,true,true,HIGH,MEDIUM,true
365,378,non_adjacent_similar_aspect,13,0.997518,0.097395,true,true,HIGH,MEDIUM,true
365,379,non_adjacent_similar_aspect,14,3.265454,0.046714,true,true,HIGH,MEDIUM,true
365,380,non_adjacent_similar_aspect,15,3.567659,0.026764,true,true,HIGH,MEDIUM,true
365,383,different_aspect_similar_range,18,10.31152,0.232162,true,true,HIGH,MEDIUM,true
365,385,different_aspect_similar_range,20,10.812689,0.33421,true,true,HIGH,MEDIUM,true
365,386,different_aspect_similar_range,21,10.390046,0.346082,true,true,HIGH,MEDIUM,true
365,389,different_aspect_similar_range,24,13.090843,0.462663,true,true,HIGH,MEDIUM,true
365,390,different_aspect_similar_range,25,12.614196,0.557026,true,true,HIGH,MEDIUM,true
365,391,different_aspect_similar_range,26,12.971081,0.524321,true,true,HIGH,MEDIUM,true
365,392,different_aspect_similar_range,27,12.94165,0.736516,true,true,HIGH,MEDIUM,true
365,394,different_aspect_similar_range,29,11.276137,0.699616,true,true,HIGH,MEDIUM,true
366,376,non_adjacent_similar_aspect,10,0.033076,0.100409,true,true,HIGH,MEDIUM,true
366,377,non_adjacent_similar_aspect,11,3.843025,0.006534,true,true,HIGH,MEDIUM,true
366,378,non_adjacent_similar_aspect,12,3.38986,0.059331,true,true,HIGH,MEDIUM,true
366,383,different_aspect_similar_range,17,12.703862,0.270226,true,true,HIGH,MEDIUM,true
366,384,different_aspect_similar_range,18,10.776324,0.213613,true,true,HIGH,MEDIUM,true
366,385,different_aspect_similar_range,19,13.205031,0.372274,true,true,HIGH,MEDIUM,true
366,386,different_aspect_similar_range,20,12.782388,0.384146,true,true,HIGH,MEDIUM,true
366,387,different_aspect_similar_range,21,12.19172,0.394593,true,true,HIGH,MEDIUM,true
366,389,different_aspect_similar_range;similar_range_different_aspect,23,15.483185,0.500727,true,true,HIGH,MEDIUM,true
366,390,different_aspect_similar_range;similar_range_different_aspect,24,15.006538,0.59509,true,true,HIGH,MEDIUM,true
366,391,different_aspect_similar_range;similar_range_different_aspect,25,15.363423,0.562385,true,true,HIGH,MEDIUM,true
366,394,different_aspect_similar_range,28,13.668479,0.73768,true,true,HIGH,MEDIUM,true
367,377,non_adjacent_similar_aspect,10,3.000544,0.053654,true,true,HIGH,MEDIUM,true
367,378,non_adjacent_similar_aspect,11,2.547379,0.012211,true,true,HIGH,MEDIUM,true
367,379,non_adjacent_similar_aspect,12,4.815315,0.131898,true,true,HIGH,MEDIUM,true
367,383,different_aspect_similar_range,16,11.861381,0.317346,true,true,HIGH,MEDIUM,true
367,385,different_aspect_similar_range,18,12.36255,0.419394,true,true,HIGH,MEDIUM,true
367,386,different_aspect_similar_range,19,11.939907,0.431266,true,true,HIGH,MEDIUM,true
367,387,different_aspect_similar_range,20,11.349239,0.441713,true,true,HIGH,MEDIUM,true
367,389,different_aspect_similar_range,22,14.640704,0.547847,true,true,HIGH,MEDIUM,true
367,390,different_aspect_similar_range,23,14.164057,0.64221,true,true,HIGH,MEDIUM,true
367,391,different_aspect_similar_range,24,14.520942,0.609505,true,true,HIGH,MEDIUM,true
368,378,non_adjacent_similar_aspect,10,3.22549,0.020848,true,true,MEDIUM,MEDIUM,true
368,383,different_aspect_similar_range,15,12.539492,0.308709,true,true,MEDIUM,MEDIUM,true
368,384,different_aspect_similar_range,16,10.611954,0.252096,true,true,MEDIUM,MEDIUM,true
368,385,different_aspect_similar_range,17,13.040661,0.410757,true,true,MEDIUM,MEDIUM,true
368,386,different_aspect_similar_range,18,12.618018,0.422629,true,true,MEDIUM,MEDIUM,true
368,387,different_aspect_similar_range,19,12.02735,0.433076,true,true,MEDIUM,MEDIUM,true
368,389,different_aspect_similar_range;similar_range_different_aspect,21,15.318815,0.53921,true,true,MEDIUM,MEDIUM,true
368,390,different_aspect_similar_range,22,14.842168,0.633573,true,true,MEDIUM,MEDIUM,true
368,391,different_aspect_similar_range;similar_range_different_aspect,23,15.199053,0.600868,true,true,MEDIUM,MEDIUM,true
369,383,different_aspect_similar_range,14,12.451116,0.288297,true,true,MEDIUM,MEDIUM,true
369,384,different_aspect_similar_range,15,10.523578,0.231684,true,true,MEDIUM,MEDIUM,true
369,385,different_aspect_similar_range,16,12.952285,0.390345,true,true,MEDIUM,MEDIUM,true
369,386,different_aspect_similar_range,17,12.529642,0.402217,true,true,MEDIUM,MEDIUM,true
369,387,different_aspect_similar_range,18,11.938974,0.412664,true,true,MEDIUM,MEDIUM,true
369,389,different_aspect_similar_range;similar_range_different_aspect,20,15.230439,0.518798,true,true,MEDIUM,MEDIUM,true
369,390,different_aspect_similar_range,21,14.753792,0.613161,true,true,MEDIUM,MEDIUM,true
369,391,different_aspect_similar_range;similar_range_different_aspect,22,15.110677,0.580456,true,true,MEDIUM,MEDIUM,true
370,383,different_aspect_similar_range,13,13.360881,0.350621,true,true,MEDIUM,MEDIUM,true
370,384,different_aspect_similar_range,14,11.433343,0.294008,true,true,MEDIUM,MEDIUM,true
370,385,different_aspect_similar_range,15,13.86205,0.452669,true,true,MEDIUM,MEDIUM,true
370,386,different_aspect_similar_range,16,13.439407,0.464541,true,true,MEDIUM,MEDIUM,true
370,387,different_aspect_similar_range,17,12.848739,0.474988,true,true,MEDIUM,MEDIUM,true
370,389,different_aspect_similar_range;similar_range_different_aspect,19,16.140204,0.581122,true,true,MEDIUM,MEDIUM,true
370,390,different_aspect_similar_range;similar_range_different_aspect,20,15.663557,0.675485,true,true,MEDIUM,MEDIUM,true
370,391,different_aspect_similar_range;similar_range_different_aspect,21,16.020442,0.64278,true,true,MEDIUM,MEDIUM,true
371,383,different_aspect_similar_range,12,13.616357,0.345418,true,true,MEDIUM,MEDIUM,true
371,384,different_aspect_similar_range,13,11.688819,0.288806,true,true,MEDIUM,MEDIUM,true
371,385,different_aspect_similar_range,14,14.117526,0.447466,true,true,MEDIUM,MEDIUM,true
371,386,different_aspect_similar_range,15,13.694883,0.459338,true,true,MEDIUM,MEDIUM,true
371,387,different_aspect_similar_range,16,13.104215,0.469786,true,true,MEDIUM,MEDIUM,true
371,389,different_aspect_similar_range;similar_range_different_aspect,18,16.39568,0.575919,true,true,MEDIUM,MEDIUM,true
371,390,different_aspect_similar_range;similar_range_different_aspect,19,15.919033,0.670282,true,true,MEDIUM,MEDIUM,true
371,391,different_aspect_similar_range;similar_range_different_aspect,20,16.275918,0.637577,true,true,MEDIUM,MEDIUM,true
372,381,different_aspect_similar_range,9,11.152091,0.109412,true,true,MEDIUM,MEDIUM,true
372,382,different_aspect_similar_range,10,11.98345,0.13162,true,true,MEDIUM,MEDIUM,true
372,383,different_aspect_similar_range;similar_range_different_aspect,11,15.976678,0.269877,true,true,MEDIUM,MEDIUM,true
372,384,different_aspect_similar_range,12,14.04914,0.213264,true,true,MEDIUM,MEDIUM,true
372,385,different_aspect_similar_range;similar_range_different_aspect,13,16.477847,0.371925,true,true,MEDIUM,MEDIUM,true
372,386,different_aspect_similar_range;similar_range_different_aspect,14,16.055204,0.383797,true,true,MEDIUM,MEDIUM,true
372,387,different_aspect_similar_range;similar_range_different_aspect,15,15.464536,0.394244,true,true,MEDIUM,MEDIUM,true
372,389,different_aspect_similar_range;similar_range_different_aspect,17,18.756001,0.500378,true,true,MEDIUM,MEDIUM,true
372,390,different_aspect_similar_range;similar_range_different_aspect,18,18.279354,0.594741,true,true,MEDIUM,MEDIUM,true
372,391,different_aspect_similar_range;similar_range_different_aspect,19,18.636239,0.562036,true,true,MEDIUM,MEDIUM,true
372,394,different_aspect_similar_range;similar_range_different_aspect,22,16.941295,0.737331,true,true,MEDIUM,MEDIUM,true
373,381,different_aspect_similar_range,8,10.045587,0.160978,true,true,MEDIUM,MEDIUM,true
373,382,different_aspect_similar_range,9,10.876946,0.183187,true,true,MEDIUM,MEDIUM,true
373,383,different_aspect_similar_range,10,14.870174,0.321443,true,true,MEDIUM,MEDIUM,true
373,384,different_aspect_similar_range,11,12.942636,0.264831,true,true,MEDIUM,MEDIUM,true
373,385,different_aspect_similar_range;similar_range_different_aspect,12,15.371343,0.423492,true,true,MEDIUM,MEDIUM,true
373,386,different_aspect_similar_range,13,14.9487,0.435363,true,true,MEDIUM,MEDIUM,true
373,387,different_aspect_similar_range,14,14.358032,0.445811,true,true,MEDIUM,MEDIUM,true
373,389,different_aspect_similar_range;similar_range_different_aspect,16,17.649497,0.551944,true,true,MEDIUM,MEDIUM,true
373,390,different_aspect_similar_range;similar_range_different_aspect,17,17.17285,0.646307,true,true,MEDIUM,MEDIUM,true
373,391,different_aspect_similar_range;similar_range_different_aspect,18,17.529735,0.613603,true,true,MEDIUM,MEDIUM,true
374,383,different_aspect_similar_range,9,13.095619,0.327636,true,true,MEDIUM,MEDIUM,true
374,384,different_aspect_similar_range,10,11.168081,0.271023,true,true,MEDIUM,MEDIUM,true
374,385,different_aspect_similar_range,11,13.596788,0.429684,true,true,MEDIUM,MEDIUM,true
374,386,different_aspect_similar_range,12,13.174145,0.441556,true,true,MEDIUM,MEDIUM,true
374,387,different_aspect_similar_range,13,12.583477,0.452003,true,true,MEDIUM,MEDIUM,true
374,389,different_aspect_similar_range;similar_range_different_aspect,15,15.874942,0.558137,true,true,MEDIUM,MEDIUM,true
374,390,different_aspect_similar_range;similar_range_different_aspect,16,15.398295,0.6525,true,true,MEDIUM,MEDIUM,true
374,391,different_aspect_similar_range;similar_range_different_aspect,17,15.75518,0.619795,true,true,MEDIUM,MEDIUM,true
375,383,different_aspect_similar_range,8,12.486949,0.408132,true,true,MEDIUM,MEDIUM,true
375,384,different_aspect_similar_range,9,10.559411,0.35152,true,true,MEDIUM,MEDIUM,true
375,385,different_aspect_similar_range,10,12.988118,0.51018,true,true,MEDIUM,MEDIUM,true
375,386,different_aspect_similar_range,11,12.565475,0.522052,true,true,MEDIUM,MEDIUM,true
375,387,different_aspect_similar_range,12,11.974807,0.532499,true,true,MEDIUM,MEDIUM,true
375,389,different_aspect_similar_range;similar_range_different_aspect,14,15.266272,0.638633,true,true,MEDIUM,MEDIUM,true
375,390,different_aspect_similar_range,15,14.789625,0.732996,true,true,MEDIUM,MEDIUM,true
375,391,different_aspect_similar_range;similar_range_different_aspect,16,15.14651,0.700291,true,true,MEDIUM,MEDIUM,true
376,383,different_aspect_similar_range,7,12.736938,0.370635,true,true,MEDIUM,MEDIUM,true
376,384,different_aspect_similar_range,8,10.8094,0.314022,true,true,MEDIUM,MEDIUM,true
376,385,different_aspect_similar_range,9,13.238107,0.472683,true,true,MEDIUM,MEDIUM,true
376,386,different_aspect_similar_range,10,12.815464,0.484555,true,true,MEDIUM,MEDIUM,true
376,387,different_aspect_similar_range,11,12.224796,0.495002,true,true,MEDIUM,MEDIUM,true
376,389,different_aspect_similar_range;similar_range_different_aspect,13,15.516261,0.601136,true,true,MEDIUM,MEDIUM,true
376,390,different_aspect_similar_range;similar_range_different_aspect,14,15.039614,0.695499,true,true,MEDIUM,MEDIUM,true
376,391,different_aspect_similar_range;similar_range_different_aspect,15,15.396499,0.662794,true,true,MEDIUM,MEDIUM,true
377,389,different_aspect_similar_range,12,11.64016,0.494193,true,true,MEDIUM,MEDIUM,true
377,390,different_aspect_similar_range,13,11.163513,0.588555,true,true,MEDIUM,MEDIUM,true
377,391,different_aspect_similar_range,14,11.520398,0.555851,true,true,MEDIUM,MEDIUM,true
378,389,different_aspect_similar_range,11,12.093325,0.560058,true,true,MEDIUM,MEDIUM,true
378,390,different_aspect_similar_range,12,11.616678,0.654421,true,true,MEDIUM,MEDIUM,true
378,391,different_aspect_similar_range,13,11.973563,0.621716,true,true,MEDIUM,MEDIUM,true
382,394,non_adjacent_similar_aspect,12,4.957845,0.60571,true,true,MEDIUM,MEDIUM,true
383,393,non_adjacent_similar_aspect,10,1.945803,0.553493,true,true,MEDIUM,MEDIUM,true
383,394,non_adjacent_similar_aspect,11,0.964617,0.467454,true,true,MEDIUM,MEDIUM,true
384,394,non_adjacent_similar_aspect,10,2.892155,0.524067,true,true,MEDIUM,MEDIUM,true
