pair_id,sar_frame,timestamp_or_sequence_index,split,physical_vehicle_id,center_x,center_y,body_width_px,body_height_px,body_length_m_grid,body_width_m_grid,motion_tangent_image_deg,motion_tangent_uncertainty_deg,body_axis_proxy_deg,body_axis_proxy_source,body_axis_proxy_uncertainty_deg,local_range_axis_image_deg,relative_aspect_angle_deg,aspect_domain_status,aspect_observability_status,absolute_range_from_radar_m,absolute_azimuth_deg,gt_visible_fraction,gt_mask_contact_ratio,gt_boundary_contact_ratio,mask_observability_status,planned_anchor_class,plan_stage_input_role
WGV35A_PAIR_0118,364,364,guard,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1112.883,941.254,158.83115,69.254939,4.764934,2.077648,0.377935,1.990823,179.481224,E0_R2_two_sided_trajectory_body_axis_proxy,0.750823,83.971606,84.490382,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.745332,-96.028394,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,B_MASK_OR_DOMAIN_TRANSITION_RESERVED,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0121,365,365,guard,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1113.7395,942.0465,158.83115,69.254939,4.764934,2.077648,0.586197,1.881962,0.068554,E0_R2_two_sided_trajectory_body_axis_proxy,0.717491,84.08433,84.015776,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.719013,-95.91567,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,B_MASK_OR_DOMAIN_TRANSITION_RESERVED,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0123,366,366,guard,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1129.813,941.987,158.83115,69.254939,4.764934,2.077648,0.45964,2.676036,0.030427,E0_R2_two_sided_trajectory_body_axis_proxy,0.693537,86.438545,86.408118,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.680949,-93.561455,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,B_MASK_OR_DOMAIN_TRANSITION_RESERVED,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0126,367,367,guard,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1132.548,943.3995,158.83115,69.254939,4.764934,2.077648,1.427324,1.758729,1.263257,E0_R2_two_sided_trajectory_body_axis_proxy,1.102981,86.828894,85.565637,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.633829,-93.171106,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,B_MASK_OR_DOMAIN_TRANSITION_RESERVED,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0130,368,368,guard,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1139.548,942.787,158.83115,69.254939,4.764934,2.077648,2.168211,0.941399,1.62209,E0_R2_two_sided_trajectory_body_axis_proxy,0.639295,87.865838,86.243748,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.642466,-92.134162,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,B_MASK_OR_DOMAIN_TRANSITION_RESERVED,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0133,369,369,guard,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1135.602,942.273,158.83115,69.254939,4.764934,2.077648,2.180427,0.636302,1.13212,E0_R2_two_sided_trajectory_body_axis_proxy,0.756779,87.287492,86.155372,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.662877,-92.712508,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,B_MASK_OR_DOMAIN_TRANSITION_RESERVED,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0135,370,370,guard,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1150.939,943.927,158.83115,69.254939,4.764934,2.077648,2.514032,0.383644,2.481305,E0_R2_two_sided_trajectory_body_axis_proxy,0.748661,89.546442,87.065137,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.600553,-90.453558,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,B_MASK_OR_DOMAIN_TRANSITION_RESERVED,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0138,371,371,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1152.9075,943.743,158.83115,69.254939,4.764934,2.077648,2.290055,2.150247,2.517582,E0_R2_two_sided_trajectory_body_axis_proxy,0.671717,89.838195,87.320613,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.605756,-90.161805,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0140,372,372,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1167.105,941.444,158.83115,69.254939,4.764934,2.077648,1.502911,0.204955,1.609666,E0_R2_two_sided_trajectory_body_axis_proxy,0.492632,91.928732,89.680934,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.681298,-88.071268,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0143,373,373,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1172.077,943.364,158.83115,69.254939,4.764934,2.077648,1.029869,0.241435,1.247178,E0_R2_two_sided_trajectory_body_axis_proxy,0.449312,92.672748,88.57443,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.629731,-87.327252,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0146,374,374,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1179.7,944.002,158.83115,69.254939,4.764934,2.077648,0.476492,0.511825,0.603149,E0_R2_two_sided_trajectory_body_axis_proxy,0.643103,93.803274,86.799875,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.623539,-86.196726,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0149,375,375,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1182.299,946.874,158.83115,69.254939,4.764934,2.077648,-0.116279,2.532741,0.409015,E0_R2_two_sided_trajectory_body_axis_proxy,0.502137,94.21781,86.191205,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.543042,-85.78219,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0152,376,376,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1180.0355,945.461,158.83115,69.254939,4.764934,2.077648,-0.455373,4.121997,0.30852,E0_R2_two_sided_trajectory_body_axis_proxy,0.7266,93.867326,86.441194,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.58054,-86.132674,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0156,377,377,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1204.215,944.267,158.83115,69.254939,4.764934,2.077648,-0.911724,3.740087,179.970796,E0_R2_two_sided_trajectory_body_axis_proxy,0.59154,97.405703,82.565093,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.687483,-82.594297,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0159,378,378,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1195.374,945.4285,158.83115,69.254939,4.764934,2.077648,-1.53492,4.511501,179.149295,E0_R2_two_sided_trajectory_body_axis_proxy,0.631028,96.131037,83.018258,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.621618,-83.868963,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0162,379,379,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1211.993,942.7205,158.83115,69.254939,4.764934,2.077648,-1.729235,3.381657,179.253793,E0_R2_two_sided_trajectory_body_axis_proxy,0.784061,98.503471,80.750322,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.765727,-81.496529,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0165,380,380,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1209.306,943,158.83115,69.254939,4.764934,2.077648,-2.558553,3.319427,178.568741,E0_R2_two_sided_trajectory_body_axis_proxy,1.051576,98.120624,80.448117,OUT_OF_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.745776,-81.879376,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0168,381,381,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1220.1195,943.178,158.83115,69.254939,4.764934,2.077648,-2.810218,0.863682,178.213934,E0_R2_two_sided_trajectory_body_axis_proxy,1.155841,99.685091,78.528843,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.79071,-80.314909,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0170,382,382,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1217.126,941.929,158.83115,69.254939,4.764934,2.077648,-2.929278,1.556465,176.922625,E0_R2_two_sided_trajectory_body_axis_proxy,0.802232,99.225141,77.697484,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.812918,-80.774859,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0172,383,383,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1241.6965,942,158.83115,69.254939,4.764934,2.077648,-2.81455,2.210703,176.421332,E0_R2_two_sided_trajectory_body_axis_proxy,0.630282,102.717076,73.704256,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.951175,-77.282924,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0175,384,384,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1231.5515,941.773,158.83115,69.254939,4.764934,2.077648,-2.574351,1.766223,176.911416,E0_R2_two_sided_trajectory_body_axis_proxy,0.549801,101.279622,75.631794,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,11.894562,-78.720378,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0178,385,385,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1253.75,941.4055,158.83115,69.254939,4.764934,2.077648,-2.184138,1.629612,177.578478,E0_R2_two_sided_trajectory_body_axis_proxy,0.534549,104.375391,73.203087,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,12.053223,-75.624609,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0180,386,386,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1254.202,941.113,158.83115,69.254939,4.764934,2.077648,-1.621126,1.71079,178.053154,E0_R2_two_sided_trajectory_body_axis_proxy,0.781584,104.427424,73.62573,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,12.065095,-75.572576,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0181,387,387,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1256.961,941.473,158.83115,69.254939,4.764934,2.077648,-1.162503,0.911837,179.036933,E0_R2_two_sided_trajectory_body_axis_proxy,0.629758,104.820535,74.216398,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,12.075542,-75.179465,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0183,388,388,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1271.3645,937.6575,158.83115,69.254939,4.764934,2.077648,-1.087441,2.604477,178.373632,E0_R2_two_sided_trajectory_body_axis_proxy,0.764837,106.629891,71.743741,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,12.302862,-73.370109,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0185,389,389,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1273.609,942.56,158.83115,69.254939,4.764934,2.077648,-0.908416,1.356426,178.056263,E0_R2_two_sided_trajectory_body_axis_proxy,1.721997,107.13133,70.924933,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,12.181676,-72.86867,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0188,390,390,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1280.156,941.331,158.83115,69.254939,4.764934,2.077648,-0.507804,0.672747,179.358279,E0_R2_two_sided_trajectory_body_axis_proxy,1.003509,107.956699,71.40158,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,12.276039,-72.043301,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0189,391,391,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1278.8,942.039,158.83115,69.254939,4.764934,2.077648,-0.377195,0.000819,178.850939,E0_R2_two_sided_trajectory_body_axis_proxy,1.332495,107.806244,71.044695,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,12.243334,-72.193756,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0192,392,392,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1292.232,939.103,158.83115,69.254939,4.764934,2.077648,-0.039328,1.036468,0.521525,E0_R2_two_sided_trajectory_body_axis_proxy,1.57694,109.447399,71.074126,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,12.455528,-70.552601,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0193,393,393,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1301.839,940.8765,158.83115,69.254939,4.764934,2.077648,0.422341,0.955589,2.532359,E0_R2_two_sided_trajectory_body_axis_proxy,3.612792,110.773906,71.758453,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,12.504667,-69.226094,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
WGV35A_PAIR_0195,394,394,posthoc_diagnosis,GM_RM017_WGV35A_MAIN_VEHICLE_THREAD,1297.5875,942.3465,158.83115,69.254939,4.764934,2.077648,0.889694,0,3.035507,E0_R2_two_sided_trajectory_body_axis_proxy,3.239803,110.295868,72.739639,IN_CALIBRATION_ASPECT_DOMAIN,OBSERVABLE_MEDIUM,12.418629,-69.704132,1,0,0,HIGH_OBSERVABILITY_MASK_INNER,C_OUT_OF_DOMAIN_OR_STRESS_CONTROL,geometry_identity_mask_metadata_aspect_proxy_only
