corridor_region_id,pair_id,sar_frame,split,offset_axis,offset_m,relative_aspect_angle_deg,aspect_observability_status,absolute_range_m_grid,corridor_validity_status,vehicle_overlap_policy,total_energy,mean_energy,local_background_normalized_energy,high_energy_pixel_fraction,response_occupancy_ratio,inside_vs_ring_contrast,energy_entropy_proxy,range_energy90_width_m,azimuth_energy90_width_m,body_long_energy90_width_m,body_short_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,body_long_second_moment_width_m,body_short_second_moment_width_m,energy_centroid_range_offset_m,energy_centroid_azimuth_offset_m,energy_centroid_body_long_offset_m,energy_centroid_body_short_offset_m,response_principal_axis_deg,principal_minus_body_axial_deg,principal_minus_range_axial_deg,response_compactness,response_linearity,response_fragment_count,response_fragmentation_index,radar_near_half_energy,radar_far_half_energy,near_far_energy_ratio
E0_R1_REG_000339_0014,WGV35A_PAIR_0041,339,calibration,local_azimuth,0.9,61.450358,OBSERVABLE_HIGH,40.036052,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,577799,52.45565,0.999888,0.088516,0.088516,1.896729,0.835803,2.496686,2.71764,3.639474,1.631233,0,0,4.105986,2.101378,-0.019981,0.906053,0.79515,-0.434819,-167.119486,-168.679675,-48.636096,0.17282,2.138359,193,19.468402,294930.953913,282868.046087,1.042645
E0_R1_REG_000339_0015,WGV35A_PAIR_0041,339,calibration,body_long,-0.9,61.450358,OBSERVABLE_HIGH,40.036052,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,594522,53.793159,1.025383,0.136898,0.136898,3.971793,0.821909,2.168712,3.114837,3.171381,1.328289,0,0,4.41643,1.483326,0.382223,-0.745627,-0.83689,0.040847,-179.978718,174.890156,-61.495329,0.255738,2.978843,188,18.900551,208123.001416,386398.998584,0.538622
E0_R1_REG_000339_0016,WGV35A_PAIR_0041,339,calibration,body_long,-0.45,61.450358,OBSERVABLE_HIGH,40.036052,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,607568,54.973579,1.047884,0.163319,0.163319,7.617008,0.805555,2.072287,3.352478,3.507354,0.818911,0,0,4.603875,1.143412,0.153344,-0.344536,-0.375094,0.039042,178.124698,172.9729,-63.391912,0.348442,4.368516,196,19.70483,268907.940414,338660.059586,0.794035
E0_R1_REG_000339_0018,WGV35A_PAIR_0041,339,calibration,body_long,0.45,61.450358,OBSERVABLE_HIGH,40.036052,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,619919,56.091114,1.069186,0.190463,0.190463,8.158207,0.79877,1.81925,3.572409,3.666019,0.835983,0,0,4.717939,1.095664,-0.280777,0.384817,0.473592,0.05129,176.335985,172.373532,-65.180625,0.326261,5.037114,192,19.30269,386024.989714,233894.010286,1.650427
E0_R1_REG_000339_0019,WGV35A_PAIR_0041,339,calibration,body_long,0.9,61.450358,OBSERVABLE_HIGH,40.036052,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,614270,55.579987,1.059443,0.179334,0.179334,4.234468,0.799053,1.648909,3.248415,3.263631,0.892164,0,0,4.149548,1.137781,-0.478231,0.757109,0.89475,0.036623,174.644836,171.899549,-66.871774,0.353299,4.10209,183,18.397877,433384.012914,180885.987086,2.395896
E0_R1_REG_000339_0020,WGV35A_PAIR_0041,339,calibration,body_short,-0.9,61.450358,OBSERVABLE_HIGH,40.036052,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,563613,50.439682,0.96146,0.038035,0.038035,1.212894,0.863356,2.903444,3.403548,4.057465,1.93453,0,0,5.508027,2.408002,0.778075,0.455715,0.006649,-0.901684,-167.606616,-175.920606,-49.123226,0.143784,2.321217,188,18.694191,115082.944564,448530.055436,0.256578
E0_R1_REG_000339_0021,WGV35A_PAIR_0041,339,calibration,body_short,-0.45,61.450358,OBSERVABLE_HIGH,40.036052,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,585197,52.371307,0.99828,0.089493,0.089493,3.236598,0.83097,2.740741,2.916527,3.833854,1.683666,0,0,4.711082,2.183136,0.347268,0.256107,0.048649,-0.428741,-168.342062,-169.835534,-49.858672,0.162573,2.341337,199,19.788,209395.962368,375801.037632,0.557199
E0_R1_REG_000339_0023,WGV35A_PAIR_0041,339,calibration,body_short,0.45,61.450358,OBSERVABLE_HIGH,40.036052,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,625895,56.013512,1.067706,0.187041,0.187041,3.679274,0.799344,1.790635,3.616164,3.714247,0.854169,0,0,4.87946,1.02864,-0.432147,-0.169526,0.068738,0.459091,175.61288,172.64849,-65.90373,0.344387,5.742572,196,19.489688,428846.004646,197048.995354,2.176342
E0_R1_REG_000339_0024,WGV35A_PAIR_0041,339,calibration,body_short,0.9,61.450358,OBSERVABLE_HIGH,40.036052,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,619974,55.682953,1.061405,0.182773,0.182773,1.507488,0.797788,1.725837,3.590629,3.739678,0.735779,0,0,4.88767,0.921228,-0.770625,-0.372503,0.061745,0.853703,175.159241,173.155521,-66.357369,0.390867,6.607696,181,18.062791,498624.996591,121349.003409,4.109016
E0_R1_REG_000340_0005,WGV35A_PAIR_0044,340,calibration,local_range,-0.9,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,608579,54.935818,0.993984,0.116628,0.116628,1.300257,0.816128,2.366796,1.869326,1.989934,1.866324,0,0,2.621687,2.418545,-0.865076,0.007955,-0.865076,0.007955,-145.681597,-34.721488,-27.834471,0.276747,1.490082,206,20.661571,425751.993182,182827.006818,2.328715
E0_R1_REG_000340_0006,WGV35A_PAIR_0044,340,calibration,local_range,-0.45,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,613037,54.990761,0.994978,0.117241,0.117241,1.349989,0.816682,2.508936,1.872342,2.378803,1.870827,0,0,2.717588,2.429925,-0.439442,0.00849,-0.439442,0.00849,-144.456825,-33.836795,-26.609699,0.232971,1.571241,209,20.830842,373644.979981,239392.020019,1.560808
E0_R1_REG_000340_0008,WGV35A_PAIR_0044,340,calibration,local_range,0.45,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,615098,55.175636,0.998323,0.121188,0.121188,1.340253,0.816851,3.402807,1.879833,2.977397,1.876831,0,0,3.623713,2.428293,0.393073,0.007174,0.393073,0.007174,52.822886,167.255621,170.670011,0.191175,1.655703,217,21.628194,268119.979107,346978.020893,0.772729
E0_R1_REG_000340_0009,WGV35A_PAIR_0044,340,calibration,local_range,0.9,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,615141,55.528164,1.004702,0.130168,0.130168,1.258708,0.817145,4.285667,1.864319,4.260642,1.859311,0,0,5.084818,2.404706,0.831684,0.009924,0.831684,0.009924,59.270541,176.324387,177.117667,0.143944,2.220116,236,23.670538,211669.050615,403471.949385,0.524619
E0_R1_REG_000340_0010,WGV35A_PAIR_0044,340,calibration,local_azimuth,-0.9,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,602796,54.101238,0.978883,0.094418,0.094418,1.252003,0.83084,2.611028,1.856309,2.879303,1.856785,0,0,3.21702,2.392962,0.013472,-0.912949,0.013472,-0.912949,-142.46711,163.183669,-24.619984,0.20925,1.514369,191,19.047049,305705.954209,297090.045791,1.029001
E0_R1_REG_000340_0011,WGV35A_PAIR_0044,340,calibration,local_azimuth,-0.45,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,610567,54.378963,0.983908,0.103046,0.103046,1.3187,0.825577,2.694112,1.870308,2.694112,1.870308,0,0,3.085157,2.436446,-0.004106,-0.446025,-0.004106,-0.446025,-141.049779,-23.202654,-23.202654,0.206656,1.519131,204,20.187626,315044.032568,295522.967432,1.066056
E0_R1_REG_000340_0013,WGV35A_PAIR_0044,340,calibration,local_azimuth,0.45,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,622914,55.906837,1.011553,0.134446,0.134446,1.374191,0.800067,2.673099,1.901856,1.745197,1.88334,0,0,2.337905,2.424587,-0.048638,0.45678,-0.048638,0.45678,-139.689398,-43.754624,-21.842272,0.292443,1.572316,226,22.537346,329552.974837,293361.025163,1.12337
E0_R1_REG_000340_0014,WGV35A_PAIR_0044,340,calibration,local_azimuth,0.9,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,630232,56.13039,1.015598,0.140007,0.140007,1.351384,0.797248,2.225666,1.784741,1.609566,1.747203,0,0,2.105087,2.137626,-0.069821,0.901876,-0.069821,0.901876,47.277967,-42.732981,165.125093,0.366754,1.310892,209,20.682421,336823.941884,293408.058116,1.147971
E0_R1_REG_000340_0015,WGV35A_PAIR_0044,340,calibration,body_long,-0.9,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,608579,54.935818,0.993984,0.116628,0.116628,1.300257,0.816128,2.366796,1.869326,1.989934,1.866324,0,0,2.621687,2.418545,-0.865076,0.007955,-0.865076,0.007955,-145.681597,-34.721488,-27.834471,0.276747,1.490082,206,20.661571,425751.993182,182827.006818,2.328715
E0_R1_REG_000340_0016,WGV35A_PAIR_0044,340,calibration,body_long,-0.45,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,613037,54.990761,0.994978,0.117241,0.117241,1.349989,0.816682,2.508936,1.872342,2.378803,1.870827,0,0,2.717588,2.429925,-0.439442,0.00849,-0.439442,0.00849,-144.456825,-33.836795,-26.609699,0.232971,1.571241,209,20.830842,373644.979981,239392.020019,1.560808
E0_R1_REG_000340_0018,WGV35A_PAIR_0044,340,calibration,body_long,0.45,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,615098,55.175636,0.998323,0.121188,0.121188,1.340253,0.816851,3.402807,1.879833,2.977397,1.876831,0,0,3.623713,2.428293,0.393073,0.007174,0.393073,0.007174,52.822886,167.255621,170.670011,0.191175,1.655703,217,21.628194,268119.979107,346978.020893,0.772729
E0_R1_REG_000340_0019,WGV35A_PAIR_0044,340,calibration,body_long,0.9,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,615141,55.528164,1.004702,0.130168,0.130168,1.258708,0.817145,4.285667,1.864319,4.260642,1.859311,0,0,5.084818,2.404706,0.831684,0.009924,0.831684,0.009924,59.270541,176.324387,177.117667,0.143944,2.220116,236,23.670538,211669.050615,403471.949385,0.524619
E0_R1_REG_000340_0020,WGV35A_PAIR_0044,340,calibration,body_short,-0.9,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,602796,54.101238,0.978883,0.094418,0.094418,1.252003,0.83084,2.611028,1.856309,2.879303,1.856785,0,0,3.21702,2.392962,0.013472,-0.912949,0.013472,-0.912949,-142.46711,163.183669,-24.619984,0.20925,1.514369,191,19.047049,305705.954209,297090.045791,1.029001
E0_R1_REG_000340_0021,WGV35A_PAIR_0044,340,calibration,body_short,-0.45,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,610567,54.378963,0.983908,0.103046,0.103046,1.3187,0.825577,2.694112,1.870308,2.694112,1.870308,0,0,3.085157,2.436446,-0.004106,-0.446025,-0.004106,-0.446025,-141.049779,-23.202654,-23.202654,0.206656,1.519131,204,20.187626,315044.032568,295522.967432,1.066056
E0_R1_REG_000340_0023,WGV35A_PAIR_0044,340,calibration,body_short,0.45,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,622914,55.906837,1.011553,0.134446,0.134446,1.374191,0.800067,2.673099,1.901856,1.745197,1.88334,0,0,2.337905,2.424587,-0.048638,0.45678,-0.048638,0.45678,-139.689398,-43.754624,-21.842272,0.292443,1.572316,226,22.537346,329552.974837,293361.025163,1.12337
E0_R1_REG_000340_0024,WGV35A_PAIR_0044,340,calibration,body_short,0.9,61.410346,OBSERVABLE_HIGH,40.237186,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,630232,56.13039,1.015598,0.140007,0.140007,1.351384,0.797248,2.225666,1.784741,1.609566,1.747203,0,0,2.105087,2.137626,-0.069821,0.901876,-0.069821,0.901876,47.277967,-42.732981,165.125093,0.366754,1.310892,209,20.682421,336823.941884,293408.058116,1.147971
E0_R1_REG_000341_0005,WGV35A_PAIR_0048,341,calibration,local_range,-0.9,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,594727,53.271854,1.014659,0.114386,0.114386,1.284179,0.822995,2.202418,1.879481,1.906295,1.872548,0,0,2.403984,2.414285,-0.863117,0.000504,-0.863117,0.000504,-149.865021,-42.1027,-32.697278,0.28566,1.517433,199,19.805725,414596.980319,180130.019681,2.301654
E0_R1_REG_000341_0006,WGV35A_PAIR_0048,341,calibration,local_range,-0.45,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,599893,53.34753,1.016101,0.116585,0.116585,1.327612,0.822484,2.534987,1.884835,2.295481,1.885249,0,0,2.743595,2.432188,-0.455045,0.000595,-0.455045,0.000595,-143.087033,-33.068616,-25.91929,0.241869,1.539232,212,20.947582,366827.998232,233065.001768,1.57393
E0_R1_REG_000341_0008,WGV35A_PAIR_0048,341,calibration,local_range,0.45,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,598676,53.625584,1.021397,0.125314,0.125314,1.329587,0.822041,3.995893,1.892597,3.926406,1.894299,0,0,4.158115,2.42772,0.392442,0.001694,0.392442,0.001694,55.494579,171.479647,172.662321,0.148835,1.840917,232,23.090091,260292.044576,338383.955424,0.769221
E0_R1_REG_000341_0009,WGV35A_PAIR_0048,341,calibration,local_range,0.9,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,604025,53.863476,1.025928,0.130997,0.130997,1.235747,0.82404,4.377317,1.88218,4.334521,1.873792,0,0,5.394599,2.408787,0.830131,0.000528,0.830131,0.000528,60.420195,177.207846,177.587938,0.142502,2.326808,247,24.473377,207493.977655,396531.022345,0.523273
E0_R1_REG_000341_0010,WGV35A_PAIR_0048,341,calibration,local_azimuth,-0.9,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,589603,52.558655,1.001075,0.096006,0.096006,1.263786,0.838136,2.753448,1.89571,2.919111,1.896416,0,0,3.297916,2.469896,0.005557,-0.907774,0.005557,-0.907774,-138.157681,164.307767,-20.989939,0.206798,1.470362,211,20.898952,301831.049325,287771.950675,1.048855
E0_R1_REG_000341_0011,WGV35A_PAIR_0048,341,calibration,local_azimuth,-0.45,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,588750,52.736473,1.004462,0.104622,0.104622,1.323521,0.831827,2.715468,1.912936,2.715468,1.912936,0,0,3.21264,2.469763,-0.000191,-0.450837,-0.000191,-0.450837,-136.014402,-18.84666,-18.84666,0.202367,1.477083,203,20.20383,302944.034459,285805.965541,1.059964
E0_R1_REG_000341_0013,WGV35A_PAIR_0048,341,calibration,local_azimuth,0.45,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,605946,54.301102,1.034263,0.136034,0.136034,1.358363,0.804996,2.898772,1.883424,1.835397,1.870431,0,0,2.463175,2.387084,-0.048123,0.468938,-0.048123,0.468938,46.709025,-37.829991,163.876768,0.2813,1.433502,220,21.905587,319242.017488,286703.982512,1.11349
E0_R1_REG_000341_0014,WGV35A_PAIR_0048,341,calibration,local_azimuth,0.9,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,610469,54.706425,1.041983,0.145443,0.145443,1.343676,0.802768,2.416937,1.798123,1.560733,1.713113,0,0,2.033054,2.138004,-0.076374,0.898364,-0.076374,0.898364,52.57024,-47.315279,169.737983,0.360173,1.262006,218,21.706445,325743.956683,284725.043317,1.144065
E0_R1_REG_000341_0015,WGV35A_PAIR_0048,341,calibration,body_long,-0.9,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,594727,53.271854,1.014659,0.114386,0.114386,1.284179,0.822995,2.202418,1.879481,1.906295,1.872548,0,0,2.403984,2.414285,-0.863117,0.000504,-0.863117,0.000504,-149.865021,-42.1027,-32.697278,0.28566,1.517433,199,19.805725,414596.980319,180130.019681,2.301654
E0_R1_REG_000341_0016,WGV35A_PAIR_0048,341,calibration,body_long,-0.45,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,599893,53.34753,1.016101,0.116585,0.116585,1.327612,0.822484,2.534987,1.884835,2.295481,1.885249,0,0,2.743595,2.432188,-0.455045,0.000595,-0.455045,0.000595,-143.087033,-33.068616,-25.91929,0.241869,1.539232,212,20.947582,366827.998232,233065.001768,1.57393
E0_R1_REG_000341_0018,WGV35A_PAIR_0048,341,calibration,body_long,0.45,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,598676,53.625584,1.021397,0.125314,0.125314,1.329587,0.822041,3.995893,1.892597,3.926406,1.894299,0,0,4.158115,2.42772,0.392442,0.001694,0.392442,0.001694,55.494579,171.479647,172.662321,0.148835,1.840917,232,23.090091,260292.044576,338383.955424,0.769221
E0_R1_REG_000341_0019,WGV35A_PAIR_0048,341,calibration,body_long,0.9,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,604025,53.863476,1.025928,0.130997,0.130997,1.235747,0.82404,4.377317,1.88218,4.334521,1.873792,0,0,5.394599,2.408787,0.830131,0.000528,0.830131,0.000528,60.420195,177.207846,177.587938,0.142502,2.326808,247,24.473377,207493.977655,396531.022345,0.523273
E0_R1_REG_000341_0020,WGV35A_PAIR_0048,341,calibration,body_short,-0.9,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,589603,52.558655,1.001075,0.096006,0.096006,1.263786,0.838136,2.753448,1.89571,2.919111,1.896416,0,0,3.297916,2.469896,0.005557,-0.907774,0.005557,-0.907774,-138.157681,164.307767,-20.989939,0.206798,1.470362,211,20.898952,301831.049325,287771.950675,1.048855
E0_R1_REG_000341_0021,WGV35A_PAIR_0048,341,calibration,body_short,-0.45,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,588750,52.736473,1.004462,0.104622,0.104622,1.323521,0.831827,2.715468,1.912936,2.715468,1.912936,0,0,3.21264,2.469763,-0.000191,-0.450837,-0.000191,-0.450837,-136.014402,-18.84666,-18.84666,0.202367,1.477083,203,20.20383,302944.034459,285805.965541,1.059964
E0_R1_REG_000341_0023,WGV35A_PAIR_0048,341,calibration,body_short,0.45,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,605946,54.301102,1.034263,0.136034,0.136034,1.358363,0.804996,2.898772,1.883424,1.835397,1.870431,0,0,2.463175,2.387084,-0.048123,0.468938,-0.048123,0.468938,46.709025,-37.829991,163.876768,0.2813,1.433502,220,21.905587,319242.017488,286703.982512,1.11349
E0_R1_REG_000341_0024,WGV35A_PAIR_0048,341,calibration,body_short,0.9,61.462277,OBSERVABLE_HIGH,40.210739,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,610469,54.706425,1.041983,0.145443,0.145443,1.343676,0.802768,2.416937,1.798123,1.560733,1.713113,0,0,2.033054,2.138004,-0.076374,0.898364,-0.076374,0.898364,52.57024,-47.315279,169.737983,0.360173,1.262006,218,21.706445,325743.956683,284725.043317,1.144065
E0_R1_REG_000342_0005,WGV35A_PAIR_0051,342,calibration,local_range,-0.9,62.862731,OBSERVABLE_HIGH,40.356349,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,638355,57.832489,1.098178,0.212267,0.212267,1.763489,0.789888,1.669885,3.652865,3.693008,0.872797,0,0,4.863367,1.064978,-0.885437,0.031907,0.474634,0.748157,174.941464,170.307875,-68.632499,0.312449,6.867882,217,21.843732,537840.994597,100514.005403,5.350906
E0_R1_REG_000342_0006,WGV35A_PAIR_0051,342,calibration,local_range,-0.45,62.862731,OBSERVABLE_HIGH,40.356349,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,647978,58.145908,1.10413,0.220657,0.220657,4.654308,0.791456,1.821957,3.704806,3.724292,0.922452,0,0,4.891121,1.188831,-0.491751,0.031721,0.275686,0.408439,175.839367,170.223149,-67.734596,0.299434,5.496297,234,23.33094,459487.975621,188490.024379,2.437731
E0_R1_REG_000342_0008,WGV35A_PAIR_0051,342,calibration,local_range,0.45,62.862731,OBSERVABLE_HIGH,40.356349,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,595858,53.982426,1.02507,0.105997,0.105997,4.205091,0.812931,2.623358,3.026495,3.418886,1.608038,0,0,4.124306,1.972084,0.385537,0.046555,-0.154489,-0.356286,-166.700749,-169.64362,-50.274712,0.163214,2.255047,229,23.05168,204893.018077,390964.981923,0.52407
E0_R1_REG_000342_0009,WGV35A_PAIR_0051,342,calibration,local_range,0.9,62.862731,OBSERVABLE_HIGH,40.356349,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,570876,51.583626,0.979519,0.048613,0.048613,1.410774,0.854843,2.98547,3.361904,4.210679,1.851564,0,0,5.457498,2.320386,0.901102,0.015812,-0.441356,-0.785773,-166.162493,-175.162192,-49.736456,0.137257,2.399303,220,22.087688,96746.188115,474129.811885,0.20405
E0_R1_REG_000342_0010,WGV35A_PAIR_0051,342,calibration,local_azimuth,-0.9,62.862731,OBSERVABLE_HIGH,40.356349,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,616142,55.704006,1.057761,0.160474,0.160474,2.474472,0.814117,1.884156,3.07632,3.164466,0.8367,0,0,4.281298,1.151909,-0.038131,-0.853304,-0.717278,0.463781,179.03888,172.573249,-64.535083,0.393963,4.069125,218,21.898763,324596.940171,291545.059829,1.113368
E0_R1_REG_000342_0011,WGV35A_PAIR_0051,342,calibration,local_azimuth,-0.45,62.862731,OBSERVABLE_HIGH,40.356349,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,629341,56.866451,1.079834,0.188579,0.188579,6.256659,0.798556,1.883342,3.436804,3.537232,0.88094,0,0,4.663729,1.186505,-0.068305,-0.403189,-0.313525,0.262545,176.636468,170.559695,-66.937495,0.325215,4.843884,212,21.284499,338101.98901,291239.01099,1.160909
E0_R1_REG_000342_0013,WGV35A_PAIR_0051,342,calibration,local_azimuth,0.45,62.862731,OBSERVABLE_HIGH,40.356349,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,618568,55.923336,1.061926,0.157309,0.157309,6.310814,0.795747,2.220705,2.980257,2.756999,1.160456,0,0,3.502655,1.443813,-0.070088,0.483287,0.452541,-0.183534,-173.764344,176.631603,-57.338306,0.323782,2.423506,228,22.903294,327668.964494,290899.035506,1.126401
E0_R1_REG_000342_0014,WGV35A_PAIR_0051,342,calibration,local_azimuth,0.9,62.862731,OBSERVABLE_HIGH,40.356349,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,599665,53.989826,1.02521,0.10795,0.10795,2.38947,0.819609,2.490334,2.676107,3.403931,1.602623,0,0,3.938827,2.033125,-0.035579,0.905105,0.79921,-0.426314,-164.468439,-168.369867,-48.042401,0.197811,2.129073,241,24.10892,309269.061228,290395.938772,1.064991
E0_R1_REG_000342_0015,WGV35A_PAIR_0051,342,calibration,body_long,-0.9,62.862731,OBSERVABLE_HIGH,40.356349,GT_ATTACHED_OFFSET_HAS_OVERLAP_RISK,not_claimed_clean_background_when_offset_smaller_than_subject_extent,606803,54.829945,1.041163,0.140598,0.140598,4.477253,0.81761,2.183743,3.101232,3.115498,1.37547,0,0,4.167164,1.51559,0.39572,-0.735085,-0.834307,0.029607,-177.715774,174.792299,-61.289737,0.232494,2.750054,212,21.284499,210222.023506,396580.976494,0.530086
