region_id,pair_id,sar_frame,family,variant,comparison_group,area_ratio_to_gt,offset_axis,offset_value,offset_unit,scale_ratio,rotation_relative_to_gt_deg,region_area_px,region_area_m2,region_area_p0_convention_m2,total_energy,mean_energy,median_energy,energy_std,peak_energy,energy_quantile_90,energy_quantile_95,energy_quantile_99,high_energy_threshold,high_energy_pixel_count,high_energy_pixel_fraction,response_occupancy_ratio,component_count,component_count_per_m2,component_count_per_p0_convention_m2,peak_count,peak_count_per_m2,peak_count_per_p0_convention_m2,energy_centroid_x,energy_centroid_y,energy_centroid_range_px,energy_centroid_azimuth_px,energy_centroid_range_m,energy_centroid_azimuth_m,energy_centroid_range_p0_convention_m,energy_centroid_azimuth_p0_convention_m,principal_axis_deg,principal_axis_minus_gt_storage_axis_deg,principal_axis_minus_local_range_axis_deg,range_support_width_px,azimuth_support_width_px,range_energy90_width_px,azimuth_energy90_width_px,range_second_moment_width_px,azimuth_second_moment_width_px,range_support_width_m,azimuth_support_width_m,range_energy90_width_m,azimuth_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,range_support_width_p0_convention_m,azimuth_support_width_p0_convention_m,range_energy90_width_p0_convention_m,azimuth_energy90_width_p0_convention_m,near_far_energy_ratio,front_rear_energy_ratio,inside_gt_pixel_fraction,inside_gt_energy_fraction,inside_ring_energy_ratio,boundary_contact_ratio,mask_contact_ratio,visible_fraction,metric_extent_reliable,observation_status,crop_bbox,mask_definition,gt_file_opened_for_region_generation,final_detection_label,body_axis_source,heading_confidence,sar_motion_heading_deg,body_long_energy90_width_px,body_short_energy90_width_px,body_long_energy90_width_m,body_short_energy90_width_m,body_long_second_moment_width_m,body_short_second_moment_width_m,energy_centroid_body_long_m,energy_centroid_body_short_m,body_positive_negative_energy_ratio,body_short_positive_negative_energy_ratio,principal_axis_minus_body_axis_deg,response_linearity,response_compactness,raw_image_grid_extent_available,psf_corrected_extent_ready,local_background_normalized_energy
E0_R1_REG_000342_0003,WGV35A_PAIR_0051,342,BODY_SCALE,body_support_scale_0.75,body_scale_response,0.53168,,0,,0.75,0,6249,5.6241,5.6241,349489,55.927189,54,13.0826,161,71,79,102,66,993,0.158905,0.158905,142,25.248484,25.248484,21,3.733931,3.733931,962.700886,942.422016,-1.604418,1.445381,-0.048133,0.043361,-0.048133,0.043361,-174.24931,-174.24931,-57.823272,102.223898,126.608817,61.138961,84.063973,77.894639,101.300197,3.066717,3.798265,1.834169,2.521919,,,3.066717,3.798265,1.834169,2.521919,1.094806,1.128189,1,1,,0,0,1,raw_image_grid_current_config_only,fully_observed,"897,909,1024,974",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,70.495263,39.113022,2.114858,1.173391,2.858113,1.353935,0.061732,0.019651,1.119451,1.09236,176.919346,2.10411,0.230662,true,false,1.061999
E0_R1_REG_000342_0004,WGV35A_PAIR_0051,342,BODY_SCALE,body_support_scale_1.25,body_scale_response,1.476888,,0,,1.25,0,17309,15.5781,15.5781,961349,55.540413,54,13.740186,197,71,80,103,66,2648,0.152984,0.152984,339,21.761319,21.761319,28,1.797395,1.797395,961.926356,943.004577,-1.781408,0.492517,-0.053442,0.014776,-0.053442,0.014776,178.386972,178.386972,-65.186991,164.28007,208.474706,74.994947,126.646794,97.325094,165.945899,4.928402,6.254241,2.249848,3.799404,,,4.928402,6.254241,2.249848,3.799404,1.120811,1.058422,0.678029,0.701837,2.353867,0,0,1,raw_image_grid_current_config_only,fully_observed,"856,889,1065,994",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,127.703371,41.674909,3.831101,1.250247,5.082007,1.574995,0.039739,0.038668,1.055759,1.131911,171.15956,3.542271,0.328446,true,false,1.054654
E0_R1_REG_000342_0005,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,local_range_-0.90m,metric_translation_surface,0.945209,local_range,-0.9,metre_current_image_grid,1,0,11038,9.9342,9.9342,638355,57.832489,55,15.383575,197,76,86,112,66,2343,0.212267,0.212267,217,21.843732,21.843732,16,1.610598,1.610598,974.780146,967.58574,-29.514554,1.063556,-0.885437,0.031907,-0.885437,0.031907,174.941464,174.941464,-68.632499,128.562766,163.297585,55.662824,121.762181,71.872968,157.588433,3.856883,4.898928,1.669885,3.652865,,,3.856883,4.898928,1.669885,3.652865,5.350906,1.478933,0.596394,0.638139,1.763489,0,0,1,raw_image_grid_current_config_only,fully_observed,"890,926,1058,1011",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,123.100279,29.093233,3.693008,0.872797,4.863367,1.064978,0.474634,0.748157,1.538766,7.189078,170.307875,6.867882,0.312449,true,false,1.098178
E0_R1_REG_000342_0006,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,local_range_-0.45m,metric_translation_surface,0.945209,local_range,-0.45,metre_current_image_grid,1,0,11144,10.0296,10.0296,647978,58.145908,55,15.321094,197,76,86,112,66,2459,0.220657,0.220657,234,23.33094,23.33094,20,1.994097,1.994097,968.93438,955.836846,-16.391695,1.05737,-0.491751,0.031721,-0.491751,0.031721,175.839367,175.839367,-67.734596,127.222214,168.665217,60.731896,123.493522,79.43863,159.717686,3.816666,5.059957,1.821957,3.704806,,,3.816666,5.059957,1.821957,3.704806,2.437731,1.278396,0.804917,0.823144,4.654308,0,0,1,raw_image_grid_current_config_only,fully_observed,"883,913,1051,998",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,124.143082,30.748398,3.724292,0.922452,4.891121,1.188831,0.275686,0.408439,1.302988,2.467812,170.223149,5.496297,0.299434,true,false,1.10413
E0_R1_REG_000342_0007,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,local_range_+0.00m,metric_translation_surface,0.945209,local_range,0,metre_current_image_grid,1,0,11067,9.9603,9.9603,635889,57.458118,55,15.254948,197,75,86,112,66,2258,0.20403,0.20403,219,21.98729,21.98729,22,2.208769,2.208769,963.456157,943.263,-2.693655,1.74746,-0.08081,0.052424,-0.08081,0.052424,178.741204,178.741204,-64.832759,128.996957,161.984159,67.261047,119.048525,87.907281,150.370709,3.869909,4.859525,2.017831,3.571456,,,3.869909,4.859525,2.017831,3.571456,1.166934,1.119333,0.977591,0.979328,47.374971,0,0,1,raw_image_grid_current_config_only,fully_observed,"877,899,1045,984",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,119.60803,32.539642,3.588241,0.976189,4.540753,1.210609,0.086054,0.04328,1.117421,1.158168,170.459946,4.570703,0.296762,true,false,1.09107
E0_R1_REG_000342_0008,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,local_range_+0.45m,metric_translation_surface,0.945209,local_range,0.45,metre_current_image_grid,1,0,11038,9.9342,9.9342,595858,53.982426,53,12.422298,197,66,73,97,66,1170,0.105997,0.105997,229,23.05168,23.05168,25,2.516559,2.516559,956.362841,929.429453,12.851244,1.55184,0.385537,0.046555,0.385537,0.046555,-166.700749,-166.700749,-50.274712,131.699762,162.412926,87.445277,100.883175,109.689656,121.498213,3.950993,4.872388,2.623358,3.026495,,,3.950993,4.872388,2.623358,3.026495,0.52407,0.932233,0.796612,0.80788,4.205091,0,0,1,raw_image_grid_current_config_only,fully_observed,"870,886,1038,971",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,113.962855,53.601261,3.418886,1.608038,4.124306,1.972084,-0.154489,-0.356286,0.907887,0.512238,-169.64362,2.255047,0.163214,true,false,1.02507
E0_R1_REG_000342_0009,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,local_range_+0.90m,metric_translation_surface,0.945209,local_range,0.9,metre_current_image_grid,1,0,11067,9.9603,9.9603,570876,51.583626,52,8.759208,94,62,65,72,66,538,0.048613,0.048613,220,22.087688,22.087688,19,1.907573,1.907573,947.796867,914.495757,30.036733,0.527051,0.901102,0.015812,0.901102,0.015812,-166.162493,-166.162493,-49.736456,136.595226,157.506611,99.515668,112.063482,127.623918,142.628756,4.097857,4.725198,2.98547,3.361904,,,4.097857,4.725198,2.98547,3.361904,0.20405,0.732027,0.57676,0.585195,1.410774,0,0,1,raw_image_grid_current_config_only,fully_observed,"863,872,1031,957",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,140.355963,61.718802,4.210679,1.851564,5.457498,2.320386,-0.441356,-0.785773,0.696052,0.138167,-175.162192,2.399303,0.137257,true,false,0.979519
E0_R1_REG_000342_0010,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,local_azimuth_-0.90m,metric_translation_surface,0.945209,local_azimuth,-0.9,metre_current_image_grid,1,0,11061,9.9549,9.9549,616142,55.704006,54,12.718581,150,71,80,97,66,1775,0.160474,0.160474,218,21.898763,21.898763,17,1.707702,1.707702,935.786775,955.425251,-1.271025,-28.443452,-0.038131,-0.853304,-0.038131,-0.853304,179.03888,179.03888,-64.535083,124.562811,168.21475,62.8052,102.543988,78.699498,138.269025,3.736884,5.046442,1.884156,3.07632,,,3.736884,5.046442,1.884156,3.07632,1.113368,0.536981,0.689178,0.712186,2.474472,0,0,1,raw_image_grid_current_config_only,fully_observed,"850,913,1018,997",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,105.482193,27.889992,3.164466,0.8367,4.281298,1.151909,-0.717278,0.463781,0.550062,2.744952,172.573249,4.069125,0.393963,true,false,1.057761
E0_R1_REG_000342_0011,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,local_azimuth_-0.45m,metric_translation_surface,0.945209,local_azimuth,-0.45,metre_current_image_grid,1,0,11067,9.9603,9.9603,629341,56.866451,55,14.345145,197,74,83,105,66,2087,0.188579,0.188579,212,21.284499,21.284499,18,1.807174,1.807174,949.670447,949.648628,-2.276823,-13.439649,-0.068305,-0.403189,-0.068305,-0.403189,176.636468,176.636468,-66.937495,128.541065,161.072374,62.778073,114.560127,81.26495,151.190426,3.856232,4.832171,1.883342,3.436804,,,3.856232,4.832171,1.883342,3.436804,1.160909,0.78323,0.848739,0.862196,6.256659,0,0,1,raw_image_grid_current_config_only,fully_observed,"863,906,1031,991",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,117.907746,29.364675,3.537232,0.88094,4.663729,1.186505,-0.313525,0.262545,0.790964,1.779259,170.559695,4.843884,0.325215,true,false,1.079834
E0_R1_REG_000342_0012,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,local_azimuth_+0.00m,metric_translation_surface,0.945209,local_azimuth,0,metre_current_image_grid,1,0,11067,9.9603,9.9603,635889,57.458118,55,15.254948,197,75,86,112,66,2258,0.20403,0.20403,219,21.98729,21.98729,22,2.208769,2.208769,963.456157,943.263,-2.693655,1.74746,-0.08081,0.052424,-0.08081,0.052424,178.741204,178.741204,-64.832759,128.996957,161.984159,67.261047,119.048525,87.907281,150.370709,3.869909,4.859525,2.017831,3.571456,,,3.869909,4.859525,2.017831,3.571456,1.166934,1.119333,0.977591,0.979328,47.374971,0,0,1,raw_image_grid_current_config_only,fully_observed,"877,899,1045,984",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,119.60803,32.539642,3.588241,0.976189,4.540753,1.210609,0.086054,0.04328,1.117421,1.158168,170.459946,4.570703,0.296762,true,false,1.09107
E0_R1_REG_000342_0013,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,local_azimuth_+0.45m,metric_translation_surface,0.945209,local_azimuth,0.45,metre_current_image_grid,1,0,11061,9.9549,9.9549,618568,55.923336,54,14.354454,197,71,81,110,66,1740,0.157309,0.157309,228,22.903294,22.903294,28,2.812685,2.812685,976.158505,936.551228,-2.336279,16.109556,-0.070088,0.483287,-0.070088,0.483287,-173.764344,-173.764344,-57.338306,131.688911,166.874198,74.023483,99.341889,92.138002,120.86944,3.950667,5.006226,2.220705,2.980257,,,3.950667,5.006226,2.220705,2.980257,1.126401,1.56086,0.852364,0.863216,6.310814,0,0,1,raw_image_grid_current_config_only,fully_observed,"890,893,1058,977",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,91.899958,38.681861,2.756999,1.160456,3.502655,1.443813,0.452541,-0.183534,1.534876,0.744406,176.631603,2.423506,0.323782,true,false,1.061926
E0_R1_REG_000342_0014,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,local_azimuth_+0.90m,metric_translation_surface,0.945209,local_azimuth,0.9,metre_current_image_grid,1,0,11107,9.9963,9.9963,599665,53.989826,53,11.882841,194,66,73,94,66,1199,0.10795,0.10795,241,24.10892,24.10892,22,2.200814,2.200814,988.237988,929.263562,-1.185983,30.170168,-0.035579,0.905105,-0.035579,0.905105,-164.468439,-164.468439,-48.042401,128.139424,158.830887,83.011131,89.203573,101.816887,107.071876,3.844183,4.764927,2.490334,2.676107,,,3.844183,4.764927,2.490334,2.676107,1.064991,2.130217,0.690736,0.704969,2.38947,0,0,1,raw_image_grid_current_config_only,fully_observed,"903,886,1072,971",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,113.464373,53.420779,3.403931,1.602623,3.938827,2.033125,0.79921,-0.426314,2.05861,0.436995,-168.369867,2.129073,0.197811,true,false,1.02521
E0_R1_REG_000342_0015,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,body_long_-0.90m,metric_translation_surface,0.945209,body_long,-0.9,metre_current_image_grid,1,0,11067,9.9603,9.9603,606803,54.829945,53,12.231325,129,68.4,78,95,66,1556,0.140598,0.140598,212,21.284499,21.284499,19,1.907573,1.907573,932.879562,940.720916,13.190681,-24.50284,0.39572,-0.735085,0.39572,-0.735085,-177.715774,-177.715774,-61.289737,133.474505,165.517371,72.791437,103.374395,92.308942,136.330612,4.004235,4.965521,2.183743,3.101232,,,4.004235,4.965521,2.183743,3.101232,0.530086,0.497129,0.802476,0.817427,4.477253,0,0,1,raw_image_grid_current_config_only,fully_observed,"847,897,1015,982",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,103.849949,45.848998,3.115498,1.37547,4.167164,1.51559,-0.834307,0.029607,0.496129,1.097937,174.792299,2.750054,0.232494,true,false,1.041163
E0_R1_REG_000342_0016,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,body_long_-0.45m,metric_translation_surface,0.945209,body_long,-0.45,metre_current_image_grid,1,0,11067,9.9603,9.9603,620337,56.05286,54,13.550017,161,72,81,102,66,1885,0.170326,0.170326,219,21.98729,21.98729,21,2.10837,2.10837,948.250091,941.98132,5.221443,-11.299316,0.156643,-0.338979,0.156643,-0.338979,179.569433,179.569433,-64.004529,134.815057,166.874198,70.115758,111.01064,88.943351,143.094706,4.044452,5.006226,2.103473,3.330319,,,4.044452,5.006226,2.103473,3.330319,0.79382,0.758729,0.893557,0.903504,9.363131,0,0,1,raw_image_grid_current_config_only,fully_observed,"862,898,1030,983",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,114.121136,33.650485,3.423634,1.009515,4.360889,1.35249,-0.371687,0.035958,0.757378,1.128057,171.492306,3.492003,0.303628,true,false,1.064385
E0_R1_REG_000342_0017,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,body_long_+0.00m,metric_translation_surface,0.945209,body_long,0,metre_current_image_grid,1,0,11067,9.9603,9.9603,635889,57.458118,55,15.254948,197,75,86,112,66,2258,0.20403,0.20403,219,21.98729,21.98729,22,2.208769,2.208769,963.456157,943.263,-2.693655,1.74746,-0.08081,0.052424,-0.08081,0.052424,178.741204,178.741204,-64.832759,128.996957,161.984159,67.261047,119.048525,87.907281,150.370709,3.869909,4.859525,2.017831,3.571456,,,3.869909,4.859525,2.017831,3.571456,1.166934,1.119333,0.977591,0.979328,47.374971,0,0,1,raw_image_grid_current_config_only,fully_observed,"877,899,1045,984",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,119.60803,32.539642,3.588241,0.976189,4.540753,1.210609,0.086054,0.04328,1.117421,1.158168,170.459946,4.570703,0.296762,true,false,1.09107
E0_R1_REG_000342_0018,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,body_long_+0.45m,metric_translation_surface,0.945209,body_long,0.45,metre_current_image_grid,1,0,11067,9.9603,9.9603,636717,57.532936,55,15.22273,197,75,86,112,66,2273,0.205385,0.205385,218,21.886891,21.886891,22,2.208769,2.208769,976.975696,944.144246,-9.499584,13.462145,-0.284988,0.403864,-0.284988,0.403864,177.211337,177.211337,-66.362625,123.689003,168.659792,62.077873,118.13674,83.054767,147.190673,3.71067,5.059794,1.862336,3.544102,,,3.71067,5.059794,1.862336,3.544102,1.65143,1.583125,0.903858,0.912752,10.46164,0,0,1,raw_image_grid_current_config_only,fully_observed,"892,900,1060,985",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,119.177589,32.358442,3.575328,0.970753,4.489899,1.209679,0.492499,0.04206,1.580288,1.157902,170.244415,4.559417,0.301317,true,false,1.09249
E0_R1_REG_000342_0019,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,body_long_+0.90m,metric_translation_surface,0.945209,body_long,0.9,metre_current_image_grid,1,0,11067,9.9603,9.9603,633401,57.233307,55,15.184244,197,75,85,112,66,2192,0.198066,0.198066,224,22.489282,22.489282,24,2.409566,2.409566,990.571433,944.891948,-16.219835,25.304499,-0.486595,0.759135,-0.486595,0.759135,176.503735,176.503735,-67.070228,127.216788,170.445386,60.672218,108.682349,78.082102,136.252339,3.816504,5.113362,1.820167,3.26047,,,3.816504,5.113362,1.820167,3.26047,2.40518,2.321418,0.813951,0.833382,5.001753,0,0,1,raw_image_grid_current_config_only,fully_observed,"907,901,1075,986",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,106.547916,32.244562,3.196437,0.967337,4.103929,1.203245,0.900952,0.036688,2.316704,1.144411,169.631942,4.123368,0.32629,true,false,1.086801
E0_R1_REG_000342_0020,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,body_short_-0.90m,metric_translation_surface,0.945209,body_short,-0.9,metre_current_image_grid,1,0,11067,9.9603,9.9603,571457,51.636124,52,8.855699,100,62,66,73,66,557,0.05033,0.05033,218,21.886891,21.886891,14,1.40558,1.40558,963.054811,911.494037,25.934373,15.526579,0.778031,0.465797,0.778031,0.465797,-167.954123,-167.954123,-51.528085,127.200513,164.176819,91.836021,109.724341,122.961889,144.705831,3.816015,4.925305,2.755081,3.29173,,,3.816015,4.925305,2.755081,3.29173,0.25791,1.073863,0.578838,0.58718,1.422362,0,0,1,raw_image_grid_current_config_only,fully_observed,"879,869,1047,954",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,141.216846,59.588794,4.236505,1.787664,5.392118,2.255113,0.009194,-0.906761,1.016817,0.063512,-174.149336,2.455718,0.14498,true,false,0.980516
E0_R1_REG_000342_0021,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,body_short_-0.45m,metric_translation_surface,0.945209,body_short,-0.45,metre_current_image_grid,1,0,11067,9.9603,9.9603,595238,53.784946,53,11.846135,194,66,72,93.34,66,1140,0.103009,0.103009,230,23.091674,23.091674,20,2.007972,2.007972,963.73961,927.300191,11.475046,9.105418,0.344251,0.273163,0.344251,0.273163,-164.492531,-164.492531,-48.066494,132.57357,162.3858,90.565998,96.318823,112.30538,118.866791,3.977207,4.871574,2.71698,2.889565,,,3.977207,4.871574,2.71698,2.889565,0.562542,1.116439,0.796241,0.806116,4.157729,0,0,1,raw_image_grid_current_config_only,fully_observed,"878,884,1046,969",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,122.398396,53.6249,3.671952,1.608747,4.451515,2.061952,0.061954,-0.435073,1.083218,0.426567,-168.393959,2.421042,0.173685,true,false,1.02132
E0_R1_REG_000342_0022,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,body_short_+0.00m,metric_translation_surface,0.945209,body_short,0,metre_current_image_grid,1,0,11067,9.9603,9.9603,635889,57.458118,55,15.254948,197,75,86,112,66,2258,0.20403,0.20403,219,21.98729,21.98729,22,2.208769,2.208769,963.456157,943.263,-2.693655,1.74746,-0.08081,0.052424,-0.08081,0.052424,178.741204,178.741204,-64.832759,128.996957,161.984159,67.261047,119.048525,87.907281,150.370709,3.869909,4.859525,2.017831,3.571456,,,3.869909,4.859525,2.017831,3.571456,1.166934,1.119333,0.977591,0.979328,47.374971,0,0,1,raw_image_grid_current_config_only,fully_observed,"877,899,1045,984",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,119.60803,32.539642,3.588241,0.976189,4.540753,1.210609,0.086054,0.04328,1.117421,1.158168,170.459946,4.570703,0.296762,true,false,1.09107
E0_R1_REG_000342_0023,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,body_short_+0.45m,metric_translation_surface,0.945209,body_short,0.45,metre_current_image_grid,1,0,11067,9.9603,9.9603,642426,58.048794,55,15.336359,197,76,86,112,66,2408,0.217584,0.217584,232,23.292471,23.292471,20,2.007972,2.007972,962.060549,956.896489,-14.28147,-5.569799,-0.428444,-0.167094,-0.428444,-0.167094,176.582013,176.582013,-66.991949,136.150184,162.841692,61.182363,121.75133,80.113487,159.109898,4.084506,4.885251,1.835471,3.65254,,,4.084506,4.885251,1.835471,3.65254,2.173759,1.072756,0.809885,0.82773,4.804827,0,0,1,raw_image_grid_current_config_only,fully_observed,"876,914,1044,999",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,124.097962,30.022876,3.722939,0.900686,4.887339,1.130564,0.072111,0.454186,1.09563,2.761959,170.446837,5.941952,0.302756,true,false,1.102286
E0_R1_REG_000342_0024,WGV35A_PAIR_0051,342,METRIC_TRANSLATION,body_short_+0.90m,metric_translation_surface,0.945209,body_short,0.9,metre_current_image_grid,1,0,11067,9.9603,9.9603,637420,57.596458,55,15.435966,197,76,86,112,66,2292,0.207102,0.207102,206,20.682108,20.682108,15,1.505979,1.505979,960.906857,970.236405,-25.714051,-12.539765,-0.771422,-0.376193,-0.771422,-0.376193,175.642012,175.642012,-67.931951,128.579041,161.49029,56.954548,121.241185,73.614585,159.377449,3.857371,4.844709,1.708636,3.637236,,,3.857371,4.844709,1.708636,3.637236,4.190801,1.035562,0.592663,0.635961,1.746955,0,0,1,raw_image_grid_current_config_only,fully_observed,"875,929,1043,1014",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,124.166002,28.208711,3.72498,0.846261,4.893573,1.029085,0.06481,0.855811,1.082303,13.449381,170.728865,7.148003,0.31634,true,false,1.093696
E0_R1_REG_000342_0025,WGV35A_PAIR_0051,342,BODY_ROTATION,body_relative_rotation_-45,body_axis_rotation_response,0.945209,,0,,1,-45,11102,9.9918,9.9918,602909,54.306343,53,11.240589,124,67,74,90,66,1373,0.123671,0.123671,230,23.018875,23.018875,20,2.001641,2.001641,959.549585,942.316505,-0.10747,-1.329682,-0.003224,-0.03989,-0.003224,-0.03989,153.739209,153.739209,-89.834754,93.301182,168.203899,52.28152,118.120464,64.98773,143.661522,2.799035,5.046117,1.568446,3.543614,,,2.799035,5.046117,1.568446,3.543614,1.042548,0.963412,0.67051,0.688951,2.214932,0,0,1,raw_image_grid_current_config_only,fully_observed,"876,861,1046,1022",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,99.291258,63.081762,2.978738,1.892453,3.823481,2.491816,-0.032804,0.022925,0.95889,1.074626,152.416626,2.261327,0.187755,true,false,1.031221
E0_R1_REG_000342_0026,WGV35A_PAIR_0051,342,BODY_ROTATION,body_relative_rotation_-30,body_axis_rotation_response,0.945209,,0,,1,-30,11087,9.9783,9.9783,610000,55.019394,54,11.637611,129,68,76,93,66,1581,0.142599,0.142599,230,23.050019,23.050019,20,2.004349,2.004349,959.980021,942.482226,-0.447437,-1.017976,-0.013423,-0.030539,-0.013423,-0.030539,161.997664,161.997664,-81.576299,69.676141,158.792911,50.631557,128.367285,63.84422,161.477834,2.090284,4.763787,1.518947,3.851019,,,2.090284,4.763787,1.518947,3.851019,1.066396,0.982624,0.783169,0.796654,3.917729,0,0,1,raw_image_grid_current_config_only,fully_observed,"872,873,1050,1010",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,123.41756,57.028346,3.702527,1.71085,4.556043,2.11327,-0.019582,0.027007,0.978977,1.076949,160.370712,3.183493,0.168791,true,false,1.044761
E0_R1_REG_000342_0027,WGV35A_PAIR_0051,342,BODY_ROTATION,body_relative_rotation_-15,body_axis_rotation_response,0.945209,,0,,1,-15,11074,9.9666,9.9666,627678,56.680332,55,13.489427,151,73,82,101,66,2068,0.186744,0.186744,216,21.672386,21.672386,19,1.906367,1.906367,961.751228,943.00064,-1.699943,0.33744,-0.050998,0.010123,-0.050998,0.010123,171.260423,171.260423,-72.31354,102.120818,159.650443,61.491774,125.783836,76.636144,166.867867,3.063625,4.789513,1.844753,3.773515,,,3.063625,4.789513,1.844753,3.773515,1.127051,1.047128,0.909518,0.916276,10.943941,0,0,1,raw_image_grid_current_config_only,fully_observed,"874,890,1048,993",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,126.750808,38.616698,3.802524,1.158501,5.038169,1.469933,0.034489,0.038908,1.04516,1.132363,167.421286,4.98132,0.243733,true,false,1.0763
E0_R1_REG_000342_0028,WGV35A_PAIR_0051,342,BODY_ROTATION,body_relative_rotation_+0,body_axis_rotation_response,0.945209,,0,,1,0,11067,9.9603,9.9603,635889,57.458118,55,15.254948,197,75,86,112,66,2258,0.20403,0.20403,219,21.98729,21.98729,22,2.208769,2.208769,963.456157,943.263,-2.693655,1.74746,-0.08081,0.052424,-0.08081,0.052424,178.741204,178.741204,-64.832759,128.996957,161.984159,67.261047,119.048525,87.907281,150.370709,3.869909,4.859525,2.017831,3.571456,,,3.869909,4.859525,2.017831,3.571456,1.166934,1.119333,0.977591,0.979328,47.374971,0,0,1,raw_image_grid_current_config_only,fully_observed,"877,899,1045,984",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,119.60803,32.539642,3.588241,0.976189,4.540753,1.210609,0.086054,0.04328,1.117421,1.158168,170.459946,4.570703,0.296762,true,false,1.09107
E0_R1_REG_000342_0029,WGV35A_PAIR_0051,342,BODY_ROTATION,body_relative_rotation_+15,body_axis_rotation_response,0.945209,,0,,1,15,11133,10.0197,10.0197,630707,56.652027,54,14.843923,197,73,83,112,66,1974,0.177311,0.177311,220,21.956745,21.956745,21,2.095871,2.095871,964.144283,943.163543,-2.910835,2.407945,-0.087325,0.072238,-0.087325,0.072238,-172.178496,-172.178496,-55.752459,145.604574,149.094212,74.05061,91.390807,89.703051,116.720257,4.368137,4.472826,2.221518,2.741724,,,4.368137,4.472826,2.221518,2.741724,1.180446,1.15532,0.838498,0.852504,5.779827,0,0,1,raw_image_grid_current_config_only,fully_observed,"872,881,1050,1003",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,3.901428,82.920815,32.970084,2.487624,0.989103,3.259166,1.278741,0.106447,0.038899,1.153752,1.141983,170.302885,2.700337,0.420644,true,false,1.075763
