region_id,pair_id,sar_frame,family,variant,comparison_group,area_ratio_to_gt,offset_axis,offset_value,offset_unit,scale_ratio,rotation_relative_to_gt_deg,region_area_px,region_area_m2,region_area_p0_convention_m2,total_energy,mean_energy,median_energy,energy_std,peak_energy,energy_quantile_90,energy_quantile_95,energy_quantile_99,high_energy_threshold,high_energy_pixel_count,high_energy_pixel_fraction,response_occupancy_ratio,component_count,component_count_per_m2,component_count_per_p0_convention_m2,peak_count,peak_count_per_m2,peak_count_per_p0_convention_m2,energy_centroid_x,energy_centroid_y,energy_centroid_range_px,energy_centroid_azimuth_px,energy_centroid_range_m,energy_centroid_azimuth_m,energy_centroid_range_p0_convention_m,energy_centroid_azimuth_p0_convention_m,principal_axis_deg,principal_axis_minus_gt_storage_axis_deg,principal_axis_minus_local_range_axis_deg,range_support_width_px,azimuth_support_width_px,range_energy90_width_px,azimuth_energy90_width_px,range_second_moment_width_px,azimuth_second_moment_width_px,range_support_width_m,azimuth_support_width_m,range_energy90_width_m,azimuth_energy90_width_m,range_second_moment_width_m,azimuth_second_moment_width_m,range_support_width_p0_convention_m,azimuth_support_width_p0_convention_m,range_energy90_width_p0_convention_m,azimuth_energy90_width_p0_convention_m,near_far_energy_ratio,front_rear_energy_ratio,inside_gt_pixel_fraction,inside_gt_energy_fraction,inside_ring_energy_ratio,boundary_contact_ratio,mask_contact_ratio,visible_fraction,metric_extent_reliable,observation_status,crop_bbox,mask_definition,gt_file_opened_for_region_generation,final_detection_label,body_axis_source,heading_confidence,sar_motion_heading_deg,body_long_energy90_width_px,body_short_energy90_width_px,body_long_energy90_width_m,body_short_energy90_width_m,body_long_second_moment_width_m,body_short_second_moment_width_m,energy_centroid_body_long_m,energy_centroid_body_short_m,body_positive_negative_energy_ratio,body_short_positive_negative_energy_ratio,principal_axis_minus_body_axis_deg,response_linearity,response_compactness,raw_image_grid_extent_available,psf_corrected_extent_ready,local_background_normalized_energy
E0_R1_REG_000365_0006,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,local_range_-0.45m,metric_translation_surface,0.962918,local_range,-0.45,metre_current_image_grid,1,0,11044,9.9396,9.9396,610183,55.250179,50,20.342663,234,80,95,133,54,4125,0.373506,0.373506,222,22.334903,22.334903,41,4.124914,4.124914,1116.392246,958.296509,-16.436877,0.963819,-0.493106,0.028915,-0.493106,0.028915,176.766792,176.766792,-87.317538,82.273046,165.022627,50.186811,131.472063,54.454263,158.815971,2.468191,4.950679,1.505604,3.944162,,,2.468191,4.950679,1.505604,3.944162,3.229159,1.185829,0.805505,0.831083,4.920083,0,0,1,raw_image_grid_current_config_only,fully_observed,"1033,919,1198,995",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,93.923464,17.838043,2.817704,0.535141,3.310789,0.792435,0.084566,0.486661,1.185829,3.15407,176.699804,4.256805,0.681624,true,false,1.298963
E0_R1_REG_000365_0007,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,local_range_+0.00m,metric_translation_surface,0.962918,local_range,0,metre_current_image_grid,1,0,11044,9.9396,9.9396,595607,53.93037,47,20.42281,234,79,95,133,54,3641,0.329681,0.329681,218,21.932472,21.932472,41,4.124914,4.124914,1115.331996,945.675931,-3.774233,1.209949,-0.113227,0.036298,-0.113227,0.036298,178.19767,178.19767,-85.88666,79.871439,163.409565,52.073096,130.060281,61.330204,154.78245,2.396143,4.902287,1.562193,3.901808,,,2.396143,4.902287,1.562193,3.901808,1.372842,1.164293,0.987323,0.989747,96.528574,0,0,1,raw_image_grid_current_config_only,fully_observed,"1031,904,1196,980",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,95.93359,17.244652,2.878008,0.51734,3.377362,0.772291,0.048886,0.108388,1.161089,1.368821,177.462639,4.442504,0.691514,true,false,1.267933
E0_R1_REG_000365_0008,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,local_range_+0.45m,metric_translation_surface,0.962918,local_range,0.45,metre_current_image_grid,1,0,11009,9.9081,9.9081,514143,46.702061,45,10.913332,156,58,66,88,54,1801,0.163593,0.163593,273,27.553214,27.553214,46,4.642666,4.642666,1113.33113,928.305061,13.71035,1.01006,0.41131,0.030302,0.41131,0.030302,-178.180298,-178.180298,-82.264629,82.82434,161.348274,57.113563,134.451238,73.287998,151.953027,2.48473,4.840448,1.713407,4.033537,,,2.48473,4.840448,1.713407,4.033537,0.451082,1.064284,0.777455,0.79424,3.860034,0,0,1,raw_image_grid_current_config_only,fully_observed,"1030,889,1194,965",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,133.747446,42.782901,4.012423,1.283487,4.353011,1.844371,-0.016468,-0.412096,1.05612,0.45446,-178.216276,2.370577,0.206043,true,false,1.097992
E0_R1_REG_000365_0009,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,local_range_+0.90m,metric_translation_surface,0.962918,local_range,0.9,metre_current_image_grid,1,0,11123,10.0107,10.0107,489080,43.970154,44,7.210181,90,53,55,66,54,904,0.081273,0.081273,276,27.5705,27.5705,38,3.795938,3.795938,1110.607058,912.344195,29.866974,-0.054505,0.896009,-0.001635,0.896009,-0.001635,-179.907064,-179.907064,-83.991394,81.0003,164.234082,59.582264,130.647546,69.352286,134.166613,2.430009,4.927022,1.787468,3.919426,,,2.430009,4.927022,1.787468,3.919426,0.075289,0.953764,0.558033,0.570228,1.326814,0,0,1,raw_image_grid_current_config_only,fully_observed,"1028,874,1193,950",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,134.665546,58.984002,4.039966,1.76952,4.258314,2.108408,-0.103085,-0.890061,0.941094,0.0717,178.899314,2.025165,0.144402,true,false,1.033763
E0_R1_REG_000365_0010,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,local_azimuth_-0.90m,metric_translation_surface,0.962918,local_azimuth,-0.9,metre_current_image_grid,1,0,11009,9.9081,9.9081,585417,53.17622,47,20.371805,234,78,95,133,54,3358,0.305023,0.305023,217,21.901273,21.901273,36,3.633391,3.633391,1089.580371,947.909405,-3.341733,-24.634731,-0.100252,-0.739042,-0.100252,-0.739042,179.061863,179.061863,-85.022467,85.7053,161.043929,52.82567,110.955333,65.98832,144.136983,2.571159,4.831318,1.58477,3.32866,,,2.571159,4.831318,1.58477,3.32866,1.32588,0.595168,0.798256,0.835838,5.091558,0,0,1,raw_image_grid_current_config_only,fully_observed,"1002,907,1166,983",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,88.933957,18.674297,2.668019,0.560229,3.266983,0.933351,-0.722936,0.183293,0.594017,1.554933,177.206045,3.43838,0.700274,true,false,1.250203
E0_R1_REG_000365_0011,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,local_azimuth_-0.45m,metric_translation_surface,0.962918,local_azimuth,-0.45,metre_current_image_grid,1,0,11088,9.9792,9.9792,596183,53.768307,47,20.447584,234,79,95,133,54,3571,0.32206,0.32206,221,22.146064,22.146064,39,3.908129,3.908129,1102.874579,947.088334,-3.895196,-11.326696,-0.116856,-0.339801,-0.116856,-0.339801,177.985445,177.985445,-86.098885,85.293041,164.64634,52.176161,119.665305,62.330338,147.9388,2.558791,4.93939,1.565285,3.589959,,,2.558791,4.93939,1.565285,3.589959,1.375629,0.85023,0.900253,0.919946,11.491525,0,0,1,raw_image_grid_current_config_only,fully_observed,"1017,906,1181,982",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,92.974671,17.285575,2.78924,0.518567,3.333222,0.785358,-0.324383,0.154582,0.848188,1.481346,176.960635,4.313124,0.720543,true,false,1.264123
E0_R1_REG_000365_0012,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,local_azimuth_+0.00m,metric_translation_surface,0.962918,local_azimuth,0,metre_current_image_grid,1,0,11044,9.9396,9.9396,595607,53.93037,47,20.42281,234,79,95,133,54,3641,0.329681,0.329681,218,21.932472,21.932472,41,4.124914,4.124914,1115.331996,945.675931,-3.774233,1.209949,-0.113227,0.036298,-0.113227,0.036298,178.19767,178.19767,-85.88666,79.871439,163.409565,52.073096,130.060281,61.330204,154.78245,2.396143,4.902287,1.562193,3.901808,,,2.396143,4.902287,1.562193,3.901808,1.372842,1.164293,0.987323,0.989747,96.528574,0,0,1,raw_image_grid_current_config_only,fully_observed,"1031,904,1196,980",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,95.93359,17.244652,2.878008,0.51734,3.377362,0.772291,0.048886,0.108388,1.161089,1.368821,177.462639,4.442504,0.691514,true,false,1.267933
E0_R1_REG_000365_0013,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,local_azimuth_+0.45m,metric_translation_surface,0.962918,local_azimuth,0.45,metre_current_image_grid,1,0,11043,9.9387,9.9387,593159,53.713573,47,20.199492,234,79,94,133,54,3549,0.32138,0.32138,233,23.44371,23.44371,45,4.527755,4.527755,1128.458149,944.255872,-3.714578,14.412559,-0.111437,0.432377,-0.111437,0.432377,178.519168,178.519168,-85.565163,81.726601,163.476659,52.413412,134.007857,61.962424,154.243424,2.451798,4.9043,1.572402,4.020236,,,2.451798,4.9043,1.572402,4.020236,1.363259,1.629869,0.889885,0.903097,9.319578,0,0,1,raw_image_grid_current_config_only,fully_observed,"1046,903,1211,978",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,97.882331,16.500476,2.93647,0.495014,3.37138,0.757294,0.442214,0.06176,1.624249,1.249473,177.299813,4.549169,0.685404,true,false,1.262836
E0_R1_REG_000365_0014,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,local_azimuth_+0.90m,metric_translation_surface,0.962918,local_azimuth,0.9,metre_current_image_grid,1,0,11044,9.9396,9.9396,579127,52.438156,47,19.537111,234,75,91,132,54,3145,0.28477,0.28477,250,25.151918,25.151918,46,4.627953,4.627953,1141.733017,942.411184,-3.247882,27.806856,-0.097436,0.834206,-0.097436,0.834206,-179.371083,-179.371083,-83.455414,81.896759,165.434886,52.830519,122.03579,63.903947,139.000808,2.456903,4.963047,1.584916,3.661074,,,2.456903,4.963047,1.584916,3.661074,1.310068,2.387857,0.778613,0.809957,4.261969,0,0,1,raw_image_grid_current_config_only,fully_observed,"1061,901,1226,977",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,93.99508,17.11165,2.819852,0.51335,3.218344,0.944268,0.839873,0.002348,2.376716,1.102285,178.720281,3.369306,0.696961,true,false,1.232851
E0_R1_REG_000365_0015,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,body_long_-0.90m,metric_translation_surface,0.962918,body_long,-0.9,metre_current_image_grid,1,0,11123,10.0107,10.0107,585994,52.68309,46,20.335613,234,78,95,133,54,3219,0.2894,0.2894,217,21.676806,21.676806,36,3.596152,3.596152,1089.253808,944.897031,-0.311744,-24.649086,-0.009352,-0.739473,-0.009352,-0.739473,-177.135,-177.135,-81.219331,85.911429,158.158121,56.943405,115.140161,73.043199,150.297703,2.577343,4.744744,1.708302,3.454205,,,2.577343,4.744744,1.708302,3.454205,1.110747,0.594181,0.804459,0.838145,5.178373,0,0,1,raw_image_grid_current_config_only,fully_observed,"1001,904,1166,980",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,94.933643,21.500214,2.848009,0.645006,3.641649,1.274779,-0.733657,0.093027,0.592228,1.302386,-174.406677,2.911658,0.559504,true,false,1.238609
E0_R1_REG_000365_0016,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,body_long_-0.45m,metric_translation_surface,0.962918,body_long,-0.45,metre_current_image_grid,1,0,11044,9.9396,9.9396,589953,53.418419,47,20.456335,234,79,95,133,54,3429,0.310485,0.310485,217,21.831864,21.831864,39,3.923699,3.923699,1102.451917,945.506517,-2.278241,-11.584078,-0.068347,-0.347522,-0.068347,-0.347522,179.075249,179.075249,-85.009081,85.293041,163.033278,51.871815,120.597735,63.853413,149.137846,2.558791,4.890998,1.556154,3.617932,,,2.558791,4.890998,1.556154,3.617932,1.253277,0.841187,0.896777,0.916312,10.949141,0,0,1,raw_image_grid_current_config_only,fully_observed,"1016,904,1181,980",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,93.005364,17.244652,2.790161,0.51734,3.326903,0.794277,-0.337548,0.10726,0.838845,1.353232,177.741336,4.206059,0.70331,true,false,1.255897
E0_R1_REG_000365_0017,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,body_long_+0.00m,metric_translation_surface,0.962918,body_long,0,metre_current_image_grid,1,0,11044,9.9396,9.9396,595607,53.93037,47,20.42281,234,79,95,133,54,3641,0.329681,0.329681,218,21.932472,21.932472,41,4.124914,4.124914,1115.331996,945.675931,-3.774233,1.209949,-0.113227,0.036298,-0.113227,0.036298,178.19767,178.19767,-85.88666,79.871439,163.409565,52.073096,130.060281,61.330204,154.78245,2.396143,4.902287,1.562193,3.901808,,,2.396143,4.902287,1.562193,3.901808,1.372842,1.164293,0.987323,0.989747,96.528574,0,0,1,raw_image_grid_current_config_only,fully_observed,"1031,904,1196,980",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,95.93359,17.244652,2.878008,0.51734,3.377362,0.772291,0.048886,0.108388,1.161089,1.368821,177.462639,4.442504,0.691514,true,false,1.267933
E0_R1_REG_000365_0018,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,body_long_+0.45m,metric_translation_surface,0.962918,body_long,0.45,metre_current_image_grid,1,0,11123,10.0107,10.0107,602992,54.211273,48,20.34066,234,79,95,133,54,3740,0.33624,0.33624,230,22.975416,22.975416,45,4.49519,4.49519,1128.043039,945.951552,-5.358444,13.824895,-0.160753,0.414747,-0.160753,0.414747,177.961463,177.961463,-86.122867,82.515147,163.579723,52.763425,134.003009,61.351983,154.998569,2.475454,4.907392,1.582903,4.02009,,,2.475454,4.907392,1.582903,4.02009,1.506576,1.600292,0.903623,0.914379,10.679328,0,0,1,raw_image_grid_current_config_only,fully_observed,"1046,904,1211,980",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,96.974462,16.879019,2.909234,0.506371,3.410015,0.77469,0.430282,0.112755,1.595244,1.380122,176.846437,4.523392,0.709907,true,false,1.274538
E0_R1_REG_000365_0019,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,body_long_+0.90m,metric_translation_surface,0.962918,body_long,0.9,metre_current_image_grid,1,0,11123,10.0107,10.0107,597765,53.741348,47,20.310993,234,79,95,133,54,3550,0.319159,0.319159,241,24.074241,24.074241,46,4.595083,4.595083,1140.955404,945.792465,-6.531012,26.684894,-0.19593,0.800547,-0.19593,0.800547,179.45514,179.45514,-84.629191,84.880783,165.847144,53.691007,125.499166,62.931519,144.593543,2.546423,4.975414,1.61073,3.764975,,,2.546423,4.975414,1.61073,3.764975,1.59934,2.312507,0.810573,0.837444,5.151744,0,0,1,raw_image_grid_current_config_only,fully_observed,"1061,904,1226,980",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,92.882593,17.073406,2.786478,0.512202,3.20426,0.778492,0.817584,0.10402,2.304249,1.345234,176.520375,4.218914,0.714456,true,false,1.263489
E0_R1_REG_000365_0020,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,body_short_-0.90m,metric_translation_surface,0.962918,body_short,-0.9,metre_current_image_grid,1,0,11042,9.9378,9.9378,485915,44.006069,44,7.220469,90,53,57,66,54,909,0.082322,0.082322,280,28.17525,28.17525,39,3.92441,3.92441,1114.441847,912.096494,29.718125,3.785391,0.891544,0.113562,0.891544,0.113562,178.39587,178.39587,-85.688461,81.0003,165.058598,59.587113,123.684824,69.445791,133.462449,2.430009,4.951758,1.787613,3.710545,,,2.430009,4.951758,1.787613,3.710545,0.077245,1.056774,0.565206,0.577305,1.36577,0,0,1,raw_image_grid_current_config_only,fully_observed,"1032,874,1196,950",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,130.645294,59.129914,3.919359,1.773897,4.174822,2.126223,0.011877,-0.898669,1.042647,0.063779,177.476015,1.973003,0.148608,true,false,1.034608
E0_R1_REG_000365_0021,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,body_short_-0.45m,metric_translation_surface,0.962918,body_short,-0.45,metre_current_image_grid,1,0,11009,9.9081,9.9081,514382,46.72377,45,10.915979,156,58,66,88,54,1805,0.163957,0.163957,274,27.654142,27.654142,47,4.743594,4.743594,1114.783713,928.204511,13.660654,2.465271,0.40982,0.073958,0.40982,0.073958,-178.696451,-178.696451,-82.780781,82.927405,163.75473,57.252598,134.729309,73.329251,151.861048,2.487822,4.912642,1.717578,4.041879,,,2.487822,4.912642,1.717578,4.041879,0.452634,1.103975,0.78236,0.79869,3.967475,0,0,1,raw_image_grid_current_config_only,fully_observed,"1032,889,1196,965",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,134.013449,42.846966,4.020403,1.285409,4.367033,1.856804,0.027076,-0.415558,1.095498,0.451081,-178.632464,2.35773,0.206197,true,false,1.098502
E0_R1_REG_000365_0022,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,body_short_+0.00m,metric_translation_surface,0.962918,body_short,0,metre_current_image_grid,1,0,11044,9.9396,9.9396,595607,53.93037,47,20.42281,234,79,95,133,54,3641,0.329681,0.329681,218,21.932472,21.932472,41,4.124914,4.124914,1115.331996,945.675931,-3.774233,1.209949,-0.113227,0.036298,-0.113227,0.036298,178.19767,178.19767,-85.88666,79.871439,163.409565,52.073096,130.060281,61.330204,154.78245,2.396143,4.902287,1.562193,3.901808,,,2.396143,4.902287,1.562193,3.901808,1.372842,1.164293,0.987323,0.989747,96.528574,0,0,1,raw_image_grid_current_config_only,fully_observed,"1031,904,1196,980",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,95.93359,17.244652,2.878008,0.51734,3.377362,0.772291,0.048886,0.108388,1.161089,1.368821,177.462639,4.442504,0.691514,true,false,1.267933
E0_R1_REG_000365_0023,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,body_short_+0.45m,metric_translation_surface,0.962918,body_short,0.45,metre_current_image_grid,1,0,11044,9.9396,9.9396,609352,55.174938,50,20.347742,234,80,95,133,54,4099,0.371152,0.371152,223,22.43551,22.43551,41,4.124914,4.124914,1114.669862,958.298182,-16.261024,-0.749565,-0.487831,-0.022487,-0.487831,-0.022487,176.879305,176.879305,-87.205025,82.273046,163.445536,50.361818,130.225591,54.646754,157.726182,2.468191,4.903366,1.510855,3.906768,,,2.468191,4.903366,1.510855,3.906768,3.17785,1.13544,0.808312,0.83456,5.044499,0,0,1,raw_image_grid_current_config_only,fully_observed,"1031,919,1196,995",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,92.943978,17.848274,2.788319,0.535448,3.280974,0.792548,0.032897,0.487239,1.13544,3.154068,176.747108,4.206164,0.685398,true,false,1.297194
E0_R1_REG_000365_0024,WGV35A_PAIR_0121,365,METRIC_TRANSLATION,body_short_+0.90m,metric_translation_surface,0.962918,body_short,0.9,metre_current_image_grid,1,0,11044,9.9396,9.9396,604039,54.693859,48,20.456179,234,80,95,133,54,3930,0.355849,0.355849,216,21.731257,21.731257,31,3.118838,3.118838,1114.62139,970.533636,-28.426324,-2.05882,-0.85279,-0.061765,-0.85279,-0.061765,177.124739,177.124739,-86.959591,79.495151,164.507304,38.43057,131.368998,45.16379,160.917518,2.384855,4.935219,1.152917,3.94107,,,2.384855,4.935219,1.152917,3.94107,14.678736,1.138017,0.593716,0.661462,1.95388,0,0,1,raw_image_grid_current_config_only,fully_observed,"1031,934,1196,1010",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,92.974671,17.68458,2.78924,0.530537,3.299442,0.680457,0.035199,0.854299,1.138017,15.582633,176.146953,5.172958,0.687257,true,false,1.285884
E0_R1_REG_000365_0025,WGV35A_PAIR_0121,365,BODY_ROTATION,body_relative_rotation_-45,body_axis_rotation_response,0.962918,,0,,1,-45,11220,10.098,10.098,571677,50.951603,46,17.665714,234,69,85,124.81,54,2915,0.259804,0.259804,255,25.252525,25.252525,35,3.466033,3.466033,1111.979649,944.608176,-2.366656,-2.014497,-0.071,-0.060435,-0.071,-0.060435,151.733362,151.733362,-112.350969,141.543299,161.250058,58.582741,96.524262,77.885746,127.265695,4.246299,4.837502,1.757482,2.895728,,,4.246299,4.837502,1.757482,2.895728,1.240228,1.000829,0.639216,0.687785,2.202923,0,0,1,raw_image_grid_current_config_only,fully_observed,"1030,859,1197,1025",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,80.893452,26.540876,2.426804,0.796226,3.121933,1.278163,-0.052007,0.077386,0.993622,1.239026,169.135158,2.55912,0.542622,true,false,1.197901
E0_R1_REG_000365_0026,WGV35A_PAIR_0121,365,BODY_ROTATION,body_relative_rotation_-30,body_axis_rotation_response,0.962918,,0,,1,-30,11210,10.089,10.089,576431,51.421143,47,17.698215,234,71,86,123.91,54,3086,0.27529,0.27529,247,24.482109,24.482109,39,3.865596,3.865596,1111.900954,944.691323,-2.44125,-2.101342,-0.073237,-0.06304,-0.073237,-0.06304,159.519026,159.519026,-104.565304,116.944807,165.976482,53.697886,105.847773,70.442304,137.681289,3.508344,4.979294,1.610937,3.175433,,,3.508344,4.979294,1.610937,3.175433,1.247803,0.999962,0.749063,0.782519,3.598095,0,0,1,raw_image_grid_current_config_only,fully_observed,"1025,870,1202,1014",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,86.9136,25.356773,2.607408,0.760703,3.300498,1.221829,-0.054342,0.079905,0.99522,1.249943,171.183668,2.807034,0.525444,true,false,1.20894
E0_R1_REG_000365_0027,WGV35A_PAIR_0121,365,BODY_ROTATION,body_relative_rotation_-15,body_axis_rotation_response,0.962918,,0,,1,-15,11104,9.9936,9.9936,587020,52.865635,47,19.110281,234,74,89,132,54,3404,0.306556,0.306556,233,23.314922,23.314922,45,4.502882,4.502882,1113.524004,945.115093,-3.030042,-0.530611,-0.090901,-0.015918,-0.090901,-0.015918,167.572545,167.572545,-96.511785,81.378619,165.559376,51.032753,121.216122,62.705698,151.325849,2.441359,4.966781,1.530983,3.636484,,,2.441359,4.966781,1.530983,3.636484,1.313006,1.067234,0.864823,0.880984,7.402204,0,0,1,raw_image_grid_current_config_only,fully_observed,"1026,886,1202,998",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,91.944031,21.397906,2.758321,0.641937,3.437941,1.052691,-0.005523,0.092119,1.063724,1.303765,173.217931,3.401886,0.585033,true,false,1.242901
E0_R1_REG_000365_0028,WGV35A_PAIR_0121,365,BODY_ROTATION,body_relative_rotation_+0,body_axis_rotation_response,0.962918,,0,,1,0,11044,9.9396,9.9396,595607,53.93037,47,20.42281,234,79,95,133,54,3641,0.329681,0.329681,218,21.932472,21.932472,41,4.124914,4.124914,1115.331996,945.675931,-3.774233,1.209949,-0.113227,0.036298,-0.113227,0.036298,178.19767,178.19767,-85.88666,79.871439,163.409565,52.073096,130.060281,61.330204,154.78245,2.396143,4.902287,1.562193,3.901808,,,2.396143,4.902287,1.562193,3.901808,1.372842,1.164293,0.987323,0.989747,96.528574,0,0,1,raw_image_grid_current_config_only,fully_observed,"1031,904,1196,980",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,95.93359,17.244652,2.878008,0.51734,3.377362,0.772291,0.048886,0.108388,1.161089,1.368821,177.462639,4.442504,0.691514,true,false,1.267933
E0_R1_REG_000365_0029,WGV35A_PAIR_0121,365,BODY_ROTATION,body_relative_rotation_+15,body_axis_rotation_response,0.962918,,0,,1,15,11090,9.981,9.981,585326,52.779621,47,19.86124,234,76,93,132,54,3266,0.2945,0.2945,238,23.845306,23.845306,41,4.107805,4.107805,1116.510758,945.405859,-3.627088,2.410269,-0.108813,0.072308,-0.108813,0.072308,-173.836134,-173.836134,-77.920465,109.984901,167.656638,54.541797,115.954981,66.226996,129.260579,3.299547,5.029699,1.636254,3.478649,,,3.299547,5.029699,1.636254,3.478649,1.339956,1.237904,0.857349,0.879071,7.269302,0,0,1,raw_image_grid_current_config_only,fully_observed,"1025,885,1202,999",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,70.924668,18.428755,2.12774,0.552863,2.611985,0.942896,0.084164,0.099925,1.233779,1.334711,-178.621586,2.75451,0.858419,true,false,1.240879
E0_R1_REG_000365_0030,WGV35A_PAIR_0121,365,BODY_ROTATION,body_relative_rotation_+30,body_axis_rotation_response,0.962918,,0,,1,30,11192,10.0728,10.0728,584063,52.185757,46,19.856106,234,75,93,132,54,3116,0.278413,0.278413,234,23.230879,23.230879,40,3.97109,3.97109,1117.51535,945.4349,-3.759512,3.406519,-0.112785,0.102196,-0.112785,0.102196,-163.461775,-163.461775,-67.546106,139.511099,161.338577,58.963877,86.531848,71.586371,104.561275,4.185333,4.840157,1.768916,2.595955,,,4.185333,4.840157,1.768916,2.595955,1.331738,1.291557,0.74035,0.777988,3.504261,0,0,1,raw_image_grid_current_config_only,fully_observed,"1025,869,1202,1015",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,67.945287,19.479857,2.038359,0.584396,2.34705,1.010875,0.11431,0.100488,1.285764,1.322226,-178.841324,2.280532,0.864333,true,false,1.226917
E0_R1_REG_000365_0031,WGV35A_PAIR_0121,365,BODY_ROTATION,body_relative_rotation_+45,body_axis_rotation_response,0.962918,,0,,1,45,11187,10.0683,10.0683,581658,51.994099,46,19.900675,234,75,93,132,54,3060,0.273532,0.273532,234,23.241262,23.241262,32,3.178292,3.178292,1117.550115,946.060214,-4.385079,3.376651,-0.131552,0.1013,-0.131552,0.1013,-148.139331,-148.139331,-52.223661,155.111852,143.187484,65.792412,77.27543,80.473021,92.569837,4.653356,4.295625,1.973772,2.318263,,,4.653356,4.295625,1.973772,2.318263,1.353204,1.30408,0.627782,0.681688,2.141567,0,0,1,raw_image_grid_current_config_only,fully_observed,"1031,859,1197,1026",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,66.986263,19.602628,2.009588,0.588079,2.319086,1.012297,0.115544,0.119236,1.295088,1.348729,-178.279151,2.250292,0.871978,true,false,1.222411
E0_R1_REG_000365_0032,WGV35A_PAIR_0121,365,DIRECTIONAL_EXPANSION,radar_near_expand_0.25,directional_expansion,1.203648,,0,,1.25,0,13769,12.3921,12.3921,732485,53.198128,48,18.96052,234,75,90,129,54,4427,0.321519,0.321519,316,25.500117,25.500117,46,3.712042,3.712042,1117.510204,966.591731,-24.803145,1.22088,-0.744094,0.036626,-0.744094,0.036626,177.975463,177.975463,-86.108868,86.498694,204.639456,42.329661,152.628605,51.050429,183.127466,2.594961,6.139184,1.26989,4.578858,,,2.594961,6.139184,1.26989,4.578858,7.446747,1.187914,0.533808,0.594579,1.46657,0,0,1,raw_image_grid_current_config_only,fully_observed,"1014,929,1218,1005",zero_value_proxy_only,true,,SAR_MOTION_HEADING_PROXY,HIGH,0.586197,103.984326,18.766375,3.11953,0.562991,3.746392,0.753135,0.120649,0.735161,1.187914,7.044512,177.281767,5.159925,0.723067,true,false,1.250718
