auto_node_id,scene,detection_source,tracker_name,tracker_variant,track_id,tracklet_segment_id,start_frame,end_frame,frame_count,linked_embedding_count,start_bbox,end_bbox,representative_frames,mean_bbox_width,mean_bbox_height,mean_bbox_area,aspect_ratio_mean,aspect_ratio_std,edge_contact_ratio,truncation_like_ratio,same_frame_competitor_count,internal_embedding_stability,aggregate_embedding_available,motion_estimate_available,track_identity_status,track_status,duplicate_track_overlap_count,possible_id_switch_count,missing_gap_count,optical_message_readiness,source_tracklet_index,source_tracker_assignments,source_tracker_tracks
AUTO_GM_RM011_0025,GM_RM011,yolo26l_probe,botsort,raw,bs_0057,GM_RM011__botsort__raw__bs_0057__seg_002,270,279,10,10,"[8.378, 322.373, 489.329, 593.726]","[15.243, 290.032, 609.918, 596.023]",270;274;279,564.061995,293.991241,166302.558740,1.917498,0.056162,0.000000,1.000000,0,0.860911,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,2,0,2,ready_with_uncertainty,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM011_0026,GM_RM011,yolo26l_probe,botsort,raw,bs_0052,GM_RM011__botsort__raw__bs_0052__seg_003,277,277,1,1,"[70.168, 280.782, 679.639, 596.221]","[70.168, 280.782, 679.639, 596.221]",277,609.470642,315.438873,192250.732645,1.932135,0.000000,0.000000,1.000000,0,1.000000,True,False,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,4,0,3,blocked,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM011_0027,GM_RM011,yolo26l_probe,botsort,raw,bs_0052,GM_RM011__botsort__raw__bs_0052__seg_004,280,292,13,13,"[108.688, 284.205, 720.381, 597.178]","[735.388, 420.691, 799.802, 596.279]",280;286;292,394.724822,263.724903,112093.497230,1.414390,0.483168,0.000000,1.000000,0,0.803637,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,4,0,3,blocked,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM011_0028,GM_RM011,yolo26l_probe,botsort,raw,bs_0057,GM_RM011__botsort__raw__bs_0057__seg_003,282,282,1,1,"[130.436, 309.551, 735.569, 597.227]","[130.436, 309.551, 735.569, 597.227]",282,605.132233,287.675415,174081.666186,2.103524,0.000000,0.000000,1.000000,0,1.000000,True,False,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,2,0,2,insufficient,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM011_0029,GM_RM011,yolo26l_probe,botsort,raw,bs_0062,GM_RM011__botsort__raw__bs_0062__seg_001,284,287,4,4,"[0.498, 333.023, 116.369, 595.573]","[0.928, 263.488, 247.685, 595.922]",284;285;287,177.691204,299.449562,54498.303578,0.583583,0.111797,0.000000,1.000000,0,0.934672,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,1,0,3,ready_with_uncertainty,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM011_0030,GM_RM011,yolo26l_probe,botsort,raw,bs_0062,GM_RM011__botsort__raw__bs_0062__seg_002,289,294,6,6,"[4.335, 245.411, 347.504, 595.207]","[12.978, 219.599, 539.961, 591.577]",289;291;294,437.975049,363.228177,159505.013254,1.203062,0.140093,0.000000,1.000000,0,0.922704,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,1,0,3,ready_with_uncertainty,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM011_0031,GM_RM011,yolo26l_probe,botsort,raw,bs_0062,GM_RM011__botsort__raw__bs_0062__seg_003,296,300,5,5,"[13.042, 211.154, 562.856, 593.808]","[15.179, 177.709, 593.306, 591.914]",296;298;300,571.827152,399.403769,228524.255607,1.432010,0.018522,0.000000,1.000000,0,0.957396,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,1,0,3,ready_with_uncertainty,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM011_0032,GM_RM011,yolo26l_probe,botsort,raw,bs_0062,GM_RM011__botsort__raw__bs_0062__seg_004,302,315,14,14,"[179.493, 176.013, 753.845, 590.467]","[734.518, 393.604, 799.898, 595.034]",302;308;315,395.223719,341.804465,149343.570780,1.083327,0.321084,0.000000,1.000000,0,0.851794,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,1,0,3,ready_with_uncertainty,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM011_0033,GM_RM011,yolo26l_probe,botsort,raw,bs_0067,GM_RM011__botsort__raw__bs_0067__seg_001,314,314,1,1,"[674.794, 383.873, 799.386, 595.405]","[674.794, 383.873, 799.386, 595.405]",314,124.592285,211.531281,26355.165622,0.589002,0.000000,0.000000,1.000000,0,1.000000,True,False,tracker_short_hypothesis,short_tracker_hypothesis,1,0,0,insufficient,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM011_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM017_0034,GM_RM017,yolo26l_probe,botsort,raw,bs_0006,GM_RM017__botsort__raw__bs_0006__seg_001,118,164,47,47,"[0.278, 269.904, 64.995, 376.853]","[688.554, 204.544, 807.368, 371.934]",118;141;164,159.211321,151.773140,24250.748597,1.053686,0.260905,0.000000,1.000000,0,0.762472,True,True,tracker_stable_hypothesis,tracker_stable_hypothesis,0,0,0,ready,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM017_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM017_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM017_0035,GM_RM017,yolo26l_probe,botsort,raw,bs_0011,GM_RM017__botsort__raw__bs_0011__seg_001,145,185,41,41,"[0.163, 325.165, 93.426, 410.115]","[777.307, 319.627, 800.04, 369.646]",145;165;185,224.954249,95.409004,22166.919052,2.299202,0.736355,0.000000,1.000000,0,0.498333,True,True,tracker_stable_hypothesis,tracker_stable_hypothesis,0,0,0,insufficient,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM017_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM017_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM017_0036,GM_RM017,yolo26l_probe,botsort,raw,bs_0013,GM_RM017__botsort__raw__bs_0013__seg_001,151,200,50,50,"[0.093, 310.548, 46.522, 351.05]","[785.775, 311.751, 799.952, 359.13]",151;175;200,190.165348,93.146082,18637.575039,1.973263,0.552617,0.000000,1.000000,0,0.549661,True,True,tracker_stable_hypothesis,tracker_stable_hypothesis,0,0,0,insufficient,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM017_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM017_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM017_0037,GM_RM017,yolo26l_probe,botsort,raw,bs_0016,GM_RM017__botsort__raw__bs_0016__seg_001,162,214,53,53,"[0.122, 327.343, 65.911, 379.46]","[781.696, 319.574, 799.971, 352.471]",162;188;214,174.679918,67.852652,12228.276502,2.513060,0.670995,0.000000,1.000000,0,0.476059,True,True,tracker_stable_hypothesis,tracker_stable_hypothesis,0,0,0,insufficient,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM017_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM017_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0038,GM_RM019,yolo26l_probe,botsort,raw,bs_0001,GM_RM019__botsort__raw__bs_0001__seg_001,0,2,3,3,"[123.223, 342.616, 705.465, 598.302]","[212.729, 356.585, 779.578, 598.682]",0;1;2,576.834747,249.739288,144097.050648,2.310323,0.026265,0.000000,1.000000,0,0.973949,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,3,0,0,blocked,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0039,GM_RM019,yolo26l_probe,botsort,raw,bs_0002,GM_RM019__botsort__raw__bs_0002__seg_001,0,14,15,15,"[239.673, 342.668, 792.339, 597.117]","[719.024, 447.081, 799.593, 580.89]",0;7;14,367.902323,222.071165,84792.786927,1.617151,0.591203,0.000000,1.000000,0,0.762146,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,3,0,0,blocked,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0040,GM_RM019,yolo26l_probe,botsort,raw,bs_0003,GM_RM019__botsort__raw__bs_0003__seg_001,5,29,25,25,"[0.423, 336.835, 88.322, 516.065]","[225.89, 291.685, 789.003, 598.018]",5;17;29,411.258515,271.347053,116120.741521,1.471951,0.544335,0.000000,1.000000,0,0.825970,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,4,0,1,blocked,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0041,GM_RM019,yolo26l_probe,botsort,raw,bs_0005,GM_RM019__botsort__raw__bs_0005__seg_001,25,27,3,3,"[150.374, 324.381, 749.222, 596.467]","[238.018, 301.067, 793.593, 593.503]",25;26;27,573.328374,281.559336,161284.633087,2.039836,0.123842,0.000000,1.000000,0,0.977541,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,4,0,1,blocked,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0042,GM_RM019,yolo26l_probe,botsort,raw,bs_0005,GM_RM019__botsort__raw__bs_0005__seg_002,29,29,1,1,"[250.998, 288.159, 797.927, 595.542]","[250.998, 288.159, 797.927, 595.542]",29,546.929276,307.382446,168116.458654,1.779312,0.000000,0.000000,1.000000,0,1.000000,True,False,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,4,0,1,blocked,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0043,GM_RM019,yolo26l_probe,botsort,raw,bs_0003,GM_RM019__botsort__raw__bs_0003__seg_002,31,43,13,13,"[302.561, 298.707, 805.557, 597.439]","[775.686, 416.719, 799.85, 534.99]",31;37;43,256.890259,238.336919,69166.451348,0.978291,0.441415,0.000000,1.000000,0,0.752614,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,4,0,1,blocked,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0044,GM_RM019,yolo26l_probe,botsort,raw,bs_0014,GM_RM019__botsort__raw__bs_0014__seg_001,44,49,6,6,"[392.538, 316.452, 407.143, 342.892]","[418.121, 326.081, 441.722, 352.34]",44;46;49,19.102386,26.351262,503.265081,0.725073,0.116473,0.000000,1.000000,0,0.952075,True,True,tracker_stable_hypothesis,tracker_stable_hypothesis,0,0,0,ready,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0045,GM_RM019,yolo26l_probe,botsort,raw,bs_0031,GM_RM019__botsort__raw__bs_0031__seg_001,60,81,22,22,"[460.758, 322.996, 488.668, 350.073]","[565.219, 327.771, 581.762, 354.277]",60;70;81,33.050471,27.022288,893.983648,1.222121,0.221755,0.000000,1.000000,0,0.875091,True,True,tracker_ambiguous_hypothesis,possible_id_switch_review,0,1,0,ready_with_uncertainty,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0046,GM_RM019,yolo26l_probe,botsort,raw,bs_0033,GM_RM019__botsort__raw__bs_0033__seg_001,64,64,1,1,"[261.211, 334.628, 296.48, 356.641]","[261.211, 334.628, 296.48, 356.641]",64,35.268799,22.012970,776.371010,1.602183,0.000000,0.000000,1.000000,0,1.000000,True,False,tracker_short_hypothesis,short_tracker_hypothesis,0,0,0,insufficient,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0047,GM_RM019,yolo26l_probe,botsort,raw,bs_0050,GM_RM019__botsort__raw__bs_0050__seg_001,83,100,18,18,"[544.505, 324.996, 578.379, 351.377]","[634.347, 328.442, 655.11, 355.37]",83;91;100,36.854658,27.206329,1003.338180,1.354392,0.281042,0.000000,1.000000,0,0.891338,True,True,tracker_ambiguous_hypothesis,possible_id_switch_review,0,1,0,ready_with_uncertainty,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0048,GM_RM019,yolo26l_probe,botsort,raw,bs_0054,GM_RM019__botsort__raw__bs_0054__seg_001,86,86,1,1,"[456.167, 323.95, 465.885, 330.872]","[456.167, 323.95, 465.885, 330.872]",86,9.718292,6.921661,67.266728,1.404040,0.000000,0.000000,1.000000,0,1.000000,True,False,tracker_short_hypothesis,short_tracker_hypothesis,0,0,0,insufficient,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0049,GM_RM019,yolo26l_probe,botsort,raw,bs_0065,GM_RM019__botsort__raw__bs_0065__seg_001,99,141,43,43,"[0.338, 300.743, 78.82, 503.839]","[757.334, 423.047, 799.915, 574.261]",99;120;141,361.171882,298.876676,114852.303376,1.149485,0.454344,0.000000,1.000000,0,0.574272,True,True,tracker_stable_hypothesis,tracker_stable_hypothesis,0,0,0,insufficient,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0050,GM_RM019,yolo26l_probe,botsort,raw,bs_0070,GM_RM019__botsort__raw__bs_0070__seg_001,137,143,7,7,"[739.524, 326.75, 794.735, 352.663]","[767.793, 316.842, 800.049, 344.356]",137;140;143,45.842320,27.569153,1260.396866,1.668950,0.319518,0.000000,1.000000,0,0.940727,True,True,tracker_stable_hypothesis,tracker_stable_hypothesis,0,0,0,ready,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0051,GM_RM019,yolo26l_probe,botsort,raw,bs_0072,GM_RM019__botsort__raw__bs_0072__seg_001,149,172,24,24,"[0.398, 330.112, 86.989, 535.765]","[194.718, 297.215, 785.148, 597.894]",149;160;172,419.756834,292.201492,124688.705395,1.415935,0.580755,0.000000,1.000000,0,0.808652,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,4,0,0,blocked,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0052,GM_RM019,yolo26l_probe,botsort,raw,bs_0074,GM_RM019__botsort__raw__bs_0074__seg_001,169,183,15,15,"[209.946, 299.04, 790.374, 598.057]","[757.105, 418.935, 799.791, 576.362]",169;176;183,366.067880,257.672298,102142.897504,1.332412,0.502723,0.000000,1.000000,0,0.705522,True,True,tracker_duplicate_overlap_hypothesis,duplicate_overlap_review,4,0,0,blocked,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
AUTO_GM_RM019_0053,GM_RM019,yolo26l_probe,botsort,raw,bs_0083,GM_RM019__botsort__raw__bs_0083__seg_001,259,261,3,3,"[447.6, 316.803, 484.991, 344.349]","[461.415, 315.503, 498.763, 342.512]",259;260;261,37.427551,27.469330,1028.135785,1.362707,0.014722,0.000000,1.000000,0,0.966014,True,True,tracker_stable_hypothesis,tracker_stable_hypothesis,0,0,0,ready,outputs/oty2_wgv3_3a_yolo26l_embedding_source_20260710_000000/oty2/tracklet_embedding_aggregation_probe_20260710_000000_yolo26l/tracklet_embedding_index.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_detection_assignments.csv,outputs/oty2_wgv3_3a_yolo26l_mot_replay_20260710_000000/GM_RM019_yolo26l_probe_botsort_raw/oty1t_tracker_tracks.csv
