scene,atomic_tracklet_id,frame_start,frame_end,frame_count,observation_count,source_track_ids,detector_sources,entry_boundary_state,exit_boundary_state,split_reason,known_identity_constraints,purity_risk,notes
GM_RM019,GM_RM019:AT0134,257,258,2,2,[],"[""YOLO11l""]",interior,interior,local_high_confidence_continuity,[],review_split,seed=local_supplement_chain;credible=0;coverage_score=0
GM_RM019,GM_RM019:AT0135,263,263,1,1,[],"[""YOLO26l""]",interior,interior,supplement_singleton,[],low,seed=untracked;credible=0;coverage_score=0
GM_RM019,GM_RM019:AT0136,277,277,1,1,[],"[""YOLO26l""]",interior,interior,supplement_singleton,[],low,seed=untracked;credible=0;coverage_score=0
GM_RM019,GM_RM019:AT0137,284,284,1,1,[],"[""YOLO11l""]",right,right,supplement_singleton,[],boundary,seed=untracked;credible=0;coverage_score=0
GM_RM019,GM_RM019:AT0138,284,284,1,1,[],"[""YOLO26l""]",right,right,supplement_singleton,[],boundary,seed=untracked;credible=0;coverage_score=0
GM_RM019,GM_RM019:AT0139,308,308,1,1,[],"[""YOLO11l""]",interior,interior,supplement_singleton,[],low,seed=untracked;credible=0;coverage_score=0
GM_RM019,GM_RM019:AT0140,318,318,1,1,[],"[""YOLO26l""]",left,left,supplement_singleton,[],boundary,seed=untracked;credible=0;coverage_score=0
GM_RM019,GM_RM019:AT0141,318,319,2,2,[],"[""YOLO26l""]",interior,interior,local_high_confidence_continuity,[],review_split,seed=local_supplement_chain;credible=0;coverage_score=0
GM_RM019,GM_RM019:AT0142,350,352,2,2,[],"[""YOLO11l""]",left,left,local_high_confidence_continuity,[],boundary_or_split,seed=local_supplement_chain;credible=0;coverage_score=0
GM_RM019,GM_RM019:AT0143,357,357,1,1,[],"[""YOLO11l""]",right,right,supplement_singleton,[],boundary,seed=untracked;credible=0;coverage_score=0
