scene,frame_index,runtime_observation_id,detector_source,source_detection_id,bbox,confidence,class,source_tracker_ids,appearance_feature_reference,color_feature_reference,boundary_contact,runtime_quality_features,provenance,notes
GM_RM011,120,GM_RM011:YOLO11l:GM_RM011_000120_003,YOLO11l,GM_RM011_000120_003,"[0.399,271.144,161.527,429.684]",0.639102,car,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,GM_RM011:YOLO11l:GM_RM011_000120_003:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000120_003:color_hsv_mean,left,"{""area_ratio"":0.0532192,""aspect_ratio"":1.01633,""color_hsv_mean"":[0.695201,0.092343,0.701501],""gray_histogram_8"":[0.0,0.0,0.088128,0.259531,0.209061,0.105831,0.008735,0.328713],""edge_density"":0.043365,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.542065,""tracker_support"":1.0,""vehicle_likeness"":0.822342}",normalized_detection:YOLO11l:GM_RM011_000120_003,p1c_local_cluster=GM_RM011:F120:ALT003;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,120,GM_RM011:YOLO26l:GM_RM011_000120_001,YOLO26l,GM_RM011_000120_001,"[500.687,283.996,799.182,595.862]",0.924404,car,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,GM_RM011:YOLO26l:GM_RM011_000120_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000120_001:color_hsv_mean,right,"{""area_ratio"":0.1939383,""aspect_ratio"":0.95712,""color_hsv_mean"":[0.595694,0.086022,0.74564],""gray_histogram_8"":[0.0,0.007443,0.124839,0.101306,0.078493,0.225273,0.124494,0.338152],""edge_density"":0.03217,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.40212,""tracker_support"":1.0,""vehicle_likeness"":0.902552}",normalized_detection:YOLO26l:GM_RM011_000120_001,p1c_local_cluster=GM_RM011:F120:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,120,GM_RM011:YOLO26l:GM_RM011_000120_002,YOLO26l,GM_RM011_000120_002,"[1.751,286.439,489.136,597.326]",0.796760,car,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO26l:botsort:bs_0026;YOLO26l:bytetrack:bt_0032,GM_RM011:YOLO26l:GM_RM011_000120_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000120_002:color_hsv_mean,left+bottom,"{""area_ratio"":0.3156703,""aspect_ratio"":1.56772,""color_hsv_mean"":[0.473591,0.092124,0.862323],""gray_histogram_8"":[0.0,0.0,0.03741,0.108975,0.063417,0.033897,0.154288,0.602012],""edge_density"":0.012188,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.152353,""tracker_support"":1.0,""vehicle_likeness"":0.829181}",normalized_detection:YOLO26l:GM_RM011_000120_002,p1c_local_cluster=GM_RM011:F120:ALT002;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,120,GM_RM011:YOLO26l:GM_RM011_000120_003,YOLO26l,GM_RM011_000120_003,"[0.385,271.055,161.441,429.735]",0.699063,car,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,GM_RM011:YOLO26l:GM_RM011_000120_003:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000120_003:color_hsv_mean,left,"{""area_ratio"":0.0532423,""aspect_ratio"":1.01497,""color_hsv_mean"":[0.695514,0.092636,0.700552],""gray_histogram_8"":[0.0,0.0,0.088675,0.260948,0.208719,0.10641,0.00875,0.326497],""edge_density"":0.043556,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.544455,""tracker_support"":1.0,""vehicle_likeness"":0.843016}",normalized_detection:YOLO26l:GM_RM011_000120_003,p1c_local_cluster=GM_RM011:F120:ALT003;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,121,GM_RM011:YOLO11l:GM_RM011_000121_001,YOLO11l,GM_RM011_000121_001,"[523.176,271.821,799.369,594.224]",0.954777,car,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,GM_RM011:YOLO11l:GM_RM011_000121_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000121_001:color_hsv_mean,right,"{""area_ratio"":0.1855107,""aspect_ratio"":0.85667,""color_hsv_mean"":[0.591337,0.093755,0.685909],""gray_histogram_8"":[0.0,0.027883,0.182296,0.117506,0.085505,0.195731,0.135329,0.25575],""edge_density"":0.031652,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.395653,""tracker_support"":1.0,""vehicle_likeness"":0.912103}",normalized_detection:YOLO11l:GM_RM011_000121_001,p1c_local_cluster=GM_RM011:F121:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,121,GM_RM011:YOLO11l:GM_RM011_000121_002,YOLO11l,GM_RM011_000121_002,"[0.998,269.409,479.189,593.897]",0.891156,car,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO26l:botsort:bs_0026;YOLO26l:bytetrack:bt_0032,GM_RM011:YOLO11l:GM_RM011_000121_002:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000121_002:color_hsv_mean,left,"{""area_ratio"":0.3232649,""aspect_ratio"":1.47368,""color_hsv_mean"":[0.512124,0.085188,0.875834],""gray_histogram_8"":[0.0,0.0,0.028491,0.088478,0.066984,0.03785,0.148542,0.629656],""edge_density"":0.013962,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.174525,""tracker_support"":1.0,""vehicle_likeness"":0.863936}",normalized_detection:YOLO11l:GM_RM011_000121_002,p1c_local_cluster=GM_RM011:F121:ALT002;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,121,GM_RM011:YOLO11l:GM_RM011_000121_003,YOLO11l,GM_RM011_000121_003,"[0.246,267.037,185.478,486.059]",0.636156,car,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,GM_RM011:YOLO11l:GM_RM011_000121_003:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000121_003:color_hsv_mean,left,"{""area_ratio"":0.0845208,""aspect_ratio"":0.84572,""color_hsv_mean"":[0.716085,0.089219,0.728176],""gray_histogram_8"":[0.0,0.0,0.10211,0.230014,0.162039,0.08081,0.014834,0.410194],""edge_density"":0.033049,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.413119,""tracker_support"":1.0,""vehicle_likeness"":0.805867}",normalized_detection:YOLO11l:GM_RM011_000121_003,p1c_local_cluster=GM_RM011:F121:ALT003;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,121,GM_RM011:YOLO26l:GM_RM011_000121_001,YOLO26l,GM_RM011_000121_001,"[524.638,272.245,799.098,594.692]",0.942392,car,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,GM_RM011:YOLO26l:GM_RM011_000121_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000121_001:color_hsv_mean,right,"{""area_ratio"":0.1843722,""aspect_ratio"":0.85118,""color_hsv_mean"":[0.59414,0.09333,0.687163],""gray_histogram_8"":[0.0,0.028011,0.182188,0.113828,0.085862,0.196866,0.136426,0.256819],""edge_density"":0.031649,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.395613,""tracker_support"":1.0,""vehicle_likeness"":0.907887}",normalized_detection:YOLO26l:GM_RM011_000121_001,p1c_local_cluster=GM_RM011:F121:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,121,GM_RM011:YOLO26l:GM_RM011_000121_002,YOLO26l,GM_RM011_000121_002,"[3.394,279.459,535.87,597.502]",0.792903,car,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO26l:botsort:bs_0026;YOLO26l:bytetrack:bt_0032,GM_RM011:YOLO26l:GM_RM011_000121_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000121_002:color_hsv_mean,bottom,"{""area_ratio"":0.3528123,""aspect_ratio"":1.67423,""color_hsv_mean"":[0.474874,0.093815,0.843403],""gray_histogram_8"":[0.0,0.0,0.052762,0.122198,0.068048,0.03867,0.14353,0.574791],""edge_density"":0.014374,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.179677,""tracker_support"":1.0,""vehicle_likeness"":0.831148}",normalized_detection:YOLO26l:GM_RM011_000121_002,p1c_local_cluster=GM_RM011:F121:ALT002;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,121,GM_RM011:YOLO26l:GM_RM011_000121_003,YOLO26l,GM_RM011_000121_003,"[0.474,267.848,187.611,481.504]",0.687638,car,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,GM_RM011:YOLO26l:GM_RM011_000121_003:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000121_003:color_hsv_mean,left,"{""area_ratio"":0.0832978,""aspect_ratio"":0.87588,""color_hsv_mean"":[0.715372,0.089658,0.727133],""gray_histogram_8"":[0.0,0.0,0.102829,0.228723,0.165167,0.081303,0.014814,0.407163],""edge_density"":0.033307,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.416335,""tracker_support"":1.0,""vehicle_likeness"":0.823757}",normalized_detection:YOLO26l:GM_RM011_000121_003,p1c_local_cluster=GM_RM011:F121:ALT003;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,122,GM_RM011:YOLO11l:GM_RM011_000122_001,YOLO11l,GM_RM011_000122_001,"[549.634,273.049,799.187,593.991]",0.956316,car,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,GM_RM011:YOLO11l:GM_RM011_000122_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000122_001:color_hsv_mean,right,"{""area_ratio"":0.1668584,""aspect_ratio"":0.77756,""color_hsv_mean"":[0.576982,0.100406,0.625614],""gray_histogram_8"":[0.0,0.054223,0.238962,0.136321,0.089442,0.15794,0.13756,0.185552],""edge_density"":0.033993,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.424908,""tracker_support"":1.0,""vehicle_likeness"":0.916136}",normalized_detection:YOLO11l:GM_RM011_000122_001,p1c_local_cluster=GM_RM011:F122:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,122,GM_RM011:YOLO11l:GM_RM011_000122_002,YOLO11l,GM_RM011_000122_002,"[36.165,285.225,532.044,594.248]",0.946063,car,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO26l:botsort:bs_0026;YOLO26l:bytetrack:bt_0032,GM_RM011:YOLO11l:GM_RM011_000122_002:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000122_002:color_hsv_mean,none,"{""area_ratio"":0.319246,""aspect_ratio"":1.60466,""color_hsv_mean"":[0.516323,0.074797,0.863005],""gray_histogram_8"":[0.0,0.000744,0.056719,0.095763,0.054559,0.029916,0.105824,0.656475],""edge_density"":0.014517,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.181468,""tracker_support"":1.0,""vehicle_likeness"":0.883437}",normalized_detection:YOLO11l:GM_RM011_000122_002,p1c_local_cluster=GM_RM011:F122:ALT002;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,122,GM_RM011:YOLO11l:GM_RM011_000122_003,YOLO11l,GM_RM011_000122_003,"[0.372,277.648,213.522,592.556]",0.930007,car,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,GM_RM011:YOLO11l:GM_RM011_000122_003:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000122_003:color_hsv_mean,left,"{""area_ratio"":0.1398393,""aspect_ratio"":0.67687,""color_hsv_mean"":[0.615987,0.103122,0.736892],""gray_histogram_8"":[0.0,0.005607,0.134698,0.180463,0.118009,0.078312,0.097567,0.385343],""edge_density"":0.027963,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.34954,""tracker_support"":1.0,""vehicle_likeness"":0.898147}",normalized_detection:YOLO11l:GM_RM011_000122_003,p1c_local_cluster=GM_RM011:F122:ALT003;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,122,GM_RM011:YOLO26l:GM_RM011_000122_001,YOLO26l,GM_RM011_000122_001,"[549.657,272.519,799.394,594.943]",0.933606,car,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,GM_RM011:YOLO26l:GM_RM011_000122_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000122_001:color_hsv_mean,right,"{""area_ratio"":0.1677525,""aspect_ratio"":0.77456,""color_hsv_mean"":[0.577343,0.100391,0.625193],""gray_histogram_8"":[0.0,0.054342,0.239043,0.136272,0.090773,0.157462,0.137132,0.184976],""edge_density"":0.033987,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.424836,""tracker_support"":1.0,""vehicle_likeness"":0.908406}",normalized_detection:YOLO26l:GM_RM011_000122_001,p1c_local_cluster=GM_RM011:F122:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,122,GM_RM011:YOLO26l:GM_RM011_000122_002,YOLO26l,GM_RM011_000122_002,"[0.459,278.51,216.461,594.938]",0.868234,car,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,GM_RM011:YOLO26l:GM_RM011_000122_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000122_002:color_hsv_mean,left,"{""area_ratio"":0.142394,""aspect_ratio"":0.68263,""color_hsv_mean"":[0.613062,0.103423,0.739392],""gray_histogram_8"":[0.0,0.005538,0.133937,0.176585,0.116796,0.079509,0.100138,0.387497],""edge_density"":0.027661,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.345757,""tracker_support"":1.0,""vehicle_likeness"":0.87669}",normalized_detection:YOLO26l:GM_RM011_000122_002,p1c_local_cluster=GM_RM011:F122:ALT003;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,122,GM_RM011:YOLO26l:GM_RM011_000122_003,YOLO26l,GM_RM011_000122_003,"[37.776,286.237,554.986,596.968]",0.782299,car,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO26l:botsort:bs_0026;YOLO26l:bytetrack:bt_0032,GM_RM011:YOLO26l:GM_RM011_000122_003:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000122_003:color_hsv_mean,none,"{""area_ratio"":0.3348189,""aspect_ratio"":1.66449,""color_hsv_mean"":[0.495956,0.079589,0.846984],""gray_histogram_8"":[0.0,0.000522,0.064962,0.116726,0.054955,0.029287,0.108261,0.625287],""edge_density"":0.014877,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.18596,""tracker_support"":1.0,""vehicle_likeness"":0.828297}",normalized_detection:YOLO26l:GM_RM011_000122_003,p1c_local_cluster=GM_RM011:F122:ALT002;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,123,GM_RM011:YOLO11l:GM_RM011_000123_001,YOLO11l,GM_RM011_000123_001,"[570.634,281.078,799.363,592.529]",0.954407,car,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,GM_RM011:YOLO11l:GM_RM011_000123_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000123_001:color_hsv_mean,right,"{""area_ratio"":0.1484125,""aspect_ratio"":0.7344,""color_hsv_mean"":[0.604602,0.105534,0.58747],""gray_histogram_8"":[0.0,0.076333,0.262919,0.14752,0.09375,0.123847,0.16834,0.127291],""edge_density"":0.035256,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.440705,""tracker_support"":1.0,""vehicle_likeness"":0.917383}",normalized_detection:YOLO11l:GM_RM011_000123_001,p1c_local_cluster=GM_RM011:F123:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,123,GM_RM011:YOLO11l:GM_RM011_000123_002,YOLO11l,GM_RM011_000123_002,"[0.503,276.756,242.06,593.012]",0.934713,car,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,GM_RM011:YOLO11l:GM_RM011_000123_002:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000123_002:color_hsv_mean,left,"{""area_ratio"":0.1591543,""aspect_ratio"":0.7638,""color_hsv_mean"":[0.600918,0.124733,0.680179],""gray_histogram_8"":[0.0,0.033366,0.197004,0.188849,0.099362,0.082961,0.094215,0.304244],""edge_density"":0.03091,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.386378,""tracker_support"":1.0,""vehicle_likeness"":0.904168}",normalized_detection:YOLO11l:GM_RM011_000123_002,p1c_local_cluster=GM_RM011:F123:ALT002;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,123,GM_RM011:YOLO11l:GM_RM011_000123_003,YOLO11l,GM_RM011_000123_003,"[84.515,289.512,579.179,594.157]",0.902132,car,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO26l:botsort:bs_0026;YOLO26l:bytetrack:bt_0032,GM_RM011:YOLO11l:GM_RM011_000123_003:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000123_003:color_hsv_mean,none,"{""area_ratio"":0.3139518,""aspect_ratio"":1.62374,""color_hsv_mean"":[0.49294,0.071148,0.853193],""gray_histogram_8"":[0.0,0.004042,0.076344,0.103851,0.032389,0.024538,0.091945,0.666891],""edge_density"":0.014623,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.182786,""tracker_support"":1.0,""vehicle_likeness"":0.868659}",normalized_detection:YOLO11l:GM_RM011_000123_003,p1c_local_cluster=GM_RM011:F123:ALT003;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,123,GM_RM011:YOLO26l:GM_RM011_000123_001,YOLO26l,GM_RM011_000123_001,"[571.304,282.277,799.43,595.403]",0.912726,car,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,GM_RM011:YOLO26l:GM_RM011_000123_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000123_001:color_hsv_mean,right,"{""area_ratio"":0.1488173,""aspect_ratio"":0.72855,""color_hsv_mean"":[0.606499,0.105483,0.587395],""gray_histogram_8"":[0.0,0.076257,0.263564,0.145578,0.096197,0.123606,0.167914,0.126885],""edge_density"":0.035536,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.444202,""tracker_support"":1.0,""vehicle_likeness"":0.903631}",normalized_detection:YOLO26l:GM_RM011_000123_001,p1c_local_cluster=GM_RM011:F123:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,123,GM_RM011:YOLO26l:GM_RM011_000123_002,YOLO26l,GM_RM011_000123_002,"[0.717,277.689,245.014,594.46]",0.885297,car,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,GM_RM011:YOLO26l:GM_RM011_000123_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000123_002:color_hsv_mean,left,"{""area_ratio"":0.1612214,""aspect_ratio"":0.77121,""color_hsv_mean"":[0.599356,0.124328,0.683253],""gray_histogram_8"":[0.0,0.033332,0.195048,0.185944,0.098257,0.08307,0.094937,0.309413],""edge_density"":0.03066,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.383249,""tracker_support"":1.0,""vehicle_likeness"":0.886991}",normalized_detection:YOLO26l:GM_RM011_000123_002,p1c_local_cluster=GM_RM011:F123:ALT002;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,123,GM_RM011:YOLO26l:GM_RM011_000123_003,YOLO26l,GM_RM011_000123_003,"[88.292,290.577,580.386,596.85]",0.701849,car,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO26l:botsort:bs_0026;YOLO26l:bytetrack:bt_0032,GM_RM011:YOLO26l:GM_RM011_000123_003:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000123_003:color_hsv_mean,none,"{""area_ratio"":0.3139893,""aspect_ratio"":1.60672,""color_hsv_mean"":[0.487345,0.072216,0.855551],""gray_histogram_8"":[0.0,0.0035,0.074479,0.101918,0.030342,0.025121,0.099414,0.665225],""edge_density"":0.014234,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.177929,""tracker_support"":1.0,""vehicle_likeness"":0.79998}",normalized_detection:YOLO26l:GM_RM011_000123_003,p1c_local_cluster=GM_RM011:F123:ALT003;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,124,GM_RM011:YOLO11l:GM_RM011_000124_001,YOLO11l,GM_RM011_000124_001,"[592.562,288.206,799.496,591.48]",0.939061,car,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,GM_RM011:YOLO11l:GM_RM011_000124_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000124_001:color_hsv_mean,right,"{""area_ratio"":0.1307449,""aspect_ratio"":0.68234,""color_hsv_mean"":[0.59542,0.101353,0.605861],""gray_histogram_8"":[0.0,0.085648,0.226649,0.142699,0.067945,0.119789,0.23019,0.127079],""edge_density"":0.031353,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.391914,""tracker_support"":1.0,""vehicle_likeness"":0.90631}",normalized_detection:YOLO11l:GM_RM011_000124_001,p1c_local_cluster=GM_RM011:F124:ALT001;normalization_action=keep_block_auto_grouping;suppression_reason=;no_benchmark_input=true
GM_RM011,124,GM_RM011:YOLO11l:GM_RM011_000124_002,YOLO11l,GM_RM011_000124_002,"[0.953,274.472,261.509,593.133]",0.923879,car,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,GM_RM011:YOLO11l:GM_RM011_000124_002:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000124_002:color_hsv_mean,left,"{""area_ratio"":0.172977,""aspect_ratio"":0.81766,""color_hsv_mean"":[0.617011,0.145337,0.628737],""gray_histogram_8"":[0.0,0.095593,0.201732,0.182407,0.115015,0.09175,0.090441,0.223063],""edge_density"":0.027685,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.346059,""tracker_support"":1.0,""vehicle_likeness"":0.895646}",normalized_detection:YOLO11l:GM_RM011_000124_002,p1c_local_cluster=GM_RM011:F124:ALT002;normalization_action=keep_block_auto_grouping;suppression_reason=;no_benchmark_input=true
GM_RM011,124,GM_RM011:YOLO11l:GM_RM011_000124_003,YOLO11l,GM_RM011_000124_003,"[139.945,291.53,640.094,594.219]",0.910569,car,YOLO11l:botsort:bs_0024;YOLO11l:bytetrack:bt_0026;YOLO26l:botsort:bs_0026;YOLO26l:bytetrack:bt_0032,GM_RM011:YOLO11l:GM_RM011_000124_003:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000124_003:color_hsv_mean,none,"{""area_ratio"":0.3153956,""aspect_ratio"":1.65235,""color_hsv_mean"":[0.48635,0.063777,0.847188],""gray_histogram_8"":[0.0,0.010629,0.082854,0.098795,0.025967,0.021854,0.079801,0.680099],""edge_density"":0.015781,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.197268,""tracker_support"":1.0,""vehicle_likeness"":0.873265}",normalized_detection:YOLO11l:GM_RM011_000124_003,p1c_local_cluster=GM_RM011:F124:ALT003;normalization_action=keep_block_auto_grouping;suppression_reason=;no_benchmark_input=true
GM_RM011,124,GM_RM011:YOLO26l:GM_RM011_000124_001,YOLO26l,GM_RM011_000124_001,"[593.29,289.041,799.421,592.929]",0.896802,car,YOLO11l:botsort:bs_0021;YOLO11l:bytetrack:bt_0023;YOLO26l:botsort:bs_0019;YOLO26l:bytetrack:bt_0025,GM_RM011:YOLO26l:GM_RM011_000124_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000124_001:color_hsv_mean,right,"{""area_ratio"":0.1305013,""aspect_ratio"":0.67831,""color_hsv_mean"":[0.596781,0.101529,0.6061],""gray_histogram_8"":[0.0,0.085383,0.226974,0.142597,0.068025,0.119619,0.230215,0.127188],""edge_density"":0.031234,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.390425,""tracker_support"":1.0,""vehicle_likeness"":0.891764}",normalized_detection:YOLO26l:GM_RM011_000124_001,p1c_local_cluster=GM_RM011:F124:ALT001;normalization_action=keep_review_context;suppression_reason=;no_benchmark_input=true
GM_RM011,124,GM_RM011:YOLO26l:GM_RM011_000124_002,YOLO26l,GM_RM011_000124_002,"[0.63,274.733,266.007,595.474]",0.879513,car,YOLO11l:botsort:bs_0022;YOLO11l:bytetrack:bt_0024;YOLO26l:botsort:bs_0025;YOLO26l:bytetrack:bt_0031,GM_RM011:YOLO26l:GM_RM011_000124_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000124_002:color_hsv_mean,left,"{""area_ratio"":0.1773275,""aspect_ratio"":0.82739,""color_hsv_mean"":[0.613214,0.144676,0.632228],""gray_histogram_8"":[0.0,0.095472,0.198868,0.180389,0.113243,0.091509,0.091604,0.228915],""edge_density"":0.027606,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.345077,""tracker_support"":1.0,""vehicle_likeness"":0.880444}",normalized_detection:YOLO26l:GM_RM011_000124_002,p1c_local_cluster=GM_RM011:F124:ALT002;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
