scene,frame_index,runtime_observation_id,detector_source,source_detection_id,bbox,confidence,class,source_tracker_ids,appearance_feature_reference,color_feature_reference,boundary_contact,runtime_quality_features,provenance,notes
GM_RM011,0,GM_RM011:YOLO11l:GM_RM011_000000_001,YOLO11l,GM_RM011_000000_001,"[711.513,318.622,799.758,508.34]",0.853646,car,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0002;YOLO26l:bytetrack:bt_0002,GM_RM011:YOLO11l:GM_RM011_000000_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000000_001:color_hsv_mean,right,"{""area_ratio"":0.0348785,""aspect_ratio"":0.46514,""color_hsv_mean"":[0.603644,0.056052,0.597752],""gray_histogram_8"":[0.0,0.0,0.220719,0.249519,0.142136,0.070647,0.191619,0.125361],""edge_density"":0.079606,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.99507,""tracker_support"":1.0,""vehicle_likeness"":0.844648}",normalized_detection:YOLO11l:GM_RM011_000000_001,p1c_local_cluster=GM_RM011:F000:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,0,GM_RM011:YOLO11l:GM_RM011_000000_002,YOLO11l,GM_RM011_000000_002,"[60.063,289.951,644.866,592.773]",0.525550,car,YOLO11l:botsort:bs_0002;YOLO11l:bytetrack:bt_0002;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO11l:GM_RM011_000000_002:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000000_002:color_hsv_mean,none,"{""area_ratio"":0.3689406,""aspect_ratio"":1.93117,""color_hsv_mean"":[0.662402,0.044769,0.830531],""gray_histogram_8"":[0.0,0.001568,0.055812,0.073831,0.073002,0.113565,0.085177,0.597044],""edge_density"":0.025088,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.313602,""tracker_support"":1.0,""vehicle_likeness"":0.756319}",normalized_detection:YOLO11l:GM_RM011_000000_002,p1c_local_cluster=GM_RM011:F000:ALT002;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,0,GM_RM011:YOLO26l:GM_RM011_000000_001,YOLO26l,GM_RM011_000000_001,"[4.132,292.04,493.018,597.389]",0.915507,car,YOLO11l:botsort:bs_0002;YOLO11l:bytetrack:bt_0002;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO26l:GM_RM011_000000_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000000_001:color_hsv_mean,bottom,"{""area_ratio"":0.3110017,""aspect_ratio"":1.60107,""color_hsv_mean"":[0.715897,0.030647,0.881502],""gray_histogram_8"":[0.0,0.0,0.000603,0.015032,0.074344,0.162909,0.103396,0.643716],""edge_density"":0.025673,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.320913,""tracker_support"":1.0,""vehicle_likeness"":0.889782}",normalized_detection:YOLO26l:GM_RM011_000000_001,p1c_local_cluster=GM_RM011:F000:ALT002;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,0,GM_RM011:YOLO26l:GM_RM011_000000_002,YOLO26l,GM_RM011_000000_002,"[711.966,318.575,799.695,507.148]",0.848100,car,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0002;YOLO26l:bytetrack:bt_0002,GM_RM011:YOLO26l:GM_RM011_000000_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000000_002:color_hsv_mean,right,"{""area_ratio"":0.0344655,""aspect_ratio"":0.46523,""color_hsv_mean"":[0.603416,0.055952,0.597899],""gray_histogram_8"":[0.0,0.0,0.220866,0.249033,0.142348,0.070841,0.190885,0.126028],""edge_density"":0.079666,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.995829,""tracker_support"":1.0,""vehicle_likeness"":0.842854}",normalized_detection:YOLO26l:GM_RM011_000000_002,p1c_local_cluster=GM_RM011:F000:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,1,GM_RM011:YOLO11l:GM_RM011_000001_001,YOLO11l,GM_RM011_000001_001,"[736.191,336.693,799.779,501.586]",0.781098,car,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0002;YOLO26l:bytetrack:bt_0002,GM_RM011:YOLO11l:GM_RM011_000001_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000001_001:color_hsv_mean,right,"{""area_ratio"":0.0218444,""aspect_ratio"":0.38564,""color_hsv_mean"":[0.623474,0.058559,0.572711],""gray_histogram_8"":[0.0,0.0,0.285322,0.252083,0.107765,0.069413,0.184186,0.101231],""edge_density"":0.063068,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.788352,""tracker_support"":1.0,""vehicle_likeness"":0.795176}",normalized_detection:YOLO11l:GM_RM011_000001_001,p1c_local_cluster=GM_RM011:F001:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,1,GM_RM011:YOLO11l:GM_RM011_000001_002,YOLO11l,GM_RM011_000001_002,"[118.375,287.475,695.213,590.74]",0.340539,car,YOLO11l:botsort:bs_0002;YOLO11l:bytetrack:bt_0002;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO11l:GM_RM011_000001_002:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000001_002:color_hsv_mean,none,"{""area_ratio"":0.3644468,""aspect_ratio"":1.90209,""color_hsv_mean"":[0.653583,0.042901,0.827534],""gray_histogram_8"":[0.0,0.000895,0.049964,0.088764,0.069221,0.105058,0.098918,0.58718],""edge_density"":0.023659,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.295739,""tracker_support"":1.0,""vehicle_likeness"":0.691272}",normalized_detection:YOLO11l:GM_RM011_000001_002,p1c_local_cluster=GM_RM011:F001:ALT002;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,1,GM_RM011:YOLO26l:GM_RM011_000001_001,YOLO26l,GM_RM011_000001_001,"[3.125,289.141,505.305,597.294]",0.914152,car,YOLO11l:botsort:bs_0002;YOLO11l:bytetrack:bt_0002;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO26l:GM_RM011_000001_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000001_001:color_hsv_mean,bottom,"{""area_ratio"":0.3223916,""aspect_ratio"":1.62965,""color_hsv_mean"":[0.70795,0.032752,0.867816],""gray_histogram_8"":[0.0,0.0,0.000925,0.016816,0.078912,0.183539,0.129152,0.590657],""edge_density"":0.023381,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.292256,""tracker_support"":1.0,""vehicle_likeness"":0.885882}",normalized_detection:YOLO26l:GM_RM011_000001_001,p1c_local_cluster=GM_RM011:F001:ALT002;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,1,GM_RM011:YOLO26l:GM_RM011_000001_002,YOLO26l,GM_RM011_000001_002,"[735.623,337.14,799.701,501.566]",0.845268,car,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0002;YOLO26l:bytetrack:bt_0002,GM_RM011:YOLO26l:GM_RM011_000001_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000001_002:color_hsv_mean,right,"{""area_ratio"":0.0219502,""aspect_ratio"":0.3897,""color_hsv_mean"":[0.623474,0.058559,0.572711],""gray_histogram_8"":[0.0,0.0,0.285322,0.252083,0.107765,0.069413,0.184186,0.101231],""edge_density"":0.063068,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.788352,""tracker_support"":1.0,""vehicle_likeness"":0.816993}",normalized_detection:YOLO26l:GM_RM011_000001_002,p1c_local_cluster=GM_RM011:F001:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,2,GM_RM011:YOLO11l:GM_RM011_000002_001,YOLO11l,GM_RM011_000002_001,"[744.97,341.324,799.794,484.851]",0.834533,car,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0002;YOLO26l:bytetrack:bt_0002,GM_RM011:YOLO11l:GM_RM011_000002_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000002_001:color_hsv_mean,right,"{""area_ratio"":0.0163931,""aspect_ratio"":0.38198,""color_hsv_mean"":[0.649895,0.058865,0.548531],""gray_histogram_8"":[0.0,0.0,0.337374,0.233333,0.099242,0.090404,0.195581,0.044066],""edge_density"":0.067424,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.842803,""tracker_support"":1.0,""vehicle_likeness"":0.819877}",normalized_detection:YOLO11l:GM_RM011_000002_001,p1c_local_cluster=GM_RM011:F002:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,2,GM_RM011:YOLO11l:GM_RM011_000002_002,YOLO11l,GM_RM011_000002_002,"[176.402,278.54,726.892,593.971]",0.375008,car,YOLO11l:botsort:bs_0002;YOLO11l:bytetrack:bt_0002;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO11l:GM_RM011_000002_002:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000002_002:color_hsv_mean,none,"{""area_ratio"":0.3617527,""aspect_ratio"":1.7452,""color_hsv_mean"":[0.643353,0.041649,0.824881],""gray_histogram_8"":[0.0,0.00337,0.054337,0.090928,0.053663,0.098683,0.128298,0.57072],""edge_density"":0.023219,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.290237,""tracker_support"":1.0,""vehicle_likeness"":0.702331}",normalized_detection:YOLO11l:GM_RM011_000002_002,p1c_local_cluster=GM_RM011:F002:ALT002;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,2,GM_RM011:YOLO26l:GM_RM011_000002_001,YOLO26l,GM_RM011_000002_001,"[3.295,279.753,519.276,596.977]",0.933461,car,YOLO11l:botsort:bs_0002;YOLO11l:bytetrack:bt_0002;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO26l:GM_RM011_000002_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000002_001:color_hsv_mean,none,"{""area_ratio"":0.3410028,""aspect_ratio"":1.62656,""color_hsv_mean"":[0.676311,0.034684,0.850496],""gray_histogram_8"":[0.0,0.003301,0.004628,0.024552,0.083364,0.179719,0.178325,0.526111],""edge_density"":0.021789,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.272357,""tracker_support"":1.0,""vehicle_likeness"":0.89006}",normalized_detection:YOLO26l:GM_RM011_000002_001,p1c_local_cluster=GM_RM011:F002:ALT002;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,2,GM_RM011:YOLO26l:GM_RM011_000002_002,YOLO26l,GM_RM011_000002_002,"[744.735,338.461,799.704,484.25]",0.807826,car,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0002;YOLO26l:bytetrack:bt_0002,GM_RM011:YOLO26l:GM_RM011_000002_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000002_002:color_hsv_mean,right,"{""area_ratio"":0.0166954,""aspect_ratio"":0.37704,""color_hsv_mean"":[0.643075,0.059362,0.546053],""gray_histogram_8"":[0.0,0.0,0.335243,0.245081,0.096638,0.087049,0.192528,0.043462],""edge_density"":0.065878,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.823474,""tracker_support"":1.0,""vehicle_likeness"":0.808478}",normalized_detection:YOLO26l:GM_RM011_000002_002,p1c_local_cluster=GM_RM011:F002:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,3,GM_RM011:YOLO11l:GM_RM011_000003_001,YOLO11l,GM_RM011_000003_001,"[735.242,300.056,799.701,436.991]",0.852833,car,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0002;YOLO26l:bytetrack:bt_0002,GM_RM011:YOLO11l:GM_RM011_000003_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000003_001:color_hsv_mean,right,"{""area_ratio"":0.0183889,""aspect_ratio"":0.47073,""color_hsv_mean"":[0.61824,0.05974,0.558006],""gray_histogram_8"":[0.0,0.0,0.280966,0.269848,0.123189,0.078832,0.228523,0.018641],""edge_density"":0.058731,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.734138,""tracker_support"":1.0,""vehicle_likeness"":0.81306}",normalized_detection:YOLO11l:GM_RM011_000003_001,p1c_local_cluster=GM_RM011:F003:ALT001;normalization_action=keep_review_context;suppression_reason=;no_benchmark_input=true
GM_RM011,3,GM_RM011:YOLO11l:GM_RM011_000003_002,YOLO11l,GM_RM011_000003_002,"[179.195,239.614,745.663,593.12]",0.280512,car,YOLO11l:botsort:bs_0002;YOLO11l:bytetrack:bt_0002;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO11l:GM_RM011_000003_002:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000003_002:color_hsv_mean,none,"{""area_ratio"":0.417188,""aspect_ratio"":1.60242,""color_hsv_mean"":[0.651334,0.042568,0.787911],""gray_histogram_8"":[0.000635,0.02619,0.081324,0.083482,0.061229,0.090237,0.155073,0.501831],""edge_density"":0.019335,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.241693,""tracker_support"":1.0,""vehicle_likeness"":0.664377}",normalized_detection:YOLO11l:GM_RM011_000003_002,p1c_local_cluster=GM_RM011:F003:ALT002;normalization_action=keep_review_context;suppression_reason=;no_benchmark_input=true
GM_RM011,3,GM_RM011:YOLO26l:GM_RM011_000003_001,YOLO26l,GM_RM011_000003_001,"[2.344,242.918,525.607,597.111]",0.922680,car,YOLO11l:botsort:bs_0002;YOLO11l:bytetrack:bt_0002;YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO26l:GM_RM011_000003_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000003_001:color_hsv_mean,left+bottom,"{""area_ratio"":0.3861175,""aspect_ratio"":1.47734,""color_hsv_mean"":[0.677694,0.037575,0.830115],""gray_histogram_8"":[8.6e-05,0.011747,0.018486,0.030281,0.091404,0.158187,0.230506,0.459304],""edge_density"":0.01669,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.20863,""tracker_support"":1.0,""vehicle_likeness"":0.878747}",normalized_detection:YOLO26l:GM_RM011_000003_001,p1c_local_cluster=GM_RM011:F003:ALT002;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,3,GM_RM011:YOLO26l:GM_RM011_000003_002,YOLO26l,GM_RM011_000003_002,"[735.832,299.045,799.7,434.54]",0.848637,car,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0002;YOLO26l:bytetrack:bt_0002,GM_RM011:YOLO26l:GM_RM011_000003_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000003_002:color_hsv_mean,right,"{""area_ratio"":0.0180289,""aspect_ratio"":0.47138,""color_hsv_mean"":[0.614983,0.059864,0.56071],""gray_histogram_8"":[0.0,0.0,0.275161,0.272748,0.12006,0.079159,0.233801,0.019072],""edge_density"":0.055492,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.693647,""tracker_support"":1.0,""vehicle_likeness"":0.806774}",normalized_detection:YOLO26l:GM_RM011_000003_002,p1c_local_cluster=GM_RM011:F003:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,4,GM_RM011:YOLO11l:GM_RM011_000004_001,YOLO11l,GM_RM011_000004_001,"[740.427,261.288,799.705,414.666]",0.743659,car,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0002;YOLO26l:bytetrack:bt_0002,GM_RM011:YOLO11l:GM_RM011_000004_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000004_001:color_hsv_mean,right,"{""area_ratio"":0.0189413,""aspect_ratio"":0.38648,""color_hsv_mean"":[0.630598,0.07646,0.561044],""gray_histogram_8"":[0.0,0.0,0.245346,0.317965,0.11461,0.084957,0.230303,0.006818],""edge_density"":0.069481,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.868506,""tracker_support"":1.0,""vehicle_likeness"":0.792065}",normalized_detection:YOLO11l:GM_RM011_000004_001,p1c_local_cluster=GM_RM011:F004:ALT001;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,4,GM_RM011:YOLO11l:GM_RM011_000004_002,YOLO11l,GM_RM011_000004_002,"[257.46,196.775,795.068,594.446]",0.327188,car,YOLO11l:botsort:bs_0002;YOLO11l:bytetrack:bt_0002,GM_RM011:YOLO11l:GM_RM011_000004_002:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000004_002:color_hsv_mean,none,"{""area_ratio"":0.4453987,""aspect_ratio"":1.35189,""color_hsv_mean"":[0.634004,0.043083,0.784068],""gray_histogram_8"":[0.002336,0.025638,0.077641,0.093344,0.058197,0.105859,0.146466,0.490519],""edge_density"":0.024196,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.302454,""tracker_support"":1.0,""vehicle_likeness"":0.687538}",normalized_detection:YOLO11l:GM_RM011_000004_002,p1c_local_cluster=GM_RM011:F004:ALT002;normalization_action=keep_with_partial_full_context;suppression_reason=;no_benchmark_input=true
GM_RM011,4,GM_RM011:YOLO26l:GM_RM011_000004_001,YOLO26l,GM_RM011_000004_001,"[3.366,199.798,559.398,594.92]",0.889553,car,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO26l:GM_RM011_000004_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000004_001:color_hsv_mean,none,"{""area_ratio"":0.4577101,""aspect_ratio"":1.40724,""color_hsv_mean"":[0.661227,0.038091,0.824545],""gray_histogram_8"":[0.0,0.009179,0.009899,0.04429,0.105787,0.167448,0.226978,0.436417],""edge_density"":0.020435,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.255441,""tracker_support"":1.0,""vehicle_likeness"":0.873101}",normalized_detection:YOLO26l:GM_RM011_000004_001,p1c_local_cluster=GM_RM011:F004:ALT003;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,4,GM_RM011:YOLO26l:GM_RM011_000004_002,YOLO26l,GM_RM011_000004_002,"[740.317,261.573,799.713,413.463]",0.746585,car,YOLO11l:botsort:bs_0001;YOLO11l:bytetrack:bt_0001;YOLO26l:botsort:bs_0002;YOLO26l:bytetrack:bt_0002,GM_RM011:YOLO26l:GM_RM011_000004_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000004_002:color_hsv_mean,right,"{""area_ratio"":0.0187951,""aspect_ratio"":0.39104,""color_hsv_mean"":[0.629588,0.076542,0.562387],""gray_histogram_8"":[0.0,0.0,0.248234,0.312031,0.113907,0.083996,0.234879,0.006954],""edge_density"":0.070309,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.878863,""tracker_support"":1.0,""vehicle_likeness"":0.794303}",normalized_detection:YOLO26l:GM_RM011_000004_002,p1c_local_cluster=GM_RM011:F004:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,5,GM_RM011:YOLO11l:GM_RM011_000005_001,YOLO11l,GM_RM011_000005_001,"[1.212,231.221,673.658,315.737]",0.276353,car,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO11l:GM_RM011_000005_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000005_001:color_hsv_mean,left,"{""area_ratio"":0.1184011,""aspect_ratio"":7.95641,""color_hsv_mean"":[0.60817,0.046197,0.709513],""gray_histogram_8"":[0.0,0.0,0.003059,0.203496,0.238318,0.196434,0.07113,0.287562],""edge_density"":0.054086,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.676077,""tracker_support"":1.0,""vehicle_likeness"":0.610089}",normalized_detection:YOLO11l:GM_RM011_000005_001,p1c_local_cluster=GM_RM011:F005:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,5,GM_RM011:YOLO26l:GM_RM011_000005_001,YOLO26l,GM_RM011_000005_001,"[7.923,233.077,580.078,595.423]",0.834187,car,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO26l:GM_RM011_000005_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000005_001:color_hsv_mean,none,"{""area_ratio"":0.4319132,""aspect_ratio"":1.57903,""color_hsv_mean"":[0.671389,0.038345,0.813438],""gray_histogram_8"":[0.0,0.0,0.001608,0.073021,0.113356,0.201397,0.184112,0.426506],""edge_density"":0.01841,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.230122,""tracker_support"":1.0,""vehicle_likeness"":0.851238}",normalized_detection:YOLO26l:GM_RM011_000005_001,p1c_local_cluster=GM_RM011:F005:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,5,GM_RM011:YOLO26l:GM_RM011_000005_002,YOLO26l,GM_RM011_000005_002,"[761.942,309.292,799.792,399.685]",0.533003,car,,GM_RM011:YOLO26l:GM_RM011_000005_002:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000005_002:color_hsv_mean,right,"{""area_ratio"":0.0071278,""aspect_ratio"":0.41873,""color_hsv_mean"":[0.493063,0.059381,0.686829],""gray_histogram_8"":[0.0,0.0,0.011857,0.290052,0.090804,0.114228,0.374783,0.118276],""edge_density"":0.06044,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.755495,""tracker_support"":0.0,""vehicle_likeness"":0.526881}",normalized_detection:YOLO26l:GM_RM011_000005_002,p1c_local_cluster=GM_RM011:F005:ALT002;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,6,GM_RM011:YOLO11l:GM_RM011_000006_001,YOLO11l,GM_RM011_000006_001,"[0.451,264.351,675.75,348.426]",0.348934,car,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO11l:GM_RM011_000006_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000006_001:color_hsv_mean,left,"{""area_ratio"":0.1182822,""aspect_ratio"":8.03213,""color_hsv_mean"":[0.567216,0.055453,0.675455],""gray_histogram_8"":[0.0,0.0,0.015198,0.272084,0.230382,0.175824,0.063204,0.243308],""edge_density"":0.043657,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.545708,""tracker_support"":1.0,""vehicle_likeness"":0.619123}",normalized_detection:YOLO11l:GM_RM011_000006_001,p1c_local_cluster=GM_RM011:F006:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,6,GM_RM011:YOLO26l:GM_RM011_000006_001,YOLO26l,GM_RM011_000006_001,"[14.002,265.071,602.215,597.379]",0.817194,car,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO26l:GM_RM011_000006_001:gray_histogram_8+edge_density,GM_RM011:YOLO26l:GM_RM011_000006_001:color_hsv_mean,bottom,"{""area_ratio"":0.4072258,""aspect_ratio"":1.77008,""color_hsv_mean"":[0.641758,0.042415,0.788874],""gray_histogram_8"":[0.0,0.0,0.007679,0.124406,0.116194,0.203902,0.120272,0.427547],""edge_density"":0.018764,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.234548,""tracker_support"":1.0,""vehicle_likeness"":0.845992}",normalized_detection:YOLO26l:GM_RM011_000006_001,p1c_local_cluster=GM_RM011:F006:ALT001;normalization_action=keep_without_grouping_context;suppression_reason=;no_benchmark_input=true
GM_RM011,7,GM_RM011:YOLO11l:GM_RM011_000007_001,YOLO11l,GM_RM011_000007_001,"[0.451,308.406,674.502,419.936]",0.427763,car,,GM_RM011:YOLO11l:GM_RM011_000007_001:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000007_001:color_hsv_mean,left,"{""area_ratio"":0.1566175,""aspect_ratio"":6.04371,""color_hsv_mean"":[0.572676,0.059384,0.636978],""gray_histogram_8"":[0.0,0.0,0.034656,0.297817,0.229894,0.231071,0.042804,0.163757],""edge_density"":0.035476,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.443452,""tracker_support"":0.0,""vehicle_likeness"":0.453654}",normalized_detection:YOLO11l:GM_RM011_000007_001,p1c_local_cluster=GM_RM011:F007:ALT001;normalization_action=keep_duplicate_like_context;suppression_reason=;no_benchmark_input=true
GM_RM011,7,GM_RM011:YOLO11l:GM_RM011_000007_002,YOLO11l,GM_RM011_000007_002,"[72.797,307.885,755.341,405.336]",0.303865,car,,GM_RM011:YOLO11l:GM_RM011_000007_002:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000007_002:color_hsv_mean,none,"{""area_ratio"":0.1385729,""aspect_ratio"":7.00393,""color_hsv_mean"":[0.580265,0.051749,0.672291],""gray_histogram_8"":[0.0,0.0,0.02541,0.232866,0.253953,0.21066,0.053512,0.223599],""edge_density"":0.043127,""area_plausibility"":1.0,""aspect_plausibility"":0.25,""structure_support"":0.539083,""tracker_support"":0.0,""vehicle_likeness"":0.423004}",normalized_detection:YOLO11l:GM_RM011_000007_002,p1c_local_cluster=GM_RM011:F007:ALT002;normalization_action=keep_block_auto_grouping;suppression_reason=;no_benchmark_input=true
GM_RM011,7,GM_RM011:YOLO11l:GM_RM011_000007_003,YOLO11l,GM_RM011_000007_003,"[6.048,308.633,564.248,448.442]",0.285792,car,YOLO26l:botsort:bs_0001;YOLO26l:bytetrack:bt_0001,GM_RM011:YOLO11l:GM_RM011_000007_003:gray_histogram_8+edge_density,GM_RM011:YOLO11l:GM_RM011_000007_003:color_hsv_mean,none,"{""area_ratio"":0.1625862,""aspect_ratio"":3.99259,""color_hsv_mean"":[0.600406,0.059673,0.639786],""gray_histogram_8"":[0.0,0.0,0.03846,0.285423,0.175872,0.320376,0.038356,0.141513],""edge_density"":0.030118,""area_plausibility"":1.0,""aspect_plausibility"":1.0,""structure_support"":0.376473,""tracker_support"":1.0,""vehicle_likeness"":0.682346}",normalized_detection:YOLO11l:GM_RM011_000007_003,p1c_local_cluster=GM_RM011:F007:ALT003;normalization_action=keep_block_auto_grouping;suppression_reason=;no_benchmark_input=true
