scene,canonical_vehicle_id,segment_id,frame_prev,frame_curr,stage_prev,stage_curr,gt_dx_px,gt_dy_px,phase_background_dx_px,phase_background_dy_px,flow_background_dx_px,flow_background_dy_px,phase_gt_motion_relative_to_background_dx_px,phase_gt_motion_relative_to_background_dy_px,flow_gt_motion_relative_to_background_dx_px,flow_gt_motion_relative_to_background_dy_px,patch_valid_fraction,phase_dx_px,phase_dy_px,phase_response,phase_world_residual_motion_px,phase_vehicle_residual_motion_px,phase_wrong_track_residual_motion_px,phase_time_shift_plus4_residual_motion_px,flow_dx_px,flow_dy_px,flow_support_fraction,flow_dispersion_median_px,flow_dispersion_p90_px,flow_world_residual_motion_px,flow_vehicle_residual_motion_px,flow_wrong_track_residual_motion_px,flow_time_shift_plus4_residual_motion_px,method_displacement_disagreement_px,phase_quality_status,flow_quality_status
GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,340,341,STRONG_COMPACT_340_350,STRONG_COMPACT_340_350,14.287000000000035,-1.8700000000000045,6.229755792020612,-0.010294393685690295,6.346820592880249,-0.07984534278512001,8.057244207979423,-1.8597056063143143,7.9401794071197855,-1.7901546572148845,1.0,6.131504800136668,-0.10826747200700737,0.5838477799186,0.13875150983659157,8.343608539186329,8.196223450231853,0.8164195332429083,6.123978137969971,-0.14024488627910614,0.4197619047619048,0.5786318182945251,1.307838320732117,0.23088279399886286,8.344278199666187,7.9361099087461975,0.8424012650006589,0.03285126583407424,USABLE,USABLE
GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,341,342,STRONG_COMPACT_340_350,STRONG_COMPACT_340_350,-2.2110000000000127,0.02699999999992997,6.330850548186675,-0.046798225239783164,6.335381031036377,-0.07976523973047733,-8.541850548186687,0.07379822523971313,-8.54638103103639,0.1067652397304073,1.0,6.315076252681962,-0.11569224144093937,0.5297507139267745,0.07067682694487049,8.527270216330367,8.557626248944889,3.473601478371817,6.263321876525879,-0.1663435995578766,0.4176190476190476,0.5662885904312134,1.479725933074951,0.11264250591659639,8.47652717888967,8.618463827270478,3.537268672022899,0.07241598946638482,USABLE,USABLE
GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,342,343,STRONG_COMPACT_340_350,STRONG_COMPACT_340_350,11.711000000000013,2.3600000000000136,6.264472297189968,-0.058728433663489454,6.381415605545044,-0.07814155519008636,5.4465277028100445,2.418728433663503,5.329584394454969,2.4381415551901,1.0,6.227599546680864,-0.1184267208204659,0.6232495934874923,0.07016755104450689,6.017497780800388,5.90164298607436,2.7745871969007543,6.325394630432129,-0.10295028984546661,0.4261309523809524,0.4950670301914215,1.1576852440834047,0.06126845001958929,5.922066305519413,5.799538467886278,2.870276336993554,0.0990121119946488,USABLE,USABLE
GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,343,344,STRONG_COMPACT_340_350,STRONG_COMPACT_340_350,1.421999999999798,-1.558999999999969,6.242166505519577,-0.022087927596128765,6.345519304275513,-0.03682118188589811,-4.820166505519779,-1.5369120724038403,-4.923519304275715,-1.522178818114071,1.0,6.075126898033432,-0.2070782647394367,0.48629533924438334,0.24924617410407804,4.845542519416577,5.276094457229509,1.6674183799505993,5.90190315246582,0.027396300807595253,0.425,0.6561869382858276,4.242424535751343,0.4482400865941478,4.7524925543014716,5.5616359337474135,1.4874764645103504,0.2915215050677084,USABLE,USABLE
GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,344,345,STRONG_COMPACT_340_350,STRONG_COMPACT_340_350,6.772000000000162,0.39800000000002456,6.158006588208366,-0.04706762018932764,6.264557600021362,0.04225317109376192,0.613993411791796,0.4450676201893522,0.5074423999787996,0.35574682890626264,1.0,6.252759206958814,-0.0050641727542029,0.5437017935293692,0.10364530069666943,0.6573216324724585,0.8599762559084031,6.725566383342582,6.044147968292236,-0.12754063308238983,0.4139285714285714,0.5724775791168213,5.0933351993560825,0.2782271404726331,0.8977536059977815,0.34200341731530703,6.7772921705940465,0.24190728023878427,USABLE,USABLE
GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,345,346,STRONG_COMPACT_340_350,STRONG_COMPACT_340_350,9.659999999999854,0.8210000000000264,6.156464455595682,0.025588029665641443,6.249584436416626,-0.03484372980892658,3.5035355444041727,0.7954119703343849,3.4104155635832285,0.855843729808953,1.0,6.113224076270711,0.09445570988199137,0.502608275965408,0.08131720471430859,3.620426226102092,3.566598091154455,4.485789386071487,6.187791347503662,0.08542127907276154,0.4181547619047619,0.680936336517334,4.709384775161745,0.13521116151678447,3.549268795280292,3.4879880658647675,4.551180193095824,0.07511257470740312,USABLE,USABLE
GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,346,347,STRONG_COMPACT_340_350,STRONG_COMPACT_340_350,3.469000000000051,0.17899999999997362,6.236195509234108,0.011216633779593366,6.382019519805908,0.0019732238724827766,-2.7671955092340568,0.16778336622038026,-2.9130195198058573,0.17702677612749085,1.0,6.2867245036947565,0.015285078210887093,0.537237613565392,0.05069251938200356,2.8224765640015477,2.722096617924381,,6.301337718963623,0.002633566502481699,0.41714285714285715,0.5217444896697998,3.5175594091415405,0.08068450309410823,2.83782347462424,2.9989698747107765,,0.019328911221332457,USABLE,USABLE
GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,347,348,STRONG_COMPACT_340_350,STRONG_COMPACT_340_350,4.41599999999994,-0.04100000000005366,6.275588644909448,-0.004279453403750466,6.366330146789551,0.004858594431425445,-1.8595886449095076,-0.036720546596303194,-1.9503301467896108,-0.045858594431479105,1.0,6.20617305180761,0.3005017285973324,0.44114704198307464,0.31258613767673227,1.8224552082433716,1.9475404628708854,,6.235578536987305,0.08641961216926575,0.40886904761904763,0.7404853105545044,6.372799301147461,0.1541044550955978,1.8240344870178464,2.081387984170514,,0.216092191281808,USABLE,USABLE
GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,348,349,STRONG_COMPACT_340_350,STRONG_COMPACT_340_350,10.732000000000198,-5.0219999999999345,6.31021904609122,0.08724746016575935,6.370263576507568,-0.004101224476471543,4.4217809539089785,-5.109247460165694,4.36173642349263,-5.017898775523463,1.0,6.07557657012714,-0.030727042560542372,0.6102470406779537,0.2626310621767195,6.826059250690442,6.697460569710521,,6.184276580810547,-0.014861660078167915,0.4079761904761905,0.5264071226119995,2.933623600006105,0.18629801271817728,6.7641128503714745,6.536382542765475,,0.10985173045466692,USABLE,USABLE
GM_RM017,GM_RM017:PV002,S0MV-GM_RM017-PV002-SEG02,349,350,STRONG_COMPACT_340_350,STRONG_COMPACT_340_350,1.977999999999838,-1.6440000000000055,6.253545646455251,0.07885685308151835,6.324537515640259,0.016009464859962463,-4.275545646455413,-1.7228568530815238,-4.346537515640421,-1.660009464859968,1.0,6.320004588127773,0.09225430784763944,0.6067200465334787,0.06779589015893185,4.676278741140603,4.542979454374514,,6.331609725952148,0.027553653344511986,0.40919642857142857,0.5931410789489746,1.3377519845962527,0.013538258620014764,4.663476092135131,4.642025086486019,,0.06573320254677854,USABLE,USABLE
