case_id,frame,point_id,point_role,background_subtype,coordinate_family,channel,sar_display_x,sar_display_y,gt_local_x,gt_local_y,optical_proxy_local_x,optical_proxy_local_y,world_stabilized_x,world_stabilized_y,family_transformed_x,family_transformed_y,inverse_recovered_x,inverse_recovered_y,inverse_point_error_px,inside_image,inside_valid_source,raw_gray_value,channel_raw_value,legacy_full_frame_value,valid_fan_per_frame_value,window_frozen_valid_value,local_target_matched_background_value,in_skeleton_mask,in_background_mask,in_unresolved_mask,used_for_statistics,conclusion_ids,experiment_semantics
PV002_337_341,339,skeleton_mid,skeleton,,RAW_SAR_DISPLAY,highpass_sigma9,1124.7113149462652,1063.798,13.313314946265336,58.0,15.590395047265247,27.75039433799998,1112.6787965594244,1063.7698359559774,1124.7113149462652,1063.798,1124.7113149462652,1063.798,0.0,true,true,50.000000000,-0.855937958,0.480712891,0.479736328,0.489746094,0.423095703,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_right,skeleton,,RAW_SAR_DISPLAY,highpass_sigma9,1271.398,1049.798,160.0,44.0,162.2770801009999,13.750394337999978,1259.365481613159,1049.7698359559774,1271.398,1049.798,1271.398,1049.798,0.0,true,true,43.000000000,-19.562007904,0.000000000,0.000000000,0.000000000,0.000000000,true,false,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,seed_mid,seed,,RAW_SAR_DISPLAY,highpass_sigma9,1124.2780842267819,1063.798,12.880084226781946,58.0,15.157164327781857,27.75039433799998,1112.245565839941,1063.7698359559774,1124.2780842267819,1063.798,1124.2780842267819,1063.798,0.0,true,true,48.000000000,-2.670345306,0.422363281,0.423339844,0.432861328,0.381103516,true,true,false,true,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_vertical_line,background,vertical_line,RAW_SAR_DISPLAY,highpass_sigma9,1121.398,1050.798,10.0,45.0,12.27708010099991,14.750394337999978,1109.365481613159,1050.7698359559774,1121.398,1050.798,1121.398,1050.798,0.0,true,true,46.000000000,-11.164939880,0.148193359,0.158691406,0.165771484,0.184814453,false,true,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_fan_arc,background,fan_arc,RAW_SAR_DISPLAY,highpass_sigma9,1114.6949897931902,1057.2550234231915,3.296989793190278,51.45702342319146,5.574069894190188,21.207417761191437,1102.6624714063494,1057.226859379169,1114.6949897931902,1057.2550234231915,1114.6949897931902,1057.2550234231915,0.0,true,true,51.000000000,-0.807151794,0.482421875,0.481201172,0.491455078,0.424072266,false,true,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_clutter,background,clutter,RAW_SAR_DISPLAY,highpass_sigma9,1299.7711990345065,1032.7259613802617,188.37319903450657,26.92796138026165,190.65027913550648,-3.3216442817383722,1287.7386806476657,1032.697797336239,1299.7711990345065,1032.7259613802617,1299.7711990345065,1032.7259613802617,0.0,true,true,57.000000000,-2.306701660,0.434082031,0.434570312,0.444335938,0.389404297,false,true,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,unresolved_centroid,unresolved,,RAW_SAR_DISPLAY,highpass_sigma9,1268.898,1054.048,157.5,48.25,159.7770801009999,18.00039433799998,1256.865481613159,1054.0198359559774,1268.898,1054.048,1268.898,1054.048,0.0,true,true,64.000000000,1.347209930,0.551757812,0.548339844,0.559082031,0.473876953,false,false,true,false,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,gt_center,coordinate_reference,,RAW_SAR_DISPLAY,highpass_sigma9,1111.398,1005.798,0.0,0.0,2.2770801009999104,-30.24960566200002,1099.365481613159,1005.7698359559774,1111.398,1005.798,1111.398,1005.798,0.0,true,true,52.000000000,-0.874481201,0.480224609,0.479248047,0.489257812,0.422607422,false,false,false,false,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,optical_proxy_center,coordinate_reference,,RAW_SAR_DISPLAY,highpass_sigma9,1109.120919899,1036.047605662,-2.2770801009999104,30.24960566200002,0.0,0.0,1097.0884015121592,1036.0194416179775,1109.120919899,1036.047605662,1109.120919899,1036.047605662,0.0,true,true,139.000000000,66.793220520,1.000000000,1.000000000,1.000000000,1.000000000,false,false,false,false,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_left,skeleton,,RAW_SAR_DISPLAY,local_contrast_31,977.398,1051.798,-133.9999999999999,46.0,-131.72291989899998,15.750394337999978,965.3654816131592,1051.7698359559774,977.398,1051.798,977.398,1051.798,0.0,true,true,57.000000000,7.428718567,0.744140625,0.733398438,0.744628906,0.605468750,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_mid,skeleton,,RAW_SAR_DISPLAY,local_contrast_31,1124.7113149462652,1063.798,13.313314946265336,58.0,15.590395047265247,27.75039433799998,1112.6787965594244,1063.7698359559774,1124.7113149462652,1063.798,1124.7113149462652,1063.798,0.0,true,true,50.000000000,-0.430801392,0.495117188,0.492675781,0.500976562,0.429931641,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_right,skeleton,,RAW_SAR_DISPLAY,local_contrast_31,1271.398,1049.798,160.0,44.0,162.2770801009999,13.750394337999978,1259.365481613159,1049.7698359559774,1271.398,1049.798,1271.398,1049.798,0.0,true,true,43.000000000,-19.649322510,0.000000000,0.000000000,0.000000000,0.001006126,true,false,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,seed_mid,seed,,RAW_SAR_DISPLAY,local_contrast_31,1124.2780842267819,1063.798,12.880084226781946,58.0,15.157164327781857,27.75039433799998,1112.245565839941,1063.7698359559774,1124.2780842267819,1063.798,1124.2780842267819,1063.798,0.0,true,true,48.000000000,-2.157127380,0.440673828,0.439941406,0.447509766,0.391601562,true,true,false,true,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_vertical_line,background,vertical_line,RAW_SAR_DISPLAY,local_contrast_31,1121.398,1050.798,10.0,45.0,12.27708010099991,14.750394337999978,1109.365481613159,1050.7698359559774,1121.398,1050.798,1121.398,1050.798,0.0,true,true,46.000000000,-13.186264038,0.091369629,0.102355957,0.106018066,0.145263672,false,true,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_fan_arc,background,fan_arc,RAW_SAR_DISPLAY,local_contrast_31,1114.6949897931902,1057.2550234231915,3.296989793190278,51.45702342319146,5.574069894190188,21.207417761191437,1102.6624714063494,1057.226859379169,1114.6949897931902,1057.2550234231915,1114.6949897931902,1057.2550234231915,0.0,true,true,51.000000000,0.183143616,0.514648438,0.511718750,0.520019531,0.443847656,false,true,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_clutter,background,clutter,RAW_SAR_DISPLAY,local_contrast_31,1299.7711990345065,1032.7259613802617,188.37319903450657,26.92796138026165,190.65027913550648,-3.3216442817383722,1287.7386806476657,1032.697797336239,1299.7711990345065,1032.7259613802617,1299.7711990345065,1032.7259613802617,0.0,true,true,57.000000000,-1.954216003,0.447021484,0.446044922,0.453857422,0.395996094,false,true,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,unresolved_centroid,unresolved,,RAW_SAR_DISPLAY,local_contrast_31,1268.898,1054.048,157.5,48.25,159.7770801009999,18.00039433799998,1256.865481613159,1054.0198359559774,1268.898,1054.048,1268.898,1054.048,0.0,true,true,64.000000000,0.929241180,0.538085938,0.534179688,0.542968750,0.460449219,false,false,true,false,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,gt_center,coordinate_reference,,RAW_SAR_DISPLAY,local_contrast_31,1111.398,1005.798,0.0,0.0,2.2770801009999104,-30.24960566200002,1099.365481613159,1005.7698359559774,1111.398,1005.798,1111.398,1005.798,0.0,true,true,52.000000000,-0.624351501,0.489013672,0.486816406,0.495117188,0.425781250,false,false,false,false,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,optical_proxy_center,coordinate_reference,,RAW_SAR_DISPLAY,local_contrast_31,1109.120919899,1036.047605662,-2.2770801009999104,30.24960566200002,0.0,0.0,1097.0884015121592,1036.0194416179775,1109.120919899,1036.047605662,1109.120919899,1036.047605662,0.0,true,true,139.000000000,71.196670532,1.000000000,1.000000000,1.000000000,1.000000000,false,false,false,false,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_left,skeleton,,RAW_SAR_DISPLAY,local_z_31,977.398,1051.798,-133.9999999999999,46.0,-131.72291989899998,15.750394337999978,965.3654816131592,1051.7698359559774,977.398,1051.798,977.398,1051.798,0.0,true,true,57.000000000,1.073532581,0.806640625,0.795410156,0.811035156,0.753906250,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_mid,skeleton,,RAW_SAR_DISPLAY,local_z_31,1124.7113149462652,1063.798,13.313314946265336,58.0,15.590395047265247,27.75039433799998,1112.6787965594244,1063.7698359559774,1124.7113149462652,1063.798,1124.7113149462652,1063.798,0.0,true,true,50.000000000,-0.055377766,0.490966797,0.491943359,0.511230469,0.470947266,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_right,skeleton,,RAW_SAR_DISPLAY,local_z_31,1271.398,1049.798,160.0,44.0,162.2770801009999,13.750394337999978,1259.365481613159,1049.7698359559774,1271.398,1049.798,1271.398,1049.798,0.0,true,true,43.000000000,-1.650076866,0.045013428,0.063049316,0.088073730,0.071533203,true,false,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,seed_mid,seed,,RAW_SAR_DISPLAY,local_z_31,1124.2780842267819,1063.798,12.880084226781946,58.0,15.157164327781857,27.75039433799998,1112.245565839941,1063.7698359559774,1124.2780842267819,1063.798,1124.2780842267819,1063.798,0.0,true,true,48.000000000,-0.281654596,0.427734375,0.431152344,0.451416016,0.414306641,true,true,false,true,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_vertical_line,background,vertical_line,RAW_SAR_DISPLAY,local_z_31,1121.398,1050.798,10.0,45.0,12.27708010099991,14.750394337999978,1109.365481613159,1050.7698359559774,1121.398,1050.798,1121.398,1050.798,0.0,true,true,46.000000000,-0.668637455,0.319580078,0.327148438,0.348632812,0.317382812,false,true,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_fan_arc,background,fan_arc,RAW_SAR_DISPLAY,local_z_31,1114.6949897931902,1057.2550234231915,3.296989793190278,51.45702342319146,5.574069894190188,21.207417761191437,1102.6624714063494,1057.226859379169,1114.6949897931902,1057.2550234231915,1114.6949897931902,1057.2550234231915,0.0,true,true,51.000000000,0.023454159,0.513183594,0.513183594,0.532226562,0.490722656,false,true,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_clutter,background,clutter,RAW_SAR_DISPLAY,local_z_31,1299.7711990345065,1032.7259613802617,188.37319903450657,26.92796138026165,190.65027913550648,-3.3216442817383722,1287.7386806476657,1032.697797336239,1299.7711990345065,1032.7259613802617,1299.7711990345065,1032.7259613802617,0.0,true,true,57.000000000,-0.156371847,0.462646484,0.464843750,0.484619141,0.445800781,false,true,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,unresolved_centroid,unresolved,,RAW_SAR_DISPLAY,local_z_31,1268.898,1054.048,157.5,48.25,159.7770801009999,18.00039433799998,1256.865481613159,1054.0198359559774,1268.898,1054.048,1268.898,1054.048,0.0,true,true,64.000000000,0.070250645,0.525878906,0.525878906,0.544921875,0.502441406,false,false,true,false,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,gt_center,coordinate_reference,,RAW_SAR_DISPLAY,local_z_31,1111.398,1005.798,0.0,0.0,2.2770801009999104,-30.24960566200002,1099.365481613159,1005.7698359559774,1111.398,1005.798,1111.398,1005.798,0.0,true,true,52.000000000,-0.074049041,0.485839844,0.487060547,0.506347656,0.466308594,false,false,false,false,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,optical_proxy_center,coordinate_reference,,RAW_SAR_DISPLAY,local_z_31,1109.120919899,1036.047605662,-2.2770801009999104,30.24960566200002,0.0,0.0,1097.0884015121592,1036.0194416179775,1109.120919899,1036.047605662,1109.120919899,1036.047605662,0.0,true,true,139.000000000,3.583347559,1.000000000,1.000000000,1.000000000,1.000000000,false,false,false,false,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_left,skeleton,,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,977.398,1051.798,-133.9999999999999,46.0,-131.72291989899998,15.750394337999978,965.3654816131592,1051.7698359559774,977.398,1051.798,977.398,1051.798,0.0,true,true,57.000000000,3.299209595,0.294189453,0.281005859,0.297851562,0.216552734,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_mid,skeleton,,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,1124.7113149462652,1063.798,13.313314946265336,58.0,15.590395047265247,27.75039433799998,1112.6787965594244,1063.7698359559774,1124.7113149462652,1063.798,1124.7113149462652,1063.798,0.0,true,true,50.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_right,skeleton,,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,1271.398,1049.798,160.0,44.0,162.2770801009999,13.750394337999978,1259.365481613159,1049.7698359559774,1271.398,1049.798,1271.398,1049.798,0.0,true,true,43.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,true,false,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,seed_mid,seed,,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,1124.2780842267819,1063.798,12.880084226781946,58.0,15.157164327781857,27.75039433799998,1112.245565839941,1063.7698359559774,1124.2780842267819,1063.798,1124.2780842267819,1063.798,0.0,true,true,48.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,true,true,false,true,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_vertical_line,background,vertical_line,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,1121.398,1050.798,10.0,45.0,12.27708010099991,14.750394337999978,1109.365481613159,1050.7698359559774,1121.398,1050.798,1121.398,1050.798,0.0,true,true,46.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,false,true,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_fan_arc,background,fan_arc,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,1114.6949897931902,1057.2550234231915,3.296989793190278,51.45702342319146,5.574069894190188,21.207417761191437,1102.6624714063494,1057.226859379169,1114.6949897931902,1057.2550234231915,1114.6949897931902,1057.2550234231915,0.0,true,true,51.000000000,2.040367126,0.181884766,0.173706055,0.184204102,0.133911133,false,true,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_clutter,background,clutter,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,1299.7711990345065,1032.7259613802617,188.37319903450657,26.92796138026165,190.65027913550648,-3.3216442817383722,1287.7386806476657,1032.697797336239,1299.7711990345065,1032.7259613802617,1299.7711990345065,1032.7259613802617,0.0,true,true,57.000000000,9.049766541,0.806640625,0.770507812,0.816894531,0.593750000,false,true,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,unresolved_centroid,unresolved,,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,1268.898,1054.048,157.5,48.25,159.7770801009999,18.00039433799998,1256.865481613159,1054.0198359559774,1268.898,1054.048,1268.898,1054.048,0.0,true,true,64.000000000,1.207580566,0.107666016,0.102844238,0.109008789,0.079284668,false,false,true,false,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,gt_center,coordinate_reference,,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,1111.398,1005.798,0.0,0.0,2.2770801009999104,-30.24960566200002,1099.365481613159,1005.7698359559774,1111.398,1005.798,1111.398,1005.798,0.0,true,true,52.000000000,4.217071533,0.375976562,0.359130859,0.380615234,0.276855469,false,false,false,false,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,optical_proxy_center,coordinate_reference,,RAW_SAR_DISPLAY,multiscale_laplacian_bright_ridge,1109.120919899,1036.047605662,-2.2770801009999104,30.24960566200002,0.0,0.0,1097.0884015121592,1036.0194416179775,1109.120919899,1036.047605662,1109.120919899,1036.047605662,0.0,true,true,139.000000000,48.015869141,1.000000000,1.000000000,1.000000000,1.000000000,false,false,false,false,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_left,skeleton,,RAW_SAR_DISPLAY,radial_gradient_normal_response,977.398,1051.798,-133.9999999999999,46.0,-131.72291989899998,15.750394337999978,965.3654816131592,1051.7698359559774,977.398,1051.798,977.398,1051.798,0.0,true,true,57.000000000,49.869247437,0.624023438,0.604980469,0.625488281,0.490234375,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_mid,skeleton,,RAW_SAR_DISPLAY,radial_gradient_normal_response,1124.7113149462652,1063.798,13.313314946265336,58.0,15.590395047265247,27.75039433799998,1112.6787965594244,1063.7698359559774,1124.7113149462652,1063.798,1124.7113149462652,1063.798,0.0,true,true,50.000000000,47.090560913,0.589355469,0.571289062,0.590332031,0.462402344,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_right,skeleton,,RAW_SAR_DISPLAY,radial_gradient_normal_response,1271.398,1049.798,160.0,44.0,162.2770801009999,13.750394337999978,1259.365481613159,1049.7698359559774,1271.398,1049.798,1271.398,1049.798,0.0,true,true,43.000000000,11.382318497,0.142456055,0.138061523,0.142700195,0.105834961,true,false,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,seed_mid,seed,,RAW_SAR_DISPLAY,radial_gradient_normal_response,1124.2780842267819,1063.798,12.880084226781946,58.0,15.157164327781857,27.75039433799998,1112.245565839941,1063.7698359559774,1124.2780842267819,1063.798,1124.2780842267819,1063.798,0.0,true,true,48.000000000,28.309700012,0.354248047,0.343505859,0.354980469,0.274902344,true,true,false,true,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_vertical_line,background,vertical_line,RAW_SAR_DISPLAY,radial_gradient_normal_response,1121.398,1050.798,10.0,45.0,12.27708010099991,14.750394337999978,1109.365481613159,1050.7698359559774,1121.398,1050.798,1121.398,1050.798,0.0,true,true,46.000000000,9.869265556,0.123535156,0.119750977,0.123718262,0.090698242,false,true,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_fan_arc,background,fan_arc,RAW_SAR_DISPLAY,radial_gradient_normal_response,1114.6949897931902,1057.2550234231915,3.296989793190278,51.45702342319146,5.574069894190188,21.207417761191437,1102.6624714063494,1057.226859379169,1114.6949897931902,1057.2550234231915,1114.6949897931902,1057.2550234231915,0.0,true,true,51.000000000,11.024526596,0.137939453,0.133789062,0.138183594,0.102233887,false,true,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,background_clutter,background,clutter,RAW_SAR_DISPLAY,radial_gradient_normal_response,1299.7711990345065,1032.7259613802617,188.37319903450657,26.92796138026165,190.65027913550648,-3.3216442817383722,1287.7386806476657,1032.697797336239,1299.7711990345065,1032.7259613802617,1299.7711990345065,1032.7259613802617,0.0,true,true,57.000000000,53.781143188,0.673339844,0.652343750,0.674316406,0.529296875,false,true,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,unresolved_centroid,unresolved,,RAW_SAR_DISPLAY,radial_gradient_normal_response,1268.898,1054.048,157.5,48.25,159.7770801009999,18.00039433799998,1256.865481613159,1054.0198359559774,1268.898,1054.048,1268.898,1054.048,0.0,true,true,64.000000000,42.081237793,0.526855469,0.510742188,0.527832031,0.412353516,false,false,true,false,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,gt_center,coordinate_reference,,RAW_SAR_DISPLAY,radial_gradient_normal_response,1111.398,1005.798,0.0,0.0,2.2770801009999104,-30.24960566200002,1099.365481613159,1005.7698359559774,1111.398,1005.798,1111.398,1005.798,0.0,true,true,52.000000000,46.652210236,0.583984375,0.565917969,0.584960938,0.458007812,false,false,false,false,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,optical_proxy_center,coordinate_reference,,RAW_SAR_DISPLAY,radial_gradient_normal_response,1109.120919899,1036.047605662,-2.2770801009999104,30.24960566200002,0.0,0.0,1097.0884015121592,1036.0194416179775,1109.120919899,1036.047605662,1109.120919899,1036.047605662,0.0,true,true,139.000000000,25.983745575,0.325195312,0.315185547,0.325683594,0.251708984,false,false,false,false,C02,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_left,skeleton,,RAW_SAR_DISPLAY,raw_display_intensity,977.398,1051.798,-133.9999999999999,46.0,-131.72291989899998,15.750394337999978,965.3654816131592,1051.7698359559774,977.398,1051.798,977.398,1051.798,0.0,true,true,57.000000000,57.000000000,0.863769531,0.850585938,0.863769531,0.362060547,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_mid,skeleton,,RAW_SAR_DISPLAY,raw_display_intensity,1124.7113149462652,1063.798,13.313314946265336,58.0,15.590395047265247,27.75039433799998,1112.6787965594244,1063.7698359559774,1124.7113149462652,1063.798,1124.7113149462652,1063.798,0.0,true,true,50.000000000,50.000000000,0.757812500,0.746093750,0.757812500,0.241333008,true,false,false,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
PV002_337_341,339,skeleton_right,skeleton,,RAW_SAR_DISPLAY,raw_display_intensity,1271.398,1049.798,160.0,44.0,162.2770801009999,13.750394337999978,1259.365481613159,1049.7698359559774,1271.398,1049.798,1271.398,1049.798,0.0,true,true,43.000000000,43.000000000,0.651367188,0.641601562,0.651367188,0.120666504,true,false,true,true,C02;C03;C05;C06,image_geometry_synchronized_coordinate_stack
