scene,global_vehicle_id,frame_index,atomic_tracklet_id,observation_id,selected_detection_source,bbox,lifecycle_state,is_interpolated_gap,source_tracker_ids,incoming_edge_id,transition_evidence_summary,identity_confidence_or_stability,review_flags,notes
GM_RM011,GM_RM011:GV005,154,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,155,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000155_002,YOLO11l,"[0.229,360.206,64.334,540.522]",recovery,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",GM_RM011:E001734,"{""edge_id"":""GM_RM011:E001734"",""gap"":14,""motion"":4.0,""appearance"":null,""color"":0.0998,""shape"":0.9409,""boundary_support"":1.0,""shared_trackers"":[],""total_cost"":224}",moderate_gap,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,156,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000156_002,YOLO11l,"[0.281,354.887,98.056,569.356]",active_visible,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,157,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000157_002,YOLO11l,"[0.234,346.7,129.473,589.856]",active_visible,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,158,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000158_002,YOLO11l,"[0.438,330.528,165.637,594.665]",active_visible,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,159,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000159_002,YOLO11l,"[0.545,317.1,201.839,594.723]",active_visible,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,160,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000160_002,YOLO11l,"[0.588,302.761,234.606,594.824]",active_visible,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,161,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000161_002,YOLO11l,"[0.939,292.944,271.567,594.753]",active_visible,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,162,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000162_001,YOLO11l,"[0.655,295.483,310.424,595.338]",active_visible,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,163,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000163_001,YOLO11l,"[0.907,295.312,350.911,595.154]",active_visible,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,164,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000164_002,YOLO11l,"[1.057,304.882,397.375,594.926]",active_visible,false,"[""YOLO11l:botsort:bs_0031""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,165,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000165_002,YOLO11l,"[1.22,309.318,454.549,594.492]",active_visible,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,166,GM_RM011:AT0019,GM_RM011:YOLO11l:GM_RM011_000166_001,YOLO11l,"[1.565,325.946,503.322,593.899]",active_visible,false,"[""YOLO11l:botsort:bs_0031"",""YOLO11l:bytetrack:bt_0034""]",,birth_or_entry,stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,167,GM_RM011:AT0020,GM_RM011:YOLO11l:GM_RM011_000167_001,YOLO11l,"[9.404,309.981,557.225,592.875]",active_visible,false,"[""YOLO11l:botsort:bs_0031""]",GM_RM011:E001904,"{""edge_id"":""GM_RM011:E001904"",""gap"":0,""motion"":0.0298,""appearance"":null,""color"":0.1436,""shape"":0.1046,""boundary_support"":1.0,""shared_trackers"":[""YOLO11l:botsort:bs_0031""],""total_cost"":0}",stable,[],selected from provenance-preserving alternative cluster
GM_RM011,GM_RM011:GV005,168,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",GM_RM011:E001940,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,169,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,170,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,171,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,172,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,173,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,174,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,175,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,176,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,177,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,178,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,179,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,180,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,181,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,182,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,183,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,184,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
GM_RM011,GM_RM011:GV005,185,,,,,missed_or_occluded,true,"[""YOLO11l:botsort:bs_0024"",""YOLO11l:botsort:bs_0031"",""YOLO11l:botsort:bs_0038"",""YOLO11l:botsort:bs_0044"",""YOLO11l:botsort:bs_0061"",""YOLO11l:bytetrack:bt_0026"",""YOLO11l:bytetrack:bt_0032"",""YOLO11l:bytetrack:bt_0034"",""YOLO11l:bytetrack:bt_0041"",""YOLO11l:bytetrack:bt_0044"",""YOLO11l:bytetrack:bt_0051"",""YOLO11l:bytetrack:bt_0067"",""YOLO11l:bytetrack:bt_0074"",""YOLO11l:bytetrack:bt_0075"",""YOLO11l:bytetrack:bt_0077"",""YOLO26l:botsort:bs_0026"",""YOLO26l:botsort:bs_0039"",""YOLO26l:botsort:bs_0041"",""YOLO26l:botsort:bs_0052"",""YOLO26l:botsort:bs_0057"",""YOLO26l:bytetrack:bt_0032"",""YOLO26l:bytetrack:bt_0052"",""YOLO26l:bytetrack:bt_0054"",""YOLO26l:bytetrack:bt_0070"",""YOLO26l:bytetrack:bt_0074""]",,gap_state_without_synthetic_bbox,review_gap,"[""gap_recovery""]",No bbox is fabricated for an optical miss or occlusion gap.
